dokumentacija	dokumentacija	Ncfsn
plaćanja	plaćanje	Ncnpa
će	htjeti	Var3s
izdati	izdati	Vmn
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
60	60	Mdc
dana	dan	Ncmpg
od	od	Sg
dana	dan	Ncmsg
zaprimanja	zaprimanje	Ncnsg
potpunog	potpun	Agpmsgy
Zahtjeva	zahtjev	Ncmsg
za	za	Sa
isplatu	isplata	Ncfsa
u	u	Sl
slučaju	slučaj	Ncmsl
da	da	Cs
se	sebe	Px--sa
tijekom	tijekom	Sg
obrade	obrada	Ncfsg
utvrde	utvrditi	Vmr3p
razlozi	razlog	Ncmpn
za	za	Sa
njegovo	njegov	Agpnsay
odbijanje	odbijanje	Ncnsa
,	,	Z
odnosno	odnosno	Rgp
u	u	Sl
kasnijem	kasan	Agcmsly
roku	rok	Ncmsl
ukoliko	ukoliko	Cs
se	sebe	Px--sa
kontrolom	kontrola	Ncfsi
na	na	Sl
terenu	teren	Ncmsl
utvrdi	utvrda	Ncfpg
nepoštivanje	nepoštivanje	Ncnsn
navedenih	naveden	Agpmpgy
uvjeta	uvjet	Ncmpg
.	.	Z

Članak	članak	Ncmsn
29.	29.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
U	u	Sl
slučaju	slučaj	Ncmsl
da	da	Cs
Korisnik	korisnik	Ncmsn
ne	ne	Qz
dostavi	dostaviti	Vmr3s
Zahtjev	zahtjev	Ncmsan
za	za	Sa
isplatu	isplata	Ncfsa
do	do	Sg
krajnjeg	krajnji	Agpmsgy
roka	rok	Ncmsg
navedenog	naveden	Agpmsgy
u	u	Sl
Odluci	odluka	Ncfsl
o	o	Sl
odobrenju	odobrenje	Ncnsl
projekta	projekt	Ncmsg
ili	ili	Cc
dostavi	dostaviti	Vmr3s
informaciju	informacija	Ncfsa
da	da	Cs
odustaje	odustajati	Vmr3s
od	od	Sg
isplate	isplata	Ncfsg
ili	ili	Cc
daljnje	daljnji	Agpfsgy
provedbe	provedba	Ncfsg
projekta	projekt	Ncmsg
,	,	Z
Agencija	agencija	Ncfsn
za	za	Sa
plaćanja	plaćanje	Ncnpa
će	htjeti	Var3s
izdati	izdati	Vmn
Odluku	odluka	Ncfsa
o	o	Sl
poništenju	poništenje	Ncnsl
projekta	projekt	Ncmsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Informaciju	informacija	Ncfsa
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
o	o	Sl
odustajanju	odustajanje	Ncnsl
od	od	Sg
isplate	isplata	Ncfsg
ili	ili	Cc
daljnje	daljnji	Agpfsgy
provedbe	provedba	Ncfsg
ulaganja	ulaganje	Ncnsg
Korisnik	korisnik	Ncmsn
je	biti	Var3s
dužan	dužan	Agpmsnn
dostaviti	dostaviti	Vmn
pisanim	pisan	Agpmsiy
putem	put	Ncmsi
,	,	Z
potpisano	potpisati	Appnsny
i	i	Cc
ovjereno	ovjeriti	Appnsny
preporučenom	preporučiti	Agpfsiy
pošiljkom	pošiljka	Ncfsi
Agenciji	agencija	Ncfsl
za	za	Sa
plaćanja	plaćanje	Ncnpa
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Na	na	Sa
Odluke	odluka	Ncfpa
iz	iz	Sg
članaka	članak	Ncmsg
26.	26.	Mdo
,	,	Z
27.	27.	Mdo
,	,	Z
28.	28.	Mdo
i	i	Cc
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
primjenjuju	primjenjivati	Vmr3p
se	sebe	Px--sa
odredbe	odredba	Ncfpn
iz	iz	Sg
članka	članak	Ncmsg
20.	20.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
.	.	Z

XI	xi	Mrc
.	.	Z

KONTROLA	kontrola	Ncfsn
I	i	Cc
NADZOR	nadzor	Ncmsn

Članak	članak	Ncmsn
30.	30.	Mdo

Administrativnu	administrativan	Agpfsay
kontrolu	kontrola	Ncfsa
provode	provoditi	Vmr3p
djelatnici	djelatnik	Ncmpn
Agencije	agencija	Ncfsg
za	za	Sa
plaćanja	plaćanje	Ncnpa
,	,	Z
kontrolom	kontrola	Ncfsi
Prijave	prijava	Ncfpn
Podnositelja	podnositelj	Ncmpg
i	i	Cc
dokumenata	dokument	Ncmpg
priloženih	priložen	Agpmpgy
uz	uz	Sa
Prijavu	prijava	Ncfsa
,	,	Z
izradom	izrada	Ncfsi
rang	rang	Ncmsn
liste	lista	Ncfsg
,	,	Z
kontrolom	kontrola	Ncfsi
Zahtjeva	zahtjev	Ncmpg
za	za	Sa
isplatu	isplata	Ncfsa
i	i	Cc
dokumenata	dokument	Ncmpg
priloženih	priložiti	Appmpgy
uz	uz	Sa
Zahtjev	zahtjev	Ncmsan
za	za	Sa
isplatu	isplata	Ncfsa
,	,	Z
te	te	Cc
analizom	analiza	Ncfsi
projekta	projekt	Ncmsg
i	i	Cc
istragom	istraga	Ncfsi
u	u	Sl
evidencijama	evidencija	Ncfpl
tijela	tijelo	Ncnsg
državne	državni	Agpfsgy
uprave	uprava	Ncfsg
te	te	Cc
drugim	drugi	Mlofpl
institucijama	institucija	Ncfpl
.	.	Z

Članak	članak	Ncmsn
31.	31.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Kontrolu	kontrola	Ncfsa
na	na	Sl
terenu	teren	Ncmsl
provode	provoditi	Vmr3p
djelatnici	djelatnik	Ncmpn
Agencije	agencija	Ncfsg
za	za	Sa
plaćanja	plaćanje	Ncnpa
(	(	Z
u	u	Sl
daljnjem	daljnji	Agpmsly
tekstu	tekst	Ncmsl
:	:	Z
kontrolori	kontrolor	Ncmpn
)	)	Z
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Osim	osim	Sg
djelatnika	djelatnik	Ncmpg
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
kontrolu	kontrola	Ncfsa
na	na	Sl
terenu	teren	Ncmsl
svakog	svaki	Pi-msg
projekta	projekt	Ncmsg
mogu	moći	Vmr3p
obavljati	obavljati	Vmn
i	i	Qo
djelatnici	djelatnik	Ncmpn
Službe	služba	Ncfsg
za	za	Sa
unutarnju	unutarnji	Agpfsay
reviziju	revizija	Ncfsa
Agencije	agencija	Ncfsg
za	za	Sa
plaćanja	plaćanje	Ncnpa
,	,	Z
službenici	službenik	Ncmpn
Nacionalnog	nacionalan	Agpmsgy
fonda	fond	Ncmsg
,	,	Z
Agencije	agencija	Ncfpn
za	za	Sa
reviziju	revizija	Ncfsa
sustava	sustav	Ncmsg
provedbe	provedba	Ncfsg
programa	program	Ncmsg
Europske	europski	Agpfsgy
unije	unija	Ncfsg
,	,	Z
revizori	revizor	Ncmpn
Europske	europski	Agpfsgy
komisije	komisija	Ncfsg
i	i	Cc
Europski	europski	Agpmsny
revizorski	revizorski	Agpmsny
sud	sud	Ncmsn
.	.	Z

Članak	članak	Ncmsn
32.	32.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Za	za	Sa
dovršene	dovršiti	Agpmpay
projekte	projekt	Ncmpa
kontrola	kontrola	Ncfpg
na	na	Sl
terenu	teren	Ncmsl
se	sebe	Px--sa
provodi	provoditi	Vmr3s
prije	prije	Sg
zadnje	zadnji	Agpfsgy
isplate	isplata	Ncfsg
na	na	Sa
najmanje	malo	Rgs
20	20	Mdc
–	–	Z
25	25	Mdc
%	%	Z
korisnika	korisnik	Ncmpg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Izbor	izbor	Ncmsn
projekata	projekat	Ncmpg
za	za	Sa
kontrolu	kontrola	Ncfsa
na	na	Sl
terenu	teren	Ncmsl
provodi	provoditi	Vmr3s
se	sebe	Px--sa
na	na	Sl
uzorku	uzorak	Ncmsl
na	na	Sl
temelju	temelj	Ncmsl
analize	analiza	Ncfsg
rizika	rizik	Ncmsg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Kontrola	kontrola	Ncfsn
na	na	Sl
terenu	teren	Ncmsl
obavlja	obavljati	Vmr3s
se	sebe	Px--sa
u	u	Sl
sjedištu	sjedište	Ncnsl
korisnika	korisnik	Ncmpg
temeljeno	temeljiti	Appnsny
na	na	Sl
računima	račun	Ncmpl
i	i	Cc
dokaznoj	dokazni	Agpfsly
dokumentaciji	dokumentacija	Ncfsl
(	(	Z
fotografije	fotografija	Ncfpn
i	i	Cc
zapisi	zapis	Ncmpn
)	)	Z
.	.	Z

Članak	članak	Ncmsn
33.	33.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Pri	pri	Sl
obavljanju	obavljanje	Ncnsl
kontrole	kontrola	Ncfsg
na	na	Sl
terenu	teren	Ncmsl
kontrolori	kontrolor	Ncmpn
mogu	moći	Vmr3p
:	:	Z

a	a	Cc
)	)	Z
pregledati	pregledati	Vmn
poslovnu	poslovan	Agpfsay
dokumentaciju	dokumentacija	Ncfsa
Podnositelja	podnositelj	Ncmsg
Prijave	prijava	Ncfsg
/	/	Z
Korisnika	korisnik	Ncmpg
,	,	Z

b	b	Npmsn
)	)	Z
izvršiti	izvršiti	Vmn
uvid	uvid	Ncmsan
u	u	Sa
isprave	isprava	Ncfpa
Podnositelja	podnositelj	Ncmsg
Prijave	prijava	Ncfsg
/	/	Z
Korisnika	korisnik	Ncmpg
koje	koji	Pi-mpa
se	sebe	Px--sa
odnose	odnositi	Vmr3p
na	na	Sa
ostvarivanje	ostvarivanje	Ncnsa
tog	taj	Agpnsgy
prava	pravo	Ncnsg
,	,	Z

c	C	Npmsn
)	)	Z
provjeravati	provjeravati	Vmn
poslovne	poslovan	Agpfpay
knjige	knjiga	Ncfpa
i	i	Cc
dokumente	dokument	Ncmpa
kao	kao	Cs
što	što	Cs
su	biti	Var3p
računi	račun	Ncmpn
,	,	Z
određeni	određen	Agpmpny
popisi	popis	Ncmpn
,	,	Z
dokumenti	dokument	Ncmpn
o	o	Sl
ispunjavanju	ispunjavanje	Ncnsl
uvjeta	uvjet	Ncmpg
,	,	Z
potvrde	potvrda	Ncfpa
o	o	Sl
plaćanju	plaćanje	Ncnsl
,	,	Z
garantni	garantan	Agpmpny
listovi	list	Ncmpn
,	,	Z
rješenja	rješenje	Ncnsg
,	,	Z
ugovori	ugovor	Ncmpn
,	,	Z
potvrde	potvrditi	Vmr3p
,	,	Z
podaci	podatak	Ncmpn
o	o	Sl
korištenom	koristiti	Agpmsly
materijalu	materijal	Ncmsl
,	,	Z
obavljenom	obaviti	Agpmsly
poslu	posao	Ncmsl
i	i	Cc
bankovna	bankovan	Agpnpny
izvješća	izvješće	Ncnpn
u	u	Sl
posjedu	posjed	Ncmsl
Korisnika	korisnik	Ncmpg
i	i	Cc
s	sa	Si
njim	on	Pp3msi
vezanih	vezan	Agpfpgy
osoba	osoba	Ncfpg
,	,	Z

d	d	Npmsn
)	)	Z
provjeravati	provjeravati	Vmn
podatke	podatak	Ncmpa
u	u	Sl
računalima	računalo	Ncnpl
,	,	Z

e	e	I
)	)	Z
provjeravati	provjeravati	Vmn
opremu	oprema	Ncfsa
,	,	Z
proizvodnju	proizvodnja	Ncfsa
,	,	Z
pakiranje	pakiranje	Ncnsa
,	,	Z
otpremu	otprema	Ncfsa
i	i	Cc
skladištenje	skladištenje	Ncnsa
,	,	Z

f	f	Npmsv
)	)	Z
provjeravati	provjeravati	Vmn
sve	sav	Agpmpay
podatke	podatak	Ncmpa
koji	koji	Pi-mpn
se	sebe	Px--sa
odnose	odnositi	Vmr3p
na	na	Sa
prirodu	priroda	Ncfsa
,	,	Z
kvantitetu	kvantiteta	Ncfsa
i	i	Cc
kvalitetu	kvaliteta	Ncfsa
roba	roba	Ncfpg
i	i	Cc
usluga	usluga	Ncfpg
,	,	Z

g	g	Npmsn
)	)	Z
provjeriti	provjeriti	Vmn
računovodstvene	računovodstveni	Agpmpay
podatke	podatak	Ncmpa
i	i	Cc
dokumente	dokument	Ncmpa
,	,	Z

h	h	Npmsn
)	)	Z
provjeravati	provjeravati	Vmn

