ostvaruju	ostvarivati	Vmr3p
2016.	2016.	Mdo

PRIJAVA	prijava	Ncfsn
KANDIDATA	kandidat	Ncmpg
S	sa	Si
TEŠKOĆAMA	teškoća	Ncfpi
U	u	Sl
RAZVOJU	razvoj	Ncmsl

XII	xii	Mrc
.	.	Z

Ljetni	ljetni	Agpmsny
upisni	upisni	Agpmsny
rok	rok	Ncmsn

Kandidati	kandidat	Ncmpn
s	sa	Si
teškoćama	teškoća	Ncfpi
u	u	Sl
razvoju	razvoj	Ncmsl
prijavljuju	prijavljivati	Vmr3p
se	sebe	Px--sa
u	u	Sl
uredima	ured	Ncmpl
državne	državni	Agpfsgy
uprave	uprava	Ncfsg
u	u	Sl
županiji	županija	Ncfsl
odnosno	odnosno	Rgp
Gradskom	gradski	Agpmsly
uredu	ured	Ncmsl
za	za	Sa
obrazovanje	obrazovanje	Ncnsa
,	,	Z
kulturu	kultura	Ncfsa
i	i	Cc
sport	sport	Ncmsan
Grada	grad	Ncmsg
Zagreba	Zagreb	Npmsg
te	te	Cc
iskazuju	iskazivati	Vmr3p
svoj	svoj	Px-msan
odabir	odabir	Ncmsan
s	sa	Sg
liste	lista	Ncfsg
prioriteta	prioritet	Ncmsg
redom	red	Ncmsi
kako	kako	Cs
bi	biti	Vaa3p
željeli	željeti	Vmp-pm
upisati	upisati	Vmn
obrazovne	obrazovni	Agpmpay
programe	program	Ncmpa
2.	2.	Mdo
–	–	Z
15.	15.	Mdo
6.	6.	Mdo
2016.	2016.	Mdo

Dostava	dostava	Ncfsn
osobnih	osoban	Agpmpgy
dokumenata	dokument	Ncmpg
i	i	Cc
svjedodžbi	svjedodžba	Ncfpg
za	za	Sa
kandidate	kandidat	Ncmpa
s	sa	Si
teškoćama	teškoća	Ncfpi
u	u	Sl
razvoju	razvoj	Ncmsl
izvan	izvan	Sg
redovitog	redovit	Agpmsgy
sustava	sustav	Ncmsg
obrazovanja	obrazovanje	Ncnsg
RH	RH	Npfsg
Središnjem	središnji	Agpmsly
prijavnom	prijavni	Agpmsly
uredu	ured	Ncmsl
2.	2.	Mdo
–	–	Z
20.	20.	Mdo
6.	6.	Mdo
2016.	2016.	Mdo

Upisna	upisni	Agpnpny
povjerenstva	povjerenstvo	Ncnpn
ureda	ured	Ncmsg
državne	državni	Agpfsgy
uprave	uprava	Ncfsg
unose	unos	Ncmpa
navedene	naveden	Agpmpay
odabire	odabir	Ncmpa
u	u	Sa
sustav	sustav	Ncmsan
NISpuSŠ	nispu	Agpfply
2.	2.	Mdo
–	–	Z
20.	20.	Mdo
6.	6.	Mdo
2016.	2016.	Mdo

Provođenje	provođenje	Ncnsn
dodatnih	dodatan	Agpfpgy
provjera	provjera	Ncfpg
za	za	Sa
kandidate	kandidat	Ncmpa
s	sa	Si
teškoćama	teškoća	Ncfpi
u	u	Sl
razvoju	razvoj	Ncmsl
i	i	Cc
unos	unos	Ncmsan
rezultata	rezultat	Ncmpg
u	u	Sa
sustav	sustav	Ncmsan
21.	21.	Mdo
–	–	Z
23.	23.	Mdo
6.	6.	Mdo
2016.	2016.	Mdo

Rangiranje	rangiranje	Ncnsn
kandidata	kandidat	Ncmpg
s	sa	Si
teškoćama	teškoća	Ncfpi
u	u	Sl
razvoju	razvoj	Ncmsl
sukladno	sukladno	Rgp
listama	lista	Ncfpl
prioriteta	prioritet	Ncmsg
Smanjenje	smanjenje	Ncnsn
upisnih	upisni	Agpfpgy
kvota	kvota	Ncfpg
razrednih	razredni	Agpmpgy
odjela	odjel	Ncmpg
pojedinih	pojedini	Agpmpgy
obrazovnih	obrazovni	Agpmpgy
programa	program	Ncmpg
24.	24.	Mdo
6.	6.	Mdo
2016.	2016.	Mdo

Jesenski	jesenski	Agpmsny
upisni	upisni	Agpmsny
rok	rok	Ncmsn

Kandidati	kandidat	Ncmpn
s	sa	Si
teškoćama	teškoća	Ncfpi
u	u	Sl
razvoju	razvoj	Ncmsl
prijavljuju	prijavljivati	Vmr3p
se	sebe	Px--sa
u	u	Sl
uredima	ured	Ncmpl
državne	državni	Agpfsgy
uprave	uprava	Ncfsg
u	u	Sl
županiji	županija	Ncfsl
odnosno	odnosno	Rgp
Gradskom	gradski	Agpmsly
uredu	ured	Ncmsl
za	za	Sa
obrazovanje	obrazovanje	Ncnsa
,	,	Z
kulturu	kultura	Ncfsa
i	i	Cc
sport	sport	Ncmsan
Grada	grad	Ncmsg
Zagreba	Zagreb	Npmsg
te	te	Cc
iskazuju	iskazivati	Vmr3p
svoj	svoj	Px-msan
odabir	odabir	Ncmsan
liste	lista	Ncfsg
prioriteta	prioritet	Ncmsg
redom	red	Ncmsi
kako	kako	Cs
bi	biti	Vaa3p
željeli	željeti	Vmp-pm
upisati	upisati	Vmn
obrazovne	obrazovni	Agpmpay
programe	program	Ncmpa
16.	16.	Mdo
–	–	Z
17.	17.	Mdo
8.	8.	Mdo
2016.	2016.	Mdo

Dostava	dostava	Ncfsn
osobnih	osoban	Agpmpgy
dokumenata	dokument	Ncmpg
i	i	Cc
svjedodžbi	svjedodžba	Ncfpg
za	za	Sa
kandidate	kandidat	Ncmpa
s	sa	Si
teškoćama	teškoća	Ncfpi
u	u	Sl
razvoju	razvoj	Ncmsl
izvan	izvan	Sg
redovitog	redovit	Agpmsgy
sustava	sustav	Ncmsg
obrazovanja	obrazovanje	Ncnsg
RH	RH	Npfsg
Središnjem	središnji	Agpmsly
prijavnom	prijavni	Agpmsly
uredu	ured	Ncmsl
16.	16.	Mdo
–	–	Z
17.	17.	Mdo
8.	8.	Mdo
2016.	2016.	Mdo

Upisna	upisni	Agpnpny
povjerenstva	povjerenstvo	Ncnpn
ureda	ured	Ncmsg
državne	državni	Agpfsgy
uprave	uprava	Ncfsg
unose	unos	Ncmpa
navedene	naveden	Agpmpay
odabire	odabir	Ncmpa
u	u	Sa
sustav	sustav	Ncmsan
NISpuSŠ	nispu	Agpfply
16.	16.	Mdo
–	–	Z
17.	17.	Mdo
8.	8.	Mdo
2016.	2016.	Mdo

Provođenje	provođenje	Ncnsn
dodatnih	dodatan	Agpfpgy
provjera	provjera	Ncfpg
za	za	Sa
kandidate	kandidat	Ncmpa
s	sa	Si
teškoćama	teškoća	Ncfpi
u	u	Sl
razvoju	razvoj	Ncmsl
i	i	Cc
unos	unos	Ncmsan
rezultata	rezultat	Ncmpg
u	u	Sa
sustav	sustav	Ncmsan
18.	18.	Mdo
8.	8.	Mdo
2016.	2016.	Mdo

Rangiranje	rangiranje	Ncnsn
kandidata	kandidat	Ncmpg
s	sa	Si
teškoćama	teškoća	Ncfpi
u	u	Sl
razvoju	razvoj	Ncmsl
sukladno	sukladno	Rgp
listama	lista	Ncfpl
prioriteta	prioritet	Ncmsg
19.	19.	Mdo
8.	8.	Mdo
2016.	2016.	Mdo

PRIJAVA	prijava	Ncfsn
UČENIKA	učenik	Ncmpg
KOJI	koji	Pi-mpn
SE	sebe	Px--sa
UPISUJU	upisivati	Vmr3p
U	u	Sa
ODJELE	odjel	Ncmpa
ZA	za	Sa
SPORTAŠE	sportaš	Ncmpa
U	u	Sl
LJETNOME	ljetni	Agpmsly
I	i	Cc
JESENSKOME	jesenski	Agpmsly
UPISNOM	upisni	Agpmsly
ROKU	rok	Ncmsl

XIII	xiii	Mrc
.	.	Z

Opis	opis	Ncmsn
postupaka	postupak	Ncmpg
Datum	datum	Ncmsn
Kandidati	kandidat	Ncmpn
koji	koji	Pi-mpn
se	sebe	Px--sa
upisuju	upisivati	Vmr3p
u	u	Sa
razredne	razredni	Agpmpay
odjele	odjel	Ncmpa
za	za	Sa
sportaše	sportaš	Ncmpa
iskazuju	iskazivati	Vmr3p
interes	interes	Ncmsan
za	za	Sa
upis	upis	Ncmsan
u	u	Sa
razredne	razredni	Agpmpay
odjele	odjel	Ncmpa
za	za	Sa
sportaše	sportaš	Ncmpa
u	u	Sl
NISpuSŠ-u	NISpuSŠ	Npmsl
2.	2.	Mdo
–	–	Z
5.	5.	Mdo
6.	6.	Mdo
2016.	2016.	Mdo

Uprava	uprava	Ncfsn
za	za	Sa
sport	sport	Ncmsan
Ministarstva	ministarstvo	Ncnsg
šalje	slati	Vmr3s
nerangirane	nerangiran	Agpfpay
liste	lista	Ncfpa
kandidata	kandidat	Ncmpg
po	po	Sl
sportovima	sport	Ncmpl
i	i	Cc
šalje	slati	Vmr3s
ih	oni	Pp3-pa
nacionalnim	nacionalan	Agpmpiy
sportskim	sportski	Agpmpiy
savezima	savez	Ncmpi
u	u	Sa
svrhu	svrha	Ncfsa
izrade	izrada	Ncfsg
rang-lista	rang-lista	Ncfpg
po	po	Sl
sportovima	sport	Ncmpl
6.	6.	Mdo
6.	6.	Mdo
2016.	2016.	Mdo

Nacionalni	nacionalan	Agpmpny
sportski	sportski	Agpmpny
savezi	savez	Ncmpn
izrađuju	izrađivati	Vmr3p
preliminarne	preliminaran	Agpfpny
rang-liste	rang-lista	Ncfpn
prijavljenih	prijaviti	Agpmpgy
kandidata	kandidat	Ncmpg
prema	prema	Sl
kriterijima	kriterij	Ncmpl
sportske	sportski	Agpfsgy
uspješnosti	uspješnost	Ncfsg
7.	7.	Mdo
–	–	Z
10.	10.	Mdo
6.	6.	Mdo
2016.	2016.	Mdo

Nacionalni	nacionalan	Agpmpny
sportski	sportski	Agpmpny
savezi	savez	Ncmpn
službeno	službeno	Rgp
objavljuju	objavljivati	Vmr3p
preliminarne	preliminaran	Agpfpny
rang-liste	rang-lista	Ncfpn
na	na	Sl
naslovnicama	naslovnica	Ncfpl
svojih	svoj	Px-fpg
mrežnih	mrežni	Agpfpgy
stranica	stranica	Ncfpg
kako	kako	Cs
bi	biti	Vaa3p
kandidati	kandidat	Ncmpn
mogli	moći	Vmp-pm
upozoriti	upozoriti	Vmn
na	na	Sa
moguće	moguć	Agpfpay
pogreške	pogreška	Ncfpa
prije	prije	Sg
objavljivanja	objavljivanje	Ncnsg
konačne	konačan	Agpfsgy
rang-liste	rang-lista	Ncfsg
13.	13.	Mdo
6.	6.	Mdo
2016.	2016.	Mdo

Prigovor	prigovor	Ncmsn
kandidata	kandidat	Ncmsg
na	na	Sa
pogreške	pogreška	Ncfpa
(	(	Z
pogrešno	pogrešno	Rgp
upisani	upisati	Appmpny
podaci	podatak	Ncmpn
,	,	Z
neupisani	neupisan	Agpmpny
podaci	podatak	Ncmpn
…	…	Z
)	)	Z
Nacionalni	nacionalan	Agpmpny
sportski	sportski	Agpmpny
savezi	savez	Ncmpn
ispravljaju	ispravljati	Vmr3p
rang-liste	rang-lista	Ncfpa
13.	13.	Mdo
–	–	Z
17.	17.	Mdo
6.	6.	Mdo
2016.	2016.	Mdo

Nacionalni	nacionalan	Agpmpny
sportski	sportski	Agpmpny
savezi	savez	Ncmpn
službeno	službeno	Rgp
objavljuju	objavljivati	Vmr3p
konačne	konačan	Agpfpay
rang-liste	rang-lista	Ncfpa
na	na	Sl
naslovnici	naslovnica	Ncfsl
svojih	svoj	Px-fpg
mrežnih	mrežni	Agpfpgy
stranica	stranica	Ncfpg
te	te	Cc
ih	oni	Pp3-pa
dostavljaju	dostavljati	Vmr3p
Ministarstvu	ministarstvo	Ncnsd
(	(	Z
Upravi	uprava	Ncfsl
za	za	Sa
sport	sport	Ncmsan
)	)	Z
20.	20.	Mdo
6.	6.	Mdo
2016.	2016.	Mdo

Unos	unos	Ncmsn
zaprimljenih	zaprimiti	Appfpgy
rang-lista	rang-lista	Ncfsn
u	u	Sl
NISpuSŠ	NISpuSŠ	Npfsl
te	te	Cc
dodjeljivanje	dodjeljivanje	Ncnsa
bodova	bod	Ncmpg
kandidatima	kandidat	Ncmpd
na	na	Sl
temelju	temelj	Ncmsl
algoritma	algoritam	Ncmsg
20.	20.	Mdo
–	–	Z
24.	24.	Mdo
6.	6.	Mdo
2016.	2016.	Mdo

POSTUPAK	postupak	Ncmsn
PODNOŠENJA	podnošenje	Ncnsg
I	i	Cc
RJEŠAVANJA	rješavanje	Ncnsg
PRIGOVORA	prigovor	Ncmsg

XIV	xii	Agpnsny
.	.	Z

(	(	Z
1	1	Mdc
)	)	Z
Učenici	učenik	Ncmpn
i	i	Cc
ostali	ostali	Agpmpny
kandidati	kandidat	Ncmpn
mogu	moći	Vmr3p
podnositi	podnositi	Vmn
usmene	usmen	Agpmpay
i	i	Cc
pisane	pisan	Agpmpay
prigovore	prigovor	Ncmpa
tijekom	tijekom	Sg
provedbe	provedba	Ncfsg
postupka	postupak	Ncmsg
prijava	prijava	Ncfpg
i	i	Cc
upisa	upis	Ncmpg
učenika	učenik	Ncmpg
u	u	Sa
I.	i.	Agpmsayn
razred	razred	Ncmsan
srednje	srednji	Agpfsgy
škole	škola	Ncfsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Redoviti	redovit	Agpmsny

