fizičkim	fizički	Agpfpiy
obavlja	obavljati	Vmr3s
sljedeće	sljedeći	Agpmpay
poslove	posao	Ncmpa
:	:	Z

1.	1.	Mdo
brine	brinuti	Vmr3s
se	sebe	Px--sa
o	o	Sl
kvaliteti	kvaliteta	Ncfsl
,	,	Z
sadržaju	sadržaj	Ncmsl
i	i	Cc
organizaciji	organizacija	Ncfsl
bolničke	bolnički	Agpfsgy
djelatnosti	djelatnost	Ncfsg
i	i	Cc
njezine	njezin	Agpfpny
integracije	integracija	Ncfpn
u	u	Sa
cjelokupni	cjelokupan	Agpmsayn
sustav	sustav	Ncmsan
zdravstvene	zdravstven	Agpfsgy
zaštite	zaštita	Ncfsg
,	,	Z

2.	2.	Mdo
sudjeluje	sudjelovati	Vmr3s
u	u	Sl
pripremi	priprema	Ncfsl
i	i	Cc
donošenju	donošenje	Ncnsl
standarda	standard	Ncmpg
,	,	Z
normativa	normativ	Ncmpg
i	i	Cc
mjera	mjera	Ncfpg
bolničke	bolnički	Agpfsgy
djelatnosti	djelatnost	Ncfsg
,	,	Z

3.	3.	Mdo
zastupa	zastupati	Vmr3s
interese	interes	Ncmpa
liječnika	liječnik	Ncmpg
bolničke	bolnički	Agpfsgy
djelatnosti	djelatnost	Ncfsg
pred	pred	Sa
HZZO-om	HZZO-om	Pp3-pa
i	i	Cc
drugim	drugi	Agpmpiy
osiguravajućim	osiguravajući	Agpmpiy
zavodima	zavod	Ncmpi
te	te	Cc
ministarstvom	ministarstvo	Ncnsi
nadležnim	nadležan	Agpmsiy
za	za	Sa
zdravstvo	zdravstvo	Ncnsa
,	,	Z

4.	4.	Mdo
sudjeluje	sudjelovati	Vmr3s
u	u	Sl
postupku	postupak	Ncmsl
davanja	davanje	Ncnsg
mišljenja	mišljenje	Ncnsg
o	o	Sl
opravdanosti	opravdanost	Ncfsl
osnivanja	osnivanje	Ncnsg
,	,	Z
proširenja	proširenje	Ncnsg
i	i	Cc
promjene	promjena	Ncfsg
djelatnosti	djelatnost	Ncfsg
pružatelja	pružatelj	Ncmpg
zdravstvenih	zdravstven	Agpfpgy
usluga	usluga	Ncfpg
u	u	Sl
mreži	mreža	Ncfsl
zdravstvene	zdravstven	Agpfsgy
djelatnosti	djelatnost	Ncfsg
na	na	Sl
sekundarnoj	sekundaran	Agpfsly
i	i	Cc
tercijarnoj	tercijaran	Agpfsly
razini	razina	Ncfsl

5.	5.	Mdo
sudjeluje	sudjelovati	Vmr3s
u	u	Sl
davanju	davanje	Ncnsl
mišljenje	mišljenje	Ncnsa
Komore	komora	Ncfsg
na	na	Sa
prijedloge	prijedlog	Ncmpa
zakonskih	zakonski	Agpfpgy
i	i	Cc
podzakonskih	podzakonski	Agpmpgy
akata	akt	Ncmpg
koji	koji	Pi-mpn
utječu	utjecati	Vmr3p
na	na	Sa
rad	rad	Ncmsan
liječnika	liječnik	Ncmpg
na	na	Sl
području	područje	Ncnsl
sekundarne	sekundaran	Agpfsgy
i	i	Cc
tercijarne	tercijaran	Agpfsgy
zdravstvene	zdravstven	Agpfsgy
zaštite	zaštita	Ncfsg
,	,	Z

6.	6.	Mdo
razmatra	razmatrati	Vmr3s
prijedloge	prijedlog	Ncmpa
akata	akt	Ncmpg
na	na	Sa
koje	koji	Pi-mpa
Komora	komora	Ncfsn
,	,	Z
sukladno	sukladno	Rgp
odredbama	odredba	Ncfpi
zakona	zakon	Ncmpg
koji	koji	Pi-mpn
uređuju	uređivati	Vmr3p
zdravstvena	zdravstven	Agpnpay
područja	područje	Ncnpa
,	,	Z
daje	davati	Vmr3s
prethodno	prethodan	Agpnsay
mišljenje	mišljenje	Ncnsa
,	,	Z

7.	7.	Mdo
priprema	pripremati	Vmr3s
prijedlog	prijedlog	Ncmsan
godišnjeg	godišnji	Agpmsgy
plana	plan	Ncmsg
potrebnih	potreban	Agpfpgy
specijalizacija	specijalizacija	Ncfpg
i	i	Cc
užih	uzak	Agcfpgy
specijalizacija	specijalizacija	Ncfpg
koji	koji	Pi-msn
Komora	komora	Ncfsn
daje	davati	Vmr3s
ministru	ministar	Ncmsd
nadležnom	nadležan	Agpmsdy
za	za	Sa
zdravstvo	zdravstvo	Ncnsa
,	,	Z

8.	8.	Mdo
svoj	svoj	Px-msan
rad	rad	Ncmsan
koordinira	koordinirati	Vmr3s
s	sa	Si
ostalim	ostali	Agpnpiy
tijelima	tijelo	Ncmpi
Komore	komora	Ncfsg
,	,	Z

9.	9.	Mdo
obavlja	obavljati	Vmr3s
i	i	Cc
druge	drugi	Agpmpay
poslove	posao	Ncmpa
utvrđene	utvrditi	Appmpay
zakonom	zakon	Ncmsi
,	,	Z
ovim	ovaj	Pd-msi
Statutom	statut	Ncmsi
te	te	Cc
drugim	drugi	Agpmpiy
općim	opći	Agpmpiy
aktima	akt	Ncmpi
Komore	Komora	Npfsg
.	.	Z

6.	6.	Mdo
Povjerenstvo	povjerenstvo	Ncnsn
za	za	Sa
privatnu	privatan	Agpfsay
praksu	praksa	Ncfsa
i	i	Cc
ugovornu	ugovoran	Agpfsay
specijalističku	specijalistički	Agpfsay
izvanbolničku	izvanbolnički	Agpfsay
djelatnost	djelatnost	Ncfsa

Članak	članak	Ncmsn
30.	30.	Mdo

Povjerenstvo	povjerenstvo	Ncnsn
za	za	Sa
privatnu	privatan	Agpfsay
praksu	praksa	Ncfsa
i	i	Cc
ugovornu	ugovoran	Agpfsay
specijalističku	specijalistički	Agpfsay
izvanbolničku	izvanbolnički	Agpfsay
djelatnost	djelatnost	Ncfsa
obavlja	obavljati	Vmr3s
sljedeće	sljedeći	Agpfpay
djelatnosti	djelatnost	Ncfpa
:	:	Z

1.	1.	Mdo
brine	brinuti	Vmr3s
se	sebe	Px--sa
o	o	Sl
kvaliteti	kvaliteta	Ncfsl
,	,	Z
opsegu	opseg	Ncmsl
i	i	Cc
organizaciji	organizacija	Ncfsl
privatne	privatan	Agpfsgy
prakse	praksa	Ncfsg
i	i	Cc
ugovorne	ugovoran	Agpfsgy
specijalističke	specijalistički	Agpfsgy
izvanbolničke	izvanbolnički	Agpfsgy
djelatnosti	djelatnost	Ncfsg
(	(	Z
dalje	daleko	Rgc
u	u	Sl
tekstu	tekst	Ncmsl
:	:	Z
privatna	privatan	Agpfsny
praksa	praksa	Ncfsn
)	)	Z
te	te	Cc
njihovoj	njihov	Ps3fsl
integraciji	integracija	Ncfsl
u	u	Sa
cjelokupnu	cjelokupan	Agpfsay
zdravstvenu	zdravstven	Agpfsay
zaštitu	zaštita	Ncfsa
,	,	Z

2.	2.	Mdo
daje	davati	Vmr3s
mišljenja	mišljenje	Ncnsg
o	o	Sl
opravdanosti	opravdanost	Ncfsl
osnivanja	osnivanje	Ncnsg
,	,	Z
proširenja	proširenje	Ncnsg
i	i	Cc
promjene	promjena	Ncfsg
djelatnosti	djelatnost	Ncfsg
pružatelja	pružatelj	Ncmpg
zdravstvenih	zdravstven	Agpfpgy
usluga	usluga	Ncfpg
u	u	Sl
mreži	mreža	Ncfsl
zdravstvene	zdravstven	Agpfsgy
djelatnosti	djelatnost	Ncfsg
i	i	Cc
izvan	izvan	Sg
nje	on	Pp3fsg
,	,	Z

3.	3.	Mdo
predlaže	predlagati	Vmr3s
podnošenje	podnošenje	Ncnsa
zahtjeva	zahtjev	Ncmpg
ministarstvu	ministarstvo	Ncnsd
nadležnom	nadležan	Ncfpg
za	za	Sa
zdravstvo	zdravstvo	Ncnsa
za	za	Sa
donošenje	donošenje	Ncnsa
rješenja	rješenje	Ncnsg
o	o	Sl
prestanku	prestanak	Ncmsl
rada	rad	Ncmsg
privatne	privatan	Agpfsgy
prakse	praksa	Ncfsg
,	,	Z
zdravstvene	zdravstven	Agpfsgy
ustanove	ustanova	Ncfsg
i	i	Cc
trgovačkog	trgovački	Agpnsgy
društva	društvo	Ncnsg
za	za	Sa
obavljanje	obavljanje	Ncnsa
zdravstvene	zdravstven	Agpfsgy
djelatnosti	djelatnost	Ncfsg
,	,	Z

4.	4.	Mdo
sudjeluje	sudjelovati	Vmr3s
u	u	Sl
davanju	davanje	Ncnsl
suglasnosti	suglasnost	Ncfsg
na	na	Sa
pravilnik	pravilnik	Ncmsan
ministarstva	ministarstvo	Ncnsg
nadležnog	nadležan	Agpnsgy
za	za	Sa
zdravstvo	zdravstvo	Ncnsa
kojim	koji	Pi-nsi
se	sebe	Px--sa
određuju	određivati	Vmr3p
uvjeti	uvjet	Ncmpn
pod	pod	Si
kojima	koji	Pi-mpi
liječnici	liječnik	Ncmpn
koji	koji	Pi-mpn
obavljaju	obavljati	Vmr3p
privatnu	privatan	Agpfsay
praksu	praksa	Ncfsa
mogu	moći	Vmr3p
u	u	Sl
zdravstvenim	zdravstven	Agpfply
ustanovama	ustanova	Ncfpl
i	i	Cc
trgovačkim	trgovački	Agpnply
društvima	društvo	Ncnpl
koja	koji	Pi-npa
obavljaju	obavljati	Vmr3p
zdravstvenu	zdravstven	Agpfsay
djelatnost	djelatnost	Ncfsa
,	,	Z
obavljati	obavljati	Vmn
poslove	posao	Ncmpa
iz	iz	Sg
svoje	svoj	Px-fsg
struke	struka	Ncfsg
na	na	Sl
temelju	temelj	Ncmsl
posebnog	poseban	Agpmsgy

