obliku	oblik	Ncmsl
toj	taj	Pd-fsl
namjeri	namjera	Ncfsl
pisanim	pisan	Agpmsiy
putem	put	Ncmsi
obavijestiti	obavijestiti	Vmn
Agenciju	agencija	Ncfsa
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Društvo	društvo	Ncnsn
za	za	Sa
osiguranje	osiguranje	Ncnsa
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
dužno	dužno	Rgp
je	biti	Var3s
prije	prije	Sg
svakog	svaki	Pi-nsg
daljnjeg	daljnji	Agpnsgy
stjecanja	stjecanje	Ncnsg
na	na	Sl
temelju	temelj	Ncmsl
kojega	koji	Ncmsg
bi	biti	Vaa3s
steklo	steći	Vmp-sn
ili	ili	Cc
premašilo	premašiti	Vmp-sn
granicu	granica	Ncfsa
od	od	Sg
20	20	Mdc
%	%	Z
,	,	Z
30	30	Mdc
%	%	Z
ili	ili	Cc
50	50	Mdc
%	%	Z
udjela	udjel	Ncmsg
u	u	Sl
pravu	pravo	Ncnsl
glasa	glas	Ncmsg
ili	ili	Cc
udjela	udjel	Ncmsg
u	u	Sl
kapitalu	kapital	Ncmsl
financijske	financijski	Agpfsgy
institucije	institucija	Ncfsg
iz	iz	Sg
treće	treći	Mlofsg
države	država	Ncfsg
ili	ili	Cc
na	na	Sl
temelju	temelj	Ncmsl
kojega	koji	Pi-msg
bi	biti	Vaa3s
društvo	društvo	Ncnsn
za	za	Sa
osiguranje	osiguranje	Ncnsa
steklo	steći	Vmp-sn
većinski	većinski	Agpmsayn
udjel	udjel	Ncmsan
u	u	Sl
financijskoj	financijski	Agpfsly
instituciji	institucija	Ncfsl
iz	iz	Sg
treće	treći	Mlofsg
države	država	Ncfsg
,	,	Z
o	o	Sl
svojoj	svoj	Px-fsl
namjeri	namjera	Ncfsl
pisanim	pisan	Agpmsiy
putem	put	Ncmsi
obavijestiti	obavijestiti	Vmn
Agenciju	agencija	Ncfsa
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Ako	ako	Cs
društvo	društvo	Ncnsn
za	za	Sa
osiguranje	osiguranje	Ncnsa
namjerava	namjeravati	Vmr3s
otpustiti	otpustiti	Vmn
dionice	dionica	Ncfpa
,	,	Z
odnosno	odnosno	Rgp
poslovne	poslovan	Agpmpay
udjele	udjel	Ncmpa
na	na	Sa
način	način	Ncmsan
da	da	Cs
se	sebe	Px--sa
njegov	njegov	Ps3msn
udjel	udjel	Ncmsn
u	u	Sl
financijskoj	financijski	Agpfsly
instituciji	institucija	Ncfsl
iz	iz	Sg
treće	treći	Mlofsg
države	država	Ncfsg
spusti	spustiti	Vmr3s
ispod	ispod	Sg
granice	granica	Ncfsg
navedene	navesti	Appfpny
u	u	Sl
stavku	stavak	Ncmsl
1.	1.	Mdo
,	,	Z
odnosno	odnosno	Rgp
2.	2.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
,	,	Z
o	o	Sl
svojoj	svoj	Px-fsl
namjeri	namjera	Ncfsl
dužno	dužan	Agpnsny
je	biti	Var3s
prethodno	prethodno	Rgp
pisano	pisati	Appnsny
obavijestiti	obavijestiti	Vmn
Agenciju	agencija	Ncfsa
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Pisanoj	pisan	Agpfsly
obavijesti	obavijest	Ncfsl
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
potrebno	potreban	Agpnsny
je	biti	Var3s
priložiti	priložiti	Vmn
:	:	Z

1.	1.	Mdo
popis	popis	Ncmsn
imatelja	imatelj	Ncmpg
kvalificiranih	kvalificiran	Agpmpgy
udjela	udjel	Ncmpg
u	u	Sl
financijskoj	financijski	Agpfsly
instituciji	institucija	Ncfsl
iz	iz	Sg
treće	treći	Mlofsg
države	država	Ncfsg
s	sa	Si
podacima	podatak	Ncmpi
o	o	Sl
njihovim	njihov	Ncfsl
udjelima	udjel	Ncmpl
te	te	Cc
ovjereni	ovjeriti	Agpmsayn
prijevod	prijevod	Ncmsan
izvornika	izvornik	Ncmsg
izvatka	izvadak	Ncmsg
iz	iz	Sg
sudskog	sudski	Agpmsgy
registra	registar	Ncmsg
,	,	Z
odnosno	odnosno	Rgp
drugog	drugi	Mlomsg
javnog	javan	Agpmsgy
registra	registar	Ncmsg
za	za	Sa
svakog	svaki	Ncmsan
od	od	Sg
njih	oni	Pp3-pg

2.	2.	Mdo
prijevod	prijevod	Ncmsn
ovjerenog	ovjeriti	Agpmsgy
izvatka	izvadak	Ncmsg
iz	iz	Sg
sudskog	sudski	Agpmsgy
registra	registar	Ncmsg
,	,	Z
odnosno	odnosno	Rgp
drugog	drugi	Mlomsg
javnog	javan	Agpmsgy
registra	registar	Ncmsg
za	za	Sa
financijsku	financijski	Agpfsay
instituciju	institucija	Ncfsa
iz	iz	Sg
treće	treći	Mlofsg
države	država	Ncfsg

3.	3.	Mdo
financijske	financijski	Agpmpay
izvještaje	izvještaj	Ncmpa
financijske	financijski	Agpfsgy
institucije	institucija	Ncfsg
iz	iz	Sg
treće	treći	Ncfsg
države	država	Ncfsg
za	za	Sa
posljednje	posljednji	Agpfpay
dvije	dva	Ncfpa
poslovne	poslovan	Agpfsgy
godine	godina	Ncfsg

4.	4.	Mdo
revizorsko	revizorski	Agpnsny
izvješće	izvješće	Ncnsn
s	sa	Si
mišljenjem	mišljenje	Ncnsi
o	o	Sl
godišnjim	godišnji	Agpnply
izvješćima	izvješće	Ncnpl
za	za	Sa
posljednje	posljednji	Agpfpay
dvije	dva	Ncfpa
poslovne	poslovan	Agpfsgy
godine	godina	Ncfsg
ako	ako	Cs
je	biti	Var3s
financijska	financijski	Agpfsny
institucija	institucija	Ncfsn
iz	iz	Sg
treće	treći	Mlofsg
države	država	Ncfsg
po	po	Sl
propisima	propis	Ncmpl
države	država	Ncfsg
sjedišta	sjedište	Ncnsg
obveznik	obveznik	Ncmsn
provođenja	provođenje	Ncnsg
revizije	revizija	Ncfsg

5.	5.	Mdo
popis	popis	Ncmsn
osoba	osoba	Ncfpg
koje	koji	Pi-fpn
su	biti	Var3p
u	u	Sl
odnosu	odnos	Ncmsl
uske	uzak	Agpfsgy
povezanosti	povezanost	Ncfsg
s	sa	Si
financijskom	financijski	Agpfsiy
institucijom	institucija	Ncfsi
iz	iz	Sg
treće	treći	Mlofsg
države	država	Ncfsg
s	sa	Si
opisom	opis	Ncmsi
načina	način	Ncmsg
povezanosti	povezanost	Ncfsg

6.	6.	Mdo
strategiju	strategija	Ncfsa
upravljanja	upravljanje	Ncnsg
financijske	financijski	Agpfsgy
institucije	institucija	Ncfsg
iz	iz	Sg
treće	treći	Pi-fsg
države	država	Ncfsg
s	sa	Si
ocjenom	ocjena	Ncfsi
ekonomske	ekonomski	Agpfsgy
učinkovitosti	učinkovitost	Ncfsg
investicija	investicija	Ncfpg
.	.	Z

Pravne	pravni	Agpfpny
posljedice	posljedica	Ncfpn
stjecanja	stjecanje	Ncnsg
u	u	Sl
suprotnosti	suprotnost	Ncfsl
s	sa	Si
odredbama	odredba	Ncfpi
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg

Članak	članak	Ncmsn
44.	44.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Osoba	osoba	Ncfsn
koja	koji	Pi-fsn
stekne	steći	Vmr3s
ili	ili	Cc
drži	držati	Vmr3s

