seroloških	serološki	Agpmpgy
poslije	poslije	Sg
uvođenja	uvođenje	Ncnsg
u	u	Sa
stado	stado	Ncnsa
,	,	Z
a	a	Cc
u	u	Sl
kojem	koji	Pi-msl
se	sebe	Px--sa
slučaju	slučaj	Ncmsl
životinje	životinja	Ncfpn
moraju	morati	Vmr3p
fizički	fizički	Agpmpny
odvojiti	odvojiti	Vmn
od	od	Sg
ostalih	ostali	Agpfpgy
životinja	životinja	Ncfpg
u	u	Sl
stadu	stado	Ncnsl
tako	tako	Cs
da	da	Cs
se	sebe	Px--sa
izbjegne	izbjeći	Vmr3s
svaki	svaki	Pi-msan
izravan	izravan	Agpmsann
ili	ili	Cc
neizravan	neizravan	Agpmsann
kontakt	kontakt	Ncmsan
s	sa	Si
drugim	drugi	Mlofpi
životinjama	životinja	Ncfpi
iz	iz	Sg
stada	stado	Ncnsg
dok	dok	Cs
se	sebe	Px--sa
ne	ne	Qz
utvrdi	utvrditi	Vmr3s
da	da	Cs
su	biti	Var3p
nalazi	nalaz	Ncmpn
negativni	negativan	Agpmpny
.	.	Z

Test	test	Ncmsn
iz	iz	Sg
ove	ovaj	Pd-fsg
podtočke	podtočka	Ncfsg
nije	biti	Var3s
uvjet	uvjet	Ncmsn
za	za	Sa
premještanje	premještanje	Ncnsa
unutar	unutar	Sg
cijele	cijel	Agpfsgy
ili	ili	Cc
dijela	dio	Ncmsg
Republike	republika	Ncfsg
Hrvatske	Hrvatska	Npfsg
ukoliko	ukoliko	Cs
postotak	postotak	Ncmsn
stada	stado	Ncnsg
zaraženih	zaražen	Agpnpgy
brucelozom	bruceloza	Agpnpgy
goveda	govedo	Ncnpg
na	na	Sl
predmetnom	predmetni	Agpnsly
području	područje	Ncnsl
ne	ne	Qz
prelazi	prelaziti	Vmr3s
0,2	0,2	Mdc
%	%	Z
tijekom	tijekom	Sg
najmanje	malo	Rgs
dvije	dva	Mlcf-n
godine	godina	Ncfsg
i	i	Cc
kad	kad	Rgp
životinja	životinja	Ncfsn
dolazi	dolaziti	Vmr3s
iz	iz	Sg
stada	stado	Ncnsg
službeno	službeno	Rgp
slobodnog	slobodan	Agpmsgy
od	od	Sg
bruceloze	bruceloza	Ncfsg
goveda	govedo	Ncnsg
,	,	Z
a	a	Cc
tijekom	tijekom	Sg
prijevoza	prijevoz	Ncmsg
nije	biti	Var3s
došla	doći	Vmp-sf
u	u	Sa
kontakt	kontakt	Ncmsan
s	sa	Si
govedima	govedo	Ncnpi
nižeg	nizak	Agcmsgy
zdravstvenog	zdravstven	Agpmsgy
statusa	status	Ncmsg
.	.	Z

c	C	Npmsn
)	)	Z
unatoč	unatoč	Sg
podtočki	podtočki	Agpmsny
b	b	X
)	)	Z
ove	ovaj	Pd-fsg
točke	točka	Ncfsg
,	,	Z
goveda	govedo	Ncnpn
koja	koji	Pi-npn
potječu	potjecati	Vmr3p
iz	iz	Sg
stada	stado	Ncnsg
slobodnog	slobodan	Agpnsgy
od	od	Sg
bruceloze	bruceloza	Ncfsg
goveda	govedo	Ncnsg
mogu	moći	Vmr3p
se	sebe	Px--sa
uvesti	uvesti	Vmn
u	u	Sa
stado	stado	Ncnsa
službeno	službeno	Rgp
slobodno	slobodan	Agpnsny
od	od	Sg
bruceloze	bruceloza	Ncfsg
goveda	govedo	Ncnsg
ako	ako	Cs
su	biti	Var3p
stara	starati	Vmr3s
najmanje	malo	Rgs
18	18	Mdc
mjeseci	mjesec	Ncmpg
i	i	Cc
ukoliko	ukoliko	Cs
su	biti	Var3p
cijepljena	cijepiti	Appnpny
protiv	protiv	Sg
bruceloze	bruceloza	Ncfsg
goveda	govedo	Ncnsg
da	da	Cs
je	biti	Var3s
od	od	Sg
cijepljenja	cijepljenje	Ncnsg
prošlo	proći	Vmp-sn
više	mnogo	Rgc
od	od	Sg
godine	godina	Ncfsg
dana	dan	Ncmpg
.	.	Z

Takve	takav	Pd-fpn
životinje	životinja	Ncfpn
moraju	morati	Vmr3p
pokazati	pokazati	Vmn
tijekom	tijekom	Sg
30	30	Mdc
dana	dan	Ncmpg
prije	prije	Sg
uvođenja	uvođenje	Ncnsg
u	u	Sa
stado	stado	Ncnsa
titar	titar	Ncmsan
Brucelle	Brucella	Npfsg
niži	nizak	Agcmsny
od	od	Sg
30	30	Mdc
IU	ii	Agpfsgy
aglutinacije	aglutinacija	Ncfsg
po	po	Sl
ml	ml	Ncmsl
i	i	Cc
negativan	negativan	Agpmsann
rezultat	rezultat	Ncmsan
nakon	nakon	Sg
primjene	primjena	Ncfsg
testa	test	Ncmsg
metodom	metoda	Sg
reakcije	reakcija	Ncfsg
vezivanja	vezivanje	Ncnsg
komplementa	komplement	Ncmsg
ili	ili	Cc
drugog	drugi	Mlomsg
testa	test	Ncmsg
koji	koji	Pi-msn
je	biti	Var3s
odobren	odobriti	Appmsnn
u	u	Sl
posebnom	poseban	Agpmsly
postupku	postupak	Ncmsl
Europske	europski	Agpfsgy
komisije	komisija	Ncfsg
.	.	Z

Međutim	međutim	Rgp
,	,	Z
ako	ako	Cs
se	sebe	Px--sa
ženska	ženski	Agpfsny
životinja	životinja	Ncfsn
iz	iz	Sg
stada	stado	Ncnsg
slobodnog	slobodan	Agpnsgy
od	od	Sg
bruceloze	bruceloza	Ncfsg
goveda	govedo	Ncnsg
uvede	uvesti	Vmr3s
u	u	Sa
stado	stado	Ncnsa
koje	koji	Pi-nsn
je	biti	Var3s
službeno	službeno	Rgp
slobodno	slobodan	Agpnsny
od	od	Sg
bruceloze	bruceloza	Ncfsg
goveda	govedo	Ncnsg
,	,	Z
prema	prema	Sl
odredbama	odredba	Ncfpl
iz	iz	Sg
prethodnoga	prethodan	Agpmsgy
stavka	stavak	Ncmsg
smatrat	smatrati	Vmn
će	htjeti	Var3s
se	sebe	Px--sa
da	da	Cs
je	biti	Var3s
stado	stado	Ncnsn
slobodno	slobodan	Agpnsny
od	od	Sg
bruceloze	bruceloza	Ncfsg
goveda	govedo	Ncnsg
dvije	dva	Agpfsgy
godine	godina	Ncfsg
od	od	Sg
datuma	datum	Ncmsg
uvođenja	uvođenje	Ncnsg
posljednje	posljednji	Agpfsgy
cijepljene	cijepiti	Appfpay
životinje	životinja	Ncfpa
.	.	Z

3	3	Mdc
A.	A.	Y
Status	status	Ncmsn
stada	stado	Ncnsg
službeno	službeno	Rgp
slobodnog	slobodan	Agpmsgy
od	od	Sg
bruceloze	bruceloza	Ncfsg
goveda	govedo	Ncnsg
mora	morati	Vmr3s
se	sebe	Px--sa
privremeno	privremeno	Rgp
oduzeti	oduzeti	Vmn
ako	ako	Cs
:	:	Z

a	a	Cc
)	)	Z
se	sebe	Px--sa
uvjeti	uvjet	Ncmpn
navedeni	navesti	Appmpny
u	u	Sl
točkama	točka	Ncfpl
1.	1.	Mdo
i	i	Cc
2.	2.	Mdo
ovoga	ovaj	Pd-nsg
Poglavlja	poglavlje	Ncnsg
više	više	Rgp
ne	ne	Qz
ispunjavaju	ispunjavati	Vmr3p

ili	ili	Cc

b	b	Npmsn
)	)	Z
se	sebe	Px--sa
na	na	Sl
temelju	temelj	Ncmsl
rezultata	rezultat	Ncmpg
laboratorijskih	laboratorijski	Agpmpgy
testova	test	Ncmpg
ili	ili	Cc
kliničkih	klinički	Agpmpgy
znakova	znak	Ncmpg
sumnja	sumnjati	Vmr3s
da	da	Cs
jedna	jedan	Mlcfsn
ili	ili	Cc
više	mnogo	Rgc
životinja	životinja	Ncfpg
ima	imati	Vmr3s
brucelozu	bruceloza	Ncfsa
goveda	govedo	Ncnsg
i	i	Cc
ako	ako	Cs
su	biti	Var3p
sumnjive	sumnjiv	Agpfpny
životinje	životinja	Ncfpn
zaklane	zaklati	Appfpny
ili	ili	Cc
izolirane	izoliran	Agpfpny
tako	tako	Cs
da	da	Cs
je	biti	Var3s
izbjegnut	izbjegnuti	Appmsnn
svaki	svaki	Pi-msan
izravan	izravan	Agpmsann
ili	ili	Cc
neizravan	neizravan	Agpmsann
kontakt	kontakt	Ncmsan
s	sa	Si
drugim	drugi	Mlofpi
životinjama	životinja	Ncfpi
.	.	Z

Kad	kad	Cs
je	biti	Var3s
životinja	životinja	Ncfsn
zaklana	zaklati	Appfsny
i	i	Cc
više	mnogo	Rgc
se	sebe	Px--sa
ne	ne	Qz
može	moći	Vmr3s
testirati	testirati	Vmn
,	,	Z
privremeno	privremeno	Rgp
oduzet	oduzeti	Vmn
zdravstveni	zdravstven	Agpmsayn
status	status	Ncmsan
se	sebe	Px--sa
može	moći	Vmr3s
vratiti	vratiti	Vmn
ako	ako	Cs
dva	dva	Mlc
serum	serum	Ncmsn
aglutinacijska	aglutinacijsk	Ncmsg
testa	test	Ncmsg
provedena	provesti	Appfsny
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
Dodatkom	dodatak	Ncmsi
C		Npmsg
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
kod	kod	Sg
svih	sav	Agpnpgy
goveda	govedo	Ncnpg
iz	iz	Sg
stada	stado	Ncnsg
starijih	star	Agcmpgy
od	od	Sg
12	12	Mdc
mjeseci	mjesec	Ncmpg
pokažu	pokazati	Vmr3p
titar	titar	Ncmsan
niži	nizak	Agcmsny
od	od	Sg
30	30	Mdc
IU	ii	Agpfsgy
aglutinacije	aglutinacija	Ncfsg
po	po	Sl
ml	ml	Ncfsl
.	.	Z

Prvi	prvi	Mlomsn
se	sebe	Px--sa
test	test	Ncmsn
mora	morati	Vmr3s
provesti	provesti	Vmn
najmanje	malo	Rgs
30	30	Mdc
dana	dan	Ncmpg
nakon	nakon	Sg
izlučivanja	izlučivanje	Ncnsg
životinje	životinja	Ncfsg
iz	iz	Sg
stada	stado	Ncnsg
,	,	Z
a	a	Cc
drugi	drugi	Mlomsn
najmanje	malo	Rgs
60	60	Mdc
dana	dan	Ncmpg
nakon	nakon	Sg
prvog	prvi	Agpnsgy
testiranja	testiranje	Ncnsg
.	.	Z

Kad	kad	Cs
je	biti	Var3s
životinja	životinja	Ncfsn
odvojena	odvojiti	Appfsny
od	od	Sg
drugih	drugi	Mlofpg
životinja	životinja	Ncfpg
u	u	Sl
stadu	stado	Ncnsl
,	,	Z
ona	on	Pp3fsn
se	sebe	Px--sa
može	moći	Vmr3s
ponovno	ponovno	Rgp
uvesti	uvesti	Vmn
u	u	Sa
stado	stado	Ncnsa
,	,	Z
a	a	Cc
status	status	Ncmsan
stada	stado	Ncnsg
se	sebe	Px--sa
može	moći	Vmr3s
obnoviti	obnoviti	Vmn
nakon	nakon	Sg
:	:	Z

a	a	Cc
)	)	Z
što	što	Pi3n-n
je	biti	Var3s
serum	serum	Ncmsn
aglutinacijski	aglutinacijski	Agpmsny
test	test	Ncmsn
koji	koji	Pi-msn
je	biti	Var3s
pokazao	pokazati	Vmp-sm
titar	titar	Ncmsan
niži	nizak	Agcmsny
od	od	Sg
30	30	Mdc
IU	ii	Agpfsgy
aglutinacije	aglutinacija	Ncfsg
po	po	Sl
ml	ml	Ncfsl
i	i	Cc
dao	dati	Vmp-sm
negativan	negativan	Agpmsann
rezultat	rezultat	Ncmsan
na	na	Sa
test	test	Ncmsan
metodom	metoda	Sg
reakcije	reakcija	Ncfsg
vezivanja	vezivanje	Ncnsg
komplementa	komplement	Ncmsg
,	,	Z
ili	ili	Cc

b	b	Npmsn
)	)	Z
negativnog	negativan	Agpmsgy
rezultata	rezultat	Ncmsg
na	na	Sa
svaku	svaki	Pi-fsa
drugu	drugi	Mlofsa
kombinaciju	kombinacija	Ncfsa
testova	test	Ncmpg
odobrenih	odobren	Agpmpgy
za	za	Sa
tu	taj	Pd-fsa
svrhu	svrha	Ncfsa
u	u	Sl
posebnom	poseban	Agpmsly
postupku	postupak	Ncmsl
Europske	europski	Agpfsgy
komisije	komisija	Ncfsg
.	.	Z

3	3	Mdc
B.	B.	Y
Status	status	Ncmsn
stada	stado	Ncnsg
službeno	službeno	Rgp
slobodnog	slobodan	Agpmsgy
od	od	Sg
bruceloze	bruceloza	Ncfsg
goveda	govedo	Ncnsg
mora	morati	Vmr3s
se	sebe	Px--sa
ukinuti	ukinuti	Vmn
ako	ako	Cs
rezultati	rezultat	Ncmpn
laboratorijskih	laboratorijski	Agpmpgy
testova	test	Ncmpg
ili	ili	Cc
epidemioloških	epidemiološki	Agpnpgy
ispitivanja	ispitivanje	Ncnpg
u	u	Sl
stadu	stado	Ncnsl
potvrde	potvrditi	Vmr3p
infekciju	infekcija	Ncfsa
Brucellom	Brucell	Npmsi
.	.	Z

Status	status	Ncmsn
stada	stado	Ncnsg
ne	ne	Qz
može	moći	Vmr3s
se	sebe	Px--sa
obnoviti	obnoviti	Vmn
sve	sve	Qo
dok	dok	Cs
se	sebe	Px--sa
sve	sav	Agpfpny
životinje	životinja	Ncfpn
iz	iz	Sg
stada	stado	Ncnsg
u	u	Sa
vrijeme	vrijeme	Ncnsa
izbijanja	izbijanje	Ncnsg
bolesti	bolest	Ncfsg
ne	ne	Qz
zakolju	zakolju	Pi-fsa
ili	ili	Cc
se	sebe	Px--sa
stado	stado	Ncnsn
ne	ne	Qz
podvrgne	podvrgnuti	Vmr3s
ponovnom	ponovan	Agpnsly
laboratorijskom	laboratorijski	Agpnsly
testiranju	testiranje	Ncnsl
i	i	Cc
sve	sav	Agpfpay
životinje	životinja	Ncfpa
starije	star	Agcmpay
od	od	Sg
12	12	Mdc
mjeseci	mjesec	Ncmpg
ne	ne	Qz
pokažu	pokazati	Vmr3p
negativan	negativan	Agpmsann
rezultat	rezultat	Ncmsan
na	na	Sa
dva	dva	Mlc
uzastopna	uzastopni	Agpmsgn
testa	test	Ncmsg
u	u	Sl
razmaku	razmak	Ncmsl
od	od	Sg
60	60	Mdc
dana	dan	Ncmpg
,	,	Z
s	sa	Si
tim	taj	Pd-nsi
da	da	Cs
se	sebe	Px--sa
prvi	prvi	Mlomsn
test	test	Ncmsn
provede	provesti	Vmr3s
najmanje	malo	Rgs
30	30	Mdc
dana	dan	Ncmpg
nakon	nakon	Sg
izlučivanja	izlučivanje	Ncnsg
pozitivnih	pozitivan	Agpfpgy
životinja	životinja	Ncfpg
.	.	Z

U	u	Sl
slučaju	slučaj	Ncmsl
goveda	govedo	Ncmsg
gravidnih	gravidan	Agpmpgy
u	u	Sa
vrijeme	vrijeme	Ncnsa
izbijanja	izbijanje	Ncnsg
bolesti	bolest	Ncfsg
,	,	Z
konačno	konačno	Rgp
se	sebe	Px--sa
testiranje	testiranje	Ncnsn
mora	morati	Vmr3s
provesti	provesti	Vmn
najmanje	malo	Rgs
21	21	Mdc
dan	dan	Ncmsan
nakon	nakon	Cs
što	što	Cs
se	sebe	Px--sa
posljednja	posljednji	Agpfsny
životinja	životinja	Ncfsn
gravidna	gravidan	Agpfsny
u	u	Sa
vrijeme	vrijeme	Ncnsa
izbijanja	izbijanje	Ncnsg
bolesti	bolest	Ncfsg
oteli	oteliti	Vmr3s
.	.	Z

4.	4.	Mdo
Stado	stado	Ncnsn
je	biti	Var3s
slobodno	slobodan	Agpnsny
od	od	Sg
bruceloze	bruceloza	Ncfsg
goveda	govedo	Ncnsg
ako	ako	Cs
ispunjava	ispunjavati	Vmr3s
uvjete	uvjet	Ncmpa

