Zagrebu	zagrepsti	Vmr3p
suda	sud	Ncmsg
u	u	Sl
Zagrebu	Zagreb	Npmsl
utvrdila	utvrditi	Vmp-sf
je	biti	Var3s
da	da	Cs
podnositelj	podnositelj	Ncmsn
po	po	Sl
raspisanoj	raspisati	Agpfsly
tjeralici	tjeralica	Ncfsl
nije	biti	Var3s
uhićen	uhititi	Appmsnn
,	,	Z
odnosno	odnosno	Rgp
da	da	Cs
mu	on	Pp3msd
nije	biti	Var3s
uručeno	uručiti	Agpnsny
rješenje	rješenje	Ncnsn
o	o	Sl
određivanju	određivanje	Ncnsl
istražnog	istražni	Agpmsgy
zatvora	zatvor	Ncmsg
,	,	Z
pa	pa	Cc
rok	rok	Ncmsn
za	za	Sa
žalbu	žalba	Ncfsa
protiv	protiv	Sg
tog	taj	Pd-nsg
rješenja	rješenje	Ncnsg
određen	odrediti	Appmsnn
člankom	članak	Ncmsi
134.	134.	Mdo

ZKP-a	ZKP	Npmsg
nije	biti	Var3s
počeo	početi	Vmp-sm
teći	teći	Vmn
.	.	Z

Žalbu	žalba	Ncfsa
braniteljice	braniteljica	Ncfsg
podnositelja	podnositelj	Ncmpg
Županijski	županijski	Agpmsny
sud	sud	Ncmsn
u	u	Sl
Zagrebu	Zagreb	Npmsl
ocijenio	ocijeniti	Vmp-sm
je	biti	Var3s
preuranjenom	preuranjen	Agpfsiy
i	i	Cc
o	o	Sl
njoj	on	Pp3fsl
nije	biti	Var3s
odlučivano	odlučivati	Appnsny
.	.	Z

III	III	Mrc
.	.	Z

PRIGOVORI	prigovor	Ncmpn
PODNOSITELJA	podnositelj	Ncmsay

5.	5.	Mdo
U	u	Sl
ustavnoj	ustavan	Agpfsly
tužbi	tužba	Ncfsl
podnositelj	podnositelj	Ncmsn
je	biti	Var3s
naveo	navesti	Vmp-sm
povredu	povreda	Ncfsa
prava	pravo	Ncnpg
na	na	Sa
suđenje	suđenje	Ncnsa
u	u	Sl
razumnom	razuman	Agpmsly
roku	rok	Ncmsl
(	(	Z
članak	članak	Ncmsn
29.	29.	Mdo
stavak	stavak	Ncmsn
1.	1.	Mdo
Ustava	ustav	Ncmsg
odnosno	odnosno	Rgp
članak	članak	Ncmsn
6.	6.	Mdo
stavak	stavak	Ncmsn
1.	1.	Mdo
Konvencije	konvencija	Ncfsg
)	)	Z
,	,	Z
prava	pravo	Ncnpg
na	na	Sa
slobodu	sloboda	Ncfsa
zajamčenog	zajamčiti	Agpmsgy
člankom	članak	Ncmsg
22.	22.	Mdo

Ustava	ustava	Ncfsn
u	u	Sl
vezi	veza	Ncfsl
s	sa	Si
člankom	članak	Ncmsi
16.	16.	Mdo
stavkom	stavak	Ncmsi
2.	2.	Mdo
Ustava	ustav	Ncmsg
i	i	Cc
člankom	članak	Ncmsi
5.	5.	Mdo
stavkom	stavka	Ncfsi
1.	1.	Mdo
Konvencije	konvencija	Ncfsg
,	,	Z
prava	pravo	Ncnpg
na	na	Sa
obrazloženu	obrazložiti	Ncmsl
sudsku	sudski	Agpfsay
odluku	odluka	Ncfsa
,	,	Z
kao	kao	Cs
jednog	jedan	Mlcmsg
aspekta	aspekt	Ncmsg
prava	pravo	Ncnpg
na	na	Sa
pravično	pravičan	Agpnsay
suđenje	suđenje	Ncnsa
,	,	Z
prava	pravo	Ncnpg
zajamčenih	zajamčiti	Appnpgy
člankom	članak	Ncmsi
14.	14.	Mdo

Ustava	ustava	Ncfsn
i	i	Cc
povredu	povreda	Ncfsa
presumpcije	presumpcija	Ncfsg
nedužnosti	nedužnost	Ncfsg
(	(	Z
članak	članak	Ncmsn
28.	28.	Mdo

Ustava	ustava	Ncfsn
)	)	Z
.	.	Z

Povredu	povreda	Ncfsa
prava	pravo	Ncnpg
na	na	Sa
suđenje	suđenje	Ncnsa
u	u	Sl
razumnom	razuman	Agpmsly
roku	rok	Ncmsl
podnositelj	podnositelj	Ncmsn
je	biti	Var3s
,	,	Z
između	između	Sg
ostalog	ostali	Agpnsgy
,	,	Z
obrazložio	obrazložiti	Vmp-sm
sljedećim	sljedeći	Agpmpiy
navodima	navod	Ncmpi
:	:	Z

»	»	Z
Za	za	Sa
ocjenu	ocjena	Ncfsa
da	da	Cs
li	li	Qq
je	biti	Var3s
počinjena	počiniti	Appfsny
povreda	povreda	Ncfsn
prava	pravo	Ncnpg
na	na	Sa
suđenje	suđenje	Ncnsa
u	u	Sl
razumnom	razuman	Agpmsly
roku	rok	Ncmsl
,	,	Z
potrebno	potreban	Agpnsny
je	biti	Var3s
odrediti	odrediti	Vmn
koliki	koliki	Pi-msan
je	biti	Var3s
'	'	Z
razuman	razuman	Agpmsnn
rok	rok	Ncmsn
'	'	Z
u	u	Sl
konkretnom	konkretan	Agpmsly
slučaju	slučaj	Ncmsl
.	.	Z

Sukladno	sukladno	Rgp
odredbama	odredba	Ncfpl
Zakona	zakon	Ncmsg
o	o	Sl
kaznenom	kazneni	Agpmsly
postupku	postupak	Ncmsl
,	,	Z
čl.	čl.	Y
122.	122.	Mdo
st.	st.	Y
3.	3.	Mdo
:	:	Z
'	'	Z
U	u	Sl
predmetu	predmet	Ncmsl
u	u	Sl
kojemu	koji	Ncmsl
je	biti	Var3s
određen	odrediti	Appmsnn
istražni	istražni	Agpmsny
zatvor	zatvor	Ncmsn
postupa	postupati	Vmr3s
se	sebe	Px--sa
osobito	osobito	Rgp
žurno	žurno	Rgp
'	'	Z
,	,	Z
te	te	Cc
čl.	čl.	Y
11.	11.	Mdo
st.	st.	Y
2.	2.	Mdo
:	:	Z
'	'	Z
Postupak	postupak	Ncmsn
se	sebe	Px--sa
mora	morati	Vmr3s
provesti	provesti	Vmn
bez	bez	Sg
odugovlačenja	odugovlačenje	Ncnsg
,	,	Z
a	a	Cc
u	u	Sl
postupcima	postupak	Ncmpl
u	u	Sl
kojima	koji	Pi-mpl
je	biti	Var3s
okrivljeniku	okrivljenik	Ncmsl
privremeno	privremeno	Rgp
oduzeta	oduzeti	Appfsny
sloboda	sloboda	Ncfsn
,	,	Z
sud	sud	Ncmsn
i	i	Cc
državna	državni	Agpnpay
tijela	tijelo	Ncnpa
postupat	postupati	Vmn
će	htjeti	Var3s
osobito	osobito	Rgp
žurno	žuran	Agpnsny
'	'	Z
.	.	Z

S	sa	Si
obzirom	obzir	Ncmsi
da	da	Cs
se	sebe	Px--sa
u	u	Sl
konkretnom	konkretan	Agpmsly
slučaju	slučaj	Ncmsl
radi	raditi	Vmr3s
o	o	Sl
predmetu	predmet	Ncmsl
u	u	Sl
kojem	koji	Pi-msl
je	biti	Var3s
određen	odrediti	Appmsnn
istražni	istražni	Agpmsny
zatvor	zatvor	Ncmsn
,	,	Z
pa	pa	Cc
se	sebe	Px--sa
sukladno	sukladno	Rgp
citiranim	citirati	Agpfpiy
odredbama	odredba	Ncfpi
ZKP	ZKP	Npmsn
radi	raditi	Vmr3s
o	o	Sl
osobito	osobito	Rgp
žurnom	žuran	Agpmsly
postupku	postupak	Ncmsl
,	,	Z
potrebno	potreban	Agpnsny
je	biti	Var3s
utvrditi	utvrditi	Vmn
koliki	koliki	Pi-msan
je	biti	Var3s
'	'	Z
razuman	razuman	Agpmsnn
rok	rok	Ncmsn
'	'	Z
u	u	Sl
sličnim	sličan	Agpmply
osobito	osobito	Rgp
žurni	žuran	Agpmsny
postupcima	postupak	Ncmpi
.	.	Z

(...)	(...)	Ncfsn

Za	za	Sa
zaključiti	zaključiti	Vmn
je	biti	Var3s
da	da	Cs
predmetni	predmetni	Agpmsny
žalbeni	žalbeni	Agpmsny
postupak	postupak	Ncmsn
traje	trajati	Vmr3s
šest	šest	Mlc
,	,	Z
(	(	Z
6	6	Mdc
)	)	Z
puta	puta	Rgp
dulje	dugo	Rgc
od	od	Sg
prosječnog	prosječan	Agpnsgy
trajanja	trajanje	Ncnsg
žalbenog	žalbeni	Agpmsgy
postupka	postupak	Ncmsg
u	u	Sl
sličnim	sličan	Agpmply
predmetima	predmet	Ncmpl
,	,	Z
a	a	Cc
tri	tri	Mlc
,	,	Z
(	(	Z
3	3	Mdc
)	)	Z
puta	puta	Rgp
dulje	dugo	Rgc
od	od	Sg
najdužeg	dug	Agpnsgy
trajanja	trajanje	Ncnsg
žalbenog	žalbeni	Agpmsgy
postupka	postupak	Ncmsg
u	u	Sl
sličnim	sličan	Agpmply
predmetima	predmet	Ncmpl
.	.	Z

Imajući	imati	Rr
u	u	Sl
vidu	vid	Ncmsl
takvu	takav	Pd-fsa
ukupnu	ukupan	Agpfsay
duljinu	duljina	Ncfsa
postupka	postupak	Ncmsg
,	,	Z
te	te	Cc
ocjenjujući	ocjenjivati	Rr
da	da	Cs
složenost	složenost	Ncfsn
predmeta	predmet	Ncmsg
ne	ne	Qz
može	moći	Vmr3s
opravdati	opravdati	Vmn
takvo	takav	Pd-nsa
trajanje	trajanje	Ncnsa
,	,	Z
smatramo	smatrati	Vmr1p
da	da	Cs
je	biti	Var3s
podnositelju	podnositelj	Ncmsl
povrijeđeno	povrijeđen	Agpnsny
pravo	pravo	Ncnsn
na	na	Sa
pravično	pravičan	Agpnsay
suđenje	suđenje	Ncnsa
u	u	Sl
dijelu	dio	Ncmsl
koji	koji	Pi-msn
se	sebe	Px--sa
odnosi	odnositi	Vmr3s
na	na	Sa
razumnu	razuman	Agpfsay
duljinu	duljina	Ncfsa
postupka	postupak	Ncmsg
,	,	Z
zajamčeno	zajamčiti	Appnsny
člankom	članak	Ncmsi
29.	29.	Mdo
stavkom	stavka	Ncfsi
1.	1.	Mdo
Ustava	ustav	Ncmsg
RH	RH	Npfsg
.	.	Z
«	«	Z

Podnositelj	podnositelj	Ncmsn
je	biti	Var3s
u	u	Sl
ustavnoj	ustavan	Agpfsly
tužbi	tužba	Ncfsl
naveo	navesti	Vmp-sm
da	da	Cs
nije	biti	Var3s
sporno	sporan	Agpnsny
da	da	Cs
mu	on	Pp3msd
sudski	sudski	Agpmsayn
poziv	poziv	Ncmsan
u	u	Sl
konkretnom	konkretan	Agpmsly
kaznenom	kazneni	Agpmsly
postupku	postupak	Ncmsl
nikada	nikada	Rgp
nije	biti	Var3s
uredno	uredan	Agpnsny
uručen	uručiti	Appmsnn
u	u	Sl
smislu	smisao	Ncmsl
mjerodavnih	mjerodavan	Agpfpgy
odredbi	odredba	Ncfpg
ZKP-a	ZKP	Npmsg
,	,	Z
te	te	Cc
je	biti	Var3s
obrazložio	obrazložiti	Vmp-sm
da	da	Cs
u	u	Sl
konkretnom	konkretan	Agpmsly
slučaju	slučaj	Ncmsl
»	»	Z
postoji	postojati	Vmr3s
problem	problem	Ncmsn
(	(	Z
ne	ne	Qz
)	)	Z
uredne	uredan	Agpfpay
dostave	dostava	Ncfpa
poziva	pozivati	Vmr3s
,	,	Z
a	a	Cc
ne	ne	Qz
izbjegavanja	izbjegavanje	Ncnsg
poziva	poziv	Ncmpg
,	,	Z
slijedom	slijed	Ncmsi
čega	što	Pi3n-g
se	sebe	Px--sa
na	na	Sa
konkretnu	konkretan	Agpfsay
situaciju	situacija	Ncfsa
nije	biti	Var3s
moglo	moći	Vmp-sn
primijeniti	primijeniti	Vmn
odredbu	odredba	Ncfsa
čl.	čl.	Y
123.	123.	Mdo
st.	st.	Y
1.	1.	Mdo
t.	t.	Y
1.	1.	Mdo
ZKP	ZK	Npmsl
,	,	Z
(	(	Z
a	a	Cc
ni	ni	Qo
čl.	čl.	Y
123.	123.	Mdo
st.	st.	Y
1.	1.	Mdo
t.	t.	Y
5.	5.	Mdo
)	)	Z
«	«	Z
.	.	Z

U	u	Sl
ustavnoj	ustavan	Agpfsly
tužbi	tužba	Ncfsl
također	također	Rgp
je	biti	Var3s
naveo	navesti	Vmp-sm
:	:	Z

»	»	Z
Prednje	prednje	Rgp
navedeno	navesti	Appnsny
zapravo	zapravo	Rgp
ukazuje	ukazivati	Vmr3s
na	na	Sa
nepravilnu	nepravilan	Agpfsay
primjenu	primjena	Ncfsa
mjerodavnog	mjerodavan	Agpnsgy
prava	pravo	Ncnsg
,	,	Z
(	(	Z
ekstenzivnu	ekstenzivan	Agpfsay
umjesto	umjesto	Sg
restriktivne	restriktivan	Agpfsgy
)	)	Z
,	,	Z
i	i	Qo
to	to	Qo
baš	baš	Rgp
citiranih	citirati	Appfpgy
odredbi	odredba	Ncfpg
Zakona	zakon	Ncmpg
o	o	Sl
kaznenom	kazneni	Agpmsly
postupku	postupak	Ncmsl
,	,	Z
a	a	Cc
sve	sav	Agpnsny
u	u	Sl
svjetlu	svjetlo	Ncnsl
zakonske	zakonski	Agpfsgy
svrhe	svrha	Ncfsg
i	i	Cc
pravne	pravni	Agpfsgy
naravi	narav	Ncfsg
istražnog	istražni	Agpmsgy
zatvora	zatvor	Ncmsg
,	,	Z
a	a	Cc
time	taj	Pd-nsi
i	i	Qo
na	na	Sa
povredu	povreda	Ncfsa
prava	pravo	Ncnpg
na	na	Sa
slobodu	sloboda	Ncfsa
čl.	čla	Ncfsg
22.	22.	Mdo
ustava	ustav	Ncmsg
RH	RH	Npfsg
i	i	Cc
povredu	povreda	Ncfsa
prava	pravo	Ncnsg
na	na	Sa
pravično	pravičan	Agpnsay
suđenje	suđenje	Ncnsa
,	,	Z
zajamčenog	zajamčiti	Appmsgy
čl.	čl.	Y
29.	29.	Mdo
st.	sta	Ncfsg
1.	1.	Mdo
ustava	ustav	Ncmsg
RH	RH	Npfsg
,	,	Z
sve	sav	Agpnsny
za	za	Sa
vrijeme	vrijeme	Ncnsa
važenja	važenje	Ncnsg
presumpcije	presumpcija	Ncfsg
nevinosti	nevinost	Ncfsg
,	,	Z
(	(	Z
čl.	čl.	Y
28.	28.	Mdo

Ustava	ustava	Ncfsn
RH	RH	Npfsg
)	)	Z
.	.	Z
«	«	Z

Podnositelj	podnositelj	Ncmsn
je	biti	Var3s
naveo	navesti	Vmp-sm
i	i	Cc
povredu	povreda	Ncfsa
postupovnih	postupovni	Agpnpgy
jamstava	jamstvo	Ncnpg
iz	iz	Sg
Zakona	zakon	Ncmsg
o	o	Sl
pravosudnoj	pravosudni	Agpfsly
suradnji	suradnja	Ncfsl
u	u	Sl
kaznenim	kazneni	Agpfply
stvarima	stvar	Ncfpl
s	sa	Agpfply
državama	država	Ncfpl
članicama	članica	Ncfpi
Europske	europski	Agpfsgy
unije	unija	Ncfsg
(	(	Z
»	»	Z
Narodne	narodni	Agpfpny
novine	novina	Ncfpn
«	«	Z
broj	broj	Ncmsn
91/10.	91/10.	Mdo
,	,	Z
81/13.	81/13.	Mds
i	i	Cc
124/13.	124/13.	Mdo
)	)	Z
,	,	Z
navodeći	navoditi	Rr
da	da	Cs
je	biti	Var3s
ovdje	ovdje	Rgp
riječ	riječ	Ncfsn
o	o	Sl
pravnoj	pravni	Agpfsly
situaciji	situacija	Ncfsl
u	u	Sl
kojoj	koji	Pi-fsl
hrvatsko	hrvatski	Agpnsny
i	i	Cc
mađarsko	mađarski	Agpnsay
pravosuđe	pravosuđe	Ncnsa
imaju	imati	Vmr3p
različite	različit	Agpmpay
stavove	stav	Ncmpa
i	i	Cc
tumačenja	tumačenje	Ncnsg
konkretnog	konkretan	Agpmsgy
slučaja	slučaj	Ncmsg
,	,	Z

