prilaže	prilagati	Vmr3s
razmatra	razmatrati	Vmr3s
i	i	Cc
utvrđuje	utvrđivati	Vmr3s
potrebu	potreba	Ncfsa
korisnika	korisnik	Ncmpg
za	za	Sa
medicinskom	medicinski	Agpfsiy
rehabilitacijom	rehabilitacija	Ncfsi
te	te	Cc
može	moći	Vmr3s
dati	dati	Vmn
ili	ili	Cc
uskratiti	uskratiti	Vmn
suglasnost	suglasnost	Ncfsa
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Povjerenstvo	povjerenstvo	Ncnsn
za	za	Sa
medicinsku	medicinski	Agpfsay
rehabilitaciju	rehabilitacija	Ncfsa
odlučuje	odlučivati	Vmr3s
u	u	Sa
koju	koji	Pi-fsa
će	htjeti	Var3s
bolničku	bolnički	Agpfsay
zdravstvenu	zdravstven	Agpfsay
ustanovu	ustanova	Ncfsa
za	za	Sa
medicinsku	medicinski	Agpfsay
rehabilitaciju	rehabilitacija	Ncfsa
uputiti	uputiti	Vmn
korisnika	korisnik	Ncmpg
,	,	Z
a	a	Cc
može	moći	Vmr3s
pozvati	pozvati	Vmn
korisnika	korisnik	Ncmsay
na	na	Sa
osobni	osoban	Agpmsayn
pregled	pregled	Ncmsan
,	,	Z
te	te	Cc
zatražiti	zatražiti	Vmn
dodatnu	dodatan	Agpfsay
medicinsku	medicinski	Agpfsay
dokumentaciju	dokumentacija	Ncfsa
.	.	Z

Članak	članak	Ncmsn
13.	13.	Mdo

Korisniku	korisnik	Ncmsd
se	sebe	Px--sa
može	moći	Vmr3s
uskratiti	uskratiti	Vmn
bolnička	bolnički	Agpfsny
medicinska	medicinski	Agpfsny
rehabilitacija	rehabilitacija	Ncfsn
ako	ako	Cs
:	:	Z

–	–	Npmsn
je	biti	Var3s
ostvario	ostvariti	Vmp-sm
pravo	pravo	Ncnsa
na	na	Sa
bolničku	bolnički	Agpfsay
medicinsku	medicinski	Agpfsay
rehabilitaciju	rehabilitacija	Ncfsa
po	po	Sl
odobrenju	odobrenje	Ncnsl
HZZO-a	HZZO	Npmsg
ili	ili	Cc
po	po	Sl
posebnim	poseban	Agpmply
propisima	propis	Ncmpl
,	,	Z
po	po	Sl
istoj	isti	Agpfsly
medicinskoj	medicinski	Agpfsly
dokumentaciji	dokumentacija	Ncfsl
,	,	Z
u	u	Sl
razdoblju	razdoblje	Ncnsl
od	od	Sg
godinu	godina	Ncfsa
dana	dan	Ncmpg
prije	prije	Sg
podnošenja	podnošenje	Ncnsg
prijedloga	prijedlog	Ncmsg
za	za	Sa
bolničku	bolnički	Agpfsay
medicinsku	medicinski	Agpfsay
rehabilitaciju	rehabilitacija	Ncfsa
po	po	Sl
odredbama	odredba	Ncfpl
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg

–	–	Npmsn
je	biti	Var3s
ostvario	ostvariti	Vmp-sm
pravo	pravo	Ncnsa
na	na	Sa
bolničku	bolnički	Agpfsay
medicinsku	medicinski	Agpfsay
rehabilitaciju	rehabilitacija	Ncfsa
po	po	Sl
drugoj	drugi	Mlofsl
osnovi	osnova	Ncfsl
,	,	Z
a	a	Cc
po	po	Sl
istoj	isti	Agpfsly
medicinskoj	medicinski	Agpfsly
dokumentaciji	dokumentacija	Ncfsl
,	,	Z
u	u	Sl
razdoblju	razdoblje	Ncnsl
od	od	Sg
godinu	godina	Ncfsa
dana	dan	Ncmpg
prije	prije	Sg
podnošenja	podnošenje	Ncnsg
prijedloga	prijedlog	Ncmsg
za	za	Sa
bolničku	bolnički	Agpfsay
medicinsku	medicinski	Agpfsay
rehabilitaciju	rehabilitacija	Ncfsa
po	po	Sl
odredbama	odredba	Ncfpl
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
ili	ili	Cc

–	i	Agpnsny
Povjerenstvo	povjerenstvo	Ncnsn
za	za	Sa
medicinsku	medicinski	Agpfsay
rehabilitaciju	rehabilitacija	Ncfsa
ocijeni	ocijeniti	Vmr3s
da	da	Cs
ne	ne	Qz
postoji	postojati	Vmr3s
potreba	potreba	Ncfsn
odnosno	odnosno	Rgp
medicinska	medicinski	Agpfsny
opravdanost	opravdanost	Ncfsn
za	za	Sa
provođenje	provođenje	Ncnsa
bolničke	bolnički	Agpfsgy
medicinske	medicinski	Agpfsgy
rehabilitacije	rehabilitacija	Ncfsg
,	,	Z
da	da	Cs
je	biti	Var3s
potrebno	potreban	Agpnsny
provesti	provesti	Vmn
ambulantnu	ambulantan	Agpfsay
rehabilitaciju	rehabilitacija	Ncfsa
ili	ili	Cc
da	da	Cs
postoje	postojati	Vmr3p
drugi	drugi	Mlomsan
medicinski	medicinski	Agpmpny
razlozi	razlog	Ncmpn
za	za	Sa
uskratu	uskratu	Ncnsa
bolničke	bolnički	Agpfsgy
medicinske	medicinski	Agpfsgy
rehabilitacije	rehabilitacija	Ncfsg
.	.	Z

Pravo	pravo	Ncnsn
na	na	Sa
liječnički	liječnički	Agpmsayn
sistematski	sistematski	Agpmsayn
pregled	pregled	Ncmsan

Članak	članak	Ncmsn
14.	14.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Korisnik	korisnik	Ncmsn
može	moći	Vmr3s
ostvariti	ostvariti	Vmn
pravo	pravo	Ncnsa
na	na	Sa
liječnički	liječnički	Agpmsayn
sistematski	sistematski	Agpmsayn
pregled	pregled	Ncmsan
u	u	Sl
opsegu	opseg	Ncmsl
i	i	Cc
u	u	Sl
zdravstvenoj	zdravstven	Agpfsly
ustanovi	ustanova	Ncfsl
koju	koji	Pi-fsa
odredi	odrediti	Vmr3s
Ministarstvo	ministarstvo	Ncnsn
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Pravo	pravo	Ncnsn
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
može	moći	Vmr3s
ostvariti	ostvariti	Vmn
korisnik	korisnik	Ncmsn
koji	koji	Pi-msn
to	taj	Pd-nsa
pravo	pravo	Ncnsa
u	u	Sl
tekućoj	tekući	Agpfsly
godini	godina	Ncfsl
nije	biti	Var3s
ostvario	ostvariti	Vmp-sm
po	po	Sl
drugoj	drugi	Agpfsly
osnovi	osnova	Ncfsl
.	.	Z

Naknada	naknada	Ncfsn
troškova	trošak	Ncmpg
prijevoza	prijevoz	Ncmsg

Članak	članak	Ncmsn
15.	15.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Zahtjev	zahtjev	Ncmsan
za	za	Sa
naknadu	naknada	Ncfsa
troškova	trošak	Ncmpg
prijevoza	prijevoz	Ncmsg
u	u	Sa
drugo	drugi	Mlonsa
mjesto	mjesto	Ncnsa
radi	radi	Sg
ostvarivanja	ostvarivanje	Ncnsg
prava	pravo	Ncnsg
iz	iz	Sg
Zakona	zakon	Ncmsg
podnosi	podnositi	Vmr3s
se	sebe	Px--sa
Ministarstvu	ministarstvo	Ncnsd
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Troškove	trošak	Ncmpa
prijevoza	prijevoz	Ncmsg
isplaćuje	isplaćivati	Vmr3s
Ministarstvo	ministarstvo	Ncnsa
,	,	Z
a	a	Cc
nadoknađuju	nadoknađivati	Vmr3p
se	sebe	Px--sa
prema	prema	Sl
dostavljenoj	dostaviti	Agpfsly
voznoj	vozan	Agpfsly
karti	karta	Ncfsl
(	(	Z
original	original	Ncmsn
)	)	Z
za	za	Sa
prijevoz	prijevoz	Ncmsan
autobusom	autobus	Ncmsi
,	,	Z
odnosno	odnosno	Rgp
drugim	drugi	Agpmsiy
razredom	razred	Ncmsi
željeznice	željeznica	Ncfsg
ili	ili	Cc
brodom	brod	Ncmsi
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Naknadu	naknada	Ncfsa
troškova	trošak	Ncmpg
prijevoza	prijevoz	Ncmsg
u	u	Sa
drugo	drugi	Mlonsa
mjesto	mjesto	Ncnsa
radi	radi	Sg
ostvarivanja	ostvarivanje	Ncnsg
prava	pravo	Ncnsg
iz	iz	Sg
Zakona	zakon	Ncmsg
korisnik	korisnik	Ncmsn
ne	ne	Qz
može	moći	Vmr3s
ostvariti	ostvariti	Vmn
ako	ako	Cs
je	biti	Var3s
to	taj	Pd-nsa
pravo	pravo	Ncnsa
ostvario	ostvariti	Vmp-sm
po	po	Sl
posebnim	poseban	Agpmply
propisima	propis	Ncmpl
.	.	Z

ODJELJAK	odjeljak	Ncmsn
B	b	Sa
OSTVARIVANJE	ostvarivanje	Ncnsa
PRAVA	pravo	Ncnsg
NASLJEDNIKA	nasljednik	Ncmpg

Zahtjev	zahtjev	Ncmsn
nasljednika	nasljednik	Ncmpg

Članak	članak	Ncmsn
16.	16.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Zahtjev	zahtjev	Ncmsn
za	za	Sa
ostvarivanje	ostvarivanje	Ncnsa
prava	pravo	Ncnpg
nasljednici	nasljednik	Ncmpn
prvog	prvi	Mlomsg
nasljednog	nasljedan	Agpmsgy
reda	red	Ncmsg
i	i	Cc
posvojenici	posvojenik	Ncmpn
žrtve	žrtva	Ncfsg
(	(	Z
u	u	Sl
daljnjem	daljnji	Agpmsly
tekstu	tekst	Ncmsl
:	:	Z
nasljednici	nasljednik	Ncmpn
)	)	Z
podnose	podnositi	Vmr3p
na	na	Sl
obrascu	obrazac	Ncmsl
(	(	Z
Obrazac	Obrazac	Npmsn
ZN	ZN	Npmsn
)	)	Z
koji	koji	Pi-msn
je	biti	Var3s
sastavni	sastavan	Agpmsny
dio	dio	Ncmsn
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
,	,	Z
neposredno	neposredan	Agpnsny
,	,	Z
poštom	pošta	Ncfsi
ili	ili	Cc
elektroničkom	elektronički	Agpfsiy
poštom	pošta	Ncfsi
Ministarstvu	ministarstvo	Ncnsl
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Zahtjev	zahtjev	Ncmsn
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
sadrži	sadržati	Vmr3s
osobne	osoban	Agpmpay
podatke	podatak	Ncmpa
stranke	stranka	Ncfsg
(	(	Z
ime	ime	Ncnsn
,	,	Z
ime	ime	Ncnsn
roditelja	roditelj	Ncmpg
,	,	Z
prezime	prezime	Ncnsa
,	,	Z
adresu	adresa	Ncfsa
,	,	Z
datum	datum	Ncmsan
i	i	Cc
mjesto	mjesto	Ncnsa
rođenja	rođenje	Ncnsg
,	,	Z
OIB	OIB	Npmsn
)	)	Z
,	,	Z
te	te	Cc
naznaku	naznaka	Ncfsa
prava	pravo	Ncnsg
koje	koji	Pi-nsn
se	sebe	Px--sa
potražuje	potraživati	Vmr3s
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Uz	uz	Sa
zahtjev	zahtjev	Ncmsan
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
nasljednici	nasljednik	Ncmpn
su	biti	Var3p
dužni	dužan	Agpmpny
priložiti	priložiti	Vmn
:	:	Z

–	i	Agpnsny
rješenje	rješenje	Ncnsn
o	o	Sl
nasljeđivanju	nasljeđivanje	Ncnsl
i	i	Cc

–	–	Sa
pravomoćnu	pravomoćan	Agpfsay
sudsku	sudski	Agpfsay
presudu	presuda	Ncfsa
ili	ili	Cc
drugi	drugi	Mlomsn
dokaz	dokaz	Ncmsn
da	da	Cs
je	biti	Var3s
preminula	preminuti	Vmp-sf
osoba	osoba	Ncfsn
iza	iza	Sg
koje	koji	Pi-fsg
nasljednik	nasljednik	Ncmsn
izvodi	izvoditi	Vmr3s
svoje	svoj	Px-nsa
pravo	pravo	Ncnsa
žrtva	žrtva	Ncfpg
seksualnog	seksualan	Agpnsgy
nasilja	nasilje	Ncnsg
.	.	Z

Članak	članak	Ncmsn
17.	17.	Mdo

Uz	uz	Sa
zahtjev	zahtjev	Ncmsan
iz	iz	Sg
članka	članak	Ncmsg
16.	16.	Mdo
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
za	za	Sa
povećanu	povećan	Agpfsay
novčanu	novčan	Agpfsay
naknadu	naknada	Ncfsa
,	,	Z
nasljednik	nasljednik	Ncmsn
je	biti	Var3s
,	,	Z
ovisno	ovisno	Rgp
o	o	Sl
osnovi	osnova	Ncfsl
na	na	Sa
koju	koji	Pi-fsa
se	sebe	Px--sa
poziva	pozivati	Vmr3s
,	,	Z
dužan	dužan	Agpmsnn
dostaviti	dostaviti	Vmn
medicinsku	medicinski	Agpfsay
dokumentaciju	dokumentacija	Ncfsa
odnosno	odnosno	Rgp
dokaz	dokaz	Ncmsan
o	o	Sl
tome	taj	Pd-nsl
da	da	Cs
je	biti	Var3s
:	:	Z

–	–	Z
seksualno	seksualan	Agpnsny
nasilje	nasilje	Ncnsn
kod	kod	Sg
žrtve	žrtva	Ncfsg
uzrokovalo	uzrokovati	Vmp-sn
prisilnu	prisilan	Agpfsay
trudnoću	trudnoća	Ncfsa

–	–	Z
seksualno	seksualan	Agpnsny
nasilje	nasilje	Ncnsn
kod	kod	Sg
žrtve	žrtva	Ncfsg
izazvalo	izazvati	Vmp-sn
prisilni	prisilan	Agpmsayn
pobačaj	pobačaj	Ncmsan

–	–	Z
uslijed	uslijed	Sg
prisilne	prisilan	Agpfsgy
trudnoće	trudnoća	Ncfsg
kao	kao	Cs
posljedice	posljedica	Ncfpa
seksualnog	seksualan	Agpnsgy
nasilja	nasilje	Ncnsg
rođeno	roditi	Agpnsny
dijete	dijete	Ncnsn
.	.	Z

Sporazum	sporazum	Ncmsn
nasljednika	nasljednik	Ncmpg

Članak	članak	Ncmsn
18.	18.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
U	u	Sl
slučaju	slučaj	Ncmsl
postojanja	postojanje	Ncnsg
više	mnogo	Rgc
nasljednika	nasljednik	Ncmpg
,	,	Z
uz	uz	Sa
zahtjev	zahtjev	Ncmsan
iz	iz	Sg
članka	članak	Ncmsg
16.	16.	Mdo
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
,	,	Z
dužni	dužan	Agpmpny
su	biti	Var3p

