način	način	Ncmsn
PRIJELAZNE	prijelazan	Agpfpny
I	i	Cc
ZAVRŠNE	završan	Agpfpay
ODREDBE	odredba	Ncfpa

Donošenje	donošenje	Ncnsn
propisa	propis	Ncmsg

Članak	članak	Ncmsn
27.	27.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Ministar	ministar	Ncmsn
financija	financije	Ncfpg
donijet	donijeti	Vmn
će	htjeti	Var3s
pravilnike	pravilnik	Ncmpa
iz	iz	Sg
članka	članak	Ncmsg
6.	6.	Mdo
stavka	stavak	Ncmsg
7.	7.	Mdo
,	,	Z
članka	članak	Ncmsg
16.	16.	Mdo
stavka	stavak	Ncmsg
7.	7.	Mdo
,	,	Z
članka	članak	Ncmsg
18.	18.	Mdo
stavka	stavak	Ncmsg
6.	6.	Mdo
,	,	Z
članka	članak	Ncmsg
18.	18.	Mdo
stavka	stavak	Ncmsg
7.	7.	Mdo
,	,	Z
članka	članak	Ncmsg
19.	19.	Mdo
stavka	stavak	Ncmsg
6.	6.	Mdo
i	i	Cc
članka	članak	Ncmsg
20.	20.	Mdo
stavka	stavak	Ncmsg
11.	11.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
180	180	Mdc
dana	dan	Ncmpg
od	od	Sg
dana	dan	Ncmsg
stupanja	stupanje	Ncnsg
na	na	Sa
snagu	snaga	Ncfsa
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Ministar	ministar	Ncmsn
financija	financije	Ncfpg
donijet	donijeti	Vmn
će	htjeti	Var3s
pravilnik	pravilnik	Ncmsn
iz	iz	Sg
članka	članak	Ncmsg
13.	13.	Mdo
stavka	stavak	Ncmsg
7.	7.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
dvije	dva	Agpfsgy
godine	godina	Ncfsg
od	od	Sg
dana	dan	Ncmpg
stupanja	stupanje	Ncnsg
na	na	Sa
snagu	snaga	Ncfsa
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Agencija	agencija	Ncfsn
će	htjeti	Var3s
donijeti	donijeti	Vmn
odluku	odluka	Ncfsa
iz	iz	Sg
članka	članak	Ncmsg
7.	7.	Mdo
stavka	stavak	Ncmsg
3.	3.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
te	taj	Pd-fsg
upute	uputa	Ncfsg
iz	iz	Sg
članka	članak	Ncmsg
9.	9.	Mdo
stavka	stavak	Ncmsg
7.	7.	Mdo
,	,	Z
članka	članak	Ncmsg
10.	10.	Mdo
stavka	stavak	Ncmsg
6.	6.	Mdo
i	i	Cc
članka	članak	Ncmsg
24.	24.	Mdo
stavka	stavak	Ncmsg
7.	7.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
180	180	Mdc
dana	dan	Ncmpg
od	od	Sg
dana	dan	Ncmsg
stupanja	stupanje	Ncnsg
na	na	Sa
snagu	snaga	Ncfsa
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
.	.	Z

Prijelazno	prijelazan	Agpnsny
razdoblje	razdoblje	Ncnsn
za	za	Sa
rokove	rok	Ncmpa
obeštećenja	obeštećenje	Ncnsg

Članak	članak	Ncmsn
28.	28.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Od	od	Sg
dana	dan	Ncmpg
stupanja	stupanje	Ncnsg
na	na	Sa
snagu	snaga	Ncfsa
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
do	do	Sg
31.	31.	Mdo
prosinca	prosinac	Ncmsg
2018.	2018.	Mdo
rok	rok	Ncmsn
za	za	Sa
stavljanje	stavljanje	Ncnsa
na	na	Sa
raspolaganje	raspolaganje	Ncnsa
iznosa	iznos	Ncmsg
za	za	Sa
isplatu	isplata	Ncfsa
obeštećenja	obeštećenje	Ncnsg
je	biti	Var3s
20	20	Mdc
radnih	radni	Agpmpgy
dana	dan	Ncmpg
od	od	Sg
dana	dan	Ncmsg
nastupa	nastup	Ncmsg
osiguranog	osigurati	Appmsgy
slučaja	slučaj	Ncmsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
U	u	Sl
razdoblju	razdoblje	Ncnsl
od	od	Sg
1.	1.	Mdo
siječnja	siječanj	Ncmsg
2019.	2019.	Mdo
do	do	Sg
31.	31.	Mdo
prosinca	prosinac	Ncmsg
2020.	2020.	Mdo
rok	rok	Ncmsn
za	za	Sa
stavljanje	stavljanje	Ncnsa
na	na	Sa
raspolaganje	raspolaganje	Ncnsa
iznosa	iznos	Ncmsg
za	za	Sa
isplatu	isplata	Ncfsa
obeštećenja	obeštećenje	Ncnsg
je	biti	Var3s
15	15	Mdc
radnih	radni	Agpmpgy
dana	dan	Ncmpg
nakon	nakon	Sg
od	od	Sg
dana	dan	Ncmsg
nastupa	nastup	Ncmsg
osiguranog	osigurati	Appmsgy
slučaja	slučaj	Ncmsg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
U	u	Sl
razdoblju	razdoblje	Ncnsl
od	od	Sg
1.	1.	Mdo
siječnja	siječanj	Ncmsg
2021.	2021.	Mdo
do	do	Sg
31.	31.	Mdo
prosinca	prosinac	Ncmsg
2023.	2023.	Mdo
rok	rok	Ncmsn
za	za	Sa
stavljanje	stavljanje	Ncnsa
na	na	Sa
raspolaganje	raspolaganje	Ncnsa
iznosa	iznos	Ncmsg
za	za	Sa
isplatu	isplata	Ncfsa
obeštećenja	obeštećenje	Ncnsg
je	biti	Var3s
deset	deset	Mlc
radnih	radni	Agpmpgy
dana	dan	Ncmpg
od	od	Sg
dana	dan	Ncmsg
nastupa	nastup	Ncmsg
osiguranog	osigurati	Appmsgy
slučaja	slučaj	Ncmsg
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Od	od	Sg
1.	1.	Mdo
siječnja	siječanj	Ncmsg
2024.	2024.	Mdo
rok	rok	Ncmsn
za	za	Sa
stavljanje	stavljanje	Ncnsa
na	na	Sa
raspolaganje	raspolaganje	Ncnsa
iznosa	iznos	Ncmsg
za	za	Sa
isplatu	isplata	Ncfsa
obeštećenja	obeštećenje	Ncnsg
je	biti	Var3s
sedam	sedam	Sg
radnih	radni	Agpmpgy
dana	dan	Ncmpg
od	od	Sg
dana	dan	Ncmsg
nastupa	nastup	Ncmsg
osiguranog	osigurati	Appmsgy
slučaja	slučaj	Ncmsg
.	.	Z

Izračun	izračun	Ncmsn
premije	premija	Ncfsg
temeljene	temeljiti	Appfpny
na	na	Sl
riziku	rizik	Ncmsl

Članak	članak	Ncmsn
29.	29.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Agencija	agencija	Ncfsn
je	biti	Var3s
dužna	dužan	Agpfsny
zahtjev	zahtjev	Ncmsan
iz	iz	Sg
članka	članak	Ncmsg
21.	21.	Mdo
stavka	stavak	Ncmsg
11.	11.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
podnijeti	podnijeti	Vmn
Hrvatskoj	Hrvatska	Npfsd
narodnoj	narodni	Agpfsdy
banci	banka	Ncfsd
najkasnije	kasno	Rgs
do	do	Sg
31.	31.	Mdo
prosinca	prosinac	Ncmsg
2015.	2015.	Mdo

(	(	Z
2	2	Mdc
)	)	Z
Hrvatska	hrvatski	Agpfsny
narodna	narodni	Agpfsny
banka	banka	Ncfsn
će	htjeti	Var3s
podzakonski	podzakonski	Agpmsny
propis	propis	Ncmsn
iz	iz	Sg
članka	članak	Ncmsg
21.	21.	Mdo
stavka	stavak	Ncmsg
12.	12.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
donijeti	donijeti	Vmn
najkasnije	kasno	Rgs
do	do	Sg
31.	31.	Mdo
listopada	listopad	Ncmsg
2015.	2015.	Mdo

Prestanak	prestanak	Ncmsn
važenja	važenje	Ncnsg
propisa	propis	Ncmsg

Članak	članak	Ncmsn
30.	30.	Mdo

Postupci	postupak	Ncmpn
isplate	isplata	Ncfsg
osiguranih	osigurati	Agpmpgy
depozita	depozit	Ncmpg
započeti	započeti	Vmn
do	do	Sg
stupanja	stupanje	Ncnsg
na	na	Sa
snagu	snaga	Ncfsa
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
nastavit	nastaviti	Vmn
će	htjeti	Var3s
se	sebe	Px--sa
i	i	Cc
dovršiti	dovršiti	Vmn
prema	prema	Sl
odredbama	odredba	Ncfpl
Zakona	zakon	Ncmsg
o	o	Sl
osiguranju	osiguranje	Ncnsl
depozita	depozit	Ncmsg
(	(	Z
»	»	Z
Narodne	narodni	Agpfpny
novine	novina	Ncfpn
«	«	Z
,	,	Z
br.	br.	Y
177/04.	177/04.	Mds
,	,	Z
119/08.	119/08.	Mds
,	,	Z
153/09.	153/09.	Mds
i	i	Cc
80/13.	80/13.	Mds
)	)	Z
.	.	Z

Članak	članak	Ncmsn
31.	31.	Mdo

Danom	dan	Ncmsi
stupanja	stupanje	Ncnsg
na	na	Sa
snagu	snaga	Ncfsa
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
prestaju	prestajati	Vmr3p
važiti	važiti	Vmn
sve	sav	Agpfpay
odredbe	odredba	Ncfpa
Zakona	zakon	Ncmsg
o	o	Sl
osiguranju	osiguranje	Ncnsl
depozita	depozit	Ncmsg
(	(	Z
»	»	Z
Narodne	narodni	Agpfpny
novine	novina	Ncfpn
«	«	Z
,	,	Z
br.	br.	Y
177/04.	177/04.	Mds
,	,	Z
119/08.	119/08.	Mds
,	,	Z
153/09.	153/09.	Mds
i	i	Cc
80/13.	80/13.	Mdo
)	)	Z
,	,	Z
osim	osim	Sg
članka	članak	Ncmsg
9.	9.	Mdo
koji	koji	Pi-msn
prestaje	prestajati	Vmr3s
važiti	važiti	Vmn
1.	1.	Mdo
lipnja	lipanj	Ncmsg
2016.	2016.	Mdo

Članak	članak	Ncmsn
32.	32.	Mdo

Danom	dan	Ncmsi
stupanja	stupanje	Ncnsg
na	na	Sa

