učinkovitost	učinkovitost	Ncfsn
vozila	vozilo	Ncnpa
oružanih	oružan	Agpfpgy
snaga	snaga	Ncfpg
Republike	republika	Ncfsg
Hrvatske	Hrvatska	Npfsg
.	.	Z

Članak	članak	Ncmsn
44.	44.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Bočna	bočni	Agpnpny
svjetla	svjetlo	Ncnpn
za	za	Sa
označavanje	označavanje	Ncnsa
moraju	morati	Vmr3p
biti	biti	Van
ugrađena	ugraditi	Appfsny
na	na	Sl
motornim	motoran	Agpfply
i	i	Cc
priključnim	priključni	Agpnply
vozilima	vozilo	Ncnpl
čija	čiji	Pi-fsn
duljina	duljina	Ncfsn
prelazi	prelaziti	Vmr3s
6	6	Mdc
m.	m.	Y

(	(	Z
2	2	Mdc
)	)	Z
Na	na	Sl
vozilima	vozilo	Ncnpl
kategorije	kategorija	Ncfsg
M1	M1	Xf
i	i	Cc
N1	n1	Ncfsn
čija	čiji	Pi-fsn
je	biti	Var3s
duljina	duljina	Ncfsn
manja	mali	Agcfsny
od	od	Sg
6	6	Mdc
m	m	Y
,	,	Z
bočna	bočni	Agpnpny
svjetla	svjetlo	Ncnpn
za	za	Sa
označavanje	označavanje	Ncnsa
moraju	morati	Vmr3p
se	sebe	Px--sa
koristiti	koristiti	Vmn
ako	ako	Cs
dopunjavaju	dopunjavati	Vmr3p
smanjene	smanjiti	Agpmpay
zahtjeve	zahtjev	Ncmpa
geometrijske	geometrijski	Agpfsgy
vidljivosti	vidljivost	Ncfsg
za	za	Sa
prednja	prednji	Agpnpay
pozicijska	pozicijski	Agpnpay
svjetla	svjetlo	Ncnpa
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Najmanji	mali	Agsmsny
broj	broj	Ncmsn
svjetala	svjetlo	Ncnsg
za	za	Sa
označavanje	označavanje	Ncnsa
po	po	Sl
bočnoj	bočni	Agpfsly
strani	strana	Ncfsl
vozila	vozilo	Ncnsg
mora	morati	Vmr3s
biti	biti	Van
takav	takav	Pd-msn
da	da	Cs
se	sebe	Px--sa
ispune	ispuniti	Vmr3p
zahtjevi	zahtjev	Ncmpn
položaja	položaj	Ncmpg
po	po	Sl
duljini	duljina	Ncfsl
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Najmanje	malo	Rgs
jedno	jedan	Mlcnsn
bočno	bočni	Agpnsny
svjetlo	svjetlo	Ncnsn
mora	morati	Vmr3s
biti	biti	Van
postavljeno	postaviti	Appnsny
na	na	Sa
srednju	srednji	Agpfsay
trećinu	trećina	Ncfsa
vozila	vozilo	Ncnsg
,	,	Z
uz	uz	Sa
uvjet	uvjet	Ncmsan
da	da	Cs
bočno	bočni	Agpnsay
svjetlo	svjetlo	Ncnsa
najbliže	blizu	Rgs
prednjoj	prednji	Agpfsly
stani	Stane	Ncfsl
vozila	vozilo	Ncnsg
,	,	Z
nije	biti	Var3s
udaljeno	udaljiti	Appnsny
više	mnogo	Rgc
od	od	Sg
3	3	Mdc
m	m	Y
od	od	Sg
prednje	prednji	Agpfsgy
strane	strana	Ncfsg
vozila	vozilo	Ncnsg
.	.	Z

Kod	kod	Sg
priključnih	priključni	Agpnpgy
vozila	vozilo	Ncnpg
,	,	Z
prilikom	prilikom	Sg
mjerenja	mjerenje	Ncnsg
ove	ovaj	Pd-fsg
udaljenosti	udaljenost	Ncfsg
uzima	uzimati	Vmr3s
se	sebe	Px--sa
u	u	Sa
obzir	obzir	Ncmsan
i	i	Cc
duljina	duljina	Ncfsn
ruda	rudo	Ncnsg
.	.	Z

(	(	Z
5	5	Mdc
)	)	Z
Udaljenost	udaljenost	Ncfsn
između	između	Sg
dva	dva	Mlc
susjedna	susjedni	Agpnpay
bočna	bočni	Agpnpay
svjetla	svjetlo	Ncnpa
ne	ne	Qz
smije	smjeti	Vmr3s
biti	biti	Van
veća	velik	Agcfsny
od	od	Sg
3	3	Mdc
m.	m.	Y

(	(	Z
6	6	Mdc
)	)	Z
Ako	ako	Cs
se	sebe	Px--sa
zbog	zbog	Sg
konstrukcije	konstrukcija	Ncfsg
vozila	vozilo	Ncnsg
ne	ne	Qz
mogu	moći	Vmr3p
primjeniti	primjeniti	Vmn
odredbe	odredba	Ncfpa
iz	iz	Sg
stavka	stavak	Ncmsg
4.	4.	Mdo
i	i	Cc
5.	5.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
,	,	Z
udaljenost	udaljenost	Ncfsn
između	između	Sg
dva	dva	Mlc
susjedna	susjedni	Agpnpay
bočna	bočni	Agpnpay
svjetla	svjetlo	Ncnpa
može	moći	Vmr3s
se	sebe	Px--sa
povećati	povećati	Vmn
na	na	Sa
4	4	Mdc
m.	m.	Y

(	(	Z
7	7	Mdc
)	)	Z
Udaljenost	udaljenost	Ncfsn
između	između	Sg
najistaknutijega	najistaknutiji	Agpnsgy
stražnjeg	stražnji	Agpnsgy
bočnog	bočni	Agpnsgy
svjetla	svjetlo	Ncnsg
za	za	Sa
označavanje	označavanje	Ncnsa
vozila	vozilo	Ncnsg
i	i	Cc
stražnje	stražnji	Agpfsgy
strane	strana	Ncfsg
vozila	vozilo	Ncnsg
ne	ne	Qz
smije	smjeti	Vmr3s
biti	biti	Van
veća	velik	Agcfsny
od	od	Sg
1	1	Mdc
m.	m.	Y

(	(	Z
8	8	Mdc
)	)	Z
Vozila	vozilo	Ncnsg
čija	čiji	Pi-fsn
duljina	duljina	Ncfsn
ne	ne	Qz
prelazi	prelaziti	Vmr3s
6	6	Mdc
m	m	Y
i	i	Cc
za	za	Sa
podvozja	podvozje	Ncnpa
s	sa	Si
kabinom	kabina	Ncfsi
,	,	Z
dovoljno	dovoljno	Rgp
je	biti	Var3s
jedno	jedan	Agpnsny
bočno	bočni	Agpnsny
svjetlo	svjetlo	Ncnsn
za	za	Sa
označavanje	označavanje	Ncnsa
,	,	Z
postavljeno	postaviti	Appnsny
unutar	unutar	Sg
prve	prvi	Mlofsg
trećine	trećina	Ncfsg
i	i	Cc
/	/	Z
ili	ili	Cc
unutar	unutar	Sg
zadnje	zadnji	Agpfsgy
trećine	trećina	Ncfsg
duljine	duljina	Ncfsg
vozila	vozilo	Ncnsg
.	.	Z

(	(	Z
9	9	Mdc
)	)	Z
Rubovi	rub	Ncmpn
prividne	prividan	Agpfsgy
površine	površina	Ncfsg
ne	ne	Qz
smiju	smjeti	Vmr3p
biti	biti	Van
udaljeni	udaljiti	Appmpny
manje	malo	Rgc
od	od	Sg
250	250	Mdc
mm	mm	Y
i	i	Cc
ne	ne	Qz
više	mnogo	Rgc
od	od	Sg
900	900	Mdc
mm	mm	Y
iznad	iznad	Sg
tla	tlo	Ncnsg
,	,	Z
odnosno1500	odnosno1500ti	Vmm2s
mm	mm	Cs
ako	ako	Cs
oblik	oblik	Ncmsn
nadogradnje	nadogradnja	Ncfsg
onemogućuje	onemogućivati	Vmr3s
smještaj	smještaj	Ncmsan
unutar	unutar	Sg
900	900	Mdc
mm	mm	Y
.	.	Z

(	(	Z
10	10	Mdc
)	)	Z
Na	na	Sl
vozilima	vozilo	Ncnpl
kategorije	kategorija	Ncfsg
M1	M1	Xf
i	i	Cc
N1	n1	Ncfsn
čija	čiji	Pi-fsn
je	biti	Var3s
duljina	duljina	Ncfsn
manja	mali	Agcfsny
od	od	Sg
6	6	Mdc
m	m	Y
,	,	Z
jantarna	jantarni	Agpnpay
bočna	bočni	Agpnpay
svjetla	svjetlo	Ncnpa
za	za	Sa
označavanje	označavanje	Ncnsa
mogu	moći	Vmr3p
biti	biti	Van
spojena	spojiti	Appfsny
da	da	Cs
trepću	treptati	Vmr3p
pod	pod	Si
uvjetom	uvjet	Ncmsi
da	da	Cs
je	biti	Var3s
treptanje	treptanje	Ncnsn
u	u	Sl
fazi	faza	Ncfsl
i	i	Cc
s	sa	Si
istom	isti	Agpfsiy
frekvencijom	frekvencija	Ncfsi
kao	kao	Cs
i	i	Qo
kod	kod	Sg
pokazivača	pokazivač	Ncmsg
smjera	smjer	Ncmsg
na	na	Sl
istoj	isti	Agpfsly
strani	strana	Ncfsl
vozila	vozilo	Ncnsg
.	.	Z

(	(	Z
11	11	Mdc
)	)	Z
Kad	kad	Cs
je	biti	Var3s
najistaknutije	najistaknutije	Vap-sn
stražnje	stražnji	Agpnsny
bočno	bočni	Agpnsny
svjetlo	svjetlo	Ncnsn
za	za	Sa
označavanje	označavanje	Ncnsa
spojeno	spojiti	Appnsny
sa	sa	Si
stražnjim	stražnji	Agpnsiy
pozicijskim	pozicijski	Agpnsiy
svjetlom	svjetlo	Ncnsi
uzajamno	uzajamno	Rgp
povezano	povezati	Appnsny
sa	sa	Si
stražnjim	stražnji	Agpnsiy
svjetlom	svjetlo	Ncnsi
za	za	Sa
maglu	magla	Ncfsa
ili	ili	Cc
s	sa	Si
kočnim	kočni	Agpnsiy
svjetlom	svjetlo	Ncnsi
,	,	Z
fotometrijske	fotometrijski	Agpfsgy
značajke	značajka	Ncfsg
bočnog	bočni	Agpnsgy
svjetla	svjetlo	Ncnsg
za	za	Sa
označavanje	označavanje	Ncnsa
mogu	moći	Vmr3p
se	sebe	Px--sa
izmijeniti	izmijeniti	Vmn
za	za	Sa
vrijeme	vrijeme	Ncnsa
svijetljenja	svijetljenje	Ncnsg
stražnjeg	stražnji	Agpnsgy
svjetla	svjetlo	Ncnsg
za	za	Sa
maglu	magla	Ncfsa
ili	ili	Cc
kočnog	kočni	Agpnsgy
svjetla	svjetlo	Ncnsg
.	.	Z

(	(	Z
12	12	Mdc
)	)	Z
Odredbe	odredba	Ncfpn
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
ne	ne	Qz
primjenjuju	primjenjivati	Vmr3p
se	sebe	Px--sa
na	na	Sa
vojna	vojni	Agpnpay
vozila	vozilo	Ncnpa
oružanih	oružan	Agpfpgy
snaga	snaga	Ncfpg
Republike	republika	Ncfsg
Hrvatske	Hrvatska	Npfsg
.	.	Z

Članak	članak	Ncmsn
45.	45.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Na	na	Sl
motornim	motoran	Agpnply
vozilima	vozilo	Ncnpl
mogu	moći	Vmr3p
biti	biti	Van
ugrađena	ugraditi	Appnpny
dva	dva	Mlc
svjetla	svjetlo	Ncnsg
za	za	Sa
vožnju	vožnja	Ncfsa
po	po	Sl
danu	dan	Ncmsl
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Vanjski	vanjski	Agpmsny
rub	rub	Ncmsn
prividne	prividan	Agpfsgy
površine	površina	Ncfsg
ne	ne	Qz
smije	smjeti	Vmr3s
biti	biti	Van
udaljen	udaljiti	Appmsnn
više	mnogo	Rgc
od	od	Sg
400	400	Mdc
mm	mm	Y
od	od	Sg
krajnjega	krajnji	Agpmsgy
vanjskog	vanjski	Agpmsgy
ruba	rub	Ncmsg
vozila	vozilo	Ncnpg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Udaljenost	udaljenost	Ncfsn
između	između	Sg
unutrašnjih	unutrašnji	Agpmpgy
rubova	rub	Ncmpg
dviju	dva	Mlcf-g
prividnih	prividan	Agpfpgy
površina	površina	Ncfpg
ne	ne	Qz
smije	smjeti	Vmr3s
biti	biti	Van
manja	mali	Agcfsny
od	od	Sg
600	600	Mdc
mm	mm	Y
.	.	Z

Udaljenost	udaljenost	Ncfsn
može	moći	Vmr3s
biti	biti	Van
smanjena	smanjiti	Appfsny
na	na	Sa
400	400	Mdc
mm	mm	Y
ako	ako	Cs
je	biti	Var3s
sveukupna	sveukupan	Agpfsny
širina	širina	Ncfsn
vozila	voziti	Vmp-sf
manja	mali	Agcfsny
od	od	Sg
1300	1300	Mdc
mm	mm	Y
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Rubovi	rub	Ncmpn
prividne	prividan	Agpfsgy
površine	površina	Ncfsg
ne	ne	Qz
smiju	smjeti	Vmr3p
biti	biti	Van
udaljeni	udaljiti	Appmpny
manje	malo	Rgc
od	od	Sg
250	250	Mdc
mm	mm	Y
i	i	Cc
ne	ne	Qz
više	mnogo	Rgc
od	od	Sg
1500	1500	Mdc
mm	mm	Y
iznad	iznad	Sg
tla	tlo	Ncnsg
.	.	Z

(	(	Z
5	5	Mdc
)	)	Z
Ako	ako	Cs
su	biti	Var3p
na	na	Sl
vozilu	vozilo	Ncnsl
ugrađena	ugraditi	Appnpay
svjetla	svjetlo	Ncnsg
za	za	Sa
vožnju	vožnja	Ncfsa
po	po	Sl
danu	dan	Ncmsl
,	,	Z
moraju	morati	Vmr3p
su	biti	Var3p
automatski	automatski	Rgp
uključiti	uključiti	Vmn
kad	kad	Cs
je	biti	Var3s
uređaj	uređaj	Ncmsn
koji	koji	Pi-msn
upravlja	upravljati	Vmr3s
pokretanjem	pokretanje	Ncnsi
i	i	Cc
/	/	Z
ili	ili	Cc
zaustavljanjem	zaustavljanje	Ncnsi
motora	motor	Ncmpg
u	u	Sl
položaju	položaj	Ncmsl
koji	koji	Pi-msn
omogućuje	omogućivati	Vmr3s
rad	rad	Ncmsan
motora	motor	Ncmsg
.	.	Z

(	(	Z
6	6	Mdc
)	)	Z
Svjetla	svjetlo	Ncnsg
za	za	Sa
vožnju	vožnja	Ncfsa
po	po	Sl
danu	dan	Ncmsl
moraju	morati	Vmr3p
se	sebe	Px--sa

