izgradnja	izgradnja	Ncfsn
kanalizacije	kanalizacija	Ncfsg
,	,	Z
Strojarske	strojarski	Agpfpny
instalacije	instalacija	Ncfpn
)	)	Z
1.5.	1.5.	Mds

Opći	opći	Agpmpny
troškovi	trošak	Ncmpn
vezani	vezan	Agpmpny
uz	uz	Sa
aktivnosti	aktivnost	Ncfpa
od	od	Sg
1.1.	1.1.	Mds
do	do	Sg
1.4.	1.4.	Mdo
1.5.1.	1.5.1.	Mdo
opći	opći	Agpmpny
troškovi	trošak	Ncmpn
–	–	Z
naknade	naknada	Ncfpa
za	za	Sa
arhitekte	arhitekt	Ncmpa
i	i	Cc
inženjere	inženjer	Ncmpa
,	,	Z
konzultacijske	konzultacijski	Agpfpay
naknade	naknada	Ncfpa
(	(	Z
do	do	Sg
10	10	Mdc
%	%	Z
od	od	Sg
ukupno	ukupno	Rgp
prihvatljivog	prihvatljiv	Agpmsgy
iznosa	iznos	Ncmsg
bez	bez	Sg
općih	opći	Agpmpgy
troškova	trošak	Ncmpg
,	,	Z
ali	ali	Cc
ne	ne	Qz
više	mnogo	Rgc
od	od	Sg
5.000	5.000	Mdc
€	€	Z
)	)	Z
,	,	Z
studije	studija	Ncfpn
o	o	Sl
izvedivosti	izvedivost	Ncfsl
i	i	Cc
troškovi	trošak	Ncmpn
izrade	izrada	Ncfsg
elaborata	elaborat	Ncmsg
zaštite	zaštita	Ncfsg
okoliša	okoliš	Ncmsg
(	(	Z
do	do	Sg
2	2	Mdc
%	%	Z
od	od	Sg
ukupno	ukupno	Rgp
prihvatljivog	prihvatljiv	Agpmsgy
iznosa	iznos	Ncmsg
ulaganja	ulaganje	Ncnsg
bez	bez	Sg
općih	opći	Agpmpgy
troškova	trošak	Ncmpg
,	,	Z
ali	ali	Cc
ne	ne	Qz
više	mnogo	Rgc
od	od	Sg
3.000	3.000	Mdc
€	€	Z
)	)	Z
,	,	Z
stjecanje	stjecanje	Ncnsn
prava	pravo	Ncnsg
na	na	Sa
patente	patent	Ncmpa
i	i	Cc
licence	licenca	Ncfpa
.	.	Z

Napomena	napomena	Ncfsn
:	:	Z
Ukoliko	ukoliko	Cs
su	biti	Var3p
nastali	nastati	Vmp-pm
u	u	Sl
tekućoj	tekući	Agpfsly
godini	godina	Ncfsl
prije	prije	Sg
podnošenja	podnošenje	Ncnsg
prijave	prijava	Ncfsg
.	.	Z
2.	2.	Mdo
Kupnja	kupnja	Ncfsn
novih	nov	Agpmpgy
strojeva	stroj	Ncmpg
i	i	Cc
opreme	oprema	Ncfsg
sa	sa	Si
montažom	montaža	Ncfsi
,	,	Z
uključujući	uključivati	Rr
i	i	Cc
računalne	računalni	Agpmpay
programe	program	Ncmpa
2.1.	2.1.	Mds

Proizvodnja	proizvodnja	Ncfsn
vina	vino	Ncnsg
(	(	Z
od	od	Sg
prijema	prijem	Ncmsg
grožđa	grožđe	Ncnsg
do	do	Sg
punjenja	punjenje	Ncnsg
vina	vino	Ncnsg
u	u	Sa
boce	boca	Ncfpa
i	i	Cc
etiketiranja	etiketiranje	Ncnsg
vina	vino	Ncnsg
u	u	Sl
podrumu	podrum	Ncmsl
)	)	Z
2.1.1.	2.1.1.	Mdo
nabava	nabava	Ncfsn
strojeva	stroj	Ncmpg
/	/	Z
opreme	oprema	Ncfsg
za	za	Sa
preradu	prerada	Ncfsa
grožđa	grožđe	Ncnsg
,	,	Z
pokretna	pokretan	Agpfsny
tehnička	tehnički	Agpfsny
oprema	oprema	Ncfsn
za	za	Sa
transport	transport	Ncmsan
,	,	Z
prijem	prijem	Ncmsan
i	i	Cc
preradu	prerada	Ncfsa
grožđa	grožđe	Ncnsg
,	,	Z
oprema	opremati	Vmr3s
za	za	Sa
mjerenje	mjerenje	Ncnsa
i	i	Cc
analizu	analiza	Ncfsa
grožđa	grožđe	Ncnsg
,	,	Z
muljača	muljač	Ncmpg
,	,	Z
drobilica	drobilica	Ncfsn
,	,	Z
strojevi	stroj	Ncmpn
i	i	Cc
oprema	oprema	Ncfsn
za	za	Sa
sortiranje	sortiranje	Ncnsa
,	,	Z
preša	preša	Ncfsn
,	,	Z
drener	drener	Ncmsn
(	(	Z
egouttoir	egouttoir	Ncmsn
)	)	Z
,	,	Z
pumpa	pumpati	Vmr3s
za	za	Sa
kominu	komina	Ncfsa
,	,	Z
prijenosnik	prijenosnik	Ncmsan
(	(	Z
conveyor	conveyor	Ncmsn
)	)	Z
Napomena	napomena	Ncfsn
:	:	Z
Koriste	koristiti	Vmr3p
se	sebe	Px--sa
različiti	različit	Agpmpny
nazivi	naziv	Ncmpn
koji	koji	Pi-mpn
ovise	ovisiti	Vmr3p
i	i	Cc
o	o	Sl
trgovačkim	trgovački	Agpmply
nazivima	naziv	Ncmpl
za	za	Sa
pojedine	pojedini	Agpmpay
dijelove	dio	Ncmpa
linija	linija	Ncfpg
za	za	Sa
preradu	prerada	Ncfsa
grožđa	grožđe	Ncnsg
(	(	Z
muljača	muljač	Ncmpg
,	,	Z
drobilica	drobilica	Ncfsn
,	,	Z
strojevi	stroj	Ncmpn
i	i	Cc
oprema	oprema	Ncfsn
za	za	Sa
sortiranje	sortiranje	Ncnsa
,	,	Z
preša	preša	Ncfsn
,	,	Z
drener	drener	Ncmsn
(	(	Z
egouttoir	egouttoir	Ncmsn
)	)	Z
,	,	Z
pumpa	pumpati	Vmr3s
za	za	Sa
kominu	komina	Ncfsa
,	,	Z
prijenosnik	prijenosnik	Ncmsan
(	(	Z
conveyor	conveyor	Ncmsn
))	))	Qr
,	,	Z
a	a	Cc
uključuju	uključivati	Vmr3p
stolove	stol	Ncmpa
za	za	Sa
prebiranje	prebiranje	Ncnsa
grožđa	grožđe	Ncnsg
,	,	Z
trake	traka	Ncfsg
za	za	Sa
prijenos-transport	prijenos-transport	Ncmsan
(	(	Z
uključuje	uključivati	Vmr3s
različite	različit	Agpfpay
izvedbe	izvedba	Ncfpa
transportera	transporter	Ncmpg
,	,	Z
pužni	pužni	Agpmpny
,	,	Z
tračni	tračni	Agpmpny
,	,	Z
vakumski	vakumska	Ncfsl
)	)	Z
,	,	Z
različiti	različit	Agpmpny
oblici	oblik	Ncmpn
presa	pres	Ncmsg
(	(	Z
vakumske	vakumska	Ncfpn
,	,	Z
vezane	vezati	Appfsgy
s	sa	Si
valjcima	valjak	Ncmpi
,	,	Z
mehaničke	mehanički	Agpfpny
,	,	Z
pneumatske	pneumatski	Agpmpay
)	)	Z
,	,	Z
prijenosnici	prijenosnik	Ncmpn
uključuju	uključivati	Vmr3p
prijenosnike	prijenosnik	Ncmpa
za	za	Sa
odvojenu	odvojiti	Agpfsay
kominu	komina	Ncfsa
,	,	Z
kao	kao	Cs
i	i	Qo
sustave	sustav	Ncmpa
za	za	Sa
prijenos	prijenos	Ncmsan
masulja	masulj	Ncmsg
/	/	Z
mošta	mošt	Ncmsg
od	od	Sg
pumpe	pumpa	Ncfsg
do	do	Sg
spremnika	spremnik	Ncmsg
2.1.2.	2.1.2.	Mdo
nabava	nabava	Ncfsn
opreme	oprema	Ncfsg
za	za	Sa
fermentaciju	fermentacija	Ncfsa
masulja	masulje	Ncnsg
–	–	Z
oprema	oprema	Ncfsn
za	za	Sa
tretiranje	tretiranje	Ncnsa
grožđa	grožđe	Ncnsg
,	,	Z
spremnici	spremnik	Ncmpn
za	za	Sa
fermentaciju	fermentacija	Ncfsa
,	,	Z
tankovi	tankova	Ncfsa
za	za	Sa
fermentaciju	fermentacija	Ncfsa
/	/	Z
pomoćni	pomoćan	Agpmpny
tankovi	tank	Ncmpn
za	za	Sa
vinifikaciju	vinifikacija	Ncfsa
,	,	Z
posebni	poseban	Agpmpny
fermentacijski	fermentacijsk	Ncmpn
tankovi	tank	Ncmpn
za	za	Sa
proizvodnju	proizvodnja	Ncfsa
crvenih	crven	Agpnpgy
vina	vino	Ncnpg
sa	sa	Si
opremom	oprema	Ncfsi
za	za	Sa
potapanje	potapanje	Ncnsa
komine	komina	Ncfsg
,	,	Z
mikro-oksidacijska	mikro-oksidacijska	Ncfsn
oprema	opremati	Vmr3s
2.1.3.	2.1.3.	Mdo
nabava	nabava	Ncfsn
opreme	oprema	Ncfsg
za	za	Sa
kontrolu	kontrola	Ncfsa
fermentacije	fermentacija	Ncfsg
–	–	Z
mjerne	mjerni	Agpfsgy
komponente	komponenta	Ncfsg
,	,	Z
tehnologija	tehnologija	Ncfsn
za	za	Sa
kontrolu	kontrola	Ncfsa
fermentacije	fermentacija	Ncfsg
,	,	Z
instaliranje	instaliranje	Ncnsn
,	,	Z
cjevovodi	cjevovod	Ncmpn
(	(	Z
kod	kod	Sg
uvođenja	uvođenje	Ncnsg
spremnika	spremnik	Ncmsg
i	i	Cc
/	/	Z
ili	ili	Cc
instaliranja	instaliranje	Ncnsg
rashladnih	rashladni	Agpfpgy
stanica	stanica	Ncfpg
)	)	Z
,	,	Z
oprema	oprema	Ncfsn
za	za	Sa
odvajanje	odvajanje	Ncnsa
vina	vino	Ncnsg
od	od	Sg
vinskog	vinski	Agpmsgy
taloga	talog	Ncmsg
2.1.4.	2.1.4.	Mdo
nabava	nabava	Ncfsn
opreme	oprema	Ncfsg
za	za	Sa
filtraciju	filtracija	Ncfsa
,	,	Z
taloženje	taloženje	Ncnsa
,	,	Z
bistrenje	bistrenje	Ncnsn
(	(	Z
filteri	filter	Ncmpn
,	,	Z
zemljani	zemljani	Agpmpny
filteri	filter	Ncmpn
,	,	Z
opreme	oprema	Ncfpn
za	za	Sa
taloženje	taloženje	Ncnsa
i	i	Cc
bistrenje	bistrenje	Ncnsa
mošta	mošt	Ncmsg
i	i	Cc
vina	vino	Ncnsg
(	(	Z
centrifugiranje	centrifugiranje	Ncnsn
)	)	Z
,	,	Z
opreme	oprema	Ncfpa
za	za	Sa
stabilizaciju	stabilizacija	Ncfsa
vina	vino	Ncnsg
tartaratima	tartaratim	Ncmpg
,	,	Z
ekstrakcija	ekstrakcija	Ncfsn
komine	komina	Ncfsg
,	,	Z
oprema	oprema	Ncfsn
za	za	Sa
prijenos	prijenos	Ncmsan
(	(	Z
conveying	conveyina	Ncfpa
)	)	Z
komine	komina	Ncfsg
i	i	Cc
vinskog	vinski	Agpmsgy
taloga	talog	Ncmsg
,	,	Z
pokretna	pokretan	Agpfsny
tehnička	tehnički	Agpfsny
oprema	oprema	Ncfsn
u	u	Sl
proizvodnji	proizvodnja	Ncfsl
vina	vino	Ncnsg
2.1.5.	2.1.5.	Mdo
nabava	nabava	Ncfsn
opreme	oprema	Ncfsg
za	za	Sa
kontrolu	kontrola	Ncfsa
temperature	temperatura	Ncfsg
,	,	Z
hladnjaci	hladnjak	Ncmpn
,	,	Z
oprema	opremati	Vmr3s
za	za	Sa
kontrolu	kontrola	Ncfsa
temperature	temperatura	Ncfsg
u	u	Sl
fermentaciji	fermentacija	Ncfsl
ili	ili	Cc
proizvodnji	proizvodnja	Ncfsl
i	i	Cc
skladištenju	skladištenje	Ncnsl
vina	vino	Ncnsg
Napomena	napomena	Ncfpg
termometri	termometar	Ncmpn
i	i	Cc
termostati	termostat	Ncmpn
unutar	unutar	Sg
i	i	Qo
izvan	izvan	Sg
posuda	posuda	Ncfpg
)	)	Z
2.1.6.	2.1.6.	Mdo
nabava	nabava	Ncfsn
strojeva	stroj	Ncmpg
i	i	Cc
opreme	oprema	Ncfsg
za	za	Sa
kretanje	kretanje	Ncnsa
vina	vino	Ncnsg
i	i	Cc
tretiranje	tretiranje	Ncnsa
vina	vino	Ncnsg
u	u	Sl
podrumu	podrum	Ncmsl
strojevi	stroj	Ncmpn
i	i	Cc
oprema	oprema	Ncfsn
(	(	Z
uključujući	uključivati	Rr
računalne	računalni	Agpmpay
programe	program	Ncmpa
koji	koji	Pi-mpn
se	sebe	Px--sa
koriste	koristiti	Vmr3p
u	u	Sl
okviru	okvir	Ncmsl
prijevoza	prijevoz	Ncmsg
ili	ili	Cc
logistike	logistika	Ncfsg
sirovina	sirovina	Ncfpg
i	i	Cc
proizvoda	proizvod	Ncmpg
unutar	unutar	Sg
podruma	podrum	Ncmsg
ili	ili	Cc
skladišta	skladište	Ncnsg
)	)	Z
–	–	Z
pumpe	pumpa	Ncfsg
za	za	Sa
prijenos	prijenos	Ncmsan
,	,	Z
posude	posuda	Ncfpa
i	i	Cc
spremnici	spremnik	Ncmpn
za	za	Sa
rukovanje	rukovanje	Ncnsa
vinima	vino	Ncnpi
,	,	Z
košare	košara	Ncfpn
i	i	Cc
žiro	žiro	Agpfpay
palete	paleta	Ncfpa
za	za	Sa
rukovanje	rukovanje	Ncnsa
bocama	boca	Ncfpi
viličari	viličar	Ncmpn
2.1.7.	2.1.7.	Mdo
nabava	nabava	Ncfsn
opreme	oprema	Ncfsg
za	za	Sa
skladištenje	skladištenje	Ncnsa
,	,	Z
kupažiranje	kupažiranje	Ncnsa
,	,	Z
čuvanje	čuvanje	Ncnsa
i	i	Cc
starenje	starenje	Ncnsa
vina	vino	Ncnsg
–	i	Agpfsgy
bačve	bačva	Ncfsg
i	i	Cc
tankovi	tank	Ncmpn
za	za	Sa
proizvodnju	proizvodnja	Ncfsa
vina	vino	Ncnsg
i	i	Cc
njegovo	njegov	Ps3nsn
skladištenje	skladištenje	Ncnsn
i	i	Cc
starenje	starenje	Ncnsa
napravljeni	napraviti	Appmpny
od	od	Sg
drva	drvo	Ncnsg
(	(	Z
osim	osim	Sg
barrique	barriqua	Ncfsg
bačvi	bačva	Ncfpg
)	)	Z
,	,	Z
betona	beton	Ncmsg
,	,	Z
čelika	čelik	Ncmsg
,	,	Z
inoxa	inox	Ncmsg
,	,	Z
plastike	plastika	Ncfsg
,	,	Z
obnova	obnova	Ncfsn
postrojenja	postrojenje	Ncnsg
za	za	Sa
skladištenje	skladištenje	Ncnsa
vina	vino	Ncnsg
(	(	Z
npr.	npr.	Y
obnova	obnova	Ncfsn
tankova	tank	Ncmpg
kroz	kroz	Sa
unutarnje	unutarnji	Agpnsay
oblaganje	oblaganje	Ncnsa
epoksidim	epoksidim	Ncfpg
ili	ili	Cc
nehrđajućim	nehrđajući	Agpmsiy
čelikom	čelik	Ncmsi
)	)	Z
,	,	Z
samodrenažni	samodrenažan	Agpmpny
tankovi	tank	Ncmpn
,	,	Z
termo-regulirane	termo-reguliran	Agpfpny
kace	kaca	Ncfpn
,	,	Z
prijenosni	prijenosni	Agpmsny
čelični	čeličan	Agpmsny
tankovi	tank	Ncmpn
za	za	Sa
starenje	starenje	Ncnsa
i	i	Cc
odležavanje	odležavanje	Ncnsa
vina	vino	Ncnsg
,	,	Z
plastične	plastičan	Agpfsgy
posude	posuda	Ncfsg
pojedinačne	pojedinačan	Agpfsgy
vrijednosti	vrijednost	Ncfsg

