vještaka	vještak	Ncmpg
zatražiti	zatražiti	Vmn
zaštitu	zaštita	Ncfsa
svojih	svoj	Px-npg
prava	pravo	Ncnpg
putem	put	Sg
nadležnog	nadležan	Agpmsgy
suda	sud	Ncmsg
.	.	Z

Članak	članak	Ncmsn
22.	22.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
U	u	Sl
slučaju	slučaj	Ncmsl
da	da	Cs
je	biti	Var3s
korisniku	korisnik	Ncmsd
izdana	izdati	Appfsny
Odluka	odluka	Ncfsn
o	o	Sl
povratu	povrat	Ncmsl
sredstva	sredstvo	Ncnsg
,	,	Z
korisnik	korisnik	Ncmsn
može	moći	Vmr3s
iznos	iznos	Ncmsan
duga	dug	Ncmsg
vratiti	vratiti	Vmn
u	u	Sl
obrocima	obrok	Ncmpl
,	,	Z
ako	ako	Cs
o	o	Sl
tome	taj	Pd-nsl
obavijesti	obavijest	Ncfsl
Upravljačko	upravljački	Agpnsny
tijelo	tijelo	Ncnsn
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
petnaest	petnaest	Mlc
dana	dan	Ncmpg
od	od	Sg
dana	dan	Ncmpg
zaprimanja	zaprimanje	Ncnsg
Odluke	odluka	Ncfsg
o	o	Sl
povratu	povrat	Ncmsl
sredstva	sredstvo	Ncnsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
U	u	Sl
slučaju	slučaj	Ncmsl
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
,	,	Z
Upravljačko	upravljački	Agpnsny
tijelo	tijelo	Ncnsn
i	i	Cc
korisnik	korisnik	Ncmsn
će	htjeti	Var3s
sklopiti	sklopiti	Vmn
izvansudsku	izvansudski	Agpfsay
nagodbu	nagodba	Ncfsa
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Korisnik	korisnik	Ncmsn
može	moći	Vmr3s
vratiti	vratiti	Vmn
iznos	iznos	Ncmsan
duga	dug	Ncmsg
u	u	Sa
najviše	mnogo	Rgs
četiri	četiri	Mlc
rate	rata	Ncfsg
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
jedne	jedan	Agpfsgy
godine	godina	Ncfsg
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
U	u	Sl
slučaju	slučaj	Ncmsl
da	da	Cs
korisnik	korisnik	Ncmsn
ne	ne	Qz
vrati	vratiti	Vmr3s
najmanje	malo	Rgs
dvije	dva	Mlcf-n
rate	rata	Ncfsg
na	na	Sl
temelju	temelj	Ncmsl
izvansudske	izvansudski	Agpfsgy
nagodbe	nagodba	Ncfsg
,	,	Z
Upravljačko	upravljački	Agpnsny
tijelo	tijelo	Ncnsn
će	htjeti	Var3s
zatražiti	zatražiti	Vmn
zaštitu	zaštita	Ncfsa
svojih	svoj	Agpnpgy
prava	pravo	Ncnpg
sudskim	sudski	Agpmsiy
putem	put	Ncmsi
.	.	Z

VIII	viii	Mrc
.	.	Z

PRIGOVORI	prigovor	Ncmpn

Članak	članak	Ncmsn
23.	23.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Svi	sav	Agpmpny
akti	akt	Ncmpn
koji	koji	Pi-mpn
proizlaze	proizlaziti	Vmr3p
iz	iz	Sg
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
nisu	biti	Var3p
upravni	upravan	Agpmpny
akti	akt	Ncmpn
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Korisnik	korisnik	Ncmsn
može	moći	Vmr3s
podnijeti	podnijeti	Vmn
prigovor	prigovor	Ncmsan
Povjerenstvu	povjerenstvo	Ncnsd
za	za	Sa
rješavanje	rješavanje	Ncnsa
po	po	Sl
prigovorima	prigovor	Ncmpl
(	(	Z
u	u	Sl
daljnjem	daljnji	Agpmsly
tekstu	tekst	Ncmsl
:	:	Z
Povjerenstvo	povjerenstvo	Ncnsn
)	)	Z
,	,	Z
koje	koji	Pi-nsn
imenuje	imenovati	Vmr3s
ministar	ministar	Ncmsn
poljoprivrede	poljoprivreda	Ncfsg
,	,	Z
na	na	Sa
Odluke	odluka	Ncfpa
koje	koji	Pi-fpn
proizlaze	proizlaziti	Vmr3p
iz	iz	Sg
ovog	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
,	,	Z
i	i	Cc
to	to	Qo
iz	iz	Sg
:	:	Z

–	–	Sg
članka	članak	Ncmsg
11.	11.	Mdo
stavka	stavak	Ncmsg
2.	2.	Mdo
točke	točka	Ncfsg
a	a	Cc
)	)	Z
Odluka	odluka	Ncfsn
o	o	Sl
dodjeli	dodjela	Ncfsl
sredstava	sredstvo	Ncnpg
,	,	Z

–	–	Sg
članka	članak	Ncmsg
11.	11.	Mdo
stavka	stavak	Ncmsg
2.	2.	Mdo
točke	točka	Ncfsg
b	b	X
)	)	Z
i	i	Cc
članka	članak	Ncmsg
12.	12.	Mdo
stavkom	stavak	Ncmsi
2.	2.	Mdo
točke	točka	Ncfsg
b	b	X
)	)	Z
Odluka	odluka	Ncfsn
o	o	Sl
odbijanju	odbijanje	Ncnsl
,	,	Z

–	–	Sg
članka	članak	Ncmsg
12.	12.	Mdo
stavka	stavak	Ncmsg
2.	2.	Mdo
točke	točka	Ncfsg
a	a	Cc
)	)	Z
Odluka	odluka	Ncfsn
o	o	Sl
privremenoj	privremen	Agpfsly
raspodjeli	raspodjela	Ncfsl
sredstava	sredstvo	Ncnpg
,	,	Z

–	–	Sg
članka	članak	Ncmsg
18.	18.	Mdo
stavka	stavak	Ncmsg
1.	1.	Mdo
točke	točka	Ncfsg
a	a	Cc
)	)	Z
Odluka	odluka	Ncfsn
o	o	Sl
isplati	isplata	Ncfsl
,	,	Z

–	–	Sg
članka	članak	Ncmsg
18.	18.	Mdo
stavka	stavak	Ncmsg
1.	1.	Mdo
točke	točka	Ncfsg
b	b	X
)	)	Z
Odluka	odluka	Ncfsn
o	o	Sl
odbijanju	odbijanje	Ncnsl
Zahtjeva	zahtjev	Ncmsg
za	za	Sa
isplatu	isplata	Ncfsa
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Korisnik	korisnik	Ncmsn
može	moći	Vmr3s
prigovore	prigovor	Ncmpa
iz	iz	Sg
stavka	stavak	Ncmsg
2.	2.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
podnijeti	podnijeti	Vmn
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
petnaest	petnaest	Mlc
dana	dan	Ncmpg
od	od	Sg
dana	dan	Ncmpg
zaprimanja	zaprimanje	Ncnsg
akata	akt	Ncmpg
iz	iz	Sg
stavka	stavak	Ncmsg
2.	2.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Prigovori	prigovor	Ncmpn
iz	iz	Sg
stavka	stavak	Ncmsg
2.	2.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
podnose	podnositi	Vmr3p
se	sebe	Px--sa
preporučenom	preporučiti	Agpfsiy
pošiljkom	pošiljka	Ncfsi
s	sa	Si
povratnicom	povratnica	Ncfsi
,	,	Z
na	na	Sa
adresu	adresa	Ncfsa
Ministarstva	ministarstvo	Ncnsg
poljoprivrede	poljoprivreda	Ncfsg
,	,	Z
Uprave	uprava	Ncfsg
ribarstva	ribarstvo	Ncnsg
,	,	Z
Planinska	planinski	Agpfsny
2	2	Mdc
a	a	Cc
,	,	Z
Zagreb	Zagreb	Npmsn
,	,	Z
uz	uz	Sa
naznaku	naznaka	Ncfsa
:	:	Z
»	»	Z
Povjerenstvo	povjerenstvo	Ncnsn
za	za	Sa
odlučivanje	odlučivanje	Ncnsa
o	o	Sl
prigovorima	prigovor	Ncmpl
u	u	Sl
okviru	okvir	Ncmsl
mjere	mjera	Ncfsg
I.	I.	Mro
9.	9.	Mdo
Privremeni	privremen	Agpmsny
prestanak	prestanak	Ncmsn
ribolovnih	ribolovan	Agpfpgy
aktivnosti	aktivnost	Ncfpg
«	«	Z
.	.	Z

(	(	Z
5	5	Mdc
)	)	Z
Povjerenstvo	povjerenstvo	Ncnsn
odlučuje	odlučivati	Vmr3s
po	po	Sl
prigovorima	prigovor	Ncmpl
iz	iz	Sg
stavka	stavak	Ncmsg
2.	2.	Mdo
ovoga	ovaj	Pd-nsg

