pružatelju	pružatelj	Ncmsl
pravnoj	pravni	Agpfsly
osobi	osoba	Ncfsl
nisu	biti	Var3p
pravomoćno	pravomoćno	Rgp
osuđene	osuđen	Agpfpny
za	za	Sa
neko	neki	Pi-nsa
od	od	Sg
sljedećih	sljedeći	Agpnpgy
kaznenih	kazneni	Agpnpgy
djela	djelo	Ncnpg
:	:	Z
krađa	krađa	Ncfsn
(	(	Z
članak	članak	Ncmsn
228.	228.	Mdo
)	)	Z
,	,	Z
teška	težak	Agpfsny
krađa	krađa	Ncfsn
(	(	Z
članak	članak	Ncmsn
229.	229.	Mdo
)	)	Z
,	,	Z
razbojništvo	razbojništvo	Ncnsn
(	(	Z
članak	članak	Ncmsn
230.	230.	Mdo
)	)	Z
,	,	Z
razbojnička	razbojnički	Agpfsny
krađa	krađa	Ncfsn
(	(	Z
članak	članak	Ncmsn
231.	231.	Mdo
)	)	Z
,	,	Z
utaja	utaja	Ncfsn
(	(	Z
članak	članak	Ncmsn
232.	232.	Mdo
)	)	Z
,	,	Z
pronevjera	pronevjera	Ncfsn
(	(	Z
članak	članak	Ncmsn
233.	233.	Mdo
)	)	Z
,	,	Z
prijevara	prijevara	Ncfsn
(	(	Z
članak	članak	Ncmsn
236.	236.	Mdo
)	)	Z
,	,	Z
zlouporaba	zlouporaba	Ncfsn
povjerenja	povjerenje	Ncnsg
(	(	Z
članak	članak	Ncmsn
240.	240.	Mdo
)	)	Z
,	,	Z
prijevara	prijevara	Ncfsn
u	u	Sl
gospodarskom	gospodarski	Agpnsly
poslovanju	poslovanje	Ncnsl
(	(	Z
članak	članak	Ncmsn
247.	247.	Mdo
)	)	Z
,	,	Z
primanje	primanje	Ncnsa
mita	mit	Ncmsg
u	u	Sl
gospodarskom	gospodarski	Agpnsly
poslovanju	poslovanje	Ncnsl
(	(	Z
članak	članak	Ncmsn
252.	252.	Mdo
)	)	Z
,	,	Z
davanje	davanje	Ncnsa
mita	mit	Ncmsg
u	u	Sl
gospodarskom	gospodarski	Agpnsly
poslovanju	poslovanje	Ncnsl
(	(	Z
članak	članak	Ncmsn
253.	253.	Mdo
)	)	Z
,	,	Z
utaja	utaja	Ncfsn
poreza	porez	Ncmsg
ili	ili	Cc
carine	carina	Ncfsg
(	(	Z
članak	članak	Ncmsn
256.	256.	Mdo
)	)	Z
,	,	Z
subvencijska	subvencijski	Agpfsny
prijevara	prijevara	Ncfsn
(	(	Z
članak	članak	Ncmsn
258.	258.	Mdo
)	)	Z
,	,	Z
pranje	pranje	Ncnsa
novca	novac	Ncmsg
(	(	Z
članak	članak	Ncmsn
265.	265.	Mdo
)	)	Z
,	,	Z
krivotvorenje	krivotvorenje	Ncnsa
novca	novac	Ncmsg
(	(	Z
članak	članak	Ncmsn
274.	274.	Mdo
)	)	Z
,	,	Z
krivotvorenje	krivotvorenje	Ncnsn
isprave	isprava	Ncfsg
(	(	Z
članak	članak	Ncmsn
278.	278.	Mdo
)	)	Z
,	,	Z
krivotvorenje	krivotvorenje	Ncnsn
službene	služben	Agpfsgy
ili	ili	Cc
poslovne	poslovan	Agpfsgy
isprave	isprava	Ncfsg
(	(	Z
članak	članak	Ncmsn
279.	279.	Mdo
)	)	Z
,	,	Z
zlouporaba	zlouporaba	Ncfsn
položaja	položaj	Ncmsg
i	i	Cc
ovlasti	ovlast	Ncfsg
(	(	Z
članak	članak	Ncmsn
291.	291.	Mdo
)	)	Z
,	,	Z
primanje	primanje	Ncnsa
mita	mit	Ncmsg
(	(	Z
članak	članak	Ncmsn
293.	293.	Mdo
)	)	Z
,	,	Z
davanje	davanje	Ncnsa
mita	mit	Ncmsg
(	(	Z
članak	članak	Ncmsn
294.	294.	Mdo
)	)	Z
,	,	Z
zločinačko	zločinački	Agpnsny
udruženje	udruženje	Ncnsn
(	(	Z
članak	članak	Ncmsn
328.	328.	Mdo
)	)	Z
i	i	Cc
počinjenje	počinjenje	Ncnsa
kaznenog	kazneni	Agpnsgy
djela	djelo	Ncnsg
u	u	Sl
sastavu	sastav	Ncmsl
zločinačkog	zločinački	Agpnsgy
udruženja	udruženje	Ncnsg
(	(	Z
članak	članak	Ncmsn
329.	329.	Mdo
)	)	Z
iz	iz	Sg
Kaznenog	kazneni	Agpmsgy
zakona	zakon	Ncmsg
(	(	Z
»	»	Z
Narodne	narodni	Agpfpny
novine	novina	Ncfpn
«	«	Z
,	,	Z
br.	br.	Y
125/11.	125/11.	Mds
,	,	Z
144/12.	144/12.	Mds
,	,	Z
56/15.	56/15.	Mds
i	i	Cc
61/15.	61/15.	Mds
)	)	Z

–	–	Z
ni	ni	Cc
pravna	pravni	Agpfsny
osoba	osoba	Ncfsn
ni	ni	Cc
odgovorna	odgovoran	Agpfsny
osoba	osoba	Ncfsn
u	u	Sl
pravnoj	pravni	Agpfsly
osobi	osoba	Ncfsl
nisu	biti	Var3p
pravomoćno	pravomoćno	Rgp
osuđene	osuđen	Agpfpny
za	za	Sa
neko	neki	Pi-nsa
od	od	Sg
sljedećih	sljedeći	Agpnpgy
kaznenih	kazneni	Agpnpgy
djela	djelo	Ncnpg
:	:	Z
krađa	krađa	Ncfsn
(	(	Z
članak	članak	Ncmsn
216.	216.	Mdo
)	)	Z
,	,	Z
teška	težak	Agpfsny
krađa	krađa	Ncfsn
(	(	Z
članak	članak	Ncmsn
217.	217.	Mdo
)	)	Z
,	,	Z
razbojništvo	razbojništvo	Ncnsn
(	(	Z
članak	članak	Ncmsn
218.	218.	Mdo
)	)	Z
,	,	Z
razbojnička	razbojnički	Agpfsny
krađa	krađa	Ncfsn
(	(	Z
članak	članak	Ncmsn
219.	219.	Mdo
)	)	Z
,	,	Z
prijevara	prijevara	Ncfsn
(	(	Z
članak	članak	Ncmsn
224.	224.	Mdo
)	)	Z
,	,	Z
zlouporaba	zlouporaba	Ncfsn
povjerenja	povjerenje	Ncnsg
(	(	Z
članak	članak	Ncmsn
227.	227.	Mdo
)	)	Z
,	,	Z
krivotvorenje	krivotvorenje	Ncnsa
novca	novac	Ncmsg
(	(	Z
članak	članak	Ncmsn
274.	274.	Mdo
)	)	Z
,	,	Z
pranje	pranje	Ncnsa
novca	novac	Ncmsg
(	(	Z
članak	članak	Ncmsn
279.	279.	Mdo
)	)	Z
,	,	Z
utaja	utaja	Ncfsn
poreza	porez	Ncmsg
i	i	Cc
drugih	drugi	Mlonpg
davanja	davanje	Ncnpg
(	(	Z
članak	članak	Ncmsn
286.	286.	Mdo
)	)	Z
,	,	Z
prijevara	prijevara	Ncfsn
u	u	Sl
gospodarskom	gospodarski	Agpnsly
poslovanju	poslovanje	Ncnsl
(	(	Z
članak	članak	Ncmsn
293.	293.	Mdo
)	)	Z
,	,	Z
primanje	primanje	Ncnsa
mita	mit	Ncmsg
u	u	Sl
gospodarskom	gospodarski	Agpnsly
poslovanju	poslovanje	Ncnsl
(	(	Z
članak	članak	Ncmsn
294.	294.	Mdo
a	a	Cc
)	)	Z
,	,	Z
davanje	davanje	Ncnsa
mita	mit	Ncmsg
u	u	Sl
gospodarskom	gospodarski	Agpnsly
poslovanju	poslovanje	Ncnsl
(	(	Z
članak	članak	Ncmsn
294.	294.	Mdo
b	b	X
)	)	Z
,	,	Z
krivotvorenje	krivotvorenje	Ncnsn
isprave	isprava	Ncfsg
(	(	Z
članak	članak	Ncmsn
311.	311.	Mdo
)	)	Z
,	,	Z
krivotvorenje	krivotvorenje	Ncnsn
službene	služben	Agpfsgy
isprave	isprava	Ncfsg
(	(	Z
članak	članak	Ncmsn
312.	312.	Mdo
)	)	Z
,	,	Z
udruživanje	udruživanje	Ncnsn
za	za	Sa
počinjenje	počinjenje	Ncnsa
kaznenih	kazneni	Agpnpgy
djela	djelo	Ncnpg
(	(	Z
članak	članak	Ncmsn
333.	333.	Mdo
)	)	Z
,	,	Z
zlouporaba	zlouporaba	Ncfsn
položaja	položaj	Ncmsg
i	i	Cc
ovlasti	ovlast	Ncfsg
(	(	Z
članak	članak	Ncmsn
337.	337.	Mdo
)	)	Z
,	,	Z
zlouporaba	zlouporaba	Ncfsn
obavljanja	obavljanje	Ncnsg
dužnosti	dužnost	Ncfsg
državne	državni	Agpfsgy
vlasti	vlast	Ncfsg
(	(	Z
članak	članak	Ncmsn
338.	338.	Mdo
)	)	Z
,	,	Z
protuzakonito	protuzakonit	Agpnsny
posredovanje	posredovanje	Ncnsn
(	(	Z
članak	članak	Ncmsn
343.	343.	Mdo
)	)	Z
,	,	Z
pronevjera	pronevjera	Ncfsn
(	(	Z
članak	članak	Ncmsn
345.	345.	Mdo
)	)	Z
,	,	Z
primanje	primanje	Ncnsa
mita	mit	Ncmsg
(	(	Z
članak	članak	Ncmsn
347.	347.	Mdo
)	)	Z
i	i	Cc
davanje	davanje	Ncnsa
mita	mit	Ncmsg
(	(	Z
članak	članak	Ncmsn
348.	348.	Mdo
)	)	Z
iz	iz	Sg
Kaznenog	kazneni	Agpmsgy
zakona	zakon	Ncmsg
(	(	Z
»	»	Z
Narodne	narodni	Agpfpny
novine	novina	Ncfpn
«	«	Z
,	,	Z
br.	br.	Y
110/97.	110/97.	Mds
,	,	Z
27/98.	27/98.	Mds
,	,	Z
50/00.	50/00.	Mds
,	,	Z
129/00.	129/00.	Mds
,	,	Z
51/01.	51/01.	Mds
,	,	Z
111/03.	111/03.	Mds
,	,	Z
190/03.	190/03.	Mds
,	,	Z
105/04.	105/04.	Mds
,	,	Z
84/05.	84/05.	Mds
,	,	Z
71/06.	71/06.	Mds
,	,	Z
110/07.	110/07.	Mds
,	,	Z
152/08.	152/08.	Mds
,	,	Z
57/11.	57/11.	Mdo
,	,	Z
77/11.	77/11.	Mds
i	i	Cc
143/12.	143/12.	Mdo
)	)	Z
,	,	Z
osim	osim	Cs
ako	ako	Cs
je	biti	Var3s
nastupila	nastupiti	Vmp-sf
rehabilitacija	rehabilitacija	Ncfsn
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
posebnim	poseban	Agpmsiy
zakonom	zakon	Ncmsi

–	–	Z
ni	ni	Cc
pravna	pravni	Agpfsny
osoba	osoba	Ncfsn
ni	ni	Cc
odgovorna	odgovoran	Agpfsny
osoba	osoba	Ncfsn
u	u	Sl
pravnoj	pravni	Agpfsly
osobi	osoba	Ncfsl
nisu	biti	Var3p
pravomoćno	pravomoćno	Rgp
osuđene	osuđen	Agpfpny
za	za	Sa
prekršaje	prekršaj	Ncmpa
iz	iz	Sg
članka	članak	Ncmsg
59.	59.	Mdo
stavka	stavak	Ncmsg
1.	1.	Mdo
podstavka	podstavak	Ncmsg
1.	1.	Mdo
,	,	Z
članka	članak	Ncmsg
62.	62.	Mdo
i	i	Cc
članka	članak	Ncmsg
63.	63.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
,	,	Z
osim	osim	Cs
ako	ako	Cs
je	biti	Var3s
nastupila	nastupiti	Vmp-sf
rehabilitacija	rehabilitacija	Ncfsn
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
posebnim	poseban	Agpmsiy
zakonom	zakon	Ncmsi

–	–	Z
ni	ni	Cc
protiv	protiv	Sg
pravne	pravni	Agpfsgy
osobe	osoba	Ncfsg
ni	ni	Cc
protiv	protiv	Sg
odgovorne	odgovoran	Agpfsgy
osobe	osoba	Ncfsg
u	u	Sl
pravnoj	pravni	Agpfsly
osobi	osoba	Ncfsl
ne	ne	Qz
vodi	voditi	Vmr3s
se	sebe	Px--sa
kazneni	kazneni	Agpmsny
postupak	postupak	Ncmsn
za	za	Sa
kaznena	kazneni	Agpnpay
djela	djelo	Ncnpa
iz	iz	Sg
podstavaka	podstavak	Ncmpg
4.	4.	Mdo
i	i	Cc
5.	5.	Mdo
ovoga	ovaj	Pd-msg
stavka	stavak	Ncmsg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Nadležni	nadležan	Agpmsny
ured	ured	Ncmsn
donijet	donijeti	Vmn
će	htjeti	Var3s
rješenje	rješenje	Ncnsa
kojim	koji	Pi-nsi
se	sebe	Px--sa
odobrava	odobravati	Vmr3s
stalno	stalan	Agpnsny
prikupljanje	prikupljanje	Ncnsn
i	i	Cc
pružanje	pružanje	Ncnsa
humanitarne	humanitaran	Agpfsgy
pomoći	pomoć	Ncfsg
na	na	Sa
zahtjev	zahtjev	Ncmsan
pravne	pravni	Agpfsgy
osobe	osoba	Ncfsg
iz	iz	Sg
članka	članak	Ncmsg
9.	9.	Mdo
stavka	stavak	Ncmsg
2.	2.	Mdo
podstavka	podstavak	Ncmsg
2.	2.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
kojoj	koji	Pi-fsd
je	biti	Var3s
prikupljanje	prikupljanje	Ncnsn
i	i	Cc
pružanje	pružanje	Ncnsn
humanitarne	humanitaran	Agpfsgy
pomoći	pomoć	Ncfsg
registrirana	registriran	Agpfsny
djelatnost	djelatnost	Ncfsn
ako	ako	Cs
su	biti	Var3p
ispunjeni	ispuniti	Appmpny
uvjeti	uvjet	Ncmpn
iz	iz	Sg
stavka	stavak	Ncmsg
2.	2.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
,	,	Z
a	a	Cc
ujedno	ujedno	Rgp
je	biti	Var3s
ispunjen	ispuniti	Appmsnn
jedan	jedan	Mlcmsn
od	od	Sg
sljedećih	sljedeći	Agpmpgy
uvjeta	uvjet	Ncmpg
:	:	Z

–	–	Agpmsny
podnositelj	podnositelj	Ncmsn

