financije	financije	Ncfpa
stavaka	stavak	Ncmpg
1.	1.	Mdo
i	i	Cc
5.	5.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
podnose	podnositi	Vmr3p
se	sebe	Px--sa
na	na	Sl
posebnim	poseban	Agpmply
obrascima	obrazac	Ncmpl
.	.	Z

(	(	Z
9	9	Mdc
)	)	Z
Sadržaj	sadržaj	Ncmsn
obrazaca	obrazac	Ncmpg
iz	iz	Sg
stavka	stavak	Ncmsg
8.	8.	Mdo
ovoga	ovaj	Pd-nsg
članka	članak	Ncmsg
i	i	Cc
način	način	Ncmsan
podnošenja	podnošenje	Ncnsg
propisuje	propisivati	Vmr3s
pravilnikom	pravilnik	Ncmsi
ministar	ministar	Ncmsn
nadležan	nadležan	Agpmsann
za	za	Sa
rad	rad	Ncmsan
.	.	Z

(	(	Z
10	10	Mdc
)	)	Z
Poslodavac	poslodavac	Ncmsn
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-nsg
članka	članak	Ncmsg
dužan	dužan	Agpmsnn
je	biti	Var3s
Agenciji	agencija	Ncfsl
na	na	Sa
njezin	njezin	Agpmsayn
zahtjev	zahtjev	Ncmsan
dostaviti	dostaviti	Vmn
sve	sav	Agpmpay
podatke	podatak	Ncmpa
potrebne	potreban	Agpfpny
za	za	Sa
provedbu	provedba	Ncfsa
postupka	postupak	Ncmsg
osiguranja	osiguranje	Ncnsg
potraživanja	potraživanje	Ncnsg
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
osam	osam	Mlc
dana	dan	Ncmpg
od	od	Sg
dana	dan	Ncmsg
primitka	primitak	Ncmsg
zahtjeva	zahtjev	Ncmpg
.	.	Z

(	(	Z
11	11	Mdc
)	)	Z
Odredbe	odredba	Ncfpn
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
ne	ne	Qz
primjenjuju	primjenjivati	Vmr3p
se	sebe	Px--sa
na	na	Sa
poslodavca	poslodavac	Ncmsay
koji	koji	Pi-msn
je	biti	Var3s
djelomično	djelomično	Rgp
isplatio	isplatiti	Vmp-sm
plaću	plaća	Ncfsa
određenom	određen	Agpmsly
radniku	radnik	Ncmsl
za	za	Sa
određeni	određen	Agpmsayn
mjesec	mjesec	Ncmsan
u	u	Sl
iznosu	iznos	Ncmsl
jednakom	jednak	Agpmsly
ili	ili	Cc
većem	velik	Agcmsly
od	od	Sg
iznosa	iznos	Ncmpg
minimalne	minimalan	Agpfsgy
plaće	plaća	Ncfsg
.	.	Z

Članak	članak	Ncmsn
20.	20.	Mdo
b	b	X

(	(	Z
1	1	Mdc
)	)	Z
O	o	Sl
zahtjevu	zahtjev	Ncmsl
iz	iz	Sg
članka	članak	Ncmsg
20.	20.	Mdo
a	a	Cc
stavka	stavak	Ncmsg
5.	5.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
Agencija	agencija	Ncfsn
odlučuje	odlučivati	Vmr3s
rješenjem	rješenje	Ncnsi
o	o	Sl
pravu	pravo	Ncnsl
na	na	Sa
isplatu	isplata	Ncfsa
neisplaćenih	neisplaćen	Agpfpgy
plaća	plaća	Ncfpg
odnosno	odnosno	Rgp
naknada	naknada	Ncfsn
plaća	plaća	Ncfpg
iz	iz	Sg
članka	članak	Ncmsg
4.	4.	Mdo
c		Npmsg
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
,	,	Z
prema	prema	Sl
popisu	popis	Ncmsl
radnika	radnik	Ncmpg
iz	iz	Sg
članka	članak	Ncmsg
20.	20.	Mdo
a	a	Cc
stavka	stavak	Ncmsg
6.	6.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Rješenjem	rješenje	Ncnsi
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
utvrđuje	utvrđivati	Vmr3s
se	sebe	Px--sa
da	da	Cs
Agencija	agencija	Ncfsn
po	po	Sl
uplati	uplata	Ncfsl
iznosa	iznos	Ncmsg
iz	iz	Sg
rješenja	rješenje	Ncnsg
preuzima	preuzimati	Vmr3s
potraživanje	potraživanje	Ncnsa
radnika	radnik	Ncmpg
prema	prema	Sl
poslodavcu	poslodavac	Ncmsl
za	za	Sa
uplaćeni	uplatiti	Agpmsayn
iznos	iznos	Ncmsan
te	te	Cc
se	sebe	Px--sa
nalaže	nalagati	Vmr3s
poslodavcu	poslodavac	Ncmsd
isplatiti	isplatiti	Vmn
Agenciji	agencija	Ncfsd
taj	taj	Pd-msan
iznos	iznos	Ncmsan
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
sedam	sedam	Mlc
dana	dan	Ncmpg
od	od	Sg
dana	dan	Ncmsg
uplate	uplata	Ncfsg
Agencije	agencija	Ncfsg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Rješenjem	rješenje	Ncnsi
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
nalaže	nalagati	Vmr3s
se	sebe	Px--sa
poslodavcu	poslodavac	Ncmsd
isplatiti	isplatiti	Vmn
Agenciji	agencija	Ncfsd
uplaćeni	uplatiti	Appmsayn
iznos	iznos	Ncmsan
doprinosa	doprinos	Ncmsg
za	za	Sa
obvezna	obvezan	Agpnpay
osiguranja	osiguranje	Ncnpa
iz	iz	Sg
članka	članak	Ncmsg
4.	4.	Mdo
d	d	Sg
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
koji	koji	Pi-mpn
se	sebe	Px--sa
obračunavaju	obračunavati	Vmr3p
na	na	Sa
osnovicu	osnovica	Ncfsa
u	u	Sa
tri	tri	Mlc
mjesečna	mjesečan	Agpmsgn
obroka	obrok	Ncmsg
,	,	Z
počevši	početi	Rr
od	od	Sg
dana	dan	Ncmsg
deblokade	deblokada	Ncfsg
računa	račun	Ncmsg
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Rješenje	rješenje	Ncnsn
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
donosi	donositi	Vmr3s
Agencija	agencija	Ncfsn
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
sedam	sedam	Mlc
dana	dan	Ncmpg
od	od	Sg
dana	dan	Ncmpg
zaprimanja	zaprimanje	Ncnsg
urednog	uredan	Agpmsgy
zahtjeva	zahtjev	Ncmsg
iz	iz	Sg
članka	članak	Ncmsg
20.	20.	Mdo
a	a	Cc
stavka	stavak	Ncmsg
5.	5.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
.	.	Z

(	(	Z
5	5	Mdc
)	)	Z
Rješenje	rješenje	Ncnsn
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
Agencija	agencija	Ncfsn
dostavlja	dostavljati	Vmr3s
poslodavcu	poslodavac	Ncmsd
.	.	Z

(	(	Z
6	6	Mdc
)	)	Z
Rješenje	rješenje	Ncnsn
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
dostavit	dostaviti	Vmn
će	htjeti	Var3s
se	sebe	Px--sa
poslodavcu	poslodavac	Ncmsd
na	na	Sa
adresu	adresa	Ncfsa
sjedišta	sjedište	Ncnsg
,	,	Z
a	a	Cc
ako	ako	Cs
dostava	dostava	Ncfsn
ne	ne	Qz
uspije	uspjeti	Vmr3s
na	na	Sl
toj	taj	Pd-fsl
adresi	adresa	Ncfsl
,	,	Z
obavit	obaviti	Vmn
će	htjeti	Var3s
se	sebe	Px--sa
stavljanjem	stavljanje	Ncnsi
rješenja	rješenje	Ncnsg
na	na	Sa
oglasnu	oglasni	Agpfsay
ploču	ploča	Ncfsa
Agencije	agencija	Ncfsg
.	.	Z

(	(	Z
7	7	Mdc
)	)	Z
O	o	Sl
žalbi	žalba	Ncfsl
protiv	protiv	Sg
rješenja	rješenje	Ncnsg
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
odlučuje	odlučivati	Vmr3s
središnje	središnji	Agpnsay
tijelo	tijelo	Ncnsa
državne	državni	Agpfsgy
uprave	uprava	Ncfsg
nadležno	nadležan	Agpnsny
za	za	Sa
rad	rad	Ncmsan
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
30	30	Mdc
dana	dan	Ncmpg
od	od	Sg
dana	dan	Ncmsg
podnošenja	podnošenje	Ncnsg
žalbe	žalba	Ncfsg
.	.	Z

(	(	Z
8	8	Mdc
)	)	Z
Žalba	žalba	Ncfsn
ne	ne	Qz
odgađa	odgađati	Vmr3s
izvršenje	izvršenje	Ncnsa
rješenja	rješenje	Ncnsg
.	.	Z

(	(	Z
9	9	Mdc
)	)	Z
Protiv	protiv	Sg
rješenja	rješenje	Ncnsg
središnjeg	središnji	Agpnsgy
tijela	tijelo	Ncnsg
državne	državni	Agpfsgy
uprave	uprava	Ncfsg
nadležnog	nadležan	Agpmsgy
za	za	Sa
rad	rad	Ncmsan
iz	iz	Sg
stavka	stavak	Ncmsg
7.	7.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
nije	biti	Var3s
dopuštena	dopustiti	Appfsny
žalba	žalba	Ncfsn
,	,	Z
ali	ali	Cc
se	sebe	Px--sa
može	moći	Vmr3s
pokrenuti	pokrenuti	Vmn
upravni	upravan	Agpmsayn
spor	spor	Ncmsan
.	.	Z

(	(	Z
10	10	Mdc
)	)	Z
Agencija	agencija	Ncfsn
je	biti	Var3s
dužna	dužan	Agpfsny
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
sedam	sedam	Mlc
dana	dan	Ncmpg
od	od	Sg
dana	dan	Ncmpg
izvršnosti	izvršnosti	Vmn
rješenja	rješenje	Ncnsg
izvršiti	izvršiti	Vmn
uplatu	uplata	Ncfsa
iznosa	iznos	Ncmpg
utvrđenih	utvrditi	Appmpgy
rješenjem	rješenje	Ncnsi
na	na	Sa
račun	račun	Ncmsan
radnika	radnik	Ncmpg
.	.	Z

(	(	Z
11	11	Mdc
)	)	Z
Agencija	agencija	Ncfsn
je	biti	Var3s
dužna	dužan	Agpfsny
na	na	Sa
prikladan	prikladan	Agpmsann
način	način	Ncmsan
obavijestiti	obavijestiti	Vmn
poslodavca	poslodavac	Ncmsay
o	o	Sl
danu	dan	Ncmsl
uplate	uplata	Ncfsg
iz	iz	Sg
stavka	stavak	Ncmsg
10.	10.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
na	na	Sa
radni	radni	Agpmsayn
dan	dan	Ncmsan
koji	koji	Pi-msn
prethodi	prethoditi	Vmr3s
danu	dan	Ncmsl
uplate	uplata	Ncfsg
,	,	Z
radi	radi	Sg
predaje	predaja	Ncfsg
izvješća	izvješće	Ncnsg
o	o	Sl
primicima	primitak	Ncmpl
,	,	Z
porezu	porez	Ncmsl
na	na	Sa
dohodak	dohodak	Ncmsan
i	i	Cc
prirezu	prirez	Ncmsl
te	te	Cc
doprinosima	doprinos	Ncmpl
za	za	Sa
obvezna	obvezan	Agpnpay
osiguranja	osiguranje	Ncnpa
prema	prema	Sl
posebnom	poseban	Agpmsly
propisu	propis	Ncmsl
.	.	Z

(	(	Z
12	12	Mdc
)	)	Z
Poslodavac	poslodavac	Ncmsn
je	biti	Var3s
dužan	dužan	Agpmsnn
obavijestiti	obavijestiti	Vmn
Agenciju	agencija	Ncfsa
o	o	Sl
eventualnom	eventualan	Agpnsly
namirenju	namirenje	Ncnsl
potraživanja	potraživanje	Ncnsg
iz	iz	Sg
obračuna	obračun	Ncmsg
neisplaćene	neisplaćen	Agpfsgy
plaće	plaća	Ncfsg
odnosno	odnosno	Rgp
naknade	naknada	Ncfsg
plaće	plaća	Ncfsg
iz	iz	Sg
članka	članak	Ncmsg
20.	20.	Mdo
a	a	Cc
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
.	.	Z

(	(	Z
13	13	Mdc
)	)	Z
Agencija	agencija	Ncfsn
je	biti	Var3s
dužna	dužan	Agpfsny
prije	prije	Sg
uplate	uplata	Ncfsg
iznosa	iznos	Ncmpg
utvrđenih	utvrditi	Appmpgy
rješenjem	rješenje	Ncnsi
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
kod	kod	Sg
Financijske	financijski	Agpfsgy
agencije	agencija	Ncfsg
provjeriti	provjeriti	Vmn
podatke	podatak	Ncmpa
o	o	Sl
tome	taj	Pd-nsl
je	biti	Var3s
li	li	Qq
i	i	Cc
u	u	Sl
kojem	koji	Pi-msl
iznosu	iznos	Ncmsl
namirena	namiriti	Appfsny
tražbina	tražbina	Ncfsn
iz	iz	Sg
zahtjeva	zahtjev	Ncmpg
za	za	Sa
prisilnu	prisilan	Agpfsay
naplatu	naplata	Ncfsa
iz	iz	Sg
članka	članak	Ncmsg
20.	20.	Mdo
a	a	Cc
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
.	.	Z

Članak	članak	Ncmsn
20.	20.	Mdo
c	C	X

(	(	Z
1	1	Mdc
)	)	Z
Agencija	agencija	Ncfsn
je	biti	Var3s
dužna	dužan	Agpfsny
rješenje	rješenje	Ncnsn
iz	iz	Sg
članka	članak	Ncmsg
20.	20.	Mdo
b	b	Ncfsg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
dostaviti	dostaviti	Vmn
Financijskoj	financijski	Agpfsly
agenciji	agencija	Ncfsl
odmah	odmah	Rgp
nakon	nakon	Sg
izvršnosti	izvršnost	Ncfsg
dijela	dio	Ncmsg
rješenja	rješenje	Ncnsg
iz	iz	Sg
članka	članak	Ncmsg
20.	20.	Mdo
b	b	Ncfsg
stavka	stavak	Ncmsg
2.	2.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
kojim	koji	Pi-msi
se	sebe	Px--sa
nalaže	nalagati	Vmr3s
poslodavcu	poslodavac	Ncmsd
isplatiti	isplatiti	Vmn
Agenciji	agencija	Ncfsd
iznos	iznos	Ncmsan
koji	koji	Pi-msn
je	biti	Var3s
uplatila	uplatiti	Vmp-sf
,	,	Z
uz	uz	Sa
zahtjev	zahtjev	Ncmsan
za	za	Sa
izravnu	izravan	Agpfsay
naplatu	naplata	Ncfsa
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Uz	uz	Sa
rješenje	rješenje	Ncnsa
iz	iz	Sg
članka	članak	Ncmsg
20.	20.	Mdo
b	b	Ncfsg
stavka	stavak	Ncmsg
1.	1.	Mdo

