UZ038	UZ038	Npmsn
i	i	Cc
postavljanje	postavljanje	Ncnsa
venskog	venski	Agpmsgy
puta	put	Ncmsg
i	i	Cc
digitalno	digitalan	Agpnsay
arhiviranje	arhiviranje	Ncnsa
6,18	6,18	Mdc
1.359,60	1.359,60	Mdc
UZ043	UZ043	X
Transtorakalna	transtorakalan	Agpfsny
stresna	stresan	Agpfsny
ehokardiografija	ehokardiografija	Ncfsn
(	(	Z
TTE	TTE	Npfsn
)	)	Z
(	(	Z
16	16	Mdc
)	)	Z
Uključuje	uključivati	Vmr3s
digitalnu	digitalan	Agpfsay
pohranu	pohrana	Ncfsa
i	i	Cc
dopler	dopler	Ncmsan
miokarda	miokarda	Ncfpg
i	i	Cc
studiju	studij	Ncmsl
deformacije	deformacija	Ncfsg
KD010	KD010	Mdc
.	.	Z

Pretragu	pretraga	Ncfsa
može	moći	Vmr3s
izvoditi	izvoditi	Vmn
kardiolog	kardiolog	Ncmsn
u	u	Sl
Referentnom	referentan	Agpmsly
centru	centar	Ncmsl
za	za	Sa
ehokardiografiju	ehokardiografija	Ncfsa
ili	ili	Cc
akreditiranom	akreditiran	Agpmsly
ehokardiografskom	ehokardiografski	Agpmsly
laboratoriju	laboratorij	Ncmsl
od	od	Sg
strane	strana	Ncfsg
stručnog	stručan	Agpnsgy
društva	društvo	Ncnsg
(	(	Z
nacionalne	nacionalan	Agpfsgy
radne	radni	Agpfsgy
skupine	skupina	Ncfsg
)	)	Z
kardiolog	kardiolog	Ncmsn
akreditiran	akreditirati	Appmsnn
za	za	Sa
izvođenje	izvođenje	Ncnsa
kompleksnih	kompleksan	Agpfpgy
pretraga	pretraga	Ncfpg
od	od	Sg
strane	strana	Ncfsg
stručnog	stručan	Agpnsgy
društva	društvo	Ncnsg
(	(	Z
nacionalne	nacionalan	Agpfsgy
radne	radni	Agpfsgy
skupine	skupina	Ncfsg
ili	ili	Cc
europskog	europski	Agpnsgy
udruženja	udruženje	Ncnsg
za	za	Sa
ehokardiografiju	ehokardiografija	Ncfsa
)	)	Z
.	.	Z
10,32	10,32	Mdc
2.270,40	2.270,40	Mdc
UZ044	UZ044	Mdc
Kontrastna	kontrastni	Agpfsny
histero-sono-salpingografija	histero-sono-salpingografija	Ncfsn
(	(	Z
HSSG	HSSG	Npmsn
)	)	Z
(	(	Z
1	1	Mdc
,	,	Z
16	16	Mdc
)	)	Z
10,59	10,59	Mdc
2.329,80	2.329,80	Mdc
UZ045	UZ045	Mdc
Transvaginalni	transvaginalan	Agpmsny
UZV	uzv	Ncmsn
/	/	Z
2	2	Mdc
D	D	Y
UZV	UZV	Npmsn
s	sa	Si
transabdominalnim	transabdominalan	Agpmsiy
UZV-om	UZV	Npmsi
(	(	Z
16	16	Mdc
)	)	Z
2,78	2,78	Mdc
611,60	611,60	Mdc
UZ046	UZ046	Mdc
Transvaginalni	Transvaginalna	Npfsl
3	3	Mdc
D	D	Y
UZV	UZV	Npmsn
(	(	Z
16	16	Mdc
)	)	Z
Uključuje	uključivati	Vmr3s
2	2	Mdc
D	D	Y
UZV	UZV	Npmsn
i	i	Cc
transabdominalni	transabdominalna	Ncfsl
UZV-om	uzv-	Ncmsi
3,28	3,28	Mdc
721,60	721,60	Mdc
UZ047	UZ047	Mdc
Transabdominalni	Transabdominalna	Npfsl
2	2	Mdc
D	D	Y
UZV	UZV	Npmsn
(	(	Z
16	16	Mdc
)	)	Z
1,95	1,95	Mdc
429,00	429,00	Mdc
UZ048	UZ048	Mdc
Transabdominalni	Transabdominalna	Npfsl
3	3	Mdc
D	D	Y
i	i	Cc
4	4	Mdc
D	D	Y
UZV	uzv	Ncmsn
kod	kod	Sg
trudnica	trudnica	Ncfpg
(	(	Z
16	16	Mdc
)	)	Z
Po	po	Sl
plodu	plod	Ncmsl
.	.	Z

Uključuje	uključivati	Vmr3s
2	2	Mdc
D	D	Y
UZV	UZV	Npmsn
.	.	Z
3,69	3,69	Mdc
811,80	811,80	Mdc
UZ049	UZ049	Mdc
Transrektalni	Transrektalna	Npfsl
2	2	Mdc
D	D	Y
UZV	UZV	Npmsn
ginekološki	ginekološki	Agpmsny
(	(	Z
16	16	Mdc
)	)	Z
2,89	2,89	Mdc
635,80	635,80	Mdc
UZ050	UZ050	Mdc
Transvaginalni	Transvaginalna	Npfsl
i	i	Cc
transabdominalni	transabdominalna	Ncfsl
3	3	Mdc
D	D	Y
i	i	Cc
4	4	Mdc
D	D	Y
UZV	UZV	Npmsn
(	(	Z
16	16	Mdc
)	)	Z
Mjerenje	mjerenje	Ncnsn
uključuje	uključivati	Vmr3s
i	i	Cc
nuhalni	nuhalan	Agpmsayn
nabor	nabor	Ncmsan
10	10	Mdc
-13	-13	Agpmsayn
tjedan	tjedan	Ncmsan
2,59	2,59	Mdc
569,80	569,80	Mdc
UZ051	UZ051	Mdc
Genetički	genetički	Agpmsny
sonogram	sonogram	Ncmsn
(	(	Z
mini	mina	Ncfsl
anomaly	anomaly	Xf
scan	scan	Xf
ili	ili	Cc
anomaly	anomaly	Xf
scan	scan	Xf
2	2	Mdc
D	D	Y
UZV	UZV	Npmsn
)	)	Z
(	(	Z
16	16	Mdc
)	)	Z
Po	po	Sl
plodu	plod	Ncmsl
3,66	3,66	Mdc
805,20	805,20	Mdc
UZ052	UZ052	Mdc
Transabdominalni	Transabdominalna	Npfsl
3	3	Mdc
D	D	Y
i	i	Cc
4	4	Mdc
D	D	Y
UZV	UZV	Npmsn
anomaly	anomaly	Xf
scan	scan	Xf
(	(	Z
16	16	Mdc
)	)	Z
Uključuje	uključivati	Vmr3s
2	2	Mdc
D	D	Y
ultrazvuk	ultrazvuk	Ncmsan
.	.	Z

Po	po	Sl
plodu	plod	Ncmsl
kod	kod	Sg
trudnica	trudnica	Ncfpg
10.	10.	Mdo
-23.	-23.	Mdo
tjedna	tjedan	Ncmsg
trudnoće	trudnoća	Ncfsg
.	.	Z

Odnosi	odnositi	Vmr3s
se	sebe	Px--sa
isključivo	isključivo	Rgp
na	na	Sa
suprakonzilijarni	suprakonzilijaran	Agpmsayn
pregled	pregled	Ncmsan
u	u	Sl
sveučilišnim	sveučilišni	Agpfply
klinikama	klinika	Ncfpl
.	.	Z
4,73	4,73	Mdc
1.040,60	1.040,60	Mdc
UZ053	UZ053	Mdc
Transabdominalni	Transabdominalna	Npfsl
2	2	Mdc
D	D	Y
UZV	UZV	Npmsn
u	u	Sl
trudnoći	trudnoća	Ncfsl
do	do	Sg
14	14	Mdc
tjedana	tjedan	Ncmpg
(	(	Z
16	16	Mdc
)	)	Z
2,62	2,62	Mdc
576,40	576,40	Mdc
UZ054	UZ054	Mdc
Transabdominalni	Transabdominalna	Npfsl
2	2	Mdc
D	D	Y
UZV	UZV	Npmsn
u	u	Sl
trudnoći	trudnoća	Ncfsl
nakon	nakon	Sg
14	14	Mdc
tjedana	tjedan	Ncmpg
(	(	Z
16	16	Mdc
)	)	Z
Anatomija	anatomija	Ncfsn
,	,	Z
biometrija	biometrija	Ncfsn
i	i	Cc
dinamika	dinamika	Ncfsn
ploda	plod	Ncmsg
3,34	3,34	Mdc
734,80	734,80	Mdc
UZ055	UZ055	Mdc
Ultrazvučno	ultrazvučan	Agpnsny
mjerenje	mjerenje	Ncnsn
protoka	protok	Ncmsg
fetalne	fetalan	Agpfsgy
krvi	krv	Ncfsg
ili	ili	Cc
krvotoka	krvotok	Ncmsg
utersa	uters	Ncmpg
(	(	Z
16	16	Mdc
)	)	Z
Po	po	Sl
fetusu	fetus	Ncmsl
Ne	ne	Qz
uključuje	uključivati	Vmr3s
drugi	drugi	Mlomsn
UZV	uzv	Agpmsny
pregled	pregled	Ncmsn
2,04	2,04	Mdc
448,80	448,80	Mdc
UZ056	UZ056	Mdc
Transvaginalni	transvaginalan	Agpmsny
color	color	Ncmsn
doppler	doppler	Ncmsan
UZV	UZV	Npmsan
(	(	Z
16	16	Mdc
)	)	Z
Ne	ne	Qz
uključuje	uključivati	Vmr3s
drugi	drugi	Mlomsn
UZV	uzv	Agpmsny
pregled	pregled	Ncmsn
2,59	2,59	Mdc
569,80	569,80	Mdc
UZ057	UZ057	Mdc
UZV	UZV	Y
+	+	Z
chordocenteza	chordocenteza	Ncfpg
nakon	nakon	Sg
20.	20.	Mdo
tjedna	tjedan	Ncmsg
(	(	Z
bez	bez	Sg
antiD	anti	Ncmsg
)	)	Z
(	(	Z
16	16	Mdc
)	)	Z
4,73	4,73	Mdc
1.040,60	1.040,60	Mdc
UZ058	UZ058	Mdc
UZV	UZV	Y
+	+	Z
chordocenteza	chordocenteza	Ncfpg
nakon	nakon	Sg
20.	20.	Mdo
tjedna	tjedan	Ncmsg
(	(	Z
s	sa	Sg
antiD	anti	Ncmsg
)	)	Z
(	(	Z
16	16	Mdc
)	)	Z
10,29	10,29	Mdc
2.263,80	2.263,80	Mdc
UZ059	UZ059	Y
UZV	UZV	Npmsn
iza	iza	Sg
14	14	Mdc
tjedana	tjedan	Ncmpg
+	+	Z
amniocenteza	amniocenteza	Ncfpg
(	(	Z
bez	bez	Sg
antiD	antia	Ncfsg
)	)	Z
(	(	Z
16	16	Mdc
)	)	Z
4,19	4,19	Mdc
921,80	921,80	Mdc
UZ060	UZ060	Y
UZV	UZV	Npmsn
iza	iza	Sg
14	14	Mdc
tjedana	tjedan	Ncmpg
+	+	Z
amniocenteza	amniocenteza	Ncfpg
(	(	Z
s	sa	Si
antiD	ant	Agpfpiy
)	)	Z
(	(	Z
16	16	Mdc
)	)	Z
9,75	9,75	Mdc
2.145,00	2.145,00	Mdc
UZ061	UZ061	Mdc
Stres	stres	Ncmsn
ehokardiografija	ehokardiografija	Ncfpg
(	(	Z
16	16	Mdc
)	)	Z
4,24	4,24	Mdc
932,80	932,80	Mdc
UZ062	UZ062	Mdc
Transtorakalna	transtorakalan	Agpfsny
ehokardiografija	ehokardiografija	Ncfsn
(	(	Z
16	16	Mdc
)	)	Z
S	sa	Si
doppler	doppler	Agpfsiy
metodom	metoda	Ncfsi
3,93	3,93	Mdc
864,60	864,60	Mdc
UZ063	UZ063	Mdc
Kontrastna	kontrastni	Agpfsny
ehokardiografija	ehokardiografija	Ncfsn
(	(	Z
16	16	Mdc
)	)	Z
3,51	3,51	Mdc
772,20	772,20	Mdc
UZ064	UZ064	Mdc
Trodimenzionalna	trodimenzionalan	Agpfsny
3	3	Mdc
D	D	Y
ehokardiografija	ehokardiografija	Ncfpg
(	(	Z
16	16	Mdc
)	)	Z
4,59	4,59	Mdc
1.009,80	1.009,80	Mdc
UZ065	UZ065	Mdc
Ultrazvučno	ultrazvučan	Agpnsny
navođenje	navođenje	Ncnsn
igle	igla	Ncfsg
za	za	Sa
punkciju	punkcija	Ncfsa
ili	ili	Cc
biopsiju	biopsija	Ncfsa
(	(	Z
11	11	Mdc
,	,	Z
16	16	Mdc
)	)	Z
Odnosi	odnos	Ncmpn
sa	sa	Si
na	na	Sa
ponovni	ponovan	Agpmsayn
ultrazvučni	ultrazvučan	Agpmsayn
pregled	pregled	Ncmsan
pri	pri	Sl
kojem	koji	Pi-msl
se	sebe	Px--sa
radi	raditi	Vmr3s
punkcija	punkcija	Ncfsn
ili	ili	Cc
biopsija	biopsija	Ncfsn
.	.	Z

Ne	ne	Qz
uključuje	uključivati	Vmr3s
trošak	trošak	Ncmsan
igle	igla	Ncfsg
.	.	Z
1,04	1,04	Mdc
228,80	228,80	Mdc
UZ066	UZ066	Mdc
Endoskopski	endoskopski	Agpmsny
UZV	UZV	Npmsn
(	(	Z
15	15	Mdc
,	,	Z
16	16	Mdc
)	)	Z
Uključuje	uključivati	Vmr3s
pregled	pregled	Ncmsan
ezofagogastroduodenuma	ezofagogastroduodenuma	Ncfpg
i	i	Cc
okolnih	okolni	Agpfpgy
struktura	struktura	Ncfpg
UZV	UZV	Npfsg
sondom	sonda	Ncfsi
.	.	Z

Uključuje	uključivati	Vmr3s
upotrebu	upotreba	Ncfsa
balona	balon	Ncmsg
.	.	Z
14,77	14,77	Mdc
3.249,40	3.249,40	Mdc
UZ067	UZ067	Mdc
Transrektalni	transrektalan	Agpmsny
enterološki	enterološki	Agpmsny
UZV	uzv	Ncmsn
(	(	Z
11	11	Mdc
,	,	Z
16	16	Mdc
)	)	Z
Ne	ne	Qz
uključuje	uključivati	Vmr3s
balon	balon	Ncmsan
.	.	Z
2,36	2,36	Mdc
519,20	519,20	Mdc
ZS001	ZS001	Mdc
Grupni	grupni	Agpmsny
trening	trening	Ncmsn
socijalnih	socijalan	Agpmpgy
(	(	Z
životnih	životan	Agpfpgy
)	)	Z
vještina	vještina	Ncfsn
mala	mali	Agpfsny
grupa	grupa	Ncfsn
do	do	Sg
10	10	Mdc
pacijenata	pacijent	Ncmpg
Trening	trening	Ncmsn
socijalnih	socijalan	Agpfpgy
vještina	vještina	Ncfpg
uključujući	uključivati	Agpmsny
trening	trening	Ncmsn
životnih	životan	Agpfpgy
vještina	vještina	Ncfpg
,	,	Z
trening	trening	Ncmsn
roditeljskih	roditeljski	Agpfpgy
vještina	vještina	Ncfpg
,	,	Z
trening	trening	Ncmsn
komunikacijske	komunikacijski	Agpfsgy
vještina	vještina	Ncfsn
,	,	Z
itd.	itd.	Y

Provodi	provoditi	Vmr3s
ga	on	Pp3msa
VSS	vss	Agpmsny
djelatnik	djelatnik	Ncmsn
(	(	Z
klinički	klinički	Agpmsny
psiholog	psiholog	Ncmsn
,	,	Z
socijalni	socijalan	Agpmsny
pedagog	pedagog	Ncmsn
,	,	Z
edukacijski	edukacijski	Agpmsny
rehabilitator	rehabilitator	Ncmsn
,	,	Z
socijalni	socijalan	Agpmsny
radnik	radnik	Ncmsn
,	,	Z
radni	radni	Agpmsny
terapeut	terapeut	Ncmsn
)	)	Z
.	.	Z

Obračunava	obračunavati	Vmr3s
se	sebe	Px--sa
po	po	Sl
pacijentu	pacijent	Ncmsl
i	i	Cc
ne	ne	Qz
može	moći	Vmr3s
se	sebe	Px--sa
obračunati	obračunati	Vmn
uz	uz	Sa
DB	db	Ncmsan
.	.	Z
0,32	0,32	Mdc
70,40	70,40	Mdc
ZS002	ZS002	Mdc
Grupni	grupni	Agpmsny
trening	trening	Ncmsn
socijalnih	socijalan	Agpmpgy
(	(	Z
životnih	životan	Agpfpgy
)	)	Z
vještina	vještina	Ncfsn
u	u	Sl
srednjoj	srednji	Agpfsly
grupi	grupa	Ncfsl
od	od	Sg
10	10	Mdc
-	-	Z
20	20	Mdc
pacijenata	pacijent	Ncmpg
Trening	trening	Ncmsn
socijalnih	socijalan	Agpfpgy
vještina	vještina	Ncfpg
uključujući	uključivati	Agpmsny
trening	trening	Ncmsn
životnih	životan	Agpfpgy
vještina	vještina	Ncfpg
,	,	Z

