liste	lista	Ncfpa
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
,	,	Z
Natječaja	natječaj	Ncmsg
,	,	Z
ili	ili	Cc
nije	biti	Var3s
ispunio	ispuniti	Vmp-sm
obveze	obveza	Ncfpa
određene	određen	Agpfpay
Ugovorom	ugovor	Ncmsi
,	,	Z
ili	ili	Cc
ako	ako	Cs
je	biti	Var3s
utvrđena	utvrditi	Appfsny
nepravilnost	nepravilnost	Ncfsn
ujedno	ujedno	Rgp
i	i	Cc
sumnja	sumnjati	Vmr3s
na	na	Sa
prijevaru	prijevara	Ncfsa
,	,	Z

c	C	Npmsn
)	)	Z
ukoliko	ukoliko	Cs
lokalna	lokalan	Agpfsny
inicijativa	inicijativa	Ncfsn
ne	ne	Qz
dostavi	dostaviti	Vmr3s
niti	niti	Qo
jedan	jedan	Mlcmsan
Zahtjev	zahtjev	Ncmsan
za	za	Sa
isplatu	isplata	Ncfsa
,	,	Z

d	d	Npmsn
)	)	Z
ukoliko	ukoliko	Cs
za	za	Sa
više	mnogo	Rgc
od	od	Sg
polovice	polovica	Ncfsg
podnesenih	podnesen	Agpmpgy
Zahtjeva	zahtjev	Ncmpg
za	za	Sa
isplatu	isplata	Ncfsa
Upravljačko	upravljački	Agpnsay
tijelo	tijelo	Ncnsa
donese	donijeti	Vmr3s
Odluku	odluka	Ncfsa
o	o	Sl
odbijanju	odbijanje	Ncnsl
Zahtjeva	zahtjev	Ncmsg
za	za	Sa
isplatu	isplata	Ncfsa
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Upravljačko	upravljački	Agpnsny
tijelo	tijelo	Ncnsn
će	htjeti	Var3s
Odlukom	odluka	Ncfsi
o	o	Sl
povratu	povrat	Ncmsl
sredstava	sredstvo	Ncnpg
od	od	Sg
lokalne	lokalan	Agpfsgy
inicijative	inicijativa	Ncfsg
zahtijevati	zahtijevati	Vmn
povrat	povrat	Ncmsan
u	u	Sl
slučaju	slučaj	Ncmsl
:	:	Z

a	a	Cc
)	)	Z
administrativne	administrativan	Agpfpny
pogreške	pogreška	Ncfpn
/	/	Z
pogrešne	pogrešan	Agpfsgy
isplate	isplata	Ncfsg
;	;	Z

b	b	I
)	)	Z
nepravilnosti	nepravilnost	Ncfsg
utvrđene	utvrditi	Appfpny
nakon	nakon	Sg
isplate	isplata	Ncfsg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Odluka	odluka	Ncfsn
o	o	Sl
povratu	povrat	Ncmsl
sredstava	sredstvo	Ncnpg
u	u	Sl
slučaju	slučaj	Ncmsl
utvrđene	utvrditi	Agpfsgy
administrativne	administrativan	Agpfsgy
pogreške	pogreška	Ncfsg
/	/	Z
pogrešne	pogrešan	Agpfsgy
isplate	isplata	Ncfsg
izdaje	izdavati	Vmr3s
se	sebe	Px--sa
u	u	Sl
slučaju	slučaj	Ncmsl
preplate	preplata	Ncfsg
/	/	Z
krive	kriv	Agpfpay
isplate	isplata	Ncfpa
ili	ili	Cc
bilo	bilo	Qo
koje	koji	Pi-fsg
druge	drugi	Mlofsg
administrativne	administrativan	Agpfpay
greške	greška	Ncfpa
učinjene	učiniti	Appfpay
od	od	Sg
strane	strana	Ncfsg
Upravljačkog	upravljački	Agpnsgy
tijela	tijelo	Ncnsg
prilikom	prilikom	Sg
provedbe	provedba	Ncfsg
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
i	i	Cc
Natječaja	natječaj	Ncmsg
,	,	Z
kojom	koji	Pi-fsi
će	htjeti	Var3s
se	sebe	Px--sa
od	od	Sg
korisnika	korisnik	Ncmpg
zatražiti	zatražiti	Vmn
povrat	povrat	Ncmsan
tog	taj	Pd-msg
iznosa	iznos	Ncmsg
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Korisnik	korisnik	Ncmsn
je	biti	Var3s
obvezan	obvezan	Agpmsnn
vratiti	vratiti	Vmn
sredstva	sredstvo	Ncnpa
u	u	Sl
roku	rok	Ncmsl
30	30	Mdc
dana	dan	Ncmpg
od	od	Sg
dana	dan	Ncmsg
primitka	primitak	Ncmsg
Odluke	odluka	Ncfsg
o	o	Sl
povratu	povrat	Ncmsl
sredstava	sredstvo	Ncnpg
u	u	Sl
slučaju	slučaj	Ncmsl
utvrđene	utvrditi	Agpfsgy
administrativne	administrativan	Agpfsgy
greške	greška	Ncfsg
.	.	Z

(	(	Z
5	5	Mdc
)	)	Z
U	u	Sl
slučaju	slučaj	Ncmsl
kada	kada	Cs
je	biti	Var3s
utvrđena	utvrditi	Appfsny
nepravilnost	nepravilnost	Ncfsn
nakon	nakon	Sg
prve	prvi	Mlofsg
isplate	isplata	Ncfsg
,	,	Z
a	a	Cc
prije	prije	Sg
zadnje	zadnji	Agpfsgy
isplate	isplata	Ncfsg
Upravljačko	upravljački	Agpnsny
tijelo	tijelo	Ncnsn
će	htjeti	Var3s
odbiti	odbiti	Vmn
od	od	Sg
sljedećeg	sljedeći	Agpmsgy
Zahtjeva	zahtjev	Ncmsg
za	za	Sa
isplatu	isplata	Ncfsa
iznos	iznos	Ncmsan
nepravilnog	nepravilan	Agpmsgy
troška	trošak	Ncmsg
i	i	Cc
izdati	izdati	Vmn
Odluku	odluka	Ncfsa
o	o	Sl
isplati	isplata	Ncfsl
u	u	Sl
kojoj	koji	Pi-fsl
će	htjeti	Var3s
ukupan	ukupan	Agpmsnn
iznos	iznos	Ncmsn
biti	biti	Van
umanjen	umanjiti	Appmsnn
za	za	Sa
iznos	iznos	Ncmsan
nepravilnog	nepravilan	Agpmsgy
troška	trošak	Ncmsg
.	.	Z

(	(	Z
6	6	Mdc
)	)	Z
Odluka	odluka	Ncfsn
o	o	Sl
povratu	povrat	Ncmsl
sredstava	sredstvo	Ncnpg
u	u	Sl
slučaju	slučaj	Ncmsl
nepravilnosti	nepravilnost	Ncfsg
utvrđene	utvrditi	Appfpny
nakon	nakon	Sg
konačne	konačan	Agpfsgy
isplate	isplata	Ncfsg
izdaje	izdaja	Ncfsg
se	sebe	Px--sa
:	:	Z

a	a	Cc
)	)	Z
u	u	Sl
slučaju	slučaj	Ncmsl
utvrđenih	utvrditi	Agpmpgy
pojedinih	pojedini	Agpmpgy
nepravilno	nepravilno	Rgp
isplaćenih	isplatiti	Agpmpgy
troškova	trošak	Ncmpg
,	,	Z
odnosno	odnosno	Rgp
kada	kada	Cs
utvrđeni	utvrditi	Appmpny
nepravilni	nepravilan	Agpmsny
iznos	iznos	Ncmsn
ne	ne	Qz
prelazi	prelaziti	Vmr3s
50	50	Mdc
posto	posto	Rgp
ukupnih	ukupan	Agpmpgy
prihvatljivih	prihvatljiv	Agpmpgy
troškova	trošak	Ncmpg
.	.	Z

Odlukom	odluka	Ncfsi
o	o	Sl
povratu	povrat	Ncmsl
sredstava	sredstvo	Ncnpg
Upravljačko	upravljački	Agpnsny
tijelo	tijelo	Ncnsn
će	htjeti	Var3s
zahtijevati	zahtijevati	Vmn
od	od	Sg
korisnika	korisnik	Ncmpg
povrat	povrat	Ncmsn
utvrđenog	utvrditi	Agpmsgy
nepravilnog	nepravilan	Agpmsgy
iznosa	iznos	Ncmsg
;	;	Z

b	b	Npmsn
)	)	Z
ukoliko	ukoliko	Cs
utvrđeni	utvrditi	Agpmsny
nepravilni	nepravilan	Agpmsny
iznos	iznos	Ncmsn
prelazi	prelaziti	Vmr3s
50	50	Mdc
posto	posto	Rgp
ukupnih	ukupan	Agpmpgy
prihvatljivih	prihvatljiv	Agpmpgy
troškova	trošak	Ncmpg
.	.	Z

Odlukom	odluka	Ncfsi
o	o	Sl
povratu	povrat	Ncmsl
sredstava	sredstvo	Ncnpg
Upravljačko	upravljački	Agpnsny
tijelo	tijelo	Ncnsn
će	htjeti	Var3s
zahtijevati	zahtijevati	Vmn
od	od	Sg
korisnika	korisnik	Ncmpg
povrat	povrat	Ncmsn
ukupno	ukupno	Rgp
isplaćenih	isplatiti	Agpnpgy
sredstava	sredstvo	Ncnpg
potpore	potpora	Ncfsg
;	;	Z

c	C	Npmsn
)	)	Z
ukoliko	ukoliko	Cs
utvrđena	utvrditi	Appfsny
nepravilnost	nepravilnost	Ncfsn
ujedno	ujedno	Rgp
predstavlja	predstavljati	Vmr3s
sumnju	sumnja	Ncfsa
na	na	Sa
prijevaru	prijevara	Ncfsa
.	.	Z

Odlukom	odluka	Ncfsi
o	o	Sl
povratu	povrat	Ncmsl
sredstava	sredstvo	Ncnpg
Upravljačko	upravljački	Agpnsny
tijelo	tijelo	Ncnsn
će	htjeti	Var3s
zahtijevati	zahtijevati	Vmn
od	od	Sg
korisnika	korisnik	Ncmpg
povrat	povrat	Ncmsn
ukupno	ukupno	Rgp
isplaćenih	isplatiti	Agpnpgy
sredstava	sredstvo	Ncnpg
potpore	potpora	Ncfsg
,	,	Z
te	te	Cc
će	htjeti	Var3s
o	o	Sl
istome	isti	Agpmsly
izvijestiti	izvijestiti	Vmn
Državno	državni	Agpnsny
odvjetništvo	odvjetništvo	Ncnsn
Republike	republika	Ncfsg
Hrvatske	Hrvatska	Npfsg
.	.	Z

(	(	Z
7	7	Mdc
)	)	Z
Odluka	odluka	Ncfsn
o	o	Sl
povratu	povrat	Ncmsl
sredstava	sredstvo	Ncnpg
iz	iz	Sg
stavka	stavak	Ncmsg
2.	2.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
je	biti	Var3s
konačna	konačan	Agpfsny
.	.	Z

(	(	Z
8	8	Mdc
)	)	Z
Na	na	Sl
temelju	temelj	Ncmsl
Odluke	odluka	Ncfsg
o	o	Sl
povratu	povrat	Ncmsl
sredstava	sredstvo	Ncnpg
korisnik	korisnik	Ncmsn
je	biti	Var3s
dužan	dužan	Agpmsnn
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
30	30	Mdc
dana	dan	Ncmpg
od	od	Sg
dana	dan	Ncmsg
zaprimanja	zaprimanje	Ncnsg
Odluke	odluka	Ncfsg
izvršiti	izvršiti	Vmn
povrat	povrat	Ncmsan
sredstava	sredstvo	Ncnpg
na	na	Sa
način	način	Ncmsan
određen	određen	Agpmsann
Odlukom	odluka	Ncfsi
.	.	Z

(	(	Z
9	9	Mdc
)	)	Z
Ukoliko	ukoliko	Cs
korisnik	korisnik	Ncmsn
nije	biti	Var3s
postupio	postupiti	Vmp-sm
sukladno	sukladno	Rgp
Odluci	odluka	Ncfsl
o	o	Sl
povratu	povrat	Ncmsl
sredstava	sredstvo	Ncnpg
,	,	Z
na	na	Sa
iznos	iznos	Ncmsan
koji	koji	Pi-msn
podliježe	podlijegati	Vmr3s
povratu	povrat	Ncmsd
se	sebe	Px--sa
nakon	nakon	Sg
isteka	istek	Ncmsg
roka	rok	Ncmsg
iz	iz	Sg
stavka	stavak	Ncmsg
8.	8.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
obračunava	obračunavati	Vmr3s
zakonska	zakonski	Agpfsny
zatezna	zatezni	Agpfsny
kamata	kamata	Ncfsn
.	.	Z

(	(	Z
10	10	Mdc
)	)	Z
U	u	Sl
slučaju	slučaj	Ncmsl
nepoštivanja	nepoštivanje	Ncnsg
roka	rok	Ncmsg
za	za	Sa
povrat	povrat	Ncmsan
sredstava	sredstvo	Ncnpg
Upravljačko	upravljački	Agpnsny
tijelo	tijelo	Ncnsn
će	htjeti	Var3s
zatražiti	zatražiti	Vmn
zaštitu	zaštita	Ncfsa
svojih	svoj	Px-npg
prava	pravo	Ncnpg
putem	put	Sg
nadležnog	nadležan	Agpmsgy
suda	sud	Ncmsg
.	.	Z

XI	xi	Mrc
.	.	Z

PRIJELAZNE	prijelazan	Agpfpny
I	i	Cc
ZAVRŠNE	završan	Agpfpay
ODREDBE	odredba	Ncfpa

Članak	članak	Ncmsn
21.	21.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Odluke	odluka	Ncfpn
koje	koji	Pi-fpn
proizlaze	proizlaziti	Vmr3p
iz	iz	Sg
ovog	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
nisu	biti	Var3p
upravni	upravan	Agpmpny
akti	akt	Ncmpn
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Lokalna	lokalan	Agpfsny
inicijativa	inicijativa	Ncfsn
može	moći	Vmr3s
izjaviti	izjaviti	Vmn
prigovor	prigovor	Ncmsan
Povjerenstvu	povjerenstvo	Ncnsd
za	za	Sa
rješavanje	rješavanje	Ncnsa
po	po	Sl
prigovorima	prigovor	Ncmpl
(	(	Z
u	u	Sl
daljnjem	daljnji	Agpmsly
tekstu	tekst	Ncmsl
:	:	Z
Povjerenstvo	povjerenstvo	Ncnsn
)	)	Z
koje	koji	Pi-nsn
imenuje	imenovati	Vmr3s
ministar	ministar	Ncmsn
,	,	Z
na	na	Sa
:	:	Z

a	a	Cc
)	)	Z
Odluku	odluka	Ncfsa
o	o	Sl
dodjeli	dodjela	Ncfsl
sredstava	sredstvo	Ncnpg
iz	iz	Sg
članka	članak	Ncmsg
13.	13.	Mdo
stavka	stavak	Ncmsg
1.	1.	Mdo
točke	točka	Ncfsg
a	a	Cc
)	)	Z
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg

b	b	Npmsn
)	)	Z
Odluku	odluka	Ncfsa
o	o	Sl
odbijanju	odbijanje	Ncnsl
iz	iz	Sg
članka	članak	Ncmsg
13.	13.	Mdo
stavka	stavak	Ncmsg
1.	1.	Mdo
točke	točka	Ncfsg
b	b	X
)	)	Z
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
,	,	Z

c	C	Npmsn
)	)	Z
Odluku	odluka	Ncfsa
o	o	Sl
odbijanju	odbijanje	Ncnsl
Zahtjeva	zahtjev	Ncmsg
za	za	Sa
isplatu	isplata	Ncfsa
iz	iz	Sg
članka	članak	Ncmsg
18.	18.	Mdo
stavka	stavak	Ncmsg
1.	1.	Mdo
točke	točka	Ncfsg
b	b	X
)	)	Z
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Ostali	ostali	Agpmpny
akti	akt	Ncmpn
proizašli	proizaći	Vmp-pm
iz	iz	Sg
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
su	biti	Var3p
konačni	konačan	Agpmpny
i	i	Cc
korisnik	korisnik	Ncmsn
nema	nemati	Vmr3s
pravo	pravo	Ncnsa
prigovora	prigovor	Ncmpg
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Prigovori	prigovor	Ncmpn
iz	iz	Sg
stavka	stavak	Ncmsg
2.	2.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
podnose	podnositi	Vmr3p
se	sebe	Px--sa
preporučenom	preporučiti	Agpfsiy
pošiljkom	pošiljka	Ncfsi
s	sa	Si
povratnicom	povratnica	Ncfsi
,	,	Z
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
petnaest	petnaest	Mlc
dana	dan	Ncmpg
od	od	Sg
zaprimanja	zaprimanje	Ncnsg
akata	akt	Ncmpg
iz	iz	Sg
stavka	stavak	Ncmsg
2.	2.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
,	,	Z
na	na	Sa
adresu	adresa	Ncfsa
Ministarstvo	ministarstvo	Ncnsa
poljoprivrede	poljoprivreda	Ncfsg
,	,	Z
Uprava	uprava	Ncfsn
ribarstva	ribarstvo	Ncnsg
,	,	Z
Planinska	planinski	Agpfsny
2	2	Mdc
a	a	Cc
,	,	Z
10	10	Mdc

