izvršavanje	izvršavanje	Ncnsa
i	i	Cc
/	/	Z
ili	ili	Cc
nestručnoj	nestručan	Agpfsly
ovlaštenoj	ovlašten	Agpfsly
stručnoj	stručan	Agpfsly
organizaciji	organizacija	Ncfsl
ili	ili	Cc
osobi	osoba	Ncfsl
(	(	Z
članak	članak	Ncmsn
101.	101.	Mdo
stavci	stavak	Ncmpn
1.	1.	Mdo
i	i	Cc
2.	2.	Mdo
)	)	Z

42.	42.	Mdo
ako	ako	Cs
financijski	financijski	Agpmpny
izvještaji	izvještaj	Ncmpn
nisu	biti	Var3p
sastavljeni	sastaviti	Appmpny
od	od	Sg
osobe	osoba	Ncfsg
koja	koji	Pi-fsn
rukovodi	rukovoditi	Vmr3s
službom	služba	Ncfsi
računovodstva	računovodstvo	Ncnsg
jedinice	jedinica	Ncfsg
lokalne	lokalan	Agpfsgy
i	i	Cc
područne	područni	Agpfsgy
(	(	Z
regionalne	regionalan	Agpfsgy
)	)	Z
samouprave	samouprava	Ncfsg
i	i	Cc
proračunskog	proračunski	Agpmsayy
korisnika	korisnik	Ncmsay
ili	ili	Cc
osoba	osoba	Ncfpg
kojoj	koji	Pi-fsd
je	biti	Var3s
povjereno	povjeriti	Appnsny
vođenje	vođenje	Ncnsn
računovodstva	računovodstvo	Ncnsg
te	te	Cc
ako	ako	Cs
nisu	biti	Var3p
potpisani	potpisan	Agpmpny
i	i	Cc
podneseni	podnesen	Agpmpny
od	od	Sg
strane	strana	Ncfsg
odgovorne	odgovoran	Agpfsgy
osobe	osoba	Ncfsg
jedinice	jedinica	Ncfsg
lokalne	lokalan	Agpfsgy
i	i	Cc
područne	područni	Agpfsgy
(	(	Z
regionalne	regionalan	Agpfsgy
)	)	Z
samouprave	samouprava	Ncfsg
i	i	Cc
proračunskog	proračunski	Agpmsgy
korisnika	korisnik	Ncmsg
ili	ili	Cc
osobe	osoba	Ncfsg
koju	koji	Pi-fsa
ona	on	Pp3fsn
ovlasti	ovlastiti	Vmr3s
da	da	Cs
potpisuje	potpisivati	Vmr3s
financijske	financijski	Agpmpay
izvještaje	izvještaj	Ncmpa
(	(	Z
članak	članak	Ncmsn
101.	101.	Mdo
stavci	stavak	Ncmpn
3.	3.	Mdo
i	i	Cc
4.	4.	Mdo
)	)	Z

43.	43.	Mdo
ako	ako	Cs
jedinica	jedinica	Ncfsn
lokalne	lokalan	Agpfsgy
i	i	Cc
područne	područni	Agpfsgy
(	(	Z
regionalne	regionalan	Agpfsgy
)	)	Z
samouprave	samouprava	Ncfsg
i	i	Cc
proračunski	proračunski	Agpmsny
korisnik	korisnik	Ncmsn
nemaju	nemati	Vmr3p
poslovne	poslovan	Agpfpny
knjige	knjiga	Ncfpn
–	–	Z
dnevnik	dnevnik	Ncmsn
,	,	Z
glavnu	glavni	Agpfsay
knjigu	knjiga	Ncfsa
i	i	Cc
pomoćne	pomoćan	Agpfpay
knjige	knjiga	Ncfpa
(	(	Z
članak	članak	Ncmsn
102.	102.	Mdo
stavak	stavak	Ncmsn
1.	1.	Mdo
)	)	Z

44.	44.	Mdo
ako	ako	Cs
knjigovodstvene	knjigovodstven	Agpfsgy
isprave	isprava	Ncfsg
i	i	Cc
postupanje	postupanje	Ncnsa
s	sa	Si
njima	oni	Pp3-pi
nisu	biti	Var3p
vjerodostojne	vjerodostojan	Agpfpny
,	,	Z
istinite	istinit	Agpfpay
i	i	Cc
uredne	uredan	Agpfpay
knjigovodstvenim	knjigovodstven	Agpfpiy
ispravama	isprava	Ncfpi
(	(	Z
članak	članak	Ncmsn
103.	103.	Mdo
stavak	stavak	Ncmsn
2.	2.	Mdo
)	)	Z

45.	45.	Mdo
ako	ako	Cs
se	sebe	Px--sa
financijski	financijski	Agpmpny
izvještaji	izvještaj	Ncmpn
ne	ne	Qz
sastavljaju	sastavljati	Vmr3p
i	i	Cc
ako	ako	Cs
se	sebe	Px--sa
iz	iz	Sg
njih	oni	Pp3-pg
ne	ne	Qz
vide	vidjeti	Vmr3p
podaci	podatak	Ncmpn
o	o	Sl
stanju	stanje	Ncnsl
i	i	Cc
strukturi	struktura	Ncfsl
,	,	Z
te	te	Cc
promjenama	promjena	Ncfpl
u	u	Sl
vrijednosti	vrijednost	Ncfsl
i	i	Cc
obujmu	obujam	Ncmsl
imovine	imovina	Ncfsg
,	,	Z
obveza	obveza	Ncfpg
,	,	Z
vlastitih	vlastit	Agpmpgy
izvora	izvor	Ncmpg
,	,	Z
prihoda	prihod	Ncmpg
,	,	Z
rashoda	rashod	Ncmpg
,	,	Z
primitaka	primitak	Ncmpg
i	i	Cc
izdataka	izdatak	Ncmpg
,	,	Z
odnosno	odnosno	Rgp
novčanih	novčan	Agpmpgy
tokova	tok	Ncmpg
te	te	Cc
ako	ako	Cs
se	sebe	Px--sa
financijski	financijski	Agpmpny
izvještaji	izvještaj	Ncmpn
ne	ne	Qz
sastavljaju	sastavljati	Vmr3p
za	za	Sa
razdoblja	razdoblje	Ncnpa
u	u	Sl
tijeku	tijek	Ncmsl
proračunske	proračunski	Agpfsgy
godine	godina	Ncfsg
i	i	Cc
za	za	Sa
tekuću	tekući	Agpfsay
proračunsku	proračunski	Agpfsay
godinu	godina	Ncfsa
(	(	Z
članak	članak	Ncmsn
105.	105.	Mdo
stavci	stavak	Ncmpn
1.	1.	Mdo
,	,	Z
2.	2.	Mdo
i	i	Cc
3.	3.	Mdo
)	)	Z

46.	46.	Mdo
ako	ako	Cs
se	sebe	Px--sa
financijski	financijski	Agpmpny
izvještaji	izvještaj	Ncmpn
za	za	Sa
razdoblja	razdoblje	Ncnpa
u	u	Sl
tijeku	tijek	Ncmsl
godine	godina	Ncfsg
ne	ne	Qz
čuvaju	čuvati	Vmr3p
do	do	Sg
predaje	predaja	Ncfsg
financijskih	financijski	Agpmpgy
izvještaja	izvještaj	Ncmpg
za	za	Sa
isto	isti	Agpnsay
razdoblje	razdoblje	Ncnsa
sljedeće	sljedeći	Agpfsgy
godine	godina	Ncfsg
,	,	Z
odnosno	odnosno	Rgp
ako	ako	Cs
se	sebe	Px--sa
godišnji	godišnji	Agpmsny
financijski	financijski	Agpmsny
izvještaj	izvještaj	Ncmsn
ne	ne	Qz
čuva	čuvati	Vmr3s
trajno	trajan	Agpnsay
i	i	Cc
u	u	Sl
izvorniku	izvornik	Ncmsl
(	(	Z
članak	članak	Ncmsn
105.	105.	Mdo
stavak	stavak	Ncmsn
4.	4.	Mdo
)	)	Z

47.	47.	Mdo
ako	ako	Cs
proračunski	proračunski	Agpmpny
korisnici	korisnik	Ncmpn
ne	ne	Qz
izrade	izraditi	Vmr3p
i	i	Cc
ne	ne	Qz
dostave	dostaviti	Vmr3p
financijske	financijski	Agpmpay
izvještaje	izvještaj	Ncmpa
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
pravilnikom	pravilnik	Ncmsi
iz	iz	Sg
članka	članak	Ncmsg
100.	100.	Mdo
stavka	stavak	Ncmsg
2.	2.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
(	(	Z
članak	članak	Ncmsn
105.	105.	Mdo
stavak	stavak	Ncmsn
5.	5.	Mdo
)	)	Z

48.	48.	Mdo
ako	ako	Cs
ministarstva	ministarstvo	Ncnsg
i	i	Cc
druga	drugi	Mlofsn
državna	državni	Agpnpay
tijela	tijelo	Ncnpa
na	na	Sl
razini	razina	Ncfsl
razdjela	razdjel	Ncmsg
ne	ne	Qz
konsolidiraju	konsolidirati	Vmr3p
financijske	financijski	Agpmpay
izvještaje	izvještaj	Ncmpa
proračunskih	proračunski	Agpmpgy
korisnika	korisnik	Ncmpg
koji	koji	Pi-mpn
su	biti	Var3p
,	,	Z
prema	prema	Sl
organizacijskoj	organizacijski	Agpfsly
klasifikaciji	klasifikacija	Ncfsl
,	,	Z
u	u	Sl
njihovoj	njihov	Ps3fsl
nadležnosti	nadležnost	Ncfsl
i	i	Cc
svoj	svoj	Px-msan
financijski	financijski	Agpmsayn
izvještaj	izvještaj	Ncmsan
te	te	Cc
ne	ne	Qz
sastave	sastaviti	Vmr3p
konsolidirani	konsolidirati	Agpmsayn
financijski	financijski	Agpmsayn
izvještaj	izvještaj	Ncmsan
odnosno	odnosno	Rgp
ne	ne	Qz
dostavi	dostaviti	Vmr3s
ga	on	Pp3msa
Ministarstvu	ministarstvo	Ncnsl
financija	financije	Ncfpg
,	,	Z
odnosno	odnosno	Rgp
ako	ako	Cs
jedinica	jedinica	Ncfsn
lokalne	lokalan	Agpfsgy
i	i	Cc
područne	područni	Agpfsgy
(	(	Z
regionalne	regionalan	Agpfsgy
)	)	Z
samouprave	samouprava	Ncfsg
ne	ne	Qz
konsolidira	konsolidirati	Vmr3s
financijske	financijski	Agpmpay
izvještaje	izvještaj	Ncmpa
proračunskih	proračunski	Agpmpgy
korisnika	korisnik	Ncmpg
koji	koji	Pi-mpn
su	biti	Var3p
,	,	Z
prema	prema	Sl
organizacijskoj	organizacijski	Agpfsly
klasifikaciji	klasifikacija	Ncfsl
u	u	Sl
njezinoj	njezin	Agpfsly
nadležnosti	nadležnost	Ncfsl
i	i	Cc
svoj	svoj	Px-msan
financijski	financijski	Agpmsayn
izvještaj	izvještaj	Ncmsan
i	i	Cc
ne	ne	Qz
sastavlja	sastavljati	Vmr3s
konsolidirani	konsolidirati	Agpmsny
financijski	financijski	Agpmsny
izvještaj	izvještaj	Ncmsn
odnosno	odnosno	Rgp
ne	ne	Qz
dostavi	dostaviti	Vmr3s
ga	on	Pp3msa
Ministarstvu	ministarstvo	Ncnsl
financija	financije	Ncfpg
(	(	Z
članak	članak	Ncmsn
107.	107.	Mdo
stavci	stavak	Ncmpn
1.	1.	Mdo
i	i	Cc
2.	2.	Mdo
)	)	Z

49.	49.	Mdo
ako	ako	Cs
sadržaj	sadržaj	Ncmsn
polugodišnjeg	polugodišnji	Agpmsgy
izvještaja	izvještaj	Ncmsg
o	o	Sl
izvršenju	izvršenje	Ncnsl
proračuna	proračun	Ncmsg
i	i	Cc
godišnjeg	godišnji	Agpmsgy
izvještaja	izvještaj	Ncmsg
o	o	Sl
izvršenju	izvršenje	Ncnsl
proračuna	proračun	Ncmsg
nije	biti	Var3s
sukladan	sukladan	Agpmsnn
članku	članak	Ncmsd
108.	108.	Mdo
stavcima	stavak	Ncmpi
1.	1.	Mdo
,	,	Z
2.	2.	Mdo
,	,	Z
3.	3.	Mdo
,	,	Z
4.	4.	Mdo
i	i	Cc
5.	5.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
(	(	Z
članak	članak	Ncmsn
108.	108.	Mdo
)	)	Z

50.	50.	Mdo
ako	ako	Cs
godišnji	godišnji	Agpmsny
izvještaj	izvještaj	Ncmsn
o	o	Sl
izvršenju	izvršenje	Ncnsl
proračuna	proračun	Ncmsg
jedinica	jedinica	Ncfpg
lokalne	lokalan	Agpfsgy
i	i	Cc
područne	područni	Agpfsgy
(	(	Z
regionalne	regionalan	Agpfsgy
)	)	Z
samouprave	samouprava	Ncfpa
ne	ne	Qz
dostavi	dostaviti	Vmr3s
Ministarstvu	ministarstvo	Ncnsd
financija	financije	Ncfpg
i	i	Cc
Državnom	državni	Agpmsly
uredu	ured	Ncmsl
za	za	Sa
reviziju	revizija	Ncfsa
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
15	15	Mdc
dana	dan	Ncmpg
nakon	nakon	Cs
što	što	Cs
ga	on	Pp3msa
donese	donijeti	Vmr3s
predstavničko	predstavnički	Agpnsay
tijelo	tijelo	Ncnsa
jedinice	jedinica	Ncfsg
lokalne	lokalan	Agpfsgy
i	i	Cc
područne	područni	Agpfsgy
(	(	Z
regionalne	regionalan	Agpfpay
)	)	Z
samouprave	samouprava	Ncfsg
,	,	Z
odnosno	odnosno	Rgp
ako	ako	Cs
predstavničko	predstavnički	Agpnsny
tijelo	tijelo	Ncnsn
ne	ne	Qz
donese	donijeti	Vmr3s
godišnji	godišnji	Agpmsayn
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
60	60	Mdc
dana	dan	Ncmpg
od	od	Sg
dana	dan	Ncmsg
podnošenja	podnošenje	Ncnsg
predstavničkom	predstavnički	Agpnsly
tijelu	tijelo	Ncnsl
(	(	Z
članak	članak	Ncmsn
112.	112.	Mdo
)	)	Z

51.	51.	Mdo
ako	ako	Cs
ne	ne	Qz
sudjeluje	sudjelovati	Vmr3s
u	u	Sl
postupku	postupak	Ncmsl
nadzora	nadzor	Ncmsg
i	i	Cc
ne	ne	Qz
da	da	Cs
na	na	Sa
uvid	uvid	Ncmsan
zatraženu	zatražiti	Appfsay
dokumentaciju	dokumentacija	Ncfsa
(	(	Z
članak	članak	Ncmsn
120.	120.	Mdo
)	)	Z

52.	52.	Mdo
ako	ako	Cs
onemogući	onemogućiti	Vmr3s
nesmetano	nesmetan	Agpnsay
obavljanje	obavljanje	Ncnsa
proračunskog	proračunski	Agpmsgy
nadzora	nadzor	Ncmsg
uz	uz	Sa
osiguranje	osiguranje	Ncnsa
odgovarajućih	odgovarajući	Agpmpgy
uvjeta	uvjet	Ncmpg
rada	rad	Ncmsg
(	(	Z
članak	članak	Ncmsn
120.	120.	Mdo
stavak	stavak	Ncmsn
2.	2.	Mdo
)	)	Z
.	.	Z
«	«	Z
.	.	Z

Članak	članak	Ncmsn
30.	30.	Mdo

Članak	članak	Ncmsn
126.	126.	Mdo
mijenja	mijenjati	Vmr3s
se	sebe	Px--sa
i	i	Cc
glasi	glasiti	Vmr3s
:	:	Z

»	»	Z
Novčanom	novčan	Agpfsiy
kaznom	kazna	Ncfsi
u	u	Sl
iznosu	iznos	Ncmsl
od	od	Sg
50.000,00	50.000,00	Mdc
do	do	Sg
100.000,00	100.000,00	Mdc
kuna	kuna	Ncfpg
kaznit	kazniti	Vmn
će	htjeti	Var3s
se	sebe	Px--sa
za	za	Sa
prekršaj	prekršaj	Ncmsan
odgovorna	odgovoran	Agpfsny
osoba	osoba	Ncfsn
izvanproračunskog	izvanproračunski	Agpmsgy
korisnika	korisnik	Ncmsg
:	:	Z

1.	1.	Mdo
ako	ako	Cs
se	sebe	Px--sa
izvanproračunski	izvanproračunski	Agpmsny

