roditeljske	roditeljski	Agpfsgy
Rad	rad	Ncmsn
u	u	Sl
ustanovi	ustanova	Ncfsl
socijalne	socijalan	Agpfsgy
skrbi	skrb	Ncfsg
ili	ili	Cc
kod	kod	Sg
pružatelja	pružatelj	Ncmpg
socijalnih	socijalan	Agpfpgy
usluga	usluga	Ncfpg
(	(	Z
8	8	Mdc
mjeseci	mjesec	Ncmpg
i	i	Cc
20	20	Mdc
dana	dan	Ncmpg
)	)	Z

–	–	Z
upoznaje	upoznavati	Vmr3s
djelokrug	djelokrug	Ncmsan
rada	rad	Ncmsg
svih	sav	Agpfpgy
ustrojstvenih	ustrojstven	Agpfpgy
jedinica	jedinica	Ncfpg
i	i	Cc
odjela	odjel	Ncmpg
,	,	Z

–	–	Z
sudjeluje	sudjelovati	Vmr3s
u	u	Sl
postupcima	postupak	Ncmpl
prijma	prijam	Ncmsg
i	i	Cc
prilagodbe	prilagodba	Ncfsg
korisnika	korisnik	Ncmpg
,	,	Z

–	–	Z
sudjeluje	sudjelovati	Vmr3s
u	u	Sl
individualnom	individualan	Agpmsly
i	i	Cc
grupnom	grupni	Agpmsly
odgojnom	odgojni	Agpmsly
radu	rad	Ncmsl
s	sa	Si
korisnikom	korisnik	Ncmsi
te	te	Cc
donošenju	donošenje	Ncnsl
timskih	timski	Agpfpgy
odluka	odluka	Ncfpg
,	,	Z

–	–	Z
sudjeluje	sudjelovati	Vmr3s
u	u	Sl
izradi	izrada	Ncfsl
,	,	Z
provođenju	provođenje	Ncnsl
i	i	Cc
praćenju	praćenje	Ncnsl
individualnog	individualan	Agpmsgy
programa	program	Ncmsg
rada	rad	Ncmsg
,	,	Z

–	–	Z
pruža	pružati	Vmr3s
neposrednu	neposredan	Agpfsay
stručnu	stručan	Agpfsay
pomoć	pomoć	Ncfsa
u	u	Sl
učenju	učenje	Ncnsl
i	i	Cc
razvijanju	razvijanje	Ncnsl
samostalnosti	samostalnost	Ncfsg
u	u	Sl
učenju	učenje	Ncnsl
te	te	Cc
potiče	poticati	Vmr3s
i	i	Cc
nadzire	nadzirati	Vmr3s
redovitost	redovitost	Ncfsa
izvršenja	izvršenje	Ncnsg
školskih	školski	Agpfpgy
obveza	obveza	Ncfpg
korisnika	korisnik	Ncmpg
,	,	Z

–	–	Z
sudjeluje	sudjelovati	Vmr3s
u	u	Sl
stručnom	stručan	Agpmsly
radu	rad	Ncmsl
(	(	Z
individualnom	individualan	Agpmsly
i	i	Cc
grupnom	grupni	Agpmsly
)	)	Z
s	sa	Si
obitelji	obitelj	Ncfsi
,	,	Z
suradnji	suradnja	Ncfsl
s	sa	Si
nadležnim	nadležan	Agpmpiy
centrima	centar	Ncmpi
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
te	te	Cc
drugim	drugi	Mlofpl
ustanovama	ustanova	Ncfpl
i	i	Cc
tijelima	tijelo	Ncnpl
,	,	Z

–	–	Z
sudjeluje	sudjelovati	Vmr3s
u	u	Sl
aktivnostima	aktivnost	Ncfpl
vezanim	vezan	Agpfply
uz	uz	Sa
psihomotorni	psihomotoran	Agpmsayn
razvoj	razvoj	Ncmsan
,	,	Z
razvijanje	razvijanje	Ncnsn
navika	navika	Ncfpg
,	,	Z
usvajanja	usvajanje	Ncnsg
potrebnih	potreban	Agpnpgy
znanja	znanje	Ncnpg
i	i	Cc
vještina	vještina	Ncfpg
sukladno	sukladno	Rgp
dobi	doba	Ncfsl
korisnika	korisnik	Ncmpg
te	te	Cc
pružanja	pružanje	Ncnsg
pomoći	pomoć	Ncfsg
u	u	Sl
zadovoljavanju	zadovoljavanje	Ncnsl
svakodnevnih	svakodnevan	Agpfpgy
potreba	potreba	Ncfpg
,	,	Z

–	–	Z
sudjeluje	sudjelovati	Vmr3s
u	u	Sl
organiziranju	organiziranje	Ncnsl
aktivnog	aktivan	Agpnsgy
provođenja	provođenje	Ncnsg
vremena	vrijeme	Ncnsg
korisnika	korisnik	Ncmpg
,	,	Z
radu	rad	Ncmsl
sa	sa	Si
stručnim	stručan	Agpmpiy
radnicima	radnik	Ncmpi
i	i	Cc
pomoćnim	pomoćan	Agpmply
radnicima	radnik	Ncmpl
koji	koji	Pi-mpn
dolaze	dolaziti	Vmr3p
u	u	Sa
kontakt	kontakt	Ncmsan
s	sa	Si
korisnicima	korisnik	Ncmpi
,	,	Z

–	–	Z
sudjeluje	sudjelovati	Vmr3s
u	u	Sl
vođenju	vođenje	Ncnsl
evidencije	evidencija	Ncfsg
i	i	Cc
dokumentacije	dokumentacija	Ncfsg
te	te	Cc
pripremi	priprema	Ncfsl
/	/	Z
izradi	izrada	Ncfsl
izvješća	izvješće	Ncnsg
o	o	Sl
korisniku	korisnik	Ncmsl
,	,	Z

–	–	Z
sudjeluje	sudjelovati	Vmr3s
u	u	Sl
pripremi	priprema	Ncfsl
korisnika	korisnik	Ncmpg
za	za	Sa
povratak	povratak	Ncmsan
u	u	Sa
primarnu	primaran	Agpfsay
obitelj	obitelj	Ncfsa
odnosno	odnosno	Rgp
prekidu	prekid	Ncmsl
pružanja	pružanje	Ncnsg
usluge	usluga	Ncfsg
,	,	Z
odlazak	odlazak	Ncmsan
u	u	Sa
posvojiteljsku	posvojiteljski	Agpfsay
,	,	Z
udomiteljsku	udomiteljski	Agpfsay
obitelj	obitelj	Ncfsa
ili	ili	Cc
drugu	drugi	Mlofsa
ustanovu	ustanova	Ncfsa
.	.	Z

2.12.2.	2.12.2.	Mdo

Rad	rad	Ncmsn
u	u	Sl
ustanovi	ustanova	Ncfsl
odgoja	odgoj	Ncmsg
i	i	Cc
obrazovanja	obrazovanje	Ncnsg
(	(	Z
1	1	Mdc
mjesec	mjesec	Ncmsan
)	)	Z

–	–	Z
upoznaje	upoznavati	Vmr3s
rad	rad	Ncmsan
stručnih	stručan	Agpmpgy
suradnika	suradnik	Ncmpg
u	u	Sl
ustanovi	ustanova	Ncfsl
odgoja	odgoj	Ncmsg
i	i	Cc
obrazovanja	obrazovanje	Ncnsg
sudjelovanjem	sudjelovanje	Ncnsi
u	u	Sl
procjeni	procjena	Ncfsl
razvojnih	razvojan	Agpmpgy
rizika	rizik	Ncmpg
i	i	Cc
potreba	potreba	Ncfpg
pojedine	pojedini	Agpfsgy
djece	dijete	Ncnpg
,	,	Z
individualnom	individualan	Agpmsly
radu	rad	Ncmsl
s	sa	Si
djecom	dijete	Ncnpi
i	i	Cc
roditeljima	roditelj	Ncmpi
,	,	Z
suradnji	suradnja	Ncfsl
s	sa	Si
drugim	drugi	Mlofpi
ustanovama	ustanova	Ncfpi
i	i	Cc
tijelima	tijelo	Ncnpl
te	te	Cc
drugim	drugi	Agpmply
poslovima	posao	Ncmpl
stručnih	stručan	Agpmpgy
suradnika	suradnik	Ncmpg
u	u	Sl
ustanovi	ustanova	Ncfsl
odgoja	odgoj	Ncmsg
i	i	Cc
obrazovanja	obrazovanje	Ncnsg
.	.	Z

2.13.	2.13.	Mdo

Drugi	drugi	Mlompn
stručni	stručan	Agpmpny
radnici	radnik	Ncmpn
na	na	Sl
poslovima	posao	Ncmpl
obiteljskog	obiteljski	Agpmsgy
centra	centar	Ncmsg

Nakon	nakon	Sg
uvodnog	uvodan	Agpmsgy
dijela	dio	Ncmsg
glavni	glavni	Agpmsny
stručni	stručan	Agpmsny
voditelj	voditelj	Ncmsn
organizira	organizirati	Vmr3s
raspoređivanje	raspoređivanje	Ncnsa
pripravnika	pripravnik	Ncmpg
u	u	Sl
:	:	Z

1.	1.	Mdo
centar	centar	Ncmsan
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
–	–	Z
poslovi	posao	Ncmpn
preuzeti	preuzeti	Vmn
od	od	Sg
obiteljskih	obiteljski	Agpmpgy
centara	centar	Ncmpg
,	,	Z

2.	2.	Mdo
druge	drugi	Mlofsg
ustanove	ustanova	Ncfsg
socijalne	socijalan	Agpfsgy
skrbi	skrb	Ncfsg
ili	ili	Cc
kod	kod	Sg
pružatelja	pružatelj	Ncmpg
socijalnih	socijalan	Agpfpgy
usluga	usluga	Ncfpg
,	,	Z

3.	3.	Mdo
zdravstvenu	zdravstven	Agpfsay
ustanovu	ustanova	Ncfsa
,	,	Z

4.	4.	Mdo
ustanovu	ustanova	Ncfsa
odgoja	odgoj	Ncmsg
i	i	Cc
obrazovanja	obrazovanje	Ncnsg
.	.	Z

2.13.1.	2.13.1.	Mdo

Rad	rad	Ncmsn
u	u	Sl
centru	centar	Ncmsl
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
u	u	Sl
pojedinim	pojedini	Agpfply
stručnim	stručan	Agpfply
cjelinama	cjelina	Ncfpl
(	(	Z
7	7	Mdc
mjeseci	mjesec	Ncmpg
i	i	Cc
10	10	Mdc
dana	dan	Ncmpg
)	)	Z
:	:	Z

–	–	Z
upoznaje	upoznavati	Vmr3s
djelokrug	djelokrug	Ncmsan
rada	rad	Ncmsg
u	u	Sl
svakoj	svaki	Pi-fsl
stručnoj	stručan	Agpfsly
cjelini	cjelina	Ncfsl
,	,	Z

–	–	Z
upoznaje	upoznavati	Vmr3s
način	način	Ncmsan
vođenja	vođenje	Ncnsg
postupaka	postupak	Ncmpg
u	u	Sl
svakoj	svaki	Pi-fsl
stručnoj	stručan	Agpfsly
cjelini	cjelina	Ncfsl
,	,	Z

–	–	Z
sudjeluje	sudjelovati	Vmr3s
u	u	Sl
individualnom	individualan	Agpmsly
radu	rad	Ncmsl
s	sa	Si
korisnikom	korisnik	Ncmsi
te	te	Cc
donošenju	donošenje	Ncnsl
timskih	timski	Agpfpgy
odluka	odluka	Ncfpg
,	,	Z

–	–	Z
obavlja	obavljati	Vmr3s
jednostavnije	jednostavno	Rgc
radnje	radnja	Ncfsg
u	u	Sl
pojedinom	pojedini	Agpmsly
postupku	postupak	Ncmsl
,	,	Z

–	–	Z
obavlja	obavljati	Vmr3s
uvid	uvid	Ncmsan
u	u	Sa
spise	spis	Ncmpa
predmeta	predmet	Ncmpg
iz	iz	Sg
nadležnosti	nadležnost	Ncfsg
pojedinih	pojedini	Agpfpgy
stručnih	stručan	Agpfpgy
cjelina	cjelina	Ncfpg
.	.	Z

2.13.2.	2.13.2.	Mdo

Rad	rad	Ncmsn
u	u	Sl
drugim	drugi	Mlofpl
ustanovama	ustanova	Ncfpl
socijalne	socijalan	Agpfsgy
skrbi	skrb	Ncfsg
ili	ili	Cc
kod	kod	Sg
pružatelja	pružatelj	Ncmpg
socijalnih	socijalan	Agpfpgy
usluga	usluga	Ncfpg
za	za	Sa
djecu	dijete	Ncnpa
i	i	Cc
mlađe	mlado	Rgc
punoljetne	punoljetan	Agpfsgy
osobe	osoba	Ncfsg
bez	bez	Sg
roditelja	roditelj	Ncmpg
ili	ili	Cc
bez	bez	Sg
odgovarajuće	odgovarajući	Agpfsgy
roditeljske	roditeljski	Agpfsgy
skrbi	skrb	Ncfsg
,	,	Z
za	za	Sa
djecu	dijete	Ncnpa
i	i	Cc
mlađe	mlad	Agcfsgy
punoljetne	punoljetan	Agpfsgy
osobe	osoba	Ncfsg
s	sa	Si
problemima	problem	Ncmpi
u	u	Sl
ponašanju	ponašanje	Ncnsl
,	,	Z
za	za	Sa
djecu	dijete	Ncnpa
s	sa	Si
teškoćama	teškoća	Ncfpi
u	u	Sl
razvoju	razvoj	Ncmsl
,	,	Z
za	za	Sa
odrasle	odrastao	Agpfpay
osobe	osoba	Ncfpa
s	sa	Si
invaliditetom	invaliditet	Ncmsi
,	,	Z
za	za	Sa
starije	staro	Rgc
i	i	Cc
teško	teško	Rgp
bolesne	bolestan	Agpfsgy
odrasle	odrastao	Agpfsgy
osobe	osoba	Ncfsg
,	,	Z
za	za	Sa
osobe	osoba	Ncfpa
ovisne	ovisan	Agpfsgy
o	o	Sl
alkoholu	alkohol	Ncmsl
,	,	Z
drogama	droga	Ncfpl
,	,	Z
kockanju	kockanje	Ncnsl
i	i	Cc
drugim	drugi	Mlompl
oblicima	oblik	Ncmpi
ovisnosti	ovisnost	Ncfsg
,	,	Z
za	za	Sa
žrtve	žrtva	Ncfpa
nasilja	nasilje	Ncnsg
u	u	Sl
obitelji	obitelj	Ncfsl
i	i	Cc
žrtve	žrtva	Ncfsg
trgovanja	trgovanje	Ncnsg
ljudima	čovjek	Ncmpd
te	te	Cc
beskućnike	beskućnik	Ncmpa
(	(	Z
2	2	Mdc
mjeseca	mjesec	Ncmsg
)	)	Z
:	:	Z

–	–	Z
upoznaje	upoznavati	Vmr3s
cjelokupni	cjelokupan	Agpmsayn
stručni	stručan	Agpmsayn
rad	rad	Ncmsan
u	u	Sl
ustanovi	ustanova	Ncfsl
socijalne	socijalan	Agpfsgy
skrbi	skrb	Ncfsg
ili	ili	Cc
kod	kod	Sg
pružatelja	pružatelj	Ncmpg
socijalnih	socijalan	Agpfpgy
usluga	usluga	Ncfpg
,	,	Z

–	–	Z
upoznaje	upoznavati	Vmr3s
socijalni	socijalan	Agpmsayn
rad	rad	Ncmsan
za	za	Sa
korisnike	korisnik	Ncmpa
sudjelovanjem	sudjelovanje	Ncnsi
u	u	Sl
prihvatu	prihvat	Ncmsl
i	i	Cc
podršci	podrška	Ncfsl
u	u	Sl
prilagodbi	prilagodba	Ncfsl
korisnika	korisnik	Ncmpg
,	,	Z
izradi	izrada	Ncfsl
individualnog	individualan	Agpmsgy
programa	program	Ncmsg
rada	rad	Ncmsg
i	i	Cc
programa	program	Ncmsg
rehabilitacije	rehabilitacija	Ncfsg
,	,	Z
timskoj	timski	Agpfsly
procjeni	procjena	Ncfsl
i	i	Cc
dijagnostici	dijagnostika	Ncfsl
,	,	Z
savjetodavnom	savjetodavan	Agpmsly
radu	rad	Ncmsl
i	i	Cc
podršci	podrška	Ncfsl
korisniku	korisnik	Ncmsd
i	i	Cc
članovima	član	Ncmpi
obitelji	obitelj	Ncfpg
,	,	Z
rješavanju	rješavanje	Ncnsl
konfliktnih	konfliktan	Agpfpgy
i	i	Cc
drugih	drugi	Mlofpg
kriznih	krizan	Agpfpgy
situacija	situacija	Ncfpg
,	,	Z
suradnji	suradnja	Ncfsl
s	sa	Si
nadležnim	nadležan	Agpmpiy
centrima	centar	Ncmpi
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
i	i	Cc
drugim	drugi	Mlofpl
ustanovama	ustanova	Ncfpl
i	i	Cc
tijelima	tijelo	Ncnpl
te	te	Cc
prikupljanju	prikupljanje	Ncnsl
dokumentacije	dokumentacija	Ncfsg
,	,	Z

