koji	koji	Pi-msn
tome	taj	Pd-nsl
obavijestilo	obavijestiti	Vmp-sn
Agenciju	agencija	Ncfsa
.	.	Z

(	(	Z
7	7	Mdc
)	)	Z
Društvo	društvo	Ncnsn
za	za	Sa
osiguranje	osiguranje	Ncnsa
iz	iz	Sg
druge	drugi	Mlofsg
države	država	Ncfsg
članice	članica	Ncfsg
koje	koji	Pi-fpa
pokriva	pokrivati	Vmr3s
rizik	rizik	Ncmsan
iz	iz	Sg
vrste	vrsta	Ncfsg
osiguranja	osiguranje	Ncnsg
iz	iz	Sg
članka	članak	Ncmsg
7.	7.	Mdo
stavka	stavak	Ncmsg
2.	2.	Mdo
točke	točka	Ncfsg
2.	2.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
,	,	Z
odnosno	odnosno	Rgp
zdravstveno	zdravstven	Agpnsny
osiguranje	osiguranje	Ncnsn
na	na	Sl
području	područje	Ncnsl
Republike	republika	Ncfsg
Hrvatske	Hrvatska	Npfsg
dužno	dužan	Appnsny
je	biti	Var3s
prije	prije	Sg
početka	početak	Ncmsg
obavljanja	obavljanje	Ncnsg
poslova	posao	Ncmpg
zdravstvenog	zdravstven	Agpnsgy
osiguranja	osiguranje	Ncnsg
dostaviti	dostaviti	Vmn
Agenciji	Agencija	Npfsd
uvjete	uvjet	Ncmpa
osiguranja	osiguranje	Ncnsg
za	za	Sa
ta	taj	Pd-npa
osiguranja	osiguranje	Ncnpa
.	.	Z

(	(	Z
8	8	Mdc
)	)	Z
Društvo	društvo	Ncnsn
za	za	Sa
osiguranje	osiguranje	Ncnsa
iz	iz	Sg
druge	drugi	Mlofsg
države	država	Ncfsg
članice	članica	Ncfsg
može	moći	Vmr3s
osnovati	osnovati	Vmn
podružnicu	podružnica	Ncfsa
na	na	Sl
području	područje	Ncnsl
Republike	republika	Ncfsg
Hrvatske	Hrvatska	Npfsg
i	i	Cc
početi	početi	Vmn
poslovati	poslovati	Vmn
od	od	Sg
datuma	datum	Ncmsg
kada	kada	Cs
nadležno	nadležan	Agpnsny
nadzorno	nadzorni	Agpnsny
tijelo	tijelo	Ncnsn
zaprimi	zaprimiti	Vmr3s
informacije	informacija	Ncfpa
iz	iz	Sg
stavka	stavak	Ncmsg
4.	4.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
ili	ili	Cc
ako	ako	Cs
ih	oni	Pp3-pa
ne	ne	Qz
zaprimi	zaprimiti	Vmr3s
,	,	Z
nakon	nakon	Sg
isteka	istek	Ncmsg
dva	dva	Mlc
mjeseca	mjesec	Ncmsg
od	od	Sg
dana	dan	Ncmpg
kada	kada	Cs
je	biti	Var3s
nadležno	nadležan	Agpnsny
nadzorno	nadzorni	Agpnsny
tijelo	tijelo	Ncnsn
zaprimilo	zaprimiti	Vmp-sn
dokumentaciju	dokumentacija	Ncfsa
iz	iz	Sg
stavka	stavak	Ncmsg
2.	2.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
.	.	Z

Obavljanje	obavljanje	Ncnsn
poslova	posao	Ncmpg
osiguranja	osiguranje	Ncnsg
na	na	Sl
temelju	temelj	Ncmsl
slobode	sloboda	Ncfsg
pružanja	pružanje	Ncnsg
usluga	usluga	Ncfpg
u	u	Sl
Republici	republika	Ncfsl
Hrvatskoj	Hrvatska	Npfsl

Članak	članak	Ncmsn
67.	67.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Društvo	društvo	Ncnsn
za	za	Sa
osiguranje	osiguranje	Ncnsa
sa	sa	Si
sjedištem	sjedište	Ncnsi
u	u	Sl
drugoj	drugi	Mlofsl
državi	država	Ncfsl
članici	članica	Ncfsl
koje	koji	Pi-nsn
u	u	Sl
skladu	sklad	Ncmsl
sa	sa	Si
slobodom	sloboda	Ncfsi
pružanja	pružanje	Ncnsg
usluga	usluga	Ncfpg
namjerava	namjeravati	Vmr3s
prvi	prvi	Mlomsan
put	put	Rgp
obavljati	obavljati	Vmn
djelatnost	djelatnost	Ncfsa
u	u	Sl
Republici	republika	Ncfsl
Hrvatskoj	Hrvatska	Npfsl
o	o	Sl
tome	taj	Pd-nsl
prvo	prvo	Rgp
obavješćuje	obavješćivati	Vmr3s
nadležno	nadležan	Agpnsay
nadzorno	nadzorni	Agpnsay
tijelo	tijelo	Ncnsa
društva	društvo	Ncnsg
za	za	Sa
osiguranje	osiguranje	Ncnsa
iz	iz	Sg
druge	drugi	Mlofsg
države	država	Ncfsg
članice	članica	Ncfsg
i	i	Cc
navodi	navoditi	Vmr3s
prirodu	priroda	Ncfsa
rizika	rizik	Ncmsg
ili	ili	Cc
obveze	obveza	Ncfpa
koje	koji	Pi-fpa
namjerava	namjeravati	Vmr3s
pokrivati	pokrivati	Vmn
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Nadležno	nadležan	Agpnsny
nadzorno	nadzorni	Agpnsny
tijelo	tijelo	Ncnsn
društva	društvo	Ncnsg
za	za	Sa
osiguranje	osiguranje	Ncnsa
iz	iz	Sg
druge	drugi	Mlofsg
države	država	Ncfsg
članice	članica	Ncfpa
koje	koji	Pi-fpa
želi	željeti	Vmr3s
obavljati	obavljati	Vmn
poslove	posao	Ncmpa
osiguranja	osiguranje	Ncnsg
u	u	Sl
Republici	republika	Ncfsl
Hrvatskoj	Hrvatska	Npfsl
na	na	Sl
temelju	temelj	Ncmsl
slobode	sloboda	Ncfsg
pružanja	pružanje	Ncnsg
usluga	usluga	Ncfpg
dostavit	dostaviti	Vmn
će	htjeti	Var3s
,	,	Z
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
mjesec	mjesec	Ncmsan
dana	dan	Ncmpg
od	od	Sg
dana	dan	Ncmsg
zaprimanja	zaprimanje	Ncnsg
obavijesti	obavijest	Ncfsg
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
,	,	Z
Agenciji	agencija	Ncfsl
sljedeće	sljedeći	Agpmpay
podatke	podatak	Ncmpa
:	:	Z

1.	1.	Mdo
potvrdu	potvrda	Ncfsa
kojom	koji	Pi-fsi
se	sebe	Px--sa
potvrđuje	potvrđivati	Vmr3s
da	da	Cs
društvo	društvo	Ncnsn
za	za	Sa
osiguranje	osiguranje	Ncnsa
pokriva	pokrivati	Vmr3s
potrebni	potreban	Agpmsayn
solventni	solventan	Agpmsayn
kapital	kapital	Ncmsan
i	i	Cc
minimalni	minimalan	Agpmsny
potrebni	potreban	Agpmsny
kapital	kapital	Ncmsn
koji	koji	Pi-msn
se	sebe	Px--sa
izračunava	izračunavati	Vmr3s
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
odredbama	odredba	Ncfpi
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg

2.	2.	Mdo
vrste	vrsta	Ncfsg
osiguranja	osiguranje	Ncnsg
za	za	Sa
koje	koji	Agpnsay
društvo	društvo	Ncnsa
za	za	Sa
osiguranje	osiguranje	Ncnsa
ima	imati	Vmr3s
odobrenje	odobrenje	Ncnsa
za	za	Sa
obavljanje	obavljanje	Ncnsa
poslova	posao	Ncmpg
osiguranja	osiguranje	Ncnsg

3.	3.	Mdo
prirodu	priroda	Ncfsa
rizika	rizik	Ncmsg
ili	ili	Cc
obveze	obveza	Ncfpa
koje	koji	Pi-fpa
društvo	društvo	Ncnsn
za	za	Sa
osiguranje	osiguranje	Ncnsa
namjerava	namjeravati	Vmr3s
osiguravati	osiguravati	Vmn
u	u	Sl
Republici	republika	Ncfsl
Hrvatskoj	Hrvatska	Npfsl
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Osim	osim	Sg
podataka	podatak	Ncmpg
iz	iz	Sg
stavka	stavak	Ncmsg
2.	2.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
koje	koji	Pi-mpa
nadležno	nadležno	Rgp
nadzorno	nadzorni	Agpnsny
tijelo	tijelo	Ncnsn
dostavlja	dostavljati	Vmr3s
Agenciji	agencija	Ncfsd
,	,	Z
društvo	društvo	Ncnsn
za	za	Sa
osiguranje	osiguranje	Ncnsa
koje	koji	Pi-nsn
namjerava	namjeravati	Vmr3s
pružati	pružati	Vmn
usluge	usluga	Ncfpa
obveznih	obvezan	Agpnpgy
osiguranja	osiguranje	Ncnpg
u	u	Sl
prometu	promet	Ncmsl
dužno	dužno	Rgp
je	biti	Var3s
prije	prije	Sg
početka	početak	Ncmsg
pružanja	pružanje	Ncnsg
usluga	usluga	Ncfpg
Agenciji	agencija	Ncfsd
dostaviti	dostaviti	Vmn
i	i	Qo
:	:	Z

1.	1.	Mdo
ime	ime	Ncnsa
i	i	Cc
adresu	adresa	Ncfsa
predstavnika	predstavnik	Ncmpg
u	u	Sl
vezi	veza	Ncfsl
s	sa	Si
pružanjem	pružanje	Ncnsi
usluga	usluga	Ncfpg
obveznih	obvezan	Agpnpgy
osiguranja	osiguranje	Ncnpg
u	u	Sl
prometu	promet	Ncmsl
te	te	Cc
adresu	adresa	Ncfsa
osobe	osoba	Ncfsg
u	u	Sl
Republici	republika	Ncfsl
Hrvatskoj	Hrvatska	Npfsl
na	na	Sl
kojoj	koji	Pi-fsl
je	biti	Var3s
moguće	moguć	Agpnsny
dobiti	dobiti	Vmn
dokumente	dokument	Ncmpa
i	i	Cc
na	na	Sa
koju	koji	Pi-fsa
ih	oni	Pp3-pg
je	biti	Var3s
moguće	moguć	Agpnsny
dostaviti	dostaviti	Vmn
s	sa	Si
obzirom	obzir	Ncmsi
na	na	Sa
ostale	ostali	Agpfpay
usluge	usluga	Ncfpa
osiguranja	osiguranje	Ncnsg
koje	koji	Pi-nsn
društvo	društvo	Ncnsn
za	za	Sa
osiguranje	osiguranje	Ncnsa
pruža	pružati	Vmr3s
u	u	Sl
Republici	republika	Ncfsl
Hrvatskoj	Hrvatska	Npfsl

2.	2.	Mdo
izjavu	izjava	Ncfsa
da	da	Cs
je	biti	Var3s
postalo	postati	Vmp-sn
član	član	Ncmsn
nacionalnog	nacionalan	Agpmsgy
ureda	ured	Ncmsg
za	za	Sa
osiguranje	osiguranje	Ncnsa
i	i	Cc
nacionalnog	nacionalan	Agpmsgy
garancijskog	garancijski	Agpmsgy
fonda	fond	Ncmsg
Republike	republika	Ncfsg
Hrvatske	Hrvatska	Npfsg

3.	3.	Mdo
adresu	adresa	Ncfsa
u	u	Sl
Republici	republika	Ncfsl
Hrvatskoj	Hrvatska	Npfsl
za	za	Sa
primanja	primanje	Agpnpay
pismena	pismena	Ncnpa
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Društvo	društvo	Ncnsn
za	za	Sa
osiguranje	osiguranje	Ncnsa
može	moći	Vmr3s
početi	početi	Vmn
poslovati	poslovati	Vmn
od	od	Sg
datuma	datum	Ncmsg
kad	kad	Cs
dobije	dobiti	Vmr3s
obavijest	obavijest	Ncfsn
nadležnog	nadležan	Agpnsgy
nadzornog	nadzorni	Agpnsgy
tijela	tijelo	Ncnsg
da	da	Cs
su	biti	Var3p
Agenciji	agencija	Ncfsl
dostavljene	dostaviti	Appfpny
informacije	informacija	Ncfpn
iz	iz	Sg
stavka	stavak	Ncmsg
2.	2.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
,	,	Z
odnosno	odnosno	Rgp
kada	kada	Cs
obavijesti	obavijestiti	Vmr3s
Agenciju	agencija	Ncfsa
u	u	Sl
skladu	sklad	Ncmsl
sa	sa	Si
stavkom	stavak	Ncmsi
3.	3.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
.	.	Z

(	(	Z
5	5	Mdc
)	)	Z
Nadležno	nadležan	Agpnsny
nadzorno	nadzorni	Agpnsny
tijelo	tijelo	Ncnsn
društva	društvo	Ncnsg
za	za	Sa
osiguranje	osiguranje	Ncnsa
iz	iz	Sg
druge	drugi	Mlofsg
države	država	Ncfsg
članice	članica	Ncfsg
obavještava	obavještavati	Vmr3s
Agenciju	agencija	Ncfsa
o	o	Sl
svim	sav	Agpfply
promjenama	promjena	Ncfpl
koje	koji	Pi-fpn
se	sebe	Px--sa
odnose	odnositi	Vmr3p
na	na	Sa
dostavljene	dostaviti	Agpmpay
podatke	podatak	Ncmpa
iz	iz	Sg
stavka	stavak	Ncmsg
2.	2.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
,	,	Z
a	a	Cc
društvo	društvo	Ncnsn
za	za	Sa
osiguranje	osiguranje	Ncnsa

