organizacijskim	organizacijski	Agpmsiy
)	)	Z
upoznat	upoznati	Vmn
sa	sa	Si
sadržajem	sadržaj	Ncmsi
organizacijskog	organizacijski	Agpmsgy
priručnika	priručnik	Ncmsg
,	,	Z
kao	kao	Cs
i	i	Cc
svojim	svoj	Px-fpl
odgovornostima	odgovornost	Ncfpl
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Procedure	procedura	Ncfpn
organizacije	organizacija	Ncfsg
koje	koji	Pi-fpn
definiraju	definirati	Vmr3p
način	način	Ncmsan
i	i	Cc
uvjete	uvjet	Ncmpa
provođenja	provođenje	Ncnsg
osposobljavanja	osposobljavanje	Ncnsg
moraju	morati	Vmr3p
obuhvatiti	obuhvatiti	Vmn
najmanje	mali	Ncnsa
sljedeće	sljedeći	Agpnsay
:	:	Z

a	a	Cc
)	)	Z
upis	upis	Ncmsan
i	i	Cc
preduvjete	preduvjet	Ncmpa
za	za	Sa
osposobljavanje	osposobljavanje	Ncnsa
,	,	Z

b	b	Npmsn
)	)	Z
vođenje	vođenje	Ncnsn
registra	registar	Ncmsg
osposobljavanja	osposobljavanje	Ncnsg
,	,	Z

c	C	Npmsn
)	)	Z
vođenje	vođenje	Ncnsn
dosjea	dosje	Ncmsg
učenika	učenik	Ncmpg
,	,	Z

d	i	Agpnsny
)	)	Z
praćenje	praćenje	Ncnsa
osposobljavanja	osposobljavanje	Ncnsg
i	i	Cc
napredovanja	napredovanje	Ncnsg
učenika	učenik	Ncmpg
,	,	Z

e	e	I
)	)	Z
provjeru	provjera	Ncfsa
teorijskog	teorijski	Agpnsgy
znanja	znanje	Ncnsg
učenika	učenik	Ncmpg
,	,	Z

f	f	Npmsn
)	)	Z
provjeru	provjera	Ncfsa
praktične	praktičan	Agpfsgy
osposobljenosti	osposobljenost	Ncfsg
učenika	učenik	Ncmpg
,	,	Z

g	g	Npmsn
)	)	Z
izdavanje	izdavanje	Ncnsn
potvrde	potvrda	Ncfsg
o	o	Sl
završenom	završen	Agpnsly
osposobljavanju	osposobljavanje	Ncnsl
,	,	Z

h	h	Npmsn
)	)	Z
odabir	odabir	Ncmsan
zrakoplova	zrakoplov	Ncmsg
prikladnih	prikladan	Agpmpgy
za	za	Sa
provođenje	provođenje	Ncnsa
osposobljavanja	osposobljavanje	Ncnsg
,	,	Z

i	i	Cc
)	)	Z
vođenje	vođenje	Ncnsn
dosjea	dosje	Ncmsg
rukovodećih	rukovodeći	Agpfpgy
osoba	osoba	Ncfpg
,	,	Z

j	j	Npmsn
)	)	Z
vođenje	vođenje	Ncnsn
dosjea	dosje	Ncmsg
osoba	osoba	Ncfpg
za	za	Sa
osposobljavanje	osposobljavanje	Ncnsa
,	,	Z

k	k	Qr
)	)	Z
nadzor	nadzor	Ncmsan
kontinuirane	kontinuiran	Agpfsgy
usklađenosti	usklađenost	Ncfsg
sa	sa	Si
primjenjivim	primjenjiv	Agpmpiy
zahtjevima	zahtjev	Ncmpi
,	,	Z

l	l	I
)	)	Z
izvješćivanje	izvješćivanje	Ncnsn
o	o	Sl
osposobljavanju	osposobljavanje	Ncnsl
,	,	Z
i	i	Cc

m	m	Npmsn
)	)	Z
čuvanje	čuvanje	Ncnsa
zapisa	zapis	Ncmsg
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Organizacija	organizacija	Ncfsn
mora	morati	Vmr3s
kontinuirano	kontinuirano	Rgp
održavati	održavati	Vmn
usklađenost	usklađenost	Ncfsa
organizacijskog	organizacijski	Agpmsgy
priručnika	priručnik	Ncmsg
s	sa	Si
primjenjivim	primjenjiv	Agpmpiy
propisima	propis	Ncmpi
.	.	Z

(	(	Z
5	5	Mdc
)	)	Z
Organizacijski	organizacijski	Agpmsny
priručnik	priručnik	Ncmsn
mora	morati	Vmr3s
biti	biti	Van
dostupan	dostupan	Agpmsnn
rukovodećim	rukovodeći	Agpfpdy
osobama	osoba	Ncfpd
,	,	Z
osobama	osoba	Ncfpl
za	za	Sa
osposobljavanje	osposobljavanje	Ncnsa
i	i	Cc
učenicima	učenik	Ncmpd
.	.	Z

Osposobljavanje	osposobljavanje	Ncnsn
učenika	učenik	Ncmsg
koji	koji	Pi-msn
je	biti	Var3s
započeo	započeti	Vmp-sm
osposobljavanje	osposobljavanje	Ncnsa
u	u	Sl
drugoj	drugi	Mlofsl
organizaciji	organizacija	Ncfsl

Članak	članak	Ncmsn
15.	15.	Mdo

Osposobljavanje	osposobljavanje	Ncnsn
učenika	učenik	Ncmsg
koji	koji	Pi-msn
je	biti	Var3s
započeo	započeti	Vmp-sm
osposobljavanje	osposobljavanje	Ncnsa
u	u	Sl
nekoj	neki	Pi-fsl
drugoj	drugi	Mlofsl
organizaciji	organizacija	Ncfsl
provodi	provoditi	Vmr3s
se	sebe	Px--sa
prema	prema	Sl
razlici	razlika	Ncfsl
programa	program	Ncmsg
osposobljavanja	osposobljavanje	Ncnsg
,	,	Z
koju	koji	Pi-fsa
je	biti	Var3s
prema	prema	Sl
proceduri	procedura	Ncfsl
utvrdila	utvrditi	Vmp-sf
organizacija	organizacija	Ncfsn
u	u	Sl
kojoj	koji	Pi-fsl
se	sebe	Px--sa
nastavlja	nastavljati	Vmr3s
osposobljavanje	osposobljavanje	Ncnsa
.	.	Z

Praćenje	praćenje	Ncnsn
osposobljavanja	osposobljavanje	Ncnsg
i	i	Cc
napredovanja	napredovanje	Ncnsg
učenika	učenik	Ncmpg

Članak	članak	Ncmsn
16.	16.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Organizacija	organizacija	Ncfsn
mora	morati	Vmr3s
osigurati	osigurati	Vmn
sustav	sustav	Ncmsan
praćenja	praćenje	Ncnsg
teorijskog	teorijski	Agpnsgy
i	i	Cc
praktičnog	praktičan	Agpnsgy
osposobljavanja	osposobljavanje	Ncnsg
,	,	Z
kao	kao	Cs
i	i	Cc
napredovanja	napredovanje	Ncnsg
učenika	učenik	Ncmpg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Organizacija	organizacija	Ncfsn
mora	morati	Vmr3s
osigurati	osigurati	Vmn
da	da	Cs
je	biti	Var3s
osoba	osoba	Ncfsn
za	za	Sa
osposobljavanje	osposobljavanje	Ncnsa
upoznata	upoznati	Ncmpg
sa	sa	Si
statusom	status	Ncmsi
teorijskog	teorijski	Agpmsgy
i	i	Cc
praktičnog	praktičan	Agpnsgy
osposobljavanja	osposobljavanje	Ncnsg
,	,	Z
kao	kao	Cs
i	i	Cc
napredovanja	napredovanje	Ncnsg
učenika	učenik	Ncmpg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Osoba	osoba	Ncfsn
za	za	Sa
osposobljavanje	osposobljavanje	Ncnsa
ne	ne	Qz
smije	smjeti	Vmr3s
započeti	započeti	Vmn
osposobljavanje	osposobljavanje	Ncnsa
učenika	učenik	Ncmpg
prije	prija	Cs
nego	nego	Cs
što	što	Cs
se	sebe	Px--sa
upozna	upoznati	Vmr3s
sa	sa	Si
statusom	status	Ncmsi
teorijskog	teorijski	Agpmsgy
i	i	Cc
praktičnog	praktičan	Agpnsgy
osposobljavanja	osposobljavanje	Ncnsg
,	,	Z
kao	kao	Cs
i	i	Cc
napredovanja	napredovanje	Ncnsg
učenika	učenik	Ncmpg
.	.	Z

Provjera	provjera	Ncfsn
znanja	znanje	Ncnsg
i	i	Cc
praktične	praktičan	Agpfsgy
osposobljenosti	osposobljenost	Ncfsg
učenika	učenik	Ncmsg

Članak	članak	Ncmsn
17.	17.	Mdo

Organizacija	organizacija	Ncfsn
mora	morati	Vmr3s
osigurati	osigurati	Vmn
sustav	sustav	Ncmsan
provjere	provjera	Ncfsg
teorijskog	teorijski	Agpnsgy
znanja	znanje	Ncnsg
i	i	Cc
praktične	praktičan	Agpfsgy
osposobljenosti	osposobljenost	Ncfsg
učenika	učenik	Ncmpg
.	.	Z

Dokumentacija	dokumentacija	Ncfsn
organizacije	organizacija	Ncfsg

Članak	članak	Ncmsn
18.	18.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Organizacija	organizacija	Ncfsn
mora	morati	Vmr3s
osigurati	osigurati	Vmn
vođenje	vođenje	Ncnsa
dokumentacije	dokumentacija	Ncfsg
koja	koji	Pi-fsn
se	sebe	Px--sa
sastoji	sastojati	Vmr3s
od	od	Sg
najmanje	malo	Rgs
sljedećeg	sljedeći	Agpnsgy
:	:	Z

a	a	Cc
)	)	Z
dosjea	dosje	Ncmsg
rukovodećih	rukovodeći	Agpfpgy
osoba	osoba	Ncfpg
i	i	Cc
osoba	osoba	Ncfpg
za	za	Sa
osposobljavanje	osposobljavanje	Ncnsa
,	,	Z

b	b	Npmsn
)	)	Z
dosjea	dosje	Ncmsg
učenika	učenik	Ncmpg
,	,	Z

c	C	Npmsn
)	)	Z
registra	registar	Ncmsg
osposobljavanja	osposobljavanje	Ncnsg
učenika	učenik	Ncmpg
,	,	Z

d	d	Ncnsn
)	)	Z
potvrda	potvrda	Ncfsn
o	o	Sl
završenom	završen	Agpnsly
osposobljavanju	osposobljavanje	Ncnsl
,	,	Z
i	i	Cc

e	e	I
)	)	Z
izvješća	izvješće	Ncnsg
o	o	Sl
osposobljavanju	osposobljavanje	Ncnsl
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Organizacija	organizacija	Ncfsn
može	moći	Vmr3s
voditi	voditi	Vmn
dokumentaciju	dokumentacija	Ncfsa
u	u	Sl
pisanom	pisan	Agpnsly
i	i	Cc
/	/	Z
ili	ili	Cc
elektroničkom	elektronički	Agpmsly
obliku	oblik	Ncmsl
.	.	Z

Dosje	dosje	Ncmsn
odgovornog	odgovoran	Agpmsgy
rukovoditelja	rukovoditelj	Ncmsg
,	,	Z
voditelja	voditelj	Ncmpg
osposobljavanja	osposobljavanje	Ncnsg
i	i	Cc
osoba	osoba	Ncfpg
za	za	Sa
osposobljavanje	osposobljavanje	Ncnsa

Članak	članak	Ncmsn
19.	19.	Mdo

Dosje	dosje	Ncmsn
odgovornog	odgovoran	Agpmsgy
rukovoditelja	rukovoditelj	Ncmsg
,	,	Z
voditelja	voditelj	Ncmpg
osposobljavanja	osposobljavanje	Ncnsg
i	i	Cc
osoba	osoba	Ncfpg
za	za	Sa
osposobljavanje	osposobljavanje	Ncnsa
mora	morati	Vmr3s
sadržavati	sadržavati	Vmn
najmanje	malo	Rgs
sljedeće	sljedeći	Agpnsay
:	:	Z

a	a	Cc
)	)	Z
osobne	osoban	Agpmpay
podatke	podatak	Ncmpa
,	,	Z

b	b	I
)	)	Z
dokaze	dokaz	Ncmpa
o	o	Sl
potrebnim	potreban	Agpfply
kvalifikacijama	kvalifikacija	Ncfpl
,	,	Z
i	i	Cc

c	C	Npmsn
)	)	Z
ugovor	ugovor	Ncmsan
o	o	Sl
suradnji	suradnja	Ncfsl
.	.	Z

Dosje	dosje	Ncmsn
učenika	učenik	Ncmpg

Članak	članak	Ncmsn
20.	20.	Mdo

Dosje	dosje	Ncmsn
učenika	učenik	Ncmpg
mora	morati	Vmr3s
sadržavati	sadržavati	Vmn
najmanje	malo	Rgs
sljedeće	sljedeći	Agpnsay
:	:	Z

a	a	Cc
)	)	Z
redni	redni	Agpmsny
broj	broj	Ncmsn
učenika	učenik	Ncmpg
u	u	Sl
registru	registar	Ncmsl
,	,	Z

b	b	Qr
)	)	Z
osobne	osoban	Agpmpay
podatke	podatak	Ncmpa
učenika	učenik	Ncmpg
,	,	Z

c	C	Npmsn
)	)	Z
presliku	preslika	Ncfsa
certifikata	certifikat	Ncmpg
o	o	Sl
zdravstvenoj	zdravstven	Agpfsly
sposobnosti	sposobnost	Ncfsl
,	,	Z

d	d	Ncnsn
)	)	Z
ugovor	ugovor	Ncmsan
o	o	Sl
osposobljavanju	osposobljavanje	Ncnsl
,	,	Z

e	e	I
)	)	Z
pisanu	pisan	Agpfsay
suglasnost	suglasnost	Ncfsa
roditelja	roditelj	Ncmpg
odnosno	odnosno	Rgp
staratelja	staratelj	Ncmpg
,	,	Z
ako	ako	Cs
je	biti	Var3s
primjenjivo	primjenjiv	Agpnsny
,	,	Z

f	f	Npmsn
)	)	Z
razliku	razlika	Ncfsa
programa	program	Ncmsg
osposobljavanja	osposobljavanje	Ncnsg
,	,	Z
ako	ako	Cs
je	biti	Var3s
primjenjivo	primjenjiv	Agpnsny
,	,	Z

g	g	I
)	)	Z
podatke	podatak	Ncmpa
o	o	Sl
praćenju	praćenje	Ncnsl
teorijskog	teorijski	Agpnsgy
i	i	Cc
praktičnog	praktičan	Agpnsgy
osposobljavanja	osposobljavanje	Ncnsg
,	,	Z
kao	kao	Cs
i	i	Cc
procjenu	procjena	Ncfsa
napredovanja	napredovanje	Ncnsg
učenika	učenik	Ncmpg
,	,	Z

h	h	Npmsn
)	)	Z
dokaz	dokaz	Ncmsan
o	o	Sl
provjeri	provjera	Ncfsl
teorijskog	teorijski	Agpnsgy
znanja	znanje	Ncnsg
,	,	Z

i	i	Cc
)	)	Z
dokaz	dokaz	Ncmsan
o	o	Sl
provjeri	provjera	Ncfsl
osposobljenosti	osposobljenost	Ncfsg
,	,	Z
i	i	Cc

j	j	Npmsn
)	)	Z
potvrdu	potvrda	Ncfsa
o	o	Sl
završenom	završen	Agpnsly
osposobljavanju	osposobljavanje	Ncnsl
.	.	Z

Registar	registar	Ncmsn
osposobljavanja	osposobljavanje	Ncnsg

Članak	članak	Ncmsn
21.	21.	Mdo

Registar	registar	Ncmsn
osposobljavanja	osposobljavanje	Ncnsg
mora	morati	Vmr3s
sadržavati	sadržavati	Vmn
najmanje	mali	Agsmpay
sljedeće	sljedeći	Agpmpay
podatke	podatak	Ncmpa
:	:	Z

a	a	Cc
)	)	Z
redni	redni	Agpmsny
broj	broj	Ncmsn
učenika	učenik	Ncmpg
u	u	Sl
registru	registar	Ncmsl
,	,	Z

b	b	Npmsn
)	)	Z

