Priloga	prilog	Ncmsg
dostaviti	dostaviti	Vmn
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
šest	šest	Mlc
mjeseci	mjesec	Ncmpg
po	po	Sl
proteku	protek	Ncmsl
izvještajnog	izvještajni	Agpnsgy
razdoblja	razdoblje	Ncnsg
.	.	Z

Članak	članak	Ncmsn
8.	8.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
UAIF	UAIF	Npmsn
dostavlja	dostavljati	Vmr3s
Agenciji	agencija	Ncfsd
izvještaje	izvještaj	Ncmpa
iz	iz	Sg
članka	članak	Ncmsg
6.	6.	Mdo
stavka	stavak	Ncmsg
1.	1.	Mdo
ovog	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
u	u	Sl
elektroničkom	elektronički	Agpmsly
obliku	oblik	Ncmsl
potpisane	potpisati	Appfpny
naprednim	napredan	Agpmsiy
elektroničkim	elektronički	Agpmsiy
potpisom	potpis	Ncmsi
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
tehničkom	tehnički	Agpfsiy
uputom	uputa	Ncfsi
Agencije	agencija	Ncfsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Smatra	smatrati	Vmr3s
se	sebe	Px--sa
da	da	Cs
je	biti	Var3s
UAIF	UAIF	Pd-nsn
dostavilo	dostaviti	Vmp-sn
izvještaje	izvještaj	Ncmpa
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovog	ovaj	Pd-msg
članka	članak	Ncmsg
u	u	Sl
trenutku	trenutak	Ncmsl
kada	kada	Cs
je	biti	Var3s
izvještaj	izvještaj	Ncmsn
prihvaćen	prihvatiti	Appmsnn
na	na	Sl
poslužitelju	poslužitelj	Ncmsl
Agencije	agencija	Ncfsg
za	za	Sa
zaprimanje	zaprimanje	Ncnsa
izvještaja	izvještaj	Ncmsg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
U	u	Sl
opravdanim	opravdati	Agpmply
slučajevima	slučaj	Ncmpl
nemogućnosti	nemogućnost	Ncfsg
dostave	dostava	Ncfsg
na	na	Sa
način	način	Ncmsan
propisan	propisan	Agpmsann
stavkom	stavak	Ncmsan
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
,	,	Z
UAIF	UAIF	Npmsn
je	biti	Var3s
dužan	dužan	Agpmsnn
izvještaje	izvještaj	Ncmpa
dostaviti	dostaviti	Vmn
u	u	Sl
pisanom	pisan	Agpmsly
obliku	oblik	Ncmsl
,	,	Z
neposredno	neposredno	Rgp
ili	ili	Cc
poštom	pošta	Ncfsi
u	u	Sa
svrhu	svrha	Ncfsa
pravodobnog	pravodoban	Agpnsgy
izvješćivanja	izvješćivanje	Ncnsg
.	.	Z

UAIF	UAIF	Npmsn
je	biti	Var3s
dužan	dužan	Agpmsnn
dostaviti	dostaviti	Vmn
izvještaje	izvještaj	Ncmpa
na	na	Sa
način	način	Ncmsan
propisan	propisan	Agpmsann
stavkom	stavak	Ncmsan
1.	1.	Mdo
ovog	ovaj	Pd-msg
članka	članak	Ncmsg
čim	čim	Cs
prestanu	prestati	Vmr3p
razlozi	razlog	Ncmpn
nemogućnosti	nemogućnost	Ncfsg
dostave	dostava	Ncfsg
,	,	Z
a	a	Cc
najkasnije	kasno	Rgs
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
osam	osam	Mlc
dana	dan	Ncmpg
od	od	Sg
isteka	istek	Ncmsg
roka	rok	Ncmsg
za	za	Sa
dostavu	dostava	Ncfsa
izvještaja	izvještaj	Ncmsg
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
UAIF	UAIF	Npmsn
je	biti	Var3s
dužan	dužan	Agpmsnn
godišnje	godišnji	Agpmpay
financijske	financijski	Agpmpay
izvještaje	izvještaj	Ncmpa
iz	iz	Sg
članka	članak	Ncmsg
6.	6.	Mdo
stavka	stavak	Ncmsg
2.	2.	Mdo
ovog	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
dostaviti	dostaviti	Vmn
u	u	Sl
pisanom	pisan	Agpmsly
obliku	oblik	Ncmsl
zajedno	zajedno	Rgp
s	sa	Si
revizorskim	revizorski	Agpnsiy
izvješćem	izvješće	Ncnsi
o	o	Sl
obavljenoj	obaviti	Agpfsly
reviziji	revizija	Ncfsl
godišnjih	godišnji	Agpmpgy
financijskih	financijski	Agpmpgy
izvještaja	izvještaj	Ncmpg
i	i	Cc
godišnjim	godišnji	Agpnsiy
izvješćem	izvješće	Ncnsi
.	.	Z

(	(	Z
5	5	Mdc
)	)	Z
UAIF	UAIF	Npmsn
je	biti	Var3s
dužan	dužan	Agpmsnn
godišnje	godišnje	Rgp
konsolidirane	konsolidirati	Agpmpay
financijske	financijski	Agpmpay
izvještaje	izvještaj	Ncmpa
iz	iz	Sg
članka	članak	Ncmsg
6.	6.	Mdo
stavka	stavak	Ncmsg
3.	3.	Mdo
ovog	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
dostaviti	dostaviti	Vmn
u	u	Sl
pisanom	pisan	Agpmsly
obliku	oblik	Ncmsl
zajedno	zajedno	Rgp
s	sa	Si
revizorskim	revizorski	Agpnsiy
izvješćem	izvješće	Ncnsi
o	o	Sl
obavljenoj	obaviti	Agpfsly
reviziji	revizija	Ncfsl
konsolidiranih	konsolidirati	Agpmpgy
godišnjih	godišnji	Agpmpgy
financijskih	financijski	Agpmpgy
izvještaja	izvještaj	Ncmpg
i	i	Cc
godišnjim	godišnji	Agpnsiy
izvješćem	izvješće	Ncnsi
.	.	Z

OBJAVA	objava	Ncfsn
FINANCIJSKIH	financijski	Agpmpgy
IZVJEŠTAJA	izvještaj	Ncmpg

Članak	članak	Ncmsn
9.	9.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
UAIF	UAIF	Npmsn
je	biti	Var3s
dužan	dužan	Agpmsnn
objaviti	objaviti	Vmn
revidirane	revidirati	Agpmpay
godišnje	godišnji	Agpmpay
financijske	financijski	Agpmpay
izvještaje	izvještaj	Ncmpa
na	na	Sl
svojim	svoj	Px-fpl
internetskim	internetski	Agpfply
stranicama	stranica	Ncfpl
,	,	Z
u	u	Sl
rokovima	rok	Ncmpl
istovjetnim	istovjetan	Agpmply
rokovima	rok	Ncmpl
iz	iz	Sg
članka	članak	Ncmsg
7.	7.	Mdo
stavka	stavak	Ncmsg
2.	2.	Mdo
i	i	Cc
3.	3.	Mdo
ovog	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
UAIF	UAIF	Npmsn
je	biti	Var3s
dužan	dužan	Agpmsnn
na	na	Sl
svojim	svoj	Px-fpl
internetskim	internetski	Agpfply
stranicama	stranica	Ncfpl
imati	imati	Vmn
objavljene	objavljen	Agpmpay
financijske	financijski	Agpmpay
izvještaje	izvještaj	Ncmpa
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovog	ovaj	Pd-msg
članka	članak	Ncmsg
najmanje	malo	Rgs
za	za	Sa
zadnjih	zadnji	Agpfpgy
5	5	Mdc
poslovnih	poslovan	Agpfpgy
godina	godina	Ncfpg
ili	ili	Cc
kraće	kratko	Rgc
ako	ako	Cs
UAIF	UAIF	Npmsn
posluje	poslovati	Vmr3s
kraće	kratko	Rgc
od	od	Sg
pet	pet	Mlc
godina	godina	Ncfpg
.	.	Z

Članak	članak	Ncmsn
10.	10.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Ovaj	ovaj	Pd-msn
Pravilnik	pravilnik	Ncmsn
stupa	stupati	Vmr3s
na	na	Sa
snagu	snaga	Ncfsa
osmoga	osmi	Mlomsg
dana	dan	Ncmsg
od	od	Sg
dana	dan	Ncmsg
objave	objava	Ncfsg
u	u	Sl
»	»	Z
Narodnim	narodni	Agpfply
novinama	novina	Ncfpl
«	«	Z
,	,	Z
a	a	Cc
prvi	prvi	Mlomsan
put	put	Rgp
se	sebe	Px--sa
primjenjuje	primjenjivati	Vmr3s
na	na	Sa
polugodišnje	polugodišnji	Agpfpay
financijske	financijski	Agpfpay
i	i	Cc
dodatne	dodatan	Agpmpay
izvještaje	izvještaj	Ncmpa
sa	sa	Si
stanjem	stanje	Ncnsi
na	na	Sa
dan	dan	Ncmsan
30.	30.	Mdo
lipnja	lipanj	Ncmsg
2016.	2016.	Mdo
godine	godina	Ncfsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Danom	dan	Ncmsi
početka	početak	Ncmsg
primjene	primjena	Ncfsg
ovog	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
prestaje	prestajati	Vmr3s
važiti	važiti	Vmn
Pravilnik	pravilnik	Ncmsan
o	o	Sl
strukturi	struktura	Ncfsl
i	i	Cc
sadržaju	sadržaj	Ncmsl
godišnjih	godišnji	Agpmpgy
i	i	Cc
polugodišnjih	polugodišnji	Agpmpgy
financijskih	financijski	Agpmpgy
izvještaja	izvještaj	Ncmpg
i	i	Cc
drugih	drugi	Mlompg
izvještaja	izvještaj	Ncmpg
društva	društvo	Ncnsg
za	za	Sa
upravljanje	upravljanje	Ncnsa
alternativnim	alternativan	Agpmply
investicijskim	investicijski	Agpmply
fondovima	fond	Ncmpl
(	(	Z
»	i	Agpfpny
Narodne	narodni	Agpfpny
novine	novina	Ncfpn
«	«	Z
,	,	Z
broj	broj	Ncmsn
142/13	142/13	Mdc
,	,	Z
81/14	81/14	Mdc
i	i	Cc
28/15	28/15	Mdc
)	)	Z
.	.	Z

Klasa	klasa	Ncfsn
:	:	Z
011	011	Mdc
-	-	Z
02/16	02/16	Mdc
-	-	Z
02/03	02/03	Mdc

Urbroj	urbroj	Ncmsn
:	:	Z
326	326	Mdc
-	-	Z
01	01	Mdc
-	-	Z
440	440	Mdc
-	-	Z
16	16	Mdc
-	-	Z
1	1	Mdc

Zagreb	Zagreb	Npmsn
,	,	Z
21.	21.	Mdo
travnja	travanj	Ncmsg
2016.	2016.	Mdo

Predsjednik	predsjednik	Ncmsn
Upravnog	upravan	Agpnsgy
vijeća	vijeće	Ncnsg
Petar-Pierre	Petar-Pierra	Npfsg
Matek	Matek	Npfsg
,	,	Z
v.	v.	Y
r.	r.	Y

PRILOG	prilog	Ncmsn
1	1	Mdc
–	–	Z
PRILOG	prilog	Ncmsn
3	3	Mdc

