odgovoriti	odgovoriti	Vmn
provedene	provesti	Appfsgy
rehabilitacije	rehabilitacija	Ncfsg
te	te	Cc
bez	bez	Sg
angine	angina	Ncfsg
pektoris	pektoris	Agpfsgy
i	i	Cc
posljedica	posljedica	Ncfpg
koje	koji	Pi-fpn
utječu	utjecati	Vmr3p
na	na	Sa
sigurno	siguran	Agpnsay
upravljanje	upravljanje	Ncnsa
vozilom	vozilo	Ncnsi
,	,	Z

4	4	Mdc
)	)	Z
poremećaji	poremećaj	Ncmpn
ritma	ritam	Ncmsg
i	i	Cc
bolesti	bolest	Ncfsl
srca	srce	Ncnsg
s	sa	Si
poremećajima	poremećaj	Ncmpi
svijesti	svijest	Ncfsg
,	,	Z
koji	koji	Pi-msn
se	sebe	Px--sa
ne	ne	Qz
mogu	moći	Vmr3p
terapijski	terapijski	Rgp
regulirati	regulirati	Vmn
,	,	Z

5	5	Mdc
)	)	Z
kompletni	kompletan	Agpmsny
srčani	srčan	Agpmsny
blok	blok	Ncmsn
kada	kada	Cs
ima	imati	Vmr3s
utjecaj	utjecaj	Ncmsan
na	na	Sa
sigurno	siguran	Agpnsay
upravljanje	upravljanje	Ncnsa
vozilom	vozilo	Ncnsi
,	,	Z

6	6	Mdc
)	)	Z
urođene	urođen	Agpfpny
i	i	Cc
stečene	steći	Agpfpay
bolesti	bolest	Ncfpa
srca	srce	Ncnsg
(	(	Z
valvularnog	valvularan	Agpmsgy
aparata	aparat	Ncmsg
i	i	Cc
drugih	drugi	Mlofpg
struktura	struktura	Ncfpg
srca	srce	Ncnsg
)	)	Z
i	i	Cc
krvnih	krvni	Agpfpgy
žila	žila	Ncfpg
ako	ako	Cs
utječu	utjecati	Vmr3p
na	na	Sa
sigurno	siguran	Agpnsay
upravljanje	upravljanje	Ncnsa
vozilom	vozilo	Ncnsi
,	,	Z

7	7	Mdc
)	)	Z
kronično	kronično	Rgp
plućno	plućni	Agpnsny
srce	srce	Ncnsn
sa	sa	Si
znacima	znak	Ncmpi
dekompenzacije	dekompenzacija	Ncfsg
,	,	Z
za	za	Sa
vrijeme	vrijeme	Ncnsa
dok	dok	Cs
bolest	bolest	Ncfsn
nije	biti	Var3s
uspješno	uspješno	Rgp
liječena	liječiti	Appfsny
i	i	Cc
utječe	utjecati	Vmr3s
na	na	Sa
sigurno	siguran	Agpnsay
upravljanje	upravljanje	Ncnsa
vozilom	vozilo	Ncnsi
,	,	Z

8	8	Mdc
)	)	Z
stanje	stanje	Ncnsn
nakon	nakon	Sg
perikarditisa	perikarditis	Ncmsg
sa	sa	Si
znacima	znak	Ncmpi
konstrikcije	konstrikcija	Ncfsg
,	,	Z
dok	dok	Cs
utječe	utjecati	Vmr3s
na	na	Sa
sigurno	siguran	Agpnsay
upravljanje	upravljanje	Ncnsa
vozilom	vozilo	Ncnsi
,	,	Z

9	9	Mdc
)	)	Z
neregulirana	nereguliran	Agpfsny
hipertonija	hipertonija	Ncfsn
sa	sa	Si
sistoličkim	sistolički	Agpmsiy
tlakom	tlak	Ncmsi
višim	visok	Agcmsiy
od	od	Sg
160	160	Mdc
ili	ili	Cc
dijastoličkim	dijastolički	Agpmsiy
višim	visok	Agcmsiy
od	od	Sg
100	100	Mdc
mm	mm	Y
Hg	Hg	Y
.	.	Z

10	10	Mdc
)	)	Z
ostale	ostali	Agpfpay
bolesti	bolest	Ncfpa
i	i	Cc
stanja	stanje	Ncnsg
srca	srce	Ncnsg
i	i	Cc
krvnih	krvni	Agpfpgy
žila	žila	Ncfpg
koje	koji	Pi-fpn
utječu	utjecati	Vmr3p
na	na	Sa
sigurnost	sigurnost	Ncfsa
upravljanja	upravljanje	Ncnsg
vozilom	vozilo	Ncnsi
.	.	Z

Specijalisti	specijalist	Ncmpn
internisti	internist	Ncmpn
/	/	Z
kardiolozi	kardiolog	Ncmpn
obvezni	obvezan	Agpmpny
su	biti	Var3p
,	,	Z
na	na	Sa
traženje	traženje	Ncnsa
specijalista	specijalist	Ncmpg
medicine	medicina	Ncfsg
rada	rad	Ncmsg
/	/	Z
sporta	sport	Ncmsg
i	i	Cc
/	/	Z
ili	ili	Cc
izabranog	izabran	Agpmsgy
doktora	doktor	Ncmsg
utvrditi	utvrditi	Vmn
da	da	Cs
li	li	Qq
je	biti	Var3s
zdravstveno	zdravstven	Agpnsny
stanje	stanje	Ncnsn
vozača	vozač	Ncmpg
ili	ili	Cc
kandidata	kandidat	Ncmpg
za	za	Sa
vozača	vozač	Ncmsay
ili	ili	Cc
terapija	terapija	Ncfpg
koju	koji	Pi-fsa
uzima	uzimati	Vmr3s
zbog	zbog	Sg
liječenja	liječenje	Ncnsg
bolesti	bolest	Ncfsg
iz	iz	Sg
kruga	krug	Ncmsg
bolesti	bolest	Ncfsg
ili	ili	Cc
stanja	stanje	Ncnsg
iz	iz	Sg
područja	područje	Ncnsg
kardiologije	kardiologija	Ncfsg
zapreka	zapreka	Ncfpg
za	za	Sa
sigurno	siguran	Agpnsay
upravljanje	upravljanje	Ncnsa
vozilom	vozilo	Ncnsi
.	.	Z

i	i	Cc
)	)	Z
šećerna	šećerni	Agpfsny
bolest	bolest	Ncfsn

1	1	Mdc
)	)	Z
Vozači	vozač	Ncmpn
i	i	Cc
kandidati	kandidat	Ncmpn
za	za	Sa
vozače	vozač	Ncmpa
koji	koji	Pi-mpn
i	i	Cc
uz	uz	Sa
terapiju	terapija	Ncfsa
imaju	imati	Vmr3p
opetovano	opetovano	Rgp
tešku	težak	Agpfsay
hipoglikemiju	hipoglikemija	Ncfsa
i	i	Cc
/	/	Z
ili	ili	Cc
nisu	biti	Var3p
svjesni	svjestan	Agpmpny
hipoglikemije	hipoglikemija	Ncfsg
dok	dok	Cs
im	oni	Pp3-pd
se	sebe	Px--sa
stanje	stanje	Ncnsn
ne	ne	Qz
regulira	regulirati	Vmr3s
.	.	Z

O	o	Sl
mogućnosti	mogućnost	Ncfsl
upravljanja	upravljanje	Ncnsg
vozilom	vozilo	Ncnsi
odlučuje	odlučivati	Vmr3s
nadležni	nadležan	Agpmsny
specijalist	specijalist	Ncmsn
.	.	Z

j	j	Npmsn
)	)	Z
bolesti	bolest	Ncfpn
i	i	Cc
stanja	stanje	Ncnsg
lokomotornog	lokomotoran	Agpmsgy
sustava	sustav	Ncmsg

1	1	Mdc
)	)	Z
prirođene	prirođen	Agpfpny
i	i	Cc
stečene	steći	Agpfpay
bolesti	bolest	Ncfpa
,	,	Z
stanja	stanje	Ncnsg
i	i	Cc
anomalije	anomalija	Ncfsg
lokomotornog	lokomotoran	Agpmsgy
sustava	sustav	Ncmsg
koje	koji	Pi-fpn
utječu	utjecati	Vmr3p
na	na	Sa
sigurno	siguran	Agpnsay
upravljanje	upravljanje	Ncnsa
vozilom	vozilo	Ncnsi
,	,	Z

2	2	Mdc
)	)	Z
kronične	kroničan	Agpfpay
upalne	upalni	Agpfpay
bolesti	bolest	Ncfpa
mišićno-koštanog	mišićno-koštan	Agpmsgy
sustava	sustav	Ncmsg
koje	koji	Pi-mpa
se	sebe	Px--sa
terapijski	terapijski	Agpmsny
ne	ne	Qz
mogu	moći	Vmr3p
dovesti	dovesti	Vmn
u	u	Sa
stanje	stanje	Ncnsa
za	za	Sa
sigurno	siguran	Agpnsay
upravljanje	upravljanje	Ncnsa
vozilom	vozilo	Ncnsi
,	,	Z

3	3	Mdc
)	)	Z
deformiteti	deformitet	Ncmpn
,	,	Z
kontrakture	kontraktura	Ncfsg
ili	ili	Cc
nedostatak	nedostatak	Ncmsan
,	,	Z
koji	koji	Pi-mpn
oštećuju	oštećivati	Vmr3p
funkciju	funkcija	Ncfsa
dijela	dio	Ncmsg
ili	ili	Cc
cijelog	cijel	Agpmsgy
ekstremiteta	ekstremitet	Ncmsg
,	,	Z
a	a	Cc
za	za	Sa
koje	koji	Pi-mpa
se	sebe	Px--sa
ne	ne	Qz
može	moći	Vmr3s
na	na	Sa
odgovarajući	odgovarajući	Agpmsayn
način	način	Ncmsan
adaptirati	adaptirati	Vmn
vozilo	vozilo	Ncnsa
,	,	Z

4	4	Mdc
)	)	Z
ostale	ostali	Agpfpay
bolesti	bolest	Ncfpa
i	i	Cc
stanja	stanje	Ncnsg
lokomotornog	lokomotoran	Agpmsgy
sustava	sustav	Ncmsg
koja	koji	Pi-fsn
imaju	imati	Vmr3p
utjecaj	utjecaj	Ncmsan
na	na	Sa
sigurnost	sigurnost	Ncfsa
upravljanja	upravljanje	Ncnsg
vozilom	vozilo	Ncnsi
.	.	Z

Specijalisti	specijalist	Ncmpn
ortopedi	ortoped	Ncmpn
/	/	Z
fizijatri	fizijatar	Ncmpn
/	/	Z
kirurzi	kirurg	Ncmpn
obvezni	obvezan	Agpmpny
su	biti	Var3p
,	,	Z
na	na	Sa
traženje	traženje	Ncnsa
specijalista	specijalist	Ncmpg
medicine	medicina	Ncfsg
rada	rad	Ncmsg
/	/	Z
sporta	sport	Ncmsg
i	i	Cc
/	/	Z
ili	ili	Cc
izabranog	izabran	Agpmsgy
doktora	doktor	Ncmsg
utvrditi	utvrditi	Vmn
da	da	Cs
li	li	Qq
je	biti	Var3s
zdravstveno	zdravstven	Agpnsny
stanje	stanje	Ncnsn
vozača	vozač	Ncmpg
ili	ili	Cc
kandidata	kandidat	Ncmpg
za	za	Sa
vozača	vozač	Ncmsay
ili	ili	Cc
terapija	terapija	Ncfpg
koju	koji	Pi-fsa
uzima	uzimati	Vmr3s
zbog	zbog	Sg
liječenja	liječenje	Ncnsg
bolesti	bolest	Ncfsg
iz	iz	Sg
kruga	krug	Ncmsg
bolesti	bolest	Ncfsg
ili	ili	Cc
stanja	stanje	Ncnsg
iz	iz	Sg
područja	područje	Ncnsg
ortopedije	ortopedija	Ncfsg
,	,	Z
fizijatrije	fizijatrija	Ncfsg
ili	ili	Cc
kirurgije	kirurgija	Ncfsg
zapreka	zapreka	Ncfsn
za	za	Sa
sigurno	siguran	Agpnsay
upravljanje	upravljanje	Ncnsa
vozilom	vozilo	Ncnsi
.	.	Z

k	k	Qr
)	)	Z
bubrežne	bubrežni	Agpfpay
bolesti	bolest	Ncfpa

Nasljedne	nasljedan	Agpfpny
i	i	Cc
stečene	steći	Agpfpay
bubrežne	bubrežni	Agpfpay
bolesti	bolest	Ncfpa
te	te	Cc
ostale	ostali	Agpfpny
bolesti	bolest	Ncfpn
urogenitalnog	urogenitalni	Agpmsgy
sustava	sustav	Ncmsg
koje	koji	Pi-fpn
utječu	utjecati	Vmr3p
na	na	Sa
sigurno	siguran	Agpnsay
upravljanje	upravljanje	Ncnsa
vozilom	vozilo	Ncnsi
,	,	Z
ako	ako	Cs
se	sebe	Px--sa
terapijom	terapija	Ncfsi
i	i	Cc
drugim	drugi	Mlofpl
medicinskim	medicinski	Agpfply
intervencijama	intervencija	Ncfpl
ne	ne	Qz
može	moći	Vmr3s
postići	postići	Vmn
sigurno	siguran	Agpnsay
upravljanje	upravljanje	Ncnsa
vozilom	vozilo	Ncnsi
.	.	Z

l	l	Npmsn
)	)	Z
bolesti	bolest	Ncfpn
i	i	Cc
stanja	stanje	Ncnsg
ostalih	ostali	Agpmpgy
organskih	organski	Agpmpgy
sustava	sustav	Ncmpg
i	i	Cc
sve	sav	Agpfpay
ostale	ostali	Agpfpay
bolesti	bolest	Ncfpa
i	i	Cc
stanja	stanje	Ncnsg
koja	koji	Pi-npn
imaju	imati	Vmr3p
utjecaj	utjecaj	Ncmsan
na	na	Sa
sigurno	siguran	Agpnsay
upravljanje	upravljanje	Ncnsa
vozilom	vozilo	Ncnsi
.	.	Z

Specijalisti	specijalist	Ncmpn
određene	određen	Agpfsgy
specijalnosti	specijalnost	Ncfsg
obvezni	obvezan	Agpmpny
su	biti	Var3p
na	na	Sa
traženje	traženje	Ncnsa
specijaliste	specijalist	Ncmpa
medicine	medicina	Ncfsg
rada	rad	Ncmsg
/	/	Z
sporta	sport	Ncmsg
i	i	Cc
/	/	Z
ili	ili	Cc
izabranog	izabran	Agpmsgy
doktora	doktor	Ncmsg
utvrditi	utvrditi	Vmn
da	da	Cs
li	li	Qq
je	biti	Var3s
zdravstveno	zdravstven	Agpnsny
stanje	stanje	Ncnsn
vozača	vozač	Ncmpg
ili	ili	Cc
kandidata	kandidat	Ncmpg
za	za	Sa
vozača	vozač	Ncmsay
ili	ili	Cc
terapija	terapija	Ncfsn
koju	koji	Pi-fsa
uzima	uzimati	Vmr3s
te	ti	Pp2-sa
vozača	vozač	Ncmpg
ili	ili	Cc
kandidata	kandidat	Ncmpg
za	za	Sa
vozača	vozač	Ncmpg
s	sa	Si
presađenim	presaditi	Agpmsiy
organom	organ	Ncmsi
ili	ili	Cc
umjetnim	umjetan	Agpmsiy
implantatom	implantat	Ncmsi
zapreka	zapreka	Ncfpg
za	za	Sa
sigurno	siguran	Agpnsay
upravljanje	upravljanje	Ncnsa
vozilom	vozilo	Ncnsi
.	.	Z

Članak	članak	Ncmsn
14.	14.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Uvjerenjem	uvjerenje	Ncnsi
se	sebe	Px--sa
daje	davati	Vmr3s
ocjena	ocjena	Ncfsn
zdravstvene	zdravstven	Agpfsgy
odnosno	odnosno	Rgp
psihičke	psihički	Agpfpay
sposobnosti	sposobnost	Ncfpa
vozača	vozač	Ncmsg
i	i	Cc
kandidata	kandidat	Ncmpg
za	za	Sa
vozača	vozač	Ncmsay
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Ocjena	ocjena	Ncfsn
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
donosi	donositi	Vmr3s
se	sebe	Px--sa
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
5	5	Mdc
dana	dan	Ncmpg
od	od	Sg
početka	početak	Ncmsg
zdravstvenog	zdravstven	Agpmsgy
pregleda	pregled	Ncmsg
,	,	Z
a	a	Cc
najkasnije	kasno	Rgs
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
30	30	Mdc
dana	dan	Ncmpg
ako	ako	Cs
je	biti	Var3s
potrebna	potreban	Agpfsny
dodatna	dodatan	Agpfsny
medicinska	medicinski	Agpfsny

