potrebnim	potreban	Agpmsiy
s	sa	Si
člankom	članak	Ncmsi
157.	157.	Mdo
stavkom	stavak	Ncmsi
1.	1.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
do	do	Sg
31.	31.	Mdo
prosinca	prosinac	Ncmsg
2016.	2016.	Mdo

(	(	Z
2	2	Mdc
)	)	Z
Kad	kad	Cs
se	sebe	Px--sa
društvo	društvo	Ncnsn
za	za	Sa
osiguranje	osiguranje	Ncnsa
ne	ne	Qz
uspije	uspjeti	Vmr3s
uskladiti	uskladiti	Vmn
s	sa	Si
člankom	članak	Ncmsi
157.	157.	Mdo
stavkom	stavak	Ncmsi
1.	1.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
u	u	Sl
roku	rok	Ncmsl
navedenom	naveden	Agpmsly
u	u	Sl
stavku	stavak	Ncmsl
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
,	,	Z
Agencija	agencija	Ncfsn
će	htjeti	Var3s
tom	taj	Pd-nsd
društvu	društvo	Ncnsd
za	za	Sa
osiguranje	osiguranje	Ncnsa
oduzeti	oduzeti	Vmn
odobrenje	odobrenje	Ncnsa
za	za	Sa
obavljanje	obavljanje	Ncnsa
poslova	posao	Ncmpg
osiguranja	osiguranje	Ncnsg
.	.	Z

Postupci	postupak	Ncmpn

Članak	članak	Ncmsn
460.	460.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Svi	sav	Agpmpny
postupci	postupak	Ncmpn
za	za	Sa
dobivanje	dobivanje	Ncnsa
odobrenja	odobrenje	Ncnsg
,	,	Z
ovlaštenja	ovlaštenje	Ncnsg
,	,	Z
suglasnosti	suglasnost	Ncfsg
i	i	Cc
dozvola	dozvola	Ncfpg
te	te	Cc
postupci	postupak	Ncmpn
nadzora	nadzor	Ncmsg
koji	koji	Pi-mpn
su	biti	Var3p
pokrenuti	pokrenuti	Vmn
prije	prije	Sg
stupanja	stupanje	Ncnsg
na	na	Sa
snagu	snaga	Ncfsa
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
i	i	Cc
koji	koji	Pi-mpn
su	biti	Var3p
u	u	Sl
nadležnosti	nadležnost	Ncfsl
Agencije	agencija	Ncfsg
dovršit	dovršiti	Vmn
će	htjeti	Var3s
se	sebe	Px--sa
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
odredbama	odredba	Ncfpl
Zakona	zakon	Ncmsg
o	o	Sl
osiguranju	osiguranje	Ncnsl
(	(	Z
»	»	Z
Narodne	narodni	Agpfpny
novine	novina	Ncfpn
«	«	Z
,	,	Z
br.	br.	Y
151/05.	151/05.	Mds
,	,	Z
87/08.	87/08.	Mds
,	,	Z
82/09.	82/09.	Mdo
,	,	Z
54/13.	54/13.	Mds
i	i	Cc
94/14.	94/14.	Mdo
)	)	Z
,	,	Z
osim	osim	Cs
ako	ako	Cs
odredbe	odredba	Ncfpn
tog	taj	Pd-msg
Zakona	zakon	Ncmsg
nisu	biti	Var3p
u	u	Sl
suprotnosti	suprotnost	Ncfsl
s	sa	Si
odredbama	odredba	Ncfpi
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Na	na	Sa
postupke	postupak	Ncmpa
za	za	Sa
dobivanje	dobivanje	Ncnsa
odobrenja	odobrenje	Ncnsg
,	,	Z
ovlaštenja	ovlaštenje	Ncnsg
,	,	Z
suglasnosti	suglasnost	Ncfsg
i	i	Cc
dozvola	dozvola	Ncfpg
koji	koji	Pi-mpn
su	biti	Var3p
pokrenuti	pokrenuti	Vmn
nakon	nakon	Sg
stupanja	stupanje	Ncnsg
na	na	Sa
snagu	snaga	Ncfsa
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
do	do	Sg
stupanja	stupanje	Ncnsg
na	na	Sa
snagu	snaga	Ncfsa
pravilnika	pravilnik	Ncmpg
donesenih	donijeti	Appmpgy
na	na	Sl
temelju	temelj	Ncmsl
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
primjenjuju	primjenjivati	Vmr3p
se	sebe	Px--sa
odredbe	odredba	Ncfpn
pravilnika	pravilnik	Ncmpg
donesenih	donesen	Agpmpgy
na	na	Sl
temelju	temelj	Ncmsl
Zakona	zakon	Ncmsg
o	o	Sl
osiguranju	osiguranje	Ncnsl
(	(	Z
»	»	Z
Narodne	narodni	Agpfpny
novine	novina	Ncfpn
«	«	Z
,	,	Z
br.	br.	Y
151/05.	151/05.	Mds
,	,	Z
87/08.	87/08.	Mds
,	,	Z
82/09.	82/09.	Mdo
,	,	Z
54/13.	54/13.	Mds
i	i	Cc
94/14.	94/14.	Mds
)	)	Z
ako	ako	Cs
odredbe	odredba	Ncfpn
tih	taj	Pd-mpg
pravilnika	pravilnik	Ncmpg
nisu	biti	Var3p
u	u	Sl
suprotnosti	suprotnost	Ncfsl
s	sa	Si
odredbama	odredba	Ncfpi
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Stavak	stavak	Ncmsn
2.	2.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
primjenjuje	primjenjivati	Vmr3s
se	sebe	Px--sa
i	i	Qo
na	na	Sa
sva	sav	Agpnpay
ostala	ostali	Agpnpay
postupanja	postupanje	Ncnpa
propisana	propisati	Appfsny
pravilnicima	pravilnik	Ncmpi
Agencije	agencija	Ncfsg
.	.	Z

Donošenje	donošenje	Ncnsn
propisa	propis	Ncmsg

Članak	članak	Ncmsn
461.	461.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Agencija	agencija	Ncfsn
će	htjeti	Var3s
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
osam	osam	Mlc
mjeseci	mjesec	Ncmpg
od	od	Sg
dana	dan	Ncmpg
stupanja	stupanje	Ncnsg
na	na	Sa
snagu	snaga	Ncfsa
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
donijeti	donijeti	Vmn
pravilnike	pravilnik	Ncmpa
čije	čiji	Pi-nsn
je	biti	Var3s
donošenje	donošenje	Ncnsn
propisano	propisati	Appnsny
ovim	ovaj	Pd-msi
Zakonom	zakon	Ncmsi
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Do	do	Sg
stupanja	stupanje	Ncnsg
na	na	Sa
snagu	snaga	Ncfsa
pravilnika	pravilnik	Ncmpg
donesenih	donijeti	Appmpgy
na	na	Sl
temelju	temelj	Ncmsl
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
primjenjuju	primjenjivati	Vmr3p
se	sebe	Px--sa
odredbe	odredba	Ncfpn
pravilnika	pravilnik	Ncmpg
donesenih	donesen	Agpmpgy
na	na	Sl
temelju	temelj	Ncmsl
Zakona	zakon	Ncmsg
o	o	Sl
osiguranju	osiguranje	Ncnsl
(	(	Z
»	»	Z
Narodne	narodni	Agpfpny
novine	novina	Ncfpn
«	«	Z
,	,	Z
br.	br.	Y
151/05.	151/05.	Mds
,	,	Z
87/08.	87/08.	Mds
,	,	Z
82/09.	82/09.	Mdo
,	,	Z
54/13.	54/13.	Mds
i	i	Cc
94/14.	94/14.	Mds
)	)	Z
ako	ako	Cs
odredbe	odredba	Ncfpn
tih	taj	Pd-mpg
pravilnika	pravilnik	Ncmpg
nisu	biti	Var3p
u	u	Sl
suprotnosti	suprotnost	Ncfsl
s	sa	Si
odredbama	odredba	Ncfpi
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
.	.	Z

Prestanak	prestanak	Ncmsn
važenja	važenje	Ncnsg
Zakona	zakon	Ncmsg

Članak	članak	Ncmsn
462.	462.	Mdo

Zakon	zakon	Ncmsn
o	o	Sl
osiguranju	osiguranje	Ncnsl
(	(	Z
»	»	Z
Narodne	narodni	Agpfpny
novine	novina	Ncfpn
«	«	Z
,	,	Z
br.	br.	Y
151/08.	151/08.	Mds
,	,	Z
87/08.	87/08.	Mds
,	,	Z
82/09.	82/09.	Mdo
,	,	Z
54/13.	54/13.	Mds
i	i	Cc
94/14.	94/14.	Mdo
)	)	Z
prestaje	prestajati	Vmr3s
važiti	važiti	Vmn
1.	1.	Mdo
siječnja	siječanj	Ncmsg
2016.	2016.	Mdo

Postupno	postupan	Agpnsny
uvođenje	uvođenje	Ncnsn

Članak	članak	Ncmsn
463.	463.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Radi	radi	Sg
ostvarivanja	ostvarivanje	Ncnsg
preduvjeta	preduvjet	Ncmsg
za	za	Sa
poslovanje	poslovanje	Ncnsa
društava	društvo	Ncnpg
za	za	Sa
osiguranje	osiguranje	Ncnsa
odnosno	odnosno	Rgp
društava	društvo	Ncnpg
za	za	Sa
reosiguranje	reosiguranje	Ncnsa
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
odredbama	odredba	Ncfpi
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
od	od	Sg
1.	1.	Mdo
siječnja	siječanj	Ncmsg
2016.	2016.	Mdo
,	,	Z
društva	društvo	Ncnsg
za	za	Sa
osiguranje	osiguranje	Ncnsa
odnosno	odnosno	Rgp
društva	društvo	Ncnsg
za	za	Sa
reosiguranje	reosiguranje	Ncnsa
mogu	moći	Vmr3p
podnositi	podnositi	Vmn
zahtjeve	zahtjev	Ncmpa
za	za	Sa
izdavanje	izdavanje	Ncnsa
odobrenja	odobrenje	Ncnsg
odnosno	odnosni	Agpnsny
davanje	davanje	Ncnsn
suglasnosti	suglasnost	Ncfsg
iz	iz	Sg
stavaka	stavak	Ncmpg
2.	2.	Mdo
–	–	Z
4.	4.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Agencija	agencija	Ncfsn
će	htjeti	Var3s
od	od	Sg
1.	1.	Mdo
travnja	travanj	Ncmsg
2015.	2015.	Mdo
na	na	Sa
zahtjev	zahtjev	Ncmsan
društva	društvo	Ncnsg
za	za	Sa
osiguranje	osiguranje	Ncnsa
odnosno	odnosno	Rgp
društva	društvo	Ncnsg
za	za	Sa
reosiguranje	reosiguranje	Ncnsa
donijeti	donijeti	Vmn
rješenje	rješenje	Ncnsa
kojim	koji	Pi-nsi
odlučuje	odlučivati	Vmr3s
o	o	Sl
izdavanju	izdavanje	Ncnsl
odobrenja	odobrenje	Ncnsg
za	za	Sa
:	:	Z

1.	1.	Mdo
pomoćna	pomoćan	Agpnpay
vlastita	vlastit	Agpnpay
sredstva	sredstvo	Ncnpa
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
člankom	članak	Ncmsi
124.	124.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg

2.	2.	Mdo
razvrstavanje	razvrstavanje	Ncnsa
stavki	stavka	Ncfpg
vlastitih	vlastit	Agpnpgy
sredstava	sredstvo	Ncnpg
iz	iz	Sg
članka	članak	Ncmsg
125.	125.	Mdo
stavka	stavak	Ncmsg
5.	5.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg

3.	3.	Mdo
korištenje	korištenje	Ncnsa
posebnih	poseban	Agpmpgy
parametara	parametar	Ncmpg
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
člankom	članak	Ncmsi
135.	135.	Mdo
stavkom	stavak	Ncmsi
7.	7.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg

4.	4.	Mdo
potpuni	potpun	Agpmpny
ili	ili	Cc
djelomični	djelomičan	Agpmsayn
unutarnji	unutarnji	Agpmsayn
model	model	Ncmsan
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
člancima	članak	Ncmpi
143.	143.	Mdo
i	i	Cc
144.	144.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg

5.	5.	Mdo
pomoćna	pomoćan	Agpnpay
vlastita	vlastit	Agpnpay
sredstva	sredstvo	Ncnpa
posredničkog	posrednički	Agpmsgy
osigurateljnog	osigurateljni	Agpmsgy
holdinga	holding	Ncmsg
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
člankom	članak	Ncmsi
311.	311.	Mdo
stavkom	stavak	Ncmsi
2.	2.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg

6.	6.	Mdo
unutarnji	unutarnji	Agpmsayn
model	model	Ncmsan
grupe	grupa	Ncfsg
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
člancima	članak	Ncmpi
315.	315.	Mdo
i	i	Cc
316.	316.	Mdo
te	te	Cc
člankom	članak	Ncmsi
318.	318.	Mdo
stavkom	stavak	Ncmsi
5.	5.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg

7.	7.	Mdo
korištenje	korištenje	Ncnsa
prilagodbe	prilagodba	Ncfsg
za	za	Sa
uravnoteženje	uravnoteženje	Ncnsa
na	na	Sa
relevantnu	relevantan	Agpfsay
vremensku	vremenski	Agpfsay
strukturu	struktura	Ncfsa
bezrizične	bezrizičan	Agpfsgy
kamatne	kamatan	Agpfsgy
stope	stopa	Ncfsg
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
člancima	članak	Ncmpi
111.	111.	Mdo
i	i	Cc
112.	112.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg

8.	8.	Mdo
korištenje	korištenje	Ncnsa
prilagodbe	prilagodba	Ncfsg
za	za	Sa
volatilnost	volatilnost	Ncfsa
na	na	Sa
relevantnu	relevantan	Agpfsay
vremensku	vremenski	Agpfsay
strukturu	struktura	Ncfsa
bezrizične	bezrizičan	Agpfsgy
kamatne	kamatan	Agpfsgy
stope	stopa	Ncfsg
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
člankom	članak	Ncmsi
113.	113.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg

9.	9.	Mdo
primjenu	primjena	Ncfsa
prijelazne	prijelazan	Agpfsgy
mjere	mjera	Ncfsg
za	za	Sa
bezrizične	bezrizična	Ncfpa
kamatne	kamatan	Agpfpay
stope	stopa	Ncfpa
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
člankom	članak	Ncmsi
455.	455.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg

10.	10.	Mdo
primjenu	primjena	Ncfsa
prijelazne	prijelazan	Agpfsgy
mjere	mjera	Ncfsg
na	na	Sa
tehničke	tehnički	Agpfpay
pričuve	pričuva	Ncfpa
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
člankom	članak	Ncmsi
456.	456.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Agencija	agencija	Ncfsn
će	htjeti	Var3s
od	od	Sg
1.	1.	Mdo
travnja	travanj	Ncmsg
2015.	2015.	Mdo
na	na	Sa
zahtjev	zahtjev	Ncmsan
društva	društvo	Ncnsg
za	za	Sa
osiguranje	osiguranje	Ncnsa
odnosno	odnosno	Rgp
društva	društvo	Ncnsg
za	za	Sa
reosiguranje	reosiguranje	Ncnsa
donijeti	donijeti	Vmn
rješenje	rješenje	Ncnsa
kojim	koji	Pi-nsi
odlučuje	odlučivati	Vmr3s
o	o	Sl
izdavanju	izdavanje	Ncnsl
odobrenja	odobrenje	Ncnsg
za	za	Sa
:	:	Z

1.	1.	Mdo
određivanje	određivanje	Ncnsa

