proizvodom	proizvod	Ncmsi
kliničkih	klinički	Agpmpgy
podataka	podatak	Ncmpg
i	i	Cc
dati	dati	Vmn
sažetak	sažetak	Ncmsan
različitih	različit	Agpmpgy
aspekata	aspekt	Ncmpg
ispitivanog	ispitivati	Appmsgy
proizvoda	proizvod	Ncmpg
na	na	Sl
temelju	temelj	Ncmsl
podataka	podatak	Ncmpg
iz	iz	Sg
različitih	različit	Agpmpgy
izvora	izvor	Ncmpg
.	.	Z

Time	taj	Pd-nsi
se	sebe	Px--sa
ispitivaču	ispitivač	Ncmsd
daje	davati	Vmr3s
opsežno	opsežan	Agpnsay
tumačenje	tumačenje	Ncnsa
dostupnih	dostupan	Agpmpgy
podataka	podatak	Ncmpg
i	i	Cc
ocjena	ocjena	Ncfpg
njihova	njihov	Ps3nsg
značenja	značenje	Ncnsg
za	za	Sa
buduća	budući	Agpnpay
klinička	klinički	Agpnpay
ispitivanja	ispitivanje	Ncnpa
.	.	Z

Gdje	gdje	Rgp
je	biti	Var3s
to	taj	Pd-nsn
prikladno	prikladan	Agpnsny
,	,	Z
valja	valjati	Vmr3s
raspraviti	raspraviti	Vmn
objavljene	objavljen	Agpmpay
izvještaje	izvještaj	Ncmpa
o	o	Sl
srodnim	srodan	Agpmply
proizvodima	proizvod	Ncmpl
.	.	Z

To	taj	Pd-nsn
ispitivaču	ispitivač	Ncmsl
može	moći	Vmr3s
pomoći	pomoći	Vmn
u	u	Sl
predviđanju	predviđanje	Ncnsl
nuspojava	nuspojava	Ncfpg
lijeka	lijek	Ncmsg
ili	ili	Cc
drugih	drugi	Mlofpg
poteškoća	poteškoća	Ncfpg
vezanih	vezan	Agpfpgy
uz	uz	Sa
kliničko	klinički	Agpnsay
ispitivanje	ispitivanje	Ncnsa
.	.	Z

Konačni	konačan	Agpmsny
je	biti	Var3s
cilj	cilj	Ncmsn
ovoga	ovaj	Pd-nsg
odjeljka	odjeljak	Ncmsg
Uputa	uputa	Ncfsn
pružiti	pružiti	Vmn
ispitivaču	ispitivač	Ncmsd
jasan	jasan	Agpmsann
uvid	uvid	Ncmsan
u	u	Sa
moguće	moguć	Agpmpay
rizike	rizik	Ncmpa
i	i	Cc
nuspojave	nuspojava	Ncfpa
,	,	Z
u	u	Sa
specifične	specifičan	Agpmpay
testove	test	Ncmpa
,	,	Z
opažanja	opažanje	Ncnsg
i	i	Cc
mjere	mjera	Ncfpn
opreza	oprez	Ncmsg
koje	koji	Pi-fpn
mogu	moći	Vmr3p
biti	biti	Van
potrebne	potreban	Agpfpny
u	u	Sl
provedbi	provedba	Ncfsl
kliničkoga	klinički	Agpnsgy
ispitivanja	ispitivanje	Ncnsg
.	.	Z

Uvid	uvid	Ncmsn
se	sebe	Px--sa
treba	trebati	Vmr3s
temeljiti	temeljiti	Vmn
na	na	Sl
dostupnim	dostupan	Agpmply
fizičkim	fizički	Agpmply
,	,	Z
kemijskim	kemijski	Agpnsiy
,	,	Z
farmaceutskim	farmaceutski	Agpnsiy
,	,	Z
farmakološkim	farmakološki	Agpnsiy
,	,	Z
toksikološkim	toksikološki	Agpmpiy
i	i	Cc
kliničkim	klinički	Agpmpiy
podacima	podatak	Ncmpi
o	o	Sl
ispitivanom	ispitivati	Agpmsly
proizvodu	proizvod	Ncmsl
.	.	Z

Ispitivaču	ispitivač	Ncmsd
također	također	Rgp
treba	trebati	Vmr3s
dati	dati	Vmn
smjernice	smjernica	Ncfpa
za	za	Sa
prepoznavane	prepoznavati	Ncfpa
i	i	Cc
liječenje	liječenje	Ncnsa
kod	kod	Sg
predoziranja	predoziranje	Ncnsg
i	i	Cc
nuspojava	nuspojava	Ncfpg
koje	koji	Pi-fpn
se	sebe	Px--sa
zasnivaju	zasnivati	Vmr3p
na	na	Sl
ranijim	raniji	Agpnply
iskustvima	iskustvo	Ncnpl
s	sa	Si
ljudima	čovjek	Ncmpi
i	i	Cc
farmakološkom	farmakološki	Agpmsly
profilu	profil	Ncmsl
ispitivanog	ispitivati	Agpmsgy
proizvoda	proizvod	Ncmsg
.	.	Z

Konačni	konačan	Agpmsny
je	biti	Var3s
cilj	cilj	Ncmsn
ovoga	ovaj	Pd-nsg
odjeljka	odjeljak	Ncmsg
Uputa	uputa	Ncfsn
pružiti	pružiti	Vmn
ispitivaču	ispitivač	Ncmsd
jasan	jasan	Agpmsann
uvid	uvid	Ncmsan
u	u	Sa
moguće	moguć	Agpmpay
rizike	rizik	Ncmpa
i	i	Cc
nuspojave	nuspojava	Ncfpa
,	,	Z
u	u	Sa
specifične	specifičan	Agpmpay
testove	test	Ncmpa
,	,	Z
opažanja	opažanje	Ncnsg
i	i	Cc
mjere	mjera	Ncfpn
opreza	oprez	Ncmsg
koje	koji	Pi-fpn
mogu	moći	Vmr3p
biti	biti	Van
potrebne	potreban	Agpfpny
u	u	Sl
provedbi	provedba	Ncfsl
kliničkoga	klinički	Agpnsgy
ispitivanja	ispitivanje	Ncnsg
.	.	Z

Uvid	uvid	Ncmsn
se	sebe	Px--sa
treba	trebati	Vmr3s
temeljiti	temeljiti	Vmn
na	na	Sl
dostupnim	dostupan	Agpmply
fizičkim	fizički	Agpmply
,	,	Z
kemijskim	kemijski	Agpnsiy
,	,	Z
farmaceutskim	farmaceutski	Agpnsiy
,	,	Z
farmakološkim	farmakološki	Agpnsiy
,	,	Z
toksikološkim	toksikološki	Agpmpiy
i	i	Cc
kliničkim	klinički	Agpmpiy
podacima	podatak	Ncmpi
o	o	Sl
ispitivanom	ispitivati	Agpmsly
proizvodu	proizvod	Ncmsl
.	.	Z

Ispitivaču	ispitivač	Ncmsd
također	također	Rgp
treba	trebati	Vmr3s
dati	dati	Vmn
smjernice	smjernica	Ncfpa
za	za	Sa
prepoznavanje	prepoznavanje	Ncnsa
i	i	Cc
liječenje	liječenje	Ncnsa
kod	kod	Sg
predoziranja	predoziranje	Ncnsg
i	i	Cc
nuspojava	nuspojava	Ncfpg
koje	koji	Pi-fpn
se	sebe	Px--sa
zasnivaju	zasnivati	Vmr3p
na	na	Sl
ranijim	raniji	Agpnply
iskustvima	iskustvo	Ncnpl
s	sa	Si
ljudima	čovjek	Ncmpi
i	i	Cc
farmakološkom	farmakološki	Agpmsly
profilu	profil	Ncmsl
ispitivanog	ispitivati	Agpmsgy
proizvoda	proizvod	Ncmsg
.	.	Z

____________________________	____________________________	Npmsn
7.4.	7.4.	Mds

DODATAK	dodatak	Ncmsn
1	1	Mdc
:	:	Z

NASLOVNICA	naslovnica	Ncfsn
(	(	Z
Primjer	primjer	Ncmsn
)	)	Z

NAZIV	naziv	Ncmsn
NARUČITELJA	naručitelj	Ncmpg
ISPITIVANJA	ispitivanje	Ncnsg

Proizvod	proizvod	Ncmsn
:	:	Z

Broj	broj	Ncmsn
istraživanja	istraživanje	Ncnsg
:	:	Z

Naziv	naziv	Ncmsn
(	(	Z
i	i	Cc
)	)	Z
proizvoda	proizvod	Ncmpg
:	:	Z
Kemijsko	kemijski	Agpnsny
ime	ime	Ncnsn
,	,	Z
(	(	Z
odobreno	odobren	Agpnsny
)	)	Z
generičko	generički	Agpnsny
ime	ime	Ncnsn
,	,	Z
zaštićeno	zaštititi	Agpnsay
ime	ime	Ncnsa
(	(	Z
ako	ako	Cs
ga	on	Pp3msa
naručitelj	naručitelj	Ncmsn
želi	željeti	Vmr3s
navesti	navesti	Vmn
i	i	Cc
ako	ako	Cs
je	biti	Var3s
to	taj	Pd-nsn
zakonom	zakon	Ncmsi
dopušteno	dopustiti	Appnsny
)	)	Z
:	:	Z

UPUTE	uputa	Ncfpn
ZA	za	Sa
ISPITIVAČA	ispitivač	Ncmsay

Broj	broj	Ncmsn
izdanja	izdanje	Ncnsg
:	:	Z

Datum	datum	Ncmsn
izdanja	izdanje	Ncnsg
:	:	Z

Broj	broj	Ncmsn
prethodnog	prethodan	Agpnsgy
izdanja	izdanje	Ncnsg
:	:	Z

Datum	datum	Ncmsn
prethodnog	prethodan	Agpnsgy
izdanja	izdanje	Ncnsg
:	:	Z

____________________________	____________________________	Npmsn
7.5.	7.5.	Mds

DODATAK	dodatak	Ncmsn
2	2	Mdc
:	:	Z

SADRŽAJ	sadržaj	Ncmsn
UPUTA	uputa	Ncfpg
ZA	za	Sa
ISPITIVAČA	ispitivač	Ncmsay
(	(	Z
Primjer	primjer	Ncmsn
)	)	Z

8.	8.	Mdo
OSNOVNI	osnovan	Agpmpny
DOKUMENTI	dokument	Ncmpn
ZA	za	Sa
PROVOĐENJE	provođenje	Ncnsa
KLINIČKOG	klinički	Agpnsgy
ISPITIVANJA	ispitivanje	Ncnsg

8.1.	8.1.	Mdo

Uvod	uvod	Ncmsn

Osnovni	osnovan	Agpmpny
dokumenti	dokument	Ncmpn
su	biti	Var3p
oni	onaj	Pd-mpn
dokumenti	dokument	Ncmpn
koji	koji	Pi-mpn
zasebno	zasebno	Rgp
ili	ili	Cc
zajedno	zajedno	Rgp
omogućuju	omogućivati	Vmr3p
ocjenu	ocjena	Ncfsa
provedbe	provedba	Ncfsg
ispitivanja	ispitivanje	Ncnsg
i	i	Cc
kakvoće	kakvoća	Ncfsg
dobivenih	dobiven	Agpmpgy
podataka	podatak	Ncmpg
.	.	Z

Ti	taj	Pd-mpn
dokumenti	dokument	Ncmpn
služe	služiti	Vmr3p
kao	kao	Cs
dokaz	dokaz	Ncmsn
da	da	Cs
su	biti	Var3p
se	sebe	Px--sa
ispitivač	ispitivač	Ncmsn
,	,	Z
naručitelj	naručitelj	Ncmsn
i	i	Cc
motritelj	motritelj	Ncmsn
pridržavali	pridržavati	Vmp-pm
normi	norma	Ncfpg
Dobre	dobar	Agpfsgy
kliničke	klinički	Agpfsgy
prakse	praksa	Ncfsg
i	i	Cc
svih	sav	Agpmpgy
važećih	važeći	Agpmpgy
zakonskih	zakonski	Agpmpgy
propisa	propis	Ncmpg
.	.	Z

Uz	uz	Sa
to	taj	Pd-nsa
,	,	Z
osnovni	osnovan	Agpmpny
dokumenti	dokument	Ncmpn
imaju	imati	Vmr3p
široku	širok	Agpfsay
i	i	Cc
važnu	važan	Agpfsay
namjenu	namjena	Ncfsa
.	.	Z

Pravodobno	pravodoban	Agpnsny
pohranjivanje	pohranjivanje	Ncnsn
osnovnih	osnovan	Agpmpgy
dokumenata	dokument	Ncmpg
kod	kod	Sg
ispitivača	ispitivač	Ncmsg
/	/	Z
ustanove	ustanova	Ncfsg
i	i	Cc
naručitelja	naručitelj	Ncmpg
može	moći	Vmr3s
značajno	značajno	Rgp
pridonijeti	pridonijeti	Vmn
uspješnoj	uspješan	Agpfsly
provedbi	provedba	Ncfsl
ispitivanja	ispitivanje	Ncnsg
od	od	Sg
strane	strana	Ncfsg
ispitivača	ispitivač	Ncmpg
,	,	Z
naručitelja	naručitelj	Ncmpg
i	i	Cc
motritelja	motritelj	Ncmpg
.	.	Z

Osim	osim	Sg
toga	taj	Pd-nsg
,	,	Z
upravo	upravo	Rgp
su	biti	Var3p
ti	taj	Pd-mpn
dokumenti	dokument	Ncmpn
najčešći	čest	Agsmsny
predmet	predmet	Ncmsn
nadzora	nadzor	Ncmsg
i	i	Cc
inspekcije	inspekcija	Ncfsg
kao	kao	Cs
dijela	dio	Ncmsg
postupka	postupak	Ncmsg
potvrde	potvrda	Ncfsg
valjanosti	valjanost	Ncfsg
provedbe	provedba	Ncfsg
ispitivanja	ispitivanje	Ncnsg
i	i	Cc
cjelovitosti	cjelovitost	Ncfsg
prikupljenih	prikupiti	Agpmpgy
podataka	podatak	Ncmpg
.	.	Z

Slijedi	slijediti	Vmr3s
popis	popis	Ncmsan
najnužnijih	nužan	Agsmpgy
osnovnih	osnovan	Agpmpgy
dokumenata	dokument	Ncmpg
.	.	Z

Različiti	različit	Agpmpny
su	biti	Var3p
dokumenti	dokument	Ncmpn
podijeljeni	podijeliti	Appmpny
u	u	Sa
tri	tri	Mlc
skupine	skupina	Ncfsg
prema	prema	Sl
fazi	faza	Ncfsl
ispitivanja	ispitivanje	Ncnsg
u	u	Sl
kojem	koji	Pi-msl
obično	obično	Rgp
nastaju	nastajati	Vmr3p
.	.	Z
1	1	Mdc
)	)	Z
prije	prije	Sg
početka	početak	Ncmsg
kliničke	klinički	Agpfsgy
faze	faza	Ncfsg
ispitivanja	ispitivanje	Ncnsg
,	,	Z
2	2	Mdc
)	)	Z
za	za	Sa
vrijeme	vrijeme	Ncnsa
kliničke	klinički	Agpfsgy
faze	faza	Ncfsg
ispitivanja	ispitivanje	Ncnsg
te	te	Cc
3	3	Mdc
)	)	Z
nakon	nakon	Sg
svršetka	svršetak	Ncmsg
,	,	Z
odnosno	odnosno	Rgp
prestanka	prestanak	Ncmsg
provođenja	provođenje	Ncnsg
ispitivanja	ispitivanje	Ncnsg
.	.	Z

Navedena	navesti	Appfsny
je	biti	Var3s
svrha	svrha	Ncfsn
svakog	svaki	Pi-msg
dokumenta	dokument	Ncmsg
,	,	Z
te	te	Cc
treba	trebati	Vmr3s
li	li	Qq
ga	on	Pp3msa
pohraniti	pohraniti	Vmn
ispitivač	ispitivač	Ncmsn
/	/	Z
ustanova	ustanova	Ncfsn
,	,	Z
naručitelj	naručitelj	Ncmsn
ili	ili	Cc
obje	oba	Mlsf-n
strane	strana	Ncfsg
.	.	Z

Neke	neki	Pi-mpa
je	biti	Var3s
dokumente	dokument	Ncmpa
moguće	moguć	Agpnsny
spojiti	spojiti	Vmn
pod	pod	Si
uvjetom	uvjet	Ncmsi
da	da	Cs
se	sebe	Px--sa
odmah	odmah	Rgp
mogu	moći	Vmr3p
prepoznati	prepoznat	Agpmpny
zasebni	zaseban	Agpmpny
dijelovi	dio	Ncmpn
.	.	Z

Na	na	Sl
početku	početak	Ncmsl
ispitivanja	ispitivanje	Ncnsg
valja	valjati	Vmr3s

