spremnosti	spremnost	Ncfpa
unutarnjih	unutarnji	Agpfpgy
kontrola	kontrola	Ncfpg
:	:	Z

–	i	Agpnsny
dobro	dobro	Rgp
djeluje	djelovati	Vmr3s

–	–	Z
djelomično	djelomično	Rgp
djeluje	djelovati	Vmr3s

–	–	Z
djeluje	djelovati	Vmr3s
ili	ili	Cc

–	–	Z
ne	ne	Qz
djeluje	djelovati	Vmr3s
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Izvješće	izvješće	Ncnsn
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
i	i	Cc
mišljenje	mišljenje	Ncnsn
iz	iz	Sg
stavka	stavak	Ncmsg
2.	2.	Mdo
ovog	ovaj	Pd-msg
članka	članak	Ncmsg
,	,	Z
daje	davati	Vmr3s
se	sebe	Px--sa
u	u	Sl
skladu	sklad	Ncmsl
i	i	Cc
prema	prema	Sl
uvjetima	uvjet	Ncmpl
propisanim	propisati	Appmply
Prilogom	prilog	Ncmsi
I.	ia	Ncfsg
koji	koji	Pi-msn
je	biti	Var3s
sastavni	sastavan	Agpmsny
dio	dio	Ncmsn
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
.	.	Z

Članak	članak	Ncmsn
19.	19.	Mdo

Na	na	Sl
temelju	temelj	Ncmsl
izvješća	izvješće	Ncnsg
revizijskog	revizijski	Agpnsgy
tijela	tijelo	Ncnsg
,	,	Z
Nadležno	nadležan	Agpnsny
tijelo	tijelo	Ncnsn
može	moći	Vmr3s
donijeti	donijeti	Vmn
:	:	Z

–	i	Agpfpay
upute	uputa	Ncfpa
Agenciji	agencija	Ncfsl
za	za	Sa
plaćanja	plaćanje	Ncnpa
o	o	Sl
ispravljanju	ispravljanje	Ncnsl
nedostataka	nedostatak	Ncmpg

–	i	Agpfsay
odluku	odluka	Ncfsa
o	o	Sl
akreditaciji	akreditacija	Ncfsl
ili	ili	Cc

–	i	Agpfsay
odluku	odluka	Ncfsa
o	o	Sl
privremenoj	privremen	Agpfsly
akreditaciji	akreditacija	Ncfsl
.	.	Z

Članak	članak	Ncmsn
20.	20.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Ako	ako	Cs
Nadležno	nadležan	Agpnsny
tijelo	tijelo	Ncnsn
,	,	Z
na	na	Sl
temelju	temelj	Ncmsl
izvješća	izvješće	Ncnsg
,	,	Z
utvrdi	utvrditi	Vmr3s
da	da	Cs
Agencija	agencija	Ncfsn
za	za	Sa
plaćanja	plaćanje	Ncnpa
ne	ne	Qz
ispunjava	ispunjavati	Vmr3s
u	u	Sl
potpunosti	potpunost	Ncfsl
neki	neki	Pi-mpn
od	od	Sg
akreditacijskih	akreditacijski	Agpmpgy
kriterija	kriterij	Ncmpg
dostavlja	dostavljati	Vmr3s
Agenciji	agencija	Ncfsd
za	za	Sa
plaćanja	plaćanje	Ncnpa
upute	uputa	Ncfpa
o	o	Sl
ispravljanju	ispravljanje	Ncnsl
nedostataka	nedostatak	Ncmpg
prije	prije	Sg
donošenja	donošenje	Ncnsg
odluke	odluka	Ncfsg
o	o	Sl
akreditaciji	akreditacija	Ncfsl
,	,	Z
zajedno	zajedno	Rgp
s	sa	Si
rokovima	rok	Ncmpi
provedbe	provedba	Ncfsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Nadležno	nadležan	Agpnsny
tijelo	tijelo	Ncnsn
donosi	donositi	Vmr3s
odluku	odluka	Ncfsa
o	o	Sl
akreditaciji	akreditacija	Ncfsl
u	u	Sl
roku	rok	Ncmsl
15	15	Mdc
dana	dan	Ncmpg
nakon	nakon	Sg
primitka	primitak	Ncmsg
izvješća	izvješće	Ncnsg
da	da	Cs
su	biti	Var3p
svi	sav	Agpmpny
nedostaci	nedostatak	Ncmpn
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
ispravljeni	ispraviti	Appmpny
.	.	Z

Članak	članak	Ncmsn
21.	21.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Ako	ako	Cs
Nadležno	nadležan	Agpnsny
tijelo	tijelo	Ncnsn
utvrdi	utvrditi	Vmr3s
da	da	Cs
Agencija	agencija	Ncfsn
za	za	Sa
plaćanja	plaćanje	Ncnpa
ispunjava	ispunjavati	Vmr3s
sve	sav	Agpmpay
akreditacijske	akreditacijski	Agpmpay
kriterije	kriterij	Ncmpa
propisane	propisati	Agpmpay
Prilogom	prilog	Ncmsi
I.	I.	Sa
Delegirane	delegiran	Agpfpay
uredbe	uredba	Ncfpa
Komisije	komisija	Ncfsg
(	(	Z
EU	EU	Npmsn
)	)	Z
br.	br.	Y
907/2014	907/2014	Mdc
,	,	Z
donosi	donositi	Vmr3s
odluku	odluka	Ncfsa
o	o	Sl
akreditaciji	akreditacija	Ncfsl
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Odluku	odluka	Ncfsa
o	o	Sl
akreditaciji	akreditacija	Ncfsl
,	,	Z
zajedno	zajedno	Rgp
s	sa	Si
dokumentima	dokument	Ncmpi
propisanim	propisati	Agpfsiy
odredbom	odredba	Ncfsi
članka	članak	Ncmsg
1.	1.	Mdo
stavkom	stavak	Ncmsi
5.	5.	Mdo
Provedbene	provedbeni	Agpfsgy
uredbe	uredba	Ncfsg
Komisije	komisija	Ncfsg
(	(	Z
EU	EU	Npmsn
)	)	Z
br.	br.	Y
908/2014	908/2014	Mdc
,	,	Z
Nadležno	nadležan	Agpnsny
tijelo	tijelo	Ncnsn
dostavlja	dostavljati	Vmr3s
Europskoj	europski	Agpfsdy
komisiji	komisija	Ncfsd
.	.	Z

Članak	članak	Ncmsn
22.	22.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Ako	ako	Cs
Nadležno	nadležan	Agpnsny
tijelo	tijelo	Ncnsn
utvrdi	utvrditi	Vmr3s
da	da	Cs
Agencija	agencija	Ncfsn
za	za	Sa
plaćanja	plaćanje	Ncnpa
ne	ne	Qz
ispunjava	ispunjavati	Vmr3s
jedan	jedan	Mlcmsan
ili	ili	Cc
više	mnogo	Rgc
akreditacijskih	akreditacijski	Agpmpgy
kriterija	kriterij	Ncmpg
,	,	Z
donosi	donositi	Vmr3s
odluku	odluka	Ncfsa
o	o	Sl
privremenoj	privremen	Agpfsly
akreditaciji	akreditacija	Ncfsl
i	i	Cc
upute	uputa	Ncfpa
o	o	Sl
ispravljanju	ispravljanje	Ncnsl
nedostataka	nedostatak	Ncmpg
sukladno	sukladan	Agpnsny
odredbi	odredba	Ncfpg
članka	članak	Ncmsg
1.	1.	Mdo
stavka	stavak	Ncmsg
4.	4.	Mdo
Provedbene	provedbeni	Agpfsgy
uredbe	uredba	Ncfsg
Komisije	komisija	Ncfsg
(	(	Z
EU	EU	Npmsn
)	)	Z
br.	br.	Y
908/2014	908/2014	Mdc

(	(	Z
2	2	Mdc
)	)	Z
Nadležno	nadležan	Agpnsny
tijelo	tijelo	Ncnsn
u	u	Sl
opravdanim	opravdati	Agpmply
slučajevima	slučaj	Ncmpl
može	moći	Vmr3s
podnijeti	podnijeti	Vmn
zahtjev	zahtjev	Ncmsan
Europskoj	europski	Agpfsdy
komisiji	komisija	Ncfsd
za	za	Sa
produljenje	produljenje	Ncnsa
roka	rok	Ncmsg
iz	iz	Sg
stavka	stavak	Ncmsg
3.	3.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
O	o	Sl
produljenju	produljenje	Ncnsl
roka	rok	Ncmsg
Nadležno	nadležan	Agpnsny
tijelo	tijelo	Ncnsn
bez	bez	Sg
odlaganja	odlaganje	Ncnsg
obavještava	obavještavati	Vmr3s
Agenciju	agencija	Ncfsa
za	za	Sa
plaćanja	plaćanje	Ncnpa
.	.	Z

Članak	članak	Ncmsn
23.	23.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Nadležno	nadležan	Agpnsny
tijelo	tijelo	Ncnsn
putem	put	Sg
posebne	poseban	Agpfsgy
ustrojstvene	ustrojstven	Agpfsgy
jedinice	jedinica	Ncfsg
prati	pratiti	Vmr3s
ispravljanje	ispravljanje	Ncnsa
nedostataka	nedostatak	Ncmpg
iz	iz	Sg
članka	članak	Ncmsg
22.	22.	Mdo
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
te	te	Cc
,	,	Z
ovisno	ovisno	Rgp
o	o	Sl
ispunjavanju	ispunjavanje	Ncnsl
akreditacijskih	akreditacijski	Agpmpgy
kriterija	kriterij	Ncmpg
,	,	Z
odlučuje	odlučivati	Vmr3s
o	o	Sl
dodjeljivanju	dodjeljivanje	Ncnsl
akreditacije	akreditacija	Ncfsg
ili	ili	Cc
povlačenju	povlačenje	Ncnsl
odluke	odluka	Ncfsg
o	o	Sl
privremenoj	privremen	Agpfsly
akreditaciji	akreditacija	Ncfsl
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Nadležno	nadležan	Agpnsny
tijelo	tijelo	Ncnsn
donosi	donositi	Vmr3s
odluke	odluka	Ncfsg
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
u	u	Sl
roku	rok	Ncmsl
15	15	Mdc
dana	dan	Ncmpg
nakon	nakon	Sg
primitka	primitak	Ncmsg
izvješća	izvješće	Ncnsg
revizijskog	revizijski	Agpnsgy
tijela	tijelo	Ncnsg
o	o	Sl
ispravljanju	ispravljanje	Ncnsl
nedostataka	nedostatak	Ncmpg
.	.	Z

Aktivacija	aktivacija	Ncfsn
pojedinačnih	pojedinačan	Agpfpgy
mjera	mjera	Ncfpg

Članak	članak	Ncmsn
24.	24.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Ako	ako	Cs
je	biti	Var3s
potrebno	potreban	Agpnsny
aktivirati	aktivirati	Vmn
određenu	određen	Agpfsay
mjeru	mjera	Ncfsa
ruralnog	ruralan	Agpmsgy
razvoja	razvoj	Ncmsg
ili	ili	Cc
mjeru	mjera	Ncfsa
zajedničke	zajednički	Agpfsgy
organizacije	organizacija	Ncfsg
tržišta	tržište	Ncnsg
,	,	Z
a	a	Cc
koja	koji	Pi-fsn
nije	biti	Var3s
obuhvaćena	obuhvatiti	Appfsny
odlukom	odluka	Ncfsi
o	o	Sl
akreditaciji	akreditacija	Ncfsl
,	,	Z
provodi	provoditi	Vmr3s
se	sebe	Px--sa
postupak	postupak	Ncmsn
aktivacije	aktivacija	Ncfsg
pojedinačne	pojedinačan	Agpfsgy
mjere	mjera	Ncfsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Provjeru	provjera	Ncfsa
određenih	određen	Agpmpgy
akreditacijskih	akreditacijski	Agpmpgy
kriterija	kriterij	Ncmpg
i	i	Cc
/	/	Z
ili	ili	Cc
procedura	procedura	Ncfsn
Agencije	agencija	Ncfsg
za	za	Sa
plaćanja	plaćanje	Ncnpa
provodi	provoditi	Vmr3s
posebna	poseban	Agpfsny
ustrojstvena	ustrojstven	Agpfsny
jedinica	jedinica	Ncfsn
Nadležnog	nadležan	Agpnsgy
tijela	tijelo	Ncnsg
(	(	Z
u	u	Sl
skladu	sklad	Ncmsl
sa	sa	Si
svojom	svoj	Px-fsi
metodologijom	metodologija	Ncfsi
rada	rad	Ncmsg
)	)	Z
i	i	Cc
o	o	Sl
provedenoj	provesti	Agpfsly
provjeri	provjera	Ncfsl
sastavlja	sastavljati	Vmr3s
izvješće	izvješće	Ncnsa
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Ministar	ministar	Ncmsn
nadležan	nadležan	Agpmsnn
za	za	Sa
poljoprivredu	poljoprivreda	Ncfsa
,	,	Z
kada	kada	Cs
je	biti	Var3s
to	taj	Pd-nsn
potrebno	potreban	Agpnsny
,	,	Z
odlučuje	odlučivati	Vmr3s
o	o	Sl
izdavanju	izdavanje	Ncnsl
odluke	odluka	Ncfsg
o	o	Sl
aktivaciji	aktivacija	Ncfsl
pojedinačne	pojedinačan	Agpfsgy
mjere	mjera	Ncfsg
.	.	Z

Članak	članak	Ncmsn
25.	25.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Ako	ako	Cs
se	sebe	Px--sa
predlaže	predlagati	Vmr3s
značajnija	značajan	Agcfsny
izmjena	izmjena	Ncfsn
akreditiranog	akreditiran	Agpmsgy
procesa	proces	Ncmsg
,	,	Z
odnosno	odnosno	Rgp
pojedinih	pojedini	Agpfpgy
aktivnosti	aktivnost	Ncfpg
procesa	proces	Ncmsg
Agencija	agencija	Ncfsn
za	za	Sa
plaćanja	plaćanje	Ncnpa
o	o	Sl
navedenome	naveden	Agpmsly
izvještava	izvještavati	Vmr3s
posebnu	poseban	Agpfsay
ustrojstvena	ustrojstven	Agpfsny
jedinica	jedinica	Ncfsn
Nadležnog	nadležan	Agpnsgy
tijela	tijelo	Ncnsg
i	i	Cc
dostavlja	dostavljati	Vmr3s
izmijenjene	izmijeniti	Agpfpay
procedure	procedura	Ncfpa
s	sa	Si
popratnom	popratni	Agpfsiy
dokumentacijom	dokumentacija	Ncfsi
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Ako	ako	Cs
Nadležno	nadležan	Agpnsny
tijelo	tijelo	Ncnsn
procijeni	procijeniti	Vmr3s
da	da	Cs
bi	biti	Vaa3s
izmjena	izmjena	Ncfsn
akreditiranih	akreditiran	Agpmpgy
procesa	proces	Ncmpg
/	/	Z
procedura	procedura	Ncfpg
mogla	moći	Vmp-sf
ugroziti	ugroziti	Vmn
ispunjenje	ispunjenje	Ncnsa
jednog	jedan	Mlcmsg
ili	ili	Cc
više	mnogo	Rgc
akreditacijskih	akreditacijski	Agpmpgy

