uplaćuje	uplaćivati	Vmr3s
lutrijskih	lutrijski	Agpfpgy
igara	igra	Ncfpg
na	na	Sa
sreću	sreća	Ncfsa
(	(	Z
obrazac	obrazac	Ncmsan
br.	br.	Y
18	18	Mdc
PD-LI	PD-LI	Npfsl
)	)	Z
obvezno	obvezno	Rgp
mora	morati	Vmr3s
sadržavati	sadržavati	Vmn
sljedeće	sljedeći	Agpnsay
:	:	Z

1.	1.	Mdo
podatke	podatak	Ncmpa
o	o	Sl
tvrtki	tvrtka	Ncfsl
i	i	Cc
sjedištu	sjedište	Ncnsl
društva	društvo	Ncnsg

2.	2.	Mdo
osobni	osoban	Agpmsayn
identifikacijski	identifikacijski	Agpmsayn
broj	broj	Ncmsan
priređivača	priređivač	Ncmpg
(	(	Z
OIB	OIB	Npmsn
)	)	Z

3.	3.	Mdo
razdoblje	razdoblje	Ncnsn
za	za	Sa
koje	koji	Pi-nsa
se	sebe	Px--sa
izvješće	izvješće	Ncnsn
podnosi	podnositi	Vmr3s

4.	4.	Mdo
ukupan	ukupan	Agpmsann
broj	broj	Ncmsan
oporezivih	oporeziv	Agpmpgy
listića	listić	Ncmpg

5.	5.	Mdo
dio	dio	Ncmsn
porezne	porezni	Agpfsgy
osnovice	osnovica	Ncfsg
iznad	iznad	Sg
750,00	750,00	Mdc
kn	KN	Ncmpg
do	do	Sg
10.000,00	10.000,00	Mdc
kn	KN	Ncmpg

6.	6.	Mdo
iznos	iznos	Ncmsan
poreza	porez	Ncmsg
na	na	Sa
dobitke	dobitak	Ncmpa
po	po	Sl
stopi	stopa	Ncfsl
od	od	Sg
10	10	Mdc
%	%	Z

7.	7.	Mdo
dio	dio	Ncmsn
porezne	porezni	Agpfsgy
osnovice	osnovica	Ncfsg
iznad	iznad	Sg
10.000,00	10.000,00	Mdc
kn	KN	Ncmpg
do	do	Sg
30.000,00	30.000,00	Mdc
kn	KN	Ncmpg

8.	8.	Mdo
iznos	iznos	Ncmsan
poreza	porez	Ncmsg
na	na	Sa
dobitke	dobitak	Ncmpa
po	po	Sl
stopi	stopa	Ncfsl
od	od	Sg
15	15	Mdc
%	%	Z

9.	9.	Mdo
dio	dio	Ncmsn
porezne	porezni	Agpfsgy
osnovice	osnovica	Ncfsg
iznad	iznad	Sg
30.000,00	30.000,00	Mdc
kn	KN	Ncmpg
do	do	Sg
500.000,00	500.000,00	Mdc
kn	KN	Ncmpg

10.	10.	Mdo
iznos	iznos	Ncmsn
poreza	porez	Ncmsg
na	na	Sa
dobitke	dobitak	Ncmpa
po	po	Sl
stopi	stopa	Ncfsl
od	od	Sg
20	20	Mdc
%	%	Z

11.	11.	Mdo
dio	dio	Ncmsn
porezne	porezni	Agpfsgy
osnovice	osnovica	Ncfsg
iznad	iznad	Sg
500.000,00	500.000,00	Mdc
kn	KN	Ncmpg

12.	12.	Mdo
iznos	iznos	Ncmsn
poreza	porez	Ncmsg
na	na	Sa
dobitke	dobitak	Ncmpa
po	po	Sl
stopi	stopa	Ncfsl
od	od	Sg
30	30	Mdc
%	%	Z

13.	13.	Mdo
ukupan	ukupan	Agpmsann
iznos	iznos	Ncmsan
poreza	porez	Ncmsg
na	na	Sa
dobitke	dobitak	Ncmpa

14.	14.	Mdo
ukupan	ukupan	Agpmsann
iznos	iznos	Ncmsan
dobitaka	dobitak	Ncmpg
i	i	Cc
broj	broj	Ncmsn
dobitnih	dobitni	Agpmpgy
listića	listić	Ncmpg
do	do	Sg
750,00	750,00	Mdc
kn	KN	Ncmpg

15.	15.	Mdo
ukupan	ukupan	Agpmsann
iznos	iznos	Ncmsan
dobitaka	dobitak	Ncmpg
i	i	Cc
broj	broj	Ncmsn
dobitnih	dobitni	Agpmpgy
listića	listić	Ncmpg
iznad	iznad	Sg
750,00	750,00	Mdc
kn	KN	Ncmpg
do	do	Sg
1.500,00	1.500,00	Mdc
kn	KN	Ncmpg

16.	16.	Mdo
ukupan	ukupan	Agpmsann
iznos	iznos	Ncmsan
dobitaka	dobitak	Ncmpg
i	i	Cc
broj	broj	Ncmsn
dobitnih	dobitni	Agpmpgy
listića	listić	Ncmpg
iznad	iznad	Sg
1.500,00	1.500,00	Mdc
kn	KN	Ncmpg
do	do	Sg
10.000,00	10.000,00	Mdc
kn	KN	Ncmpg

17.	17.	Mdo
ukupan	ukupan	Agpmsann
iznos	iznos	Ncmsan
dobitaka	dobitak	Ncmpg
i	i	Cc
broj	broj	Ncmsn
dobitnih	dobitni	Agpmpgy
listića	listić	Ncmpg
iznad	iznad	Sg
10.000,00	10.000,00	Mdc
kn	KN	Ncmpg
do	do	Sg
30.000,00	30.000,00	Mdc
kn	KN	Ncmpg

18.	18.	Mdo
ukupan	ukupan	Agpmsann
iznos	iznos	Ncmsan
dobitaka	dobitak	Ncmpg
i	i	Cc
broj	broj	Ncmsn
dobitnih	dobitni	Agpmpgy
listića	listić	Ncmpg
iznad	iznad	Sg
30.000,00	30.000,00	Mdc
kn	KN	Ncmpg
do	do	Sg
500.000,00	500.000,00	Mdc
kn	KN	Ncmpg

19.	19.	Mdo
ukupan	ukupan	Agpmsann
iznos	iznos	Ncmsan
dobitaka	dobitak	Ncmpg
i	i	Cc
broj	broj	Ncmsn
dobitnih	dobitni	Agpmpgy
listića	listić	Ncmpg
iznad	iznad	Sg
500.000,00	500.000,00	Mdc
kn	KN	Ncmpg

20.	20.	Mdo
mjesto	mjesto	Ncnsa
i	i	Cc
datum	datum	Ncmsn
izrade	izrada	Ncfsg
obračuna	obračun	Ncmsg

21.	21.	Mdo
odgovorna	odgovoran	Agpfsny
osoba	osoba	Ncfsn
.	.	Z

Obrazac	obrazac	Ncmsn
br.	br.	Y
18	18	Mdc
PD-LI	pd-ti	Vmp-pm
–	–	Z
Konačno	konačno	Rgp
mjesečno	mjesečan	Agpnsny
izvješće	izvješće	Ncnsn
o	o	Sl
obračunanom	obračunati	Agpmsly
porezu	porez	Ncmsl
na	na	Sa
dobitke	dobitak	Ncmpa
od	od	Sg
lutrijskih	lutrijski	Agpfpgy
igara	igra	Ncfpg
na	na	Sa
sreću	sreća	Ncfsa

PODACI	podatak	Ncmpn
O	o	Sl
TVRTKI	tvrtka	Ncfsl
I	i	Cc
SJEDIŠTU	sjedište	Ncnsl
DRUŠTVA	društvo	Ncnsg
:	:	Z

OIB	oi	Agpmpgy
PRIREĐIVAČA	priređivač	Ncmpg
:	:	Z

KONAČNO	konačan	Agpnsny
MJESEČNO	mjesečan	Agpnsny
IZVJEŠĆE	izvješće	Ncnsn
O	o	Sl
OBRAČUNANOM	obračunati	Agpmsly
POREZU	porez	Ncmsl
NA	na	Sa
DOBITKE	dobitak	Ncmpa
OD	od	Sg
LUTRIJSKIH	lutrijski	Agpfpgy
IGARA	igra	Ncfpg
NA	na	Sa
SREĆU	sreća	Ncfsa
ZA	za	Sa
______	______	Ncmsan
(	(	Z
mj	mj	Ncmsn
)	)	Z
______	______	Qr
(	(	Z
god	god	Qo
)	)	Z

DATUM	datum	Ncmsn
UKUPAN	ukupan	Agpmsnn
BROJ	broj	Ncmsn
OPOREZIVIH	oporeziv	Agpmpgy
LISTIĆA	listić	Ncmpg
DIO	dio	Ncmsn
POREZNE	porezni	Agpfsgy
OSNOVICE	osnovica	Ncfsg
IZNAD	iznad	Sg
750,00	750,00	Mdc
KN	KN	Npmsn
DO	do	Sg
10.000,00	10.000,00	Mdc
KN	KN	Npmsn
(	(	Z
10	10	Mdc
%	%	Z
)	)	Z
IZNOS	iznos	Ncmsan
POREZA	porez	Ncmsg
NA	na	Sa
DOBITKE	dobitak	Ncmpa
PO	po	Sl
STOPI	stopa	Ncfsl
OD	od	Sg
10	10	Mdc
%	%	Z
DIO	dio	Ncmsn
POREZNE	porezni	Agpfsgy
OSNOVICE	osnovica	Ncfsg
IZNAD	iznad	Sg
10.000,00	10.000,00	Mdc
KN	KN	Npmsn
DO	do	Sg
30.000,00	30.000,00	Mdc
KN	KN	Npmsn
(	(	Z
15	15	Mdc
%	%	Z
)	)	Z
IZNOS	iznos	Ncmsan
POREZA	porez	Ncmsg
NA	na	Sa
DOBITKE	dobitak	Ncmpa
PO	po	Sl
STOPI	stopa	Ncfsl
OD	od	Sg
15	15	Mdc
%	%	Z
DIO	dio	Ncmsn
POREZNE	porezni	Agpfsgy
OSNOVICE	osnovica	Ncfsg
IZNAD	iznad	Sg
30.000,00	30.000,00	Mdc
KN	KN	Npmsn
DO	do	Sg
500.000,00	500.000,00	Mdc
KN	KN	Npmsn
(	(	Z
20	20	Mdc
%	%	Z
)	)	Z
IZNOS	iznos	Ncmsan
POREZA	porez	Ncmsg
NA	na	Sa
DOBITKE	dobitak	Ncmpa
PO	po	Sl
STOPI	stopa	Ncfsl
OD	od	Sg
20	20	Mdc
%	%	Z
DIO	dio	Ncmsn
POREZNE	porezni	Agpfsgy
OSNOVICE	osnovica	Ncfsg
IZNAD	iznad	Sg
500.000,00	500.000,00	Mdc
KN	KN	Npmsn
(	(	Z
30	30	Mdc
%	%	Z
)	)	Z
IZNOS	iznos	Ncmsan
POREZA	porez	Ncmsg
NA	na	Sa
DOBITKE	dobitak	Ncmpa
PO	po	Sl
STOPI	stopa	Ncfsl
OD	od	Sg
30	30	Mdc
%	%	Z
UKUPAN	ukupan	Agpmsnn
IZNOS	iznos	Ncmsn
POREZA	porez	Ncmsg
NA	na	Sa
DOBITKE	dobitak	Ncmpa
1	1	Mdc
2	2	Mdc
3	3	Mdc
4	4	Mdc
5	5	Mdc
6	6	Mdc
7	7	Mdc
8	8	Mdc
9	9	Mdc
10	10	Mdc
11	11	Mdc
(	(	Z
4	4	Mdc
+	+	Z
6	6	Mdc
+	+	Z
8	8	Mdc
+	+	Z
10	10	Mdc
)	)	Z
UKUPNO	ukupan	Agpnsny

DOBICI	dobitak	Ncmpn
UKUPAN	ukupan	Agpmsnn
IZNOS	iznos	Ncmsn
DOBITAKA	dobitak	Ncmpg
BROJ	broj	Ncmsn
DOBITNIH	dobitni	Agpmpgy
LISTIĆA	listić	Ncmpg
1	1	Mdc
2	2	Mdc
3	3	Mdc
do	do	Sg
750,00	750,00	Mdc
kn	KN	Ncmpg
iznad	iznad	Sg
750,00	750,00	Mdc
kn	KN	Ncmpg
do	do	Sg
1.500,00	1.500,00	Mdc
kn	KN	Ncmsn
*	*	Z
iznad	iznad	Sg
1.500,00	1.500,00	Mdc
kn	KN	Ncmpg
do	do	Sg
10.000,00	10.000,00	Mdc
kn	KN	Ncmsn
*	*	Z
iznad	iznad	Sg
10.000,00	10.000,00	Mdc
kn	KN	Ncmpg
do	do	Sg
30.000,00	30.000,00	Mdc
kn	KN	Ncmsn
*	*	Z
iznad	iznad	Sg
30.000,00	30.000,00	Mdc
kn	KN	Ncmpg
do	do	Sg
500.000,00	500.000,00	Mdc
kn	KN	Ncmsn
*	*	Z
iznad	iznad	Sg
500.000,00	500.000,00	Mdc
kn	KN	Y
*	*	Z
UKUPNO	ukupno	Rgp

*	*	Z
Unosi	unositi	Vmr3s
se	sebe	Px--sa
podatak	podatak	Ncmsn
o	o	Sl
ukupnom	ukupan	Agpmsly
iznosu	iznos	Ncmsl
dobitaka	dobitak	Ncmpg
prije	prije	Sg
oporezivanja	oporezivanje	Ncnsg

Mjesto	mjesto	Ncnsn
i	i	Cc
datum	datum	Ncmsn
izrade	izrada	Ncfsg
obračuna	obračunati	Vmr3s
Odgovorna	odgovoran	Agpfsny
osoba	osoba	Ncfsn

_________________________	_________________________	I
________________________	________________________	Z

2.	2.	Mdo
Obračun	obračun	Ncmsan
i	i	Cc
plaćanje	plaćanje	Ncnsa
mjesečne	mjesečan	Agpfsgy
naknade	naknada	Ncfsg
od	od	Sg
priređivanja	priređivanje	Ncnsg
igara	igra	Ncfpg
na	na	Sa
sreću	sreća	Ncfsa
u	u	Sl
casinima	casino	Ncmpl
,	,	Z
te	te	Cc
sadržaj	sadržaj	Ncmsan
obveznih	obvezan	Agpmpgy
obrazaca	obrazac	Ncmpg
za	za	Sa
konačni	konačan	Agpmsayn
mjesečni	mjesečan	Agpmsayn
obračun	obračun	Ncmsan
naknade	naknada	Ncfsg
od	od	Sg
priređivanja	priređivanje	Ncnsg
igara	igra	Ncfpg
na	na	Sa
sreću	sreća	Ncfsa
u	u	Sl
casinima	casino	Ncmpl

Članak	članak	Ncmsn
28.	28.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Naknada	naknada	Ncfsn
za	za	Sa
priređivanje	priređivanje	Ncnsa
igara	igra	Ncfpg
na	na	Sa
sreću	sreća	Ncfsa
na	na	Sl
stolovima	stol	Ncmpl
za	za	Sa
igre	igra	Ncfpa
na	na	Sa
sreću	sreća	Ncfsa
i	i	Cc
na	na	Sl
automatima	automat	Ncmpl
za	za	Sa
igre	igra	Ncfpa
na	na	Sa
sreću	sreća	Ncfsa
koje	koji	Pi-fpn
se	sebe	Px--sa
priređuju	priređivati	Vmr3p
u	u	Sl
casinima	casino	Ncmpl
plaća	plaćati	Vmr3s
se	sebe	Px--sa
mjesečno	mjesečno	Rgp
u	u	Sl
iznosu	iznos	Ncmsl
od	od	Sg
15	15	Mdc
%	%	Z
od	od	Sg
osnovice	osnovica	Ncfsg
koju	koji	Pi-fsa
čini	činiti	Vmr3s
zbroj	zbroj	Ncmsan
dnevnih	dnevni	Agpmpgy
obračuna	obračun	Ncmpg
svih	sav	Agpmpgy
stolova	stol	Ncmpg
i	i	Cc
zbroj	zbroj	Ncmsn
dnevnih	dnevni	Agpmpgy
obračuna	obračun	Ncmpg
svih	sav	Agpmpgy
automata	automat	Ncmpg
,	,	Z
a	a	Cc
uplaćuje	uplaćivati	Vmr3s
se	sebe	Px--sa
u	u	Sa
korist	korist	Ncfsa
državnog	državni	Agpmsgy
proračuna	proračun	Ncmsg
zaključno	zaključno	Rgp
petnaestoga	petnaesti	Mlomsg
dana	dan	Ncmsg
u	u	Sl
tekućem	tekući	Agpmsly
mjesecu	mjesec	Ncmsl
za	za	Sa
prethodni	prethodan	Agpmsayn
mjesec	mjesec	Ncmsan
.	.	Z

Osnovicu	osnovica	Ncfsa
za	za	Sa
obračun	obračun	Ncmsan

