razvijanjem	razvijanje	Ncnsi
izvještavanje	izvještavanje	Ncnsn
onih	onaj	Pd-mpg
koji	koji	Pi-mpn
su	biti	Var3p
zaduženi	zadužiti	Appmpny
za	za	Sa
upravljanje	upravljanje	Ncnsa
u	u	Sa
ime	ime	Ncnsa
menadžmenta	menadžment	Ncmsg
;	;	Z

•		Agcnsay
preuzimanje	preuzimanje	Ncnsa
odgovornosti	odgovornost	Ncfsg
za	za	Sa
sastavljanje	sastavljanje	Ncnsa
i	i	Cc
fer	fer	Agpfsay
prezentaciju	prezentacija	Ncfsa
financijskih	financijski	Agpmpgy
izvještaja	izvještaj	Ncmpg
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
primjenjivim	primjenjiv	Agpmsiy
okvirom	okvir	Ncmsi
financijskog	financijski	Agpnsgy
izvještavanja	izvještavanje	Ncnsg
;	;	Z
i	i	Cc

•		Agcnsay
preuzimanje	preuzimanje	Ncnsa
odgovornosti	odgovornost	Ncfsg
za	za	Sa
oblikovanje	oblikovanje	Ncnsa
,	,	Z
implementaciju	implementacija	Ncfsa
i	i	Cc
održavanje	održavanje	Ncnsa
internih	interni	Agpfpgy
kontrola	kontrola	Ncfpg
.	.	Z

291.143	291.143	Mdc
U	u	Sl
pružanju	pružanje	Ncnsl
usluga	usluga	Ncfpg
s	sa	Si
izražavanjem	izražavanje	Ncnsi
uvjerenja	uvjerenje	Ncnsg
nekom	neki	Pi-msl
klijentu	klijent	Ncmsl
za	za	Sa
kojeg	koji	Pi-msay
se	sebe	Px--sa
izražava	izražavati	Vmr3s
uvjerenje	uvjerenje	Ncnsa
,	,	Z
revizorsko	revizorski	Agpnsny
društvo	društvo	Ncnsn
neće	htjeti	Var3s
prihvatiti	prihvatiti	Vmn
odgovornost	odgovornost	Ncfsa
menadžmenta	menadžment	Ncmsg
kao	kao	Cs
dio	dio	Ncmsan
svog	svoj	Px-msg
angažmana	angažman	Ncmsg
s	sa	Si
izražavanjem	izražavanje	Ncnsi
uvjerenja	uvjerenje	Ncnsg
.	.	Z

Ako	ako	Cs
bi	biti	Vaa3s
revizorsko	revizorski	Agpnsny
društvo	društvo	Ncnsn
prihvatilo	prihvatiti	Vmp-sn
odgovornost	odgovornost	Ncfsa
menadžmenta	menadžment	Ncmsg
kao	kao	Cs
dio	dio	Ncmsan
svog	svoj	Px-msg
angažmana	angažman	Ncmsg
s	sa	Si
izražavanjem	izražavanje	Ncnsi
uvjerenja	uvjerenje	Ncnsg
,	,	Z
nastale	nastao	Agpfpay
prijetnje	prijetnja	Ncfpa
bile	biti	Vap-pf
bi	biti	Vaa3p
toliko	toliko	Rgp
značajne	značajan	Agpfpny
da	da	Cs
nema	nemati	Vmr3s
zaštite	zaštita	Ncfsg
koja	koji	Pi-fsn
bi	biti	Vaa3s
ih	oni	Pp3-pa
umanjila	umanjiti	Vmp-sf
na	na	Sa
prihvatljivu	prihvatljiv	Agpfsay
razinu	razina	Ncfsa
.	.	Z

Ako	ako	Cs
bi	biti	Vaa3s
revizorsko	revizorski	Agpnsny
društvo	društvo	Ncnsn
prihvatilo	prihvatiti	Vmp-sn
odgovornost	odgovornost	Ncfsa
menadžmenta	menadžment	Ncmsg
kao	kao	Cs
dio	dio	Ncmsn
neke	neki	Pi-fsg
druge	drugi	Mlofsg
usluge	usluga	Ncfsg
koja	koji	Pi-fsn
se	sebe	Px--sa
pruža	pružati	Vmr3s
klijentu	klijent	Ncmsd
za	za	Sa
kojeg	koji	Pi-msay
se	sebe	Px--sa
izražava	izražavati	Vmr3s
uvjerenje	uvjerenje	Ncnsa
,	,	Z
revizorsko	revizorski	Agpnsny
društvo	društvo	Ncnsn
će	htjeti	Var3s
se	sebe	Px--sa
uvjeriti	uvjeriti	Vmn
da	da	Cs
odgovornost	odgovornost	Ncfsn
nije	biti	Var3s
povezana	povezan	Agpfsny
s	sa	Si
predmetom	predmet	Ncmsi
ispitivanja	ispitivanje	Ncnsg
ili	ili	Cc
informacijama	informacija	Ncfpi
iz	iz	Sg
predmeta	predmet	Ncmsg
ispitivanja	ispitivanje	Ncnsg
angažmana	angažman	Ncmpg
s	sa	Si
izražavanjem	izražavanje	Ncnsi
uvjerenja	uvjerenje	Ncnsg
koji	koji	Pi-msn
obavlja	obavljati	Vmr3s
revizorsko	revizorski	Agpnsay
društvo	društvo	Ncnsa
.	.	Z

291.144	291.144	Mdc
Kada	kada	Cs
se	sebe	Px--sa
pružaju	pružati	Vmr3p
usluge	usluga	Ncfpn
koje	koji	Pi-fpn
su	biti	Var3p
povezane	povezati	Appfpny
s	sa	Si
predmetom	predmet	Ncmsi
ispitivanja	ispitivanje	Ncnsg
ili	ili	Cc
informacijama	informacija	Ncfpi
iz	iz	Sg
predmeta	predmet	Ncmsg
ispitivanja	ispitivanje	Ncnsg
angažmana	angažman	Ncmpg
s	sa	Si
izražavanjem	izražavanje	Ncnsi
uvjerenja	uvjerenje	Ncnsg
koji	koji	Pi-msn
obavlja	obavljati	Vmr3s
revizorsko	revizorski	Agpnsay
društvo	društvo	Ncnsa
,	,	Z
revizorsko	revizorski	Agpnsny
društvo	društvo	Ncnsn
će	htjeti	Var3s
se	sebe	Px--sa
uvjeriti	uvjeriti	Vmn
da	da	Cs
menadžment	menadžment	Ncmsn
klijenta	klijent	Ncmsg
stvara	stvarati	Vmr3s
sve	sav	Agpfpay
prosudbe	prosudba	Ncfpa
i	i	Cc
donosi	donositi	Vmr3s
odluke	odluka	Ncfpa
u	u	Sl
vezi	veza	Ncfsl
s	sa	Si
predmetom	predmet	Ncmsi
ispitivanja	ispitivanje	Ncnsg
i	i	Cc
informacijama	informacija	Ncfpi
o	o	Sl
predmetu	predmet	Ncmsl
ispitivanja	ispitivanje	Ncnsg
angažmana	angažman	Ncmsg
s	sa	Si
izražavanjem	izražavanje	Ncnsi
uvjerenja	uvjerenje	Ncnsg
koje	koji	Pi-fpn
su	biti	Var3p
u	u	Sl
nadležnosti	nadležnost	Ncfsl
menadžmenta	menadžment	Ncmsg
.	.	Z

To	taj	Pd-nsn
uključuje	uključivati	Vmr3s
stjecanje	stjecanje	Ncnsa
uvjerenja	uvjerenje	Ncnsg
da	da	Cs
menadžment	menadžment	Ncmsn
klijenta	klijent	Ncmsg
:	:	Z

•	•	Z
odabire	odabirati	Vmr3s
osobu	osoba	Ncfsa
koja	koji	Pi-fsn
ima	imati	Vmr3s
prikladne	prikladan	Agpfpay
vještine	vještina	Ncfpa
,	,	Z
znanja	znanje	Ncnsg
i	i	Cc
iskustvo	iskustvo	Ncnsa
da	da	Cs
bi	biti	Vaa3s
cijelo	cijel	Agpnsay
vrijeme	vrijeme	Ncnsa
bila	biti	Vap-sf
odgovorna	odgovoran	Agpfsny
za	za	Sa
klijentove	klijentov	Agpfpay
odluke	odluka	Ncfpa
i	i	Cc
nadziranje	nadziranje	Ncnsa
usluga	usluga	Ncfpg
.	.	Z

Takva	takav	Pd-fsn
bi	biti	Vaa3s
osoba	osoba	Ncfsn
,	,	Z
poželjno	poželjno	Rgp
iz	iz	Sg
višeg	visok	Agcmsgy
menadžmenta	menadžment	Ncmsg
,	,	Z
shvaćala	shvaćati	Vmp-sf
ciljeve	cilj	Ncmpa
,	,	Z
sadržaj	sadržaj	Ncmsan
i	i	Cc
rezultate	rezultat	Ncmpa
usluga	usluga	Ncfpg
i	i	Cc
odgovarajuće	odgovarajući	Agpfsgy
odgovornosti	odgovornost	Ncfsg
klijenta	klijent	Ncmsg
i	i	Cc
revizorskog	revizorski	Agpnsgy
društva	društvo	Ncnsg
.	.	Z

Međutim	međutim	Rgp
,	,	Z
takva	takav	Pd-fsn
osoba	osoba	Ncfsn
ne	ne	Qz
mora	morati	Vmr3s
posjedovati	posjedovati	Vmn
stručnost	stručnost	Ncfsa
za	za	Sa
obavljanje	obavljanje	Ncnsa
usluga	usluga	Ncfpg
ili	ili	Cc
njihovo	njihov	Ps3nsn
ponovno	ponovan	Agpnsny
izvođenje	izvođenje	Ncnsn
;	;	Z

•	•	Z
provodi	provoditi	Vmr3s
nadzor	nadzor	Ncmsan
nad	nad	Si
uslugama	usluga	Ncfpi
i	i	Cc
ocjenjuje	ocjenjivati	Vmr3s
primjerenost	primjerenost	Ncfsa
usluga	usluga	Ncfpg
obavljenih	obaviti	Appfpgy
za	za	Sa
potrebe	potreba	Ncfpa
klijenta	klijent	Ncmsg
;	;	Z
i	i	Cc

•	•	Z
prihvaća	prihvaćati	Vmr3s
odgovornost	odgovornost	Ncfsa
za	za	Sa
radnje	radnja	Ncfpa
,	,	Z
ako	ako	Cs
uopće	uopće	Rgp
budu	biti	Var3p
predložene	predložiti	Appfpny
,	,	Z
koje	koji	Pi-fpa
treba	trebati	Vmr3s
poduzeti	poduzeti	Vmn
temeljem	temelj	Sg
rezultata	rezultat	Ncmpg
usluge	usluga	Ncfsg
.	.	Z

Datum	datum	Ncmsn
stupanja	stupanje	Ncnsg
na	na	Sa
snagu	snaga	Ncfsa

Izmjene	izmjena	Ncfpn
će	htjeti	Var3p
biti	biti	Van
na	na	Sl
snazi	snaga	Ncfsl
na	na	Sa
15.	15.	Mdo
travnja	travanj	Ncmsg
2016.	2016.	Mdo
godine	godina	Ncfsg
,	,	Z
osim	osim	Sg
izmjena	izmjena	Ncfpg
u	u	Sl
Odjeljku	odjeljak	Ncmsl
290	290	Mdc
,	,	Z
koje	koji	Pi-nsn
će	htjeti	Var3s
biti	biti	Van
na	na	Sl
snazi	snaga	Ncfsl
za	za	Sa
revizije	revizija	Ncfpa
financijskih	financijski	Agpmpgy
izvještaja	izvještaj	Ncmpg
za	za	Sa
razdoblja	razdoblje	Ncnsg
započeta	započeti	Ncmsg
15.	15.	Mdo
travnja	travanj	Ncmsg
2016.	2016.	Mdo
godine	godina	Ncfsg
ili	ili	Cc
nakon	nakon	Sg
tog	taj	Pd-msg
datuma	datum	Ncmsg
.	.	Z

Ranija	raniji	Agpfsny
primjena	primjena	Ncfsn
je	biti	Var3s
dopuštena	dopustiti	Appfsny
.	.	Z

*	*	Z
[	[	Z
1	1	Mdc
]	]	Z
Autorsko	autorski	Agpnsny
pravo	prav	Agpnsay
i	i	Cc
prevođenje	prevođenje	Ncnsa
IFAC	IFAC	Npmsn
objavljuje	objavljivati	Vmr3s
IESBA-ove	iesba-ov	Agpmpay
priručnike	priručnik	Ncmpa
,	,	Z
standarde	standard	Ncmpa
i	i	Cc
druge	drugi	Mlofpa
publikacije	publikacija	Ncfpa
i	i	Cc
ima	imati	Vmr3s
autorska	autorski	Agpnpay
prava	pravo	Ncnpa
.	.	Z

IFAC	IFAC	Npmsn
prihvaća	prihvaćati	Vmr3s
kako	kako	Cs
je	biti	Var3s
važno	važan	Agpnsny
da	da	Cs
sastavljači	sastavljač	Ncmpn
i	i	Cc
korisnici	korisnik	Ncmpn
financijskih	financijski	Agpmpgy
izvještaja	izvještaj	Ncmpg
,	,	Z
revizori	revizor	Ncmpn
i	i	Cc
drugi	drugi	Mlompn
profesionalni	profesionalan	Agpmpny
računovođe	računovođa	Ncmpn
,	,	Z
regulatori	regulator	Ncmpn
,	,	Z
kreatori	kreator	Ncmpn
nacionalnih	nacionalan	Agpmpgy
standarda	standard	Ncmpg
,	,	Z
članska	članski	Agpnpny
tijela	tijelo	Ncnpn
IFAC-a	IFAC	Npmsg
,	,	Z
odvjetnici	odvjetnik	Ncmpn
,	,	Z
akademski	akademski	Agpmpny
krugovi	krug	Ncmpn
,	,	Z
studenti	student	Ncmpn
i	i	Cc
ostale	ostali	Agpfpny
zainteresirane	zainteresiran	Agpfpny
grupe	grupa	Ncfpn
u	u	Sl
državama	država	Ncfpl
neengleskog	neengleski	Agpnsgy
govornog	govorni	Agpnsgy
područja	područje	Ncnsg
imaju	imati	Vmr3p
pristup	pristup	Ncmsan
standardima	standard	Ncmpi
na	na	Sl
materinskom	materinski	Agpmsly
jeziku	jezik	Ncmsl
te	te	Cc
potiče	poticati	Vmr3s
i	i	Cc
olakšava	olakšavati	Vmr3s
reproduciranje	reproduciranje	Ncnsa
ili	ili	Cc
prevođenje	prevođenje	Ncnsa
i	i	Cc
reproduciranje	reproduciranje	Ncnsa
svojih	svoj	Px-fpg
publikacija	publikacija	Ncfpg
.	.	Z

IFAC-ova	ifac-ov	Aspfsny
politika	politika	Ncfsn
u	u	Sl
vezi	veza	Ncfsl
s	sa	Si
autorskim	autorski	Agpnsiy
pravom	pravo	Ncnsi
nad	nad	Si
svojim	svoj	Agpfpiy
publikacijama	publikacija	Ncfpi
navedena	navesti	Appfsny
je	biti	Var3s
u	u	Sl
dokumentima	dokument	Ncmpl
izvornog	izvoran	Agpmsgy
naziva	naziv	Ncmsg
–	–	Z
Policy	Policy	Xf
for	for	Xf
Translating	Translating	Xf
and	and	Xf
Reproducing	Reproducing	Xf
Standards	Standards	Xf
Published	Published	Xf
by	by	Xf
the	the	Xf
International	International	Xf
Federation	Federation	Xf
of	of	Xf
Accountants	Accountants	Npmsn
i	i	Cc
Policy	Policy	Xf
for	for	Xf
Reproducing	Reproducing	Xf
or	or	Xf
Reproducing	Reproducing	Xf
and	and	Xf
Translating	Translating	Xf
,	,	Z
Publications	Publications	Xf
of	of	Xf
the	the	Xf
International	International	Xf
Federation	Federation	Xf
of	of	Xf
Accountants	Accountants	Npmsn
.	.	Z

