ostao	ostati	Vmp-sm
i	i	Cc
zaprimljenom	zaprimiti	Agpnsly
očitovanju	očitovanje	Ncnsl
Tele2	Tele	Npmsg
kojim	koji	Pi-msi
se	sebe	Px--sa
isti	isti	Agpmsny
operator	operator	Ncmsn
očitovao	očitovati	Vmp-sm
o	o	Sl
razlozima	razlog	Ncmpl
odbijanja	odbijanje	Ncnsg
prijenosa	prijenos	Ncmsg
gore	zlo	Rgp
navedena	navesti	Appfsny
dvaju	dva	Ncfsn
broja	broj	Ncmsg
tužitelja	tužitelj	Ncmpg
(	(	Z
a	a	Cc
u	u	Sl
svezi	sveza	Ncfsl
kojeg	koji	Pi-msay
je	biti	Var3s
sam	sam	Agpmsnn
tuženik	tuženik	Ncmsn
pravilno	pravilno	Rgp
utvrdio	utvrditi	Vmp-sm
kako	kako	Cs
u	u	Sl
odgovoru	odgovor	Ncmsl
na	na	Sa
tužbu	tužba	Ncfsa
,	,	Z
tako	tako	Rgp
i	i	Qo
u	u	Sl
osporavanom	osporavati	Agpnsly
rješenju	rješenje	Ncnsl
da	da	Cs
je	biti	Var3s
tužitelj	tužitelj	Ncmsn
s	sa	Sg
navedenih	naveden	Agpfpgy
SIM	SIM	Agpfpgy
kartica	kartica	Ncfpg
ostvario	ostvariti	Vmp-sm
pozive	poziv	Ncmpa
,	,	Z
iako	iako	Cs
se	sebe	Px--sa
radilo	raditi	Vmp-sn
o	o	Sl
pozivanju	pozivanje	Ncnsl
besplatnih	besplatan	Agpmpgy
brojeva	broj	Ncmpg
)	)	Z
,	,	Z
utvrditi	utvrditi	Vmn
je	biti	Var3s
li	li	Qq
od	od	Sg
strane	strana	Ncfsg
istih	isti	Agpmpgy
operatera	operater	Ncmpg
došlo	doći	Vmp-sn
do	do	Sg
povrede	povreda	Ncfsg
odredaba	odredba	Ncfpg
Zakona	Zakon	Npmsg
,	,	Z
odnosno	odnosno	Rgp
Pravilnika	pravilnik	Ncmsg
,	,	Z
te	te	Cc
će	htjeti	Var3s
vezan	vezan	Agpmsnn
pravnim	pravni	Agpnsiy
shvaćanjem	shvaćanje	Ncnsi
i	i	Cc
primjedbama	primjedba	Ncfpi
ovoga	ovaj	Pd-msg
Suda	sud	Ncmsg
odlučiti	odlučiti	Vmn
o	o	Sl
(	(	Z
zahtjevu	zahtjev	Ncmsl
)	)	Z
prigovoru	prigovor	Ncmsl
tužitelja	tužitelj	Ncmpg
na	na	Sa
postupanje	postupanje	Ncnsa
ne	ne	Qz
samo	samo	Rgp
ovdje	ovdje	Rgp
zainteresirane	zainteresiran	Agpfpay
osobe	osoba	Ncfpa
nego	nego	Cc
i	i	Cc
Tele2	Tele2	Npmsn
.	.	Z

Ovo	ovaj	Pd-nsn
,	,	Z
imajući	imati	Rr
u	u	Sl
vidu	vid	Ncmsl
sam	biti	Var1s
sadržaj	sadržaj	Ncmsan
»	»	Z
zahtjeva	zahtjev	Ncmpg
«	«	Z
tužitelja	tužitelj	Ncmpg
,	,	Z
kao	kao	Cs
i	i	Qo
činjenicu	činjenica	Ncfsa
da	da	Cs
nije	biti	Var3s
sporno	sporan	Agpnsny
da	da	Cs
je	biti	Var3s
tužitelj	tužitelj	Ncmsn
ostvario	ostvariti	Vmp-sm
prvi	prvi	Mlomsan
poziv	poziv	Ncmsan
s	sa	Sg
gore	zlo	Rgp
navedenih	naveden	Agpmpgy
»	»	Z
SIM	SIM	I
«	«	Z
kartica	kartica	Ncfpg
te	te	Cc
time	taj	Pd-nsi
postupio	postupiti	Vmp-sm
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
člankom	članak	Ncmsi
18.	18.	Mdo
stavkom	stavak	Ncmsi
1.	1.	Mdo
točkom	točka	Ncfsi
g.	g.	Y
Pravilnika	pravilnik	Ncmsg
,	,	Z
budući	budući	Cs
da	da	Cs
u	u	Sl
Pravilniku	Pravilnik	Npmsl
nigdje	nigdje	Rgp
nije	biti	Var3s
navedeno	navesti	Appnsny
i	i	Cc
zabranjeno	zabranjen	Agpnsny
da	da	Cs
se	sebe	Px--sa
prvi	prvi	Mlomsn
poziv	poziv	Ncmsn
ne	ne	Qz
može	moći	Vmr3s
ostvariti	ostvariti	Vmn
prema	prema	Sl
besplatnim	besplatan	Agpmply
brojevima	broj	Ncmpl
,	,	Z
a	a	Cc
iz	iz	Sg
čega	što	Pi3n-g
je	biti	Var3s
razvidno	razvidan	Agpnsny
da	da	Cs
je	biti	Var3s
Tele2	Tele2	Npmsn
doista	doista	Rgp
neopravdano	neopravdano	Rgp
odbio	odbiti	Vmp-sm
zahtjev	zahtjev	Ncmsan
za	za	Sa
prijenos	prijenos	Ncmsan
dvaju	dva	Mlcm-g
tužiteljeva	tužiteljev	Ncmpg
broja	broj	Ncmsg
u	u	Sa
mrežu	mreža	Ncfsa
zainteresirane	zainteresiran	Agpfsgy
osobe	osoba	Ncfsg
,	,	Z
a	a	Cc
da	da	Cs
je	biti	Var3s
tužitelj	tužitelj	Ncmsn
pravilno	pravilno	Rgp
odbio	odbiti	Vmp-sm
potpisati	potpisati	Vmn
novi	nov	Agpmsayn
zahtjev	zahtjev	Ncmsan
za	za	Sa
prijenos	prijenos	Ncmsan
navedenih	naveden	Agpmpgy
dvaju	dva	Ncmpg
brojeva	broj	Ncmpg
,	,	Z
jer	jer	Cs
od	od	Sg
svog	svoj	Px-msg
zahtjeva	zahtjev	Ncmsg
nije	biti	Var3s
odustao	odustati	Vmp-sm
niti	niti	Qo
je	biti	Var3s
istog	isti	Agpmsgy
otkazao	otkazati	Vmp-sm
,	,	Z
pa	pa	Cc
će	htjeti	Var3s
tuženik	tuženik	Ncmsn
postupiti	postupiti	Vmn
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
gore	zlo	Rgp
navedenim	naveden	Agpfpiy
odredbama	odredba	Ncfpi
Pravilnika	pravilnik	Ncmsg
i	i	Cc
sankcionirati	sankcionirati	Vmn
takvo	takav	Pd-nsa
postupanje	postupanje	Ncnsa
operatora	operator	Ncmpg
,	,	Z
te	te	Cc
će	htjeti	Var3s
u	u	Sl
ponovnom	ponovan	Agpmsly
postupku	postupak	Ncmsl
imajući	imati	Rr
u	u	Sl
vidu	vid	Ncmsl
ovlasti	ovlast	Ncfpg
iz	iz	Sg
gore	gora	Ncfsg
citiranih	citirati	Agpfpgy
odredaba	odredba	Ncfpg
Zakona	Zakon	Npmsg
i	i	Cc
Pravilnika	pravilnik	Ncmsg
utvrditi	utvrditi	Vmn
ima	imati	Vmr3s
li	li	Qq
tužitelj	tužitelj	Ncmsn
pravo	pravo	Ncnsa
i	i	Cc
na	na	Sa
naknadu	naknada	Ncfsa
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
člankom	članak	Ncmsi
23.	23.	Mdo

Pravilnika	pravilnik	Ncmpg
,	,	Z
vezan	vezan	Agpmsnn
pravnim	pravni	Agpnsiy
shvaćanjem	shvaćanje	Ncnsi
i	i	Cc
primjedbama	primjedba	Ncfpi
ovog	ovaj	Pd-msg
Suda	sud	Ncmsg
,	,	Z
te	te	Cc
mu	on	Pp3msd
i	i	Cc
dosuditi	dosuditi	Vmn
istu	isti	Agpfsay
.	.	Z

Naposljetku	naposljetku	Rgp
,	,	Z
vezano	vezan	Agpnsny
za	za	Sa
navod	navod	Ncmsan
tužitelja	tužitelj	Ncmpg
glede	glede	Sg
nepravovremenog	nepravovremen	Agpmsgy
prijenosa	prijenos	Ncmsg
preostala	preostati	Vmp-sf
triju	trio	Ncmsl
broja	broj	Ncmsg
tužitelja	tužitelj	Ncmpg
i	i	Cc
to	taj	Pd-nsn
099/6704	099/670i	Agpnsny
-	-	Z
699	699	Mdc
,	,	Z
091/9387	091/9387	Mdc
-	-	Z
937	937	Mdc
,	,	Z
095/5240	095/5240	Mdc
-	-	Z
354	354	Mdc
,	,	Z
u	u	Sa
mrežu	mreža	Ncfsa
zainteresirane	zainteresiran	Agpfpay
osobe	osoba	Ncfpa
,	,	Z
a	a	Cc
koji	koji	Pi-msn
zahtjev	zahtjev	Ncmsn
je	biti	Var3s
tužitelj	tužitelj	Ncmsn
podnio	podnijeti	Vmp-sm
uz	uz	Sa
gore	zlo	Rgp
navedena	navesti	Appnpny
dva	dva	Mlc
zahtjeva	zahtjev	Ncmsg
za	za	Sa
prijenos	prijenos	Ncmsan
broja	broj	Ncmsg
(	(	Z
095/5240	095/5240	Mdc
-	-	Z
246	246	Mdc
i	i	Cc
095/5372	095/5372	Mdc
-	-	Z
609	609	Mdc
)	)	Z
29.	29.	Mdo
travnja	travanj	Ncmsg
2013.	2013.	Mdo
u	u	Sl
Konzumovoj	konzumov	Aspfsly
prodavaonici	prodavaonica	Ncfsl
u	u	Sl
Rijeci	Rijeka	Npfsl
,	,	Z
ukazuje	ukazivati	Vmr3s
se	sebe	Px--sa
tužitelju	tužitelj	Ncmsl
da	da	Cs
se	sebe	Px--sa
u	u	Sl
konkretnom	konkretan	Agpmsly
slučaju	slučaj	Ncmsl
ne	ne	Qz
radi	raditi	Vmr3s
o	o	Sl
nepravovremenom	nepravovremen	Agpmsly
prijenosu	prijenos	Ncmsl
broja	broj	Ncmsg
jer	jer	Cs
je	biti	Var3s
zainteresirana	zainteresirati	Appfsny
osoba	osoba	Ncfsn
poštivajući	poštivati	Rr
odredbu	odredba	Ncfsa
članka	članak	Ncmsg
15.	15.	Mdo
stavka	stavak	Ncmsg
1.	1.	Mdo
Pravilnika	pravilnik	Ncmsg
u	u	Sl
roku	rok	Ncmsl
izvršila	izvršiti	Vmp-sf
prijenos	prijenos	Ncmsan
navedenih	naveden	Agpmpgy
tri	tri	Ncmpg
broja	broj	Ncmsg
tužitelja	tužitelj	Ncmpg
u	u	Sa
svoju	svoj	Px-fsa
mrežu	mreža	Ncfsa
,	,	Z
imajući	imati	Rr
u	u	Sl
vidu	vid	Ncmsl
da	da	Cs
je	biti	Var3s
u	u	Sl
zahtjevu	zahtjev	Ncmsl
za	za	Sa
prijenos	prijenos	Ncmsan
broja	broj	Ncmsg
u	u	Sl
rubrici	rubrika	Ncfsl
novi	nov	Agpmsayn
datum	datum	Ncmsan
prijenosa	prijenos	Ncmsg
broja	broj	Ncmsg
po	po	Sl
potrebi	potreba	Ncfsl
naveden	navesti	Appmsnn
7.	7.	Mdo
svibnja	svibanj	Ncmsg
2013.	2013.	Mdo
,	,	Z
da	da	Cs
je	biti	Var3s
navedeni	naveden	Agpmsny
zahtjev	zahtjev	Ncmsn
kao	kao	Cs
takav	takav	Pd-msn
tužitelj	tužitelj	Ncmsn
uredno	uredno	Rgp
potpisao	potpisati	Vmp-sm
bez	bez	Sg
ikakvih	ikakav	Pi-fpg
primjedbi	primjedba	Ncfpg
,	,	Z
pa	pa	Cc
su	biti	Var3p
utoliko	utoliko	Rgp
neosnovani	neosnovan	Agpmpny
navodi	navod	Ncmpn
tužitelja	tužitelj	Ncmsay
kojima	koji	Pi-mpi
ističe	isticati	Vmr3s
da	da	Cs
se	sebe	Px--sa
radi	raditi	Vmr3s
o	o	Sl
nepravovremenom	nepravovremen	Agpmsly
prijenosu	prijenos	Ncmsl
gore	zlo	Rgp
navedena	navesti	Appfsny
tri	tri	Mlc
broja	broj	Ncmsg
,	,	Z
jer	jer	Cs
je	biti	Var3s
tužitelj	tužitelj	Ncmsn
imao	imati	Vmp-sm
mogućnost	mogućnost	Ncfsa
,	,	Z
ukoliko	ukoliko	Cs
upisani	upisati	Appmsayn
rok	rok	Ncmsan
za	za	Sa
prijenos	prijenos	Ncmsan
broja	broj	Ncmsg
nije	biti	Var3s
bio	biti	Vap-sm
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
njegovim	njegov	Agpfpiy
željama	želja	Ncfpi
,	,	Z
uskratiti	uskratiti	Vmn
svoj	svoj	Px-msan
potpis	potpis	Ncmsan
na	na	Sa
zahtjev	zahtjev	Ncmsan
,	,	Z
inzistirajući	inzistirati	Rr
na	na	Sl
upisu	upis	Ncmsl
odgovarajućeg	odgovarajući	Agpmsgy
datuma	datum	Ncmsg
,	,	Z
slijedom	slijed	Sg
čega	što	Pi3n-g
tužitelju	tužitelj	Ncmsl
s	sa	Sg
te	taj	Pd-fsg
osnove	osnova	Ncfsg
za	za	Sa
navedena	navesti	Appfsny
tri	tri	Mlc
broja	broj	Ncmsg
niti	niti	Cc
ne	ne	Qz
pripada	pripadati	Vmr3s
naknada	naknada	Ncfsn
sukladno	sukladno	Rgp
članku	članak	Ncmsd
23.	23.	Mdo

Pravilnika	pravilnik	Ncmpg
,	,	Z
jer	jer	Cs
se	sebe	Px--sa
ne	ne	Qz
radi	raditi	Vmr3s
o	o	Sl
nepravovremenom	nepravovremen	Agpmsly
prijenosu	prijenos	Ncmsl
broja	broj	Ncmsg
,	,	Z
a	a	Cc
kako	kako	Cs
je	biti	Var3s
to	taj	Pd-nsn
tuženik	tuženik	Ncmsn
pravilno	pravilan	Agpnsny
u	u	Sl
osporavanom	osporavati	Agpnsly
rješenju	rješenje	Ncnsl
utvrdio	utvrditi	Vmp-sm
.	.	Z

Slijedom	slijed	Ncmsi
navedenog	naveden	Agpmsgy
,	,	Z
temeljem	temelj	Ncmsi
odredbe	odredba	Ncfsg
članka	članak	Ncmsg
58.	58.	Mdo
stavka	stavak	Ncmsg
1.	1.	Mdo
ZUS-a	zus-	Ncmsg
odlučeno	odlučiti	Appnsny
je	biti	Var3s
kao	kao	Cs
u	u	Sl

