ishođenja	ishođenje	Ncnsg
.	.	Z

Članak	članak	Ncmsn
16.	16.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Mjesno	mjesno	Rgp
nadležni	nadležan	Agpmsny
ured	ured	Ncmsn
državne	državni	Agpfsgy
uprave	uprava	Ncfsg
u	u	Sl
županiji	županija	Ncfsl
,	,	Z
odnosno	odnosno	Rgp
nadležni	nadležan	Agpmsny
ured	ured	Ncmsn
Grada	grad	Ncmsg
Zagreba	Zagreb	Npmsg
,	,	Z
donijet	donijeti	Vmn
će	htjeti	Var3s
rješenje	rješenje	Ncnsa
kojim	koji	Pi-nsi
se	sebe	Px--sa
utvrđuje	utvrđivati	Vmr3s
da	da	Cs
su	biti	Var3p
zakonski	zakonski	Agpmpny
uvjeti	uvjet	Ncmpn
za	za	Sa
obavljanje	obavljanje	Ncnsa
pogrebničke	pogrebnički	Agpfsgy
djelatnosti	djelatnost	Ncfsg
prestali	prestati	Vmp-pm
postojati	postojati	Vmn
,	,	Z
ako	ako	Cs
utvrdi	utvrditi	Vmr3s
da	da	Cs
pogrebnik	pogrebnik	Ncmsn
ne	ne	Qz
ispunjava	ispunjavati	Vmr3s
uvjete	uvjet	Ncmpa
za	za	Sa
obavljanje	obavljanje	Ncnsa
pogrebničke	pogrebnički	Agpfsgy
djelatnosti	djelatnost	Ncfsg
iz	iz	Sg
članka	članak	Ncmsg
12.	12.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
,	,	Z
te	te	Cc
ako	ako	Cs
pogrebnik	pogrebnik	Ncmsn
pogrebničke	pogrebnički	Agpmpay
poslove	posao	Ncmpa
obavlja	obavljati	Vmr3s
protivno	protivan	Agpnsay
odredbama	odredba	Ncfpi
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
ili	ili	Cc
provedbenim	provedbeni	Agpmpiy
propisima	propis	Ncmpi
donesenim	donesen	Agpmpiy
na	na	Sl
temelju	temelj	Ncmsl
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Mjesno	mjesno	Rgp
nadležni	nadležan	Agpmsny
ured	ured	Ncmsn
državne	državni	Agpfsgy
uprave	uprava	Ncfsg
u	u	Sl
županiji	županija	Ncfsl
,	,	Z
odnosno	odnosno	Rgp
nadležni	nadležan	Agpmsny
ured	ured	Ncmsn
Grada	grad	Ncmsg
Zagreba	Zagreb	Npmsg
,	,	Z
izvršno	izvršan	Agpnsny
rješenje	rješenje	Ncnsn
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
dostavlja	dostavljati	Vmr3s
pogrebniku	pogrebnik	Ncmsd
i	i	Cc
nadležnom	nadležan	Agpmsly
trgovačkom	trgovački	Agpmsly
sudu	sud	Ncmsl
na	na	Sa
daljnje	daljnji	Agpnsay
postupanje	postupanje	Ncnsa
,	,	Z
odnosno	odnosno	Rgp
ako	ako	Cs
je	biti	Var3s
pogrebnik	pogrebnik	Ncmsn
upisan	upisati	Appmsnn
u	u	Sl
obrtnom	obrtni	Agpmsly
registru	registar	Ncmsl
,	,	Z
zadržava	zadržavati	Vmr3s
primjerak	primjerak	Ncmsan
rješenja	rješenje	Ncnsg
temeljem	temelj	Ncmsi
kojeg	koji	Pi-nsg
provodi	provoditi	Vmr3s
postupak	postupak	Ncmsan
brisanja	brisanje	Ncnsg
pogrebnika	pogrebnik	Ncmpg
iz	iz	Sg
obrtnog	obrtni	Agpmsgy
registra	registar	Ncmsg
.	.	Z

Članak	članak	Ncmsn
17.	17.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Protiv	protiv	Sg
rješenja	rješenje	Ncnsg
mjesno	mjesno	Rgp
nadležnog	nadležan	Agpmsgy
ureda	ured	Ncmsg
državne	državni	Agpfsgy
uprave	uprava	Ncfsg
u	u	Sl
županiji	županija	Ncfsl
,	,	Z
odnosno	odnosno	Rgp
nadležnog	nadležan	Agpmsgy
ureda	ured	Ncmsg
Grada	grad	Ncmsg
Zagreba	Zagreb	Npmsg
,	,	Z
pogrebnik	pogrebnik	Ncmsn
može	moći	Vmr3s
izjaviti	izjaviti	Vmn
žalbu	žalba	Ncfsa
ministarstvu	ministarstvo	Ncnsd
nadležnom	nadležan	Agpfsiy
za	za	Sa
poduzetništvo	poduzetništvo	Ncnsa
i	i	Cc
obrt	obrt	Ncmsan
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Protiv	protiv	Sg
rješenja	rješenje	Ncnsg
ministarstva	ministarstvo	Ncnsg
nadležnog	nadležan	Agpnsgy
za	za	Sa
poduzetništvo	poduzetništvo	Ncnsa
i	i	Cc
obrt	obrt	Ncmsan
nije	biti	Var3s
dopuštena	dopustiti	Appfsny
žalba	žalba	Ncfsn
,	,	Z
ali	ali	Cc
se	sebe	Px--sa
može	moći	Vmr3s
pokrenuti	pokrenuti	Vmn
upravni	upravan	Agpmsayn
spor	spor	Ncmsan
.	.	Z

III	III	Mrc
.	.	Z

ISPIT	ispit	Ncmsn
O	o	Sl
STRUČNOJ	stručan	Agpfsly
OSPOSOBLJENOSTI	osposobljenost	Ncfsl

Stručna	stručan	Agpfsny
osposobljenost	osposobljenost	Ncfsn

Članak	članak	Ncmsn
18.	18.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Pogrebnik	pogrebnik	Ncmsn
mora	morati	Vmr3s
ispunjavati	ispunjavati	Vmn
poseban	poseban	Agpmsann
uvjet	uvjet	Ncmsan
stručne	stručan	Agpfsgy
osposobljenosti	osposobljenost	Ncfsg
za	za	Sa
obavljanje	obavljanje	Ncnsa
pogrebničke	pogrebnički	Agpfsgy
djelatnosti	djelatnost	Ncfsg
ili	ili	Cc
zaposliti	zaposliti	Vmn
radnika	radnik	Ncmpg
u	u	Sl
punom	pun	Agpnsly
radnom	radni	Agpnsly
vremenu	vrijeme	Ncnsl
koji	koji	Pi-msn
udovoljava	udovoljavati	Vmr3s
ovom	ovaj	Pd-msl
uvjetu	uvjet	Ncmsl
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Radnik	radnik	Ncmsn
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-nsg
članka	članak	Ncmsg
mora	morati	Vmr3s
udovoljavati	udovoljavati	Vmn
uvjetima	uvjet	Ncmpd
iz	iz	Sg
članka	članak	Ncmsg
12.	12.	Mdo
stavka	stavak	Ncmsg
3.	3.	Mdo
podstavaka	podstavak	Ncmpg
8.	8.	Mdo
i	i	Cc
9.	9.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Stručna	stručan	Agpfsny
osposobljenost	osposobljenost	Ncfsn
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
dokazuje	dokazivati	Vmr3s
se	sebe	Px--sa
polaganjem	polaganje	Ncnsi
ispita	ispitati	Vmr3s
o	o	Sl
stručnoj	stručan	Agpfsly
osposobljenosti	osposobljenost	Ncfsl
za	za	Sa
obavljanje	obavljanje	Ncnsa
pogrebničke	pogrebnički	Agpfsgy
djelatnosti	djelatnost	Ncfsg
(	(	Z
u	u	Sl
daljnjem	daljnji	Agpmsly
tekstu	tekst	Ncmsl
:	:	Z
ispit	ispit	Ncmsn
o	o	Sl
stručnoj	stručan	Agpfsly
osposobljenosti	osposobljenost	Ncfsl
)	)	Z
.	.	Z

Članak	članak	Ncmsn
19.	19.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Ispitu	ispit	Ncmsd
o	o	Sl
stručnoj	stručan	Agpfsly
osposobljenosti	osposobljenost	Ncfsl
može	moći	Vmr3s
pristupiti	pristupiti	Vmn
osoba	osoba	Ncfsn
s	sa	Si
najmanje	malo	Rgs
završenim	završen	Agpmpiy
srednjim	srednji	Agpmpiy
strukovnim	strukovni	Agpnsiy
obrazovanjem	obrazovanje	Ncnsi
u	u	Sl
trogodišnjem	trogodišnji	Agpnsly
trajanju	trajanje	Ncnsl
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Ispit	ispit	Ncmsan
o	o	Sl
stručnoj	stručan	Agpfsly
osposobljenosti	osposobljenost	Ncfsl
provodi	provoditi	Vmr3s
Hrvatska	hrvatski	Agpfsny
obrtnička	obrtnički	Agpfsny
komora	komora	Ncfsn
prema	prema	Sl
programu	program	Ncmsl
koji	koji	Pi-msn
utvrđuje	utvrđivati	Vmr3s
pravilnikom	pravilnik	Ncmsi
ministar	ministar	Ncmsn
nadležan	nadležan	Agpmsnn
za	za	Sa
poduzetništvo	poduzetništvo	Ncnsa
i	i	Cc
obrt	obrt	Ncmsan
na	na	Sa
prijedlog	prijedlog	Ncmsan
Hrvatske	hrvatski	Agpfsgy
obrtničke	obrtnički	Agpfsgy
komore	komora	Ncfsg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Listu	lista	Ncfsa
ispitivača	ispitivač	Ncmpg
koja	koji	Pi-fsn
se	sebe	Px--sa
sastoji	sastojati	Vmr3s
od	od	Sg
dvadeset	dvadeset	Mlc
osoba	osoba	Ncfpg
iz	iz	Sg
reda	red	Ncmsg
stručnjaka	stručnjak	Ncmpg
za	za	Sa
pojedina	pojedini	Agpnpay
ispitna	ispitan	Agpnpay
područja	područje	Ncnpa
,	,	Z
odlukom	odluka	Ncfsi
imenuje	imenovati	Vmr3s
ministar	ministar	Ncmsn
nadležan	nadležan	Agpmsann
za	za	Sa
poduzetništvo	poduzetništvo	Ncnsa
i	i	Cc
obrt	obrt	Ncmsan
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Ispit	ispit	Ncmsan
o	o	Sl
stručnoj	stručan	Agpfsly
osposobljenosti	osposobljenost	Ncfsl
polaže	polagati	Vmr3s
se	sebe	Px--sa
pred	pred	Si
ispitnom	ispitan	Agpfsiy
komisijom	komisija	Ncfsi
koju	koji	Pi-fsa
čini	činiti	Vmr3s
pet	pet	Mlc
članova	član	Ncmpg
,	,	Z
a	a	Cc
koju	koji	Pi-fsa
s	sa	Sg
liste	lista	Ncfsg
ispitivača	ispitivač	Ncmpg
za	za	Sa
svaki	svaki	Pi-msan
ispitni	ispitan	Agpmsayn
rok	rok	Ncmsan
imenuje	imenovati	Vmr3s
predsjednik	predsjednik	Ncmsn
Hrvatske	hrvatski	Agpfsgy
obrtničke	obrtnički	Agpfsgy
komore	komora	Ncfsg
.	.	Z

(	(	Z
5	5	Mdc
)	)	Z
Ispit	ispit	Ncmsan
o	o	Sl
stručnoj	stručan	Agpfsly
osposobljenosti	osposobljenost	Ncfsl
sastoji	sastojati	Vmr3s
se	sebe	Px--sa
od	od	Sg
pisanoga	pisan	Agpmsgy
i	i	Cc
usmenog	usmen	Agpmsgy
dijela	dio	Ncmsg
.	.	Z

(	(	Z
6	6	Mdc
)	)	Z
Nakon	nakon	Sg
položenog	položiti	Agpmsgy
ispita	ispit	Ncmsg
o	o	Sl
stručnoj	stručan	Agpfsly
osposobljenosti	osposobljenost	Ncfsl
Hrvatska	hrvatski	Agpfsny
obrtnička	obrtnički	Agpfsny
komora	komora	Ncfsn
izdaje	izdavati	Vmr3s
uvjerenje	uvjerenje	Ncnsa

