AGRONET	AGRONET	Npmsn
isplatu	isplata	Ncfsa
/	/	Z
Zahtjeva	zahtjev	Ncmsg
za	za	Sa
isplatu	isplata	Ncfsa
predujma	predujam	Ncmsg
te	te	Cc
svu	sav	Agpfsay
dokumentaciju	dokumentacija	Ncfsa
propisanu	propisati	Appfsay
Natječajem	natječaj	Ncmsi
,	,	Z
pri	pri	Sl
čemu	što	Pi3n-l
se	sebe	Px--sa
kao	kao	Cs
vrijeme	vrijeme	Ncnsn
podnošenja	podnošenje	Ncnsg
Zahtjeva	zahtjev	Ncmsg
za	za	Sa
isplatu	isplata	Ncfsa
/	/	Z
Zahtjeva	zahtjev	Ncmsg
za	za	Sa
isplatu	isplata	Ncfsa
predujma	predujam	Ncmsg
smatra	smatrati	Vmr3s
datum	datum	Ncmsan
i	i	Cc
sat	sat	Ncmsn
slanja	slanje	Ncnsg
dokumentacije	dokumentacija	Ncfsg
u	u	Sl
slučaju	slučaj	Ncmsl
slanja	slanje	Ncnsg
preporučenom	preporučiti	Agpfsiy
pošiljkom	pošiljka	Ncfsi
s	sa	Si
povratnicom	povratnica	Ncfsi
ili	ili	Cc
datum	datum	Ncmsan
i	i	Cc
sat	sat	Ncmsan
zaprimanja	zaprimanje	Ncnsg
u	u	Sa
Agenciju	agencija	Ncfsa
za	za	Sa
plaćanja	plaćanje	Ncnpa
ukoliko	ukoliko	Cs
se	sebe	Px--sa
dostavlja	dostavljati	Vmr3s
osobno	osobno	Rgp
.	.	Z

Članak	članak	Ncmsn
39.	39.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Zahtjev	zahtjev	Ncmsan
za	za	Sa
isplatu	isplata	Ncfsa
treba	trebati	Vmr3s
sadržavati	sadržavati	Vmn
sve	sav	Agpmpay
plaćene	platiti	Agpmpay
račune	račun	Ncmpa
,	,	Z
a	a	Cc
svi	sav	Agpmpny
priloženi	priložen	Agpmpny
računi	račun	Ncmpn
moraju	morati	Vmr3p
biti	biti	Van
plaćeni	platiti	Appmpny
u	u	Sl
cijelosti	cijelost	Ncfsl
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Korisniku	korisnik	Ncmsd
se	sebe	Px--sa
ne	ne	Qz
može	moći	Vmr3s
isplatiti	isplatiti	Vmn
potpora	potpora	Ncfsn
u	u	Sl
iznosu	iznos	Ncmsl
višem	visok	Agcmsly
od	od	Sg
iznosa	iznos	Ncmsg
navedenoga	naveden	Agpmsgy
u	u	Sl
Odluci	odluka	Ncfsl
o	o	Sl
dodjeli	dodjela	Ncfsl
sredstava	sredstvo	Ncnpg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Ukoliko	ukoliko	Cs
Korisnik	korisnik	Ncmsn
u	u	Sl
Zahtjevu	zahtjev	Ncmsl
za	za	Sa
isplatu	isplata	Ncfsa
navede	navesti	Vmr3s
iznos	iznos	Ncmsan
koji	koji	Pi-msn
je	biti	Var3s
viši	visok	Agcmsny
od	od	Sg
prihvatljivog	prihvatljiv	Agpmsgy
iznosa	iznos	Ncmsg
potpore	potpora	Ncfsg
,	,	Z
Agencija	agencija	Ncfsn
može	moći	Vmr3s
umanjiti	umanjiti	Vmn
iznos	iznos	Ncmsan
za	za	Sa
isplatu	isplata	Ncfsa
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Za	za	Sa
nepotpun	nepotpun	Agpmsann
Zahtjev	zahtjev	Ncmsan
za	za	Sa
isplatu	isplata	Ncfsa
Agencija	agencija	Ncfpg
za	za	Sa
plaćanja	plaćanje	Ncnpa
će	htjeti	Var3s
izdati	izdati	Vmn
Zahtjev	zahtjev	Ncmsan
za	za	Sa
dopunu	dopuna	Ncfsa
/	/	Z
obrazloženje	obrazloženje	Ncnsa
/	/	Z
ispravak	ispravak	Ncmsan
kojim	koji	Pi-msi
će	htjeti	Var3s
od	od	Sg
korisnika	korisnik	Ncmpg
tražiti	tražiti	Vmn
dostavljanje	dostavljanje	Ncnsa
dokumentacije	dokumentacija	Ncfsg
koja	koji	Pi-fsn
nedostaje	nedostajati	Vmr3s
.	.	Z

Korisnik	korisnik	Ncmsn
je	biti	Var3s
dužan	dužan	Agpmsnn
dostaviti	dostaviti	Vmn
traženu	tražen	Agpfsay
dokumentaciju	dokumentacija	Ncfsa
preporučenom	preporučiti	Agpfsiy
pošiljkom	pošiljka	Ncfsi
ili	ili	Cc
osobno	osobno	Rgp
u	u	Sa
Agenciju	agencija	Ncfsa
za	za	Sa
plaćanja	plaćanje	Ncnpa
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
pet	pet	Mlc
radnih	radni	Agpmpgy
dana	dan	Ncmpg
od	od	Sg
dana	dan	Ncmsg
zaprimanja	zaprimanje	Ncnsg
Zahtjeva	zahtjev	Ncmsg
za	za	Sa
dopunu	dopuna	Ncfsa
/	/	Z
obrazloženje	obrazloženje	Ncnsa
/	/	Z
ispravak	ispravak	Ncmsan
.	.	Z

Ukoliko	ukoliko	Cs
tražena	tražiti	Appfsny
dokumentacija	dokumentacija	Ncfsn
ne	ne	Qz
bude	biti	Var3s
poslana	poslati	Appfsny
u	u	Sl
zadanom	zadati	Agpmsly
roku	rok	Ncmsl
smatrat	smatrati	Vmn
će	htjeti	Var3s
se	sebe	Px--sa
da	da	Cs
je	biti	Var3s
korisnik	korisnik	Ncmsn
odustao	odustati	Vmp-sm
od	od	Sg
dijela	dio	Ncmsg
iznosa	iznos	Ncmsg
potpore	potpora	Ncfsg
za	za	Sa
koji	koji	Pi-msan
dokumentacija	dokumentacija	Ncfsn
nije	biti	Var3s
dostavljena	dostaviti	Appfsny

(	(	Z
5	5	Mdc
)	)	Z
Vremenom	vrijeme	Ncnsi
zaprimanja	zaprimanje	Ncnsg
Zahtjeva	zahtjev	Ncmsg
za	za	Sa
dopunu	dopuna	Ncfsa
/	/	Z
obrazloženje	obrazloženje	Ncnsa
/	/	Z
ispravak	ispravak	Ncmsn
smatra	smatrati	Vmr3s
se	sebe	Px--sa
datum	datum	Ncmsn
kada	kada	Cs
korisnik	korisnik	Ncmsn
zaprimi	zaprimiti	Vmr3s
preporučenu	preporučiti	Agpfsay
pošiljku	pošiljka	Ncfsa
.	.	Z

(	(	Z
6	6	Mdc
)	)	Z
Ukoliko	ukoliko	Cs
korisnik	korisnik	Ncmsn
nije	biti	Var3s
preuzeo	preuzeti	Vmp-sm
Zahtjev	zahtjev	Ncmsan
za	za	Sa
dopunu	dopuna	Ncfsa
/	/	Z
obrazloženje	obrazloženje	Ncnsa
/	/	Z
ispravak	ispravak	Ncmsn
prilikom	prilikom	Sg
prve	prvi	Mlofsg
dostave	dostava	Ncfsg
,	,	Z
dostava	dostava	Ncfsn
preporučene	preporučiti	Agpfsgy
pošiljke	pošiljka	Ncfsg
bit	biti	Van
će	htjeti	Var3s
ponovljena	ponoviti	Appfsny
još	još	Rgp
jednom	jednom	Rgp
.	.	Z

Ukoliko	ukoliko	Cs
korisnik	korisnik	Ncmsn
ne	ne	Qz
preuzme	preuzeti	Vmr3s
Zahtjev	zahtjev	Ncmsan
za	za	Sa
dopunu	dopuna	Ncfsa
niti	niti	Cc
nakon	nakon	Sg
ponovljene	ponoviti	Agpfsgy
dostave	dostava	Ncfsg
,	,	Z
Zahtjev	zahtjev	Ncmsan
za	za	Sa
dopunu	dopuna	Ncfsa
će	htjeti	Var3s
se	sebe	Px--sa
objaviti	objaviti	Vmn
na	na	Sl
oglasnoj	oglasni	Agpfsly
ploči	ploča	Ncfsl
u	u	Sl
sjedištu	sjedište	Ncnsl
Agencije	agencija	Ncfsg
za	za	Sg
plaćanja	plaćanje	Ncnsg
te	te	Cc
će	htjeti	Var3s
se	sebe	Px--sa
dostava	dostava	Ncfsn
smatrati	smatrati	Vmn
obavljenom	obaviti	Ncfsi
istekom	istek	Sg
osmoga	osmi	Mlomsg
dana	dan	Ncmsg
od	od	Sg
dana	dan	Ncmsg
stavljanja	stavljanje	Ncnsg
Zahtjeva	zahtjev	Ncmsg
za	za	Sa
dopunu	dopuna	Ncfsa
na	na	Sa
oglasnu	oglasni	Agpfsay
ploču	ploča	Ncfsa
.	.	Z

(	(	Z
7	7	Mdc
)	)	Z
Za	za	Sa
plaćanja	plaćanje	Ncnpa
izvršena	izvršen	Agpnpay
u	u	Sl
stranoj	stran	Agpfsly
valuti	valuta	Ncfsl
u	u	Sa
svrhu	svrha	Ncfsa
odobrenja	odobrenje	Ncnsg
Zahtjeva	zahtjev	Ncmpg
za	za	Sa
isplatu	isplata	Ncfsa
obračunat	obračunati	Vmn
će	htjeti	Var3s
se	sebe	Px--sa
:	:	Z

a	a	Cc
)	)	Z
protuvrijednost	protuvrijednost	Ncfsn
u	u	Sl
kunama	kuna	Ncfpl
po	po	Sl
tečaju	tečaj	Ncmsl
Europske	europski	Agpfsgy
komisije	komisija	Ncfsg
ECB	ECB	Npmsn
u	u	Sl
mjesecu	mjesec	Ncmsl
zaprimanja	zaprimanje	Ncnsg
Zahtjeva	zahtjev	Ncmsg
za	za	Sa
isplatu	isplata	Ncfsa
iskazanom	iskazati	Ncfsi
na	na	Sa
šest	šest	Mlc
(	(	Z
6	6	Mdc
)	)	Z
decimala	decimala	Ncfsn
(	(	Z
navedeni	naveden	Agpmsny
tečaj	tečaj	Ncmsn
se	sebe	Px--sa
može	moći	Vmr3s
dobiti	dobiti	Vmn
na	na	Sl
http://ec.europa.eu/budget/inforeuro/	http://ec.europa.eu/budget/inforeuroa	Ncfsl
)	)	Z
,	,	Z

b	b	Npmsn
)	)	Z
u	u	Sl
slučaju	slučaj	Ncmsl
da	da	Cs
je	biti	Var3s
korisnik	korisnik	Ncmsn
kupio	kupiti	Vmp-sm
strana	stran	Agpnpay
sredstva	sredstvo	Ncnpa
plaćanja	plaćanje	Ncnsg
po	po	Sl
nižem	nizak	Agpmsly
tečaju	tečaj	Ncmsl
od	od	Sg
ECB	ECB	Npmsn
u	u	Sl
mjesecu	mjesec	Ncmsl
zaprimanja	zaprimanje	Ncnsg
Zahtjeva	zahtjev	Ncmsg
za	za	Sa
isplatu	isplata	Ncfsa
iskazanom	iskazati	Ncfsi
na	na	Sa
šest	šest	Mlc
(	(	Z
6	6	Mdc
)	)	Z
decimala	decimala	Ncfsn
,	,	Z
obračun	obračun	Ncmsan
potpore	potpora	Ncfsg
temeljit	temeljiti	Vmn
će	htjeti	Var3s
se	sebe	Px--sa
na	na	Sl
ostvarenom	ostvariti	Agpmsly
tečaju	tečaj	Ncmsl
.	.	Z

(	(	Z
8	8	Mdc
)	)	Z
Ukoliko	ukoliko	Cs
korisnik	korisnik	Ncmsn
ne	ne	Qz
dostavi	dostaviti	Vmr3s
Zahtjev	zahtjev	Ncmsan
za	za	Sa
isplatu	isplata	Ncfsa
u	u	Sl
propisanom	propisati	Agpmsly
roku	rok	Ncmsl
,	,	Z
izdat	izdati	Vmn
će	htjeti	Var3s
mu	on	Pp3msd
se	sebe	Px--sa
Izjava	izjava	Ncfsn
o	o	Sl
poništenju	poništenje	Ncnsl
obveze	obveza	Ncfsg
.	.	Z

(	(	Z
9	9	Mdc
)	)	Z
Ukoliko	ukoliko	Cs
korisnik	korisnik	Ncmsn
dostavi	dostaviti	Vmr3s
Zahtjev	zahtjev	Ncmsan
za	za	Sa
isplatu	isplata	Ncfsa
nakon	nakon	Sg
roka	rok	Ncmsg
propisanog	propisati	Appmsgy
Odlukom	odluka	Ncfsi
o	o	Sl
dodjeli	dodjela	Ncfsl
sredstava	sredstvo	Ncnpg
,	,	Z
Agencija	agencija	Ncfsn
za	za	Sa
plaćanja	plaćanje	Ncnpa
će	htjeti	Var3s
izdati	izdati	Vmn
Odluku	odluka	Ncfsa
o	o	Sl
odbijanju	odbijanje	Ncnsl
Zahtjeva	zahtjev	Ncmsg
za	za	Sa
isplatu	isplata	Ncfsa
.	.	Z

(	(	Z
10	10	Mdc
)	)	Z
Ukoliko	ukoliko	Cs
se	sebe	Px--sa
tijekom	tijekom	Sg
obrade	obrada	Ncfsg
Zahtjeva	zahtjev	Ncmsg
za	za	Sa
isplatu	isplata	Ncfsa
utvrdi	utvrditi	Vmr3s
ukupna	ukupan	Agpfsny
nepravilnost	nepravilnost	Ncfsn
,	,	Z
uzimajući	uzimati	Rr
u	u	Sa
obzir	obzir	Ncmsan
i	i	Cc
nepravilnosti	nepravilnost	Ncfsl
utvrđene	utvrditi	Appfpny
u	u	Sl
prethodnim	prethodan	Agpmply
Zahtjevima	zahtjev	Ncmpl
za	za	Sa
isplatu	isplata	Ncfsa
u	u	Sl
slučaju	slučaj	Ncmsl
isplata	isplata	Ncfsn
u	u	Sl
ratama	rata	Ncfpl
koja	koji	Pi-fsn
ne	ne	Qz
prelazi	prelaziti	Vmr3s
iznos	iznos	Ncmsan
od	od	Sg
50	50	Mdc
posto	posto	Rgp
ukupne	ukupan	Agpfsgy
vrijednosti	vrijednost	Ncfsg
odobrenih	odobren	Agpnpgy
sredstava	sredstvo	Ncnpg
javne	javan	Agpfsgy
potpore	potpora	Ncfsg
,	,	Z
Agencija	agencija	Ncfsn
za	za	Sa
plaćanja	plaćanje	Ncnpa
će	htjeti	Var3s
odbiti	odbiti	Vmn
iznos	iznos	Ncmsan
nepravilnog	nepravilan	Agpmsgy
izdatka	izdatak	Ncmsg
od	od	Sg
Zahtjeva	zahtjev	Ncmsg
za	za	Sa
isplatu	isplata	Ncfsa
i	i	Cc
izdati	izdati	Vmn
Odluku	odluka	Ncfsa
o	o	Sl
isplati	isplata	Ncfsl
u	u	Sl
kojoj	koji	Pi-fsl
će	htjeti	Var3s
ukupan	ukupan	Agpmsnn
iznos	iznos	Ncmsn
biti	biti	Van
umanjen	umanjiti	Appmsnn
za	za	Sa
iznos	iznos	Ncmsan
nepravilnog	nepravilan	Agpmsgy
izdatka	izdatak	Ncmsg
utvrđen	utvrditi	Appmsnn
u	u	Sl
tom	taj	Pd-msl
Zahtjevu	zahtjev	Ncmsl
za	za	Sa
isplatu	isplata	Ncfsa
.	.	Z

Članak	članak	Ncmsn
40.	40.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Nakon	nakon	Sg
provjere	provjera	Ncfsg
Zahtjeva	zahtjev	Ncmsg
za	za	Sa
isplatu	isplata	Ncfsa
/	/	Z
Zahtjev	zahtjev	Ncmsan
za	za	Sa
isplatu	isplata	Ncfsa
predujma	predujam	Ncmsg
s	sa	Si
pripadajućom	pripadajući	Agpfsiy
dokumentacijom	dokumentacija	Ncfsi
Agencija	agencija	Ncfsn
za	za	Sa
plaćanja	plaćanje	Ncnpa
će	htjeti	Var3s
korisniku	korisnik	Ncmsd
izdati	izdati	Vmn
:	:	Z

a	a	Cc
)	)	Z
Odluku	odluka	Ncfsa
o	o	Sl
isplati	isplata	Ncfsl
predujma	predujam	Ncmsg
,	,	Z

b	b	Npmsn
)	)	Z
Odluku	odluka	Ncfsa
o	o	Sl
odbijanju	odbijanje	Ncnsl
isplate	isplata	Ncfsg
predujma	predujam	Ncmsg
,	,	Z

c	C	Npmsn
)	)	Z
Odluku	odluka	Ncfsa
o	o	Sl
isplati	isplata	Ncfsl
ili	ili	Cc

d	d	Npmsn
)	)	Z
Odluku	odluka	Ncfsa
o	o	Sl
odbijanju	odbijanje	Ncnsl
Zahtjeva	zahtjev	Ncmsg
za	za	Sa
isplatu	isplata	Ncfsa
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Odluka	odluka	Ncfsn
o	o	Sl
odbijanju	odbijanje	Ncnsl
isplate	isplata	Ncfsg
predujma	predujam	Ncmsg
izdaje	izdavati	Vmr3s
se	sebe	Px--sa

