stupnju	stupanj	Ncmsl
4.	4.	Mdo
Obrazac	obrazac	Ncmsan
o	o	Sl
izvanrednom	izvanredan	Agpmsly
događaju	događaj	Ncmsl
,	,	Z

–	–	Agpmsny
Prilog	prilog	Ncmsn
5.	5.	Mdo
Obrazac	obrazac	Ncmsn
za	za	Sa
trijažu	trijaža	Ncfsa
kod	kod	Sg
većih	velik	Agpfpgy
nesreća	nesreća	Ncfpg
,	,	Z

–	–	Agpmsny
Prilog	prilog	Ncmsn
6.	6.	Mdo
Obrazac	obrazac	Ncmsn
medicinske	medicinski	Agpfsgy
dokumentacije	dokumentacija	Ncfsg
o	o	Sl
pacijentu	pacijent	Ncmsl
Lista	list	Ncmsg
A	a	Cc
za	za	Sa
doktore	doktor	Ncmpa
medicine	medicina	Ncfsg
Tim	taj	Pd-nsi
1	1	Mdc
i	i	Cc
Lista	list	Ncmsg
B	b	X
za	za	Sa
medicinske	medicinski	Agpfpay
sestre	sestra	Ncfpa
–	–	Z
medicinske	medicinski	Agpmpay
tehničare	tehničar	Ncmpa
Tim	tim	Ncmsn
2	2	Mdc

–	–	Agpmsny
Prilog	prilog	Ncmsn
7.	7.	Mdo
Obrazac	obrazac	Ncmsn
za	za	Sa
praćenje	praćenje	Ncnsa
postupka	postupak	Ncmsg
oživljavanja	oživljavanje	Ncnsg
(	(	Z
Utstein	utstein	Aspmsnn
obrazac	obrazac	Ncmsn
)	)	Z
,	,	Z

(	(	Z
2	2	Mdc
)	)	Z
O	o	Sl
radu	rad	Ncmsl
Objedinjenog	objediniti	Agpmsgy
hitnog	hitan	Agpmsgy
bolničkog	bolnički	Agpmsgy
prijama	prijam	Ncmsg
vodi	voditi	Vmr3s
se	sebe	Px--sa
evidencija	evidencija	Ncfsn
na	na	Sl
obrascima	obrazac	Ncmpl
:	:	Z

–	–	Z
Obrazac	obrazac	Ncmsn
trijaže	trijaža	Ncfsg
,	,	Z

–	–	Agpmsny
Obrazac	obrazac	Ncmsn
o	o	Sl
izvanrednom	izvanredan	Agpmsly
događaju	događaj	Ncmsl
,	,	Z

–	–	Agpmsny
Obrazac	obrazac	Ncmsn
primarna	primaran	Agpfsny
procjena	procjena	Ncfsn
pacijenta	pacijent	Ncmsg
–	–	Z
opservacija	opservacija	Ncfsn
u	u	Sl
Objedinjenom	objediniti	Agpmsly
hitnom	hitan	Agpmsly
bolničkom	bolnički	Agpmsly
prijamu	prijam	Ncmsl
s	sa	Si
Uputama	uputa	Ncfpi
za	za	Sa
primjenu	primjena	Ncfsa
sestrinske	sestrinski	Agpfsgy
dokumentacije	dokumentacija	Ncfsg
u	u	Sl
opservaciji	opservacija	Ncfsl
Objedinjenog	objediniti	Agpmsgy
hitnog	hitan	Agpmsgy
bolničkog	bolnički	Agpmsgy
prijama	prijam	Ncmsg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Obrazac	obrazac	Ncmsn
trijaže	trijaža	Ncfsg
i	i	Cc
Obrazac	obrazac	Ncmsan
o	o	Sl
izvanrednom	izvanredan	Agpmsly
događaju	događaj	Ncmsl
iz	iz	Sg
stavka	stavak	Ncmsg
2.	2.	Mdo
ovog	ovaj	Pd-msg
članka	članak	Ncmsg
tiskani	tiskati	Appmpny
su	biti	Var3p
u	u	Sl
Prilogu	prilog	Ncmsl
8.	8.	Mdo
i	i	Cc
9.	9.	Mdo
ovoga	ovaj	Pd-nsg
Pravilnika	pravilnik	Ncmsg
i	i	Cc
čine	činiti	Vmr3p
njegov	njegov	Ps3msan
sastavni	sastavan	Agpmsayn
dio	dio	Ncmsan
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Obrazac	obrazac	Ncmsn
primarna	primaran	Agpfsny
procjena	procjena	Ncfsn
pacijenta	pacijent	Ncmsg
–	–	Z
opservacija	opservacija	Ncfsn
u	u	Sl
Objedinjenom	objediniti	Agpmsly
hitnom	hitan	Agpmsly
bolničkom	bolnički	Agpmsly
prijamu	prijam	Ncmsl
s	sa	Si
Uputama	uputa	Ncfpi
za	za	Sa
primjenu	primjena	Ncfsa
sestrinske	sestrinski	Agpfsgy
dokumentacije	dokumentacija	Ncfsg
u	u	Sl
opservaciji	opservacija	Ncfsl
Objedinjenog	objediniti	Agpmsgy
hitnog	hitan	Agpmsgy
bolničkog	bolnički	Agpmsgy
prijama	prijam	Ncmsg
iz	iz	Sg
stavka	stavak	Ncmsg
2.	2.	Mdo
ovog	ovaj	Pd-msg
članka	članak	Ncmsg
,	,	Z
propisan	propisati	Appmsnn
je	biti	Var3s
pravilnikom	pravilnik	Ncmsi
kojim	koji	Pi-msi
je	biti	Var3s
regulirana	regulirati	Appfsny
sestrinska	sestrinski	Agpfsny
dokumentacija	dokumentacija	Ncfsn
u	u	Sl
bolničkim	bolnički	Agpfply
zdravstvenim	zdravstven	Agpfply
ustanovama	ustanova	Ncfpl
.	.	Z

Članak	članak	Ncmsn
20.	20.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Županijski	županijski	Agpmsny
zavod	zavod	Ncmsn
zadržava	zadržavati	Vmr3s
za	za	Sa
potrebe	potreba	Ncfpa
svoje	svoj	Px-fpa
evidencije	evidencija	Ncfpa
podatke	podatak	Ncmpa
prema	prema	Sl
propisanim	propisati	Agpmply
obrascima	obrazac	Ncmpl
iz	iz	Sg
članka	članak	Ncmsg
19.	19.	Mdo
stavka	stavak	Ncmsg
1.	1.	Mdo
podstavaka	podstavak	Ncmpg
1.	1.	Mdo
do	do	Sg
7.	7.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Objedinjeni	objediniti	Agpmsny
hitni	hitan	Agpmsny
bolnički	bolnički	Agpmsny
prijam	prijam	Ncmsn
zadržava	zadržavati	Vmr3s
za	za	Sa
potrebe	potreba	Ncfpa
svoje	svoj	Px-fpa
evidencije	evidencija	Ncfpa
podatke	podatak	Ncmpa
prema	prema	Sl
propisanim	propisati	Agpmply
obrascima	obrazac	Ncmpl
iz	iz	Sg
članak	članak	Ncmsn
19.	19.	Mdo
stavka	stavka	Ncfsn
2.	2.	Mdo
podstavaka	podstavak	Ncmpg
1.	1.	Mdo
do	do	Sg
3.	3.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Obrazac	obrazac	Ncmsn
iz	iz	Sg
članka	članak	Ncmsg
19.	19.	Mdo
stavka	stavak	Ncmsg
1.	1.	Mdo
podstavka	podstavak	Ncmsg
5.	5.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
sastavni	sastavan	Agpmsny
je	biti	Var3s
dio	dio	Ncmsn
medicinske	medicinski	Agpfsgy
dokumentacije	dokumentacija	Ncfsg
pacijenta	pacijent	Ncmsg
koji	koji	Pi-msn
se	sebe	Px--sa
upućuje	upućivati	Vmr3s
u	u	Sa
zdravstvenu	zdravstven	Agpfsay
ustanovu	ustanova	Ncfsa
radi	radi	Sg
postupka	postupak	Ncmsg
završnoga	završan	Agpnsgy
liječenja	liječenje	Ncnsg
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Obrazac	obrazac	Ncmsn
iz	iz	Sg
članka	članak	Ncmsg
19.	19.	Mdo
stavka	stavak	Ncmsg
1.	1.	Mdo
podstavka	podstavak	Ncmsg
6.	6.	Mdo
popunjava	popunjavati	Vmr3s
Tim	tim	Ncmsan
1	1	Mdc
ili	ili	Cc
Tim	taj	Pd-nsi
2	2	Mdc
u	u	Sa
dva	dva	Mlc
primjerka	primjerak	Ncmsg
,	,	Z
od	od	Sg
kojih	koji	Pi-fpg
jedan	jedan	Mlcmsn
za	za	Sa
potrebe	potreba	Ncfpa
svoje	svoj	Px-fpa
evidencije	evidencija	Ncfpa
zadržava	zadržavati	Vmr3s
Županijski	županijski	Agpmsny
zavod	zavod	Ncmsn
,	,	Z
a	a	Cc
drugi	drugi	Mlomsn
je	biti	Var3s
sastavni	sastavan	Agpmsny
dio	dio	Ncmsn
medicinske	medicinski	Agpfsgy
dokumentacije	dokumentacija	Ncfsg
pacijenta	pacijent	Ncmsg
koji	koji	Pi-msn
se	sebe	Px--sa
upućuje	upućivati	Vmr3s
u	u	Sa
zdravstvenu	zdravstven	Agpfsay
ustanovu	ustanova	Ncfsa
radi	radi	Sg
postupka	postupak	Ncmsg
završnoga	završan	Agpnsgy
liječenja	liječenje	Ncnsg
.	.	Z

(	(	Z
5	5	Mdc
)	)	Z
Obrazac	obrazac	Ncmsn
trijaže	trijaža	Ncfsg
iz	iz	Sg
članka	članak	Ncmsg
19.	19.	Mdo
stavka	stavak	Ncmsg
2.	2.	Mdo
podstavka	podstavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
popunjava	popunjavati	Vmr3s
se	sebe	Px--sa
u	u	Sa
dva	dva	Mlc
primjerka	primjerak	Ncmsg
,	,	Z
od	od	Sg
kojih	koji	Pi-fpg
jedan	jedan	Mlcmsn
za	za	Sa
potrebe	potreba	Ncfpa
svoje	svoj	Px-fpa
evidencije	evidencija	Ncfpa
zadržava	zadržavati	Vmr3s
Objedinjeni	objediniti	Appmpny
hitni	hitan	Agpmsayn
bolnički	bolnički	Agpmsayn
prijam	prijam	Ncmsan
,	,	Z
a	a	Cc
drugi	drugi	Mlomsn
je	biti	Var3s
sastavni	sastavan	Agpmsny
dio	dio	Ncmsn
medicinske	medicinski	Agpfsgy
dokumentacije	dokumentacija	Ncfsg
pacijenta	pacijent	Ncmsg
koji	koji	Pi-msn
se	sebe	Px--sa
upućuje	upućivati	Vmr3s
na	na	Sa
bolničko	bolnički	Agpnsay
liječenje	liječenje	Ncnsa
ili	ili	Cc
u	u	Sa
primarnu	primaran	Agpfsay
zdravstvenu	zdravstven	Agpfsay
zaštitu	zaštita	Ncfsa
.	.	Z

(	(	Z
6	6	Mdc
)	)	Z
Obrazac	obrazac	Ncmsn
sestrinske	sestrinski	Agpfsgy
dokumentacije	dokumentacija	Ncfsg
iz	iz	Sg
članka	članak	Ncmsg
19.	19.	Mdo
stavka	stavak	Ncmsg
2.	2.	Mdo
podstavka	podstavak	Ncmsg
3.	3.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
popunjavaju	popunjavati	Vmr3p
se	sebe	Px--sa
u	u	Sa
dva	dva	Mlc
primjerka	primjerak	Ncmsg
,	,	Z
od	od	Sg
kojih	koji	Pi-fpg
jedan	jedan	Mlcmsn
za	za	Sa
potrebe	potreba	Ncfpa
svoje	svoj	Px-fpa
evidencije	evidencija	Ncfpa
zadržava	zadržavati	Vmr3s
Objedinjeni	objediniti	Appmpny
hitni	hitan	Agpmsayn
bolnički	bolnički	Agpmsayn
prijam	prijam	Ncmsan
,	,	Z
a	a	Cc
drugi	drugi	Mlomsn
je	biti	Var3s
sastavni	sastavan	Agpmsny
dio	dio	Ncmsn
medicinske	medicinski	Agpfsgy
dokumentacije	dokumentacija	Ncfsg
pacijenta	pacijent	Ncmsg
.	.	Z

V.	V.	Y
POSEBNE	poseban	Agpfpny
ODREDBE	odredba	Ncfpn

Članak	članak	Ncmsn
21.	21.	Mdo

Za	za	Sa
potrebe	potreba	Ncfpa
zdravstvene	zdravstven	Agpfsgy
zaštite	zaštita	Ncfsg
u	u	Sl
slučajevima	slučaj	Ncmpl
izvanrednih	izvanredan	Agpfpgy
okolnosti	okolnost	Ncfpg
,	,	Z
velikih	velik	Agpfpgy
nesreća	nesreća	Ncfpg
,	,	Z
prirodnih	prirodan	Agpfpgy
katastrofa	katastrofa	Ncfpg
i	i	Cc
epidemija	epidemija	Ncfsn
,	,	Z
izvanbolnička	izvanbolnički	Agpfsny
i	i	Cc
bolnička	bolnički	Agpfsny
hitna	hitan	Agpfsny
medicinska	medicinski	Agpfsny
služba	služba	Ncfsn
se	sebe	Px--sa
organizira	organizirati	Vmr3s
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
posebnim	poseban	Agpmpiy
propisima	propis	Ncmpi
i	i	Cc
standardnim	standardan	Agpmply
operativnim	operativan	Agpmply
postupcima	postupak	Ncmpl
u	u	Sl
koordinaciji	koordinacija	Ncfsl
s	sa	Si
Hrvatskim	hrvatski	Agpmsiy
zavodom	zavod	Ncmsi
za	za	Sa
hitnu	hitan	Agpfsay
medicinu	medicina	Ncfsa
i	i	Cc
Kriznim	krizan	Agpmsiy
stožerom	stožer	Ncmsi

