inženjerijska	inženjerijski	Agpfsny
osim	osim	Sg
onih	onaj	Pd-mpg
navedenih	naveden	Agpmpgy
drugdje	drugdje	Rgp
u	u	Sl
Zajedničkom	zajednički	Agpmsly
popisu	popis	Ncmsl
robe	roba	Ncfsg
vojne	vojni	Agpfsgy
namjene	namjena	Ncfsg
EU-a	EU	Npmsg
,	,	Z
mostovi	most	Ncmpn
i	i	Cc
pontoni	ponton	Ncmpn
,	,	Z
posebno	posebno	Rgp
konstruirani	konstruirati	Appmpny
za	za	Sa
vojnu	vojni	Agpfsay
uporabu	uporaba	Ncfsa
;	;	Z

n.	n.	Pd-mpn
Pokusni	pokusni	Agpmpny
modeli	model	Ncmpn
posebno	posebno	Rgp
konstruirani	konstruirati	Appmpny
za	za	Sa
»	»	Z
razvoj	razvoj	Ncmsan
«	«	Z
stavki	stavka	Ncfpg
navedenih	navesti	Appmpgy
u	u	Sl
ML4	mla	Ncfsl
.	.	Z
,	,	Z
ML6	ML6	Qr
.	.	Z
,	,	Z
ML9	ML	Npmsl
.	.	Z
ili	ili	Cc
ML10	ML10	Mds
.	.	Z
;	;	Z

o.	oi	Agpfsny
Oprema	oprema	Ncfsn
za	za	Sa
zaštitu	zaštita	Ncfsa
od	od	Sg
lasera	laser	Ncmsg
(	(	Z
npr.	npr.	Y
za	za	Sa
zaštitu	zaštita	Ncfsa
očiju	oko	Ncfpg
ili	ili	Cc
senzora	senzor	Ncmpg
)	)	Z
posebno	posebno	Rgp
konstruirani	konstruirati	Appmpny
za	za	Sa
vojnu	vojni	Agpfsay
uporabu	uporaba	Ncfsa
;	;	Z

p.	p.	Y
»	»	Z
Gorivne	gorivni	Agpfpny
ćelije	ćelija	Ncfpn
«	«	Z
osim	osim	Sg
onih	onaj	Pd-mpg
navedenih	naveden	Agpmpgy
drugdje	drugdje	Rgp
u	u	Sl
Zajedničkom	zajednički	Agpmsly
popisu	popis	Ncmsl
robe	roba	Ncfsg
vojne	vojni	Agpfsgy
namjene	namjena	Ncfsg
EU-a	EU	Npmsg
,	,	Z
posebno	posebno	Rgp
izrađene	izraditi	Appmpay
ili	ili	Cc
,	,	Z
izmijenjene	izmijeniti	Appfpny
’	’	Z
za	za	Sa
vojnu	vojni	Agpfsay
uporabu	uporaba	Ncfsa
.	.	Z

Tehničke	tehnički	Agpfpny
napomene	napomena	Ncfpn

1.	1.	Mdo
Ne	ne	Qz
upotrebljava	upotrebljavati	Vmr3s
se	sebe	Px--sa
od	od	Sg
2014.	2014.	Mdo

2.	2.	Mdo
Za	za	Sa
potrebe	potreba	Ncfpa
ML17	ML17	Mdm
.	.	Z
,	,	Z
izmijenjen	izmijeniti	Appmsnn
’	’	Z
znači	značiti	Vmr3s
bilo	bilo	Qo
koja	koji	Pi-fsn
strukturna	strukturni	Agpfsny
,	,	Z
električna	električan	Agpfsny
,	,	Z
mehanička	mehanički	Agpfsny
ili	ili	Cc
druga	drugi	Mlofsn
promjena	promjena	Ncfsn
koja	koji	Pi-fsn
nevojnom	nevojni	Mlonsl
sredstvu	sredstvo	Ncnsl
daje	davati	Vmr3s
vojne	vojni	Agpfsgy
karakteristike	karakteristika	Ncfsg
ekvivalentne	ekvivalentan	Agpfsgy
drugom	drugi	Mlonsl
sredstvu	sredstvo	Ncnsl
koje	koji	Pi-nsn
je	biti	Var3s
posebno	posebno	Rgp
izrađeno	izraditi	Appnsny
za	za	Sa
vojnu	vojni	Agpfsay
uporabu	uporaba	Ncfsa
.	.	Z

ML18	ML18	Mdm
.	.	Z

Oprema	oprema	Ncfsn
za	za	Sa
izradu	izrada	Ncfsa
,	,	Z
proizvoda	proizvod	Ncmpg
’	’	Z
i	i	Cc
komponente	komponenta	Ncfpa
kako	kako	Cs
slijedi	slijediti	Vmr3s
:	:	Z

a.	a	Ncmpd
Posebno	posebno	Rgp
projektirana	projektirati	Appfsny
ili	ili	Cc
izmijenjena	izmijeniti	Appfsny
,	,	Z
proizvodna	proizvodni	Agpfsny
’	’	Z
oprema	oprema	Ncfsn
za	za	Sa
,	,	Z
izradu	izrada	Ncfsa
’	’	Z
proizvoda	proizvod	Ncmpg
navedenih	navesti	Appmpgy
u	u	Sl
Zajedničkom	zajednički	Agpmsly
popisu	popis	Ncmsl
robe	roba	Ncfsg
vojne	vojni	Agpfsgy
namjene	namjena	Ncfsg
EU-a	EU	Npmsg
,	,	Z
kao	kao	Cs
i	i	Qo
za	za	Sa
nju	on	Pp3fsa
posebno	posebno	Rgp
konstruirane	konstruirati	Agpfpay
komponente	komponenta	Ncfpa
;	;	Z

b.	i	Agpnsgy
Postrojenja	postrojenje	Ncnsg
posebno	posebno	Rgp
konstruirana	konstruirati	Appfsny
za	za	Sa
testiranje	testiranje	Ncnsa
utjecaja	utjecaj	Ncmsg
okoliša	okoliš	Ncmsg
te	te	Cc
za	za	Sa
to	taj	Pd-nsa
posebno	posebno	Rgp
konstruirana	konstruirati	Agpfsny
oprema	oprema	Ncfsn
,	,	Z
za	za	Sa
certificiranje	certificiranje	Ncnsa
,	,	Z
kvalificiranje	kvalificiranje	Ncnsa
ili	ili	Cc
testiranje	testiranje	Ncnsa
proizvoda	proizvod	Ncmpg
navedenih	naveden	Agpmpgy
u	u	Sl
Zajedničkom	zajednički	Agpmsly
popisu	popis	Ncmsl
robe	roba	Ncfsg
vojne	vojni	Agpfsgy
namjene	namjena	Ncfsg
EU-a	EU	Npmsg
.	.	Z

Tehnička	tehnički	Agpfsny
napomena	napomena	Ncfsn

Za	za	Sa
potrebe	potreba	Ncfpa
ML18	ML18	Mdm
.	.	Z
,	,	Z
pojam	pojam	Ncmsn
,	,	Z
izrada	izrada	Ncfsn
’	’	Z
uključuje	uključivati	Vmr3s
kreiranje	kreiranje	Ncnsa
,	,	Z
ispitivanje	ispitivanje	Ncnsa
,	,	Z
proizvodnju	proizvodnja	Ncfsa
,	,	Z
testiranje	testiranje	Ncnsa
i	i	Cc
provjeru	provjera	Ncfsa
.	.	Z

Napomena	napomena	Ncfsn
ML18	ML18	X
.	.	Z
a.	a.	Y
i	i	Cc
ML18	ml1i	Agpnsny
.	.	Z
b.	ba	Ncfpn
uključuju	uključivati	Vmr3p
sljedeću	sljedeći	Agpfsay
opremu	oprema	Ncfsa
:	:	Z

a.	ai	Agpfsay
Opremu	oprema	Ncfsa
za	za	Sa
kontinuiranu	kontinuiran	Agpfsay
nitraciju	nitracija	Ncfsa
;	;	Z

b.	b.	Y
Pribor	pribor	Ncmsn
za	za	Sa
centrifugalno	centrifugalan	Agpnsay
testiranje	testiranje	Ncnsa
ili	ili	Cc
opremu	oprema	Ncfsa
koja	koji	Pi-fsn
ima	imati	Vmr3s
bilo	bilo	Qo
koju	koji	Pi-fsa
od	od	Sg
sljedećih	sljedeći	Agpfpgy
značajki	značajka	Ncfpg
:	:	Z

1.	1.	Mdo
Pokreće	Pokreće	Npfsn
je	biti	Var3s
motor	motor	Ncmsn
ili	ili	Cc
motori	motor	Ncmpn
ukupne	ukupan	Agpfsgy
vrednovane	vrednovati	Agpfsgy
konjske	konjski	Agpfsgy
snage	snaga	Ncfsg
veće	velik	Agcfpny
od	od	Sg
298	298	Mdc
kW	kW	Y
(	(	Z
400	400	Mdc
KS	KS	Y
)	)	Z
;	;	Z

2.	2.	Mdo
Nosivost	nosivost	Ncfsn
korisnog	koristan	Agpmsgy
tereta	teret	Ncmsg
od	od	Sg
113	113	Mdc
kg	kg	Ncmpg
ili	ili	Cc
više	mnogo	Rgc
;	;	Z
ili	ili	Cc

3.	3.	Mdo
Mogućnost	mogućnost	Ncfsn
centrifugalnog	centrifugalan	Agpnsgy
ubrzanja	ubrzanje	Ncnsg
od	od	Sg
8	8	Mdc
g	g	Y
ili	ili	Cc
više	mnogo	Rgc
kod	kod	Sg
nosivosti	nosivost	Ncfsg
od	od	Sg
91	91	Mdc
kg	kg	Ncmpg
ili	ili	Cc
više	mnogo	Rgc
;	;	Z

c.	c.	Y
Preše	preša	Ncfsg
za	za	Sa
dehidraciju	dehidracija	Ncfsa
;	;	Z

d.	di	Agpmpay
Ekstrudere	ekstruder	Ncmpa
posebno	posebno	Rgp
izrađene	izraditi	Appmpay
ili	ili	Cc
izmijenjene	izmijeniti	Agpfpny
za	za	Sa
izvlačenje	izvlačenje	Ncnsa
vojnog	vojni	Agpmsgy
eksploziva	eksploziv	Ncmsg
;	;	Z

e.	e.	Y
Rezače	Rezača	Npfsg
za	za	Sa
dimenzioniranje	dimenzioniranje	Ncnsa
izvučenih	izvući	Agpnpgy
eksplozivnih	eksplozivan	Agpnpgy
punjenja	punjenje	Ncnpg
;	;	Z

f.	fi	Agpmpay
Bubnjeve	bubanj	Ncmpa
za	za	Sa
miješanje	miješanje	Ncnsa
materijala	materijal	Ncmsg
promjera	promjer	Ncmsg
1,85	1,85	Mdc
m	m	Ncmpg
ili	ili	Cc
više	mnogo	Rgc
te	te	Cc
kapaciteta	kapacitet	Ncmsg
proizvodnje	proizvodnja	Ncfsg
preko	preko	Sg
227	227	Mdc
kg	k	Npmpg
;	;	Z

g.	gi	Agpmpay
Kontinuirane	kontinuiran	Agpmpay
miksere	mikser	Ncmpa
za	za	Sa
kruta	krut	Agpnpay
barutna	barutni	Agpnpay
punjenja	punjenje	Ncnpa
;	;	Z

h.	hi	Agpmpay
Fluidne	fluidan	Agpmpay
mlinove	mlin	Ncmpa
za	za	Sa
mljevenje	mljevenje	Ncnsa
i	i	Cc
usitnjavanje	usitnjavanje	Ncnsa
sastojaka	sastojak	Ncmpg
vojnih	vojni	Agpmpgy
eksploziva	eksploziv	Ncmpg
;	;	Z

i.	i.	Mro
Opremu	oprema	Ncfsa
za	za	Sa
postizanje	postizanje	Ncnsa
sferičnosti	sferičnost	Ncfsg
i	i	Cc
ujednačene	ujednačiti	Appfsgy
veličine	veličina	Ncfsg
čestica	čestica	Ncfsn
u	u	Sl
metalnom	metalan	Agpmsly
prahu	prah	Ncmsl
navedenima	naveden	Ncmpl
u	u	Sl
ML8	mla	Ncfsl
.	.	Z
c.	c.	Y
8.	8.	Mdo
;	;	Z

j.	ji	Agpmpay
Pretvarače	pretvarač	Ncmpa
konvekcijske	konvekcijski	Agpfsgy
struje	struja	Ncfsg
za	za	Sa
preradu	prerada	Ncfsa
materijala	materijal	Ncmpg
navedene	navesti	Appfpny
u	u	Sl
ML8	mla	Ncfsl
.	.	Z
c.	c.	Y
3.	3.	Mdo

ML19	ML19	Mdm
.	.	Z

Sustavi	sustav	Ncmpn
naoružanja	naoružanje	Ncnsg
usmjerene	usmjeriti	Agpfsgy
energije	energija	Ncfsg
(	(	Z
DEW	DEW	Npmsn
)	)	Z
,	,	Z
s	sa	Si
time	taj	Pd-nsi
povezana	povezan	Agpfsny
oprema	oprema	Ncfsn
ili	ili	Cc
oprema	oprema	Ncfsn
za	za	Sa

