III	III	Mrc
,	,	Z
odnosno	odnosno	Rgp
transakcije	transakcija	Ncfpn
se	sebe	Px--sa
agregiraju	agregirati	Vmr3p
ako	ako	Cs
su	biti	Var3p
sklopljene	sklopiti	Appfpny
po	po	Sl
tečajevima	tečaj	Ncmpl
s	sa	Sg
tečajne	tečajni	Agpfsgy
liste	lista	Ncfsg
izvještajne	izvještajni	Agpfsgy
institucije	institucija	Ncfsg
važeće	važeći	Agpfsgy
na	na	Sa
izvještajni	izvještajni	Agpmsayn
datum	datum	Ncmsan
.	.	Z

V.	V.	Pd-mpn
Minimalni	minimalan	Agpmpny
standardi	standard	Ncmpn
koje	koji	Pi-mpa
su	biti	Var3p
izvještajne	izvještajni	Agpfpny
institucije	institucija	Ncfpn
dužne	dužan	Agpfsgy
poštovati	poštovati	Vmn

7.	7.	Mdo
Minimalni	minimalan	Agpmpny
standardi	standard	Ncmpn
koji	koji	Pi-mpn
se	sebe	Px--sa
odnose	odnositi	Vmr3p
na	na	Sa
prijenos	prijenos	Ncmsan
podataka	podatak	Ncmpg
jesu	biti	Var3p
sljedeći	sljedeći	Agpmpny
:	:	Z

a	a	Cc
)	)	Z
podaci	podatak	Ncmpn
se	sebe	Px--sa
moraju	morati	Vmr3p
dostavljati	dostavljati	Vmn
pravodobno	pravodobno	Rgp
,	,	Z
tj.	tj.	Y
u	u	Sl
roku	rok	Ncmsl
koji	koji	Pi-msn
je	biti	Var3s
utvrdio	utvrditi	Vmp-sm
HNB	HNB	Npmsn
;	;	Z

b	b	Npmsn
)	)	Z
podaci	podatak	Ncmpn
moraju	morati	Vmr3p
biti	biti	Van
u	u	Sl
modalitetu	modalitet	Ncmsl
i	i	Cc
formatu	format	Ncmsl
koje	koji	Pi-nsn
je	biti	Var3s
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
tehničkim	tehnički	Agpmpiy
zahtjevima	zahtjev	Ncmpi
za	za	Sa
izvješćivanje	izvješćivanje	Ncnsa
utvrdio	utvrditi	Vmp-sm
HNB	HNB	Npmsn
;	;	Z

c	C	Npmsn
)	)	Z
potrebno	potreban	Agpnsny
je	biti	Var3s
odrediti	odrediti	Vmn
osobu	osoba	Ncfsa
(	(	Z
osobe	osoba	Ncfpn
)	)	Z
za	za	Sa
kontakt	kontakt	Ncmsan
unutar	unutar	Sg
izvještajne	izvještajni	Agpfsgy
institucije	institucija	Ncfsg
;	;	Z

d	d	Npmsn
)	)	Z
potrebno	potreban	Agpnsny
je	biti	Var3s
pridržavati	pridržavati	Vmn
se	sebe	Px--sa
tehničkih	tehnički	Agpfpgy
specifikacija	specifikacija	Ncfpg
za	za	Sa
prijenos	prijenos	Ncmsan
podataka	podatak	Ncmpg
HNB-u	HNB	Npmsd
.	.	Z

8.	8.	Mdo
Minimalni	minimalan	Agpmpny
standardi	standard	Ncmpn
koji	koji	Pi-mpn
se	sebe	Px--sa
odnose	odnositi	Vmr3p
na	na	Sa
točnost	točnost	Ncfsa
jesu	biti	Var3p
sljedeći	sljedeći	Agpmpny
:	:	Z

a	a	Cc
)	)	Z
dostavljene	dostaviti	Appfpny
informacije	informacija	Ncfpn
moraju	morati	Vmr3p
biti	biti	Van
točne	točan	Agpfpny
;	;	Z
treba	trebati	Vmr3s
poštovati	poštovati	Vmn
formalna	formalan	Agpfsny
i	i	Cc
logička	logički	Agpnpay
ograničenja	ograničenje	Ncnpa
,	,	Z
npr.	npr.	Y
sva	sav	Agpnpay
polja	polje	Ncnpa
moraju	morati	Vmr3p
sadržavati	sadržavati	Vmn
samo	samo	Rgp
propisane	propisati	Agpfpay
vrijednosti	vrijednost	Ncfpa
obilježja	obilježje	Ncnsg
,	,	Z
upisane	upisati	Appfpny
vrijednosti	vrijednost	Ncfpn
obilježja	obilježje	Ncnsg
moraju	morati	Vmr3p
biti	biti	Van
usklađene	uskladiti	Appfpny
s	sa	Si
propisanim	propisati	Agpfpiy
kontrolama	kontrola	Ncfpi
i	i	Cc
sl.	sl.	Y
;	;	Z

b	b	Qr
)	)	Z
izvještajne	izvještajni	Agpfpny
institucije	institucija	Ncfpn
moraju	morati	Vmr3p
omogućiti	omogućiti	Vmn
pružanje	pružanje	Ncnsa
informacija	informacija	Ncfpg
o	o	Sl
kretanjima	kretanje	Ncnpl
koja	koji	Pi-npn
se	sebe	Px--sa
odnose	odnositi	Vmr3p
na	na	Sa
iskazane	iskazati	Agpmpay
podatke	podatak	Ncmpa
;	;	Z

c	C	Npmsn
)	)	Z
podaci	podatak	Ncmpn
moraju	morati	Vmr3p
biti	biti	Van
potpuni	potpun	Agpmpny
;	;	Z
eventualne	eventualan	Agpfpny
praznine	praznina	Ncfpn
moraju	morati	Vmr3p
se	sebe	Px--sa
naznačiti	naznačiti	Vmn
,	,	Z
objasniti	objasniti	Vmn
HNB-u	HNB	Npmsd
te	te	Cc
,	,	Z
ako	ako	Cs
postoje	postojati	Vmr3p
,	,	Z
popuniti	popuniti	Vmn
što	što	Pi3n-n
je	biti	Var3s
prije	prije	Rgp
moguće	moguć	Agpnsny
;	;	Z

d	d	Qr
)	)	Z
izvještajne	izvještajni	Agpfpny
institucije	institucija	Ncfpn
moraju	morati	Vmr3p
se	sebe	Px--sa
pri	pri	Sl
iskazivanju	iskazivanje	Ncnsl
podataka	podatak	Ncmpg
pridržavati	pridržavati	Vmn
standarda	standard	Ncmpg
tehničkog	tehnički	Agpmsgy
prijenosa	prijenos	Ncmsg
podataka	podatak	Ncmpg
koje	koji	Pi-mpa
je	biti	Var3s
utvrdio	utvrditi	Vmp-sm
HNB	HNB	Npmsn
;	;	Z

e	e	I
)	)	Z
izvještajne	izvještajni	Agpfpny
institucije	institucija	Ncfpn
moraju	morati	Vmr3p
se	sebe	Px--sa
pridržavati	pridržavati	Vmn
pravila	pravilo	Ncnpa
o	o	Sl
zaokruživanju	zaokruživanje	Ncnsl
brojeva	broj	Ncmpg
koja	koji	Pi-fsn
je	biti	Var3s
utvrdio	utvrditi	Vmp-sm
HNB	HNB	Npmsn
.	.	Z

9.	9.	Mdo
Minimalni	minimalan	Agpmpny
standardi	standard	Ncmpn
koji	koji	Pi-mpn
se	sebe	Px--sa
odnose	odnositi	Vmr3p
na	na	Sa
konceptualnu	konceptualan	Agpfsay
usklađenost	usklađenost	Ncfsa
jesu	biti	Var3p
sljedeći	sljedeći	Agpmpny
:	:	Z

a	a	Cc
)	)	Z
dostavljeni	dostaviti	Appmpny
podaci	podatak	Ncmpn
,	,	Z
u	u	Sl
dijelu	dio	Ncmsl
kojim	koji	Pi-msi
se	sebe	Px--sa
opisuju	opisivati	Vmr3p
iznosi	iznositi	Vmr3s
i	i	Qo
tečajevi	tečaj	Ncmpn
,	,	Z
moraju	morati	Vmr3p
biti	biti	Van
usklađeni	uskladiti	Appmpny
s	sa	Si
definicijama	definicija	Ncfpi
i	i	Cc
klasifikacijama	klasifikacija	Ncfpi
iz	iz	Sg
ove	ovaj	Pd-fsg
Upute	uputa	Ncfsg
;	;	Z

b	b	Npmsn
)	)	Z
u	u	Sl
slučaju	slučaj	Ncmsl
odstupanja	odstupanje	Ncnsg
od	od	Sg
tih	taj	Pd-fpg
definicija	definicija	Ncfpg
i	i	Cc
klasifikacija	klasifikacija	Ncfpg
izvještajne	izvještajni	Agpfpny
institucije	institucija	Ncfpn
dužne	dužan	Agpfsgy
su	biti	Var3p
redovito	redovito	Rgp
pratiti	pratiti	Vmn
i	i	Cc
kvantificirati	kvantificirati	Vmn
razliku	razlika	Ncfsa
između	između	Sg
upotrijebljene	upotrijebiti	Agpfsgy
mjere	mjera	Ncfsg
i	i	Cc
mjere	mjera	Ncfpa
propisane	propisati	Ncfsg
ovom	ovaj	Pd-fsi
Uputom	uputa	Ncfsi
.	.	Z

10.	10.	Mdo

Minimalni	minimalan	Agpmpny
standardi	standard	Ncmpn
koji	koji	Pi-mpn
se	sebe	Px--sa
odnose	odnositi	Vmr3p
na	na	Sa
ispravke	ispravka	Ncfpa
dostavljenih	dostaviti	Appmpgy
podataka	podatak	Ncmpg
jesu	biti	Var3p
sljedeći	sljedeći	Agpmpny
:	:	Z

a	a	Cc
)	)	Z
izvještajne	izvještajni	Agpfpny
institucije	institucija	Ncfpn
moraju	morati	Vmr3p
se	sebe	Px--sa
pridržavati	pridržavati	Vmn
pravila	pravilo	Ncnpa
i	i	Cc
procedura	procedura	Ncfsn
ispravljanja	ispravljanje	Ncnsg
podataka	podatak	Ncmpg
koje	koji	Pi-mpa
je	biti	Var3s
utvrdio	utvrditi	Vmp-sm
HNB	HNB	Npmsn
;	;	Z

b	b	Npmsn
)	)	Z
ispravci	ispravak	Ncmpn
izvještajnih	izvještajni	Agpfpgy
institucija	institucija	Ncfpg
koji	koji	Pi-mpn
odstupaju	odstupati	Vmr3p
od	od	Sg
uobičajenih	uobičajen	Agpfpgy
razina	razina	Ncfpg
ispravaka	ispravka	Ncfpg
moraju	morati	Vmr3p
biti	biti	Van
popraćeni	popratiti	Appmpny
napomenama	napomena	Ncfpd
kojima	koji	Pi-fpd
se	sebe	Px--sa
objašnjavaju	objašnjavati	Vmr3p
ta	taj	Pd-npn
odstupanja	odstupanje	Ncnpn
.	.	Z

VI	VI	Mrc
.	.	Z

Izvještajni	izvještajni	Agpmsny
zahtjev	zahtjev	Ncmsn

11.	11.	Mdo

Po	po	Sl
svojoj	svoj	Px-fsl
koncepciji	koncepcija	Ncfsl
izvještajni	izvještajni	Agpmsny
zahtjev	zahtjev	Ncmsn
čini	činiti	Vmr3s
izvještajni	izvještajni	Agpmsayn
slog	slog	Ncmsan
.	.	Z

Konceptualno	konceptualan	Agpnsny
rješenje	rješenje	Ncnsn
izvještajnog	izvještajni	Agpmsgy
sloga	slog	Ncmsg
konkretiziraju	konkretizirati	Vmr3p
osnovni	osnovan	Agpmpny
podaci	podatak	Ncmpn
koji	koji	Pi-mpn
su	biti	Var3p
predmet	predmet	Ncmsn
izvješćivanja	izvješćivanje	Ncnsg
:	:	Z
iznosi	iznositi	Vmr3s
i	i	Qo
tečajevi	tečaj	Ncmpn
,	,	Z
koje	koji	Pi-nsn
je	biti	Var3s
potrebno	potreban	Agpnsny
jedinstveno	jedinstven	Agpnsny
opisati	opisati	Vmn
,	,	Z
a	a	Cc
čija	čiji	Pi-fsn
vrijednost	vrijednost	Ncfsn
ne	ne	Qz
može	moći	Vmr3s
biti	biti	Van
nula	nula	Ncfsn
.	.	Z

12.	12.	Mdo

Opis	opis	Ncmsn
svakog	svaki	Pi-msg
iznosa	iznos	Ncmsg
i	i	Cc
tečaja	tečaj	Ncmsg
sadržava	sadržavati	Vmr3s
dvije	dva	Mlcf-a
skupine	skupina	Ncfsg
obilježja	obilježje	Ncnsg
:	:	Z

a	a	Cc
)	)	Z
prva	prvi	Mlofsn
skupina	skupina	Ncfsn
obilježja	obilježje	Ncnsg
(	(	Z
skupina	skupina	Ncfsn
obilježja	obilježje	Ncnsg
A	a	Cc
)	)	Z
omogućuje	omogućivati	Vmr3s
identifikaciju	identifikacija	Ncfsa
izvještajnog	izvještajni	Agpmsgy
datuma	datum	Ncmsg
,	,	Z
izvještajne	izvještajni	Agpfpny
institucije	institucija	Ncfpn
i	i	Cc
protustranke	protustranka	Ncfsg
;	;	Z

b	b	Npmsn
)	)	Z
druga	drugi	Mlofsn
skupina	skupina	Ncfsn
obilježja	obilježje	Ncnsg
(	(	Z
skupina	skupina	Ncfsn
obilježja	obilježje	Ncnsg
B	b	Y
)	)	Z
omogućuje	omogućivati	Vmr3s
identifikaciju	identifikacija	Ncfsa
instrumenata	instrument	Ncmpg
i	i	Cc
njihovih	njihov	Ps3fpg
značajka	značajka	Ncfpg
.	.	Z

13.	13.	Mdo

Pri	pri	Sl
ispunjavanju	ispunjavanje	Ncnsl
obveza	obveza	Ncfpg
iz	iz	Sg
izvještajnog	izvještajni	Agpmsgy
zahtjeva	zahtjev	Ncmsg
potrebno	potreban	Agpnsny
je	biti	Var3s
voditi	voditi	Vmn
računa	račun	Ncmsg
o	o	Sl
pravilima	pravilo	Ncnpl
povezivanja	povezivanje	Ncnsg
izvješća	izvješće	Ncnsg
s	sa	Si
instrumentima	instrument	Ncmpi
i	i	Cc
njihovim	njihov	Agpnply
obilježjima	obilježje	Ncnpl
.	.	Z

Ta	taj	Pd-npn
pravila	pravilo	Ncnpn
obuhvaćena	obuhvatiti	Appnpny
su	biti	Var3p
cijelom	cijel	Agpfsiy
Uputom	uputa	Ncfsi
i	i	Cc
sažeta	sažet	Agpfsny
u	u	Sl
Prilogu	prilog	Ncmsl
1.	1.	Mdo
Upisivanje	upisivanje	Ncnsn
vrijednosti	vrijednost	Ncfsg
obilježja	obilježje	Ncnsg
.	.	Z

VII	vii	Mrc
.	.	Z

Skupina	skupina	Ncfsn
obilježja	obilježje	Ncnsg
A	a	Cc

14.	14.	Mdo

Skupinom	skupina	Sg
obilježja	obilježje	Ncnsg
A	a	Cc
identificiraju	identificirati	Vmr3p
se	sebe	Px--sa
izvještajni	izvještajni	Agpmsny
datum	datum	Ncmsn
,	,	Z
izvještajna	izvještajni	Agpfsny
institucija	institucija	Ncfsn
i	i	Cc
protustranka	protustranki	Agpfsny
.	.	Z

Obilježje	obilježje	Ncnsn
1.	1.	Mdo
Izvještajni	izvještajni	Agpmsny
datum	datum	Ncmsn

Ovo	ovaj	Pd-nsn
obilježje	obilježje	Ncnsn
omogućuje	omogućivati	Vmr3s
jedinstvenu	jedinstven	Agpfsay
identifikaciju	identifikacija	Ncfsa
izvještajnog	izvještajni	Agpmsgy
datuma	datum	Ncmsg
za	za	Sa
koji	koji	Pi-msan
se	sebe	Px--sa
dostavljaju	dostavljati	Vmr3p
podaci	podatak	Ncmpn
.	.	Z

Izvještajni	izvještajni	Agpmsny
datum	datum	Ncmsn
označuje	označivati	Vmr3s
datum	datum	Ncmsan
ugovaranja	ugovaranje	Ncnsg

