marginaliziranih	marginalizirati	Agpfpgy
te	te	Cc
aktivnog	aktivan	Agpnsgy
sudjelovanja	sudjelovanje	Ncnsg
i	i	Cc
poboljšanja	poboljšanje	Ncnsg
zapošljivosti	zapošljivost	Ncfsg
9.	9.	Mdo
i.	i.	Y
1	1	Mdc
Borba	borba	Ncfsn
protiv	protiv	Sg
siromaštva	siromaštvo	Ncnsg
i	i	Cc
socijalne	socijalan	Agpfsgy
isključenosti	isključenost	Ncfsg
kroz	kroz	Sa
promociju	promocija	Ncfsa
integracije	integracija	Ncfsg
na	na	Sa
tržište	tržište	Ncnsa
rada	rad	Ncmsg
i	i	Cc
socijalne	socijalan	Agpfsgy
integracije	integracija	Ncfsg
ranjivih	ranjiv	Agpfpgy
skupina	skupina	Ncfpg
,	,	Z
i	i	Cc
borba	borba	Ncfsn
protiv	protiv	Sg
svih	sav	Agpmpgy
oblika	oblik	Ncmpg
diskriminacije	diskriminacija	Ncfsg
Ministarstvo	ministarstvo	Ncnsn
socijalne	socijalan	Agpfsgy
politike	politika	Ncfsg
i	i	Cc
mladih	mlad	Agpmpgy
Ministarstvo	ministarstvo	Ncnsa
rada	rad	Ncmsg
i	i	Cc
mirovinskoga	mirovinski	Agpmsgy
sustava	sustav	Ncmsg
Ministarstvo	ministarstvo	Ncnsn
kulture	kultura	Ncfsg
Hrvatski	hrvatski	Agpmsny
zavod	zavod	Ncmsn
za	za	Sa
zapošljavanje	zapošljavanje	Ncnsa
Nacionalna	nacionalan	Agpfsny
zaklada	zaklada	Ncfsn
za	za	Sa
razvoj	razvoj	Ncmsan
civilnoga	civilan	Agpnsgy
društva	društvo	Ncnsg
9.	9.	Mdo
i.	i.	Y
2	2	Mdc
Jačanje	jačanje	Ncnsn
aktivnog	aktivan	Agpnsgy
uključivanja	uključivanje	Ncnsg
kroz	kroz	Sa
implementaciju	implementacija	Ncfsa
integriranih	integrirati	Appmpgy
projekata	projekat	Ncmpg
za	za	Sa
obnovu	obnova	Ncfsa
5	5	Mdc
nerazvijenih	nerazvijen	Agpnpgy
pilot	pilot	Agpnpgy
područja	područje	Ncnpg
.	.	Z

Ministarstvo	ministarstvo	Ncnsn
rada	rad	Ncmsg
i	i	Cc
mirovinskoga	mirovinski	Agpmsgy
sustava	sustav	Ncmsg
Hrvatski	hrvatski	Agpmsny
zavod	zavod	Ncmsn
za	za	Sa
zapošljavanje	zapošljavanje	Ncnsa
Poboljšanje	poboljšanje	Ncnsa
pristupa	pristup	Ncmsg
pristupačnim	pristupačan	Agpnsiy
,	,	Z
održivim	održiv	Agpmsiy
i	i	Cc
visokokvalitetnim	visokokvalitetan	Agpfply
uslugama	usluga	Ncfpl
,	,	Z
uključujući	uključivati	Rr
usluge	usluga	Ncfpa
zdravstvene	zdravstven	Agpfsgy
skrbi	skrb	Ncfsg
i	i	Cc
socijalne	socijalan	Agpfsgy
usluge	usluga	Ncfsg
od	od	Sg
općeg	opći	Agpmsgy
interesa	interes	Ncmsg
9.	9.	Mdo
iv	IV	Mrc
.	.	Z
1	1	Mdc
Održivo	održiv	Agpnsny
poboljšanje	poboljšanje	Ncnsn
pristupa	pristup	Ncmsg
zdravstvenoj	zdravstven	Agpfsly
skrbi	skrb	Ncfsl
u	u	Sl
nerazvijenim	nerazvijen	Agpnply
područjima	područje	Ncnpl
i	i	Cc
za	za	Sa
ranjive	ranjiv	Agpfpay
skupine	skupina	Ncfpa
te	te	Cc
promocija	promocija	Ncfsn
zdravlja	zdravlje	Ncnsg
Ministarstvo	ministarstvo	Ncnsn
zdravlja	zdravlje	Ncnsg
Hrvatski	hrvatski	Agpmsny
zavod	zavod	Ncmsn
za	za	Sa
zapošljavanje	zapošljavanje	Ncnsa
9.	9.	Mdo
iv	IV	Mrc
.	.	Z
2	i	Agpnsny
Poboljšanje	poboljšanje	Ncnsn
pristupa	pristupati	Vmr3s
visokokvalitetnim	visokokvalitetan	Agpfpiy
socijalnim	socijalan	Agpfpiy
uslugama	usluga	Ncfpi
,	,	Z
uključujući	uključivati	Rr
podršku	podrška	Ncfsa
procesu	proces	Ncmsl
deinstitucionalizacije	deinstitucionalizacija	Ncfsg
Ministarstvo	ministarstvo	Ncnsn
socijalne	socijalan	Agpfsgy
politike	politika	Ncfsg
i	i	Cc
mladih	mlad	Agpmpgy
Ministarstvo	ministarstvo	Ncnsn
turizma	turizam	Ncmsg
Hrvatski	hrvatski	Agpmsny
zavod	zavod	Ncmsn
za	za	Sa
zapošljavanje	zapošljavanje	Ncnsa
Promicanje	promicanje	Ncnsa
društvenog	društven	Agpnsgy
poduzetništva	poduzetništvo	Ncnsg
i	i	Cc
strukovne	strukovni	Agpfsgy
integracije	integracija	Ncfsg
u	u	Sl
društvenim	društven	Agpnply
poduzećima	poduzeće	Ncnpl
te	te	Cc
društvene	društven	Agpfsgy
ekonomije	ekonomija	Ncfsg
i	i	Cc
ekonomije	ekonomija	Ncfsg
solidarnosti	solidarnost	Ncfsg
radi	radi	Sg
olakšavanja	olakšavanje	Ncnsg
pristupa	pristup	Ncmsg
zapošljavanju	zapošljavanje	Ncnsd
9.	9.	Mdo
v.	v.	Y
1	1	Mdc
Povećanje	povećanje	Ncnsn
broja	broj	Ncmsg
i	i	Cc
održivosti	održivost	Ncfsg
društvenih	društven	Agpnpgy
poduzeća	poduzeće	Ncnpg
i	i	Cc
njihovih	njihov	Ps3mpg
zaposlenika	zaposlenik	Ncmpg
Ministarstvo	ministarstvo	Ncnsn
rada	rad	Ncmsg
i	i	Cc
mirovinskoga	mirovinski	Agpmsgy
sustava	sustav	Ncmsg
Ministarstvo	ministarstvo	Ncnsn
socijalne	socijalan	Agpfsgy
politike	politika	Ncfsg
i	i	Cc
mladih	mlad	Agpmpgy
Hrvatski	hrvatski	Agpmsny
zavod	zavod	Ncmsn
za	za	Sa
zapošljavanje	zapošljavanje	Ncnsa
Nacionalna	nacionalan	Agpfsny
zaklada	zaklada	Ncfsn
za	za	Sa
razvoj	razvoj	Ncmsan
civilnoga	civilan	Agpnsgy
društva	društvo	Ncnsg
3.	3.	Mdo
Obrazovanje	obrazovanje	Ncnsn
i	i	Cc
cjeloživotno	cjeloživotan	Agpnsay
učenje	učenje	Ncnsa
Poboljšanje	poboljšanje	Ncnsn
kvalitete	kvaliteta	Ncfsg
i	i	Cc
učinkovitosti	učinkovitost	Ncfsg
tercijarnog	tercijaran	Agpmsgy
i	i	Cc
ekvivalentnog	ekvivalentan	Agpnsgy
obrazovanja	obrazovanje	Ncnsg
te	te	Cc
pristupa	pristup	Ncmsg
njemu	on	Pp3msd
radi	radi	Sg
povećanja	povećanje	Ncnsg
sudjelovanja	sudjelovanje	Ncnsg
u	u	Sl
njemu	on	Pp3msl
i	i	Cc
njegova	njegov	Ps3nsg
stjecanja	stjecanje	Ncnsg
,	,	Z
posebno	poseban	Agpnsny
za	za	Sa
skupine	skupina	Ncfpa
u	u	Sl
nepovoljnom	nepovoljan	Agpmsly
položaju	položaj	Ncmsl
10.	10.	Mdo
ii	ii	Mro
.	.	Z
1	i	Agpnsny
Poboljšanje	poboljšanje	Ncnsn
kvalitete	kvaliteta	Ncfsg
,	,	Z
relevantnosti	relevantnost	Ncfsg
i	i	Cc
učinkovitosti	učinkovitost	Ncfsg
visokog	visok	Agpnsgy
obrazovanja	obrazovanje	Ncnsg
Ministarstvo	ministarstvo	Ncnsn
znanosti	znanost	Ncfsg
,	,	Z
obrazovanja	obrazovanje	Ncnsg
i	i	Cc
sporta	sport	Ncmsg
Agencija	agencija	Ncfsn
za	za	Sa
strukovno	strukovni	Agpnsay
obrazovanje	obrazovanje	Ncnsa
i	i	Cc
obrazovanje	obrazovanje	Ncnsa
odraslih	odrastao	Agpmpgy
10.	10.	Mdo
ii	ii	Ncfpg
.	.	Z
2	2	Mdc
Povećanje	povećanje	Ncnsn
stope	stopa	Ncfsg
stečenog	steći	Appnsgy
visokog	visok	Agpnsgy
obrazovanja	obrazovanje	Ncnsg
10.	10.	Mdo
ii	ii	Ncfsg
.	.	Z
3	i	Agpnsny
Poboljšanje	poboljšanje	Ncnsn
uvjeta	uvjet	Ncmpg
rada	rad	Ncmsg
za	za	Sa
hrvatske	hrvatski	Agpmpay
istraživače	istraživač	Ncmpa
Povećanje	povećanje	Ncnsa
jednakog	jednak	Agpmsgy
pristupa	pristup	Ncmsg
cjeloživotnom	cjeloživotan	Agpnsly
učenju	učenje	Ncnsl
za	za	Sa
sve	sav	Agpfpay
dobne	dobni	Agpfpay
skupine	skupina	Ncfpa
u	u	Sl
formalnom	formalan	Agpmsly
,	,	Z
neformalnom	neformalan	Agpmsly
i	i	Cc
informalnom	informalan	Agpnsly
okruženju	okruženje	Ncnsl
,	,	Z
unapređenje	unapređenje	Ncnsn
znanja	znanje	Ncnsg
,	,	Z
vještina	vještina	Ncfsn
i	i	Cc
kompetencija	kompetencija	Ncfsn
radne	radni	Agpfsgy
snage	snaga	Ncfsg
,	,	Z
promicanje	promicanje	Ncnsn
fleksibilnih	fleksibilan	Agpmpgy
načina	način	Ncmpg
učenja	učenje	Ncnsg
,	,	Z
između	između	Sg
ostalog	ostali	Agpmsgy
profesionalnim	profesionalan	Agpnsiy
savjetovanjem	savjetovanje	Ncnsi
i	i	Cc
potvrđivanjem	potvrđivanje	Ncnsi
stečenih	steći	Appfpgy
kompetencija	kompetencija	Ncfpg
10.	10.	Mdo
iii	III	Mrc
.	.	Z
1	i	Agpnsny
Omogućavanje	omogućavanje	Ncnsn
boljeg	dobar	Agcmsgy
pristupa	pristup	Ncmsg
obrazovanju	obrazovanje	Ncnsl
učenicima	učenik	Ncmpd
u	u	Sl
nepovoljnom	nepovoljan	Agpmsly
položaju	položaj	Ncmsl
u	u	Sl
pred-tercijarnom	pred-tercijaran	Agpnsly
obrazovanju	obrazovanje	Ncnsl
10.	10.	Mdo
iii	III	Mrc
.	.	Z
2	i	Agpnsny
Promicanje	promicanje	Ncnsn
pristupa	pristup	Ncmsg
cjeloživotnom	cjeloživotan	Agpnsly
učenju	učenje	Ncnsl
kroz	kroz	Sa
unaprjeđivanje	unaprjeđivanje	Ncnsa
ključnih	ključan	Agpfpgy
kompetencija	kompetencija	Ncfpg
studenata	student	Ncmpg
,	,	Z
te	te	Cc
primjenu	primjena	Ncfsa
informacijskih	informacijski	Agpmpgy
i	i	Cc
komunikacijskih	komunikacijski	Agpfpgy
tehnologija	tehnologija	Ncfpg
u	u	Sl
poučavanju	poučavanje	Ncnsl
i	i	Cc
učenju	učenje	Ncnsl
10.	10.	Mdo
iii	III	Mrc
.	.	Z
3	i	Agpnsny
Poboljšanje	poboljšanje	Ncnsn
obrazovnog	obrazovni	Agpmsgy
sustava	sustav	Ncmsg
za	za	Sa
odrasle	odrastao	Agpmpay
i	i	Cc
unapređenje	unapređenja	Ncfpa
vještina	vještina	Ncfpg
i	i	Cc
kompetencija	kompetencija	Ncfsn
odraslih	odrastao	Agpmpgy
polaznika	polaznik	Ncmpg
Poboljšanje	poboljšanje	Ncnsn
značaja	značaj	Ncmsg
obrazovnih	obrazovni	Agpmpgy
sustava	sustav	Ncmpg
i	i	Cc
sustava	sustav	Ncmsg
osposobljavanja	osposobljavanje	Ncnsg
za	za	Sa
tržište	tržište	Ncnsa
rada	rad	Ncmsg
,	,	Z
olakšavanje	olakšavanje	Ncnsn
prijelaza	prijelaz	Ncmsg
iz	iz	Sg

