vrijednosti	vrijednost	Ncfpa
plan	plan	Ncmsn
nabave	nabava	Ncfsg
40.	40.	Mdo

U	u	Sl
pripremi	priprema	Ncfsl
i	i	Cc
provedbi	provedba	Ncfsl
postupaka	postupak	Ncmpg
javne	javan	Agpfsgy
nabave	nabava	Ncfsg
najmanje	malo	Rgs
jedan	jedan	Mlcmsn
ovlašteni	ovlašten	Agpmsny
predstavnik	predstavnik	Ncmsn
imao	imati	Vmp-sm
je	biti	Var3s
važeći	važeći	Agpmsny
certifikat	certifikat	Ncmsn
u	u	Sl
području	područje	Ncnsl
javne	javan	Agpfsgy
nabave	nabava	Ncfsg
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
propisima	propis	Ncmpi
o	o	Sl
javnoj	javan	Agpfsly
nabavi	nabava	Ncfsl
.	.	Z
preslika	preslika	Ncfsn
odnosno	odnosno	Rgp
referenca	referenca	Ncfsn
potvrda	potvrda	Ncfpg
i	i	Cc
internih	interni	Agpfpgy
odluka	odluka	Ncfpg
o	o	Sl
imenovanju	imenovanje	Ncnsl
ovlaštenih	ovlašten	Agpmpgy
predstavnika	predstavnik	Ncmpg
naručitelja	naručitelj	Ncmpg
41.	41.	Mdo

U	u	Sl
pripremi	priprema	Ncfsl
tehničke	tehnički	Agpfsgy
specifikacije	specifikacija	Ncfsg
sudjelovale	sudjelovati	Vmp-pf
su	biti	Var3p
osobe	osoba	Ncfpn
različite	različit	Agpfpny
od	od	Sg
ovlaštenih	ovlašten	Agpmpgy
predstavnika	predstavnik	Ncmpg
naručitelja	naručitelj	Ncmpg
koje	koji	Pi-fpn
ocjenjuju	ocjenjivati	Vmr3p
ponude	ponuda	Ncfpn
imena	ime	Ncnsg
osoba	osoba	Ncfpg
koje	koji	Pi-fpn
su	biti	Var3p
sudjelovale	sudjelovati	Vmp-pf
u	u	Sl
pripremi	priprema	Ncfsl
tehničke	tehnički	Agpfsgy
dokumentacije	dokumentacija	Ncfsg
i	i	Cc
preslika	preslika	Ncfsn
odnosno	odnosno	Rgp
referenca	referenca	Ncfsn
internih	interni	Agpfpgy
odluka	odluka	Ncfpg
o	o	Sl
imenovanju	imenovanje	Ncnsl
ovlaštenih	ovlašten	Agpmpgy
predstavnika	predstavnik	Ncmpg
naručitelja	naručitelj	Ncmpg
42.	42.	Mdo

Ovlašteni	ovlašten	Agpmpny
predstavnici	predstavnik	Ncmpn
naručitelja	naručitelj	Ncmpg
koji	koji	Pi-mpn
daju	dati	Vmr3p
prijedlog	prijedlog	Ncmsan
za	za	Sa
odluku	odluka	Ncfsa
o	o	Sl
odabiru	odabir	Ncmsl
bili	biti	Vap-pm
su	biti	Var3p
različiti	različit	Agpmpny
od	od	Sg
osoba	osoba	Ncfpg
koje	koji	Pi-fpn
prate	pratiti	Vmr3p
provedbu	provedba	Ncfsa
ugovora	ugovor	Ncmsg
preslika	preslikati	Vmr3s
odnosno	odnosno	Rgp
referenca	referenca	Ncfsn
internih	interni	Agpfpgy
odluka	odluka	Ncfpg
o	o	Sl
imenovanju	imenovanje	Ncnsl
ovlaštenih	ovlašten	Agpmpgy
predstavnika	predstavnik	Ncmpg
naručitelja	naručitelj	Ncmpg
i	i	Cc
imena	ime	Ncnsg
osoba	osoba	Ncfpg
koje	koji	Pi-fpn
prate	pratiti	Vmr3p
provedbu	provedba	Ncfsa
ugovora	ugovor	Ncmsg
43.	43.	Mdo

Naručitelj	naručitelj	Ncmsn
vodi	voditi	Vmr3s
registar	registar	Ncmsan
ugovora	ugovor	Ncmsg
o	o	Sl
javnoj	javan	Agpfsly
nabavi	nabava	Ncfsl
i	i	Cc
okvirnih	okviran	Agpmpgy
sporazuma	sporazum	Ncmpg
koji	koji	Pi-msn
sadrži	sadržati	Vmr3s
podatke	podatak	Ncmpa
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
propisima	propis	Ncmpi
o	o	Sl
javnoj	javan	Agpfsly
nabavi	nabava	Ncfsl
adresa	adresa	Ncfpg
internetskih	internetski	Agpfpgy
stranicama	stranica	Ncfpg
gdje	gdje	Cs
je	biti	Var3s
objavljen	objaviti	Appmsnn
registar	registar	Ncmsn
ugovora	ugovor	Ncmsg
o	o	Sl
javnoj	javan	Agpfsly
nabavi	nabava	Ncfsl
i	i	Cc
okvirnih	okviran	Agpmpgy
sporazuma	sporazum	Ncmpg
44.	44.	Mdo

Sva	sav	Agpfsny
dokumentacija	dokumentacija	Ncfsn
o	o	Sl
svakom	svaki	Pi-msl
postupku	postupak	Ncmsl
javne	javan	Agpfsgy
nabave	nabava	Ncfsg
čuva	čuvati	Vmr3s
se	sebe	Px--sa
najmanje	malo	Rgs
četiri	četiri	Mlc
godine	godina	Ncfsg
od	od	Sg
završetka	završetak	Ncmsg
postupka	postupak	Ncmsg
javne	javan	Agpfsgy
nabave	nabava	Ncfsg
preslika	preslikati	Vmr3s
odnosno	odnosno	Rgp
referenca	referenca	Ncfsn
ovitka	ovitak	Ncmsg
predmeta	predmet	Ncmsg
45.	45.	Mdo

Ugovori	ugovoriti	Vmr3s
o	o	Sl
nabavi	nabava	Ncfsl
javnih	javan	Agpfpgy
usluga	usluga	Ncfpg
iz	iz	Sg
Dodatka	dodatak	Ncmsg
II	ii	Mrc
.	.	Z

B	b	Cc
sklopljeni	sklopiti	Appmpny
su	biti	Var3p
na	na	Sl
temelju	temelj	Ncmsl
odredaba	odredba	Ncfpg
Zakona	zakon	Ncmsg
o	o	Sl
javnoj	javan	Agpfsly
nabavi	nabava	Ncfsl
preslike	preslika	Ncfsg
odnosno	odnosno	Rgp
reference	referenca	Ncfsg
dokumentacije	dokumentacija	Ncfsg
o	o	Sl
nabavi	nabava	Ncfsl
i	i	Cc
sklopljenih	sklopiti	Agpmpgy
ugovora	ugovor	Ncmpg
46.	46.	Mdo

Do	do	Sg
31.	31.	Mdo
ožujka	ožujak	Ncmsg
tijelu	tijelo	Ncnsl
nadležnom	nadležan	Agpfsiy
za	za	Sa
sustav	sustav	Ncmsan
javne	javan	Agpfsgy
nabave	nabava	Ncfsg
dostavljeno	dostaviti	Appnsny
je	biti	Var3s
izvješće	izvješće	Ncnsn
o	o	Sl
javnoj	javan	Agpfsly
nabavi	nabava	Ncfsl
za	za	Sa
prethodnu	prethodan	Agpfsay
godinu	godina	Ncfsa
koje	koji	Pi-nsn
sadrži	sadržati	Vmr3s
podatke	podatak	Ncmpa
sukladno	sukladno	Rgp
Zakonu	zakon	Ncmsd
o	o	Sl
javnoj	javan	Agpfsly
nabavi	nabava	Ncfsl
preslika	preslikati	Vmr3s
odnosno	odnosno	Rgp
referenca	referenca	Ncfsn
izvješća	izvješće	Ncnsg
47.	47.	Mdo

Donesen	donijeti	Appmsnn
je	biti	Var3s
akt	akt	Ncmsn
kojim	koji	Pi-msi
su	biti	Var3p
uređena	urediti	Appnpny
pitanja	pitanje	Ncnpn
nabave	nabava	Ncfsg
za	za	Sa
nabavu	nabava	Ncfsa
robe	roba	Ncfsg
i	i	Cc
usluga	usluga	Ncfpg
odnosno	odnosno	Rgp
za	za	Sa
nabavu	nabava	Ncfsa
radova	rad	Ncmpg
na	na	Sa
koje	koji	Pi-mpa
se	sebe	Px--sa
ne	ne	Qz
primjenjuje	primjenjivati	Vmr3s
Zakon	zakon	Ncmsn
o	o	Sl
javnoj	javan	Agpfsly
nabavi	nabava	Ncfsl
preslika	preslikati	Vmr3s
odnosno	odnosno	Rgp
referenca	referenca	Ncfsn
akta	akt	Ncmsg

5	5	Mdc
Za	za	Sa
svaki	svaki	Pi-msan
negativan	negativan	Agpmsann
odgovor	odgovor	Ncmsan
evidentirati	evidentirati	Vmn
slabost	slabost	Ncfsa
,	,	Z
odnosno	odnosno	Rgp
nepravilnost	nepravilnost	Ncfsa
u	u	Sl
Planu	plan	Ncmsl
otklanjanja	otklanjanje	Ncnsg
slabosti	slabost	Ncfsg
i	i	Cc
nepravilnosti	nepravilnost	Ncfsg

6	6	Mdc
Za	za	Sa
svaki	svaki	Pi-msan
djelomično	djelomično	Rgp
potvrdan	potvrdan	Agpmsann
odgovor	odgovor	Ncmsan
evidentirati	evidentirati	Vmn
slabost	slabost	Ncfsa
,	,	Z
odnosno	odnosno	Rgp
nepravilnost	nepravilnost	Ncfsa
u	u	Sl
Planu	plan	Ncmsl
otklanjanja	otklanjanje	Ncnsg
slabosti	slabost	Ncfsg
i	i	Cc
nepravilnosti	nepravilnost	Ncfsg

Napomena	napomena	Ncfsn
:	:	Z

Sva	sav	Agpnpny
pitanja	pitanje	Ncnpn
u	u	Sl
Upitniku	Upitnik	Npmsl
moraju	morati	Vmr3p
biti	biti	Van
odgovorena	odgovoriti	Appnpny
upisivanjem	upisivanje	Ncnsi
oznake	oznaka	Ncfsg
»	»	Z
X	x	Mrc
«	«	Z
u	u	Sa
odgovarajući	odgovarajući	Agpmsayn
stupac	stupac	Ncmsan
.	.	Z

Ako	ako	Cs
pitanje	pitanje	Ncnsn
nije	biti	Var3s
primjenjivo	primjenjiv	Agpnsny
na	na	Sa
obveznika	obveznik	Ncmsay
oznaka	oznaka	Ncfpg
»	»	Z
X	X	X
«	«	Z
stavlja	stavljati	Vmr3s
se	sebe	Px--sa
u	u	Sa
stupac	stupac	Ncmsan
N	N	Xf
/	/	Z
P.	P.	Y

Ako	ako	Cs
je	biti	Var3s
provođenje	provođenje	Ncnsn
postupaka	postupak	Ncmpg
javne	javan	Agpfsgy
nabave	nabava	Ncfsg
objedinjeno	objediniti	Appnsny
na	na	Sl
razini	razina	Ncfsl
osnivača	osnivač	Ncmpg
,	,	Z
obveznik	obveznik	Ncmsn
odgovara	odgovarati	Vmr3s
»	»	Z
NIJE	biti	Var3s
PRIMJENJIVO	primjenjiv	Agpnsny
–	–	Z
N	N	X
/	/	Z
P	P	Y
«	«	Z
.	.	Z

Ako	ako	Cs
se	sebe	Px--sa
u	u	Sl
različitim	različit	Agpnply
pitanjima	pitanje	Ncnpl
traži	tražiti	Vmr3s
isti	isti	Agpmsayn
dokaz	dokaz	Ncmsan
,	,	Z
potrebno	potreban	Agpnsny
ga	on	Pp3msa
je	biti	Var3s
priložiti	priložiti	Vmn
samo	samo	Rgp
jednom	jednom	Rgp
.	.	Z

Redni	redni	Agpmsny
broj	broj	Ncmsn
Pitanje	pitanje	Ncnsn

