lučka	lučki	Agpfsny
ustanova	ustanova	Ncfsn
,	,	Z
trgovačko	trgovački	Agpnsny
društvo	društvo	Ncnsn
ili	ili	Cc
specijalistička	specijalistički	Agpfsny
ordinacija	ordinacija	Ncfsn
medicine	medicina	Ncfsg
rada	rad	Ncmsg
za	za	Sa
obavljanje	obavljanje	Ncnsa
zdravstvenih	zdravstven	Agpmpgy
pregleda	pregled	Ncmpg
članova	član	Ncmpg
posade	posada	Ncfsg
plovila	plovilo	Ncnsg
unutarnje	unutarnji	Agpfsgy
plovidbe	plovidba	Ncfsg
,	,	Z
obvezna	obvezan	Agpfsny
je	biti	Var3s
trajno	trajno	Rgp
čuvati	čuvati	Vmn
.	.	Z

Ako	ako	Cs
je	biti	Var3s
zdravstvenoj	zdravstven	Agpfsly
ustanovi	ustanova	Ncfsl
,	,	Z
trgovačkom	trgovački	Agpnsly
društvu	društvo	Ncnsl
ili	ili	Cc
specijalističkoj	specijalistički	Agpfsly
ordinaciji	ordinacija	Ncfsl
medicine	medicina	Ncfsg
rada	rad	Ncmsg
za	za	Sa
obavljanje	obavljanje	Ncnsa
zdravstvenih	zdravstven	Agpmpgy
pregleda	pregled	Ncmpg
članova	član	Ncmpg
posade	posada	Ncfsg
plovila	plovilo	Ncnsg
unutarnje	unutarnji	Agpfsgy
plovidbe	plovidba	Ncfsg
na	na	Sl
temelju	temelj	Ncmsl
članka	članak	Ncmsg
2.	2.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
oduzeto	oduzeti	Agpnsny
ovlaštenje	ovlaštenje	Ncnsn
za	za	Sa
obavljanje	obavljanje	Ncnsa
zdravstvenih	zdravstven	Agpmpgy
pregleda	pregled	Ncmpg
članova	član	Ncmpg
posade	posada	Ncfsg
plovila	plovilo	Ncnsg
unutarnje	unutarnji	Agpfsgy
plovidbe	plovidba	Ncfsg
,	,	Z
ista	isti	Agpfsny
je	biti	Var3s
obvezna	obvezan	Agpfsny
svu	sav	Agpfsay
medicinsku	medicinski	Agpfsay
dokumentaciju	dokumentacija	Ncfsa
o	o	Sl
obavljenim	obaviti	Agpmply
pregledima	pregled	Ncmpl
dostaviti	dostaviti	Vmn
Hrvatskom	hrvatski	Agpmsdy
zavodu	zavod	Ncmsd
za	za	Sa
zaštitu	zaštita	Ncfsa
zdravlja	zdravlje	Ncnsg
i	i	Cc
sigurnost	sigurnost	Ncfsa
na	na	Sl
radu	rad	Ncmsl
koji	koji	Pi-msn
je	biti	Var3s
obvezan	obvezati	Appmsnn
trajno	trajno	Rgp
čuvati	čuvati	Vmn
,	,	Z
odnosno	odnosno	Rgp
predati	predati	Vmn
zdravstvenoj	zdravstven	Agpfsly
ustanovi	ustanova	Ncfsl
,	,	Z
trgovačkom	trgovački	Agpnsly
društvu	društvo	Ncnsl
ili	ili	Cc
specijalističkoj	specijalistički	Agpfsly
ordinaciji	ordinacija	Ncfsl
medicine	medicina	Ncfsg
rada	rad	Ncmsg
za	za	Sa
obavljanje	obavljanje	Ncnsa
zdravstvenih	zdravstven	Agpmpgy
pregleda	pregled	Ncmpg
članova	član	Ncmpg
posade	posada	Ncfsg
plovila	plovilo	Ncnsg
unutarnje	unutarnji	Agpfsgy
plovidbe	plovidba	Ncfsg
koja	koji	Pi-fsn
će	htjeti	Var3s
preuzeti	preuzeti	Vmn
poslove	posao	Ncmpa
.	.	Z

Članak	članak	Ncmsn
28.	28.	Mdo

Ovlaštena	ovlastiti	Appfsny
zdravstvena	zdravstven	Agpfsny
ustanova	ustanova	Ncfsn
,	,	Z
trgovačko	trgovački	Agpnsny
društvo	društvo	Ncnsn
ili	ili	Cc
specijalistička	specijalistički	Agpfsny
ordinacija	ordinacija	Ncfsn
medicine	medicina	Ncfsg
rada	rad	Ncmsg
za	za	Sa
obavljanje	obavljanje	Ncnsa
zdravstvenih	zdravstven	Agpmpgy
pregleda	pregled	Ncmpg
članova	član	Ncmpg
posade	posada	Ncfsg
plovila	plovilo	Ncnsg
unutarnje	unutarnji	Agpfsgy
plovidbe	plovidba	Ncfsg
obvezna	obvezan	Agpfsny
je	biti	Var3s
jednom	jednom	Rgp
mjesečno	mjesečno	Rgp
dostaviti	dostaviti	Vmn
podatke	podatak	Ncmpa
o	o	Sl
obavljenim	obaviti	Agpmply
zdravstvenim	zdravstven	Agpmply
pregledima	pregled	Ncmpl
članova	član	Ncmpg
posade	posada	Ncfsg
plovila	plovilo	Ncnsg
unutarnje	unutarnji	Agpfsgy
plovidbe	plovidba	Ncfsg
Hrvatskom	Hrvatska	Npfsi
zavodu	zavod	Ncmsl
za	za	Sa
zaštitu	zaštita	Ncfsa
zdravlja	zdravlje	Ncnsg
i	i	Cc
sigurnost	sigurnost	Ncfsa
na	na	Sl
radu	rad	Ncmsl
na	na	Sa
način	način	Ncmsan
kako	kako	Cs
to	taj	Pd-nsa
odredi	odrediti	Vmr3s
Hrvatski	hrvatski	Agpmsny
zavod	zavod	Ncmsn
za	za	Sa
zaštitu	zaštita	Ncfsa
zdravlja	zdravlje	Ncnsg
i	i	Cc
sigurnost	sigurnost	Ncfsa
na	na	Sl
radu	rad	Ncmsl
.	.	Z

Članak	članak	Ncmsn
29.	29.	Mdo

Na	na	Sa
ocjenu	ocjena	Ncfsa
zdravstvene	zdravstven	Agpfsgy
sposobnosti	sposobnost	Ncfsg
iz	iz	Sg
članka	članak	Ncmsg
24.	24.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
može	moći	Vmr3s
se	sebe	Px--sa
uložiti	uložiti	Vmn
pisani	pisan	Agpmsayn
prigovor	prigovor	Ncmsan
Hrvatskom	hrvatski	Agpmsdy
zavodu	zavod	Ncmsd
za	za	Sa
zaštitu	zaštita	Ncfsa
zdravlja	zdravlje	Ncnsg
i	i	Cc
sigurnost	sigurnost	Ncfsa
na	na	Sl
radu	rad	Ncmsl
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
15	15	Mdc
dana	dan	Ncmpg
od	od	Sg
dana	dan	Ncmsg
uručenja	uručenje	Ncnsg
svjedodžbe	svjedodžba	Ncfsg
o	o	Sl
zdravstvenoj	zdravstven	Agpfsly
sposobnosti	sposobnost	Ncfsl
.	.	Z

Zahtjev	zahtjev	Ncmsn
za	za	Si
ponovnom	ponovan	Agpfsiy
ocjenom	ocjena	Ncfsi
zdravstvene	zdravstven	Agpfsgy
sposobnosti	sposobnost	Ncfsg
može	moći	Vmr3s
podnijeti	podnijeti	Vmn
pregledana	pregledan	Agpfsny
osoba	osoba	Ncfsn
,	,	Z
pravna	pravni	Agpfsny
osoba	osoba	Ncfsn
koja	koji	Pi-fsn
je	biti	Var3s
pregledanoga	pregledan	Agpmsgy
uputila	uputiti	Vmp-sf
na	na	Sa
pregled	pregled	Ncmsan
ili	ili	Cc
kod	kod	Sg
koje	koji	Pi-fsg
je	biti	Var3s
pregledani	pregledan	Agpmsny
zaposlen	zaposliti	Appmsnn
,	,	Z
Ministarstvo	ministarstvo	Ncnsn
i	i	Cc
ministarstvo	ministarstvo	Ncnsa
nadležno	nadležan	Agpnsny
za	za	Sa
unutarnju	unutarnji	Agpfsay
plovidbu	plovidba	Ncfsa
.	.	Z

Ponovnu	ponovan	Agpfsay
ocjenu	ocjena	Ncfsa
zdravstvene	zdravstven	Agpfsgy
sposobnosti	sposobnost	Ncfsg
daje	davati	Vmr3s
Drugostupanjsko	drugostupanjski	Agpnsny
zdravstveno	zdravstven	Agpnsay
povjerenstvo	povjerenstvo	Ncnsa
pri	pri	Sl
Hrvatskom	hrvatski	Agpmsly
zavodu	zavod	Ncmsl
za	za	Sa
zaštitu	zaštita	Ncfsa
zdravlja	zdravlje	Ncnsg
i	i	Cc
sigurnost	sigurnost	Ncfsa
na	na	Sl
radu	rad	Ncmsl
.	.	Z

Drugostupanjsko	drugostupanjski	Agpnsny
zdravstveno	zdravstven	Agpnsny
povjerenstvo	povjerenstvo	Ncnsn
sastoji	sastojati	Vmr3s
se	sebe	Px--sa
od	od	Sg
predsjednika	predsjednik	Ncmsg
i	i	Cc
dva	dva	Mlc
člana	član	Ncmsg
koje	koji	Pi-mpa
za	za	Sa
svaki	svaki	Pi-msan
pojedinačni	pojedinačan	Agpmsayn
slučaj	slučaj	Ncmsan
imenuje	imenovati	Vmr3s
ravnatelj	ravnatelj	Ncmsn
Hrvatskog	hrvatski	Agpmsgy

