kod	kod	Sg
vremenu	vrijeme	Ncnsl
i	i	Cc
mjestu	mjesto	Ncnsl
preuzimanja	preuzimanje	Ncnsg
,	,	Z
odnosno	odnosno	Rgp
povratka	povratak	Ncmsg
djeteta	dijete	Ncnsg
,	,	Z
kao	kao	Cs
i	i	Cc
eventualnu	eventualan	Agpfsay
nazočnost	nazočnost	Ncfsa
drugoga	drugi	Mlomsg
roditelja	roditelj	Ncmsg
ili	ili	Cc
treće	treći	Mlofsg
osobe	osoba	Ncfsg
,	,	Z
te	te	Cc
podjelu	podjela	Ncfsa
troškova	trošak	Ncmpg
u	u	Sl
vezi	veza	Ncfsl
s	sa	Si
ostvarivanjem	ostvarivanje	Ncnsi
osobnih	osoban	Agpmpgy
odnosa	odnos	Ncmpg
s	sa	Si
djetetom	dijete	Ncnsi
,	,	Z
ako	ako	Cs
je	biti	Var3s
to	taj	Pd-nsn
s	sa	Si
obzirom	obzir	Ncmsi
na	na	Sl
okolnosti	okolnost	Ncfsl
slučaja	slučaj	Ncmsg
potrebno	potreban	Agpnsny
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Na	na	Sa
sporazum	sporazum	Ncmsan
o	o	Sl
ostvarivanju	ostvarivanje	Ncnsl
osobnih	osoban	Agpmpgy
odnosa	odnos	Ncmpg
s	sa	Si
djetetom	dijete	Ncnsi
na	na	Sa
odgovarajući	odgovarajući	Agpmsayn
način	način	Ncmsan
se	sebe	Px--sa
primjenjuje	primjenjivati	Vmr3s
članak	članak	Ncmsn
107.	107.	Mdo
stavci	stavak	Ncmpn
1.	1.	Mdo
i	i	Cc
2.	2.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
.	.	Z

Ograničenje	ograničenje	Ncnsn
ili	ili	Cc
zabrana	zabrana	Ncfsn
ostvarivanja	ostvarivanje	Ncnsg
osobnih	osoban	Agpmpgy
odnosa	odnos	Ncmpg
s	sa	Si
djetetom	dijete	Ncnsi

Članak	članak	Ncmsn
123.	123.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Sud	sud	Ncmsn
može	moći	Vmr3s
u	u	Sl
odluci	odluka	Ncfsl
iz	iz	Sg
članka	članak	Ncmsg
413.	413.	Mdo
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
ili	ili	Cc
u	u	Sl
izvanparničnom	izvanparnični	Agpmsly
postupku	postupak	Ncmsl
pokrenutom	pokrenuti	Appnsly
na	na	Sa
prijedlog	prijedlog	Ncmsan
djeteta	dijete	Ncnsg
,	,	Z
roditelja	roditelj	Ncmpg
,	,	Z
ili	ili	Cc
centra	centar	Ncmsg
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
iznimno	iznimno	Rgp
ograničiti	ograničiti	Vmn
ili	ili	Cc
zabraniti	zabraniti	Vmn
pravo	pravo	Ncnsa
na	na	Sa
ostvarivanje	ostvarivanje	Ncnsa
osobnih	osoban	Agpmpgy
odnosa	odnos	Ncmpg
s	sa	Si
djetetom	dijete	Ncnsi
ako	ako	Cs
bi	biti	Vaa3s
to	taj	Pd-nsn
bilo	biti	Vap-sn
nužno	nužan	Agpnsny
radi	radi	Sg
zaštite	zaštita	Ncfsg
dobrobiti	dobrobit	Ncfsg
djeteta	dijete	Ncnsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Kad	kad	Cs
donosi	donositi	Vmr3s
odluku	odluka	Ncfsa
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
,	,	Z
sud	sud	Ncmsn
je	biti	Var3s
dužan	dužan	Agpmsnn
:	:	Z

1.	1.	Mdo
ispitati	ispitati	Vmn
postoji	postojati	Vmr3s
li	li	Qq
mogućnost	mogućnost	Ncfsn
poduzimanja	poduzimanje	Ncnsg
blažih	blag	Agcfpgy
mjera	mjera	Ncfpg
zaštite	zaštita	Ncfsg
dobrobiti	dobrobit	Ncfsg
djeteta	dijete	Ncnsg

2.	2.	Mdo
voditi	voditi	Vmn
računa	račun	Ncmsg
da	da	Cs
ograničenje	ograničenje	Ncnsn
ili	ili	Cc
zabrana	zabrana	Ncfsn
budu	biti	Var3p
razmjerni	razmjeran	Agpmpny
potrebi	potreba	Cs
da	da	Cs
se	sebe	Px--sa
zaštiti	zaštititi	Vmr3s
dobrobit	dobrobit	Ncfsn
djeteta	dijete	Ncnsg
i	i	Cc

3.	3.	Mdo
obrazložiti	obrazložiti	Vmn
nužnost	nužnost	Ncfsa
ograničenja	ograničenje	Ncnsg
ili	ili	Cc
zabrane	zabrana	Ncfsg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Odlukom	odluka	Ncfsi
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
ostvarivanje	ostvarivanje	Ncnsa
osobnih	osoban	Agpmpgy
odnosa	odnos	Ncmpg
s	sa	Si
djetetom	dijete	Ncnsi
može	moći	Vmr3s
se	sebe	Px--sa
ograničiti	ograničiti	Vmn
ili	ili	Cc
zabraniti	zabraniti	Vmn
na	na	Sa
određeno	određen	Agpnsay
ili	ili	Cc
na	na	Sa
neodređeno	neodređen	Agpnsay
vrijeme	vrijeme	Ncnsa
.	.	Z

Ostvarivanje	ostvarivanje	Ncnsn
osobnih	osoban	Agpmpgy
odnosa	odnos	Ncmpg
s	sa	Si
djetetom	dijete	Ncnsi
pod	pod	Si
nadzorom	nadzor	Ncmsi

Članak	članak	Ncmsn
124.	124.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Sud	sud	Ncmsn
može	moći	Vmr3s
u	u	Sl
odluci	odluka	Ncfsl
iz	iz	Sg
članka	članak	Ncmsg
413.	413.	Mdo
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
ili	ili	Cc
u	u	Sl
izvanparničnom	izvanparnični	Agpmsly
postupku	postupak	Ncmsl
pokrenutom	pokrenuti	Appnsly
na	na	Sa
prijedlog	prijedlog	Ncmsan
djeteta	dijete	Ncnsg
,	,	Z
roditelja	roditelj	Ncmpg
,	,	Z
ili	ili	Cc
centra	centar	Ncmsg
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
odrediti	odrediti	Vmn
da	da	Cs
se	sebe	Px--sa
osobni	osoban	Agpmpny
odnosi	odnos	Ncmpn
djeteta	dijete	Ncnsg
s	sa	Si
roditeljem	roditelj	Ncmsi
ostvaruju	ostvarivati	Vmr3p
pod	pod	Si
nadzorom	nadzor	Ncmsi
stručne	stručan	Agpfsgy
osobe	osoba	Ncfsg
koju	koji	Pi-fsa
imenuje	imenovati	Vmr3s
centar	centar	Ncmsan
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
U	u	Sl
odluci	odluka	Ncfsl
kojom	koji	Pi-fsi
određuje	određivati	Vmr3s
mjeru	mjera	Ncfsa
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
sud	sud	Ncmsn
određuje	određivati	Vmr3s
vrijeme	vrijeme	Ncnsa
te	te	Cc
mjesto	mjesto	Ncnsa
ostvarivanja	ostvarivanje	Ncnsg
osobnih	osoban	Agpmpgy
odnosa	odnos	Ncmpg
djeteta	dijete	Ncnsg
s	sa	Si
roditeljem	roditelj	Ncmsi
koje	koji	Pi-fsg
mora	morati	Vmr3s
biti	biti	Van
prikladno	prikladan	Agpnsny
za	za	Sa
dijete	dijete	Ncnsa
,	,	Z
a	a	Cc
može	moći	Vmr3s
se	sebe	Px--sa
odrediti	odrediti	Vmn
i	i	Cc
nazočnost	nazočnost	Ncfsn
drugog	drugi	Mlomsg
roditelja	roditelj	Ncmsg
ili	ili	Cc
djetetu	dijete	Ncnsl
bliske	blizak	Agpfsgy
osobe	osoba	Ncfsg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Mjera	mjera	Ncfsn
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
može	moći	Vmr3s
se	sebe	Px--sa
odrediti	odrediti	Vmn
samo	samo	Rgp
privremeno	privremeno	Rgp
,	,	Z
u	u	Sl
trajanju	trajanje	Ncnsl
do	do	Sg
šest	šest	Mlc
mjeseci	mjesec	Ncmpg
računajući	računati	Rr
od	od	Sg
dana	dan	Ncmpg
kada	kada	Cs
centar	centar	Ncmsn
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
imenuje	imenovati	Vmr3s
osobu	osoba	Ncfsa
koja	koji	Pi-fsn
će	htjeti	Var3s
obavljati	obavljati	Vmn
nadzor	nadzor	Ncmsan
nad	nad	Si
ostvarivanjem	ostvarivanje	Ncnsi
osobnih	osoban	Agpmpgy
odnosa	odnos	Ncmpg
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
U	u	Sl
iznimno	iznimno	Rgp
opravdanim	opravdati	Agpfply
okolnostima	okolnost	Ncfpl
mjera	mjera	Ncfpg
nadzora	nadzor	Ncmsg
nad	nad	Si
ostvarivanjem	ostvarivanje	Ncnsi
osobnih	osoban	Agpmpgy
odnosa	odnos	Ncmpg
djeteta	dijete	Ncnsg
s	sa	Si
roditeljem	roditelj	Ncmsi
iz	iz	Sg
stavka	stavak	Ncmsg
3.	3.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
može	moći	Vmr3s
se	sebe	Px--sa
produžiti	produžiti	Vmn
za	za	Sa
idućih	idući	Agpmpgy
šest	šest	Mlc
mjeseci	mjesec	Ncmpg
.	.	Z

(	(	Z
5	5	Mdc
)	)	Z
Na	na	Sl
temelju	temelj	Ncmsl
pravomoćne	pravomoćan	Agpfsgy
odluke	odluka	Ncfsg
suda	sud	Ncmsg
o	o	Sl
ostvarivanju	ostvarivanje	Ncnsl
osobnih	osoban	Agpmpgy
odnosa	odnos	Ncmpg
djeteta	dijete	Ncnsg
pod	pod	Si
nadzorom	nadzor	Ncmsi
centar	centar	Ncmsan
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
rješenjem	rješenje	Ncnsi
će	htjeti	Var3s
imenovati	imenovati	Vmn
stručnu	stručan	Agpfsay
osobu	osoba	Ncfsa
(	(	Z
voditelja	voditelj	Ncmsg
nadzora	nadzor	Ncmsg
)	)	Z
pod	pod	Si
čijim	čiji	Pi-msi
će	htjeti	Var3s
se	sebe	Px--sa
nadzorom	nadzor	Ncmsi
ostvarivati	ostvarivati	Vmn
osobni	osoban	Agpmpny
odnosi	odnos	Ncmpn
djeteta	dijete	Ncnsg
s	sa	Si
roditeljem	roditelj	Ncmsi
.	.	Z

(	(	Z
6	6	Mdc
)	)	Z
Centar	centar	Ncmsn
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
će	htjeti	Var3s
rješenjem	rješenje	Ncnsi
razriješiti	razriješiti	Vmn
voditelja	voditelj	Ncmpg
nadzora	nadzor	Ncmsg
ako	ako	Cs
neuredno	neuredno	Rgp
ispunjava	ispunjavati	Vmr3s
svoje	svoj	Px-fpa
obveze	obveza	Ncfpa
te	te	Cc
imenovati	imenovati	Vmn
novog	nov	Agpmsayy
voditelja	voditelj	Ncmsay
nadzora	nadzor	Ncmsg
.	.	Z

(	(	Z
7	7	Mdc
)	)	Z
Protiv	protiv	Sg
rješenja	rješenje	Ncnsg
iz	iz	Sg
stavaka	stavak	Ncmpg
5.	5.	Mdo
i	i	Cc
6.	6.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
može	moći	Vmr3s
se	sebe	Px--sa
izjaviti	izjaviti	Vmn
žalba	žalba	Ncfsn
ministarstvu	ministarstvo	Ncnsd
nadležnom	nadležan	Agpfsiy
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
.	.	Z

Žalba	žalba	Ncfsn
ne	ne	Qz
odgađa	odgađati	Vmr3s
izvršenje	izvršenje	Ncnsa
rješenja	rješenje	Ncnsg
.	.	Z

(	(	Z
8	8	Mdc
)	)	Z
Stručna	stručan	Agpfsny
osoba	osoba	Ncfsn
koja	koji	Pi-fsn
obavlja	obavljati	Vmr3s
nadzor	nadzor	Ncmsan
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
ima	imati	Vmr3s
pravo	pravo	Ncnsa
na	na	Sa
naknadu	naknada	Ncfsa
za	za	Sa
obavljanje	obavljanje	Ncnsa
nadzora	nadzor	Ncmsg
kao	kao	Cs
i	i	Qo
na	na	Sa
naknadu	naknada	Ncfsa
opravdanih	opravdati	Agpmpgy
troškova	trošak	Ncmpg
prijevoza	prijevoz	Ncmpg
koji	koji	Pi-mpn
nastanu	nastati	Vmr3p
u	u	Sl
provođenju	provođenje	Ncnsl
nadzora	nadzor	Ncmsg
.	.	Z

Dužnosti	dužnost	Ncfpn

