provedbe	provedba	Ncfpa
–	–	Z
Hrvatski	hrvatski	Agpmsny
Crveni	crven	Agpmsny
križ	križ	Ncmsn
i	i	Cc
Hrvatski	hrvatski	Agpmsny
Caritas	caritas	Ncmsn

–	–	Agpmpny
centri	centar	Ncmpn
i	i	Cc
ustanove	ustanova	Ncfsg
socijalne	socijalan	Agpfsgy
skrbi	skrb	Ncfsg

–	–	Z
ustanove	ustanova	Ncfsg
za	za	Sa
predškolski	predškolski	Agpmsayn
odgoj	odgoj	Ncmsan
i	i	Cc
srednjoškolsko	srednjoškolski	Agpnsay
obrazovanje	obrazovanje	Ncnsa

–	–	Z
ustanove	ustanova	Ncfsg
za	za	Sa
osnovnoškolsko	osnovnoškolski	Agpnsay
obrazovanje	obrazovanje	Ncnsa
koje	koji	Pi-nsn
ne	ne	Qz
sudjeluju	sudjelovati	Vmr3p
u	u	Sl
Shemi	shema	Ncfsl
školskog	školski	Agpnsgy
voća	voće	Ncnsg
i	i	Cc
povrća	povrće	Ncnsg

–	–	Sg
bolničke	bolnički	Agpfsgy
ustanove	ustanova	Ncfsg

–	i	Agpfpny
kaznene	kazneni	Agpfpny
institucije	institucija	Ncfpn
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Popis	popis	Ncmsn
primatelja	primatelj	Ncmpg
proizvoda	proizvod	Ncmpg
povučenih	povući	Appmpgy
s	sa	Sg
tržišta	tržište	Ncnsg
nalazi	nalaziti	Vmr3s
se	sebe	Px--sa
na	na	Sl
službenim	služben	Agpfply
stranicama	stranica	Ncfpl
Ministarstva	ministarstvo	Ncnsg
(	(	Z
www.mps.hr	www.mps.hr	X
)	)	Z
i	i	Cc
Agencije	agencija	Ncfpn
za	za	Sa
plaćanja	plaćanje	Ncnpa
(	(	Z
www.apprrr.hr	www.apprrr.hr	X
)	)	Z
.	.	Z

Potpora	potpora	Ncfsn
za	za	Sa
povlačenja	povlačenje	Ncnpa
s	sa	Sg
tržišta	tržište	Ncnsg

Članak	članak	Ncmsn
8.	8.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Potpora	potpora	Ncfsn
se	sebe	Px--sa
dodjeljuje	dodjeljivati	Vmr3s
proizvođačima	proizvođač	Ncmpd
jabuka	jabuka	Ncfpg
i	i	Cc
mandarina	mandarina	Ncfsn
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
člankom	članak	Ncmsi
4.	4.	Mdo
i	i	Cc
5.	5.	Mdo
Delegirane	delegiran	Agpfpny
Uredbe	uredba	Ncfpn
Komisije	komisija	Ncfsg
(	(	Z
EU	EU	Npmsn
)	)	Z
br.	br.	Y
1031/2014	1031/2014	Mdc
za	za	Sa
postupak	postupak	Ncmsan
povlačenja	povlačenje	Ncnsg
s	sa	Sg
tržišta	tržište	Ncnsg
za	za	Sa
slobodnu	slobodan	Agpfsay
distribuciju	distribucija	Ncfsa
iz	iz	Sg
članka	članak	Ncmsg
34.	34.	Mdo
stavka	stavak	Ncmsg
4.	4.	Mdo
Uredbe	uredba	Ncfsg
(	(	Z
EU	EU	Npmsn
)	)	Z
br.	br.	Y
1308/2013	1308/2013	Mdc
Europskog	europski	Agpmsgy
parlamenta	parlament	Ncmsg
i	i	Cc
Vijeća	vijeće	Ncnsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Maksimalni	maksimalan	Agpmpny
iznosi	iznos	Ncmpn
financijske	financijski	Agpfsgy
pomoći	pomoć	Ncfsg
za	za	Sa
postupak	postupak	Ncmsan
povlačenja	povlačenje	Ncnsg
s	sa	Sg
tržišta	tržište	Ncnsg
,	,	Z
troškove	trošak	Ncmpa
transporta	transport	Ncmsg
i	i	Cc
troškove	trošak	Ncmpa
sortiranja	sortiranje	Ncnsg
i	i	Cc
pakiranja	pakiranje	Ncnsg
propisani	propisati	Appmpny
su	biti	Var3p
u	u	Sl
Prilogu	Prilog	Npmsl
II	ii	Ncfsl
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Financijska	financijski	Agpfsny
pomoć	pomoć	Ncfsn
za	za	Sa
povlačenje	povlačenje	Ncnsa
s	sa	Sg
tržišta	tržište	Ncnsg
jabuka	jabuka	Ncfpg
i	i	Cc
mandarina	mandarina	Ncfsn
iz	iz	Sg
članka	članak	Ncmsg
3.	3.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
raspoloživa	raspoloživ	Agpfsny
je	biti	Var3s
u	u	Sl
razdoblju	razdoblje	Ncnsl
iz	iz	Sg
članka	članak	Ncmsg
4.	4.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Proizvođači	proizvođač	Ncmpn
mogu	moći	Vmr3p
sklopiti	sklopiti	Vmn
ugovor	ugovor	Ncmsan
s	sa	Si
pravnom	pravni	Agpfsiy
osobom	osoba	Ncfsi
koja	koji	Pi-fsn
će	htjeti	Var3s
obaviti	obaviti	Vmn
sortiranje	sortiranje	Ncnsa
i	i	Cc
pakiranje	pakiranje	Ncnsa
i	i	Cc
/	/	Z
ili	ili	Cc
transport	transport	Ncmsan
cjelokupnih	cjelokupan	Agpfpgy
količina	količina	Ncfpg
jabuka	jabuka	Ncfpg
i	i	Cc
mandarina	mandarina	Ncfpg
povučenih	povući	Appmpgy
s	sa	Sg
tržišta	tržište	Ncnsg
.	.	Z

Prethodna	prethodan	Agpfsny
obavijest	obavijest	Ncfsn
o	o	Sl
postupcima	postupak	Ncmpl
povlačenja	povlačenje	Ncnsg
s	sa	Sg
tržišta	tržište	Ncnsg

Članak	članak	Ncmsn
9.	9.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Proizvođač	proizvođač	Ncmsn
proizvoda	proizvod	Ncmsg
iz	iz	Sg
članka	članak	Ncmsg
3.	3.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
obavijestit	obavijestiti	Vmn
će	htjeti	Var3p
Agenciju	agencija	Ncfsa
za	za	Sa
plaćanja	plaćanje	Ncnpa
o	o	Sl
planiranom	planiran	Agpmsly
postupku	postupak	Ncmsl
povlačenja	povlačenje	Ncnsg
s	sa	Sg
tržišta	tržište	Ncnsg
koji	koji	Pi-msn
namjerava	namjeravati	Vmr3s
poduzeti	poduzeti	Appmpny
pisanom	pisan	Agpfsiy
telekomunikacijskom	telekomunikacijski	Agpfsiy
ili	ili	Cc
elektroničkom	elektronički	Agpfsiy
obavijesti	obavijestiti	Vmr3s
na	na	Sa
e-mail	e-mail	Ncmsan
adresu	adresa	Ncfsa
:	:	Z
intervencije.voce@apprrr.hr	intervencije.voce@apprrr.hr	X
na	na	Sl
obrascu	obrazac	Ncmsl
objavljenom	objavljen	Agpmsly
na	na	Sl
stranicama	stranica	Ncfpl
Ministarstva	ministarstvo	Ncnsg
(	(	Z
www.mps.hr	www.mps.hr	X
)	)	Z
i	i	Cc
Agencije	agencija	Ncfpn
za	za	Sa
plaćanja	plaćanje	Ncnpa
(	(	Z
www.apprrr.hr	www.apprrr.hr	X
)	)	Z
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Obavijest	obavijest	Ncfsn
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
propisana	propisati	Appfsny
je	biti	Var3s
u	u	Sl
Prilogu	Prilog	Npmsl
III	III	Ncfsl
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
,	,	Z
a	a	Cc
podnosi	podnositi	Vmr3s
ju	on	Pp3fsa
nositelj	nositelj	Ncmsn
obiteljskog	obiteljski	Agpnsgy
poljoprivrednog	poljoprivredni	Agpnsgy
gospodarstva	gospodarstvo	Ncnsg
ili	ili	Cc
odgovorna	odgovoran	Agpfsny
osoba	osoba	Ncfsn
u	u	Sl
fizičkoj	fizički	Agpfsly
ili	ili	Cc
pravnoj	pravni	Agpfsly
osobi	osoba	Ncfsl
iz	iz	Sg
članka	članak	Ncmsg
2.	2.	Mdo
točke	točka	Ncfsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Proizvođačka	proizvođački	Agpfsny
organizacija	organizacija	Ncfsn
dužna	dužan	Agpfsny
je	biti	Var3s
uz	uz	Sa
obavijest	obavijest	Ncfsa
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
dostaviti	dostaviti	Vmn
i	i	Cc
rješenje	rješenje	Ncnsa
o	o	Sl
priznavanju	priznavanje	Ncnsl
,	,	Z
popis	popis	Ncmsn
članova	član	Ncmpg
proizvođačke	proizvođački	Agpfsgy
organizacije	organizacija	Ncfsg
i	i	Cc
ugovore	ugovor	Ncmpa
sa	sa	Si
proizvođačima	proizvođač	Ncmpi
koji	koji	Pi-mpn

