pravne	pravni	Agpfsgy
trgovačkih	trgovački	Agpnpgy
društava	društvo	Ncnpg
koji	koji	Pi-mpn
čine	činiti	Vmr3p
državnu	državni	Agpfsay
imovinu	imovina	Ncfsa
u	u	Sl
vlasništvu	vlasništvo	Ncnsl
Republike	republika	Ncfsg
Hrvatske	Hrvatska	Npfsg
te	te	Cc
u	u	Sl
pogledu	pogled	Ncmsl
trgovačkih	trgovački	Agpnpgy
društava	društvo	Ncnpg
koja	koji	Pi-npn
se	sebe	Px--sa
pretežno	pretežno	Rgp
bave	baviti	Vmr3p
djelatnostima	djelatnost	Ncfpi
iz	iz	Sg
područja	područje	Ncnsg
propisane	propisati	Agpfsgy
nadležnosti	nadležnost	Ncfsg
ovoga	ovaj	Pd-nsg
Ministarstva	ministarstvo	Ncnsg
.	.	Z
«	«	Z
.	.	Z

Članak	članak	Ncmsn
10.	10.	Mdo

U	u	Sl
članku	članak	Ncmsl
12.	12.	Mdo
stavak	stavak	Ncmsn
2.	2.	Mdo
briše	brisati	Vmr3s
se	sebe	Px--sa
.	.	Z

Dosadašnji	dosadašnji	Agpmsny
stavak	stavak	Ncmsn
3.	3.	Mdo
postaje	postajati	Vmr3s
stavak	stavak	Ncmsan
2.	2.	Mdo

Dosadašnji	dosadašnji	Agpmsny
stavak	stavak	Ncmsn
4.	4.	Mdo
,	,	Z
koji	koji	Pi-msn
postaje	postajati	Vmr3s
stavak	stavak	Ncmsan
3.	3.	Mdo
,	,	Z
mijenja	mijenjati	Vmr3s
se	sebe	Px--sa
i	i	Cc
glasi	glasiti	Vmr3s
:	:	Z

»	i	Agpnsny
Ministarstvo	ministarstvo	Ncnsn
sudjeluje	sudjelovati	Vmr3s
s	sa	Si
ministarstvom	ministarstvo	Ncnsi
nadležnim	nadležan	Agpmsiy
za	za	Sa
upravljanje	upravljanje	Ncnsa
državnom	državni	Agpfsiy
imovinom	imovina	Ncfsi
u	u	Sl
poslovima	posao	Ncmpl
upravljanja	upravljanje	Ncnsg
i	i	Cc
raspolaganja	raspolaganje	Ncnsg
dionicama	dionica	Ncfpl
i	i	Cc
poslovnim	poslovan	Agpmply
udjelima	udjel	Ncmpl
trgovačkih	trgovački	Agpnpgy
društava	društvo	Ncnpg
koji	koji	Pi-mpn
čine	činiti	Vmr3p
državnu	državni	Agpfsay
imovinu	imovina	Ncfsa
u	u	Sl
vlasništvu	vlasništvo	Ncnsl
Republike	republika	Ncfsg
Hrvatske	Hrvatska	Npfsg
te	te	Cc
u	u	Sl
pogledu	pogled	Ncmsl
trgovačkih	trgovački	Agpnpgy
društava	društvo	Ncnpg
koja	koji	Pi-npn
se	sebe	Px--sa
pretežno	pretežno	Rgp
bave	baviti	Vmr3p
djelatnostima	djelatnost	Ncfpi
iz	iz	Sg
područja	područje	Ncnsg
propisane	propisati	Agpfsgy
nadležnosti	nadležnost	Ncfsg
ovoga	ovaj	Pd-nsg
Ministarstva	ministarstvo	Ncnsg
.	.	Z
«	«	Z
.	.	Z

Dosadašnji	dosadašnji	Agpmpny
stavci	stavak	Ncmpn
5.	5.	Mdo
i	i	Cc
6.	6.	Mdo
postaju	postati	Vmr3p
stavci	stavak	Ncmpn
4.	4.	Mdo
i	i	Cc
5.	5.	Mdo

Članak	članak	Ncmsn
11.	11.	Mdo

U	u	Sl
članku	članak	Ncmsl
13.	13.	Mdo
stavku	stavak	Ncmsl
2.	2.	Mdo
briše	brisati	Vmr3s
se	sebe	Px--sa
riječ	riječ	Ncfsn
:	:	Z
»	»	Z
savjetovanja	savjetovanje	Ncnsg
«	«	Z
,	,	Z
a	a	Cc
iza	iza	Sg
riječi	riječ	Ncfsg
:	:	Z
»	»	Z
osobama	osoba	Ncfpl
s	sa	Si
invaliditetom	invaliditet	Ncmsi
«	«	Z
,	,	Z
»	»	Z
osobe	osoba	Ncfpa
s	sa	Si
invaliditetom	invaliditet	Ncmsi
«	«	Z
i	i	Cc
»	»	Z
osoba	osoba	Ncfsn
s	sa	Si
invaliditetom	invaliditet	Ncmsi
«	«	Z
dodaju	dodati	Vmr3p
se	sebe	Px--sa
riječi	riječ	Ncfpn
:	:	Z
»	»	Z
djeca	dijete	Ncnpn
s	sa	Si
teškoćama	teškoća	Ncfpi
u	u	Sl
razvoju	razvoj	Ncmsl
«	«	Z
u	u	Sl
odgovarajućem	odgovarajući	Agpmsly
padežu	padež	Ncmsl
.	.	Z

Stavak	stavak	Ncmsn
4.	4.	Mdo
mijenja	mijenjati	Vmr3s
se	sebe	Px--sa
i	i	Cc
glasi	glasiti	Vmr3s
:	:	Z

»	i	Agpnsny
Ministarstvo	ministarstvo	Ncnsn
obavlja	obavljati	Vmr3s
upravne	upravan	Agpfsgy
i	i	Cc
stručne	stručan	Agpmpay
poslove	posao	Ncmpa
koji	koji	Pi-mpn
se	sebe	Px--sa
odnose	odnositi	Vmr3p
na	na	Sa
:	:	Z
skrb	skrb	Ncfsn
o	o	Sl
osobama	osoba	Ncfpl
i	i	Cc
obiteljima	obitelj	Ncfpl
koje	koji	Pi-fpn
nemaju	nemati	Vmr3p
dovoljno	dovoljno	Rgp
sredstava	sredstvo	Ncnpg
za	za	Sa
podmirenje	podmirenje	Ncnsa
osnovnih	osnovan	Agpfpgy
životnih	životan	Agpfpgy
potreba	potreba	Ncfpg
ili	ili	Cc
im	oni	Pp3-pd
je	biti	Var3s
pomoć	pomoć	Ncfsn
potrebna	potreban	Agpfsny
radi	radi	Sg
otklanjanja	otklanjanje	Ncnsg
uzroka	uzrok	Ncmsg
socijalne	socijalan	Agpfsgy
ugroženosti	ugroženost	Ncfsg
;	;	Z
utvrđivanje	utvrđivanje	Ncnsn
mreže	mreža	Ncfsg
ustanova	ustanova	Ncfsn
socijalne	socijalan	Agpfsgy
skrbi	skrb	Ncfsg
i	i	Cc
mreže	mreža	Ncfsg
djelatnosti	djelatnost	Ncfpg
te	te	Cc
usklađivanje	usklađivanje	Ncnsn
njihova	njihov	Ps3msg
rada	rad	Ncmsg
i	i	Cc
pružanje	pružanje	Ncnsa
stručne	stručan	Agpfsgy
pomoći	pomoć	Ncfsg
;	;	Z
provođenje	provođenje	Ncnsa
upravnog	upravan	Agpmsgy
,	,	Z
inspekcijskog	inspekcijski	Agpnsgy
i	i	Cc
stručnog	stručan	Agpmsgy
nadzora	nadzor	Ncmsg
nad	nad	Si
radom	rad	Ncmsi
ustanova	ustanova	Ncfpg
socijalne	socijalan	Agpfsgy
skrbi	skrb	Ncfsg
,	,	Z
jedinicama	jedinica	Ncfpl
lokalne	lokalan	Agpfsgy
samouprave	samouprava	Ncfsg
,	,	Z
uredima	ured	Ncmpi
državne	državni	Agpfsgy
uprave	uprava	Ncfsg
,	,	Z
komorama	komora	Ncfpl
,	,	Z
stalnim	stalan	Agpnsiy
prikupljanjem	prikupljanje	Ncnsi
humanitarne	humanitaran	Agpfsgy
pomoći	pomoć	Ncfsg
,	,	Z
humanitarnim	humanitaran	Agpfply
akcijama	akcija	Ncfpl
,	,	Z
drugim	drugi	Mlompd
pravnim	pravni	Agpmpdy
i	i	Cc
fizičkim	fizički	Agpfply
osobama	osoba	Ncfpl
koji	koji	Pi-mpn
pružaju	pružati	Vmr3p
socijalne	socijalan	Agpfpay
usluge	usluga	Ncfpa
i	i	Cc
nad	nad	Si
obavljanjem	obavljanje	Ncnsi
djelatnosti	djelatnost	Ncfsg
dadilje	dadilja	Ncfsg
;	;	Z
odlučivanje	odlučivanje	Ncnsn
o	o	Sl
osnivanju	osnivanje	Ncnsl
,	,	Z
prestanku	prestanak	Ncmsl
i	i	Cc
statusnim	statusni	Agpfply
promjenama	promjena	Ncfpl
ustanova	ustanova	Ncfpg
socijalne	socijalan	Agpfsgy
skrbi	skrb	Ncfsg
;	;	Z
diseminiranje	diseminiranje	Ncnsn
i	i	Cc
analiziranje	analiziranje	Ncnsa
podataka	podatak	Ncmpg
o	o	Sl
korisnicima	korisnik	Ncmpl
u	u	Sl
sustavu	sustav	Ncmsl
socijalne	socijalan	Agpfsgy
skrbi	skrb	Ncfsg
te	te	Cc
izradu	izrada	Ncfsa

