programa	program	Ncmsg
knjiga	knjiga	Ncfsn
dnevne	dnevni	Agpfsgy
evidencije	evidencija	Ncfsg
,	,	Z

5.	5.	Mdo
evidencija	evidencija	Ncfsn
smještaja	smještaj	Ncmsg
djece	dijete	Ncnpg
bez	bez	Sg
pratnje	pratnja	Ncfsg
–	–	Z
stranih	stran	Agpmpgy
državljana	državljanin	Ncmpg
u	u	Sl
Republici	republika	Ncfsl
Hrvatskoj	Hrvatska	Npfsl
,	,	Z

6.	6.	Mdo
evidencija	evidencija	Ncfsn
zaprimljenih	zaprimiti	Agpmpgy
zahtjeva	zahtjev	Ncmpg
.	.	Z

Članak	članak	Ncmsn
21.	21.	Mdo

Matična	matičan	Agpfsny
knjiga	knjiga	Ncfsn
korisnika	korisnik	Ncmpg
vodi	voditi	Vmr3s
se	sebe	Px--sa
za	za	Sa
sve	sav	Agpmpay
korisnike	korisnik	Ncmpa
usluga	usluga	Ncfpg
iz	iz	Sg
članka	članak	Ncmsg
19.	19.	Mdo
točke	točka	Ncfsg
1.	1.	Mdo
–	–	Z
7.	7.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
koje	koji	Pi-mpa
pružatelj	pružatelj	Ncmsn
usluga	usluga	Ncfpg
pruža	pružati	Vmr3s
u	u	Sl
okviru	okvir	Ncmsl
svoje	svoj	Px-fsg
djelatnosti	djelatnost	Ncfsg
te	te	Cc
sadrži	sadržati	Vmr3s
:	:	Z

1.	1.	Mdo
opće	opći	Agpmpay
podatke	podatak	Ncmpa
o	o	Sl
pružatelju	pružatelj	Ncmsl
usluga	usluga	Ncfpg
i	i	Cc
matičnoj	matičan	Agpfsly
knjizi	knjiga	Ncfsl
(	(	Z
naziv	naziv	Ncmsn
županije	županija	Ncfsg
,	,	Z
općine	općina	Ncfsg
/	/	Z
grada	grad	Ncmsg
,	,	Z
naziv	naziv	Ncmsn
i	i	Cc
sjedište	sjedište	Ncnsa
pružatelja	pružatelj	Ncmpg
usluge	usluga	Ncfsg
i	i	Cc
podružnice	podružnica	Ncfpa
pružatelja	pružatelj	Ncmpg
usluge	usluga	Ncfsg
,	,	Z
redni	redni	Agpmsny
broj	broj	Ncmsn
matične	matičan	Agpfsgy
knjige	knjiga	Ncfsg
,	,	Z
naznaku	naznaka	Ncfsa
i	i	Cc
podatak	podatak	Ncmsan
o	o	Sl
matičnim	matičan	Agpmply
brojevima	broj	Ncmpl
i	i	Cc
razdoblju	razdoblje	Ncnsl
koje	koji	Pi-mpa
knjiga	knjiga	Ncfpg
obuhvaća	obuhvaćati	Vmr3s
,	,	Z
te	te	Cc
osobno	osoban	Agpnsay
ime	ime	Ncnsa
i	i	Cc
potpis	potpis	Ncmsn
ravnatelja	ravnatelj	Ncmsg
u	u	Sa
vrijeme	vrijeme	Ncnsa
početka	početak	Ncmsg
vođenja	vođenje	Ncnsg
knjige	knjiga	Ncfsg
i	i	Cc
u	u	Sa
vrijeme	vrijeme	Ncnsa
završetka	završetak	Ncmsg
vođenja	vođenje	Ncnsg
knjige	knjiga	Ncfsg
)	)	Z
,	,	Z

2.	2.	Mdo
redni	redni	Agpmsayn
broj	broj	Ncmsan
u	u	Sl
matičnoj	matičan	Agpfsly
knjizi	knjiga	Ncfsl
,	,	Z

3.	3.	Mdo
osobno	osoban	Agpnsay
ime	ime	Ncnsa
,	,	Z
ime	ime	Ncnsa
oca	oac	Ncmsg
/	/	Z
majke	majka	Ncfsg
,	,	Z
osobni	osoban	Agpmsny
identifikacijski	identifikacijski	Agpmsny
broj	broj	Ncmsn
(	(	Z
OIB	OIB	Npmsn
)	)	Z
,	,	Z

4.	4.	Mdo
datum	datum	Ncmsan
i	i	Cc
mjesto	mjesto	Ncnsa
rođenja	rođenje	Ncnsg
,	,	Z

5.	5.	Mdo
prebivalište	prebivalište	Ncnsa
/	/	Z
boravište	boravište	Ncnsn
,	,	Z

6.	6.	Mdo
državljanstvo	državljanstvo	Ncnsa
/	/	Z
država	država	Ncfsn
podrijetla	podrijetlo	Ncnsg
djece	dijete	Ncnpg
bez	bez	Sg
pratnje	pratnja	Ncfsg
–	–	Z
stranih	stran	Agpmpgy
državljana	državljanin	Ncmpg
u	u	Sl
Republici	republika	Ncfsl
Hrvatskoj	Hrvatska	Npfsl
,	,	Z

7.	7.	Mdo
vrsta	vrsta	Ncfsn
socijalne	socijalan	Agpfsgy
usluge	usluga	Ncfsg
,	,	Z

8.	8.	Mdo
pravni	pravni	Agpmsny
temelj	temelj	Ncmsn
priznavanja	priznavanje	Ncnsg
prava	pravo	Ncnsg
na	na	Sa
uslugu	usluga	Ncfsa
(	(	Z
Zakon	zakon	Ncmsan
o	o	Sl
socijalnoj	socijalan	Agpfsly
skrbi	skrb	Ncfsl
,	,	Z
Obiteljski	obiteljski	Agpmsny
zakon	zakon	Ncmsn
,	,	Z
Zakon	zakon	Ncmsn
o	o	Sl
sudovima	sud	Ncmpl
za	za	Sa
mladež	mladež	Ncfsa
)	)	Z
,	,	Z

9.	9.	Mdo
datum	datum	Ncmsan
početka	početak	Ncmsg
pružanja	pružanje	Ncnsg
usluge	usluga	Ncfsg
,	,	Z

10.	10.	Mdo
klasa	klasa	Ncfsn
,	,	Z
urudžbeni	urudžbeni	Agpmsny
broj	broj	Ncmsn
i	i	Cc
datum	datum	Ncmsan
izdavanja	izdavanje	Ncnsg
rješenja	rješenje	Ncnsg
nadležnog	nadležan	Agpmsgy
centra	centar	Ncmsg
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
o	o	Sl
priznatoj	priznati	Ncmsl
usluzi	usluga	Ncfsl
,	,	Z

11.	11.	Mdo
klasa	klasa	Ncfsn
,	,	Z
urudžbeni	urudžbeni	Agpmsny
broj	broj	Ncmsn
i	i	Cc
datum	datum	Ncmsan
izvršnosti	izvršnost	Ncfsg
rješenja	rješenje	Ncnsg
suda	sud	Ncmsg
za	za	Sa
mladež	mladež	Ncfsa
o	o	Sl
izrečenoj	izreći	Ncfsl
sudskoj	sudski	Agpfsly
odgojnoj	odgojni	Agpfsly
mjeri	mjera	Ncfsl
temeljem	temelj	Ncmsi
Zakona	zakon	Ncmsg
o	o	Sl
sudovima	sud	Ncmpl
za	za	Sa
mladež	mladež	Ncfsa
,	,	Z

12.	12.	Mdo
klasa	klasa	Ncfsn
,	,	Z
urudžbeni	urudžbeni	Agpmsny
broj	broj	Ncmsn
i	i	Cc
datum	datum	Ncmsan
rješenja	rješenje	Ncnsg
centra	centar	Ncmsg
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
o	o	Sl
skrbništvu	skrbništvo	Ncnsl
,	,	Z

13.	13.	Mdo
smještaj	smještaj	Ncmsn
korisnika	korisnik	Ncmpg
prije	prije	Sg
dolaska	dolazak	Ncmsg
kod	kod	Sg
pružatelja	pružatelj	Ncmsg
usluge	usluga	Ncfsg
na	na	Sa
smještaj	smještaj	Ncmsan
(	(	Z
kod	kod	Sg
roditelja	roditelj	Ncmpg
,	,	Z
udomiteljske	udomiteljski	Agpfsgy
obitelji	obitelj	Ncfsg
,	,	Z
drugoj	drugi	Mlofsl
ustanovi	ustanova	Ncfsl
)	)	Z
,	,	Z

14.	14.	Mdo
kome	koma	Ncfsg
je	biti	Var3s
korisnik	korisnik	Ncmsn
povjeren	povjeriti	Appmsnn
za	za	Sa
vrijeme	vrijeme	Ncnsa
trajanja	trajanje	Ncnsg
ostalih	ostali	Agpfpgy
usluga	usluga	Ncfpg
osim	osim	Sg
smještaja	smještaj	Ncmsg
(	(	Z
roditeljima	roditelj	Ncmpl
,	,	Z
udomiteljskoj	udomiteljski	Agpfsly
obitelji	obitelj	Ncfsl
,	,	Z
drugoj	drugi	Mlofsl
ustanovi	ustanova	Ncfsl
i	i	Cc
dr.	dr.	Y
)	)	Z
,	,	Z

15.	15.	Mdo
školski	školski	Agpmsny
status	status	Ncmsn
pri	pri	Sl
dolasku	dolazak	Ncmsl
kod	kod	Sg
pružatelja	pružatelj	Ncmpg
usluge	usluga	Ncfsg
(	(	Z
završeni	završen	Agpmsny
razred	razred	Ncmsn
)	)	Z
,	,	Z

16.	16.	Mdo
datum	datum	Ncmsan
prestanka	prestanak	Ncmsg
pružanja	pružanje	Ncnsg
usluge	usluga	Ncfsg
,	,	Z

17.	17.	Mdo
razlog	razlog	Ncmsn
prestanka	prestanak	Ncmsg
pružanja	pružanje	Ncnsg
usluge	usluga	Ncfsg
,	,	Z

18.	18.	Mdo
školski	školski	Agpmsny
status	status	Ncmsn
pri	pri	Sl
odlasku	odlazak	Ncmsl
od	od	Sg
pružatelja	pružatelj	Ncmsg
usluge	usluga	Ncfsg
(	(	Z
završeni	završen	Agpmsny
razred	razred	Ncmsn
,	,	Z
škola	škola	Ncfsn
,	,	Z
zvanje	zvanje	Ncnsn
)	)	Z
.	.	Z

Članak	članak	Ncmsn
22.	22.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
U	u	Sa
pomoćnu	pomoćan	Agpfsay
knjigu	knjiga	Ncfsa
upisuju	upisivati	Vmr3p
se	sebe	Px--sa
abecednim	abecedni	Agpmsiy
redom	red	Ncmsi
osobno	osoban	Agpnsay
ime	ime	Ncnsa
svakog	svaki	Pi-msg
korisnika	korisnik	Ncmpg
te	te	Cc
redni	redni	Agpmsayn
broj	broj	Ncmsan
iz	iz	Sg
matične	matičan	Agpfsgy
knjige	knjiga	Ncfsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Pomoćna	pomoćan	Agpfsny
knjiga	knjiga	Ncfsn
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovog	ovaj	Pd-msg
članka	članak	Ncmsg
može	moći	Vmr3s
se	sebe	Px--sa
voditi	voditi	Vmn
u	u	Sl
elektroničkom	elektronički	Agpmsly
obliku	oblik	Ncmsl
.	.	Z

Članak	članak	Ncmsn
23.	23.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Kartoteka	kartoteka	Ncfsn
osobnih	osoban	Agpmpgy
listova	list	Ncmpg
korisnika	korisnik	Ncmpg
sadrži	sadržati	Vmr3s
osobne	osoban	Agpmpay
listove	list	Ncmpa
svih	sav	Agpmpgy
korisnika	korisnik	Ncmpg
razvrstane	razvrstati	Appfsgy
prema	prema	Sl
vrsti	vrsta	Ncfsl
usluge	usluga	Ncfsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Osobni	osoban	Agpmsny
list	list	Ncmsn
korisnika	korisnik	Ncmpg
sadrži	sadržati	Vmr3s
sljedeće	sljedeći	Agpmpay
osnovne	osnovan	Agpmpay
podatke	podatak	Ncmpa
o	o	Sl
korisniku	korisnik	Ncmsl
i	i	Cc
usluzi	usluga	Ncfsl
:	:	Z

1.	1.	Mdo
osobno	osoban	Agpnsay
ime	ime	Ncnsa
,	,	Z
ime	ime	Ncnsa
oca	oac	Ncmsg
/	/	Z
majke	majka	Ncfsg
,	,	Z
osobni	osoban	Agpmsny
identifikacijski	identifikacijski	Agpmsny
broj	broj	Ncmsn
(	(	Z
OIB	OIB	Npmsn
)	)	Z
,	,	Z

2.	2.	Mdo
datum	datum	Ncmsan
i	i	Cc
mjesto	mjesto	Ncnsa
rođenja	rođenje	Ncnsg
,	,	Z

3.	3.	Mdo
spol	spol	Ncmsan
,	,	Z

4.	4.	Mdo
državljanstvo	državljanstvo	Ncnsa
/	/	Z
država	država	Ncfsn
podrijetla	podrijetlo	Ncnsg
djece	dijete	Ncnpg
bez	bez	Sg
pratnje	pratnja	Ncfsg
–	–	Z
stranih	stran	Agpmpgy
državljana	državljanin	Ncmpg
u	u	Sl
Republici	republika	Ncfsl
Hrvatskoj	Hrvatska	Npfsl
)	)	Z
,	,	Z

5.	5.	Mdo
prebivalište	prebivalište	Ncnsa
/	/	Z
boravište	boravište	Ncnsn
,	,	Z

6.	6.	Mdo
osobno	osoban	Agpnsay
ime	ime	Ncnsa
roditelja	roditelj	Ncmsg
/	/	Z
skrbnika	skrbnik	Ncmpg
–	–	Z
adresa	adresa	Ncfsn
i	i	Cc
broj	broj	Ncmsn
telefona	telefon	Ncmsg
,	,	Z

7.	7.	Mdo
bračni	bračni	Agpmsayn
status	status	Ncmsan
roditelja	roditelj	Ncmpg
,	,	Z
zanimanje	zanimanje	Ncnsn
i	i	Cc
podaci	podatak	Ncmpn
o	o	Sl
zaposlenju	zaposlenje	Ncnsl
,	,	Z

8.	8.	Mdo
smještaj	smještaj	Ncmsan
korisnika	korisnik	Ncmpg
prije	prije	Sg
smještaja	smještaj	Ncmsg
kod	kod	Sg
pružatelja	pružatelj	Ncmpg
usluge	usluga	Ncfsg
(	(	Z
kod	kod	Sg
roditelja	roditelj	Ncmpg
,	,	Z
udomiteljska	udomiteljski	Agpfsny
obitelj	obitelj	Ncfsn
,	,	Z
druga	drugi	Mlofsn
vrsta	vrsta	Ncfsn
ustanove	ustanova	Ncfsg
i	i	Cc
dr.	dr.	Y
)	)	Z
,	,	Z

9.	9.	Mdo
kome	koma	Ncfsg
je	biti	Var3s
korisnik	korisnik	Ncmsn
povjeren	povjeriti	Appmsnn
za	za	Sa
vrijeme	vrijeme	Ncnsa
trajanja	trajanje	Ncnsg
ostalih	ostali	Agpfpgy
usluga	usluga	Ncfpg
(	(	Z
roditeljima	roditelj	Ncmpl
,	,	Z
udomiteljskoj	udomiteljski	Agpfsly
obitelji	obitelj	Ncfsl
,	,	Z
drugoj	drugi	Mlofsl
ustanovi	ustanova	Ncfsl
i	i	Cc
dr.	dr.	Y
)	)	Z
,	,	Z

10.	10.	Mdo
datum	datum	Ncmsan
početka	početak	Ncmsg
pružanja	pružanje	Ncnsg
usluge	usluga	Ncfsg
,	,	Z

11.	11.	Mdo
pravni	pravni	Agpmsny
temelj	temelj	Ncmsn
priznavanja	priznavanje	Ncnsg
prava	pravo	Ncnsg
na	na	Sa
uslugu	usluga	Ncfsa

