pilote	pilot	Ncmpa
37.2.	37.2.	Mds
ovoga	ovaj	Pd-msg
Popisa	popis	Ncmsg
.	.	Z

Ad	Ad	Qo
30.2.	30.2.	Mds

Ocjena	ocjena	Ncfsn
4	4	Mdc
za	za	Sa
pripadnike	pripadnik	Ncmpa
iz	iz	Sg
stupca	stupac	Ncmsg
5	5	Mdc
donosi	donositi	Vmr3s
se	sebe	Px--sa
ako	ako	Cs
je	biti	Var3s
oštrina	oštrina	Ncfsn
korigiranog	korigirati	Agpmsgy
vida	vid	Ncmsg
bilo	bilo	Qo
kojeg	koji	Pi-nsg
oka	oko	Ncnsg
minimalno	minimalno	Rgp
0,80.	0,80.	Mds

Kada	kada	Cs
je	biti	Var3s
oštrina	oštrina	Ncfsn
korigiranog	korigirati	Agpmsgy
vida	vid	Ncmsg
pripadnika	pripadnik	Ncmpg
iz	iz	Sg
stupca	stupac	Ncmsg
5	5	Mdc
manja	mali	Agcfsny
od	od	Sg
0,80	0,80	Mdc
,	,	Z
ocjena	ocjena	Ncfsn
se	sebe	Px--sa
donosi	donositi	Vmr3s
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
točkom	točka	Ncfsi
37.1.	37.1.	Mds
i	i	Cc
točkom	točka	Ncfsi
37.2.	37.2.	Mds
ovoga	ovaj	Pd-msg
Popisa	popis	Ncmsg
.	.	Z

Ad	Ad	Qo
30.3	30.3	Mdc
Ocjena	ocjena	Ncfsn
3	3	Mdc
za	za	Sa
pripadnike	pripadnik	Ncmpa
iz	iz	Sg
stupca	stupac	Ncmsg
5	5	Mdc
donosi	donositi	Vmr3s
se	sebe	Px--sa
kada	kada	Cs
je	biti	Var3s
vidna	vidan	Agpfsny
oštrina	oštrina	Ncfsn
korigiranog	korigirati	Agpmsgy
vida	vid	Ncmsg
bilo	bilo	Qo
kojeg	koji	Pi-nsg
oka	oko	Ncnsg
minimalno	minimalno	Rgp
1,00	1,00	Mdc
,	,	Z
a	a	Cc
kada	kada	Cs
je	biti	Var3s
manja	mali	Agcfsny
od	od	Sg
1,00	1,00	Mdc
,	,	Z
donosi	donositi	Vmr3s
se	sebe	Px--sa
ocjena	ocjena	Ncfsn
1.	1.	Mdo

Ad	Ad	Qo
30.4	30.4	Mdc
Ocjena	ocjena	Ncfsn
3	3	Mdc
za	za	Sa
pripadnike	pripadnik	Ncmpa
iz	iz	Sg
stupca	stupac	Ncmsg
5	5	Mdc
donosi	donositi	Vmr3s
se	sebe	Px--sa
kada	kada	Cs
je	biti	Var3s
vidna	vidan	Agpfsny
oštrina	oštrina	Ncfsn
korigiranog	korigirati	Agpmsgy
vida	vid	Ncmsg
bilo	bilo	Qo
kojeg	koji	Pi-nsg
oka	oko	Ncnsg
minimalno	minimalno	Rgp
1,00	1,00	Mdc
,	,	Z
a	a	Cc
kada	kada	Cs
je	biti	Var3s
manja	mali	Agcfsny
od	od	Sg
1,00	1,00	Mdc
,	,	Z
donosi	donositi	Vmr3s
se	sebe	Px--sa
ocjena	ocjena	Ncfsn
1.	1.	Mdo

Ad	ad	Ncmsn
31.	31.	Mdo
,	,	Z
32.	32.	Mdo
,	,	Z
33.	33.	Mdo
i	i	Cc
35.	35.	Mdo

Ocjena	ocjena	Ncfsn
sposobnosti	sposobnost	Ncfsg
donosi	donositi	Vmr3s
se	sebe	Px--sa
na	na	Sl
temelju	temelj	Ncmsl
nastalih	nastao	Agpfpgy
promjena	promjena	Ncfpg
vida	vidati	Vmr3s
sukladno	sukladno	Rgp
uputama	uputa	Ncfpi
iz	iz	Sg
točke	točka	Ncfsg
29.2.	29.2.	Sg
ovoga	ovaj	Pd-msg
Popisa	popis	Ncmsg
.	.	Z

Ad	Ad	Sg
31.	31.	Mdo

Pod	pod	Si
defektnim	defektan	Agpmsiy
binokularnim	binokularni	Agpmsiy
vidom	vid	Ncmsi
podrazumijeva	podrazumijevati	Vmr3s
se	sebe	Px--sa
nepostojanje	nepostojanje	Ncnsn
fuzije	fuzija	Ncfsg
ili	ili	Cc
kada	kada	Cs
je	biti	Var3s
stereoskopski	stereoskopski	Agpmsny
vid	vid	Ncmsn
preko	preko	Sg
400	400	Mdc
kutnih	kutni	Agpfpgy
sekundi	sekunda	Ncfpg
.	.	Z

Nalaz	nalaz	Ncmsn
defekta	defekt	Ncmsg
binokularnog	binokularni	Agpmsgy
vida	vid	Ncmsg
obvezno	obvezno	Rgp
se	sebe	Px--sa
navodi	navoditi	Vmr3s
u	u	Sl
kartonu	karton	Ncmsl
zdravstvenog	zdravstven	Agpmsgy
pregleda	pregled	Ncmsg
.	.	Z

Ocjena	ocjena	Ncfsn
3	3	Mdc
donosi	donositi	Vmr3s
se	sebe	Px--sa
u	u	Sl
slučajevima	slučaj	Ncmpl
bez	bez	Sg
diplopije	diplopija	Ncfsg
,	,	Z
a	a	Cc
ocjena	ocjena	Ncfsn
1	1	Mdc
u	u	Sl
slučajevima	slučaj	Ncmpl
s	sa	Si
diplopijom	diplopija	Ncfsi
.	.	Z

Ad	Ad	Sg
32.	32.	Mdo

Ocjena	ocjena	Ncfsn
3	3	Mdc
donosi	donositi	Vmr3s
se	sebe	Px--sa
za	za	Sa
kompenzirani	kompenzirati	Agpmsayn
glaukom	glaukom	Ncmsan
(	(	Z
glaukom	glaukom	Ncmsn
kod	kod	Sg
kojeg	koji	Pi-msg
je	biti	Var3s
intraokularni	intraokularni	Agpmsny
tlak	tlak	Ncmsn
dobro	dobro	Rgp
reguliran	regulirati	Appmsnn
medikamentozno	medikamentozan	Agpnsny
,	,	Z
laserom	laser	Ncmsi
ili	ili	Cc
operativno	operativno	Rgp
)	)	Z
i	i	Cc
kod	kod	Sg
kojeg	koji	Pi-msg
ne	ne	Qz
postoje	postojati	Vmr3p
funkcionalne	funkcionalan	Agpfpny
promjene	promjena	Ncfpn
(	(	Z
vidna	vidan	Agpfsny
oštrina	oštrina	Ncfsn
,	,	Z
vidno	vidan	Agpnsny
polje	polje	Ncnsn
i	i	Cc
drugo	drugi	Mlonsn
)	)	Z
.	.	Z

Ad	Ad	Sg
36.	36.	Mdo

Centralni	centralan	Agpmsny
skotom	skotom	Ncmsn
donosi	donositi	Vmr3s
se	sebe	Px--sa
prema	prema	Sl
oštrini	oštrina	Ncfsl
vida	vid	Ncmsg
.	.	Z

Ostalim	ostali	Agpfply
većim	velik	Agcmpiy
trajnim	trajan	Agpnply
defektima	defektim	Ncmpg
u	u	Sl
vidnom	vidan	Agpnsly
polju	polje	Ncnsl
smatraju	smatrati	Vmr3p
se	sebe	Px--sa
hemianopsije	hemianopsija	Ncfsg
,	,	Z
kvadrantanopsije	kvadrantanopsija	Ncfsg
,	,	Z
veći	velik	Agcmsny
paracentralni	paracentralan	Agpmpny
apsolutni	apsolutan	Agpmpny
skotomi	skotom	Ncmpn
,	,	Z
čiji	čiji	Pi-msn
je	biti	Var3s
najmanji	mali	Agsmsny
promjer	promjer	Ncmsn
veći	velik	Agcmsny
od	od	Sg
30	30	Mdc
°	°	Z
i	i	Cc
veći	velik	Agcmpny
periferni	periferan	Agpmpny
ispadi	ispad	Ncmpn
i	i	Cc
depresije	depresija	Ncfsg
,	,	Z
čiji	čiji	Pi-msn
je	biti	Var3s
najmanji	mali	Agsmsny
promjer	promjer	Ncmsn
veći	velik	Agcmsny
od	od	Sg
40	40	Mdc
°	°	Z
ili	ili	Cc
ako	ako	Cs
ispad	ispad	Ncmsn
doseže	dosezati	Vmr3s
do	do	Sg
na	na	Sa
10	10	Mdc
°	°	Z
od	od	Sg
fiksacijske	fiksacijski	Agpfsgy
točke	točka	Ncfsg
.	.	Z

Ocjena	ocjena	Ncfsn
3	3	Mdc
donosi	donositi	Vmr3s
se	sebe	Px--sa
za	za	Sa
opisane	opisati	Agpfpay
promjene	promjena	Ncfpa
na	na	Sl
jednom	jedan	Mlcmsl
,	,	Z
a	a	Cc
ocjena	ocjena	Ncfsn
1	1	Mdc
za	za	Sa
promjenu	promjena	Ncfsa
na	na	Sa
oba	oba	Ncnsa
oka	oko	Ncnsg
.	.	Z

Ad	Ad	Sg
37.	37.	Mdo

Oštrina	oštrina	Ncfsn
vida	vid	Ncmsg
određuje	određivati	Vmr3s
se	sebe	Px--sa
uz	uz	Sa
optimalnu	optimalan	Agpfsay
korekciju	korekcija	Ncfsa
.	.	Z

Ad	Ad	Qo
37.2.	37.2.	Mds

Ocjena	ocjena	Ncfsn
3	3	Mdc
za	za	Sa
pripadnike	pripadnik	Ncmpa
iz	iz	Sg
stupca	stupac	Ncmsg
8	8	Mdc
donosi	donositi	Vmr3s
se	sebe	Px--sa
kada	kada	Cs
je	biti	Var3s
oštrina	oštrina	Ncfsn
korigiranog	korigirati	Agpmsgy
vida	vid	Ncmsg
jednog	jedan	Agpnsgy
oka	oko	Ncnsg
0,10	0,10	Mdc
ili	ili	Cc
manja	mali	Agcfsny
,	,	Z
a	a	Cc
oštrina	oštrina	Ncfsn
korigiranog	korigirati	Agpmsgy
vida	vid	Ncmsg
drugog	drugi	Agpnsgy
oka	oko	Ncnsg
minimalno	minimalno	Rgp
0,80.	0,80.	Mds

Ad	Ad	Sg
38.	38.	Mdo

Ocjena	ocjena	Ncfsn
4	4	Mdc
donosi	donositi	Vmr3s
se	sebe	Px--sa
lakšim	lak	Agcmpiy
anomalnim	anomalni	Agpmpiy
trikromatima	trikromat	Ncmpi
(	(	Z
raspoznaju	raspoznati	Vmr3p
osnovne	osnovan	Agpfpay
boje	boja	Ncfpa
,	,	Z
ali	ali	Cc
ne	ne	Qz
i	i	Qo
nijanse	nijansa	Ncfpn
)	)	Z
.	.	Z

Anomaloskopski	anomaloskopski	Agpmsny
kvocijent	kvocijent	Ncmsn
(	(	Z
AQ	AQ	Npmsn
)	)	Z
:	:	Z
protanomal	protanomal	Ncmsn
od	od	Sg
0,65	0,65	Mdc
do	do	Sg
0,5	0,5	Mdc

deuteranomal	deuteranomal	Var2s
od	od	Sg
1,3	1,3	Mdc
do	do	Sg
5,0	5,0	Mdc

Ove	ovaj	Pd-fsg
osobe	osoba	Ncfsg
se	sebe	Px--sa
ne	ne	Qz
raspoređuju	raspoređivati	Vmr3p
na	na	Sl
dužnosti	dužnost	Ncfsl
i	i	Cc
radna	radni	Agpnpay
mjesta	mjesto	Ncnpa
koja	koji	Pi-npa
zahtijevaju	zahtijevati	Vmr3p
izvrsno	izvrstan	Agpnsay
raspoznavanje	raspoznavanje	Ncnsa
boja	boja	Ncfpg
.	.	Z

Ocjena	ocjena	Ncfsn
3	3	Mdc
donosi	donositi	Vmr3s
se	sebe	Px--sa
za	za	Sa
teže	težak	Agpmpay
anomalne	anomalni	Agpmpay
trikromate	trikromat	Ncmpa
(	(	Z
teško	teško	Rgp
razlikuju	razlikovati	Vmr3p
osnovne	osnovan	Agpfpny
boje	boja	Ncfpn
)	)	Z
.	.	Z

Anomaloskopski	anomaloskopski	Agpmsny
kvocijent	kvocijent	Ncmsn
(	(	Z
AQ	AQ	Npmsn
)	)	Z
:	:	Z
protanomal	protanomal	Ncmsn
od	od	Sg
manje	malo	Rgc
od	od	Sg
0,5	0,5	Mdc

deuteranomal	deuteranomaa	Ncfpa
više	mnogo	Rgc
od	od	Sg
5,0	5,0	Mdc

Ove	ovaj	Pd-fpn
osobe	osoba	Ncfpn
ne	ne	Qz
raspoređuju	raspoređivati	Vmr3p
se	sebe	Px--sa
na	na	Sl
dužnosti	dužnost	Ncfsl
i	i	Cc
radna	radni	Agpnpay
mjesta	mjesto	Ncnpa
koja	koji	Pi-npa
zahtijevaju	zahtijevati	Vmr3p
dobro	dobar	Agpnsay
raspoznavanje	raspoznavanje	Ncnsa
osnovnih	osnovan	Agpfpgy
boja	boja	Ncfpg
.	.	Z

Ocjenom	ocjena	Ncfsi
3	3	Mdc
ocjenjuju	ocjenjivati	Vmr3p
se	sebe	Px--sa
dikromati	dikromati	Vmn
i	i	Cc
akromati	akromat	Ncmpg
(	(	Z
ne	ne	Qz
vide	vidjeti	Vmr3p
jednu	jedan	Mlcfsa
ili	ili	Cc
više	mnogo	Rgc
osnovnih	osnovan	Agpfpgy
boja	boja	Ncfpg
)	)	Z
kada	kada	Cs
nisu	biti	Var3p
raspoređeni	rasporediti	Appmpny
na	na	Sl
dužnosti	dužnost	Ncfsl
i	i	Cc
radna	radni	Agpnpay
mjesta	mjesto	Ncnpa
koja	koji	Pi-npa
zahtijevaju	zahtijevati	Vmr3p
raspoznavanje	raspoznavanje	Ncnsa
osnovnih	osnovan	Agpfpgy
boja	boja	Ncfpg
.	.	Z

Ocjenom	ocjena	Ncfsi
1	1	Mdc
ocjenjuju	ocjenjivati	Vmr3p
se	sebe	Px--sa
dikromati	dikromati	Vmn
i	i	Cc
akromati	akromati	Vmn
kada	kada	Cs
su	biti	Var3p
raspoređeni	rasporediti	Appmpny
na	na	Sa
ustrojbena	ustrojbeni	Agpnpay
mjesta	mjesto	Ncnpa
koja	koji	Pi-npn
zahtijevaju	zahtijevati	Vmr3p
raspoznavanje	raspoznavanje	Ncnsa
osnovnih	osnovan	Agpfpgy
boja	boja	Ncfpg
.	.	Z

U	u	Sl
zdravstvenom	zdravstven	Agpmsly
kartonu	karton	Ncmsl
obvezno	obvezno	Rgp
se	sebe	Px--sa
evidentira	evidentirati	Vmr3s
utvrđeni	utvrditi	Agpmsny
poremećaj	poremećaj	Ncmsn
kolornog	kolorni	Agpmsgy
vida	vid	Ncmsg
(	(	Z
KV	kv	Ncmsn
)	)	Z
.	.	Z

Ad	Ad	Sg
39.	39.	Mdo

Za	za	Sa
prijam	prijam	Ncmsan
vojnika	vojnik	Ncmpg
/	/	Z
mornara	mornar	Ncmpg
,	,	Z
časnika	časnik	Ncmpg
i	i	Cc
kadeta	kadet	Ncmpg

