kojeg	koji	Agpmsny
koja	koji	Pi-fsn
se	sebe	Px--sa
dostavlja	dostavljati	Vmr3s
uz	uz	Sa
Zahtjev	zahtjev	Ncmsan
za	za	Sa
promjenu	promjena	Ncfsa
propisuje	propisivati	Vmr3s
se	sebe	Px--sa
Natječajem	natječaj	Ncmsi
iz	iz	Sg
članka	članak	Ncmsg
26.	26.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
.	.	Z

(	(	Z
11	11	Mdc
)	)	Z
Ukoliko	ukoliko	Cs
je	biti	Var3s
korisnik	korisnik	Ncmsn
u	u	Sl
obvezi	obveza	Ncfsl
provesti	provesti	Vmn
postupak	postupak	Ncmsan
javne	javan	Agpfsgy
nabave	nabava	Ncfsg
,	,	Z
uz	uz	Sa
Zahtjev	zahtjev	Ncmsan
za	za	Sa
promjenu	promjena	Ncfsa
ponuditelja	ponuditelj	Ncmpg
u	u	Sl
obvezi	obveza	Ncfsl
je	biti	Var3s
dostaviti	dostaviti	Vmn
i	i	Cc
dokumentaciju	dokumentacija	Ncfsa
iz	iz	Sg
provedenog	provesti	Agpmsgy
postupka	postupak	Ncmsg
javne	javan	Agpfsgy
nabave	nabava	Ncfsg
.	.	Z

(	(	Z
12	12	Mdc
)	)	Z
Ako	ako	Cs
je	biti	Var3s
Zahtjev	zahtjev	Ncmsn
za	za	Sa
promjenu	promjena	Ncfsa
nepotpun	nepotpun	Agpmsnn
ili	ili	Cc
ukoliko	ukoliko	Cs
je	biti	Var3s
potrebno	potreban	Agpnsny
tražiti	tražiti	Vmn
dodatna	dodatan	Agpnpay
obrazloženja	obrazloženje	Ncnpa
/	/	Z
ispravke	ispravka	Ncfsg
vezane	vezan	Agpfsgy
uz	uz	Sa
Zahtjev	zahtjev	Ncmsan
za	za	Sa
promjenu	promjena	Ncfsa
,	,	Z
Agencija	agencija	Ncfsn
za	za	Sa
plaćanja	plaćanje	Ncnpa
će	htjeti	Var3s
putem	put	Sg
elektroničke	elektronički	Agpfsgy
pošte	pošta	Ncfsg
od	od	Sg
korisnika	korisnik	Ncmpg
tražiti	tražiti	Vmn
dopunu	dopuna	Ncfsa
/	/	Z
obrazloženje	obrazloženje	Ncnsa
/	/	Z
ispravak	ispravak	Ncmsan
.	.	Z

Korisnik	korisnik	Ncmsn
je	biti	Var3s
dužan	dužan	Agpmsnn
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
pet	pet	Mlc
radnih	radni	Agpmpgy
dana	dan	Ncmpg
od	od	Sg
slanja	slanje	Ncnsg
elektroničke	elektronički	Agpfsgy
pošte	pošta	Ncfsg
od	od	Sg
strane	strana	Ncfsg
Agencije	agencija	Ncfsg
za	za	Sa
plaćanja	plaćanje	Ncnpa
dostaviti	dostaviti	Vmn
dopunu	dopuna	Ncfsa
/	/	Z
obrazloženje	obrazloženje	Ncnsa
/	/	Z
ispravak	ispravak	Ncmsan
.	.	Z

(	(	Z
13	13	Mdc
)	)	Z
Ukoliko	ukoliko	Cs
korisnik	korisnik	Ncmsn
traženu	tražen	Agpfsay
dopunu	dopuna	Ncfsa
/	/	Z
obrazloženje	obrazloženje	Ncnsa
/	/	Z
ispravak	ispravak	Ncmsan
ne	ne	Qz
dostavi	dostaviti	Vmr3s
sukladno	sukladan	Agpnsay
stavku	stavak	Ncmsl
12.	12.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
,	,	Z
Agencija	agencija	Ncfsn
za	za	Sa
plaćanja	plaćanje	Ncnpa
izdaje	izdavati	Vmr3s
Pismo	pismo	Ncnsa
odbijanja	odbijanje	Ncnsg
zahtjeva	zahtjev	Ncmpg
za	za	Sa
promjenu	promjena	Ncfsa
.	.	Z

(	(	Z
14	14	Mdc
)	)	Z
Agencija	agencija	Ncfsn
za	za	Sa
plaćanja	plaćanje	Ncnpa
će	htjeti	Var3p
za	za	Sa
zaprimljene	zaprimiti	Agpmpay
Zahtjeve	zahtjev	Ncmpa
za	za	Sa
promjenu	promjena	Ncfsa
ovisno	ovisno	Rgp
o	o	Sl
zatraženoj	zatražiti	Agpfsly
promjeni	promjena	Ncfsl
izdati	izdati	Vmn
Izmjenu	izmjena	Ncfsa
Odluke	odluka	Ncfsg
o	o	Sl
dodjeli	dodjela	Ncfsl
sredstava	sredstvo	Ncnpg
ili	ili	Cc
Pismo	pismo	Ncnsn
odobrenja	odobrenje	Ncnsg
u	u	Sl
slučaju	slučaj	Ncmsl
odobrenja	odobrenje	Ncnsg
Zahtjeva	zahtjev	Ncmpg
za	za	Sa
promjenu	promjena	Ncfsa
ili	ili	Cc
Pismo	pismo	Ncnsa
odbijanja	odbijanje	Ncnsg
u	u	Sl
slučaju	slučaj	Ncmsl
odbijanja	odbijanje	Ncnsg
Zahtjeva	zahtjev	Ncmpg
za	za	Sa
promjenu	promjena	Ncfsa
.	.	Z

(	(	Z
15	15	Mdc
)	)	Z
Izmjenom	izmjena	Ncfsi
Odluke	odluka	Ncfsg
o	o	Sl
dodjeli	dodjela	Ncfsl
sredstava	sredstvo	Ncnpg
ne	ne	Qz
može	moći	Vmr3s
se	sebe	Px--sa
odobriti	odobriti	Vmn
iznos	iznos	Ncmsn
potpore	potpora	Ncfsg
veći	velik	Agcmsny
od	od	Sg
iznosa	iznos	Ncmsg
potpore	potpora	Ncfsg
,	,	Z
koji	koji	Pi-msn
je	biti	Var3s
već	već	Rgp
određen	odrediti	Appmsnn
Odlukom	odluka	Ncfsi
o	o	Sl
dodjeli	dodjela	Ncfsl
sredstava	sredstvo	Ncnpg
.	.	Z

(	(	Z
16	16	Mdc
)	)	Z
U	u	Sl
slučaju	slučaj	Ncmsl
promjene	promjena	Ncfsg
Odluke	odluka	Ncfsg
o	o	Sl
prihvatljivosti	prihvatljivost	Ncfsl
inicirane	inicirati	Ncfsg
od	od	Sg
strane	strana	Ncfsg
Agencije	agencija	Ncfsg
za	za	Sa
plaćanja	plaćanje	Ncnpa
,	,	Z
korisniku	korisnik	Ncmsl
će	htjeti	Var3s
biti	biti	Van
izdan	izdati	Appmsnn
Ispravak	ispravak	Ncmsn
Odluke	odluka	Ncfsg
o	o	Sl
prihvatljivosti	prihvatljivost	Ncfsl
te	te	Cc
će	htjeti	Var3s
s	sa	Si
korisnikom	korisnik	Ncmsi
biti	biti	Van
sklopljen	sklopiti	Appmsnn
aneks	aneks	Ncmsn
Ugovora	ugovor	Ncmsg
o	o	Sl
financiranju	financiranje	Ncnsl
.	.	Z

(	(	Z
17	17	Mdc
)	)	Z
U	u	Sl
slučaju	slučaj	Ncmsl
promjene	promjena	Ncfsg
Odluke	odluka	Ncfsg
o	o	Sl
dodjeli	dodjela	Ncfsl
sredstava	sredstvo	Ncnpg
inicirane	inicirati	Appfpny
od	od	Sg
strane	strana	Ncfsg
Agencije	agencija	Ncfsg
za	za	Sa
plaćanja	plaćanje	Ncnpa
,	,	Z
korisniku	korisnik	Ncmsl
će	htjeti	Var3s
biti	biti	Van
izdan	izdati	Appmsnn
Ispravak	ispravak	Ncmsn
Odluke	odluka	Ncfsg
o	o	Sl
dodjeli	dodjela	Ncfsl
sredstava	sredstvo	Ncnpg
.	.	Z

Ostale	ostali	Agpfpny
promjene	promjena	Ncfpn
u	u	Sl
projektu	projekt	Ncmsl
bez	bez	Sg
kojih	koji	Pi-mpg
se	sebe	Px--sa
projekt	projekt	Ncmsn
ne	ne	Qz
može	moći	Vmr3s
provesti	provesti	Vmn
ili	ili	Cc
koje	koji	Pi-fpn
imaju	imati	Vmr3p
utjecaj	utjecaj	Ncmsan
na	na	Sa
poboljšanje	poboljšanje	Ncnsa
projekta	projekt	Ncmsg
moraju	morati	Vmr3p
biti	biti	Van
obrazložene	obrazložiti	Appfpny
prilikom	prilikom	Sg
dostavljanja	dostavljanje	Ncnsg
Zahtjeva	zahtjev	Ncmpg
za	za	Sa
isplatu	isplata	Ncfsa
.	.	Z

Potvrda	potvrda	Ncfsn
o	o	Sl
odustajanju	odustajanje	Ncnsl
i	i	Cc
odluka	odluka	Ncfpg
o	o	Sl
poništenju	poništenje	Ncnsl

Članak	članak	Ncmsn
35.	35.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
U	u	Sl
slučaju	slučaj	Ncmsl
da	da	Cs
korisnik	korisnik	Ncmsn
želi	željeti	Vmr3s
odustati	odustati	Vmn
od	od	Sg
dodjele	dodjela	Ncfsg
sredstava	sredstvo	Ncnpg
iz	iz	Sg
EPFRR-a	EPFRR	Npmsg
,	,	Z
dužan	dužan	Agpmsnn
je	biti	Var3s
podnijeti	podnijeti	Vmn
Zahtjev	zahtjev	Ncmsan
za	za	Sa
odustajanje	odustajanje	Ncnsa
putem	put	Sg
AGRONET-a	AGRONET	Npmsg
na	na	Sa
način	način	Ncmsan
opisan	opisati	Appmsnn
u	u	Sl
Vodiču	vodič	Ncmsl
za	za	Sa
korisnike	korisnik	Ncmpa
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Ukoliko	ukoliko	Cs
korisnik	korisnik	Ncmsn
podnese	podnijeti	Vmr3s
Zahtjev	zahtjev	Ncmsan
za	za	Sa
odustajanje	odustajanje	Ncnsa
tijekom	tijekom	Sg
administrativne	administrativan	Agpfsgy
kontrole	kontrola	Ncfsg
Zahtjeva	zahtjev	Ncmsg
za	za	Sa
potporu	potpora	Ncfsa
odnosno	odnosno	Rgp
prije	prije	Sg
donošenja	donošenje	Ncnsg
Odluke	odluka	Ncfsg
o	o	Sl
prihvatljivosti	prihvatljivost	Ncfsl
,	,	Z
Agencija	agencija	Ncfsn
za	za	Sa
plaćanja	plaćanje	Ncnpa
će	htjeti	Var3s
prekinuti	prekinuti	Vmn
sve	sav	Agpfpay
aktivnosti	aktivnost	Ncfpa
nad	nad	Si
Zahtjevom	zahtjev	Ncmsi
za	za	Sa
potporu	potpora	Ncfsa
te	te	Cc
će	htjeti	Var3s
korisniku	korisnik	Ncmsd
izdati	izdati	Vmn
Potvrdu	potvrda	Ncfsa
o	o	Sl
odustajanju	odustajanje	Ncnsl
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
U	u	Sl
slučaju	slučaj	Ncmsl
da	da	Cs
je	biti	Var3s
Agencija	agencija	Ncfsn
za	za	Sa
plaćanja	plaćanje	Ncnpa
donijela	donijeti	Vmp-sf
Odluku	odluka	Ncfsa
o	o	Sl
prihvatljivosti	prihvatljivost	Ncfsl
,	,	Z
a	a	Cc
korisnik	korisnik	Ncmsn
nije	biti	Var3s
u	u	Sl
propisanom	propisati	Agpmsly
roku	rok	Ncmsl
vratio	vratiti	Vmp-sm
potpisani	potpisan	Agpmsayn
Ugovor	ugovor	Ncmsan
o	o	Sl
financiranju	financiranje	Ncnsl
,	,	Z
Agencija	agencija	Ncfsn
za	za	Sa
plaćanja	plaćanje	Ncnpa
će	htjeti	Var3s
donijeti	donijeti	Vmn
Odluku	odluka	Ncfsa
o	o	Sl
poništenju	poništenje	Ncnsl
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Ukoliko	ukoliko	Cs
korisnik	korisnik	Ncmsn
podnese	podnijeti	Vmr3s
Zahtjev	zahtjev	Ncmsan
za	za	Sa
odustajanje	odustajanje	Ncnsa
nakon	nakon	Sg
donošenja	donošenje	Ncnsg
Odluke	odluka	Ncfsg
o	o	Sl
prihvatljivosti	prihvatljivost	Ncfsl
i	i	Cc
sklapanja	sklapanje	Ncnsg
Ugovora	ugovor	Ncmsg
o	o	Sl
financiranju	financiranje	Ncnsl
ili	ili	Cc
nakon	nakon	Sg
donošenja	donošenje	Ncnsg
Odluke	odluka	Ncfsg
o	o	Sl
dodjeli	dodjela	Ncfsl
sredstava	sredstvo	Ncnpg
,	,	Z
Agencija	agencija	Ncfsn
za	za	Sa
plaćanja	plaćanje	Ncnpa
će	htjeti	Var3s
korisniku	korisnik	Ncmsd
izdati	izdati	Vmn
Odluku	odluka	Ncfsa
o	o	Sl
poništenju	poništenje	Ncnsl
te	te	Cc
raskinuti	raskinuti	Vmn
Ugovor	ugovor	Ncmsan
o	o	Sl
financiranju	financiranje	Ncnsl
.	.	Z

(	(	Z
5	5	Mdc
)	)	Z
Ukoliko	ukoliko	Cs
je	biti	Var3s
izdana	izdati	Appfsny
Odluka	odluka	Ncfsn
o	o	Sl
prihvatljivosti	prihvatljivost	Ncfsl
i	i	Cc
sklopljen	sklopiti	Appmsnn
Ugovor	ugovor	Ncmsn
o	o	Sl
financiranju	financiranje	Ncnsl
,	,	Z
a	a	Cc
nakon	nakon	Sg
toga	taj	Pd-nsg
je	biti	Var3s
korisniku	korisnik	Ncmsd
izdana	izdati	Appfsny
Odluka	odluka	Ncfsn
o	o	Sl
odbijanju	odbijanje	Ncnsl
,	,	Z
Agencija	agencija	Ncfsn
za	za	Sa
plaćanja	plaćanje	Ncnpa
će	htjeti	Var3s
izdati	izdati	Vmn
Odluku	odluka	Ncfsa
o	o	Sl
poništenju	poništenje	Ncnsl
i	i	Cc
Izjavu	izjava	Ncfsa
o	o	Sl
raskidu	raskid	Ncmsl
Ugovora	ugovor	Ncmsg
o	o	Sl
financiranju	financiranje	Ncnsl
.	.	Z

(	(	Z
6	6	Mdc
)	)	Z
Agencija	agencija	Ncfsn
za	za	Sa
plaćanja	plaćanje	Ncnpa
će	htjeti	Var3s
donijeti	donijeti	Vmn
Odluku	odluka	Ncfsa
o	o	Sl
poništenju	poništenje	Ncnsl
i	i	Cc
u	u	Sl
sljedećim	sljedeći	Ncfsl

