uprave	uprava	Ncfsg
ZOS-a	zos-	Ncmsg
:	:	Z
2.	2.	Mdo
a	a	Cc
za	za	Sa
skupinu	skupina	Ncfsa
neživotnih	neživotan	Agpnpgy
osiguranja	osiguranje	Ncnpg
–	–	Z
članak	članak	Ncmsn
24.	24.	Mdo
stavak	stavak	Ncmsn
2.	2.	Mdo
alineja	alineja	Ncfsn
1.	1.	Mdo
ZOS-a	zos-	Ncmsg
i	i	Cc
za	za	Sa
dvije	dva	Mlcf-a
ili	ili	Cc
više	mnogo	Rgc
vrsta	vrsta	Ncfpg
neživotnih	neživotan	Agpnpgy
osiguranja	osiguranje	Ncnpg
4.500,00	4.500,00	Mdc
kn	KN	Xf
45.000,00	45.000,00	Mdc
kn	KN	Y
2.	2.	Mdo
b	b	X
za	za	Sa
skupinu	skupina	Ncfsa
životnih	životan	Agpnpgy
osiguranja	osiguranje	Ncnpg
–	–	Z
članak	članak	Ncmsn
24.	24.	Mdo
stavak	stavak	Ncmsn
2.	2.	Mdo
alineja	alineja	Ncfsn
2.	2.	Mdo
ZOS-a	zos-	Ncmsg
i	i	Cc
za	za	Sa
dvije	dva	Mlcf-a
ili	ili	Cc
više	mnogo	Rgc
vrsta	vrsta	Ncfpg
životnih	životan	Agpnpgy
osiguranja	osiguranje	Ncnpg
4.500,00	4.500,00	Mdc
kn	KN	Xf
45.000,00	45.000,00	Mdc
kn	KN	Ncfpg
2.	2.	Mdo
c	C	X
za	za	Sa
jednu	jedan	Mlcfsa
vrstu	vrsta	Ncfsa
osiguranja	osiguranje	Ncnsg
unutar	unutar	Sg
skupine	skupina	Ncfsg
neživotnog	neživotan	Agpmsgy
ili	ili	Cc
životnog	životan	Agpnsgy
osiguranja	osiguranje	Ncnsg
–	–	Z
članak	članak	Ncmsn
24.	24.	Mdo
stavak	stavak	Ncmsn
2.	2.	Mdo
alineja	alineja	Ncfsn
3.	3.	Mdo
ZOS-a	ZOS	Npmsg
,	,	Z
3.000,00	3.000,00	Mdc
kn	kn	Npfpg
30.000,00	30.000,00	Mdc
kn	KN	Y
2.	2.	Mdo
d	d	X
za	za	Sa
rizike	rizik	Ncmpa
koji	koji	Pi-mpn
pripadaju	pripadati	Vmr3p
određenoj	određen	Agpfsly
vrsti	vrsta	Ncfsl
osiguranja	osiguranje	Ncnsg
–	–	Z
članak	članak	Ncmsn
24.	24.	Mdo
stavak	stavak	Ncmsn
2.	2.	Mdo
alineja	alineja	Ncfsn
4.	4.	Mdo
i	i	Cc
za	za	Sa
podskupine	podskupina	Ncfpa
neživotnih	neživotan	Agpnpgy
osiguranja	osiguranje	Ncnpg
iz	iz	Sg
članka	članak	Ncmsg
24.	24.	Mdo
stavaka	stavak	Ncmpg
3.	3.	Mdo
ZOS-a	ZOS	Npmsg
–	–	Z
članak	članak	Ncmsn
24.	24.	Mdo
stavak	stavak	Ncmsn
2.	2.	Mdo
alineja	alineja	Ncfsn
5.	5.	Mdo
ZOS-a	zos-	Ncmsg
3.000,00	3.000,00	Mdc
kn	KN	Ncmsan
30.000,00	30.000,00	Mdc
kn	KN	Ncmsn
3.	3.	Mdo
Izdavanje	izdavanje	Ncnsn
odobrenja	odobrenje	Ncnsg
društvu	društvo	Agpnsny
za	za	Sa
osiguranje	osiguranje	Ncnsa
odnosno	odnosno	Rgp
društvu	društvo	Agpnsny
za	za	Sa
reosiguranje	reosiguranje	Ncnsa
za	za	Sa
obavljanje	obavljanje	Ncnsa
poslova	posao	Ncmpg
reosiguranja	reosiguranje	Ncnsg
–	–	Z
članak	članak	Ncmsn
24.	24.	Mdo
stavak	stavak	Ncmsn
7.	7.	Mdo
ZOS-a	ZOS	Npmsg
i	i	Cc
članak	članak	Ncmsn
24.	24.	Mdo
stavak	stavak	Ncmsn
9.	9.	Mdo
ZOS-a	zos-	Ncmsg
3.	3.	Mdo
a	a	Cc
za	za	Sa
skupinu	skupina	Ncfsa
neživotnih	neživotan	Agpnpgy
osiguranja	osiguranje	Ncnpg
4.500,00	4.500,00	Mdc
kn	KN	Xf
45.000,00	45.000,00	Mdc
kn	KN	Y
3.	3.	Mdo
b	b	X
za	za	Sa
skupinu	skupina	Ncfsa
životnih	životan	Agpnpgy
osiguranja	osiguranje	Ncnpg
ili	ili	Cc
4.500,00	4.500,00	Mdc
kn	KN	Xf
45.000,00	45.000,00	Mdc
kn	KN	Ncfpg
3.	3.	Mdo
c	C	X
za	za	Sa
skupinu	skupina	Ncfsa
životnih	životan	Agpmpgy
i	i	Cc
skupinu	skupina	Ncfsa
neživotnih	neživotan	Agpnpgy
osiguranja	osiguranje	Ncnpg
6.500,00	6.500,00	Mdc
kn	KN	Xf
65.000,00	65.000,00	Mdc
kn	KN	Ncmsn
4.	4.	Mdo
Izdavanje	izdavanje	Ncnsn
potvrde	potvrda	Ncfsg
o	o	Sl
izdanim	izdan	Agpfply
dozvolama	dozvola	Ncfpl
,	,	Z
odobrenjima	odobrenje	Ncnpl
ili	ili	Cc
suglasnostima	suglasnost	Ncfpl
društvu	društvo	Ncnsl
za	za	Sa
osiguranje	osiguranje	Ncnsa
,	,	Z
odnosno	odnosno	Rgp
društvu	društvo	Agpnsny
za	za	Sa
reosiguranje	reosiguranje	Ncnsa
,	,	Z
društvu	društvo	Ncnsl
za	za	Sa
uzajamno	uzajaman	Agpnsay
osiguranje	osiguranje	Ncnsa
ili	ili	Cc
za	za	Sa
izdavanje	izdavanje	Ncnsa
potvrde	potvrda	Ncfsg
o	o	Sl
udjelu	udjel	Ncmsl
društva	društvo	Ncnsg
za	za	Sa
osiguranje	osiguranje	Ncnsa
u	u	Sl
premiji	premija	Ncfsl
svih	sav	Agpnpgy
društava	društvo	Ncnpg
za	za	Sa
osiguranje	osiguranje	Ncnsa
–	–	Z
podataka	podatak	Ncmpg
o	o	Sl
ostvarenoj	ostvariti	Agpfsly
dobiti	dobit	Ncfsl
prema	prema	Sl
financijskim	financijski	Agpmply
izvještajima	izvještaj	Ncmpl
i	i	Cc
slično	slično	Rgp
100,00	100,00	Mdc
kn	KN	Y
1.000,00	1.000,00	Mdc
kn	KN	Ncmsn
5.	5.	Mdo
Izdavanje	izdavanje	Ncnsn
odobrenja	odobrenje	Ncnsg
za	za	Sa
stjecanje	stjecanje	Ncnsa
kvalificiranog	kvalificiran	Agpmsgy
udjela	udjel	Ncmsg
u	u	Sl
društvu	društvo	Ncnsl
za	za	Sa
osiguranje	osiguranje	Ncnsa
odnosno	odnosno	Rgp
društvu	društvo	Agpnsny
za	za	Sa
reosiguranje	reosiguranje	Ncnsa
–	–	Z
članak	članak	Ncmsn
36.	36.	Mdo
stavak	stavak	Ncmsn
1.	1.	Mdo
ZOS-a	ZOS-a	Sa
Izdavanje	izdavanje	Ncnsa
odobrenja	odobrenje	Ncnsg
imatelju	imatelj	Ncmsd
kvalificiranih	kvalificiran	Agpmpgy
udjela	udjel	Ncmpg
za	za	Sa
svako	svaki	Pi-nsa
daljnje	daljnji	Agpnsay
stjecanje	stjecanje	Ncnsa
dionica	dionica	Ncfpg
društva	društvo	Ncnsg
za	za	Sa
osiguranje	osiguranje	Ncnsa
odnosno	odnosno	Rgp
društva	društvo	Ncnsg
za	za	Sa
reosiguranje	reosiguranje	Ncnsa
–	–	Z
članak	članak	Ncmsn
36.	36.	Mdo
stavak	stavak	Ncmsn
2.	2.	Mdo
,	,	Z
stavak	stavak	Ncmsn
3.	3.	Mdo
i	i	Cc
stavak	stavak	Ncmsan
6.	6.	Mdo
ZOS-a	zos-	Ncmsg
1.000,00	1.000,00	Mdc
kn	KN	Ncmsan
10.000,00	10.000,00	Mdc
kn	KN	Ncmsn
6.	6.	Mdo
Izdavanje	izdavanje	Ncnsn
odobrenja	odobrenje	Ncnsg
za	za	Sa
pripajanje	pripajanje	Ncnsa
,	,	Z
spajanje	spajanje	Ncnsa
i	i	Cc
podjelu	podjela	Ncfsa
društva	društvo	Ncnsg
za	za	Sa
osiguranje	osiguranje	Ncnsa
odnosno	odnosno	Rgp
društava	društvo	Ncnpg
za	za	Sa
reosiguranje	reosiguranje	Ncnsa
–	–	Z
članak	članak	Ncmsn
48.	48.	Mdo

ZOS-a	zos-	Ncmsg
5.000,00	5.000,00	Mdc
kn	KN	Xf
50.000,00	50.000,00	Mdc
kn	KN	Ncmsn
7.	7.	Mdo
Izdavanje	izdavanje	Ncnsn
odobrenja	odobrenje	Ncnsg
za	za	Sa
obavljanje	obavljanje	Ncnsa
funkcije	funkcija	Ncfsg
člana	član	Ncmsg
uprave	uprava	Ncfsg
/	/	Z
izvršnog	izvršan	Agpmsgy
direktora	direktor	Ncmsg
društva	društvo	Ncnsg
za	za	Sa
osiguranje	osiguranje	Ncnsa
odnosno	odnosno	Rgp
društva	društvo	Ncnsg
za	za	Sa
reosiguranje	reosiguranje	Ncnsa
–	–	Z
članak	članak	Ncmsn
52.	52.	Mdo
stavak	stavak	Ncmsn
2.	2.	Mdo
ZOS-a	ZOS	Npmsg
i	i	Cc
Izdavanje	izdavanje	Ncnsn
odobrenja	odobrenje	Ncnsg
za	za	Sa
obavljanje	obavljanje	Ncnsa
funkcije	funkcija	Ncfsg
člana	član	Ncmsg
uprave	uprava	Ncfsg
društva	društvo	Ncnsg
za	za	Sa
uzajamno	uzajaman	Agpnsay
osiguranje	osiguranje	Ncnsa
–	–	Z
članak	članak	Ncmsn
365.	365.	Mdo

ZOS-a	zos-	Ncmsg
850,00	850,00	Mdc
kn	KN	Xf
8.500,00	8.500,00	Mdc
kn	KN	Ncmsn
8.	8.	Mdo
Obavijest	obavijest	Ncfsn
nadležnom	nadležan	Agpnsly
nadzornom	nadzorni	Agpnsly
tijelu	tijelo	Ncnsl
države	država	Ncfsg
članice	članica	Ncfsg
i	i	Cc
društvu	društvo	Ncnsl
za	za	Sa
osiguranje	osiguranje	Ncnsa
iz	iz	Sg
Republike	republika	Ncfsg
Hrvatske	hrvatski	Agpfsgy
o	o	Sl
obavljanju	obavljanje	Ncnsl
poslova	posao	Ncmpg
osiguranja	osiguranje	Ncnsg
u	u	Sl
toj	taj	Pd-fsl
državi	država	Ncfsl
članici	članica	Ncfsl
preko	preko	Sg
podružnice	podružnica	Ncfsg
,	,	Z
odnosno	odnosno	Rgp
obavijest	obavijest	Ncfsn
nadležnom	nadležan	Agpnsly
nadzornom	nadzorni	Agpnsly
tijelu	tijelo	Ncnsl
države	država	Ncfsg
članice	članica	Ncfsg
i	i	Cc
društvu	društvo	Ncnsl
za	za	Sa
reosiguranje	reosiguranje	Ncnsa
o	o	Sl
obavljanju	obavljanje	Ncnsl
poslova	posao	Ncmpg
reosiguranja	reosiguranje	Ncnsg
u	u	Sl
toj	taj	Pd-fsl
državi	država	Ncfsl
članici	članica	Ncfsl
preko	preko	Sg
podružnice	podružnica	Ncfsg
–	–	Z
članak	članak	Ncmsn
62.	62.	Mdo
stavak	stavak	Ncmsn
2.	2.	Mdo
ZOS-a	zos-	Ncmsg
1.000.00	1.000.00	Mdc
kn	KN	Ncmsan
10.000,00	10.000,00	Mdc
kn	KN	Ncmsn
9.	9.	Mdo
Obavijest	obavijest	Ncfsn
nadležnom	nadležan	Agpnsly
nadzornom	nadzorni	Agpnsly
tijelu	tijelo	Ncnsl
države	država	Ncfsg
članice	članica	Ncfsg
i	i	Cc
društvu	društvo	Ncnsl
za	za	Sa
osiguranje	osiguranje	Ncnsa
iz	iz	Sg
Republike	republika	Ncfsg
Hrvatske	hrvatski	Agpfsgy
o	o	Sl
neposrednom	neposredan	Agpnsly
obavljanju	obavljanje	Ncnsl
poslova	posao	Ncmpg
osiguranja	osiguranje	Ncnsg
u	u	Sl
toj	taj	Pd-fsl
državi	država	Ncfsl
članici	članica	Ncfsl
–	–	Z
članak	članak	Ncmsn
63.	63.	Mdo
stavak	stavak	Ncmsn
2.	2.	Mdo
ZOS-a	zos-	Ncmsg
250,00	250,00	Mdc
kn	KN	Ncmsan
2.500,00	2.500,00	Mdc
kn	KN	Ncmsn
10.	10.	Mdo

Izdavanje	izdavanje	Ncnsn
dozvole	dozvola	Ncfsg
društvu	društvo	Ncnsd
za	za	Sa
osiguranje	osiguranje	Ncnsa
za	za	Sa
osnivanje	osnivanje	Ncnsa
podružnice	podružnica	Ncfsg
u	u	Sl
trećoj	treći	Mlofsl
državi	država	Ncfsl
–	–	Z
članak	članak	Ncmsn
65.	65.	Mdo
stavak	stavak	Ncmsn
2.	2.	Mdo
ZOS-a	zos-	Ncmsg
500,00	500,00	Mdc
kn	KN	Ncmsan
5.000,00	5.000,00	Mdc
kn	KN	Ncmsn
11.	11.	Mdo

Izdavanje	izdavanje	Ncnsn
odobrenja	odobrenje	Ncnsg
društvu	društvo	Ncfpg
za	za	Sa
osiguranje	osiguranje	Ncnsa
odnosno	odnosno	Rgp
društvu	društvo	Agpnsny
za	za	Sa
reosiguranje	reosiguranje	Ncnsa
iz	iz	Sg
treće	treći	Mlofsg
države	država	Ncfsg
za	za	Sa
obavljanje	obavljanje	Ncnsa
poslova	posao	Ncmpg
osiguranja	osiguranje	Ncnsg
preko	preko	Sg
podružnice	podružnica	Ncfsg
osnovane	osnovati	Appfpny
u	u	Sl
Republici	republika	Ncfsl
Hrvatskoj	Hrvatska	Npfsl
–	–	Z
članak	članak	Ncmsn
78.	78.	Mdo
stavak	stavak	Ncmsn
1.	1.	Mdo
ZOS-a	zos-	Ncmsg
i	i	Cc
za	za	Sa
naknadno	naknadan	Agpnsay
izdavanje	izdavanje	Ncnsa
odobrenja	odobrenje	Ncnsg
kojim	koji	Pi-msi
se	sebe	Px--sa
mijenja	mijenjati	Vmr3s
djelatnost	djelatnost	Ncfsn
podružnice	podružnica	Ncfsg
200,00	200,00	Mdc
kn	KN	Y
20.000,00	20.000,00	Mdc
kn	KN	Ncmsn
12.	12.	Mdo

Izdavanje	izdavanje	Ncnsn
dozvole	dozvola	Ncfsg
za	za	Sa
osnivanje	osnivanje	Ncnsa
podružnice	podružnica	Ncfsg
društvu	društvo	Ncnsd
za	za	Sa
osiguranje	osiguranje	Ncnsa
odnosno	odnosno	Rgp

