obrade	obrada	Ncfpa
daljnjem	daljnji	Agpmsly
tekstu	tekst	Ncmsl
:	:	Z
OLAF	OLAF	Npmsn
)	)	Z

6.	6.	Mdo
dopustiti	dopustiti	Vmn
posjet	posjet	Ncmsan
ulaganju	ulaganje	Ncnsd
od	od	Sg
strane	strana	Ncfsg
predstavnika	predstavnik	Ncmpg
Agencije	agencija	Ncfsg
za	za	Sa
plaćanja	plaćanje	Ncnpa
,	,	Z
Ministarstva	ministarstvo	Ncnsg
ARPA-e	ARPA-a	Npfsg
,	,	Z
Europske	europski	Agpfsgy
komisije	komisija	Ncfsg
,	,	Z
Europskog	europski	Agpmsgy
revizorskog	revizorski	Agpmsgy
suda	sud	Ncmsg
i	i	Cc
OLAF-a	OLAF	Npmsg

7.	7.	Mdo
obveza	obveza	Ncfsn
korisnika	korisnik	Ncmpg
da	da	Cs
osigura	osigurati	Vmr3s
da	da	Cs
svi	sav	Agpmpny
podaci	podatak	Ncmpn
i	i	Cc
informacije	informacija	Ncfpn
dostavljeni	dostaviti	Appmpny
Agenciji	agencija	Ncfsl
za	za	Sa
plaćanja	plaćanje	Ncnpa
budu	biti	Var3p
točni	točan	Agpmpny

8.	8.	Mdo
obveza	obveza	Ncfsn
korisnika	korisnik	Ncmpg
da	da	Cs
dostavi	dostaviti	Vmr3s
Agenciji	agencija	Ncfsd
za	za	Sa
plaćanja	plaćanje	Ncnpa
sve	sav	Agpmpay
potrebne	potreban	Agpmpay
podatke	podatak	Ncmpa
koje	koji	Pi-mpa
Agencija	agencija	Ncfsn
za	za	Sa
plaćanja	plaćanje	Ncnpa
zatraži	zatražiti	Vmr3s
i	i	Cc

9.	9.	Mdo
zabrana	zabrana	Ncfsn
poduzimanja	poduzimanje	Ncnsg
radnji	radnja	Ncfpg
koje	koji	Pi-fpn
bi	biti	Vaa3p
mogle	moći	Vmp-pf
dovesti	dovesti	Vmn
do	do	Sg
financiranja	financiranje	Ncnsg
iste	isti	Agpfsgy
aktivnosti	aktivnost	Ncfsg
za	za	Sa
koju	koji	Pi-fsa
je	biti	Var3s
podnesen	podnijeti	Appmsnn
Zahtjev	zahtjev	Ncmsn
za	za	Sa
potporu	potpora	Ncfsa
za	za	Sa
financiranje	financiranje	Ncnsa
unutar	unutar	Sg
EPFRR-a	EPFRR	Npmsg
,	,	Z
drugim	drugi	Mlonpl
sredstvima	sredstvo	Ncnpl
proračuna	proračun	Ncmpg
EU	E	Npmsg
.	.	Z

(	(	Z
8	8	Mdc
)	)	Z
Za	za	Sa
provedbu	provedba	Ncfsa
stavka	stavak	Ncmsg
4.	4.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
korisnik	korisnik	Ncmsn
će	htjeti	Var3s
provesti	provesti	Vmn
obvezu	obveza	Ncfsa
informiranja	informiranje	Ncnsg
o	o	Sl
javnoj	javan	Agpfsly
potpori	potpora	Ncfsl
sukladno	sukladno	Rgp
Prilogu	Prilogu	Npmsn
IV	IV	Mrc
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
.	.	Z

Promjene	promjena	Ncfpn
podataka	podatak	Ncmpg
o	o	Sl
korisniku	korisnik	Ncmsl

Članak	članak	Ncmsn
22.	22.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Promjene	promjena	Ncfpn
podataka	podatak	Ncmpg
o	o	Sl
korisniku	korisnik	Ncmsl
podrazumijevaju	podrazumijevati	Vmr3p
promjene	promjena	Ncfpn
podataka	podatak	Ncmpg
koji	koji	Pi-mpn
se	sebe	Px--sa
nalaze	nalaziti	Vmr3p
u	u	Sl
Evidenciji	evidencija	Ncfsl
korisnika	korisnik	Ncmpg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Promjene	promjena	Ncfsg
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
korisnik	korisnik	Ncmsn
podnosi	podnositi	Vmr3s
putem	put	Sg
AGRONET-a	AGRONET	Npmsg
sukladno	sukladno	Rgp
Vodiču	vodič	Ncmsd
za	za	Sa
upis	upis	Ncmsan
u	u	Sa
Evidenciju	evidencija	Ncfsa
korisnika	korisnik	Ncmpg
potpora	potpora	Ncfpg
u	u	Sl
ruralnom	ruralan	Agpmsly
razvoju	razvoj	Ncmsl
i	i	Cc
ribarstvu	ribarstvo	Ncnsl
,	,	Z
kojeg	koji	Agpmsny
korisnik	korisnik	Ncmsn
može	moći	Vmr3s
preuzeti	preuzeti	Vmn
sa	sa	Sg
službene	služben	Agpfsgy
mrežne	mrežni	Agpfsgy
stranice	stranica	Ncfsg
Agencije	agencija	Ncfsg
za	za	Sa
plaćanja	plaćanje	Ncnpa
(	(	Z
www.apprrr.hr	www.apprrr.hr	X
)	)	Z
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Korisnik	korisnik	Ncmsn
mora	morati	Vmr3s
obavijestiti	obavijestiti	Vmn
Agenciju	agencija	Ncfsa
za	za	Sa
plaćanja	plaćanje	Ncnpa
o	o	Sl
promjenama	promjena	Ncfpl
navedenim	naveden	Agpfply
u	u	Sl
stavku	stavak	Ncmsl
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
nakon	nakon	Sg
pojave	pojava	Ncfsg
događaja	događaj	Ncmsg
koji	koji	Pi-msn
ih	oni	Pp3-pa
je	biti	Var3s
izazvao	izazvati	Vmp-sm
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Po	po	Sl
odobrenju	odobrenje	Ncnsl
/	/	Z
odbijanju	odbijanje	Ncnsl
Zahtjeva	zahtjev	Ncmsg
za	za	Sa
promjenu	promjena	Ncfsa
podataka	podatak	Ncmpg
u	u	Sl
Evidenciji	evidencija	Ncfsl
korisnika	korisnik	Ncmpg
,	,	Z
Agencija	agencija	Ncfsn
za	za	Sa
plaćanja	plaćanje	Ncnpa
će	htjeti	Var3s
korisniku	korisnik	Ncmsd
poslati	poslati	Vmn
putem	put	Sg
elektronske	elektronski	Agpfsgy
pošte	pošta	Ncfsg
obavijest	obavijest	Ncfsn
da	da	Cs
su	biti	Var3p
promjene	promjena	Ncfpn
izvršene	izvršiti	Appfpny
/	/	Z
nisu	biti	Var3p
izvršene	izvršiti	Appfpny
.	.	Z

Promjene	promjena	Ncfpn
Zahtjeva	zahtjev	Ncmpg
za	za	Sa
potporu	potpora	Ncfsa

Članak	članak	Ncmsn
23.	23.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Promjene	promjena	Ncfpn
Zahtjeva	zahtjev	Ncmpg
za	za	Sa
potporu	potpora	Ncfsa
podrazumijevaju	podrazumijevati	Vmr3p
promjenu	promjena	Ncfsa
podataka	podatak	Ncmpg
koji	koji	Pi-mpn
se	sebe	Px--sa
odnose	odnositi	Vmr3p
na	na	Sa
podneseni	podnesen	Agpmsayn
Zahtjev	zahtjev	Ncmsan
za	za	Sa
potporu	potpora	Ncfsa
,	,	Z
a	a	Cc
isti	isti	Agpmsny
su	biti	Var3p
temelj	temelj	Ncmsn
za	za	Sa
provjeru	provjera	Ncfsa
kriterija	kriterij	Ncmpg
prihvatljivosti	prihvatljivost	Ncfsg
sukladno	sukladan	Agpnsny
članku	članak	Ncmsl
12.	12.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
,	,	Z
izuzev	izuzev	Sg
promjena	promjena	Ncfpg
navedenih	naveden	Agpfpgy
u	u	Sl
članku	članak	Ncmsl
22.	22.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z

