opravdanih	opravdati	Agpmpgy
život	život	Ncmsan
ili	ili	Cc
ih	oni	Pp3-pa
ne	ne	Qz
mogu	moći	Vmr3p
ostvariti	ostvariti	Vmn
iz	iz	Sg
svoje	svoj	Px-fsg
imovine	imovina	Ncfsg
i	i	Cc
ako	ako	Cs
su	biti	Var3p
ga	on	Pp3msa
oni	oni	Pp3mpn
uzdržavali	uzdržavati	Vmp-pm
ili	ili	Cc
se	sebe	Px--sa
brinuli	brinuti	Vmp-pm
o	o	Sl
njemu	on	Pp3msl
dulje	dug	Agcnsay
vrijeme	vrijeme	Ncnsa
.	.	Z

Uzdržavanje	uzdržavanje	Ncnsn
bake	baka	Ncfsg
i	i	Cc
djeda	djed	Ncmpg

Članak	članak	Ncmsn
294.	294.	Mdo

Punoljetno	punoljetan	Agpnsny
unuče	unuče	Ncnsn
je	biti	Var3s
dužno	dužan	Agpnsny
uzdržavati	uzdržavati	Vmn
baku	baka	Ncfsa
,	,	Z
odnosno	odnosno	Rgp
djeda	djed	Ncmpg
,	,	Z
ako	ako	Cs
baka	baka	Ncfsn
,	,	Z
odnosno	odnosno	Rgp
djed	djed	Ncmsn
nisu	biti	Var3p
sposobni	sposoban	Agpmpny
za	za	Sa
rad	rad	Ncmsan
,	,	Z
a	a	Cc
nemaju	nemati	Vmr3p
dovoljno	dovoljno	Rgp
sredstava	sredstvo	Ncnpg
za	za	Sa
život	život	Ncmsan
ili	ili	Cc
ih	oni	Pp3-pa
ne	ne	Qz
mogu	moći	Vmr3p
ostvariti	ostvariti	Vmn
iz	iz	Sg
svoje	svoj	Px-fsg
imovine	imovina	Ncfsg
i	i	Cc
ako	ako	Cs
su	biti	Var3p
ga	on	Pp3msa
oni	oni	Pp3mpn
uzdržavali	uzdržavati	Vmp-pm
ili	ili	Cc
su	biti	Var3p
se	sebe	Px--sa
brinuli	brinuti	Vmp-pm
o	o	Sl
njemu	on	Pp3msl
dulje	dug	Agcnsay
vrijeme	vrijeme	Ncnsa
.	.	Z

III	III	Mrc
.	.	Z

UZDRŽAVANJE	uzdržavanje	Ncnsn
BRAČNOG	bračni	Agpmsgy
DRUGA	drug	Ncmsg

Pretpostavke	pretpostavka	Ncfpn
i	i	Cc
određivanje	određivanje	Ncnsa
uzdržavanja	uzdržavanje	Ncnsg

Članak	članak	Ncmsn
295.	295.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Bračni	bračni	Agpmsny
drug	drug	Ncmsn
koji	koji	Pi-msn
nema	nemati	Vmr3s
dovoljno	dovoljno	Rgp
sredstava	sredstvo	Ncnpg
za	za	Sa
život	život	Ncmsan
ili	ili	Cc
ih	oni	Pp3-pa
ne	ne	Qz
može	moći	Vmr3s
ostvariti	ostvariti	Vmn
iz	iz	Sg
svoje	svoj	Px-fsg
imovine	imovina	Ncfsg
,	,	Z
a	a	Cc
nije	biti	Var3s
sposoban	sposoban	Agpmsnn
za	za	Sa
rad	rad	Ncmsan
ili	ili	Cc
se	sebe	Px--sa
ne	ne	Qz
može	moći	Vmr3s
zaposliti	zaposliti	Vmn
,	,	Z
ima	imati	Vmr3s
pravo	pravo	Ncnsa
na	na	Sa
uzdržavanje	uzdržavanje	Ncnsa
od	od	Sg
svojeg	svoj	Px-msg
bračnog	bračni	Agpmsgy
druga	drug	Ncmsg
ako	ako	Cs
ovaj	ovaj	Pd-msn
za	za	Sa
to	taj	Pd-nsa
ima	imati	Vmr3s
dovoljno	dovoljno	Rgp
sredstava	sredstvo	Ncnpg
i	i	Cc
mogućnosti	mogućnost	Ncfsl
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Kad	kad	Cs
određuje	određivati	Vmr3s
uzdržavanje	uzdržavanje	Ncnsa
za	za	Sa
bračnog	bračni	Agpmsayn
druga	drug	Ncmsan
,	,	Z
sud	sud	Ncmsn
posebno	posebno	Rgp
treba	trebati	Vmr3s
uzeti	uzeti	Vmn
u	u	Sa
obzir	obzir	Ncmsan
ostvarivanje	ostvarivanje	Ncnsa
skrbi	skrb	Ncfsg
o	o	Sl
djeci	dijete	Ncnpl
te	te	Cc
podjelu	podjela	Ncfsa
obiteljskih	obiteljski	Agpfpgy
obveza	obveza	Ncfpg
za	za	Sa
trajanja	trajanje	Ncnpa
braka	brak	Ncmsg
.	.	Z

Modaliteti	modalitet	Ncmpn
ispunjenja	ispunjenje	Ncnsg
obveze	obveza	Ncfsg
uzdržavanja	uzdržavanje	Ncnsg

Članak	članak	Ncmsn
296.	296.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Uzdržavanje	uzdržavanje	Ncnsn
za	za	Sa
bračne	bračni	Agpmpay
drugove	drug	Ncmpa
se	sebe	Px--sa
određuje	određivati	Vmr3s
u	u	Sl
redovitim	redovit	Agpmply
mjesečnim	mjesečan	Agpmply
obrocima	obrok	Ncmpl
i	i	Cc
unaprijed	unaprijed	Rgp
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Sud	sud	Ncmsn
može	moći	Vmr3s
na	na	Sa
zahtjev	zahtjev	Ncmsan
jednoga	jedan	Ncmsg
ili	ili	Cc
obaju	oba	Ncmsl
bračnih	bračni	Agpmpgy
drugova	drug	Ncmpg
odrediti	odrediti	Vmn
jednokratnu	jednokratan	Agpfsay
isplatu	isplata	Ncfsa
iznosa	iznos	Ncmsg
za	za	Sa
uzdržavanje	uzdržavanje	Ncnsa
uzimajući	uzimati	Rr
u	u	Sa
obzir	obzir	Ncmsan
okolnosti	okolnost	Ncfsg
slučaja	slučaj	Ncmsg
.	.	Z

Podnošenje	podnošenje	Ncnsn
zahtjeva	zahtjev	Ncmpg
za	za	Sa
uzdržavanje	uzdržavanje	Ncnsa

Članak	članak	Ncmsn
297.	297.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Bračni	bračni	Agpmsny
drug	drug	Ncmsn
može	moći	Vmr3s
podnijeti	podnijeti	Vmn
zahtjev	zahtjev	Ncmsan
za	za	Sa
uzdržavanje	uzdržavanje	Ncnsa
do	do	Sg
zaključenja	zaključenje	Ncnsg
glavne	glavni	Agpfsgy
rasprave	rasprava	Ncfsg
u	u	Sl
parnici	parnica	Ncfsl
za	za	Sa
razvod	razvod	Ncmsan
ili	ili	Cc
poništaj	poništaj	Ncfsn
braka	brak	Ncmsg
,	,	Z
na	na	Sa
što	što	Pi3n-a
ga	on	Pp3msa
je	biti	Var3s
sud	sud	Ncmsn
dužan	dužan	Agpmsnn
upozoriti	upozoriti	Vmn
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Iznimno	iznimno	Rgp
,	,	Z
ako	ako	Cs
u	u	Sl
parnici	parnica	Ncfsl
za	za	Sa
razvod	razvod	Ncmsan
ili	ili	Cc
poništaj	poništaj	Ncfsn
braka	brak	Ncmsg
nije	biti	Var3s
postavljen	postaviti	Appmsnn
zahtjev	zahtjev	Ncmsn
za	za	Sa
uzdržavanje	uzdržavanje	Ncnsa
,	,	Z
bivši	bivši	Agpmsny
bračni	bračni	Agpmsny
drug	drug	Ncmsn
može	moći	Vmr3s
tužbom	tužba	Ncfsi
tražiti	tražiti	Vmn
uzdržavanje	uzdržavanje	Ncnsa
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
šest	šest	Mlc
mjeseci	mjesec	Ncmpg
od	od	Sg
prestanka	prestanak	Ncmsg
braka	brak	Ncmsg
ako	ako	Cs
su	biti	Var3p
pretpostavke	pretpostavka	Ncfpn
za	za	Sa
uzdržavanje	uzdržavanje	Ncnsa
iz	iz	Sg
članka	članak	Ncmsg
295.	295.	Mdo
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
,	,	Z
postojale	postojati	Vmp-pf
u	u	Sl
trenutku	trenutak	Ncmsl
zaključenja	zaključenje	Ncnsg
glavne	glavni	Agpfsgy
rasprave	rasprava	Ncfsg
u	u	Sl
parnici	parnica	Ncfsl
za	za	Sa
razvod	razvod	Ncmsan
ili	ili	Cc
poništaj	poništaj	Ncfsn
braka	brak	Ncmsg
i	i	Cc
trajale	trajati	Vmp-pf
bez	bez	Sg
prestanka	prestanak	Ncmsg
do	do	Sg
zaključenja	zaključenje	Ncnsg
glavne	glavni	Agpfsgy
rasprave	rasprava	Ncfsg
u	u	Sl
parnici	parnica	Ncfsl
za	za	Sa
uzdržavanje	uzdržavanje	Ncnsa
.	.	Z

Trajanje	trajanje	Ncnsn
uzdržavanja	uzdržavanje	Ncnsg

Članak	članak	Ncmsn
298.	298.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Obveza	obveza	Ncfsn
uzdržavanja	uzdržavanje	Ncnsg
bračnog	bračni	Agpmsgy
druga	drug	Ncmsg
može	moći	Vmr3s
trajati	trajati	Vmn
do	do	Sg
godine	godina	Ncfsg
dana	dan	Ncmpg
,	,	Z
ovisno	ovisno	Rgp
o	o	Sl
trajanju	trajanje	Ncnsl
braka	brak	Ncmsg
i	i	Cc
o	o	Sl
mogućnosti	mogućnost	Ncfsl
da	da	Cs
tužitelj	tužitelj	Ncmsn
u	u	Sa
dogledno	dogledan	Agpnsay
vrijeme	vrijeme	Ncnsa
na	na	Sa
drugi	drugi	Mlomsan
način	način	Ncmsan
osigura	osigurati	Vmr3s
sredstva	sredstvo	Ncnpa
za	za	Sa
život	život	Ncmsan
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
U	u	Sl
opravdanim	opravdati	Agpmply
slučajevima	slučaj	Ncmpl
sud	sud	Ncmsn
može	moći	Vmr3s
produljiti	produljiti	Vmn
obvezu	obveza	Ncfsa
uzdržavanja	uzdržavanje	Ncnsg
.	.	Z

Tužba	tužba	Ncfsn
za	za	Sa
produljenje	produljenje	Ncnsa
obveze	obveza	Ncfsg
uzdržavanja	uzdržavanje	Ncnsg
može	moći	Vmr3s
se	sebe	Px--sa
podnijeti	podnijeti	Vmn
samo	samo	Rgp
do	do	Sg
isteka	istek	Ncmsg
vremena	vrijeme	Ncnsg
za	za	Sa
koje	koji	Pi-mpa
je	biti	Var3s
uzdržavanje	uzdržavanje	Ncnsa
određeno	odrediti	Appnsny
.	.	Z

Očita	očit	Agpfsny
nepravda	nepravda	Ncfsn

Članak	članak	Ncmsn
299.	299.	Mdo

Sud	sud	Ncmsn
može	moći	Vmr3s
odbiti	odbiti	Vmn
zahtjev	zahtjev	Ncmsan
za	za	Sa
uzdržavanje	uzdržavanje	Ncnsa
ili	ili	Cc
donijeti	donijeti	Vmn
odluku	odluka	Ncfsa
o	o	Sl
prestanku	prestanak	Ncmsl
obveze	obveza	Ncfsg
uzdržavanja	uzdržavanje	Ncnsg
bračnog	bračni	Agpmsgy
druga	drug	Ncmsg
ako	ako	Cs
bi	biti	Vaa3s
uzdržavanje	uzdržavanje	Ncnsn
predstavljalo	predstavljati	Vmp-sn
,	,	Z
odnosno	odnosno	Rgp
predstavlja	predstavljati	Vmr3s
očitu	očit	Agpfsay
nepravdu	nepravda	Ncfsa
za	za	Sa
drugog	drugi	Mlomsg
bračnog	bračni	Agpmsgy
druga	drug	Ncmsg
koji	koji	Pi-msn
bi	biti	Vaa3s
trebao	trebati	Vmp-sm
plaćati	plaćati	Vmn
,	,	Z
odnosno	odnosno	Rgp
plaća	plaćati	Vmr3s
uzdržavanje	uzdržavanje	Ncnsa
.	.	Z

Prestanak	prestanak	Ncmsn
uzdržavanja	uzdržavanje	Ncnsg

Članak	članak	Ncmsn
300.	300.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Pravo	pravo	Ncnsn
na	na	Sa
uzdržavanje	uzdržavanje	Ncnsa
prestaje	prestajati	Vmr3s
na	na	Sa
dan	dan	Ncmsan
kad	kad	Cs
bivši	bivši	Agpmsny
bračni	bračni	Agpmsny
drug	drug	Ncmsn
koji	koji	Pi-msn
to	taj	Pd-nsa
pravo	pravo	Ncnsa
koristi	koristiti	Vmr3s
sklopi	sklopiti	Vmr3s
novi	nov	Agpmsayn
brak	brak	Ncmsan
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Pravo	pravo	Ncnsn
na	na	Sa
uzdržavanje	uzdržavanje	Ncnsa
bivšeg	bivši	Agpmsgy
bračnog	bračni	Agpmsgy
druga	drug	Ncmsg
prestaje	prestajati	Vmr3s
kad	kad	Cs
taj	taj	Pd-msn
bračni	bračni	Agpmsny
drug	drug	Ncmsn
zasnuje	zasnovati	Vmr3s
izvanbračnu	izvanbračni	Agpfsay
ili	ili	Cc
istospolnu	istospolni	Agpfsay
zajednicu	zajednica	Ncfsa
,	,	Z
odnosno	odnosno	Rgp
kad	kad	Cs
postane	postati	Vmr3s
nedostojan	nedostojan	Agpmsnn
toga	taj	Pd-nsg
prava	pravo	Ncnsg
ili	ili	Cc
kad	kad	Cs
prestanu	prestati	Vmr3p
postojati	postojati	Vmn
pretpostavke	pretpostavka	Ncfpa
na	na	Sl
temelju	temelj	Ncmsl
kojih	koji	Pi-mpg
je	biti	Var3s
uzdržavanje	uzdržavanje	Ncnsn
određeno	odrediti	Appnsny
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Pravo	pravo	Ncnsn
na	na	Sa
uzdržavanje	uzdržavanje	Ncnsa
prestaje	prestajati	Vmr3s
smrću	smrt	Ncfsi
bivšeg	bivši	Agpmsgy
bračnog	bračni	Agpmsgy
druga	drug	Ncmsg
koji	koji	Pi-msn
daje	davati	Vmr3s
ili	ili	Cc
onoga	onaj	Pd-msg
koji	koji	Pi-msn
prima	primati	Vmr3s
uzdržavanje	uzdržavanje	Ncnsa
.	.	Z

Pravo	pravo	Ncnsn
na	na	Sa
povrat	povrat	Ncmsan
isplaćenog	isplatiti	Agpnsgy
uzdržavanja	uzdržavanje	Ncnsg

