propisa	propis	Ncmsg
se	sebe	Px--sa
osigurala	osigurati	Vmp-sf
usklađenost	usklađenost	Ncfsn
s	sa	Si
minimalnim	minimalan	Agpmsiy
potrebnim	potreban	Agpmsiy
kapitalom	kapital	Ncmsi

2.	2.	Mdo
naložiti	naložiti	Vmn
upravi	uprava	Ncfsl
društva	društvo	Ncnsg
za	za	Sa
osiguranje	osiguranje	Ncnsa
i	i	Cc
nadzornom	nadzorni	Agpmsly
odboru	odbor	Ncmsl
sazivanje	sazivanje	Ncnsn
glavne	glavni	Agpfsgy
skupštine	skupština	Ncfsg
društva	društvo	Ncnsg
za	za	Sa
osiguranje	osiguranje	Ncnsa
te	te	Cc
predlaganje	predlaganje	Ncnsa
odgovarajućih	odgovarajući	Agpfpgy
odluka	odluka	Ncfpg

3.	3.	Mdo
zabraniti	zabraniti	Vmn
društvu	društvo	Ncnsd
za	za	Sa
osiguranje	osiguranje	Ncnsa
sklapanje	sklapanje	Ncnsa
novih	nov	Agpmpgy
ugovora	ugovor	Ncmpg
o	o	Sl
osiguranju	osiguranje	Ncnsl
u	u	Sl
pojedinim	pojedini	Agpfply
ili	ili	Cc
svim	sav	Agpfply
vrstama	vrsta	Ncfpl
osiguranja	osiguranje	Ncnsg

4.	4.	Mdo
zabraniti	zabraniti	Vmn
društvu	društvo	Ncnsd
za	za	Sa
osiguranje	osiguranje	Ncnsa
obavljanje	obavljanje	Ncnsa

