uspostavi	uspostaviti	Vmr3s
zabraniti	zabraniti	Vmn
rad	rad	Ncmsan
u	u	Sl
zoni	zona	Ncfsl
povećanog	povećan	Agpmsgy
rizika	rizik	Ncmsg
.	.	Z

Predvidivo	predvidiv	Agpnsny
izlaganje	izlaganje	Ncnsn

Članak	članak	Ncmsn
11.	11.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Pri	pri	Sl
obavljanju	obavljanje	Ncnsl
određenih	određen	Agpmpgy
poslova	posao	Ncmpg
(	(	Z
kao	kao	Cs
što	što	Cs
su	biti	Var3p
održavanje	održavanje	Ncnsn
,	,	Z
sanacija	sanacija	Ncfsn
,	,	Z
rušenje	rušenje	Ncnsn
,	,	Z
kontrola	kontrola	Ncfsn
,	,	Z
popravci	popravak	Ncmpn
strojeva	stroj	Ncmpg
,	,	Z
uređaja	uređaj	Ncmpg
,	,	Z
naprava	naprava	Ncfsn
i	i	Cc
građevina	građevina	Ncfpg
i	i	Cc
sl.	sl.	Y
)	)	Z
za	za	Sa
koje	koji	Pi-mpa
je	biti	Var3s
poslodavac	poslodavac	Ncmsn
predvidio	predvidjeti	Vmp-sm
znatno	znatan	Agpnsay
povećanje	povećanje	Ncnsa
izloženosti	izloženost	Ncfsg
radnika	radnik	Ncmpg
i	i	Cc
za	za	Sa
koje	koji	Pi-mpa
je	biti	Var3s
poduzeo	poduzeti	Vmp-sm
sve	sav	Agpfpay
tehničke	tehnički	Agpfpay
preventivne	preventivan	Agpfpay
mjere	mjera	Ncfpa
za	za	Sa
smanjenje	smanjenje	Ncnsa
izloženosti	izloženost	Ncfsg
,	,	Z
poslodavac	poslodavac	Ncmsn
mora	morati	Vmr3s
,	,	Z
nakon	nakon	Sg
savjetovanja	savjetovanje	Ncnsg
s	sa	Si
radnicima	radnik	Ncmpi
ili	ili	Cc
njihovim	njihov	Ps3mpd
predstavnicima	predstavnik	Ncmpd
te	te	Cc
sa	sa	Si
stručnjakom	stručnjak	Ncmsi
zaštite	zaštita	Ncfsg
na	na	Sl
radu	rad	Ncmsl
,	,	Z
odrediti	odrediti	Vmn
daljnje	daljnji	Agpfpay
mjere	mjera	Ncfpa
zaštite	zaštita	Ncfsg
kojima	koji	Pi-fpi
će	htjeti	Var3s
smanjiti	smanjiti	Vmn
izloženost	izloženost	Ncfsa
i	i	Cc
osigurati	osigurati	Vmn
sigurnost	sigurnost	Ncfsa
i	i	Cc
zaštitu	zaštita	Ncfsa
zdravlja	zdravlje	Ncnsg
radnika	radnik	Ncmpg
pri	pri	Sl
obavljanju	obavljanje	Ncnsl
takvih	takav	Pd-mpg
poslova	posao	Ncmpg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
U	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
odredbom	odredba	Ncfsi
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
,	,	Z
poslodavac	poslodavac	Ncmsn
mora	morati	Vmr3s
svim	sav	Agpmpdy
izloženim	izložen	Agpmpdy
radnicima	radnik	Ncmpd
osigurati	osigurati	Vmn
potrebnu	potreban	Agpfsay
osobnu	osoban	Agpfsay
zaštitnu	zaštitni	Agpfsay
opremu	oprema	Ncfsa
te	te	Cc
osigurati	osigurati	Vmn
da	da	Cs
radnici	radnik	Ncmpn
istu	isti	Agpfsay
koriste	koristiti	Vmr3p
tijekom	tijekom	Sg
predviđene	predvidjeti	Agpfsgy
izloženosti	izloženost	Ncfsg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Poslodavac	poslodavac	Ncmsn
mora	morati	Vmr3s
posebno	posebno	Rgp
za	za	Sa
svakog	svaki	Pi-msay
radnika	radnik	Ncmsay
ograničiti	ograničiti	Vmn
izloženost	izloženost	Ncfsa
na	na	Sa
najkraće	kratak	Agpnsay
moguće	moguć	Agpnsay
vrijeme	vrijeme	Ncnsa
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Poslodavac	poslodavac	Ncmsn
mora	morati	Vmr3s
poduzeti	poduzeti	Vmn
odgovarajuće	odgovarajući	Agpfpay
mjere	mjera	Ncfpa
kako	kako	Cs
bi	biti	Vaa3s
se	sebe	Px--sa
osiguralo	osigurati	Vmp-sn
da	da	Cs
su	biti	Var3p
područja	područje	Ncnpn
u	u	Sl
kojima	koji	Pi-npl
se	sebe	Px--sa
obavljaju	obavljati	Vmr3p
poslovi	posao	Ncmpn
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
jasno	jasno	Rgp
ograničena	ograničiti	Appfsny
i	i	Cc
obilježena	obilježiti	Appfsny
ili	ili	Cc
kojima	koji	Pi-mpd
je	biti	Var3s
na	na	Sa
drugi	drugi	Mlomsan
način	način	Ncmsan
neovlaštenim	neovlašten	Agpfpdy
osobama	osoba	Ncfpd
spriječen	spriječiti	Appmsnn
pristup	pristup	Ncmsn
u	u	Sa
ta	taj	Pd-npa
područja	područje	Ncnpa
.	.	Z

Pristup	pristup	Ncmsn
u	u	Sa
opasno	opasan	Agpnsay
područje	područje	Ncnsa

Članak	članak	Ncmsn
12.	12.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Poslodavac	poslodavac	Ncmsn
mora	morati	Vmr3s
poduzeti	poduzeti	Vmn
prikladne	prikladan	Agpfpay
mjere	mjera	Ncfpa
kojima	koji	Pi-fpi
će	htjeti	Var3s
osigurati	osigurati	Vmn
da	da	Cs
je	biti	Var3s
pristup	pristup	Ncmsn
u	u	Sa
područje	područje	Ncnsa
u	u	Sl
kojem	koji	Pi-nsl
se	sebe	Px--sa
obavljaju	obavljati	Vmr3p
poslovi	posao	Ncmpn
pri	pri	Sl
kojima	koji	Pi-mpl
postoji	postojati	Vmr3s
opasnost	opasnost	Ncfsa
po	po	Sa
sigurnost	sigurnost	Ncfsa
ili	ili	Cc
zdravlje	zdravlje	Ncnsn
radnika	radnik	Ncmpg
zbog	zbog	Sg
izloženosti	izloženost	Ncfsg
karcinogenima	karcinogen	Agpfpiy
i	i	Cc
/	/	Z
ili	ili	Cc
mutagenima	mutagen	Ncmpi
,	,	Z
dopušten	dopustiti	Appmsnn
samo	samo	Rgp
onim	onaj	Pd-mpd
radnicima	radnik	Ncmpd
koji	koji	Pi-mpn
zbog	zbog	Sg
prirode	priroda	Ncfsg
svoga	svoj	Px-msg
posla	posao	Ncmsg
moraju	morati	Vmr3p
raditi	raditi	Vmn
ili	ili	Cc
ulaziti	ulaziti	Vmn
u	u	Sa
ta	taj	Pd-npa
područja	područje	Ncnpa
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Područja	područje	Ncnsg
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
moraju	morati	Vmr3p
biti	biti	Van
jasno	jasno	Rgp
označena	označiti	Appfsny
.	.	Z

Higijena	higijena	Ncfsn
i	i	Cc
osobna	osoban	Agpfsny
zaštita	zaštita	Ncfsn

Članak	članak	Ncmsn
13.	13.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Poslodavac	poslodavac	Ncmsn
je	biti	Var3s
kod	kod	Sg
svih	sav	Agpmpgy
poslova	posao	Ncmpg
,	,	Z
kod	kod	Sg
kojih	koji	Pi-mpg
postoji	postojati	Vmr3s
opasnost	opasnost	Ncfsn
od	od	Sg
zagađivanja	zagađivanje	Ncnsg
karcinogenima	karcinogen	Agpmpdy
i	i	Cc
/	/	Z
ili	ili	Cc
mutagenima	mutagen	Ncmpl
,	,	Z
obvezan	obvezan	Agpmsann
poduzeti	poduzeti	Vmn
prikladne	prikladan	Agpfpay
mjere	mjera	Ncfpa
kojima	koji	Pi-fpi
će	htjeti	Var3s
osigurati	osigurati	Vmn
:	:	Z

1	1	Mdc
)	)	Z
da	da	Cs
radnici	radnik	Ncmpn
ne	ne	Qz
konzumiraju	konzumirati	Vmr3p
hranu	hrana	Ncfsa
i	i	Cc
piće	piće	Ncnsa
te	te	Cc
duhanske	duhanski	Agpmpay
proizvode	proizvod	Ncmpa
u	u	Sl
područjima	područje	Ncnpl
rada	rad	Ncmsg
gdje	gdje	Cs
postoji	postojati	Vmr3s
rizik	rizik	Ncmsan
od	od	Sg
zagađivanja	zagađivanje	Ncnsg
karcinogenima	karcinogen	Agpmpdy
i	i	Cc
/	/	Z
ili	ili	Cc
mutagenima	mutagen	Ncmpi
,	,	Z

2	2	Mdc
)	)	Z
da	da	Cs
radnici	radnik	Ncmpn
budu	biti	Var3p
opremljeni	opremiti	Appmpny
odgovarajućom	odgovarajući	Agpfsiy
zaštitnom	zaštitni	Agpfsiy
opremom	oprema	Ncfsi
,	,	Z

3	3	Mdc
)	)	Z
da	da	Cs
se	sebe	Px--sa
odvoje	odvojiti	Vmr3p
mjesta	mjesto	Ncnpn
odlaganja	odlaganje	Ncnsg
radne	radni	Agpfsgy
ili	ili	Cc
zaštitne	zaštitni	Agpfsgy
odjeće	odjeća	Ncfsg
od	od	Sg
mjesta	mjesto	Ncnsg
odlaganja	odlaganje	Ncnsg
civilne	civilan	Agpfsgy
odjeće	odjeća	Ncfsg
,	,	Z

4	4	Mdc
)	)	Z
da	da	Cs
su	biti	Var3p
radnicima	radnik	Ncmpi
osigurane	osigurati	Appfpny
prikladne	prikladan	Agpfpny
prostorije	prostorija	Ncfpn
za	za	Sa
pranje	pranje	Ncnsa
i	i	Cc
obavljanje	obavljanje	Ncnsa
nužde	nužda	Ncfsg
,	,	Z

5	5	Mdc
)	)	Z
da	da	Cs
se	sebe	Px--sa
osobna	osoban	Agpfsny
zaštitna	zaštitni	Agpfsny
oprema	oprema	Ncfsn
na	na	Sa
prikladan	prikladan	Agpmsann
način	način	Ncmsan
drži	držati	Vmr3s
na	na	Sa
jasno	jasno	Rgp
označenom	označiti	Agpnsly
mjestu	mjesto	Ncnsl
te	te	Cc
provjerava	provjeravati	Vmr3s
i	i	Cc
čisti	čistiti	Vmr3s
,	,	Z
ako	ako	Cs
je	biti	Var3s
moguće	moguć	Agpnsny
prije	prije	Rgp
,	,	Z
a	a	Cc
obavezno	obavezno	Rgp
poslije	poslije	Sg
svake	svaki	Pi-fsg
uporabe	uporaba	Ncfsg
,	,	Z

6	6	Mdc
)	)	Z
da	da	Cs
se	sebe	Px--sa
neispravna	neispravan	Agpfsny
osobna	osoban	Agpfsny
zaštitna	zaštitni	Agpfsny
oprema	oprema	Ncfsn
popravi	popraviti	Vmr3s
ili	ili	Cc
zamijeni	zamijeniti	Vmr3s
prije	prije	Sg
daljnje	daljnji	Agpfsgy
uporabe	uporaba	Ncfsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Radnici	radnik	Ncmpn
ne	ne	Qz
smiju	smjeti	Vmr3p
snositi	snositi	Vmn
troškove	trošak	Ncmpa
mjera	mjera	Ncfpg
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
.	.	Z

Obavješćivanje	obavješćivanje	Ncnsn
i	i	Cc
osposobljavanje	osposobljavanje	Ncnsa
radnika	radnik	Ncmpg

Članak	članak	Ncmsn
14.	14.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Poslodavac	poslodavac	Ncmsn
mora	morati	Vmr3s
osigurati	osigurati	Vmn
da	da	Cs
su	biti	Var3p
radnici	radnik	Ncmpn
koji	koji	Pi-mpn
rade	raditi	Vmr3p
s	sa	Si
karcinogenima	karcinogen	Agpmpiy
i	i	Cc
/	/	Z
ili	ili	Cc
mutagenima	mutagen	Ncmpi
prije	prije	Sg
početka	početak	Ncmsg
poslova	posao	Ncmpg
osposobljeni	osposobiti	Appmpny
za	za	Sa
rad	rad	Ncmsan
na	na	Sa
siguran	siguran	Agpmsann
način	način	Ncmsan
,	,	Z
na	na	Sl
temelju	temelj	Ncmsl
svih	sav	Agpmpgy
raspoloživih	raspoloživ	Agpmpgy
podataka	podatak	Ncmpg
,	,	Z
a	a	Cc
posebno	posebno	Rgp
u	u	Sl
obliku	oblik	Ncmsl
obavijesti	obavijest	Ncfsl
ili	ili	Cc
uputa	uputa	Ncfsn
o	o	Sl
:	:	Z

1	1	Mdc
)	)	Z
potencijalnim	potencijalan	Agpmpiy
rizicima	rizik	Ncmpi
po	po	Sa
zdravlje	zdravlje	Ncnsa
,	,	Z
uključujući	uključivati	Rr
i	i	Qo
dodatne	dodatan	Agpfpay
opasnosti	opasnost	Ncfpa
zbog	zbog	Sg
pušenja	pušenje	Ncnsg
,	,	Z

2	2	Mdc
)	)	Z
mjerama	mjera	Ncfpl
opreza	oprez	Ncmsg
koje	koji	Pi-nsa
treba	trebati	Vmr3s
poduzeti	poduzeti	Vmn
radi	radi	Sg
sprječavanja	sprječavanje	Ncnsg
izlaganja	izlaganje	Ncnsg
,	,	Z

3	3	Mdc
)	)	Z
higijenskim	higijenski	Agpmpiy
zahtjevima	zahtjev	Ncmpi
,	,	Z

4	4	Mdc
)	)	Z
uporabi	uporabiti	Vmr3s
osobne	osoban	Agpfpay
zaštitne	zaštitni	Agpfpay
opreme	oprema	Ncfpa
,	,	Z

5		Agpfpiy
)	)	Z
aktivnostima	aktivnost	Ncfpl
koje	koji	Pi-fpn
trebaju	trebati	Vmr3p
poduzeti	poduzet	Agpmpny
radnici	radnik	Ncmpn
,	,	Z
uključujući	uključivati	Rr
i	i	Cc
spasioce	spasioca	Ncfpa
u	u	Sl
slučaju	slučaj	Ncmsl
nezgoda	nezgoda	Ncfsn
te	taj	Pd-fsg
za	za	Sa
sprečavanje	sprečavanje	Ncnsa
nezgoda	nezgoda	Ncfpg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Osposobljavanje	osposobljavanje	Ncnsn
se	sebe	Px--sa
mora	morati	Vmr3s
provoditi	provoditi	Vmn
na	na	Sa
način	način	Ncmsan
da	da	Cs
se	sebe	Px--sa
uključe	uključiti	Vmr3p
saznanja	saznanje	Ncnpn
o	o	Sl
novim	nov	Agpfply
ili	ili	Cc
izmijenjenim	izmijeniti	Agpfpiy
opasnostima	opasnost	Ncfpi
te	te	Cc
da	da	Cs
se	sebe	Px--sa
po	po	Sl
potrebi	potreba	Ncfsl
utvrde	utvrda	Ncfsg
obveze	obveza	Ncfsg
periodičke	periodički	Agpfsgy
provjere	provjera	Ncfsg
znanja	znanje	Ncnsg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Poslodavac	poslodavac	Ncmsn
mora	morati	Vmr3s
u	u	Sa
postupke	postupak	Ncmpa
osposobljavanja	osposobljavanje	Ncnsg
radnika	radnik	Ncmpg
za	za	Sa
rad	rad	Ncmsan
na	na	Sa
siguran	siguran	Agpmsann
način	način	Ncmsan
uključiti	uključiti	Vmn
upute	uputa	Ncfpa
i	i	Cc
smjernice	smjernica	Ncfpa
za	za	Sa
rad	rad	Ncmsan
s	sa	Si

