predmetna	predmetni	Agpfsny
Odlukom	odluka	Ncfsi
o	o	Sl
dodjeli	dodjela	Ncfsl
sredstava	sredstvo	Ncnpg
iz	iz	Sg
članka	članak	Ncmsg
13.	13.	Mdo
stavka	stavak	Ncmsg
1.	1.	Mdo
točke	točka	Ncfsg
a	a	Cc
)	)	Z
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
.	.	Z

(	(	Z
7	7	Mdc
)	)	Z
U	u	Sl
slučaju	slučaj	Ncmsl
promjena	promjena	Ncfpg
iniciranih	inicirati	Appfpgy
od	od	Sg
strane	strana	Ncfsg
Upravljačkog	upravljački	Agpnsgy
tijela	tijelo	Ncnsg
,	,	Z
Upravljačko	upravljački	Agpnsny
tijelo	tijelo	Ncnsn
će	htjeti	Var3s
donijeti	donijeti	Vmn
izmjenu	izmjena	Ncfsa
Odluke	odluka	Ncfsg
o	o	Sl
dodjeli	dodjela	Ncfsl
sredstava	sredstvo	Ncnpg
iz	iz	Sg
članka	članak	Ncmsg
13.	13.	Mdo
stavka	stavak	Ncmsg
1.	1.	Mdo
točke	točka	Ncfsg
a	a	Cc
)	)	Z
ovoga	ovaj	Pd-nsg
Pravilnika	pravilnik	Ncmpg
te	te	Cc
će	htjeti	Var3p
ugovorene	ugovoriti	Appfpny
strane	strana	Ncfsg
sklopiti	sklopiti	Vmn
Aneks	aneks	Ncmsan
Ugovora	ugovor	Ncmsg
.	.	Z

VIII	viii	Mrc
.	.	Z

ZAHTJEV	zahtjev	Ncmsn
ZA	za	Sa
ISPLATU	isplata	Ncfsa
,	,	Z
POSTUPAK	postupak	Ncmsan
OBRADE	obrada	Ncfsg
,	,	Z
DONOŠENJE	donošenje	Ncnsn
ODLUKE	odluka	Ncfsg
I	i	Cc
ISPLATA	isplata	Ncfsn

Članak	članak	Ncmsn
16.	16.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Sredstva	sredstvo	Ncnpn
potpore	potpora	Ncfsg
isplaćuju	isplaćivati	Vmr3p
se	sebe	Px--sa
lokalnoj	lokalan	Agpfsdy
inicijativi	inicijativa	Ncfsd
na	na	Sl
temelju	temelj	Ncmsl
Zahtjeva	zahtjev	Ncmsg
za	za	Sa
isplatu	isplata	Ncfsa
,	,	Z
u	u	Sl
ratama	rata	Ncfpl
ili	ili	Cc
jednokratno	jednokratno	Rgp
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Ukoliko	ukoliko	Cs
se	sebe	Px--sa
sredstva	sredstvo	Ncnpn
isplaćuju	isplaćivati	Vmr3p
u	u	Sl
ratama	rata	Ncfpl
,	,	Z
lokalna	lokalan	Agpfsny
inicijativa	inicijativa	Ncfsn
za	za	Sa
svaku	svaki	Pi-fsa
ratu	rata	Ncfsa
Upravljačkom	upravljački	Agpnsly
tijelu	tijelo	Ncnsl
dostavlja	dostavljati	Vmr3s
Zahtjev	zahtjev	Ncmsan
za	za	Sa
isplatu	isplata	Ncfsa
sa	sa	Si
sadržanim	sadržan	Agpmpiy
troškovima	trošak	Ncmpi
nastalima	nastao	Agpmpiy
u	u	Sl
obračunskom	obračunski	Agpnsly
razdoblju	razdoblje	Ncnsl
,	,	Z
zajedno	zajedno	Rgp
s	sa	Si
pratećom	prateći	Agpfsiy
dokumentacijom	dokumentacija	Ncfsi
na	na	Sl
propisanom	propisati	Agpmsly
obrascu	obrazac	Ncmsl
u	u	Sl
papirnatom	papirnat	Agpmsly
obliku	oblik	Ncmsl
i	i	Cc
na	na	Sl
CD-u	CD	Npmsl
,	,	Z
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
petnaest	petnaest	Mlc
dana	dan	Ncmpg
od	od	Sg
završetka	završetak	Ncmsg
obračunskog	obračunski	Agpnsgy
razdoblja	razdoblje	Ncnsg
na	na	Sa
koje	koji	Pi-mpa
se	sebe	Px--sa
Zahtjev	zahtjev	Ncmsn
za	za	Sa
isplatu	isplata	Ncfsa
odnosi	odnositi	Vmr3s
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Obračunsko	obračunski	Agpnsny
razdoblje	razdoblje	Ncnsn
iz	iz	Sg
stavka	stavak	Ncmsg
2.	2.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
traje	trajati	Vmr3s
najmanje	malo	Rgs
30	30	Mdc
dana	dan	Ncmpg
,	,	Z
a	a	Cc
počinje	počinjati	Vmr3s
teći	teći	Vmn
istekom	istek	Ncmsi
prethodnog	prethodan	Agpnsgy
,	,	Z
osim	osim	Sg
prvog	prvi	Mlomsg
obračunskog	obračunski	Agpnsgy
razdoblja	razdoblje	Ncnsg
koje	koji	Pi-nsn
počinje	počinjati	Vmr3s
teći	teći	Vmn
početkom	početkom	Sg
razdoblja	razdoblje	Ncnsg
prihvatljivosti	prihvatljivost	Ncfsg
troškova	trošak	Ncmpg
iz	iz	Sg
članka	članak	Ncmsg
7.	7.	Mdo
stavka	stavak	Ncmsg
3.	3.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Ukoliko	ukoliko	Cs
se	sebe	Px--sa
sredstva	sredstvo	Ncnpn
isplaćuju	isplaćivati	Vmr3p
jednokratno	jednokratno	Rgp
,	,	Z
korisnik	korisnik	Ncmsn
je	biti	Var3s
dužan	dužan	Agpmsnn
dostaviti	dostaviti	Vmn
Zahtjev	zahtjev	Ncmsan
za	za	Sa
isplatu	isplata	Ncfsa
sa	sa	Si
sadržanim	sadržan	Agpmpiy
troškovima	trošak	Ncmpi
nastalima	nastao	Agpmpiy
u	u	Sl
razdoblju	razdoblje	Ncnsl
prihvatljivosti	prihvatljivost	Ncfsg
troškova	trošak	Ncmpg
iz	iz	Sg
članka	članak	Ncmsg
7.	7.	Mdo
stavka	stavak	Ncmsg
3.	3.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
,	,	Z
zajedno	zajedno	Rgp
s	sa	Si
pratećom	prateći	Agpfsiy
dokumentacijom	dokumentacija	Ncfsi
na	na	Sl
propisanom	propisati	Agpmsly
obrascu	obrazac	Ncmsl
u	u	Sl
papirnatom	papirnat	Agpmsly
obliku	oblik	Ncmsl
i	i	Cc
na	na	Sl
CD-u	CD	Npmsl
,	,	Z
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
30	30	Mdc
dana	dan	Ncmpg
od	od	Sg
završetka	završetak	Ncmsg
razdoblja	razdoblje	Ncnsg
prihvatljivosti	prihvatljivost	Ncfsg
troškova	trošak	Ncmpg
iz	iz	Sg
članka	članak	Ncmsg
7.	7.	Mdo
stavka	stavak	Ncmsg
3.	3.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
.	.	Z

(	(	Z
5	5	Mdc
)	)	Z
Zahtjev	zahtjev	Ncmsan
za	za	Sa
isplatu	isplata	Ncfsa
podnosi	podnositi	Vmr3s
se	sebe	Px--sa
Upravljačkom	upravljački	Agpnsly
tijelu	tijelo	Ncnsl
na	na	Sa
način	način	Ncmsan
kako	kako	Cs
je	biti	Var3s
propisano	propisati	Appnsny
Natječajem	natječaj	Ncmsi
,	,	Z
uključujući	uključivati	Rr
i	i	Qo
propisanu	propisati	Agpfsay
popratnu	popratni	Agpfsay
dokumentaciju	dokumentacija	Ncfsa
.	.	Z

Članak	članak	Ncmsn
17.	17.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Svi	sav	Agpmpny
troškovi	trošak	Ncmpn
koji	koji	Pi-mpn
se	sebe	Px--sa
prijavljuju	prijavljivati	Vmr3p
u	u	Sl
Zahtjevu	zahtjev	Ncmsl
za	za	Sa
isplatu	isplata	Ncfsa
moraju	morati	Vmr3p
biti	biti	Van
u	u	Sl
cijelosti	cijelost	Ncfsl
plaćeni	platiti	Appmpny
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Zahtjev	zahtjev	Ncmsan
za	za	Sa
isplatu	isplata	Ncfsa
ne	ne	Qz
može	moći	Vmr3s
sadržavati	sadržavati	Vmn
troškove	trošak	Ncmpa
nastale	nastao	Agpmpay
u	u	Sl
obračunskim	obračunski	Agpnply
razdobljima	razdoblje	Ncnpl
za	za	Sa
koji	koji	Pi-msan
je	biti	Var3s
prethodno	prethodno	Rgp
već	već	Rgp
podnesen	podnijeti	Appmsnn
Zahtjev	zahtjev	Ncmsn
za	za	Sa
isplatu	isplata	Ncfsa
niti	niti	Cc
troškove	trošak	Ncmpa
koji	koji	Pi-mpn
nisu	biti	Var3p
prihvatljivi	prihvatljiv	Agpmpny
temeljem	temelj	Ncmsi
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Korisniku	korisnik	Ncmsd
se	sebe	Px--sa
ne	ne	Qz
može	moći	Vmr3s
isplatiti	isplatiti	Vmn
potpora	potpora	Ncfsn
u	u	Sl
iznosu	iznos	Ncmsl
višem	visok	Agcmsly
od	od	Sg
iznosa	iznos	Ncmsg
navedenoga	naveden	Agpmsgy
u	u	Sl
Odluci	odluka	Ncfsl
o	o	Sl
dodjeli	dodjela	Ncfsl
sredstava	sredstvo	Ncnpg
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Ukoliko	ukoliko	Cs
korisnik	korisnik	Ncmsn
u	u	Sl
Zahtjevima	zahtjev	Ncmpl
za	za	Sa
isplatu	isplata	Ncfsa
navede	navesti	Vmr3s
iznos	iznos	Ncmsan
koji	koji	Pi-msn
je	biti	Var3s
viši	visok	Agcmsny
od	od	Sg
prihvatljivog	prihvatljiv	Agpmsgy
iznosa	iznos	Ncmsg
potpore	potpora	Ncfsg
,	,	Z
Upravljačko	upravljački	Agpnsny
tijelo	tijelo	Ncnsn
može	moći	Vmr3s
umanjiti	umanjiti	Vmn
iznos	iznos	Ncmsan
za	za	Sa
isplatu	isplata	Ncfsa
.	.	Z

(	(	Z
5	5	Mdc
)	)	Z
Za	za	Sa
nepotpun	nepotpun	Agpmsann
Zahtjev	zahtjev	Ncmsan
za	za	Sa
isplatu	isplata	Ncfsa
Upravljačko	upravljački	Agpnsny
tijelo	tijelo	Ncnsn
će	htjeti	Var3s
izdati	izdati	Vmn
Zahtjev	zahtjev	Ncmsan
za	za	Sa
dopunu	dopuna	Ncfsa
/	/	Z
obrazloženje	obrazloženje	Ncnsa
/	/	Z
ispravak	ispravak	Ncmsan
kojim	koji	Pi-msi
će	htjeti	Var3s
od	od	Sg
korisnika	korisnik	Ncmpg
tražiti	tražiti	Vmn
dostavljanje	dostavljanje	Ncnsa
dokumentacije	dokumentacija	Ncfsg
koja	koji	Pi-fsn
nedostaje	nedostajati	Vmr3s
.	.	Z

Korisnik	korisnik	Ncmsn
je	biti	Var3s
dužan	dužan	Agpmsnn
dostaviti	dostaviti	Vmn
traženu	tražen	Agpfsay
dokumentaciju	dokumentacija	Ncfsa
preporučenom	preporučiti	Agpfsiy
pošiljkom	pošiljka	Ncfsi
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
deset	deset	Mlc
dana	dan	Ncmpg
od	od	Sg
dana	dan	Ncmsg
zaprimanja	zaprimanje	Ncnsg
Zahtjeva	zahtjev	Ncmsg
za	za	Sa
dopunu	dopuna	Ncfsa
/	/	Z
obrazloženje	obrazloženje	Ncnsa
/	/	Z
ispravak	ispravak	Ncmsan
.	.	Z

Ukoliko	ukoliko	Cs
tražena	tražiti	Appfsny
dokumentacija	dokumentacija	Ncfsn
ne	ne	Qz
bude	biti	Var3s
poslana	poslati	Appfsny
u	u	Sl
zadanom	zadati	Agpmsly
roku	rok	Ncmsl
smatrat	smatrati	Vmn
će	htjeti	Var3s
se	sebe	Px--sa
da	da	Cs
je	biti	Var3s
korisnik	korisnik	Ncmsn
odustao	odustati	Vmp-sm
od	od	Sg
cijeloga	cijel	Ncmsg
ili	ili	Cc
od	od	Sg
dijela	dio	Ncmsg
iznosa	iznos	Ncmsg
potpore	potpora	Ncfsg
za	za	Sa
koji	koji	Pi-msan
dokumentacija	dokumentacija	Ncfsn
nije	biti	Var3s
dostavljena	dostaviti	Appfsny
.	.	Z

(	(	Z
6	6	Mdc
)	)	Z
Vremenom	vrijeme	Ncnsi
zaprimanja	zaprimanje	Ncnsg
Zahtjeva	zahtjev	Ncmsg
za	za	Sa
dopunu	dopuna	Ncfsa
/	/	Z
obrazloženje	obrazloženje	Ncnsa
/	/	Z
ispravak	ispravak	Ncmsn
smatra	smatrati	Vmr3s
se	sebe	Px--sa
datum	datum	Ncmsn
kada	kada	Cs
korisnik	korisnik	Ncmsn
zaprimi	zaprimiti	Vmr3s
preporučenu	preporučiti	Agpfsay
pošiljku	pošiljka	Ncfsa
.	.	Z

(	(	Z
7	7	Mdc
)	)	Z
Za	za	Sa
plaćanja	plaćanje	Ncnpa
izvršena	izvršen	Agpnpay
u	u	Sl
stranoj	stran	Agpfsly
valuti	valuta	Ncfsl
obračunat	obračunati	Vmn
će	htjeti	Var3s
se	sebe	Px--sa
:	:	Z

a	a	Cc
)	)	Z
protuvrijednost	protuvrijednost	Ncfsn
u	u	Sl
kunama	kuna	Ncfpl
po	po	Sl
tečaju	tečaj	Ncmsl
Europske	europski	Agpfsgy
komisije	komisija	Ncfsg
(	(	Z
ECB	ECB	Npmsn
)	)	Z
,	,	Z
u	u	Sl
mjesecu	mjesec	Ncmsl
zaprimanja	zaprimanje	Ncnsg
Zahtjeva	zahtjev	Ncmsg
za	za	Sa
isplatu	isplata	Ncfsa
u	u	Sl
Upravljačkom	upravljački	Agpnsly
tijelu	tijelo	Ncnsl
iskazanom	iskazati	Appnsly
na	na	Sa
šest	šest	Mlc
decimala	decimala	Ncfpg
(	(	Z
navedeni	naveden	Agpmsny
tečaj	tečaj	Ncmsn
se	sebe	Px--sa
može	moći	Vmr3s
dobiti	dobiti	Vmn
na	na	Sl
http://ec.europa.eu/budget/inforeuro/	http://ec.europa.eu/budget/inforeuroa	Ncfsl
)	)	Z
,	,	Z

b	b	Npmsn
)	)	Z
u	u	Sl
slučaju	slučaj	Ncmsl
da	da	Cs
je	biti	Var3s
ugovorena	ugovoriti	Appfsny
lokalna	lokalan	Agpfsny
inicijativa	inicijativa	Ncfsn
kupila	kupiti	Vmp-sf
strana	stran	Agpnpay
sredstva	sredstvo	Ncnpa
plaćanja	plaćanje	Ncnsg
po	po	Sl
nižem	nizak	Agpmsly
tečaju	tečaj	Ncmsl
od	od	Sg
ECB	ECB	Npmsn
u	u	Sl
mjesecu	mjesec	Ncmsl
zaprimanja	zaprimanje	Ncnsg
Zahtjeva	zahtjev	Ncmsg
za	za	Sa
isplatu	isplata	Ncfsa
iskazanom	iskazati	Ncfsi
na	na	Sa
šest	šest	Mlc
decimala	decimala	Ncfpg
,	,	Z
isplata	isplata	Ncfsn
potpore	potpora	Ncfsg
temeljit	temeljiti	Vmn
će	htjeti	Var3s
se	sebe	Px--sa
na	na	Sl
ostvarenom	ostvariti	Agpmsly
tečaju	tečaj	Ncmsl
.	.	Z

(	(	Z
8	8	Mdc
)	)	Z
Ukoliko	ukoliko	Cs
se	sebe	Px--sa
tijekom	tijekom	Sg
obrade	obrada	Ncfsg
Zahtjeva	zahtjev	Ncmsg
za	za	Sa
isplatu	isplata	Ncfsa
utvrdi	utvrditi	Vmr3s
nepravilnost	nepravilnost	Ncfsa
,	,	Z
a	a	Cc
koja	koji	Pi-fsn
ne	ne	Qz
prelazi	prelaziti	Vmr3s
iznos	iznos	Ncmsan
od	od	Sg
50	50	Mdc
posto	posto	Rgp
ukupnih	ukupan	Agpmpgy
prihvatljivih	prihvatljiv	Agpmpgy

