makroregionalne	makroregionalan	Agpfsgy
uzajamnih	uzajaman	Agpnpgy
pitanja	pitanje	Ncnpg
;	;	Z
posebno	posebno	Rgp
prati	pratiti	Vmr3s
,	,	Z
proučava	proučavati	Vmr3s
i	i	Cc
stručno	stručno	Rgp
obrađuje	obrađivati	Vmr3s
odnose	odnos	Ncmpa
Republike	republika	Ncfsg
Hrvatske	Hrvatska	Npfsg
s	sa	Si
navedenim	naveden	Agpfpiy
zemljama	zemlja	Ncfpi
i	i	Cc
na	na	Sl
tom	taj	Pd-nsl
području	područje	Ncnsl
koordinira	koordinirati	Vmr3s
djelovanja	djelovanje	Ncnsg
nadležnih	nadležan	Agpfpgy
institucija	institucija	Ncfpg
;	;	Z
prati	pratiti	Vmr3s
politiku	politika	Ncfsa
i	i	Cc
odnose	odnos	Ncmpa
EU	E	Npmsg
prema	prema	Sl
spomenutim	spomenuti	Agpfply
zemljama	zemlja	Ncfpl
;	;	Z
prati	pratiti	Vmr3s
i	i	Cc
koordinira	koordinirati	Vmr3s
političke	politički	Agpmpay
poslove	posao	Ncmpa
i	i	Cc
odnose	odnositi	Vmr3p
s	sa	Si
regionalnim	regionalan	Agpfpiy
inicijativama	inicijativa	Ncfpi
,	,	Z
skrbi	skrbiti	Vmr3s
o	o	Sl
prekograničnoj	prekogranični	Agpfsly
suradnji	suradnja	Ncfsl
;	;	Z
prati	pratiti	Vmr3s
i	i	Qo
analitički	analitički	Agpmsayn
obrađuje	obrađivati	Vmr3s
Zajedničku	zajednički	Agpfsay
vanjsku	vanjski	Agpfsay
i	i	Cc
sigurnosnu	sigurnosni	Agpfsay
politiku	politika	Ncfsa
(	(	Z
ZVSP	ZVSP	Npmsn
)	)	Z
,	,	Z
te	te	Cc
nadzire	nadzirati	Vmr3s
usklađenost	usklađenost	Ncfsa
stavova	stav	Ncmpg
i	i	Cc
politika	politika	Ncfsn
Republike	republika	Ncfsg
Hrvatske	Hrvatska	Npfsg
sa	sa	Si
stajalištima	stajalište	Ncmpi
i	i	Cc
politikama	politika	Ncfpi
EU	E	Npmsg
;	;	Z
sudjeluje	sudjelovati	Vmr3s
u	u	Sl
provedbi	provedba	Ncfsl
zajedničke	zajednički	Agpfsgy
vanjske	vanjski	Agpfsgy
,	,	Z
sigurnosne	sigurnosni	Agpfsgy
i	i	Cc
obrambene	obramben	Agpfsgy
politike	politika	Ncfsg
EU	E	Npmsg
,	,	Z
sudjeluje	sudjelovati	Vmr3s
u	u	Sl
izradi	izrada	Ncfsl
stajališta	stajalište	Ncnsg
Republike	republika	Ncfsg
Hrvatske	Hrvatska	Npfsg
na	na	Sl
području	područje	Ncnsl
vanjske	vanjski	Agpfsgy
,	,	Z
sigurnosne	sigurnosni	Agpfsgy
i	i	Cc
obrambene	obramben	Agpfsgy
politike	politika	Ncfsg
EU	E	Npmsg
;	;	Z
koordinira	koordinirati	Vmr3s
stavove	stav	Ncmpa
Republike	republika	Ncfsg
Hrvatske	Hrvatska	Npfsg
vezano	vezati	Appnsny
uz	uz	Sa
razvojna	razvojan	Agpnpay
pitanja	pitanje	Ncnpa
te	te	Cc
,	,	Z
u	u	Sl
suradnji	suradnja	Ncfsl
s	sa	Si
nadležnim	nadležan	Agpnpiy
tijelima	tijelo	Ncnpi
državne	državni	Agpfsgy
uprave	uprava	Ncfsg
,	,	Z
koordinira	koordinirati	Vmr3s
pripremu	priprema	Ncfsa
i	i	Cc
izradu	izrada	Ncfsa
prijedloga	prijedlog	Ncmsg
nacionalnih	nacionalan	Agpnpgy
stajališta	stajalište	Ncnpg
u	u	Sl
razvojnim	razvojan	Agpnply
pitanjima	pitanje	Ncnpl
koja	koji	Pi-fsn
usvaja	usvajati	Vmr3s
Vlada	vlada	Ncfsn
Republike	republika	Ncfsg
Hrvatske	Hrvatska	Npfsg
,	,	Z
kao	kao	Cs
i	i	Cc
druge	drugi	Mlompa
dokumente	dokument	Ncmpa
Republike	republika	Ncfsg
Hrvatske	Hrvatska	Npfsg
za	za	Sa
sastanke	sastanak	Ncmpa
Vijeća	vijeće	Ncnsg
EU	E	Npmsg
za	za	Sa
razvojnu	razvojan	Agpfsay
suradnju	suradnja	Ncfsa
;	;	Z
koordinira	koordinirati	Vmr3s
politiku	politika	Ncfsa
i	i	Cc
provedbu	provedba	Ncfsa
međunarodne	međunarodni	Agpfsgy
razvojne	razvojan	Agpfsgy
suradnje	suradnja	Ncfsg
i	i	Cc
međunarodne	međunarodni	Agpfsgy
humanitarne	humanitaran	Agpfsgy
pomoći	pomoć	Ncfsg
;	;	Z
potiče	poticati	Vmr3s
i	i	Cc
pruža	pružati	Vmr3s
pomoć	pomoć	Ncfsa
u	u	Sl
suradnji	suradnja	Ncfsl
državnih	državni	Agpnpgy
tijela	tijelo	Ncnpg
s	sa	Si
inozemstvom	inozemstvo	Ncnsi
u	u	Sl
političkim	politički	Agpfply
,	,	Z
kulturnim	kulturan	Agpfply
,	,	Z
znanstvenim	znanstven	Agpfply
i	i	Cc
drugim	drugi	Agpnply
područjima	područje	Ncnpl
;	;	Z
u	u	Sl
odnosu	odnos	Ncmsl
na	na	Sa
države	država	Ncfpa
iz	iz	Sg
nadležnosti	nadležnost	Ncfsg
Uprave	uprava	Ncfsg
obavlja	obavljati	Vmr3s
poslove	posao	Ncmpa
u	u	Sl
vezi	veza	Ncfsl
zaštite	zaštita	Ncfsg
prava	pravo	Ncnsg
i	i	Cc
interesa	interes	Ncmsg
državljana	državljanin	Ncmpg
Republike	republika	Ncfsg
Hrvatske	Hrvatska	Npfsg
koji	koji	Pi-mpn
prebivaju	prebivati	Vmr3p
ili	ili	Cc
borave	boraviti	Vmr3p
u	u	Sl
inozemstvu	inozemstvo	Ncnsl
te	te	Cc
promicanja	promicanje	Ncnsg
njihovih	njihov	Ps3fpg
veza	veza	Ncfpg
s	sa	Si
domovinom	domovina	Ncfsi
;	;	Z
pruža	pružati	Vmr3s
osobitu	osobit	Agpfsay
skrb	skrb	Ncfsa
i	i	Cc
zaštitu	zaštita	Ncfsa
dijelova	dio	Ncmpg
hrvatskoga	hrvatski	Agpmsgy
naroda	narod	Ncmsg
u	u	Sl
drugim	drugi	Mlofpl
državama	država	Ncfpl
;	;	Z
promiče	promicati	Vmr3s
,	,	Z
uspostavlja	uspostavljati	Vmr3s
i	i	Cc
održava	održavati	Vmr3s
veze	veza	Ncfpa
s	sa	Si
hrvatskim	hrvatski	Agpmpiy
iseljenicima	iseljenik	Ncmpi
i	i	Cc
manjinama	manjina	Ncfpl
kao	kao	Cs
i	i	Qo
s	sa	Si
njihovim	njihov	Agpfpiy
udrugama	udruga	Ncfpi
u	u	Sl
njihovim	njihov	Agpfply
državama	država	Ncfpl
;	;	Z
te	te	Cc
obavlja	obavljati	Vmr3s
i	i	Cc
druge	drugi	Mlompa
poslove	posao	Ncmpa
iz	iz	Sg
svog	svoj	Px-msg
djelokruga	djelokrug	Ncmsg
.	.	Z

U	u	Sl
Upravi	uprava	Ncfsl
za	za	Sa
političke	politički	Agpmpay
poslove	posao	Ncmpa
ustrojavaju	ustrojavati	Vmr3p
se	sebe	Px--sa
:	:	Z

4.1.	4.1.	Mdo

Sektor	sektor	Ncmsn
za	za	Sa
Sjevernu	sjeverni	Agpfsay
,	,	Z
Srednju	srednji	Agpfsay
i	i	Cc
Južnu	južan	Agpfsay
Ameriku	Amerika	Npfsa
;	;	Z

4.2.	4.2.	Mdo

Sektor	sektor	Ncmsn
za	za	Sa
Aziju	Azija	Npfsa
,	,	Z
Afriku	Afrika	Npfsa
,	,	Z
Oceaniju	Oceanija	Npfsa
,	,	Z
Rusku	ruski	Agpfsay
Federaciju	federacija	Ncfsa
i	i	Cc
Istočno	istočni	Agpnsny
partnerstvo	partnerstvo	Ncnsn
;	;	Z

4.3.	4.3.	Mdo

Sektor	sektor	Ncmsn
za	za	Sa
Zajedničku	zajednički	Agpfsay
vanjsku	vanjski	Agpfsay
i	i	Cc
sigurnosnu	sigurnosni	Agpfsay
politiku	politika	Ncfsa
(	(	Z
ZVSP	ZVSP	Npmsn
)	)	Z
;	;	Z

4.4.	4.4.	Mdo

Sektor	sektor	Ncmsn
za	za	Sa
razvojnu	razvojan	Agpfsay
suradnju	suradnja	Ncfsa
i	i	Cc
humanitarnu	humanitaran	Agpfsay
pomoć	pomoć	Ncfsa
.	.	Z

4.1.	4.1.	Mdo

Sektor	sektor	Ncmsn
za	za	Sa
Sjevernu	sjeverni	Agpfsay
,	,	Z
Srednju	srednji	Agpfsay
i	i	Cc
Južnu	južan	Agpfsay
Ameriku	Amerika	Npfsa

Članak	članak	Ncmsn
29.	29.	Mdo

Sektor	sektor	Ncmsn
za	za	Sa
Sjevernu	sjeverni	Agpfsay
,	,	Z
Srednju	srednji	Agpfsay
i	i	Cc
Južnu	južan	Agpfsay
Ameriku	Amerika	Npfsa
prati	pratiti	Vmr3s
,	,	Z
proučava	proučavati	Vmr3s
i	i	Cc
stručno	stručno	Rgp
obrađuje	obrađivati	Vmr3s
politička	politički	Agpnpay
zbivanja	zbivanje	Ncnpa
i	i	Cc
druge	drugi	Mlompa
relevantne	relevantan	Agpmpay
procese	proces	Ncmpa
i	i	Cc
podatke	podatak	Ncmpa
važne	važan	Agpfpny
za	za	Sa
unaprjeđivanje	unaprjeđivanje	Ncnsa
bilateralnih	bilateralan	Agpmpgy
odnosa	odnos	Ncmpg
Republike	republika	Ncfsg
Hrvatske	Hrvatska	Npfsg
sa	sa	Si
zemljama	zemlja	Ncfpi
Sjeverne	sjeverni	Agpfsgy
Amerike	Amerika	Npfsg
(	(	Z
Sjedinjenim	sjedinjen	Agpfply
Američkim	američki	Agpfply
Državama	država	Ncfpl
i	i	Cc
Kanadom	Kanada	Npfsi
)	)	Z
,	,	Z
te	te	Cc
Srednje	srednji	Agpfsgy
i	i	Cc
Južne	južan	Agpfsgy
Amerike	Amerika	Npfsg
(	(	Z
Antigvom	Antigvom	Npmsn
i	i	Cc
Barbudom	Barbuda	Npfsi
,	,	Z
Argentinom	Argentina	Npfsi
,	,	Z
Bahamima	Baham	Npmpl
,	,	Z
Barbadosom	Barbados	Npmsi
,	,	Z
Belizeom	Belize	Npmsi
,	,	Z
Bolivijom	Bolivija	Npfsi
,	,	Z
Brazilom	Brazil	Npmsi
,	,	Z

