Ako	ako	Cs
povrede	povreda	Ncfsg
pravila	pravilo	Ncnsg
struke	struka	Ncfsg
ili	ili	Cc
zbog	zbog	Sg
osude	osuda	Ncfsg
za	za	Sa
kazneno	kazneni	Agpnsay
djelo	djelo	Ncnsa
povezano	povezan	Agpnsay
s	sa	Si
obavljanjem	obavljanje	Ncnsi
profesionalnih	profesionalan	Agpfpgy
djelatnosti	djelatnost	Ncfpg
.	.	Z

(	(	Z
8	8	Mdc
)	)	Z
Zahtjev	zahtjev	Ncmsn
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-nsg
članka	članak	Ncmsg
i	i	Cc
dokazi	dokaz	Ncmpn
iz	iz	Sg
stavka	stavak	Ncmsg
3.	3.	Mdo
točke	točka	Ncfsg
b	b	X
)	)	Z
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
podnose	podnositi	Vmr3p
se	sebe	Px--sa
u	u	Sl
ovjerenoj	ovjeriti	Agpfsly
preslici	preslica	Ncfsl
i	i	Cc
ovjerenom	ovjeriti	Agpmsly
prijevodu	prijevod	Ncmsl
na	na	Sa
hrvatski	hrvatski	Agpmsayn
jezik	jezik	Ncmsan
.	.	Z

Ostali	ostali	Agpmpny
dokazi	dokaz	Ncmpn
iz	iz	Sg
stavka	stavak	Ncmsg
3.	3.	Mdo
točke	točka	Ncfsg
a	a	Cc
)	)	Z
ovoga	ovaj	Pd-nsg
članka	članak	Ncmsg
i	i	Cc
stavka	stavak	Ncmsg
4.	4.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
podnose	podnositi	Vmr3p
se	sebe	Px--sa
u	u	Sl
običnoj	običan	Agpfsly
preslici	preslica	Ncfsl
i	i	Cc
neovjerenom	neovjeren	Agpmsly
prijevodu	prijevod	Ncmsl
.	.	Z

(	(	Z
9	9	Mdc
)	)	Z
U	u	Sl
slučaju	slučaj	Ncmsl
reguliranih	regulirati	Agpfpgy
profesija	profesija	Ncfpg
iz	iz	Sg
glave	glava	Ncfsg
IV	IV	Mrc
.	.	Z
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
,	,	Z
dokaz	dokaz	Ncmsn
iz	iz	Sg
stavka	stavak	Ncmsg
3.	3.	Mdo
točke	točka	Ncfsg
b	b	X
)	)	Z
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
podnosi	podnositi	Vmr3s
se	sebe	Px--sa
u	u	Sl
ovjerenoj	ovjeriti	Agpfsly
preslici	preslica	Ncfsl
i	i	Cc
u	u	Sl
neovjerenom	neovjeren	Agpmsly
prijevodu	prijevod	Ncmsl
.	.	Z

Ako	ako	Cs
kandidat	kandidat	Ncmsn
nije	biti	Var3s
u	u	Sl
mogućnosti	mogućnost	Ncfsl
podnijeti	podnijeti	Vmn
ovjerenu	ovjeriti	Agpfsay
presliku	preslika	Ncfsa
dokaza	dokaz	Ncmpg
iz	iz	Sg
stavka	stavak	Ncmsg
3.	3.	Mdo
točke	točka	Ncfsg
b	b	X
)	)	Z
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
,	,	Z
nadležno	nadležan	Agpnsny
tijelo	tijelo	Ncnsn
provjerit	provjeriti	Vmn
će	htjeti	Var3s
sadržaj	sadržaj	Ncmsan
i	i	Cc
autentičnost	autentičnost	Ncfsn
dokaza	dokaz	Ncmpg
u	u	Sl
suradnji	suradnja	Ncfsl
s	sa	Si
nadležnim	nadležan	Agpnpiy
tijelima	tijelo	Ncnpi
matične	matičan	Agpfsgy
države	država	Ncfsg
članice	članica	Ncfsg
kandidata	kandidat	Ncmpg
,	,	Z
koristeći	koristiti	Rr
se	sebe	Px--sa
IMI	im	Agpmsiy
sustavom	sustav	Ncmsi
.	.	Z

(	(	Z
10	10	Mdc
)	)	Z
Nadležno	nadležan	Agpnsny
tijelo	tijelo	Ncnsn
,	,	Z
ako	ako	Cs
je	biti	Var3s
to	taj	Pd-nsn
opravdano	opravdati	Appnsny
,	,	Z
može	moći	Vmr3s
zahtijevati	zahtijevati	Vmn
napredni	napredan	Agpmsayn
elektronički	elektronički	Agpmsayn
potpis	potpis	Ncmsan
,	,	Z
sukladno	sukladno	Rgp
posebnim	poseban	Agpmpiy
propisima	propis	Ncmpi
kojima	koji	Pi-mpi
se	sebe	Px--sa
regulira	regulirati	Vmr3s
elektronički	elektronički	Agpmsny
potpis	potpis	Ncmsn
,	,	Z
za	za	Sa
provođenje	provođenje	Ncnsa
svih	sav	Agpmpgy
postupaka	postupak	Ncmpg
koji	koji	Pi-mpn
se	sebe	Px--sa
provode	provoditi	Vmr3p
elektroničkim	elektronički	Agpmsiy
putem	put	Ncmsi
.	.	Z

Članak	članak	Ncmsn
18.	18.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Nadležno	nadležan	Agpnsny
tijelo	tijelo	Ncnsn
može	moći	Vmr3s
u	u	Sl
postupku	postupak	Ncmsl
priznavanja	priznavanje	Ncnsg
inozemne	inozeman	Agpfsgy
stručne	stručan	Agpfsgy
kvalifikacije	kvalifikacija	Ncfsg
od	od	Sg
kandidata	kandidat	Ncmsg
koji	koji	Pi-msn
ispunjava	ispunjavati	Vmr3s
uvjete	uvjet	Ncmpa
iz	iz	Sg
članka	članak	Ncmsg
15.	15.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
zatražiti	zatražiti	Vmn
provedbu	provedba	Ncfsa
jedne	jedan	Mlcfsg
od	od	Sg
dopunskih	dopunski	Agpfpgy
mjera	mjera	Ncfpg
,	,	Z
i	i	Cc
to	to	Qo
:	:	Z

a	a	Cc
)	)	Z
razdoblje	razdoblje	Ncnsn
prilagodbe	prilagodba	Ncfsg
do	do	Sg
tri	tri	Mlc
godine	godina	Ncfsg
ili	ili	Cc

b	b	Npmsn
)	)	Z
provjeru	provjera	Ncfsa
kompetentnosti	kompetentnost	Ncfsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Provedbu	provedba	Ncfsa
dopunske	dopunski	Agpfsgy
mjere	mjera	Ncfsg
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
nadležno	nadležan	Agpnsny
tijelo	tijelo	Ncnsn
može	moći	Vmr3s
zatražiti	zatražiti	Vmn
od	od	Sg
kandidata	kandidat	Ncmpg
ako	ako	Cs
:	:	Z

a	a	Cc
)	)	Z
osposobljavanje	osposobljavanje	Ncnsn
koje	koji	Pi-nsa
je	biti	Var3s
prošao	proći	Vmp-sm
obuhvaća	obuhvaćati	Vmr3s
bitno	bitno	Rgp
različite	različit	Agpmpay
sadržaje	sadržaj	Ncmpa
od	od	Sg
onih	onaj	Pd-mpg
koje	koji	Pi-mpa
obuhvaća	obuhvaćati	Vmr3s
dokaz	dokaz	Ncmsn
o	o	Sl
obrazovnoj	obrazovni	Agpfsly
,	,	Z
odnosno	odnosno	Rgp
stručnoj	stručan	Agpfsly
kvalifikaciji	kvalifikacija	Ncfsl
koji	koji	Pi-mpn
su	biti	Var3p
propisani	propisati	Appmpny
u	u	Sl
Republici	republika	Ncfsl
Hrvatskoj	Hrvatska	Npfsl
ili	ili	Cc

b	b	Npfsn
)	)	Z
regulirana	regulirati	Appfsny
profesija	profesija	Ncfsn
u	u	Sl
Republici	republika	Ncfsl
Hrvatskoj	Hrvatska	Npfsl
sadržava	sadržavati	Vmr3s
jednu	jedan	Mlcfsa
ili	ili	Cc
više	mnogo	Rgc
aktivnosti	aktivnost	Ncfpg
koje	koji	Pi-fpn
ne	ne	Qz
postoje	postojati	Vmr3p
u	u	Sl
toj	taj	Pd-fsl
profesiji	profesija	Ncfsl
u	u	Sl
kandidatovoj	kandidatov	Ncfsl
matičnoj	matičan	Agpfsly
državi	država	Ncfsl
članici	članica	Ncfsl
,	,	Z
a	a	Cc
osposobljavanje	osposobljavanje	Ncnsn
koje	koji	Pi-nsn
se	sebe	Px--sa
traži	tražiti	Vmr3s
u	u	Sl
Republici	republika	Ncfsl
Hrvatskoj	Hrvatska	Npfsl
obuhvaća	obuhvaćati	Vmr3s
bitno	bitno	Rgp
različite	različit	Agpmpay
sadržaje	sadržaj	Ncmpa
od	od	Sg
sadržaja	sadržaj	Ncmpg
koje	koji	Pi-mpa
obuhvaća	obuhvaćati	Vmr3s
potvrda	potvrda	Ncfsn
kompetentnosti	kompetentnost	Ncfsg
ili	ili	Cc
dokaz	dokaz	Ncmsn
o	o	Sl
obrazovnoj	obrazovni	Agpfsly
,	,	Z
odnosno	odnosno	Rgp
stručnoj	stručan	Agpfsly
kvalifikaciji	kvalifikacija	Ncfsl
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Nadležno	nadležan	Agpnsny
tijelo	tijelo	Ncnsn
uspoređuje	uspoređivati	Vmr3s
dokumentaciju	dokumentacija	Ncfsa
o	o	Sl
stručnim	stručan	Agpfply
kvalifikacijama	kvalifikacija	Ncfpl
kandidata	kandidat	Ncmpg
sa	sa	Si
stručnim	stručan	Agpfpiy
kvalifikacijama	kvalifikacija	Ncfpi
koje	koji	Pi-fpn
su	biti	Var3p
u	u	Sl
Republici	republika	Ncfsl
Hrvatskoj	Hrvatska	Npfsl
propisane	propisati	Appfpny
kao	kao	Cs
uvjet	uvjet	Ncmsan
za	za	Sa
obavljanje	obavljanje	Ncnsa
određene	određen	Agpfsgy
regulirane	regulirati	Ncfsg
profesije	profesija	Ncfsg
.	.	Z

Ako	ako	Cs
na	na	Sa

