minuta	minuta	Ncfsn
onemogućavanja	onemogućavanje	Ncnsg
obavljanja	obavljanje	Ncnsg
kontrole	kontrola	Ncfsg
na	na	Sl
terenu	teren	Ncmsl
,	,	Z

–	i	Agpnsgy
namjernog	namjeran	Agpnsgy
davanja	davanje	Ncnsg
neistinitih	neistinit	Agpfpgy
informacija	informacija	Ncfpg
od	od	Sg
strane	strana	Ncfsg
korisnika	korisnik	Ncmpg
,	,	Z

–	–	Pi-nsg
utvrđenog	utvrditi	Agpnsgy
postojanja	postojanje	Ncnsg
sukoba	sukob	Ncmsg
interesa	interes	Ncmsg
između	između	Sg
korisnika	korisnik	Ncmpg
i	i	Cc
ponuditelja	ponuditelj	Ncmpg
,	,	Z

–	–	Z
ekonomske	ekonomski	Agpfsgy
i	i	Cc
/	/	Z
ili	ili	Cc
financijske	financijski	Agpfsgy
neodrživosti	neodrživost	Ncfsg
projekta	projekt	Ncmsg
,	,	Z

–	–	Sg
sufinanciranja	sufinanciranje	Ncnsg
troškova	trošak	Ncmpg
koji	koji	Pi-mpn
su	biti	Var3p
financirani	financirati	Appmpny
drugim	drugi	Agpmpiy
javnim	javan	Agpmpiy
izdacima	izdatak	Ncmpi
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Ukoliko	ukoliko	Cs
se	sebe	Px--sa
tijekom	tijekom	Sg
obrade	obrada	Ncfsg
Zahtjeva	zahtjev	Ncmsg
za	za	Sa
potporu	potpora	Ncfsa
utvrdi	utvrditi	Vmr3s
nepravilnost	nepravilnost	Ncfsa
,	,	Z
a	a	Cc
koja	koji	Pi-fsn
ne	ne	Qz
prelazi	prelaziti	Vmr3s
iznos	iznos	Ncmsan
od	od	Sg
50	50	Mdc
posto	posto	Rgp
ukupnih	ukupan	Agpmpgy
prihvatljivih	prihvatljiv	Agpmpgy
troškova	trošak	Ncmpg
,	,	Z
Upravljačko	upravljački	Agpnsny
tijelo	tijelo	Ncnsn
će	htjeti	Var3s
odbiti	odbiti	Vmn
iznos	iznos	Ncmsan
nepravilnog	nepravilan	Agpmsgy
troška	trošak	Ncmsg
od	od	Sg
ukupnih	ukupan	Agpmpgy
prihvatljivih	prihvatljiv	Agpmpgy
troškova	trošak	Ncmpg
i	i	Cc
izdati	izdati	Vmn
Odluku	odluka	Ncfsa
o	o	Sl
dodjeli	dodjela	Ncfsl
sredstava	sredstvo	Ncnpg
u	u	Sl
kojoj	koji	Pi-fsl
će	htjeti	Var3s
ukupan	ukupan	Agpmsnn
iznos	iznos	Ncmsn
za	za	Sa
koji	koji	Pi-msan
se	sebe	Px--sa
dodjeljuje	dodjeljivati	Vmr3s
potpora	potpora	Ncfsn
biti	biti	Van
umanjen	umanjiti	Appmsnn
za	za	Sa
iznos	iznos	Ncmsan
nepravilnog	nepravilan	Agpmsgy
troška	trošak	Ncmsg
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
U	u	Sl
slučaju	slučaj	Ncmsl
izdavanja	izdavanje	Ncnsg
Odluka	odluka	Ncfsn
iz	iz	Sg
stavka	stavak	Ncmsg
2.	2.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
,	,	Z
Rang-lista	rang-lista	Ncfsn
će	htjeti	Var3s
se	sebe	Px--sa
izraditi	izraditi	Vmn
nakon	nakon	Sg
provedenog	provesti	Agpmsgy
postupka	postupak	Ncmsg
rješavanja	rješavanje	Ncnsg
po	po	Sl
prigovorima	prigovor	Ncmpl
.	.	Z

(	(	Z
5	5	Mdc
)	)	Z
Izrađena	izraditi	Appfsny
Rang-lista	rang-lista	Ncfsn
bit	biti	Van
će	htjeti	Var3s
dostupna	dostupan	Agpfsny
korisnicima	korisnik	Ncmpd
u	u	Sl
okviru	okvir	Ncmsl
Izvještaja	izvještaj	Ncmsg
o	o	Sl
provedenom	provesti	Agpmsly
Natječaju	natječaj	Ncmsl
.	.	Z

Članak	članak	Ncmsn
15.	15.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
U	u	Sl
slučaju	slučaj	Ncmsl
da	da	Cs
se	sebe	Px--sa
nakon	nakon	Sg
zaprimanja	zaprimanje	Ncnsg
svih	sav	Agpmpgy
Zahtjeva	zahtjev	Ncmpg
za	za	Sa
potporu	potpora	Ncfsa
i	i	Cc
provjere	provjera	Ncfpa
ukupnoga	ukupan	Agpmsgy
traženog	tražen	Agpmsgy
iznosa	iznos	Ncmsg
potpore	potpora	Ncfsg
utvrdi	utvrditi	Vmr3s
da	da	Cs
nema	nemati	Vmr3s
dovoljno	dovoljno	Rgp
raspoloživih	raspoloživ	Agpnpgy
sredstava	sredstvo	Ncnpg
za	za	Sa
sve	sav	Agpmpay
korisnike	korisnik	Ncmpa
,	,	Z
Upravljačko	upravljački	Agpnsny
tijelo	tijelo	Ncnsn
će	htjeti	Var3s
izdati	izdati	Vmn
odluke	odluka	Ncfpa
nakon	nakon	Sg
završetka	završetak	Ncmsg
administrativne	administrativan	Agpfsgy
kontrole	kontrola	Ncfsg
svih	sav	Agpmpgy
zaprimljenih	zaprimiti	Appmpgy
Zahtjeva	zahtjev	Ncmpg
za	za	Sa
potporu	potpora	Ncfsa
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Upravljačko	upravljački	Agpnsny
tijelo	tijelo	Ncnsn
će	htjeti	Var3s
nakon	nakon	Sg
obrade	obrada	Ncfsg
Zahtjeva	zahtjev	Ncmpg
za	za	Sa
potporu	potpora	Ncfsa
donijeti	donijeti	Vmn
:	:	Z

a	a	Cc
)	)	Z
Odluku	odluka	Ncfsa
o	o	Sl
privremenoj	privremen	Agpfsly
raspodjeli	raspodjela	Ncfsl
sredstava	sredstvo	Ncnpg
,	,	Z
u	u	Sl
slučaju	slučaj	Ncmsl
ispunjavanja	ispunjavanje	Ncnsg
uvjeta	uvjet	Ncmpg
i	i	Cc
kriterija	kriterij	Ncmpg
propisanih	propisati	Appmpgy
ovim	ovaj	Pd-msi
Pravilnikom	pravilnik	Ncmsi
i	i	Cc
Natječajem	natječaj	Ncmsi
;	;	Z

b	b	Npmsn
)	)	Z
Odluku	odluka	Ncfsa
o	o	Sl
odbijanju	odbijanje	Ncnsl
sukladno	sukladno	Rgp
razlozima	razlog	Ncmpd
navedenim	navesti	Appmply
u	u	Sl
članku	članak	Ncmsl
14.	14.	Mdo
stavku	stavak	Ncmsl
2.	2.	Mdo
točki	točka	Ncfsl
b	b	X
)	)	Z
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Odlukom	odluka	Ncfsi
o	o	Sl
privremenoj	privremen	Agpfsly
raspodijeli	raspodijeliti	Ncfsl
sredstava	sredstvo	Ncnpg
iz	iz	Sg
stavka	stavak	Ncmsg
2.	2.	Mdo
točke	točka	Ncfsg
a	a	Cc
)	)	Z
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
definira	definirati	Vmr3s
se	sebe	Px--sa
privremena	privremen	Agpfsny
raspodjela	raspodjela	Ncfsn
ukupno	ukupno	Rgp
raspoloživih	raspoloživ	Agpnpgy
sredstava	sredstvo	Ncnpg
po	po	Sl
korisnicima	korisnik	Ncmpl
za	za	Sa
sve	sav	Agpmpay
korisnike	korisnik	Ncmpa
koji	koji	Pi-mpn
udovoljavaju	udovoljavati	Vmr3p
uvjetima	uvjet	Ncmpi
i	i	Cc
kriterijima	kriterij	Ncmpl
Pravilnika	pravilnik	Ncmsg
i	i	Cc
Natječaja	Natječaj	Npmsg
,	,	Z
neovisno	neovisan	Agpnsny
o	o	Sl
ostvarenom	ostvariti	Agpmsly
broju	broj	Ncmsl
bodova	bod	Ncmpg
i	i	Cc
poziciji	pozicija	Ncfsl
na	na	Sl
Rang-listi	rang-lista	Ncfsl
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Rang-lista	rang-lista	Ncfsn
iz	iz	Sg
stavka	stavak	Ncmsg
3.	3.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
je	biti	Var3s
privremena	privremen	Agpfsny
i	i	Cc
nalazi	nalaziti	Vmr3s
se	sebe	Px--sa
u	u	Sl
sklopu	sklop	Ncmsl
Privremenog	privremen	Agpmsgy
izvještaja	izvještaj	Ncmsg
o	o	Sl
provedenom	provesti	Agpmsly
Natječaju	natječaj	Ncmsl
koji	koji	Pi-msn
je	biti	Var3s
sastavni	sastavan	Agpmsny
dio	dio	Ncmsn
Odluka	odluka	Ncfsn
iz	iz	Sg
stavka	stavak	Ncmsg
2.	2.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
.	.	Z

(	(	Z
5	5	Mdc
)	)	Z
Završetkom	završetak	Ncmsi
postupka	postupak	Ncmsg
rješavanja	rješavanje	Ncnsg
po	po	Sl
prigovorima	prigovor	Ncmpl
na	na	Sa
Odluke	odluka	Ncfpa
iz	iz	Sg
stavka	stavak	Ncmsg
2.	2.	Mdo
ovoga	ovaj	Pd-nsg
članka	članak	Ncmsg
i	i	Cc
prema	prema	Sl
potrebi	potreba	Ncfsl
ponovne	ponovan	Agpfsgy
administrativne	administrativan	Agpfsgy
kontrole	kontrola	Ncfsg
pozitivno	pozitivno	Rgp
riješenih	riješen	Agpmpgy
prigovora	prigovor	Ncmpg
,	,	Z
formirat	formirati	Vmn
će	htjeti	Var3s
se	sebe	Px--sa
konačna	konačan	Agpfsny
Rang	rang	Ncmsn
lista	listati	Vmr3s
na	na	Sl
temelju	temelj	Ncmsl
koje	koji	Pi-fsg
će	htjeti	Var3s
Upravljačko	upravljački	Agpnsny
tijelo	tijelo	Ncnsn
donijeti	donijeti	Vmn
konačne	konačan	Agpfpay
odluke	odluka	Ncfpa
kako	kako	Cs
slijedi	slijediti	Vmr3s
:	:	Z

a	a	Cc
)	)	Z
Odluku	odluka	Ncfsa
o	o	Sl
dodijeli	dodijeliti	Ncfsl
sredstava	sredstvo	Ncnpg
,	,	Z
u	u	Sl
slučaju	slučaj	Ncmsl
ispunjavanja	ispunjavanje	Ncnsg
uvjeta	uvjet	Ncmpg
i	i	Cc
kriterija	kriterij	Ncmpg
propisanih	propisati	Appmpgy
ovim	ovaj	Pd-msi
Pravilnikom	pravilnik	Ncmsi
i	i	Cc
Natječajem	natječaj	Ncmsi
;	;	Z

b	b	Npmsn
)	)	Z
Odluku	odluka	Ncfsa
o	o	Sl
odbijanju	odbijanje	Ncnsl
sukladno	sukladno	Rgp
razlozima	razlog	Ncmpd
navedenim	navesti	Appmply
u	u	Sl
članku	članak	Ncmsl
14.	14.	Mdo
stavku	stavak	Ncmsl
2.	2.	Mdo
točki	točka	Ncfsl
b	b	X
)	)	Z
ovoga	ovaj	Pd-nsg
Pravilnika	pravilnik	Ncmsg
i	i	Cc
radi	radi	Sg
nedostatnosti	nedostatnost	Ncfsg
raspoloživih	raspoloživ	Agpnpgy
sredstava	sredstvo	Ncnpg
.	.	Z

(	(	Z
6	6	Mdc
)	)	Z
Rang-lista	rang-lista	Ncfsn
iz	iz	Sg
stavka	stavak	Ncmsg
5.	5.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
je	biti	Var3s
konačna	konačan	Agpfsny
i	i	Cc
nalazi	nalaziti	Vmr3s
se	sebe	Px--sa
u	u	Sl
sklopu	sklop	Ncmsl
Konačnog	konačan	Agpmsgy
izvještaja	izvještaj	Ncmsg
o	o	Sl
provedenom	provesti	Agpmsly
Natječaju	natječaj	Ncmsl
koji	koji	Pi-msn
je	biti	Var3s
sastavni	sastavan	Agpmsny
dio	dio	Ncmsn
konačnih	konačan	Agpfpgy
Odluka	odluka	Ncfpg
iz	iz	Sg
stavka	stavak	Ncmsg
5.	5.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
.	.	Z

(	(	Z
7	7	Mdc
)	)	Z
Odlukom	odluka	Ncfsi
iz	iz	Sg
stavka	stavak	Ncmsg
5.	5.	Mdo
točke	točka	Ncfsg
a	a	Cc
)	)	Z
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg

