odgođena	odgoditi	Appfsny
odbio	odbiti	Vmp-sm
tužbeni	tužbeni	Agpmsayn
zahtjev	zahtjev	Ncmsan
podnositelja	podnositelj	Ncmpg
da	da	Cs
mu	on	Pp3msd
tužena	tužiti	Appfsny
isplati	isplatiti	Vmr3s
označeni	označiti	Agpmsayn
iznos	iznos	Ncmsan
,	,	Z
dok	dok	Cs
je	biti	Var3s
odlučeno	odlučiti	Appnsny
da	da	Cs
će	htjeti	Var3s
se	sebe	Px--sa
o	o	Sl
zahtjevu	zahtjev	Ncmsl
za	za	Sa
naknadu	naknada	Ncfsa
štete	šteta	Ncfsg
počinjene	počiniti	Appfsgy
na	na	Sl
obiteljskoj	obiteljski	Agpfsly
kući	kuća	Ncfsl
podnositelja	podnositelj	Ncmpg
te	te	Cc
o	o	Sl
naknadi	naknada	Ncfsl
štete	šteta	Ncfsg
na	na	Sa
ime	ime	Ncnsa
duševnih	duševan	Agpmpgy
bolova	bol	Ncmpg
zbog	zbog	Sg
smanjenja	smanjenje	Ncnsg
životne	životan	Agpfsgy
aktivnosti	aktivnost	Ncfsg
i	i	Cc
duševnih	duševan	Agpmpgy
bolova	bol	Ncmpg
zbog	zbog	Sg
povrede	povreda	Ncfsg
prava	pravo	Ncnsg
ličnosti	ličnost	Ncfsg
odlučiti	odlučiti	Vmn
naknadno	naknadno	Rgp
;	;	Z

–		Agpnsiy
rješenjem	rješenje	Ncnsi
od	od	Sg
3.	3.	Mdo
studenoga	studeni	Ncmsg
2004.	2004.	Mdo
sud	sud	Ncmsn
je	biti	Var3s
odredio	odrediti	Vmp-sm
provođenje	provođenje	Ncnsa
vještačenja	vještačenje	Ncnsg
po	po	Sl
vještaku	vještak	Ncmsl
za	za	Sa
kućne	kućni	Agpmpay
aparate	aparat	Ncmpa
te	te	Cc
je	biti	Var3s
rješenjem	rješenje	Ncnsi
od	od	Sg
23.	23.	Mdo
studenoga	studeni	Ncmsg
2004.	2004.	Mdo
isto	isto	Rgp
stavljeno	staviti	Appnsny
van	van	Sg
snage	snaga	Ncfsg
budući	budući	Cs
da	da	Cs
je	biti	Var3s
imenovani	imenovati	Agpmsny
vještak	vještak	Ncmsn
brisan	brisati	Appmsnn
s	sa	Sg
popisa	popis	Ncmsg
vještaka	vještak	Ncmsg
,	,	Z
te	te	Cc
je	biti	Var3s
određeno	određen	Agpnsny
novo	nov	Agpnsny
vještačenje	vještačenje	Ncnsn
po	po	Sl
vještaku	vještak	Ncmsl
aktuaru	aktuar	Ncmsl
;	;	Z

–	–	Z
protiv	protiv	Sg
djelomične	djelomičan	Agpfsgy
presude	presuda	Ncfsg
podnositelj	podnositelj	Ncmsn
je	biti	Var3s
24.	24.	Mdo
studenoga	studeni	Ncmsg
2004.	2004.	Mdo
izjavio	izjaviti	Vmp-sm
žalbu	žalba	Ncfsa
;	;	Z

–		Agpnsiy
rješenjem	rješenje	Ncnsi
od	od	Sg
30.	30.	Mdo
studenoga	studeni	Ncmsg
2004.	2004.	Mdo
stavljeno	staviti	Appnsny
je	biti	Var3s
izvan	izvan	Sg
snage	snaga	Ncfsg
ranije	raniji	Agpnsny
rješenje	rješenje	Ncnsn
o	o	Sl
određivanju	određivanje	Ncnsl
vještačenja	vještačenje	Ncnsg
te	te	Cc
je	biti	Var3s
određeno	određen	Agpnsny
novo	nov	Agpnsny
vještačenje	vještačenje	Ncnsn
po	po	Sl
drugom	drugi	Mlomsl
vještaku	vještak	Ncmsl
;	;	Z

–		Agpmsiy
podneskom	podnesak	Ncmsi
od	od	Sg
28.	28.	Mdo
siječnja	siječanj	Ncmsg
2005.	2005.	Mdo
podnositelj	podnositelj	Ncmsn
je	biti	Var3s
predložio	predložiti	Vmp-sm
nastavak	nastavak	Ncmsan
parničnog	parnični	Agpmsgy
postupka	postupak	Ncmsg
;	;	Z

–		Agpnsiy
rješenjem	rješenje	Ncnsi
suda	sud	Ncmsg
od	od	Sg
27.	27.	Mdo
srpnja	srpanj	Ncmsg
2005.	2005.	Mdo
imenovani	imenovati	Agpmsny
vještak	vještak	Ncmsn
pozvan	pozvati	Appmsnn
je	biti	Var3s
da	da	Cs
izradi	izraditi	Vmr3s
nalaz	nalaz	Ncmsan
i	i	Cc
mišljenje	mišljenje	Ncnsa
;	;	Z

–	–	Sa
nalaz	nalaz	Ncmsan
i	i	Cc
mišljenje	mišljenje	Ncnsa
vještaka	vještak	Ncmpg
sudu	sud	Ncmsd
je	biti	Var3s
dostavljeno	dostaviti	Appnsny
21.	21.	Mdo
rujna	rujan	Ncmsg
2005.	2005.	Mdo
;	;	Z

–		Agpmsiy
dopisom	dopis	Ncmsi
Ustavnog	ustavan	Agpmsgy
suda	sud	Ncmsg
broj	broj	Ncmsn
:	:	Z
U-IIIA-1849	U-IIIA-1849	Mds
/	/	Z
00	00	Mdc
od	od	Sg
11.	11.	Mdo
veljače	veljača	Ncfsg
2005.	2005.	Mdo

Ustavni	ustavan	Agpmsny
sud	sud	Ncmsn
dostavio	dostaviti	Vmp-sm
je	biti	Var3s
sudu	sud	Ncmsd
odluku	odluka	Ncfsa
o	o	Sl
povredi	povreda	Ncfsl
prava	pravo	Ncnsg
podnositelja	podnositelj	Ncmpg
na	na	Sa
suđenje	suđenje	Ncnsa
u	u	Sl
razumnom	razuman	Agpmsly
roku	rok	Ncmsl
;	;	Z

–	i	Agpnsly
na	na	Sl
ročištu	ročište	Ncnsl
održanom	održan	Agpnsly
16.	16.	Mdo
prosinca	prosinac	Ncmsg
2005.	2005.	Mdo
sud	sud	Ncmsn
je	biti	Var3s
odredio	odrediti	Vmp-sm
ponovno	ponovno	Rgp
zatražiti	zatražiti	Vmn
podatke	podatak	Ncmpa
od	od	Sg
Ministarstva	ministarstvo	Ncnsg
obrane	obrana	Ncfsg
,	,	Z
te	te	Cc
je	biti	Var3s
određeno	određen	Agpnsny
provođenje	provođenje	Ncnsn
liječničkog	liječnički	Agpnsgy
vještačenja	vještačenje	Ncnsg
po	po	Sl
vještaku	vještak	Ncmsl
internisti	internist	Ncmpn
;	;	Z

–		Agpnsiy
rješenjem	rješenje	Ncnsi
suda	sud	Ncmsg
od	od	Sg
18.	18.	Mdo
siječnja	siječanj	Ncmsg
2006.	2006.	Mdo
određeno	odrediti	Appnsny
je	biti	Var3s
medicinsko	medicinski	Agpnsny
vještačenje	vještačenje	Ncnsn
;	;	Z

–	–	Si
podneskom	podnesak	Ncmsi
zaprimljenim	zaprimiti	Appmsiy
20.	20.	Mdo
siječnja	siječanj	Ncmsg
2006.	2006.	Mdo

Ministarstvo	ministarstvo	Ncnsn
obrane	obrana	Ncfsg
dostavilo	dostaviti	Vmp-sn
je	biti	Var3s
zatraženi	zatražiti	Agpmsny
spis	spis	Ncmsn
;	;	Z

–	–	Sa
nalaz	nalaz	Ncmsan
i	i	Cc
mišljenje	mišljenje	Ncnsa
vještaka	vještak	Ncmpg
sudu	sud	Ncmsd
je	biti	Var3s
dostavljeno	dostaviti	Appnsny
9.	9.	Mdo
veljače	veljača	Ncfsg
2006.	2006.	Mdo
;	;	Z

–		Agpmsiy
podneskom	podnesak	Ncmsi
od	od	Sg
7.	7.	Mdo
veljače	veljača	Ncfsg
2006.	2006.	Mdo
podnositelj	podnositelj	Ncmsn
je	biti	Var3s
dostavio	dostaviti	Vmp-sm
zatraženu	zatražiti	Agpfsay
dokumentaciju	dokumentacija	Ncfsa
;	;	Z

–		Agpnsiy
rješenjem	rješenje	Ncnsi
od	od	Sg
16.	16.	Mdo
veljače	veljača	Ncfsg
2006.	2006.	Mdo
sud	sud	Ncmsn
je	biti	Var3s
pozvao	pozvati	Vmp-sm
podnositelja	podnositelj	Ncmsay
na	na	Sa
uplatu	uplata	Ncfsa
predujma	predujam	Ncmsg
za	za	Sa
vještačenje	vještačenje	Ncnsa
;	;	Z

–		Agpmsiy
podneskom	podnesak	Ncmsi
od	od	Sg
6.	6.	Mdo
ožujka	ožujak	Ncmsg
2006.	2006.	Mdo
podnositelj	podnositelj	Ncmsn
je	biti	Var3s
predložio	predložiti	Vmp-sm
dopunu	dopuna	Ncfsa
vještačenja	vještačenje	Ncnsg
;	;	Z

–		Agpnsiy
rješenjem	rješenje	Ncnsi
od	od	Sg
13.	13.	Mdo
ožujka	ožujak	Ncmsg
2006.	2006.	Mdo
sud	sud	Ncmsn
je	biti	Var3s
ponovno	ponovno	Rgp
pozvao	pozvati	Vmp-sm
podnositelja	podnositelj	Ncmpg
na	na	Sa
plaćanje	plaćanje	Ncnsa
predujma	predujam	Ncmsg
;	;	Z

–		Agpmsiy
podneskom	podnesak	Ncmsi
od	od	Sg
23.	23.	Mdo
ožujka	ožujak	Ncmsg
2006.	2006.	Mdo
podnositelj	podnositelj	Ncmsn
je	biti	Var3s
dostavio	dostaviti	Vmp-sm
dokaz	dokaz	Ncmsan
o	o	Sl
uplati	uplata	Ncfsl
predujma	predujam	Ncmsg
;	;	Z

–	i	Agpfsiy
presudom	presuda	Ncfsi
broj	broj	Ncmsn
:	:	Z
Gžn-367	Gžn-367	Mds
/	/	Z
05	05	Mdc
od	od	Sg
7.	7.	Mdo
veljače	veljača	Ncfsg
2006.	2006.	Mdo

Županijski	županijski	Agpmsny
sud	sud	Ncmsn
u	u	Sl
Zagrebu	Zagreb	Npmsl
odbio	odbiti	Vmp-sm
je	biti	Var3s
žalbu	žalba	Ncfsa
podnositelja	podnositelj	Ncmpg
kao	kao	Cs
neosnovanu	neosnovan	Agpfsay
te	te	Cc
je	biti	Var3s
potvrdio	potvrditi	Vmp-sm
djelomičnu	djelomičan	Agpfsay
presudu	presuda	Ncfsa
;	;	Z

–		Agpnsiy
rješenjem	rješenje	Ncnsi
od	od	Sg
20.	20.	Mdo
travnja	travanj	Ncmsg
2006.	2006.	Mdo
sud	sud	Ncmsn
je	biti	Var3s
pozvao	pozvati	Vmp-sm
vještaka	vještak	Ncmsay
da	da	Cs
izradi	izraditi	Vmr3s
dopunski	dopunski	Agpmsny
nalaz	nalaz	Ncmsn
i	i	Cc
mišljenje	mišljenje	Ncnsa
;	;	Z

–	–	Agpmsny
dopunski	dopunski	Agpmsny
nalaz	nalaz	Ncmsn
i	i	Cc
mišljenje	mišljenje	Ncnsa
vještaka	vještak	Ncmpg
sudu	sud	Ncmsd
je	biti	Var3s
dostavljen	dostaviti	Appmsnn
16.	16.	Mdo
svibnja	svibanj	Ncmsg
2006.	2006.	Mdo
;	;	Z

–	–	Z
protiv	protiv	Sg
presude	presuda	Ncfsg
Županijskog	županijski	Agpmsgy
suda	sud	Ncmsg
u	u	Sl
Zagrebu	Zagreb	Npmsl
od	od	Sg
7.	7.	Mdo
veljače	veljača	Ncfsg
2006.	2006.	Mdo
podnositelj	podnositelj	Ncmsn
je	biti	Var3s
podnio	podnijeti	Vmp-sm
reviziju	revizija	Ncfsa
koju	koji	Pi-fsa
je	biti	Var3s
Općinski	općinski	Agpmsny
sud	sud	Ncmsn
u	u	Sl
Zagrebu	Zagreb	Npmsl
zaprimio	zaprimiti	Vmp-sm
25.	25.	Mdo
svibnja	svibanj	Ncmsg
2006.	2006.	Mdo
;	;	Z

–		Agpmsiy
podneskom	podnesak	Ncmsi
od	od	Sg
14.	14.	Mdo
rujna	rujan	Ncmsg
2006.	2006.	Mdo
podnositelj	podnositelj	Ncmsn
je	biti	Var3s
specificirao	specificirati	Vmp-sm
tužbeni	tužbeni	Agpmsayn
zahtjev	zahtjev	Ncmsan
;	;	Z

–	i	Agpnsly
na	na	Sl
ročištu	ročište	Ncnsl
održanom	održan	Agpmsly
14.	14.	Mdo
rujna	rujan	Ncmsg
2006.	2006.	Mdo
određeno	odrediti	Appnsny
je	biti	Var3s
saslušanje	saslušanje	Ncnsn
vještaka	vještak	Ncmpg
;	;	Z

–		Agpmsiy
podneskom	podnesak	Ncmsi
od	od	Sg
11.	11.	Mdo
listopada	listopad	Ncmsg
2006.	2006.	Mdo
podnositelj	podnositelj	Ncmsn
je	biti	Var3s
sudu	sud	Ncmsd
dostavio	dostaviti	Vmp-sm
dokumentaciju	dokumentacija	Ncfsa
;	;	Z

–	i	Agpnsly
na	na	Sl
ročištu	ročište	Ncnsl
održanom	održan	Agpnsly
19.	19.	Mdo
listopada	listopad	Ncmsg
2006.	2006.	Mdo
sud	sud	Ncmsn
je	biti	Var3s
saslušao	saslušati	Vmp-sm
vještaka	vještak	Ncmpg
i	i	Cc
svjedoka	svjedok	Ncmpg
te	te	Cc
je	biti	Var3s
glavna	glavni	Agpfsny
rasprava	rasprava	Ncfsn
zaključena	zaključiti	Appfsny
;	;	Z

–	i	Agpnsny
ročište	ročište	Ncnsn
za	za	Sa
objavu	objava	Ncfsa
odluke	odluka	Ncfsg
suda	sud	Ncmsg
(	(	Z
presuda	presuda	Ncfsn
broj	broj	Ncmsn
:	:	Z
Pn-5347	Pn-5347	Mds
/	/	Z
03	03	Mdc
od	od	Sg
3.	3.	Mdo
studenoga	studeni	Ncmsg
2006.	2006.	Mdo
)	)	Z
održano	održati	Appnsny
je	biti	Var3s
2.	2.	Mdo
studenoga	studeni	Ncmsg
2006.	2006.	Mdo
;	;	Z

–	–	Z
protiv	protiv	Sg
prvostupanjske	prvostupanjski	Agpfsgy
presude	presuda	Ncfsg
tužena	tužiti	Appfsny
je	biti	Var3s
27.	27.	Mdo
studenoga	studeni	Ncmsg
2006.	2006.	Mdo
izjavila	izjaviti	Vmp-sf
žalbu	žalba	Ncfsa
dok	dok	Cs
je	biti	Var3s
podnositelj	podnositelj	Ncmsn
žalbu	žalba	Ncfsa
izjavio	izjaviti	Vmp-sm
29.	29.	Mdo
studenoga	studeni	Ncmsg
2006.	2006.	Mdo
;	;	Z

–	–	Agpmsny
predmet	predmet	Ncmsn
je	biti	Var3s
po	po	Sl
žalbi	žalba	Ncfsl
nadležnom	nadležan	Agpmsly
sudu	sud	Ncmsl
otpremljen	otpremiti	Appmsnn
8.	8.	Mdo
veljače	veljača	Ncfsg
2007.	2007.	Mdo
;	;	Z

–	i	Agpfsiy
presudom	presuda	Ncfsi
broj	broj	Ncmsn
:	:	Z
Gžn-364	Gžn-364	Mds
/	/	Z
07	07	Mdc
od	od	Sg
20.	20.	Mdo
studenoga	studeni	Ncmsg
2007.	2007.	Mdo

Županijski	županijski	Agpmsny
sud	sud	Ncmsn
u	u	Sl
Zagrebu	Zagreb	Npmsl
djelomično	djelomično	Rgp
je	biti	Var3s
potvrdio	potvrditi	Vmp-sm
prvostupanjsku	prvostupanjski	Agpfsay
presudu	presuda	Ncfsa
dok	dok	Cs
je	biti	Var3s
rješenjem	rješenje	Ncnsi
istog	isti	Agpmsgy
broja	broj	Ncmsg
i	i	Cc
datuma	datum	Ncmsg
predmet	predmet	Ncmsan
vratio	vratiti	Vmp-sm
na	na	Sa
ponovno	ponovan	Agpnsay
suđenje	suđenje	Ncnsa
prvostupanjskom	prvostupanjski	Agpmsly
sudu	sud	Ncmsl
;	;	Z

–	–	Z
protiv	protiv	Sg
drugostupanjske	drugostupanjski	Agpfsgy
presude	presuda	Ncfsg
podnositelj	podnositelj	Ncmsn
je	biti	Var3s
podnio	podnijeti	Vmp-sm
reviziju	revizija	Ncfsa
koju	koji	Pi-fsa
je	biti	Var3s
Općinski	općinski	Agpmsny
građanski	građanski	Agpmsny
sud	sud	Ncmsn
u	u	Sl
Zagrebu	Zagreb	Npmsl
zaprimio	zaprimiti	Vmp-sm
29.	29.	Mdo
veljače	veljača	Ncfsg
2008.	2008.	Mdo
;	;	Z

