stavka	stavka	Ncfsn
Narodne	narodni	Agpfpny
novine	novina	Ncfpn
«	«	Z
broj	broj	Ncmsn
37/16	37/16	Mds
)	)	Z
,	,	Z
potpisane	potpisati	Appfpny
od	od	Sg
osoba	osoba	Ncfpg
koje	koji	Pi-fpn
su	biti	Var3p
ih	oni	Pp3-pa
sastavile	sastaviti	Vmp-pf
i	i	Cc
odgovornih	odgovoran	Agpfpgy
osoba	osoba	Ncfpg
(	(	Z
obrasci	obrazac	Ncmpn
izračuna	izračun	Ncmsg
adekvatnosti	adekvatnost	Ncfsg
kapitala	kapital	Ncmsg
moraju	morati	Vmr3p
biti	biti	Van
potpisani	potpisati	Appmpny
od	od	Sg
imenovanog	imenovati	Agpmsgy
ovlaštenog	ovlašten	Agpmsgy
aktuara	aktuar	Ncmsg
malog	mali	Agpnsgy
društva	društvo	Ncnsg
za	za	Sa
osiguranje	osiguranje	Ncnsa
)	)	Z
i	i	Cc
dostavljene	dostaviti	Appfpny
Agenciji	agencija	Ncfsl
u	u	Sl
pisanom	pisan	Agpmsly
i	i	Cc
elektroničkom	elektronički	Agpmsly
obliku	oblik	Ncmsl
na	na	Sl
odgovarajućem	odgovarajući	Agpmsly
trajnom	trajan	Agpmsly
mediju	medij	Ncmsl
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Ako	ako	Cs
malo	mali	Agpnsny
društvo	društvo	Ncnsn
za	za	Sa
osiguranje	osiguranje	Ncnsa
namjerava	namjeravati	Vmr3s
obavljati	obavljati	Vmn
poslove	posao	Ncmpa
osiguranja	osiguranje	Ncnsg
u	u	Sl
vrsti	vrsta	Ncfsl
osiguranja	osiguranje	Ncnsg
iz	iz	Sg
članka	članak	Ncmsg
7.	7.	Mdo
stavka	stavak	Ncmsg
2.	2.	Mdo
točke	točka	Ncfsg
18.	18.	Mdo

Zakona	zakon	Ncmsg
,	,	Z
poslovni	poslovan	Agpmsayn
plan	plan	Ncmsan
mora	morati	Vmr3s
sadržavati	sadržavati	Vmn
i	i	Cc
opis	opis	Ncmsan
sredstava	sredstvo	Ncnpg
koja	koji	Pi-npn
su	biti	Var3p
potrebna	potreban	Agpnsay
za	za	Sa
ispunjavanje	ispunjavanje	Ncnsa
obveza	obveza	Ncfpg
iz	iz	Sg
ove	ovaj	Pd-fsg
vrste	vrsta	Ncfsg
osiguranja	osiguranje	Ncnsg
.	.	Z

VI	VI	Mrc
.	.	Z

IZVJEŠTAVANJE	izvještavanje	Ncnsn
AGENCIJE	agencija	Ncfsg

Rokovi	rok	Ncmpn
dostave	dostava	Ncfsg
izvještaja	izvještaj	Ncmsg

Članak	članak	Ncmsn
35.	35.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Malo	mali	Agpnsny
društvo	društvo	Ncnsn
za	za	Sa
osiguranje	osiguranje	Ncnsa
dužno	dužno	Rgp
je	biti	Var3s
osim	osim	Sg
financijskih	financijski	Agpmpgy
i	i	Cc
dodatnih	dodatan	Agpmpgy
izvještaja	izvještaj	Ncmpg
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
Pravilnikom	pravilnik	Ncmsi
o	o	Sl
obliku	oblik	Ncmsl
i	i	Cc
sadržaju	sadržaj	Ncmsl
financijskih	financijski	Agpmpgy
i	i	Cc
dodatnih	dodatan	Agpmpgy
izvještaja	izvještaj	Ncmpg
društva	društvo	Ncnsg
za	za	Sa
osiguranje	osiguranje	Ncnsa
odnosno	odnosno	Rgp
društva	društvo	Ncnsg
za	za	Sa
reosiguranje	reosiguranje	Ncnsa
,	,	Z
sastavljati	sastavljati	Vmn
i	i	Cc
izvještaje	izvještaj	Ncmpa
iz	iz	Sg
članka	članak	Ncmsg
11.	11.	Mdo
stavka	stavak	Ncmsg
1.	1.	Mdo
,	,	Z
članka	članak	Ncmsg
14.	14.	Mdo
stavka	stavak	Ncmsg
1.	1.	Mdo
,	,	Z
članka	članak	Ncmsg
22.	22.	Mdo
stavka	stavak	Ncmsg
1.	1.	Mdo
i	i	Cc
članka	članak	Ncmsg
33.	33.	Mdo
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
za	za	Sa
razdoblje	razdoblje	Ncnsa
poslovne	poslovan	Agpfsgy
godine	godina	Ncfsg
i	i	Cc
za	za	Sa
tromjesečna	tromjesečan	Agpnpay
izvještajna	izvještajni	Agpnpay
razdoblja	razdoblje	Ncnpa
tijekom	tijekom	Sg
poslovne	poslovan	Agpfsgy
godine	godina	Ncfsg
(	(	Z
31.	31.	Mdo
3.	3.	Mdo
,	,	Z
30.	30.	Mdo
6.	6.	Mdo
,	,	Z
30.	30.	Mdo
9.	9.	Mdo
,	,	Z
31.	31.	Mdo
12.	12.	Mdo
)	)	Z
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Malo	mali	Agpnsny
društvo	društvo	Ncnsn
za	za	Sa
osiguranje	osiguranje	Ncnsa
dužno	dužan	Agpnsny
je	biti	Var3s
dostaviti	dostaviti	Vmn
Agenciji	agencija	Ncfsd
tromjesečne	tromjesečan	Agpmpay
izvještaje	izvještaj	Ncmpa
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
najkasnije	kasno	Rgs
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
mjesec	mjesec	Ncmsan
dana	dan	Ncmpg
po	po	Sl
proteku	protek	Ncmsl
izvještajnog	izvještajni	Agpnsgy
razdoblja	razdoblje	Ncnsg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Malo	mali	Agpnsny
društvo	društvo	Ncnsn
za	za	Sa
osiguranje	osiguranje	Ncnsa
dužno	dužan	Agpnsny
je	biti	Var3s
dostaviti	dostaviti	Vmn
Agenciji	Agencija	Npfsd
godišnje	godišnji	Agpmpay
izvještaje	izvještaj	Ncmpa
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
najkasnije	kasno	Rgs
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
četiri	četiri	Mlc
mjeseca	mjesec	Ncmsg
nakon	nakon	Sg
isteka	istek	Ncmsg
poslovne	poslovan	Agpfsgy
godine	godina	Ncfsg
za	za	Sa
koju	koji	Pi-fsa
se	sebe	Px--sa
izvještaji	izvještaj	Ncmpn
sastavljaju	sastavljati	Vmr3p
.	.	Z

Način	način	Ncmsn
dostave	dostava	Ncfsg
izvještaja	izvještaj	Ncmsg

Članak	članak	Ncmsn
36.	36.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Izvještaje	izvještaj	Ncmpa
iz	iz	Sg
članka	članak	Ncmsg
11.	11.	Mdo
stavka	stavak	Ncmsg
1.	1.	Mdo
,	,	Z
članka	članak	Ncmsg
14.	14.	Mdo
stavka	stavak	Ncmsg
1.	1.	Mdo
,	,	Z
članka	članak	Ncmsg
22.	22.	Mdo
stavka	stavak	Ncmsg
1.	1.	Mdo
i	i	Cc
članka	članak	Ncmsg
33.	33.	Mdo
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
malo	mali	Agpnsny
društvo	društvo	Ncnsn
za	za	Sa
osiguranje	osiguranje	Ncnsa
dužno	dužan	Agpnsny
je	biti	Var3s
dostaviti	dostaviti	Vmn
Agenciji	agencija	Ncfsd
u	u	Sl
elektroničkom	elektronički	Agpmsly
obliku	oblik	Ncmsl
s	sa	Si
naprednim	napredan	Agpmsiy
elektroničkim	elektronički	Agpmsiy
potpisom	potpis	Ncmsi
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
tehničkom	tehnički	Agpfsiy
uputom	uputa	Ncfsi
Agencije	agencija	Ncfsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Smatra	smatrati	Vmr3s
se	sebe	Px--sa
da	da	Cs
je	biti	Var3s
malo	mali	Agpnsny
društvo	društvo	Ncnsn
za	za	Sa
osiguranje	osiguranje	Ncnsa
dostavilo	dostaviti	Vmp-sn
izvještaje	izvještaj	Ncmpa
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
u	u	Sl
trenutku	trenutak	Ncmsl
kada	kada	Cs
je	biti	Var3s
izvještaj	izvještaj	Ncmsn
prihvaćen	prihvatiti	Appmsnn
na	na	Sl
poslužitelju	poslužitelj	Ncmsl
Agencije	agencija	Ncfsg
za	za	Sa
primanje	primanje	Ncnsa
izvještaja	izvještaj	Ncmsg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
U	u	Sl
opravdanim	opravdati	Agpmply
slučajevima	slučaj	Ncmpl
nemogućnosti	nemogućnost	Ncfsg
dostave	dostava	Ncfsg
na	na	Sa
način	način	Ncmsan
propisan	propisan	Agpmsann
stavkom	stavak	Ncmsan
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
,	,	Z
malo	mali	Agpnsay
društvo	društvo	Ncnsa
za	za	Sa
osiguranje	osiguranje	Ncnsa
dužno	dužan	Agpnsny
je	biti	Var3s
u	u	Sl
propisanom	propisati	Agpmsly
roku	rok	Ncmsl
dostaviti	dostaviti	Vmn
izvještaje	izvještaj	Ncmpa
iz	iz	Sg
članka	članak	Ncmsg
11.	11.	Mdo
stavka	stavak	Ncmsg
1.	1.	Mdo
,	,	Z
članka	članak	Ncmsg
14.	14.	Mdo
stavka	stavak	Ncmsg
1.	1.	Mdo
,	,	Z
članka	članak	Ncmsg
22.	22.	Mdo
stavka	stavak	Ncmsg
1.	1.	Mdo
i	i	Cc
članka	članak	Ncmsg
33.	33.	Mdo
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
u	u	Sl
pisanom	pisan	Agpmsly
obliku	oblik	Ncmsl
,	,	Z
neposredno	neposredno	Rgp
ili	ili	Cc
poštom	pošta	Ncfsi
u	u	Sa
svrhu	svrha	Ncfsa
pravodobnog	pravodoban	Agpnsgy
izvještavanja	izvještavanje	Ncnsg
.	.	Z

Malo	mali	Agpnsny
društvo	društvo	Ncnsn
za	za	Sa
osiguranje	osiguranje	Ncnsa
dužno	dužan	Agpnsny
je	biti	Var3s
dostaviti	dostaviti	Vmn
izvještaje	izvještaj	Ncmpa
na	na	Sa
način	način	Ncmsan
propisan	propisan	Agpmsann
stavkom	stavak	Ncmsan
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
čim	čim	Cs
prestanu	prestati	Vmr3p
razlozi	razlog	Ncmpn
nemogućnosti	nemogućnost	Ncfsg
dostave	dostava	Ncfsg
,	,	Z
a	a	Cc
najkasnije	kasno	Rgs
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
8	8	Mdc
dana	dan	Ncmpg
od	od	Sg
isteka	istek	Ncmsg
roka	rok	Ncmsg
za	za	Sa
dostavu	dostava	Ncfsa
izvještaja	izvještaj	Ncmsg
.	.	Z

Izvještavanje	izvještavanje	Ncnsn
Agencije	agencija	Ncfsg
u	u	Sl
slučaju	slučaj	Ncmsl
neispunjenja	neispunjenje	Ncnsg
uvjeta	uvjet	Ncmpg
adekvatnosti	adekvatnost	Ncfsg
kapitala	kapital	Ncmsg

Članak	članak	Ncmsn
37.	37.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
U	u	Sl
smislu	smisao	Ncmsl
članka	članak	Ncmsg
201.	201.	Mdo
stavka	stavak	Ncmsg
3.	3.	Mdo
točke	točka	Ncfsg
2.	2.	Mdo
Zakona	zakon	Ncmsg
,	,	Z
uprava	uprava	Ncfsn
malog	mali	Agpnsgy
društva	društvo	Ncnsg
za	za	Sa
osiguranje	osiguranje	Ncnsa
dužna	dužan	Agpfsny
je	biti	Var3s
bez	bez	Sg
odgađanja	odgađanje	Ncnsg
izvijestiti	izvijestiti	Vmn
Agenciju	agencija	Ncfsa

