mjeri	mjeriti	Vmr3s
pristanak	pristanak	Ncmsn
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
,	,	Z
odnosno	odnosno	Rgp
izražava	izražavati	Vmr3s
mišljenje	mišljenje	Ncnsa
iz	iz	Sg
stavka	stavak	Ncmsg
3.	3.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
bez	bez	Sg
nazočnosti	nazočnost	Ncfsg
roditelja	roditelj	Ncmpg
i	i	Cc
osoba	osoba	Ncfpg
koje	koji	Pi-fpn
ga	on	Pp3msa
žele	željeti	Vmr3p
posvojiti	posvojiti	Vmn
.	.	Z

Pristanak	pristanak	Ncmsn
djetetova	djetetov	Ncmpg
skrbnika	skrbnik	Ncmpg

Članak	članak	Ncmsn
192.	192.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Za	za	Sa
posvojenje	posvojenje	Ncnsa
djeteta	dijete	Ncnsg
potreban	potreban	Agpmsnn
je	biti	Var3s
pristanak	pristanak	Ncmsn
skrbnika	skrbnik	Ncmpg
djeteta	dijete	Ncnsg
u	u	Sl
slučajevima	slučaj	Ncmpl
iz	iz	Sg
članka	članak	Ncmsg
188.	188.	Mdo
stavka	stavak	Ncmsg
5.	5.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Ako	ako	Cs
je	biti	Var3s
dijete	dijete	Ncnsn
pod	pod	Si
skrbništvom	skrbništvo	Ncnsi
,	,	Z
a	a	Cc
za	za	Sa
posvojenje	posvojenje	Ncnsa
nije	biti	Var3s
potreban	potreban	Agpmsnn
pristanak	pristanak	Ncmsn
skrbnika	skrbnik	Ncmpg
djeteta	dijete	Ncnsg
,	,	Z
skrbnik	skrbnik	Ncmsn
ima	imati	Vmr3s
pravo	pravo	Ncnsa
izraziti	izraziti	Vmn
svoje	svoj	Px-nsa
mišljenje	mišljenje	Ncnsa
o	o	Sl
posvojenju	posvojenje	Ncnsl
djeteta	dijete	Ncnsg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Ako	ako	Cs
je	biti	Var3s
za	za	Sa
posvojenje	posvojenje	Ncnsa
potreban	potreban	Agpmsnn
pristanak	pristanak	Ncmsn
skrbnika	skrbnik	Ncmsg
djeteta	dijete	Ncnsg
koji	koji	Pi-msn
je	biti	Var3s
zaposlenik	zaposlenik	Ncmsn
centra	centar	Ncmsg
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
,	,	Z
sud	sud	Ncmsn
donosi	donositi	Vmr3s
rješenje	rješenje	Ncnsa
koje	koji	Pi-nsa
nadomješta	nadomještati	Vmr3s
pristanak	pristanak	Ncmsn
za	za	Sa
posvojenje	posvojenje	Ncnsa
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Ako	ako	Cs
skrbnik	skrbnik	Ncmsn
čiji	čiji	Pi-msn
je	biti	Var3s
pristanak	pristanak	Ncmsn
potreban	potreban	Agpmsnn
odbije	odbiti	Vmr3s
dati	dati	Vmn
pristanak	pristanak	Ncmsan
za	za	Sa
posvojenje	posvojenje	Ncnsa
djeteta	dijete	Ncnsg
bez	bez	Sg
opravdanog	opravdati	Agpmsgy
razloga	razlog	Ncmsg
,	,	Z
sud	sud	Ncmsn
može	moći	Vmr3s
donijeti	donijeti	Vmn
rješenje	rješenje	Ncnsa
koje	koji	Pi-nsn
nadomješta	nadomještati	Vmr3s
pristanak	pristanak	Ncmsn
skrbnika	skrbnik	Ncmpg
.	.	Z

(	(	Z
5	5	Mdc
)	)	Z
Skrbnik	skrbnik	Ncmsn
ne	ne	Qz
može	moći	Vmr3s
opozvati	opozvati	Vmn
pristanak	pristanak	Ncmsan
za	za	Sa
posvojenje	posvojenje	Ncnsa
djeteta	dijete	Ncnsg
.	.	Z

Pristanak	pristanak	Ncmsn
bračnog	bračni	Agpnsgy
,	,	Z
odnosno	odnosno	Rgp
izvanbračnog	izvanbračni	Agpmsgy
druga	drug	Ncmsg

Članak	članak	Ncmsn
193.	193.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Kad	kad	Cs
dijete	dijete	Ncnsn
posvaja	posvajati	Vmr3s
jedan	jedan	Mlcmsn
bračni	bračni	Agpmsny
,	,	Z
odnosno	odnosno	Rgp
izvanbračni	izvanbračni	Agpmsny
drug	drug	Ncmsn
,	,	Z
potreban	potreban	Agpmsnn
je	biti	Var3s
pristanak	pristanak	Ncmsn
drugoga	drugi	Mlomsg
bračnog	bračni	Agpnsgy
,	,	Z
odnosno	odnosno	Rgp
izvanbračnog	izvanbračni	Agpmsgy
druga	drug	Ncmsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Pristanak	pristanak	Ncmsn
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
ne	ne	Qz
može	moći	Vmr3s
se	sebe	Px--sa
opozvati	opozvati	Vmn
.	.	Z

Postupak	postupak	Ncmsn
davanja	davanje	Ncnsg
pristanaka	pristanak	Ncmpg

Članak	članak	Ncmsn
194.	194.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Roditelj	roditelj	Ncmsn
djeteta	dijete	Ncnsg
,	,	Z
bračni	bračni	Agpmpny
,	,	Z
odnosno	odnosno	Rgp
izvanbračni	izvanbračni	Agpmsny
drug	drug	Ncmsn
osobe	osoba	Ncfsg
koja	koji	Pi-fsn
namjerava	namjeravati	Vmr3s
posvojiti	posvojiti	Vmn
dijete	dijete	Ncnsa
,	,	Z
dijete	dijete	Ncnsn
,	,	Z
odnosno	odnosno	Rgp
njegov	njegov	Ps3msn
skrbnik	skrbnik	Ncmsn
daju	dati	Vmr3p
pristanak	pristanak	Ncmsan
za	za	Sa
posvojenje	posvojenje	Ncnsa
pred	pred	Si
centrom	centar	Ncmsi
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
nadležnim	nadležan	Agpmpdy
prema	prema	Sl
svojem	svoj	Px-nsl
prebivalištu	prebivalište	Ncnsl
,	,	Z
odnosno	odnosno	Rgp
boravištu	boravište	Ncnsd
osobno	osobno	Rgp
na	na	Sa
zapisnik	zapisnik	Ncmsan
,	,	Z
nakon	nakon	Sg
čega	što	Pi3n-g
im	oni	Pp3-pd
se	sebe	Px--sa
uručuje	uručivati	Vmr3s
prijepis	prijepis	Ncmsn
ovjerenoga	ovjeriti	Agpmsgy
zapisnika	zapisnik	Ncmsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Ako	ako	Cs
su	biti	Var3p
osobe	osoba	Ncfpn
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
dale	dati	Vmp-pf
pristanak	pristanak	Ncmsan
za	za	Sa
posvojenje	posvojenje	Ncnsa
pred	pred	Si
centrom	centar	Ncmsi
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
koji	koji	Pi-msn
ne	ne	Qz
vodi	voditi	Vmr3s
postupak	postupak	Ncmsan
zasnivanja	zasnivanje	Ncnsg
posvojenja	posvojenje	Ncnsg
,	,	Z
taj	taj	Pd-msan
centar	centar	Ncmsan
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
će	htjeti	Var3s
odmah	odmah	Rgp
dostaviti	dostaviti	Vmn
ovjereni	ovjeriti	Agpmsayn
zapisnik	zapisnik	Ncmsan
o	o	Sl
tome	taj	Pd-nsl
centru	centar	Ncmsl
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
koji	koji	Pi-msn
vodi	voditi	Vmr3s
postupak	postupak	Ncmsan
zasnivanja	zasnivanje	Ncnsg
posvojenja	posvojenje	Ncnsg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Pristanak	pristanak	Ncmsn
za	za	Sa
posvojenje	posvojenje	Ncnsa
roditelj	roditelj	Ncmsn
može	moći	Vmr3s
dati	dati	Vmn
centru	centar	Ncmsd
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
nadležnom	nadležan	Agpfsiy
prema	prema	Sl
svojem	svoj	Px-nsl
prebivalištu	prebivalište	Ncnsl
,	,	Z
odnosno	odnosno	Rgp
boravištu	boravište	Ncnsd
i	i	Cc
prije	prije	Sg
pokretanja	pokretanje	Ncnsg
postupka	postupak	Ncmsg
zasnivanja	zasnivanje	Ncnsg
posvojenja	posvojenje	Ncnsg
,	,	Z
ali	ali	Cc
tek	tek	Rgp
kad	kad	Cs
dijete	dijete	Ncnsn
navrši	navršiti	Vmr3s
šest	šest	Mlc
tjedana	tjedan	Ncmpg
života	život	Ncmsg
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Prije	prija	Cs
nego	nego	Cs
što	što	Cs
osobe	osoba	Ncfpn
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
daju	dati	Vmr3p
pristanak	pristanak	Ncmsan
,	,	Z
centar	centar	Ncmsn
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
će	htjeti	Var3s
ih	oni	Pp3-pa
upoznati	upoznati	Vmn
sa	sa	Si
svim	sav	Agpmsiy
pravnim	pravni	Agpmsiy
i	i	Cc
psihosocijalnim	psihosocijalan	Agpfply
posljedicama	posljedica	Ncfpl
pristanka	pristanak	Ncmsg
i	i	Cc
posvojenja	posvojenje	Ncnsg
.	.	Z

Pravne	pravni	Agpfpay
posljedice	posljedica	Ncfpa
pristanka	pristanak	Ncmsg
roditelja	roditelj	Ncmpg
za	za	Sa
posvojenje	posvojenje	Ncnsa

Članak	članak	Ncmsn
195.	195.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Kad	kad	Cs
roditelj	roditelj	Ncmsn
da	da	Cs
pristanak	pristanak	Ncmsn
za	za	Sa
posvojenje	posvojenje	Ncnsa
,	,	Z
gubi	gubiti	Vmr3s
pravo	pravo	Ncnsa
na	na	Sa
ostvarivanje	ostvarivanje	Ncnsa
roditeljske	roditeljski	Agpfsgy
skrbi	skrb	Ncfsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Centar	centar	Ncmsn
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
će	htjeti	Var3s
staviti	staviti	Vmn
dijete	dijete	Ncnsn
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
pod	pod	Sa
skrbništvo	skrbništvo	Ncnsa
,	,	Z
osim	osim	Cs
ako	ako	Cs
je	biti	Var3s
djetetu	dijete	Ncnsd
skrbnik	skrbnik	Ncmsn
već	već	Rgp
imenovan	imenovati	Appmsnn
.	.	Z

II	ii	Mrc
.	.	Z

PRAVNI	pravni	Agpmpny
UČINCI	učinak	Ncmpn
POSVOJENJA	posvojenje	Ncnsg

Zabrana	zabrana	Ncfsn
osporavanja	osporavanje	Ncnsg
podrijetla	podrijetlo	Ncnsg
djeteta	dijete	Ncnsg

Članak	članak	Ncmsn
196.	196.	Mdo

Nakon	nakon	Sg
zasnivanja	zasnivanje	Ncnsg
posvojenja	posvojenje	Ncnsg
nije	biti	Var3s
dopušteno	dopustiti	Appnsny
osporavanje	osporavanje	Ncnsn
ni	ni	Cc
utvrđivanje	utvrđivanje	Ncnsa
majčinstva	majčinstvo	Ncnsg
ili	ili	Cc
očinstva	očinstvo	Ncnsg
.	.	Z

Srodstvo	srodstvo	Ncnsn

Članak	članak	Ncmsn
197.	197.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Posvojenjem	posvojenje	Ncnsi
nastaje	nastajati	Vmr3s
među	među	Si
posvojiteljem	posvojitelj	Ncmsi
i	i	Cc
njegovim	njegov	Ps3fpl

