Uz	uz	Sa
sve	sve	Qo
ranije	rano	Rgc
promjene	promjena	Ncfpn
uredno	uredno	Rgp
prijavljene	prijaviti	Appfpny
u	u	Sa
Registar	registar	Ncmsan
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
člankom	članak	Ncmsi
6.	6.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
,	,	Z
potrebno	potreban	Agpnsny
je	biti	Var3s
dostaviti	dostaviti	Vmn
samo	samo	Rgp
popunjen	popuniti	Appmsnn
obrazac	obrazac	Ncmsn
RPS-1	rps-a	Ncfsg
i	i	Cc
presliku	preslika	Ncfsa
rješenja	rješenje	Ncnsg
o	o	Sl
pokretanju	pokretanje	Ncnsl
likvidacije	likvidacija	Ncfsg
ili	ili	Cc
stečaja	stečaj	Ncmsg
.	.	Z

Članak	članak	Ncmsn
8.	8.	Mdo

Za	za	Sa
izdavanje	izdavanje	Ncnsa
prijepisa	prijepis	Ncmpg
ili	ili	Cc
Eurocertifikata	Eurocertifikat	Npmpg
na	na	Sl
engleskom	engleski	Agpmsly
jeziku	jezik	Ncmsl
,	,	Z
koja	koji	Pi-fsn
sadržava	sadržavati	Vmr3s
naziv	naziv	Ncmsan
,	,	Z
matični	matičan	Agpmsny
broj	broj	Ncmsn
i	i	Cc
OIB	OIB	Npmsn
poslovnog	poslovan	Agpmsgy
subjekta	subjekt	Ncmsg
,	,	Z
sa	sa	Si
zahtjevom	zahtjev	Ncmsi
za	za	Sa
izdavanje	izdavanje	Ncnsa
potrebno	potreban	Agpnsny
je	biti	Var3s
predočiti	predočiti	Vmn
dokaz	dokaz	Ncmsan
o	o	Sl
plaćenim	platiti	Agpmply
troškovima	trošak	Ncmpl
naknade	naknada	Ncfsg
iz	iz	Sg
članka	članak	Ncmsg
5.	5.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
.	.	Z

Način	način	Ncmsn
podnošenja	podnošenje	Ncnsg
prijave	prijava	Ncfsg
,	,	Z
zahtjeva	zahtjev	Ncmpg
i	i	Cc
dostava	dostava	Ncfpg
Obavijesti	obavijest	Ncfsg
o	o	Sl
razvrstavanju	razvrstavanje	Ncnsl

Članak	članak	Ncmsn
9.	9.	Mdo

Do	do	Sg
konačne	konačan	Agpfsgy
uspostave	uspostava	Ncfsg
Jedinstvene	jedinstven	Agpfsgy
kontaktne	kontaktan	Agpfsgy
točke	točka	Ncfsg
za	za	Sa
usluge	usluga	Ncfpa
,	,	Z
prijave	prijava	Ncfpa
i	i	Cc
zahtjevi	zahtjev	Ncmpn
se	sebe	Px--sa
podnose	podnositi	Vmr3p
i	i	Cc
dostavljaju	dostavljati	Vmr3p
na	na	Sa
sljedeći	sljedeći	Agpmsayn
način	način	Ncmsan
.	.	Z

Podnošenje	podnošenje	Ncnsn
prijava	prijava	Ncfpg
:	:	Z

•	•	Si
elektroničkom	elektronički	Agpfsiy
poštom	pošta	Ncfsi
u	u	Sl
skeniranom	skenirati	Agpmsly
obliku	oblik	Ncmsl

•	i	Agpfsiy
poštom	pošta	Ncfsi

•	•	Px-msi
telefaksom	telefaks	Ncmsi
na	na	Sa
broj	broj	Ncmsan
ustrojstvene	ustrojstven	Agpfsgy
jedinice	jedinica	Ncfsg
nadležne	nadležan	Agpfsgy
za	za	Sa
vodenje	vodenje	Ncnsa
Registra	registar	Ncmsg

•	•	Z
osobno	osobno	Rgp
,	,	Z
na	na	Sl
adresi	adresa	Ncfsl
ustrojstvene	ustrojstven	Agpfsgy
jedinice	jedinica	Ncfsg
nadležne	nadležan	Agpfsgy
za	za	Sa
vodenje	vodenje	Ncnsa
Registra	registar	Ncmsg

•	•	Z
putem	put	Sg
servisa	servis	Ncmsg
HITRO.HR	HITRO.HR	Npmsn
.	.	Z

Dostava	dostava	Ncfsn
Obavijesti	obavijest	Ncfsg
o	o	Sl
razvrstavanju	razvrstavanje	Ncnsl
:	:	Z

•	•	Si
elektroničkom	elektronički	Agpfsiy
poštom	pošta	Ncfsi
u	u	Sl
skeniranom	skenirati	Agpmsly
obliku	oblik	Ncmsl

•	•	Z
preporučenom	preporučiti	Agpfsiy
poštom	pošta	Ncfsi
na	na	Sa
adresu	adresa	Ncfsa
sjedišta	sjedište	Ncnsg
poslovnog	poslovan	Agpmsgy
subjekta	subjekt	Ncmsg

•	•	Px-msi
telefaksom	telefaks	Ncmsi
na	na	Sa
broj	broj	Ncmsan
poslovnog	poslovan	Agpmsgy
subjekta	subjekt	Ncmsg

•	•	Z
osobno	osobno	Rgp
stranci	stranac	Ncmpn
,	,	Z
na	na	Sl
adresi	adresa	Ncfsl
ustrojstvene	ustrojstven	Agpfsgy
jedinice	jedinica	Ncfsg
nadležne	nadležan	Agpfsgy
za	za	Sa
vodenje	vodenje	Ncnsa
Registra	registar	Ncmsg
–	–	Z
putem	put	Sg
servisa	servis	Ncmsg
HITRO.HR	HITRO.HR	Npmsn
.	.	Z

Članak	članak	Ncmsn
10.	10.	Mdo

Prijave	prijava	Ncfpn
za	za	Sa
razvrstavanje	razvrstavanje	Ncnsa
iz	iz	Sg
članaka	članak	Ncmpg
3.	3.	Mdo
i	i	Cc
4.	4.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
poslovni	poslovan	Agpmsny
subjekt	subjekt	Ncmsn
podnosi	podnositi	Vmr3s
Državnom	državni	Agpmsly
zavodu	zavod	Ncmsl
za	za	Sa
statistiku	statistika	Ncfsa
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
15	15	Mdc
dana	dan	Ncmpg
od	od	Sg
dana	dan	Ncmsg
primitka	primitak	Ncmsg
rješenja	rješenje	Ncnsg
o	o	Sl
upisa	upis	Ncmsg
u	u	Sa
registar	registar	Ncmsan
kod	kod	Sg
nadležnog	nadležan	Agpnsgy
tijela	tijelo	Ncnsg
,	,	Z
odnosno	odnosno	Rgp
od	od	Sg
dana	dan	Ncmpg
donošenja	donošenje	Ncnsg
odluke	odluka	Ncfsg
o	o	Sl
osnivanju	osnivanje	Ncnsl
nadležnog	nadležan	Agpnsgy
tijela	tijelo	Ncnsg
poslovnog	poslovan	Agpmsgy
subjekta	subjekt	Ncmsg
,	,	Z
odnosno	odnosno	Rgp
akta	akt	Ncmsg
o	o	Sl
unutarnjem	unutarnji	Agpnsly
ustrojstvu	ustrojstvo	Ncnsl
poslovnog	poslovan	Agpmsgy
subjekta	subjekt	Ncmsg
,	,	Z
odnosno	odnosno	Rgp
stupanja	stupanje	Ncnsg
na	na	Sa
snagu	snaga	Ncfsa
i	i	Cc
primjene	primjena	Ncfpa
propisa	propis	Ncmpg
.	.	Z

Kopija	kopija	Ncfsn
rješenja	rješenje	Ncnsg
,	,	Z
odluke	odluka	Ncfsg
i	i	Cc
akata	akt	Ncmpg
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
prilažu	prilagati	Vmr3p
se	sebe	Px--sa
na	na	Sa
uvid	uvid	Ncmsan
uz	uz	Sa
prijavu	prijava	Ncfsa
za	za	Sa
razvrstavanje	razvrstavanje	Ncnsa
.	.	Z

III	III	Mrc
.	.	Z

POSTUPAK	postupak	Ncmsn
RAZVRSTAVANJA	razvrstavanje	Ncnsg
POSLOVNIH	poslovan	Agpmpgy
SUBJEKATA	subjekt	Ncmpg

Članak	članak	Ncmsn
11.	11.	Mdo

Državni	državni	Agpmsny
zavod	zavod	Ncmsn
za	za	Sa
statistiku	statistika	Ncfsa
razvrstava	razvrstavati	Vmr3s
poslovni	poslovan	Agpmsayn
subjekt	subjekt	Ncmsan
prema	prema	Sl
djelatnosti	djelatnost	Ncfsl
koju	koji	Pi-fsa
pretežito	pretežito	Rgp
obavlja	obavljati	Vmr3s
(	(	Z
u	u	Sl
daljnjem	daljnji	Agpmsly
tekstu	tekst	Ncmsl
:	:	Z
glavna	glavni	Agpfsny
djelatnost	djelatnost	Ncfsn
)	)	Z
.	.	Z

Poslovni	poslovan	Agpmpny
subjekti	subjekt	Ncmpn
razvrstavaju	razvrstavati	Vmr3p
se	sebe	Px--sa
prema	prema	Sl
NKD-u	NKD	Npmsl
2007.	2007.	Mdo
tako	tako	Cs
da	da	Cs
se	sebe	Px--sa
utvrđuje	utvrđivati	Vmr3s
brojčana	brojčani	Agpfsny
oznaka	oznaka	Ncfsn
razreda	razred	Ncmsg
glavne	glavni	Agpfsgy
djelatnosti	djelatnost	Ncfsg
.	.	Z

Djelatnost	djelatnost	Ncfsn
dijelova	dio	Ncmpg
poslovnog	poslovan	Agpmsgy
subjekta	subjekt	Ncmsg
utvrđuje	utvrđivati	Vmr3s
se	sebe	Px--sa
neovisno	neovisno	Rgp
o	o	Sl
djelatnosti	djelatnost	Ncfsl
poslovnog	poslovan	Agpmsgy
subjekta	subjekt	Ncmsg
u	u	Sl
čijem	čiji	Pi-msl
su	biti	Var3p
sastavu	sastav	Ncmsl
.	.	Z

Članak	članak	Ncmsn
12.	12.	Mdo

Kada	kada	Rgp
je	biti	Var3s
za	za	Sa
poslovni	poslovan	Agpmsayn
subjekt	subjekt	Ncmsan
rješenjem	rješenje	Ncnsi
o	o	Sl
upisu	upis	Ncmsl
u	u	Sa
registar	registar	Ncmsan
kod	kod	Sg
nadležnog	nadležan	Agpnsgy
tijela	tijelo	Ncnsg
ili	ili	Cc
propisom	propis	Ncmsi
utvrđeno	utvrditi	Appnsay
obavljanje	obavljanje	Ncnsa
više	mnogo	Rgc
djelatnosti	djelatnost	Ncfsg
.	.	Z
prvo	prvi	Mlonsa
razvrstavanje	razvrstavanje	Ncnsa
prema	prema	Sl
NKD-u	nkd-	Ncmsl
2007.	2007.	Mdo
provodi	provoditi	Vmr3s
se	sebe	Px--sa
na	na	Sa
prijedlog	prijedlog	Ncmsan
poslovnog	poslovan	Agpmsgy
subjekta	subjekt	Ncmsg
.	.	Z

Svako	svaki	Pi-nsn
sljedeće	sljedeći	Agpnsay
razvrstavanje	razvrstavanje	Ncnsa
poslovnog	poslovan	Agpmsgy
subjekta	subjekt	Ncmsg
kojim	koji	Pi-msi
se	sebe	Px--sa
mijenja	mijenjati	Vmr3s
glavna	glavni	Agpfsny
djelatnost	djelatnost	Ncfsn
provodi	provoditi	Vmr3s
se	sebe	Px--sa
:	:	Z

1	1	Mdc
)	)	Z
na	na	Sa
zahtjev	zahtjev	Ncmsan
poslovnog	poslovan	Agpmsgy
subjekta	subjekt	Ncmsg

2	2	Mdc
)	)	Z
po	po	Sl
službenoj	služben	Agpfsly
dužnosti	dužnost	Ncfsl
na	na	Sl
temelju	temelj	Ncmsl
promjene	promjena	Ncfsg
rješenja	rješenje	Ncnsg
o	o	Sl
upisu	upis	Ncmsl
u	u	Sa
registar	registar	Ncmsan
kod	kod	Sg
nadležnog	nadležan	Agpnsgy
tijela	tijelo	Ncnsg
promjene	promjena	Ncfsg
propisa	propis	Ncmsg
.	.	Z

Članak	članak	Ncmsn
13.	13.	Mdo

Promjena	promjena	Ncfsn
glavne	glavni	Agpfsgy
djelatnosti	djelatnost	Ncfsg
utvrđuje	utvrđivati	Vmr3s
se	sebe	Px--sa
:	:	Z

1	1	Mdc
)	)	Z
za	za	Sa
poslovne	poslovan	Agpmpay
subjekte	subjekt	Ncmpa
koji	koji	Pi-mpn
obavljaju	obavljati	Vmr3p
djelatnost	djelatnost	Ncfsa
radi	radi	Sg
ostvarivanja	ostvarivanje	Ncnsg
dobiti	dobit	Ncfsg
proizvodnjom	proizvodnja	Ncfsi
,	,	Z
prometom	promet	Ncmsi
robe	roba	Ncfsg
ili	ili	Cc
pružanjem	pružanje	Ncnsi
usluga	usluga	Ncfpg
na	na	Sl
tržištu	tržište	Ncnsl
prema	prema	Sl
najvećem	velik	Agpmsly
udjelu	udjel	Ncmsl
u	u	Sl
ukupnoj	ukupan	Agpfsly

