pregleda	pregled	Ncmpg
ovlaštenju	ovlaštenje	Ncnsl
.	.	Z

MODUL	MODUL	Npmsn
C	C	Npmsn
:	:	Z
SUKLADNOST	sukladnost	Ncfsn
S	sa	Si
TIPOM	tip	Ncmsi
NA	na	Sl
TEMELJU	temelj	Ncmsl
UNUTARNJE	unutarnji	Agpfsgy
KONTROLE	kontrola	Ncfsg
PROIZVODNJE	proizvodnja	Ncfsg

1.	1.	Mdo
Sukladnost	sukladnost	Ncfsn
s	sa	Si
tipom	tip	Ncmsi
na	na	Sl
temelju	temelj	Ncmsl
unutarnje	unutarnji	Agpfsgy
kontrole	kontrola	Ncfsg
proizvodnje	proizvodnja	Ncfsg
dio	dio	Ncmsn
je	biti	Var3s
postupka	postupak	Ncmsg
ocjenjivanja	ocjenjivanje	Ncnsg
sukladnosti	sukladnost	Ncfsg
u	u	Sl
kojem	koji	Pi-msl
proizvođač	proizvođač	Ncmsn
ispunjava	ispunjavati	Vmr3s
obveze	obveza	Ncfpa
iz	iz	Sg
točaka	točka	Ncfpg
2.	2.	Mdo
i	i	Cc
3.	3.	Mdo
te	te	Cc
osigurava	osiguravati	Vmr3s
i	i	Cc
izjavljuje	izjavljivati	Vmr3s
da	da	Cs
je	biti	Var3s
radijska	radijski	Agpfsny
oprema	oprema	Ncfsn
sukladna	sukladan	Agpfsny
s	sa	Si
tipom	tip	Ncmsi
za	za	Sa
koji	koji	Pi-msan
je	biti	Var3s
izdana	izdati	Appfsny
potvrda	potvrda	Ncfsn
o	o	Sl
EU	E	Npmsl
ispitivanju	ispitivanje	Ncnsl
tipa	tip	Ncmsg
te	te	Cc
udovoljava	udovoljavati	Vmr3s
zahtjevima	zahtjev	Ncmpi
iz	iz	Sg
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
,	,	Z
koji	koji	Pi-msn
se	sebe	Px--sa
na	na	Sa
nju	on	Pp3fsa
odnose	odnositi	Vmr3p
.	.	Z

2.	2.	Mdo
Proizvodnja	proizvodnja	Ncfsn

Proizvođač	proizvođač	Ncmsn
je	biti	Var3s
obvezan	obvezati	Appmsnn
poduzeti	poduzeti	Vmn
sve	sav	Agpfpay
potrebne	potreban	Agpfpay
mjere	mjera	Ncfpa
kako	kako	Cs
bi	biti	Vaa3p
se	sebe	Px--sa
postupkom	postupak	Ncmsi
proizvodnje	proizvodnja	Ncfsg
i	i	Cc
njegovim	njegov	Agpnsiy
praćenjem	praćenje	Ncnsi
osigurala	osigurati	Vmp-sf
sukladnost	sukladnost	Ncfsn
proizvedene	proizvesti	Agpfsgy
radijske	radijski	Agpfsgy
opreme	oprema	Ncfsg
s	sa	Si
odobrenim	odobren	Agpmsiy
tipom	tip	Ncmsi
,	,	Z
za	za	Sa
koji	koji	Pi-msan
je	biti	Var3s
izdana	izdati	Appfsny
potvrda	potvrda	Ncfsn
o	o	Sl
EU	E	Npmsl
ispitivanju	ispitivanje	Ncnsl
tipa	tip	Ncmsg
,	,	Z
i	i	Cc
sa	sa	Si
zahtjevima	zahtjev	Ncmpi
iz	iz	Sg
ovoga	ovaj	Pd-nsg
Pravilnika	pravilnik	Ncmpg
koji	koji	Pi-mpn
se	sebe	Px--sa
odnose	odnositi	Vmr3p
na	na	Sa
tu	taj	Pd-fsa
radijsku	radijski	Agpfsay
opremu	oprema	Ncfsa
.	.	Z

3.	3.	Mdo
Oznaka	oznaka	Ncfsn
CE	CE	Npmsn
i	i	Cc
EU	E	Npmsd
izjava	izjava	Ncfsn
o	o	Sl
sukladnosti	sukladnost	Ncfsl

3.1.	3.1.	Mdo

Proizvođač	proizvođač	Ncmsn
je	biti	Var3s
obvezan	obvezan	Agpmsnn
staviti	staviti	Vmn
oznaku	oznaka	Ncfsa
CE	CE	Npfsg
na	na	Sa
svaku	svaki	Pi-fsa
pojedinačnu	pojedinačan	Agpfsay
radijsku	radijski	Agpfsay
opremu	oprema	Ncfsa
,	,	Z
koja	koji	Pi-fsn
je	biti	Var3s
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
tipom	tip	Ncmsi
za	za	Sa
koji	koji	Pi-msan
je	biti	Var3s
izdana	izdati	Appfsny
potvrda	potvrda	Ncfsn
o	o	Sl
EU	E	Npmsl
ispitivanju	ispitivanje	Ncnsl
tipa	tip	Ncmsg
,	,	Z
i	i	Cc
koja	koji	Pi-fsn
ispunjava	ispunjavati	Vmr3s
mjerodavne	mjerodavan	Agpmpay
zahtjeve	zahtjev	Ncmpa
iz	iz	Sg
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
.	.	Z

3.2.	3.2.	Mdo

Proizvođač	proizvođač	Ncmsn
je	biti	Var3s
obvezan	obvezan	Agpmsnn
sastaviti	sastaviti	Vmn
pisanu	pisan	Agpfsay
EU	E	Npmsd
izjavu	izjava	Ncfsa
o	o	Sl
sukladnosti	sukladnost	Ncfsl
za	za	Sa
svaki	svaki	Pi-msan
model	model	Ncmsan
radijske	radijski	Agpfsgy
opreme	oprema	Ncfsg
i	i	Cc
dati	dati	Vmn
na	na	Sa
uvid	uvid	Ncmsan
nadležnom	nadležan	Agpmsly
inspektoru	inspektor	Ncmsl
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
njegovim	njegov	Agpmsiy
zahtjevom	zahtjev	Ncmsi
,	,	Z
u	u	Sl
razdoblju	razdoblje	Ncnsl
od	od	Sg
deset	deset	Mlc
godina	godina	Ncfpg
od	od	Sg
dana	dan	Ncmpg
stavljanja	stavljanje	Ncnsg
radijske	radijski	Agpfsgy
opreme	oprema	Ncfsg
na	na	Sa
tržište	tržište	Ncnsa
.	.	Z

U	u	Sl
EU	E	Npmsl
izjavi	izjava	Ncfsl
o	o	Sl
sukladnosti	sukladnost	Ncfsl
navodi	navoditi	Vmr3s
se	sebe	Px--sa
model	model	Ncmsn
radijske	radijski	Agpfsgy
opreme	oprema	Ncfsg
za	za	Sa
koji	koji	Pi-msan
je	biti	Var3s
ta	taj	Pd-fsn
izjava	izjava	Ncfsn
sastavljena	sastaviti	Appfsny
.	.	Z

Na	na	Sa
zahtjev	zahtjev	Ncmsan
nadležnih	nadležan	Agpnpgy
tijela	tijelo	Ncnpg
proizvođač	proizvođač	Ncmsn
je	biti	Var3s
obvezan	obvezan	Agpmsnn
dostaviti	dostaviti	Vmn
presliku	preslika	Ncfsa
EU	E	Npmsg
izjave	izjava	Ncfpa
o	o	Sl
sukladnosti	sukladnost	Ncfsl
.	.	Z

4.	4.	Mdo
Ovlašteni	ovlašten	Agpmsny
zastupnik	zastupnik	Ncmsn

Obveze	obveza	Ncfpn
proizvođača	proizvođač	Ncmpg
iz	iz	Sg
točke	točka	Ncfsg
3.	3.	Mdo
,	,	Z
u	u	Sa
njegovo	njegov	Agpnsay
ime	ime	Ncnsa
i	i	Cc
na	na	Sa
njegovu	njegov	Ps3fsa
odgovornost	odgovornost	Ncfsa
,	,	Z
može	moći	Vmr3s
ispuniti	ispuniti	Vmn
njegov	njegov	Ps3msn
ovlašteni	ovlašten	Agpmsny
zastupnik	zastupnik	Ncmsn
ako	ako	Cs
su	biti	Var3p
te	taj	Pd-fpn
obveze	obveza	Ncfpn
navedene	navesti	Appfpny
u	u	Sl
njegovu	njegov	Ps3nsl
ovlaštenju	ovlaštenje	Ncnsl
.	.	Z

DODATAK	dodatak	Ncmsn
3.	3.	Mdo

MODUL	modul	Ncmsn
H	h	Y
:	:	Z
POTPUNO	potpun	Agpnsny
OSIGURANJE	osiguranje	Ncnsn
KAKVOĆE	kakvoća	Ncfsg

1.	1.	Mdo
Potpuno	potpun	Agpnsny
osiguranje	osiguranje	Ncnsn
kakvoće	kakvoća	Ncfsg
je	biti	Var3s
postupak	postupak	Ncmsn
u	u	Sl
kojem	koji	Pi-msl
proizvođač	proizvođač	Ncmsn
,	,	Z
koji	koji	Pi-msn
u	u	Sl
potpunosti	potpunost	Ncfsl
ispunjava	ispunjavati	Vmr3s
obveze	obveza	Ncfpa
iz	iz	Sg
točaka	točka	Ncfpg
2.	2.	Mdo
i	i	Cc
5.	5.	Mdo
ovoga	ovaj	Pd-msg
Dodatka	dodatak	Ncmsg
,	,	Z
osigurava	osiguravati	Vmr3s
i	i	Cc
izjavljuje	izjavljivati	Vmr3s
na	na	Sa
vlastitu	vlastit	Agpfsay
odgovornost	odgovornost	Ncfsa
da	da	Cs
određena	odrediti	Appfsny
radijska	radijski	Agpfsny
oprema	oprema	Ncfsn
udovoljava	udovoljavati	Vmr3s
uvjetima	uvjet	Ncmpi
propisanima	propisati	Agpmpiy
ovim	ovaj	Pd-msi
Pravilnikom	pravilnik	Ncmsi
.	.	Z

2.	2.	Mdo
Proizvodnja	proizvodnja	Ncfsn

Proizvođač	proizvođač	Ncmsn
upravlja	upravljati	Vmr3s
odobrenim	odobren	Agpmsiy
sustavom	sustav	Ncmsi
kakvoće	kakvoća	Ncfsg
iz	iz	Sg
točke	točka	Ncfsg
3.	3.	Mdo
ovoga	ovaj	Pd-msg
Dodatka	dodatak	Ncmsg
za	za	Sa
projektiranje	projektiranje	Ncnsa
,	,	Z
proizvodnju	proizvodnja	Ncfsa
,	,	Z
završni	završan	Agpmsayn
nadzor	nadzor	Ncmsan
i	i	Cc
ispitivanje	ispitivanje	Ncnsa
radijske	radijski	Agpfsgy
opreme	oprema	Ncfsg
,	,	Z
te	te	Cc
podliježe	podlijegati	Vmr3s
nadzoru	nadzor	Ncmsl
iz	iz	Sg
točke	točka	Ncfsg
4.	4.	Mdo
ovoga	ovaj	Pd-msg
Dodatka	dodatak	Ncmsg
.	.	Z

3.	3.	Mdo
Sustav	sustav	Ncmsn
kakvoće	kakvoća	Ncfsg

3.1	3.1	Agpmsny
Proizvođač	proizvođač	Ncmsn
je	biti	Var3s
obvezan	obvezan	Agpmsnn
podnijeti	podnijeti	Vmn
zahtjev	zahtjev	Ncmsan
za	za	Sa
ocjenjivanje	ocjenjivanje	Ncnsa
svojeg	svoj	Px-msg
sustava	sustav	Ncmsg
kakvoće	kakvoća	Ncfsg
za	za	Sa
određenu	određen	Agpfsay
radijsku	radijski	Agpfsay
opremu	oprema	Ncfsa
prijavljenom	prijaviti	Agpnsly
tijelu	tijelo	Ncnsl
za	za	Sa
ocjenjivanje	ocjenjivanje	Ncnsa
sukladnosti	sukladnost	Ncfsg
,	,	Z
prema	prema	Sl
vlastitom	vlastit	Agpmsly
izboru	izbor	Ncmsl
.	.	Z

Zahtjev	zahtjev	Ncmsn
osobito	osobito	Rgp
sadržava	sadržavati	Vmr3s
:	:	Z

–	–	Agpmsny
naziv	naziv	Ncmsn
i	i	Cc
adresu	adresa	Ncfsa
proizvođača	proizvođač	Ncmsg
,	,	Z
a	a	Cc
ako	ako	Cs
je	biti	Var3s
zahtjev	zahtjev	Ncmsn
podnio	podnijeti	Vmp-sm
njegov	njegov	Ps3msn
ovlašteni	ovlašten	Agpmsny
zastupnik	zastupnik	Ncmsn
,	,	Z
i	i	Cc
naziv	naziv	Ncmsn
i	i	Cc
adresu	adresa	Ncfsa
ovlaštenog	ovlašten	Agpmsgy
zastupnika	zastupnik	Ncmsg

–	i	Agpfsay
tehničku	tehnički	Agpfsay
dokumentaciju	dokumentacija	Ncfsa
za	za	Sa
svaki	svaki	Pi-msan
tip	tip	Ncmsan
radijske	radijski	Agpfsgy
opreme	oprema	Ncfsg
koji	koji	Pi-msn
namjerava	namjeravati	Vmr3s
proizvoditi	proizvoditi	Vmn
i	i	Cc
koja	koji	Pi-fsn
,	,	Z
prema	prema	Sl
potrebi	potreba	Ncfsl
,	,	Z
sadržava	sadržavati	Vmr3s
sastavnice	sastavnica	Ncfpa
iz	iz	Sg
Dodatka	dodatak	Ncmsg
4.	4.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg

–	i	Agpfsay
dokumentaciju	dokumentacija	Ncfsa
o	o	Sl
sustavu	sustav	Ncmsl
kakvoće	kakvoća	Ncfsg

–	–	Pd-fsa
pisanu	pisan	Agpfsay
izjavu	izjava	Ncfsa
da	da	Cs
isti	isti	Agpmsny
zahtjev	zahtjev	Ncmsn
nije	biti	Var3s
podnesen	podnijeti	Appmsnn
nijednom	nijedan	Agpfsiy
drugom	drugi	Mlofsi
prijavljenom	prijaviti	Agpnsly
tijelu	tijelo	Ncnsl
.	.	Z

3.2.	3.2.	Mdo

Sustav	sustav	Ncmsn
kakvoće	kakvoća	Ncfsg
mora	morati	Vmr3s
osigurati	osigurati	Vmn
sukladnost	sukladnost	Ncfsa
radijske	radijski	Agpfsgy
opreme	oprema	Ncfsg
s	sa	Si
uvjetima	uvjet	Ncmpi
propisanima	propisati	Ncnsg
ovim	ovaj	Pd-msi
Pravilnikom	pravilnik	Ncmsi
.	.	Z

Sve	sav	Agpfpny
sastavnice	sastavnica	Ncfpn
,	,	Z
zahtjevi	zahtjev	Ncmpn
i	i	Cc
odredbe	odredba	Ncfpn
koje	koji	Pi-fpa
proizvođač	proizvođač	Ncmsn
usvaja	usvajati	Vmr3s
moraju	morati	Vmr3p
biti	biti	Van
uredno	uredan	Agpnsny
i	i	Cc
sustavno	sustavno	Rgp
dokumentirani	dokumentiran	Agpmpny
,	,	Z
u	u	Sl
obliku	oblik	Ncmsl
pisanih	pisan	Agpfpgy
metodologija	metodologija	Ncfpg
,	,	Z
postupaka	postupak	Ncmpg
i	i	Cc
uputa	uputa	Ncfpg
.	.	Z

Dokumentacija	dokumentacija	Ncfsn
o	o	Sl
sustavu	sustav	Ncmsl
kakvoće	kakvoća	Ncfsg
mora	morati	Vmr3s
omogućiti	omogućiti	Vmn
dosljedno	dosljedan	Agpnsay
tumačenje	tumačenje	Ncnsa
programa	program	Ncmsg
,	,	Z
planova	plan	Ncmpg
,	,	Z
priručnika	priručnik	Ncmpg
i	i	Cc
zapisa	zapis	Ncmsg
o	o	Sl
kakvoći	kakvoća	Ncfsl
,	,	Z
a	a	Cc
osobito	osobito	Rgp
mora	morati	Vmr3s
sadržavati	sadržavati	Vmn
odgovarajući	odgovarajući	Agpmsayn
opis	opis	Ncmsan
:	:	Z

–		Agpmpgy
ciljeva	cilj	Ncmpg
kakvoće	kakvoća	Ncfsg
i	i	Cc
organizacijskog	organizacijski	Agpnsgy
ustrojstva	ustrojstvo	Ncnsg
,	,	Z
odgovornosti	odgovornost	Ncfsg
i	i	Cc
ovlasti	ovlast	Ncfsl
uprave	uprava	Ncfsg
u	u	Sl
projektiranju	projektiranje	Ncnsl
i	i	Cc
kakvoći	kakvoća	Ncfsl
proizvoda	proizvod	Ncmpg

–	–	Z

