prikupljati	prikupljati	Vmn
promatrača	promatrač	Ncmpg
uplatiti	uplatiti	Vmn
novčani	novčan	Agpmsayn
iznos	iznos	Ncmsan
koji	koji	Pi-msn
se	sebe	Px--sa
odnosi	odnositi	Vmr3s
na	na	Sa
godišnje	godišnji	Agpmpay
troškove	trošak	Ncmpa
programa	program	Ncmsg
te	te	Cc
putne	putni	Agpmpay
troškove	trošak	Ncmpa
i	i	Cc
dnevnice	dnevnica	Ncfpa
promatrača	promatrač	Ncmpg
.	.	Z

Za	za	Sa
potrebe	potreba	Ncfpa
provedbe	provedba	Ncfsg
ICCAT	icca	Ncmpg
programa	program	Ncmpg
regionalnih	regionalan	Agpmpgy
promatrača	promatrač	Ncmpg
,	,	Z
Ministarstvo	ministarstvo	Ncnsn
će	htjeti	Var3s
vlasnike	vlasnik	Ncmpa
/	/	Z
ovlaštenike	ovlaštenik	Ncmpa
povlastica	povlastica	Ncfsn
elektronskim	elektronski	Agpmsiy
putem	put	Ncmsi
obavijestiti	obavijestiti	Vmn
o	o	Sl
iznosima	iznos	Ncmpl
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ove	ovaj	Pd-fsg
točke	točka	Ncfsg
te	te	Cc
im	oni	Pp3-pd
dostaviti	dostaviti	Vmn
podatke	podatak	Ncmpa
o	o	Sl
računu	račun	Ncmsl
na	na	Sa
koji	koji	Pi-msan
su	biti	Var3p
vlasnici	vlasnik	Ncmpn
/	/	Z
ovlaštenici	ovlaštenik	Ncmpn
povlastice	povlastica	Ncfsg
za	za	Sa
ribolov	ribolov	Ncmsan
tuna	tuna	Ncfpg
plivaricom	plivarica	Ncfsi
tunolovkom	tunolovko	Ncnsi
iz	iz	Sg
točke	točka	Ncfsg
II	ii	Mrc
.	.	Z
ove	ovaj	Pd-fsg
Odluke	odluka	Ncfsg
dužni	dužan	Agpmpny
uplatiti	uplatiti	Vmn
obračunati	obračunati	Vmn
novčani	novčan	Agpmsayn
iznos	iznos	Ncmsan
.	.	Z

O	o	Sl
uplati	uplata	Ncfsl
sredstava	sredstvo	Ncnpg
iz	iz	Sg
prethodnog	prethodan	Agpmsgy
stavka	stavak	Ncmsg
ovlaštenici	ovlaštenik	Ncmpn
povlastice	povlastica	Ncfsg
dužni	dužan	Agpmpny
su	biti	Var3p
obavijestiti	obavijestiti	Vmn
Ministarstvo	ministarstvo	Ncnsa
elektroničkim	elektronički	Agpmsiy
putem	put	Ncmsi
,	,	Z
a	a	Cc
Ministarstvo	ministarstvo	Ncnsn
će	htjeti	Var3s
obavijest	obavijest	Ncfsn
proslijediti	proslijediti	Vmn
tajništvu	tajništvo	Ncnsd
ICCAT-a	ICCAT	Npmsg
,	,	Z
sukladno	sukladno	Rgp
proceduri	procedura	Ncfsl
definiranoj	definirati	Appfsly
od	od	Sg
strane	strana	Ncfsg
ICCAT-a	ICCAT	Npmsg
.	.	Z

Troškovi	trošak	Ncmpn
dnevnica	dnevnica	Ncfpg
promatrača	promatrač	Ncmpg
obračunavaju	obračunavati	Vmr3p
se	sebe	Px--sa
sukladno	sukladno	Rgp
broju	broj	Ncmsd
dana	dan	Ncmpg
koje	koji	Pi-mpa
su	biti	Var3p
promatrači	promatrač	Ncmpn
proveli	provesti	Vmp-pm
na	na	Sl
ribarskom	ribarski	Agpnsly
plovilu	plovilo	Ncnsl
.	.	Z

Ministarstvo	ministarstvo	Ncnsn
će	htjeti	Var3s
elektroničkim	elektronički	Agpmsiy
putem	put	Ncmsi
obavijestiti	obavijestiti	Vmn
vlasnike	vlasnik	Ncmpa
/	/	Z
ovlaštenike	ovlaštenik	Ncmpa
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
o	o	Sl
popisu	popis	Ncmsl
regionalnih	regionalan	Agpmpgy
promatrača	promatrač	Ncmpg
dodijeljenih	dodijeljen	Agpmpgy
pojedinom	pojedini	Agpnsly
plovilu	plovilo	Ncnsl
.	.	Z

VIII	viii	Mrc
.	.	Z

Vlasnici	vlasnik	Ncmpn
plovila	plovilo	Ncnpg
za	za	Sa
tegalj	tegalj	Ncmsan
iz	iz	Sg
Dodatka	dodatak	Ncmsg
II	ii	Mro
odnosno	odnosno	Rgp
njihovi	njihov	Ps3mpn
ovlašteni	ovlašten	Agpmpny
predstavnici	predstavnik	Ncmpn
obvezni	obvezan	Agpmpny
su	biti	Var3p
za	za	Sa
program	program	Ncmsan
nacionalnih	nacionalan	Agpmpgy
promatrača	promatrač	Ncmpg
uplatiti	uplatiti	Vmn
novčani	novčan	Agpmsayn
iznos	iznos	Ncmsan
koji	koji	Pi-msn
se	sebe	Px--sa
odnosi	odnositi	Vmr3s
na	na	Sa
troškove	trošak	Ncmpa
programa	program	Ncmpg
i	i	Cc
putne	putni	Agpmpay
troškove	trošak	Ncmpa
.	.	Z

Ministarstvo	ministarstvo	Ncnsn
će	htjeti	Var3s
elektroničkim	elektronički	Agpmsiy
putem	put	Ncmsi
obavijestiti	obavijestiti	Vmn
vlasnike	vlasnik	Ncmpa
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
o	o	Sl
popisu	popis	Ncmsl
promatrača	promatrač	Ncmpg
dodijeljenih	dodijeljen	Agpmpgy
pojedinom	pojedini	Agpnsly
plovilu	plovilo	Ncnsl
.	.	Z

Vlasnici	vlasnik	Ncmpn
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
dužni	dužan	Agpmpny
su	biti	Var3p
platiti	platiti	Vmn
troškove	trošak	Ncmpa
nacionalnog	nacionalan	Agpmsgy
promatrača	promatrač	Ncmsg
u	u	Sl
iznosu	iznos	Ncmsl
7.000,00	7.000,00	Mdc
kuna	kuna	Ncfpg
neto	neto	Agpfsny
,	,	Z
troškove	trošak	Ncmpa
puta	puta	Rgp
kod	kod	Sg
ukrcaja	ukrcaj	Ncmsg
i	i	Cc
iskrcaja	iskrcaj	Ncmpg
s	sa	Sg
plovila	plovilo	Ncnsg
,	,	Z
te	te	Cc
troškove	trošak	Ncmpa
osiguranja	osiguranje	Ncnsg
promatrača	promatrač	Ncmpg
za	za	Sa
vrijeme	vrijeme	Ncnsa
boravka	boravak	Ncmsg
na	na	Sl
plovilu	plovilo	Ncnsl
i	i	Cc
sklopiti	sklopiti	Vmn
ugovor	ugovor	Ncmsan
s	sa	Si
dodijeljenim	dodijeljen	Agpmsiy
nacionalnim	nacionalan	Agpmsiy
promatračem	promatrač	Ncmsi
.	.	Z

Kopiju	kopija	Ncfsa
Ugovora	ugovor	Ncmsg
iz	iz	Sg
stavka	stavak	Ncmsg
3.	3.	Mdo
ove	ovaj	Pd-fsg
točke	točka	Ncfsg
vlasnici	vlasnik	Ncmpn
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
su	biti	Var3p
dužni	dužan	Agpmpny
dostaviti	dostaviti	Vmn
Ministarstvu	ministarstvo	Ncnsd
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
3	3	Mdc
(	(	Z
tri	tri	Mlc
)	)	Z
dana	dan	Ncmsg
od	od	Sg
dana	dan	Ncmpg
potpisivanja	potpisivanje	Ncnsg
ugovora	ugovor	Ncmsg
.	.	Z

O	o	Sl
uplati	uplata	Ncfsl
sredstava	sredstvo	Ncnpg
na	na	Sa
račun	račun	Ncmsan
nacionalnog	nacionalan	Agpmsgy
promatrača	promatrač	Ncmsg
vlasnici	vlasnik	Ncmpn
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
dužni	dužan	Agpmpny
su	biti	Var3p
obavijestiti	obavijestiti	Vmn
Ministarstvo	ministarstvo	Ncnsa
elektroničkim	elektronički	Agpmsiy
putem	put	Ncmsi
u	u	Sl
roku	rok	Ncmsl
3	3	Mdc
(	(	Z
tri	tri	Mlc
)	)	Z
dana	dan	Ncmsg
od	od	Sg
dana	dan	Ncmsg
uplate	uplata	Ncfsg
.	.	Z

IX	IX	Mrc
.	.	Z

U	u	Sl
slučaju	slučaj	Ncmsl
obavljanja	obavljanje	Ncnsg
ribolova	ribolov	Ncmsg
tune	tuna	Ncfsg
plivaricama	plivarica	Ncfpd
tunolovkama	tunolovkam	Ncmpg
bez	bez	Sg
prisutnosti	prisutnost	Ncfsg
ICCAT	ICCA	Npmsg
regionalnog	regionalan	Agpmsgy
promatrača	promatrač	Ncmsg
na	na	Sl
plovilu	plovilo	Ncnsl
ili	ili	Cc
tegljenja	tegljenje	Ncnsg
kaveza	kavez	Ncmsg
za	za	Sa
transfer	transfer	Ncmsan
tuna	tuna	Ncfpg
bez	bez	Sg
prisutnosti	prisutnost	Ncfsg
nacionalnog	nacionalan	Agpmsgy
promatrača	promatrač	Ncmsg
na	na	Sl
plovilu	plovilo	Ncnsl
za	za	Sa
tegalj	tegalj	Ncmsan
,	,	Z
pored	pored	Sg
poduzimanja	poduzimanje	Ncnsg
ostalih	ostali	Agpfpgy
radnji	radnja	Ncfpg
predviđenih	predvidjeti	Appfpgy
Zakonom	zakon	Ncmsi
o	o	Sl
morskom	morski	Agpnsly
ribarstvu	ribarstvo	Ncnsl
(	(	Z
»	»	Z
Narodne	narodni	Agpfpny
novine	novina	Ncfpn
«	«	Z
,	,	Z
broj	broj	Ncmsn
81/2013	81/2013	Mds
,	,	Z
14/2014	14/2014	Mds
i	i	Cc
152/2014	152/2014	Mdc
)	)	Z
,	,	Z
za	za	Sa
tako	tako	Rgp
ostvarene	ostvariti	Appmpay
ulove	ulov	Ncmpa
Ministarstvo	ministarstvo	Ncnsn
neće	htjeti	Var3s
ovjeravati	ovjeravati	Vmn
BCD	BCD	Npmsan
ili	ili	Cc
eBCD	e	Agcmpay
dokumente	dokument	Ncmpa
(	(	Z
Bluefin	Bluefin	Npfsn
Tuna	Tuna	Npfsn
Catch	Catch	Npfsn
Document	Document	Npfsn
)	)	Z
propisane	propisati	Appfpny
Pravilnikom	pravilnik	Ncmsi
o	o	Sl
ulovu	ulov	Ncmsl
,	,	Z
uzgoju	uzgoj	Ncmsl
i	i	Cc
prometu	promet	Ncmsl
tune	tuna	Ncfsg
(	(	Z
Thunnus	Thunnus	Xf
thynnus	thynnus	Xf
)	)	Z
,	,	Z
igluna	iglun	Ncmpg
(	(	Z
Xiphias	Xiphias	Npmsn
gladius	gladius	Xf
)	)	Z
i	i	Cc
iglana	iglan	Ncmpg
(	(	Z
Tetrapturus	Tetrapturus	Npmsn
belone	belona	Ncfsg
)	)	Z
.	.	Z

X.	X.	Y

Stupanjem	stupanje	Ncnsi
na	na	Sa
snagu	snaga	Ncfsa
Ove	ovaj	Pd-fsg
odluke	odluka	Ncfsg
prestaje	prestajati	Vmr3s
važiti	važiti	Vmn
Odluka	odluka	Ncfsn
o	o	Sl
provedbi	provedba	Ncfsl
programa	program	Ncmpg
promatrača	promatrač	Ncmpg
i	i	Cc
ICCAT	icca	Agpmpgy
programa	program	Ncmpg
regionalnih	regionalan	Agpmpgy
promatrača	promatrač	Ncmpg
na	na	Sl
plovilima	plovilo	Ncnpl
koja	koji	Pi-npn
obavljaju	obavljati	Vmr3p
ribolov	ribolov	Ncmsan
tuna	tuna	Ncfpg
(	(	Z
Thunnus	Thunnus	Xf
thynnus	thynnus	Xf
)	)	Z
i	i	Cc
tegljačima	tegljač	Ncmpl
(	(	Z
»	»	Z
Narodne	narodni	Agpfpny
novine	novina	Ncfpn
«	«	Z
,	,	Z
br.	br.	Y
56/2015	56/2015	Mds
)	)	Z
.	.	Z

XI	xi	Mrc
.	.	Z

Ova	ovaj	Pd-fsn
Odluka	odluka	Ncfsn
stupa	stupati	Vmr3s
na	na	Sa
snagu	snaga	Ncfsa
danom	dan	Agpmsly
objave	objava	Ncfsg
u	u	Sl
»	»	Z
Narodnim	narodni	Agpfply
novinama	novina	Ncfpl
«	«	Z
.	.	Z

Klasa	klasa	Ncfsn
:	:	Z
324	324	Mdc
-	-	Z
01/16	01/16	Mdc
-	-	Z
01/1058	01/1058	Mdc

Urbroj	urbroj	Ncmsn
:	:	Z
525	525	Mdc
-	-	Z
13/1368	13/1368	Mdc
-	-	Z
16	16	Mdc
-	-	Z
1	1	Mdc

Zagreb	Zagreb	Npmsn
,	,	Z
25.	25.	Mdo
svibnja	svibanj	Ncmsg
2016.	2016.	Mdo

Ministar	ministar	Ncmsn
prof.	prof.	Y
dr.	dr.	Y
sc.	sc.	Y
Davor	Davor	Npmsn
Romić	Romić	Npmsn
,	,	Z
v.	v.	Y
r.	r.	Y

DODATAK	dodatak	Ncmsn
I.	I.	Mro

POPIS	popis	Ncmsn
PLOVILA	plovilo	Ncnpg
KOJA	koji	Pi-npn
SU	biti	Var3p
OBUHVAĆENA	obuhvatiti	Appnpny
ICCAT	icca	Agpmsiy
PROGRAMOM	program	Ncmsi
REGIONALNIH	regionalan	Agpmpgy
PROMATRAČA	promatrač	Ncmpg
U	u	Sl
2016.	2016.	Mdo

GODINI	godina	Ncfsl

Red	red	Ncmsn
.	.	Z
br.	br.	Y

Ime	ime	Ncnsn
plovila	plovilo	Ncnsg
ICCAT	iccat	Agpmsann
broj	broj	Ncmsan
1	1	Mdc
SARDINA	sardina	Ncfpg
I	i	Cc
ATEU0HRV00133	ateu0hrv0013i	Agpfsny
2	2	Mdc
SARDINA	sardina	Ncfpg
II	ii	Mrc
ATEU0HRV00161	ATEU0HRV00161	Mdc
3	3	Mdc
PREKO	preko	Sg
ATEU0HRV00021	ATEU0HRV0002	Npmsg
4	4	Mdc
NEPTUN	NEPTUN	Npmsn
I	i	Cc
ATEU0HRV00134	ateu0hrv0013i	Agpnsny
5	5	Mdc
NEPTUN	NEPTUN	Npmsn
II	ii	Mrc
ATEU0HRV00140	ATEU0HRV00140	Mdc
6	6	Mdc
PONOS	ponos	Ncmsn
ATEU0HRV00058	ATEU0HRV00058	Mdc
7	7	Mdc
KALI	kaliti	Vmr3s
ATEU0HRV00037	ATEU0HRV00037	Mdc
8	8	Mdc
CARICA	carica	Ncfsn
ATEU0HRV00163	ateu0hrv0016i	Agpfsgy
9	9	Mdc
TULJAN	tuljan	Ncmsn
DVA	dva	Mlc
ATEU0HRV00155	ateu0hrv00155	Rgp
10	10	Mdc
TACOMA	TACOM	Npmsg
ATEU0HRV00164	ATEU0HRV0016	Npmsg
11	11	Mdc
PELAGOS	PELAGOS	Npmsn
II	ii	Mrc
ATEU0HRV00017	ATEU0HRV00017	Mdc

DODATAK	dodatak	Ncmsn
II	ii	Mro
.	.	Z

POPIS	popis	Ncmsn
PLOVILA	plovilo	Ncnpg
KOJA	koji	Pi-npn
SU	biti	Var3p
OBUHVAĆENA	obuhvatiti	Appnpny
PROGRAMOM	program	Ncmsi
NACIONALNIH	nacionalan	Agpmpgy
PROMATRAČA	promatrač	Ncmpg
U	u	Sl
2016.	2016.	Mdo

GODINI	godina	Ncfsl

Red	red	Ncmsn
.	.	Z
br.	br.	Y

Ime	ime	Ncnsn
plovila	plovilo	Ncnsg
ICCAT	iccat	Agpmsann
broj	broj	Ncmsan
1	1	Mdc
OŠLJAK	ošljak	Ncmsan
DVA	dva	Mlc
ATEU0HRV00020	ateu0hrv00020	Rgp
2	2	Mdc
VOLUJA	VOLUJ	Npmsg

