Brodove	brod	Ncmpa
20	20	Mdc
Gubitak	gubitak	Ncmsn
krajnjega	krajnji	Agpmsgy
zgloba	zglob	Ncmsg
kažiprsta	kažiprst	Ncmsg
i	i	Cc
srednjaka	srednjak	Ncmpg
10	10	Mdc
Gubitak	gubitak	Ncmsn
kažiprsta	kažiprst	Ncmpg
,	,	Z
srednjaka	srednjak	Ncmsg
i	i	Cc
prstenjaka	prstenjak	Ncmpg
35	35	Mdc
30	30	Mdc
Gubitak	gubitak	Ncmsn
srednjeg	srednji	Agpmsgy
i	i	Cc
krajnjeg	krajnji	Agpmsgy
zgloba	zglob	Ncmsg
kažiprsta	kažiprst	Ncmsg
,	,	Z
srednjaka	srednjak	Ncmsg
i	i	Cc
prstenjaka	prstenjak	Ncmpg
25	25	Mdc
Gubitak	gubitak	Ncmsn
krajnjega	krajnji	Agpmsgy
zgloba	zglob	Ncmsg
kažiprsta	kažiprst	Ncmsg
,	,	Z
srednjaka	srednjak	Ncmsg
i	i	Cc
prstenjaka	prstenjak	Ncmpg
12	12	Mdc
Gubitak	gubitak	Ncmsn
kažiprsta	kažiprst	Ncmsg
,	,	Z
srednjaka	srednjak	Ncmpg
,	,	Z
prstenjaka	prstenjak	Ncmsg
i	i	Cc
maloga	mali	Agpmsgy
prsta	prst	Ncmsg
(	(	Z
2	2	Mdc
,	,	Z
3	3	Mdc
,	,	Z
4.	4.	Mdo
i	i	Cc
5.	5.	Mdo
prsta	prst	Ncmsg
)	)	Z
40	40	Mdc
35	35	Mdc
Gubitak	gubitak	Ncmsn
srednjeg	srednji	Agpmsgy
i	i	Cc
krajnjeg	krajnji	Agpmsgy
zgloba	zglob	Ncmsg
kažiprsta	kažiprst	Ncmsg
,	,	Z
srednjaka	srednjak	Ncmpg
,	,	Z
prstenjaka	prstenjak	Ncmsg
i	i	Cc
maloga	mali	Agpmsgy
prsta	prst	Ncmsg
35	35	Mdc
30	30	Mdc
Gubitak	gubitak	Ncmsn
krajnjega	krajnji	Agpmsgy
zgloba	zglob	Ncmsg
kažiprsta	kažiprst	Ncmsg
,	,	Z
srednjaka	srednjak	Ncmpg
,	,	Z
prstenjaka	prstenjak	Ncmsg
i	i	Cc
maloga	mali	Agpmsgy
prsta	prst	Ncmsg
15	15	Mdc
Gubitak	gubitak	Ncmsan
srednjaka	srednjak	Ncmpg
,	,	Z
prstenjaka	prstenjak	Ncmsg
i	i	Cc
maloga	mali	Agpmsgy
prsta	prst	Ncmsg
(	(	Z
3	3	Mdc
,	,	Z
4.	4.	Mdo
i	i	Cc
5.	5.	Mdo
prsta	prst	Ncmsg
)	)	Z
30	30	Mdc
Gubitak	gubitak	Ncmsn
srednjeg	srednji	Agpmsgy
i	i	Cc
krajnjeg	krajnji	Agpmsgy
zgloba	zglob	Ncmsg
srednjaka	srednjak	Ncmpg
,	,	Z
prstenjaka	prstenjak	Ncmsg
i	i	Cc
maloga	mali	Agpmsgy
prsta	prst	Ncmsg
20	20	Mdc
Gubitak	gubitak	Ncmsn
krajnjega	krajnji	Agpmsgy
zgloba	zglob	Ncmsg
srednjaka	srednjak	Ncmpg
,	,	Z
prstenjaka	prstenjak	Ncmsg
i	i	Cc
maloga	mali	Agpmsgy
prsta	prst	Ncmsg
10	10	Mdc
Gubitak	gubitak	Ncmsan
prstenjaka	prstenjak	Ncmpg
i	i	Cc
maloga	mali	Agpmsgy
prsta	prst	Ncmsg
(	(	Z
4.	4.	Mdo
i	i	Cc
5.	5.	Mdo
prsta	prst	Ncmsg
)	)	Z
20	20	Mdc
Gubitak	gubitak	Ncmsn
srednjeg	srednji	Agpmsgy
i	i	Cc
krajnjeg	krajnji	Agpmsgy
zgloba	zglob	Ncmsg
prstenjaka	prstenjak	Ncmsg
i	i	Cc
maloga	mali	Agpmsgy
prsta	prst	Ncmsg
15	15	Mdc
Gubitak	gubitak	Ncmsn
krajnjega	krajnji	Agpmsgy
zgloba	zglob	Ncmsg
srednjaka	srednjak	Ncmsg
i	i	Cc
prstenjaka	prstenjak	Ncmpg
ili	ili	Cc
prstenjaka	prstenjak	Ncmsg
i	i	Cc
maloga	mali	Agpmsgy
prsta	prst	Ncmsg
5	5	Mdc
Srednjak	srednjak	Ncmsan
i	i	Cc
prstenjak	prstenjak	Ncmsan
kod	kod	Sg
kojih	koji	Pi-mpg
je	biti	Var3s
pružanje	pružanje	Ncnsn
srednjega	srednji	Agpmsgy
zgloba	zglob	Ncmsg
smanjeno	smanjiti	Appnsny
90	90	Mdc
stupnjeva	stupanj	Ncmpg
ili	ili	Cc
više	mnogo	Rgc
8	8	Mdc
b.	b.	Y
Šaka	šaka	Ncfsn
,	,	Z
ručni	ručni	Agpmsny
zglob	zglob	Ncmsn
Gubitak	gubitak	Ncmsn
jedne	jedan	Agpfsgy
šake	šaka	Ncfsg
60	60	Mdc
55	55	Mdc
Ukočena	ukočiti	Appfsny
šaka	šaka	Ncfsn
u	u	Sl
dobrome	dobar	Agpmsly
položaju	položaj	Ncmsl
za	za	Sa
rad	rad	Ncmsan
10	10	Mdc
Ukočena	ukočiti	Appfsny
šaka	šaka	Ncfsn
u	u	Sl
lošem	loš	Agpmsly
položaju	položaj	Ncmsl
za	za	Sa
rad	rad	Ncmsan
15	15	Mdc
Prijelom	prijelom	Ncmsan
radijalne	radijalan	Agpfsgy
kosti	kost	Ncfsg
zarastao	zarastati	Vmp-sm
u	u	Sl
ponešto	ponešto	Rgp
dislociranom	dislocirati	Agpmsly
položaju	položaj	Ncmsl
i	i	Cc
s	sa	Si
lakšim	lak	Agcfpiy
funkcionalnim	funkcionalan	Agpfpiy
smetnjama	smetnja	Ncfpi
,	,	Z
moguće	moguć	Agpnsny
trenje	trenje	Ncnsn
5	5	Mdc
Posljedice	posljedica	Ncfsg
prijeloma	prijelom	Ncmsg
radijalne	radijalan	Agpfsgy
kosti	kost	Ncfsg
.	.	Z

Prsti	prst	Ncmpn
od	od	Sg
kažiprsta	kažiprst	Ncmpg
do	do	Sg
maloga	mali	Agpmsgy
prsta	prst	Ncmsg
spušteni	spustiti	Appmpny
do	do	Sg
2	2	Mdc
cm	cm	Y
od	od	Sg
dlana	dlan	Ncmsg
18	18	Mdc
c.	c.	Y
Ruka	Ruk	Npmsg
Gubitak	gubitak	Ncmsn
jedne	jedan	Mlcfsg
ruke	ruka	Ncfsg
70	70	Mdc
65	65	Mdc
Amputacija	amputacija	Ncfpg
nadlaktice	nadlaktica	Ncfsg
65	65	Mdc
60	60	Mdc
Amputacija	amputacija	Ncfpg
podlaktice	podlaktica	Ncfsg
uz	uz	Sa
dobru	dobar	Agpfsay
pokretljivost	pokretljivost	Ncfsa
lakta	lakat	Ncmsg
60	60	Mdc
55	55	Mdc
Amputacija	amputacija	Ncfpg
podlaktice	podlaktica	Ncfsg
uz	uz	Sa
slabu	slab	Agpfsay
pokretljivost	pokretljivost	Ncfsa
lakta	lakat	Ncmsg
65	65	Mdc
60	60	Mdc
Neizlječena	Neizlječen	Npmpg
ruptura	ruptura	Ncfpg
bicepsa	biceps	Ncmsg
5	5	Mdc
Pazušna	Pazušn	Npmsg
tromboza	tromboza	Ncmsn
5	5	Mdc
d.	d.	Y
Lakat	lakat	Ncmsn
Ukočen	ukočiti	Appmsnn
u	u	Sl
ispruženom	ispružiti	Agpmsly
položaju	položaj	Ncmsl
45	45	Mdc
40	40	Mdc
Ukočen	ukočiti	Appmsnn
u	u	Sl
dobrom	dobar	Agpmsly
položaju	položaj	Ncmsl
za	za	Sa
rad	rad	Ncmsan
25	25	Mdc
20	20	Mdc
Ukočen	ukočiti	Appmsnn
u	u	Sl
lošem	loš	Agpmsly
položaju	položaj	Ncmsl
za	za	Sa
rad	rad	Ncmsan
30	30	Mdc
25	25	Mdc
Nestanak	nestanak	Ncmsn
rotacijske	rotacijski	Agpfsgy
funkcije	funkcija	Ncfsg
podlaktice	podlaktica	Ncfsg
(	(	Z
podignutog	podići	Agpmsgy
položaja	položaj	Ncmsg
)	)	Z
20	20	Mdc
15	15	Mdc
Savijanje	savijanje	Ncnsn
lakta	lakat	Ncmsg
smanjeno	smanjiti	Appnsny
na	na	Sa
90	90	Mdc
stupnjeva	stupanj	Ncmpg
ili	ili	Cc
manje	malo	Rgc
15	15	Mdc
12	12	Mdc
Smanjeno	smanjiti	Appnsny
pružanje	pružanje	Ncnsa
lakta	lakat	Ncmsg
do	do	Sg
40	40	Mdc
stupnjeva	stupanj	Ncmpg
3	3	Mdc
Smanjeno	smanjiti	Appnsny
pružanje	pružanje	Ncnsa
lakta	lakat	Ncmsg
40	40	Mdc
–	–	Z
90	90	Mdc
stupnjeva	stupanj	Ncmpg
5	5	Mdc
e.	e.	Y
Rame	rame	Ncnsn
Osjećaj	osjećaj	Ncmsn
»	»	Z
nenamještene	nenamješten	Agpfsgy
lopatice	lopatica	Ncfsg
«	«	Z
pri	pri	Sl
svakom	svaki	Pi-msl
pokretu	pokret	Ncmsl
.	.	Z

Ukočeno	ukočiti	Agpnsny
rame	rame	Ncnsn
(	(	Z
ruka	ruka	Ncfsn
uz	uz	Sa
tijelo	tijelo	Ncnsa
)	)	Z
35	35	Mdc
Sposobnost	sposobnost	Ncfsa
podizanja	podizanje	Ncnsg
do	do	Sg
90	90	Mdc
stupnjeva	stupanj	Ncmpg
15	15	Mdc

