uspostavljaju	uspostavljati	Vmr3p
hmelja	hmelj	Ncmsg

–	–	Pd-fsg
definicije	definicija	Ncfsg
,	,	Z
oznake	oznaka	Ncfsg
i	i	Cc
prodajne	prodajni	Agpfsgy
oznake	oznaka	Ncfsg
u	u	Sl
sljedećim	sljedeći	Agpmply
sektorima	sektor	Ncmpl
ili	ili	Cc
proizvodima	proizvod	Ncmpi
:	:	Z
govedine	govedina	Ncfsg
i	i	Cc
teletine	teletina	Ncfsg
,	,	Z
mlijeka	mlijeko	Ncnsg
i	i	Cc
mliječnih	mliječan	Agpmpgy
proizvoda	proizvod	Ncmpg
namijenjenih	namijenjen	Agpmpgy
prehrani	prehrana	Ncmpg
ljudi	čovjek	Ncmpg
,	,	Z
mesa	meso	Ncnsg
peradi	perad	Ncfsg
,	,	Z
jaja	jaje	Ncnpg
,	,	Z
mazivih	maziv	Agpfpgy
masti	mast	Ncfpg
namijenjenih	namijenjen	Agpmpgy
prehrani	prehrana	Ncmpg
ljudi	čovjek	Ncmpg
,	,	Z
maslinova	maslinov	Agpnpny
ulja	ulje	Ncnpn
i	i	Cc
stolnih	stolni	Agpfpgy
maslina	maslina	Ncfpg

–	–	Ncfsn
neobvezne	neobvezan	Agpfsgy
rezervirane	rezervirati	Appfsgy
napomene	napomena	Ncfsg
kojima	koji	Pi-fpi
se	sebe	Px--sa
za	za	Sa
određene	određen	Agpmpay
sektore	sektor	Ncmpa
i	i	Cc
/	/	Z
ili	ili	Cc
proizvode	proizvod	Ncmpa
koji	koji	Pi-mpn
posjeduju	posjedovati	Vmr3p
obilježja	obilježje	Ncnpa
ili	ili	Cc
atribute	atribut	Ncmpa
dodane	dodati	Agpfsgy
vrijednosti	vrijednost	Ncfsg
dozvoljava	dozvoljavati	Vmr3s
proizvođačima	proizvođač	Ncmpd
tih	taj	Pd-mpg
proizvoda	proizvod	Ncmpg
isticanje	isticanje	Ncnsa
posebnih	poseban	Agpnpgy
obilježja	obilježje	Ncnpg
ili	ili	Cc
atributa	atribut	Ncmsg
na	na	Sl
unutarnjem	unutarnji	Agpnsly
tržištu	tržište	Ncnsl

–	–	Agpmpny
uvjeti	uvjet	Ncmpn
vezani	vezan	Agpmpny
uz	uz	Sa
tržišne	tržišni	Agpmpay
standarde	standard	Ncmpa
pri	pri	Sl
uvozu	uvoz	Ncmsl
i	i	Cc
izvozu	izvoz	Ncmsl
proizvoda	proizvod	Ncmpg

–	–	Agpmsny
sustav	sustav	Ncmsn
službenih	služben	Agpfpgy
kontrola	kontrola	Ncfpg
u	u	Sl
proizvodnji	proizvodnja	Ncfsl
i	i	Cc
na	na	Sl
tržištu	tržište	Ncnsl
u	u	Sl
pogledu	pogled	Ncmsl
ispunjavanja	ispunjavanje	Ncnsg
uvjeta	uvjet	Ncmsg
iz	iz	Sg
ovoga	ovaj	Pd-msg
stavka	stavak	Ncmsg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Posebnim	poseban	Agpnply
pravilima	pravilo	Ncnpl
za	za	Sa
sektore	sektor	Ncmpa
šećera	šećer	Ncmsg
,	,	Z
vina	vino	Ncnsg
i	i	Cc
mlijeka	mlijeko	Ncnsg
i	i	Cc
mliječnih	mliječan	Agpmpgy
proizvoda	proizvod	Ncmpg
uređuju	uređivati	Vmr3p
se	sebe	Px--sa
u	u	Sl
sektoru	sektor	Ncmsl
:	:	Z

–	i	Agpmsgy
šećera	šećer	Ncmsg
:	:	Z
posebne	poseban	Agpfpay
mjere	mjera	Ncfpa
u	u	Sl
dijelu	dio	Ncmsl
sporazuma	sporazum	Ncmsg
u	u	Sl
sektoru	sektor	Ncmsl
šećera	šećer	Ncmsg
i	i	Cc
izvješćivanja	izvješćivanje	Ncnsg
o	o	Sl
cijenama	cijena	Ncfpl
na	na	Sl
tržištu	tržište	Ncnsl
šećera	šećer	Ncmsg
,	,	Z
sustav	sustav	Ncmsn
reguliranja	reguliranje	Ncnsg
proizvodnje	proizvodnja	Ncfsg
te	te	Cc
posebni	poseban	Agpmpny
zahtjevi	zahtjev	Ncmpn
koji	koji	Pi-mpn
se	sebe	Px--sa
primjenjuju	primjenjivati	Vmr3p
na	na	Sa
sektor	sektor	Ncmsan
šećera	šećer	Ncmsg
u	u	Sl
razdoblju	razdoblje	Ncnsl
trajanja	trajanje	Ncnsg
sustava	sustav	Ncmsg
reguliranja	reguliranje	Ncnsg
proizvodnje	proizvodnja	Ncfsg

–	i	Agpnsgy
vina	vino	Ncnsg
:	:	Z
registar	registar	Ncmsn
vinograda	vinograd	Ncmsg
i	i	Cc
popis	popis	Ncmsn
proizvodnoga	proizvodni	Agpmsgy
potencijala	potencijal	Ncmsg

–	i	Agpnsgy
mlijeka	mlijeko	Ncnsg
i	i	Cc
mliječnih	mliječan	Agpmpgy
proizvoda	proizvod	Ncmpg
:	:	Z
ugovorni	ugovoran	Agpmpny
odnosi	odnos	Ncmpn
u	u	Sl
sektoru	sektor	Ncmsl
,	,	Z
pregovori	pregovor	Ncmpn
o	o	Sl
ugovorima	ugovor	Ncmpl
u	u	Sl
sektoru	sektor	Ncmsl
,	,	Z
obvezne	obvezan	Agpfsgy
prijave	prijava	Ncfsg
u	u	Sl
sektoru	sektor	Ncmsl
i	i	Cc
pravila	pravilo	Ncnpg
dobave	dobava	Ncfsg
sira	sir	Ncmsg
sa	sa	Si
zaštićenim	zaštititi	Agpfpiy
oznakama	oznaka	Ncfpi
izvornosti	izvornost	Ncfsg
i	i	Cc
zaštićenim	zaštititi	Agpfply
oznakama	oznaka	Ncfpl
zemljopisnog	zemljopisan	Agpnsgy
podrijetla	podrijetlo	Ncnsg
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Pravilima	pravilo	Ncnpl
o	o	Sl
organizacijama	organizacija	Ncfpl
proizvođača	proizvođač	Ncmsg
,	,	Z
udruženjima	udruženje	Ncnpi
organizacija	organizacija	Ncfsn
proizvođača	proizvođač	Ncmsg
i	i	Cc
sektorskim	sektorski	Agpfpiy
organizacijama	organizacija	Ncfpi
uređuje	uređivati	Vmr3s
se	sebe	Px--sa
pravo	pravo	Ncnsn
proizvođača	proizvođač	Ncmsg
i	i	Cc
gospodarskih	gospodarski	Agpmpgy
subjekata	subjekt	Ncmpg
na	na	Sa
udruživanje	udruživanje	Ncnsa
te	te	Cc
se	sebe	Px--sa
uređuju	uređivati	Vmr3p
temeljni	temeljan	Agpmpny
zahtjevi	zahtjev	Ncmpn
i	i	Cc
sustav	sustav	Ncmsn
priznavanja	priznavanje	Ncnsg
organizacija	organizacija	Ncfsn
proizvođača	proizvođač	Ncmsg
,	,	Z
udruženja	udruženje	Ncnsg
organizacija	organizacija	Ncfpg
proizvođača	proizvođač	Ncmsg
i	i	Cc
sektorskih	sektorski	Agpfpgy
organizacija	organizacija	Ncfpg
,	,	Z
posebna	poseban	Agpnpny
pravila	pravilo	Ncnpn
za	za	Sa
organizacije	organizacija	Ncfpa
proizvođača	proizvođač	Ncmpg
i	i	Cc
sektorske	sektorski	Agpfsgy
organizacije	organizacija	Ncfsg
u	u	Sl
sektorima	sektor	Ncmpl
voća	voće	Ncnsg
i	i	Cc
povrća	povrće	Ncnsg
,	,	Z
maslinova	maslinov	Agpnsgy
ulja	ulje	Ncnsg
,	,	Z
mlijeka	mlijeko	Ncnsg
imliječnih	imliječan	Agpmpgy
proizvoda	proizvod	Ncmpg
i	i	Cc
duhana	duhan	Ncmsg
,	,	Z
sustav	sustav	Ncmsan
proširenja	proširenje	Ncnsg
pravila	pravilo	Ncnpg
na	na	Sa
druge	drugi	Agpmpay
gospodarske	gospodarski	Agpmpay
subjekte	subjekt	Ncmpa
i	i	Cc
obvezni	obvezan	Agpmpny
doprinosi	doprinos	Ncmpn
nečlanova	nečlan	Ncmpg
,	,	Z
mjere	mjera	Ncfsg
za	za	Sa
prilagodbu	prilagodba	Ncfsa
ponude	ponuda	Ncfsg
zahtjevima	zahtjev	Ncmpi
tržišta	tržište	Ncnsg
,	,	Z
tržišna	tržišni	Agpnpny
pravila	pravilo	Ncnpn
za	za	Sa
poboljšanje	poboljšanje	Ncnsa
i	i	Cc
stabiliziranje	stabiliziranje	Ncnsa
funkcioniranja	funkcioniranje	Ncnsg
zajedničkog	zajednički	Agpnsgy
tržišta	tržište	Ncnsg
vinima	vino	Ncnsg
te	te	Cc
sustavi	sustav	Ncmpn
ugovora	ugovor	Ncmsg
kojima	koji	Pi-mpi
se	sebe	Px--sa
uređuju	uređivati	Vmr3p
općeniti	preopćenit	Agpmpny
ugovorni	ugovoran	Agpmpny
odnosi	odnos	Ncmpn
,	,	Z
pregovori	pregovor	Ncmpn
o	o	Sl
ugovorima	ugovor	Ncmpl
u	u	Sl
sektoru	sektor	Ncmsl
maslinova	maslinov	Agpnpay
ulja	ulje	Ncnpa
,	,	Z
goveđeg	goveđi	Agpnsgy
i	i	Cc
telećeg	teleći	Agpnsgy
mesa	meso	Ncnsg
,	,	Z
ratarskih	ratarski	Agpfpgy
kultura	kultura	Ncfpg
te	te	Cc
se	sebe	Px--sa
uređuju	uređivati	Vmr3p
pravila	pravilo	Ncnpn
isporuke	isporuka	Ncfpa
proizvoda	proizvod	Ncmpg
sa	sa	Si
zaštićenim	zaštititi	Agpfpiy
oznakama	oznaka	Ncfpi
izvornosti	izvornost	Ncfsg
ili	ili	Cc
zaštićenim	zaštititi	Agpfpiy
oznakama	oznaka	Ncfpi
zemljopisnog	zemljopisan	Agpnsgy
podrijetla	podrijetlo	Ncnsg
.	.	Z

(	(	Z
5	5	Mdc
)	)	Z
Pravne	pravni	Agpfpny
i	i	Cc
fizičke	fizički	Agpfpay
osobe	osoba	Ncfpa
svoja	svoj	Px-npa
prava	pravo	Ncnpa
i	i	Cc
obveze	obveza	Ncfpa
u	u	Sl
poštivanju	poštivanje	Ncnsl
pravila	pravilo	Ncnsg
koja	koji	Pi-fsn
se	sebe	Px--sa
odnose	odnositi	Vmr3p
na	na	Sa
tržište	tržište	Ncnsa
i	i	Cc
organizacije	organizacija	Ncfsg
proizvođača	proizvođač	Ncmpg
,	,	Z
kao	kao	Cs
i	i	Qo
u	u	Sl
svezi	sveza	Ncfsl
s	sa	Si
ostvarivanjem	ostvarivanje	Ncnsi
potpore	potpora	Ncfsg
za	za	Sa
njihovu	njihov	Ps3fsa
provedbu	provedba	Ncfsa
i	i	Cc
ostalim	ostali	Agpmpiy
propisanim	propisati	Agpmpiy
zahtjevima	zahtjev	Ncmpi
,	,	Z
ostvaruju	ostvarivati	Vmr3p
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
pravilima	pravilo	Ncnpl
koja	koji	Pi-npn
se	sebe	Px--sa
odnose	odnositi	Vmr3p
na	na	Sa
tržište	tržište	Ncnsa
i	i	Cc

