20.	20.	Mdo
6.	6.	Mdo
ZOF-a	zof-	Ncmsg
1.000,00	1.000,00	Mdc
kn	KN	Ncmsan
10.000,00	10.000,00	Mdc
kn	KN	Y
9.	9.	Mdo
Suglasnost	suglasnost	Ncfsn
za	za	Sa
pripajanje	pripajanje	Ncnsa
,	,	Z
spajanje	spajanje	Ncnsa
ili	ili	Cc
podjelu	podjela	Ncfsa
društva	društvo	Ncnsg
ili	ili	Cc
drugu	drugi	Mlofsa
statusnu	statusni	Agpfsay
promjenu	promjena	Ncfsa
–	–	Z
članak	članak	Ncmsan
44.	44.	Mdo
stavci	stavak	Ncmpn
1.	1.	Mdo
i	i	Cc
4.	4.	Mdo
ZOF-a	zof-	Ncmsg
1.000,00	1.000,00	Mdc
kn	KN	Ncmsan
10.000,00	10.000,00	Mdc
kn	KN	Ncmsn
10.	10.	Mdo

Obavijest	obavijest	Ncfsn
Agencije	agencija	Ncfsg
tijelu	tijelo	Agpfsgy
države	država	Ncfsg
članice	članica	Ncfsg
nadležnom	nadležan	Agpfsiy
za	za	Sa
obavljanje	obavljanje	Ncnsa
poslova	posao	Ncmpg
faktoringa	faktoring	Ncmsg
za	za	Sa
osnivanje	osnivanje	Ncnsa
podružnice	podružnica	Ncfsg
faktoring	faktoring	Ncmsn
društva	društvo	Ncnsg
iz	iz	Sg
Republike	republika	Ncfsg
Hrvatske	Hrvatska	Npfsg
–	–	Z
članak	članak	Ncmsn
57.	57.	Mdo
stavak	stavak	Ncmsn
6.	6.	Mdo
i	i	Cc
9.	9.	Mdo
ZOF-a	zof-	Ncmsg
–	–	Z
2.000,00	2.000,00	Mdc
kn	KN	Ncmsn
11.	11.	Mdo

Obavijest	obavijest	Ncfsn
Agencije	agencija	Ncfsg
tijelu	tijelo	Sg
treće	treći	Ncfsg
države	država	Ncfsg
nadležnom	nadležan	Agpfsiy
za	za	Sa
obavljanje	obavljanje	Ncnsa
poslova	posao	Ncmpg
faktoringa	faktoring	Ncmsg
za	za	Sa
osnivanje	osnivanje	Ncnsa
podružnice	podružnica	Ncfsg
faktoringa	faktoring	Ncmsg
društva	društvo	Ncnsg
iz	iz	Sg
Republike	republika	Ncfsg
Hrvatske	Hrvatska	Npfsg
–	–	Z
članak	članak	Ncmsn
58.	58.	Mdo
stavak	stavak	Ncmsn
5.	5.	Mdo
ZOF-a	ZOF	Npmsg
–	–	Z
2.000,00	2.000,00	Mdc
kn	KN	Ncmsn
12.	12.	Mdo

Izdavanje	izdavanje	Ncnsn
potvrde	potvrda	Ncfsg
o	o	Sl
izdanim	izdan	Agpnply
odobrenjima	odobrenje	Ncnpl
za	za	Sa
obavljanje	obavljanje	Ncnsa
poslova	posao	Ncmpg
faktoringa	faktoring	Ncmsg
faktoring	faktoring	Ncmsn
društvu	društvo	Ncnsl
i	i	Cc
podružnicama	podružnica	Ncfpi
iz	iz	Sg
ovog	ovaj	Pd-msg
članka	članak	Ncmsg
Pravilnika	pravilnik	Ncmsg
100,00	100,00	Mdc
kn	KN	Ncfpg
1.000,00	1.000,00	Mdc
kn	KN	Ncfpg

Članak	članak	Ncmsn
11.	11.	Mdo

Obveznici	obveznik	Ncmpn
su	biti	Var3p
sve	sav	Agpfpny
ostale	ostali	Agpfpny
stranke	stranka	Ncfpn
koje	koji	Pi-fpn
se	sebe	Px--sa
na	na	Sl
temelju	temelj	Ncmsl
ZTK-a	ZTK	Npmsg
,	,	Z
ZOMF-a	ZOMF	Npmsg
,	,	Z
ZDMF-a	ZDMF	Npmsg
ili	ili	Cc
ZMOD-a	ZMOD	Npmsg
obraćaju	obraćati	Vmr3p
Agenciji	agencija	Ncfsl
sa	sa	Si
zahtjevom	zahtjev	Ncmsi
za	za	Sa
usluge	usluga	Ncfpa
kako	kako	Cs
slijedi	slijediti	Vmr3s
:	:	Z

Br.	Br.	Y

Administrativna	administrativan	Agpfsny
pristojba	pristojba	Ncfsn
Naknada	naknada	Ncfsn
1.	1.	Mdo
Pohađanje	pohađanje	Ncnsn
obrazovnog	obrazovni	Agpmsgy
programa	program	Ncmsg
za	za	Sa
:	:	Z
–	–	Z
brokera	broker	Ncmsg
–	–	Z
članak	članak	Ncmsn
24.	24.	Mdo
stavak	stavak	Ncmsn
4.	4.	Mdo
ZTK-a	ZTK	Npmsg
–	–	Z
investicijskog	investicijski	Agpmsgy
savjetnika	savjetnik	Ncmsg
–	–	Z
članak	članak	Ncmsn
24.	24.	Mdo
stavak	stavak	Ncmsn
4.	4.	Mdo
ZTK-a	ZTK	Npmsg
–	–	Z
stjecanje	stjecanje	Ncnsn
zvanja	zvanje	Ncnsg
ovlaštenog	ovlašten	Agpmsgy
upravitelja	upravitelj	Ncmsg
mirovinskih	mirovinski	Agpmpgy
fondova	fond	Ncmpg
–	–	Z
članak	članak	Ncmsn
31.	31.	Mdo
stavak	stavak	Ncmsn
7.	7.	Mdo
ZOMF-a	ZOMF	Npmsg
i	i	Cc
članak	članak	Ncmsn
42.	42.	Mdo
stavak	stavak	Ncmsn
7.	7.	Mdo
ZDMF-a	ZDMF	Npmsg
–	–	Z
stjecanje	stjecanje	Ncnsn
zvanja	zvanje	Ncnsg
ovlaštenog	ovlašten	Agpmsgy
upravitelja	upravitelj	Ncmsg
mirovinskog	mirovinski	Agpnsgy
osiguravajućeg	osiguravajući	Agpnsgy
društva	društvo	Ncnsg
–	–	Z
članak	članak	Ncmsn
38.	38.	Mdo
stavak	stavak	Ncmsn
7.	7.	Mdo
ZMOD-a	zmod-	Ncmsg
300,00	300,00	Mdc
kn	KN	Ncmsan
6.000,00	6.000,00	Mdc
kn	KN	Ncfpg

Članak	članak	Ncmsn
12.	12.	Mdo

Obveznici	obveznik	Ncmpn
prema	prema	Sl
Zakonu	zakon	Ncmsl
o	o	Sl
Agenciji	agencija	Ncfsl
su	biti	Var3p
stranke	stranka	Ncfpn
koje	koji	Pi-fpn
se	sebe	Px--sa
Agenciji	agencija	Ncfsl
obraćaju	obraćati	Vmr3p
radi	raditi	Vmr3s
:	:	Z

Br.	Br.	Y

Administrativna	administrativan	Agpfsny
pristojba	pristojba	Ncfsn
Naknada	naknada	Ncfsn
1.	1.	Mdo
Izdavanja	izdavanje	Ncnsg
mišljenja	mišljenje	Ncnsg
pravnim	pravni	Agpmsiy
i	i	Cc
fizičkim	fizički	Agpfply
osobama	osoba	Ncfpl
,	,	Z
članak	članak	Ncmsn
15.	15.	Mdo
točka	točka	Ncfsn
9.	9.	Mdo
Zakona	zakon	Ncmsg
o	o	Sl
Agenciji	agencija	Ncfsl
400,00	400,00	Mdc
kn	KN	Xf
4.000,00	4.000,00	Mdc
kn	KN	Y
2.	2.	Mdo
Izdavanja	izdavanje	Ncnsg
ovjerenih	ovjeriti	Agpfpgy
preslika	preslika	Ncfpg
rješenja	rješenje	Ncnsg
,	,	Z
dozvola	dozvola	Ncfpg
,	,	Z
ovlaštenja	ovlaštenje	Ncnsg
,	,	Z
uvjerenja	uvjerenje	Ncnsg
i	i	Cc
mišljenja	mišljenje	Ncnsg
40,00	40,00	Mdc
kn	KN	Y
20,00	20,00	Mdc
kn	KN	Ncmpg
i	i	Cc
0,60	0,60	Mdc
kn	KN	Ncmsan
po	po	Sl
stranici	stranica	Ncfsl
akta	akt	Ncmsg
3.	3.	Mdo
Izrade	izrada	Ncfsg
obične	običan	Agpfsgy
preslike	preslika	Ncfsg
dokumenta	dokument	Ncmsg
iz	iz	Sg
spisa	spis	Ncmsg
predmeta	predmet	Ncmsg
-	-	Z
0,60	0,60	Mdc
kn	KN	Ncmpg
po	po	Sl
stranici	stranica	Ncfsl
spisa	spis	Ncmsg
predmeta	predmet	Ncmsg

Članak	članak	Ncmsn
13.	13.	Mdo

Danom	dan	Ncmsi
stupanja	stupanje	Ncnsg
na	na	Sa
snagu	snaga	Ncfsa
ovog	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
prestaje	prestajati	Vmr3s
važiti	važiti	Vmn
Pravilnik	pravilnik	Ncmsan
o	o	Sl
vrsti	vrsta	Ncfsl
i	i	Cc
visini	visina	Ncfsl
naknada	naknada	Ncfpg
i	i	Cc
administrativnih	administrativan	Agpfpgy
pristojbi	pristojba	Ncfpg
Hrvatske	hrvatski	Agpfsgy
agencije	agencija	Ncfsg
za	za	Sa
nadzor	nadzor	Ncmsan
financijskih	financijski	Agpfpgy
usluga	usluga	Ncfpg
(	(	Z
»	i	Agpfpny
Narodne	narodni	Agpfpny
novine	novina	Ncfpn
«	«	Z
,	,	Z
broj	broj	Ncmsn
151/14	151/14	Mds
)	)	Z
.	.	Z

Članak	članak	Ncmsn
14.	14.	Mdo

Ovaj	ovaj	Pd-msn
Pravilnik	pravilnik	Ncmsn
objavit	objaviti	Vmn
će	htjeti	Var3s
se	sebe	Px--sa
u	u	Sl
»		Agpfply
Narodnim	narodni	Agpfply
novinama	novina	Ncfpl
«	«	Z
,	,	Z
a	a	Cc
stupa	stupati	Vmr3s
na	na	Sa
snagu	snaga	Ncfsa
osmog	osmi	Mlomsg
dana	dan	Ncmsg
od	od	Sg
dana	dan	Ncmsg
objave	objava	Ncfsg
u	u	Sl
»	»	Z
Narodnim	narodni	Agpfply
novinama	novina	Ncfpl
«	«	Z
.	.	Z

Klasa	klasa	Ncfsn
:	:	Z
011	011	Mdc
-	-	Z
02/15	02/15	Mdc
-	-	Z
08/02	08/02	Mdc

Urbroj	urbroj	Ncmsn
:	:	Z
326	326	Mdc
-	-	Z
01	01	Mdc
-	-	Z
220	220	Mdc
-	-	Z
221	221	Mdc
-	-	Z
16	16	Mdc
-	-	Z
1	1	Mdc

Zagreb	Zagreb	Npmsn
,	,	Z
5.	5.	Mdo
siječnja	siječanj	Ncmsg
2016.	2016.	Mdo

Zamjenica	zamjenica	Ncfsn
predsjednika	predsjednik	Ncmsg
Upravnog	upravan	Agpnsgy
vijeća	vijeće	Ncnsg
Gordana	Gordan	Npmsg
Letica	Letic	Npmsg
,	,	Z
v.	v.	Y
r.	r.	Y

