rukavice	rukavica	Ncfpa
zbrinjavanje	zbrinjavanje	Ncnsa
ozljeda	ozljeda	Ncfpg
i	i	Cc
njegu	njega	Ncfsa

1.	1.	Mdo
folije	folija	Ncfsg
za	za	Sa
zaštitu	zaštita	Ncfsa
(	(	Z
kao	kao	Cs
astro	astro	Agpfpny
folije	folija	Ncfpn
)	)	Z
,	,	Z

2.	2.	Mdo
gaze	gaza	Ncfsg
,	,	Z

3.	3.	Mdo
jednokratne	jednokratan	Agpfsgy
netkane	netkan	Agpfsgy
plahte	plahta	Ncfsg
za	za	Sa
nosila	nosila	Ncnpa
,	,	Z

4.	4.	Mdo
komprese	kompresa	Ncfsg
,	,	Z

5.	5.	Mdo
ljepljive	ljepljiv	Agpfsgy
trake	traka	Ncfsg
(	(	Z
flastere	flaster	Ncmpa
)	)	Z
,	,	Z

6.	6.	Mdo
mrežaste	mrežast	Agpmpay
zavoje	zavoj	Ncmpa
,	,	Z

7.	7.	Mdo
okluzivne	okluzivan	Agpmpay
zavoje	zavoj	Ncmpa
,	,	Z

8.	8.	Mdo
povesku	povesak	Ncmsl
za	za	Sa
zaustavljanje	zaustavljanje	Ncnsa
krvarenja	krvarenje	Ncnsg
,	,	Z

9.	9.	Mdo
trougle	trougao	Agpfsgy
marame	marama	Ncfsg
,	,	Z

10.	10.	Mdo
vrećice	vrećica	Ncfsg
za	za	Sa
povraćanje	povraćanje	Ncnsa
,	,	Z

11.	11.	Mdo
zavoje	zavoj	Ncmpa
.	.	Z

2.	2.	Mdo
Cestovno	cestovan	Agpnsny
vozilo	vozilo	Ncnsn
u	u	Sl
kojem	koji	Pi-nsl
djelatnost	djelatnost	Ncfsn
izvanbolničke	izvanbolnički	Agpfsgy
hitne	hitan	Agpfsgy
medicine	medicina	Ncfsg
obavlja	obavljati	Vmr3s
Tim	Tim	Npmsn
2	2	Mdc
,	,	Z
mora	morati	Vmr3s
imati	imati	Vmn
:	:	Z

a	a	Cc
)	)	Z
Medicinsku	medicinski	Agpfsay
opremu	oprema	Ncfsa
za	za	Sa
imobilizaciju	imobilizacija	Ncfsa

1.	1.	Mdo
dasku	daska	Ncfsa
za	za	Sa
imobilizaciju	imobilizacija	Ncfsa
i	i	Cc
izvlačenje	izvlačenje	Ncnsa
s	sa	Si
bočnim	bočni	Agpmpiy
stabilizatorima	stabilizator	Ncmpi
glave	glava	Ncfsg
i	i	Cc
remenjem	remenje	Ncnsi
za	za	Sa
pričvršćivanje	pričvršćivanje	Ncnsa
,	,	Z

2.	2.	Mdo
ovratnike	ovratnik	Ncmpa
za	za	Sa
imobilizaciju	imobilizacija	Ncfsa
vratne	vratni	Agpfsgy
kralježnice	kralježnica	Ncfsg
(	(	Z
za	za	Sa
odrasle	odrastao	Agpmpay
i	i	Cc
djecu	dijete	Ncnpa
)	)	Z
,	,	Z

3.	3.	Mdo
prsluk	prsluk	Ncmsan
za	za	Sa
imobilizaciju	imobilizacija	Ncfsa
i	i	Cc
izvlačenje	izvlačenje	Ncnsa
,	,	Z

4.	4.	Mdo
rasklopna	rasklopni	Agpnpny
nosila	nositi	Vmp-sf
s	sa	Si
bočnim	bočni	Agpmpiy
fiksatorima	fiksator	Ncmpi
glave	glava	Ncfsg
i	i	Cc
remenjem	remenje	Ncnsi
za	za	Sa
pričvršćivanje	pričvršćivanje	Ncnsa
,	,	Z

5.	5.	Mdo
udlage	udlaga	Ncfsg
za	za	Sa
imobilizaciju	imobilizacija	Ncfsa
,	,	Z

6.	6.	Mdo
vakuum	vakuum	Ncmsan
madrac	madrac	Ncmsan
s	sa	Si
ručnom	ručni	Agpfsiy
crpkom	crpka	Ncfsi
.	.	Z

b	b	Npmsn
)	)	Z
Medicinsku	medicinski	Agpfsay
opremu	oprema	Ncfsa
za	za	Sa
prenošenje	prenošenje	Ncnsa
i	i	Cc
prijevoz	prijevoz	Ncmsan
pacijenta	pacijent	Ncmsg
do	do	Sg
medicinskog	medicinski	Agpnsgy
vozila	vozilo	Ncnsg
ili	ili	Cc
iznošenje	iznošenje	Ncnsa
iz	iz	Sg
njega	njega	Ncfpg

1.	1.	Mdo
glavna	glavni	Agpnpay
nosila	nosila	Ncnpa
,	,	Z

2.	2.	Mdo
rasklopnu	rasklopni	Agpfsay
stolicu	stolica	Ncfsa
,	,	Z

3.	3.	Mdo
platnena	platnen	Agpnpay
nosila	nosila	Ncnpa
.	.	Z

c	C	Npmsn
)	)	Z
Medicinsku	medicinski	Agpfsay
opremu	oprema	Ncfsa
za	za	Sa
primjenu	primjena	Ncfsa
kisika	kisik	Ncmsg

1.	1.	Mdo
bocu	boca	Ncfsa
za	za	Sa
kisik	kisik	Ncmsan
zapremine	zapremina	Ncfsg
10	10	Mdc
litara	litra	Ncfpg
(	(	Z
minimalnog	minimalan	Agpmsgy
kapaciteta	kapacitet	Ncmsg
2000	2000	Mdc
litara	litra	Ncfpg
kisika	kisik	Ncmsg
)	)	Z
s	sa	Si
manometrom	manometar	Ncmsi
i	i	Cc
redukcijskim	redukcijski	Agpmsiy
ventilom	ventil	Ncmsi
–	–	Z
učvršćenu	učvrstiti	Appfsay
u	u	Sl
vozilu	vozilo	Ncnsl
,	,	Z

2.	2.	Mdo
nosne	nosni	Agpmpay
katetere	kateter	Ncmpa
za	za	Sa
primjenu	primjena	Ncfsa
kisika	kisik	Ncmsg
za	za	Sa
odrasle	odrastao	Agpmpay
,	,	Z

3.	3.	Mdo
nosne	nosni	Agpmpay
katetere	kateter	Ncmpa
za	za	Sa
primjenu	primjena	Ncfsa
kisika	kisik	Ncmsg
za	za	Sa
djecu	dijete	Ncnpa
,	,	Z

4.	4.	Mdo
maske	maska	Ncfsg
za	za	Sa
primjenu	primjena	Ncfsa
kisika	kisik	Ncmsg
u	u	Sl
veličini	veličina	Ncfsl
za	za	Sa
odrasle	odrastao	Agpmpay
,	,	Z

5.	5.	Mdo
maske	maska	Ncfsg
za	za	Sa
primjenu	primjena	Ncfsa
kisika	kisik	Ncmsg
u	u	Sl
veličini	veličina	Ncfsl
za	za	Sa
djecu	dijete	Ncnpa
,	,	Z

6.	6.	Mdo
maske	maska	Ncfsg
sa	sa	Si
spremnikom	spremnik	Ncmsi
i	i	Cc
jednosmjernim	jednosmjeran	Agpmpiy
ventilima	ventil	Ncmpi
za	za	Sa
primjenu	primjena	Ncfsa
kisika	kisik	Ncmsg
(	(	Z
za	za	Sa
odrasle	odrastao	Agpmpay
)	)	Z
,	,	Z

7.	7.	Mdo
maske	maska	Ncfsg
sa	sa	Si
spremnikom	spremnik	Ncmsi
i	i	Cc
jednosmjernim	jednosmjeran	Agpmpiy
ventilima	ventil	Ncmpi
za	za	Sa
primjenu	primjena	Ncfsa
kisika	kisik	Ncmsg
(	(	Z
za	za	Sa
djecu	dijete	Ncnpa
)	)	Z
,	,	Z

8.	8.	Mdo
prijenosnu	prijenosni	Agpfsay
bocu	boca	Ncfsa
za	za	Sa
medicinski	medicinski	Agpmsayn
kisik	kisik	Ncmsan
zapremine	zapremina	Ncfsg
2	2	Mdc
litre	litra	Ncfsg
(	(	Z
minimalnog	minimalan	Agpmsgy
kapaciteta	kapacitet	Ncmsg
od	od	Sg
400	400	Mdc
litara	litra	Ncfpg
kisika	kisik	Ncmsg
)	)	Z
ili	ili	Cc
zapremine	zapremina	Ncfsg
koja	koji	Pi-fsn
osigurava	osiguravati	Vmr3s
pohranu	pohrana	Ncfsa
iste	isti	Agpfsgy
količine	količina	Ncfsg
kisika	kisik	Ncmsg
s	sa	Si
redukcijskim	redukcijski	Agpmsiy
ventilom	ventil	Ncmsi
i	i	Cc
manometrom	manometar	Ncmsi
,	,	Z

9.	9.	Mdo
protokomjer	protokomjer	Ncmsn
za	za	Sa
prijenosnu	prijenosni	Agpfsay
bocu	boca	Ncfsa
za	za	Sa
kisik	kisik	Ncmsan
minimalnog	minimalan	Agpmsgy
kapaciteta	kapacitet	Ncmsg
od	od	Sg
15	15	Mdc
litara	litra	Ncfpg
/	/	Z
minuti	minuta	Ncfsl
,	,	Z

10.	10.	Mdo
protokomjer	protokomjer	Ncmsan
s	sa	Si
ovlaživačem	ovlaživač	Ncmsi
kisika	kisik	Ncmsg
minimalnog	minimalan	Agpmsgy
kapaciteta	kapacitet	Ncmsg
od	od	Sg
15	15	Mdc
litara	litra	Ncfpg
/	/	Z
minuti	minuta	Ncfsl
–	–	Z
ugrađen	ugraditi	Appmsnn
u	u	Sa
vozilo	vozilo	Ncnsa
.	.	Z

d	d	Qr
)	)	Z
Medicinske	medicinski	Agpmpay
uređaje	uređaj	Ncmpa
,	,	Z
dijagnostičku	dijagnostički	Agpfsay
opremu	oprema	Ncfsa
i	i	Cc
pripadajući	pripadajući	Agpmsny
pribor	pribor	Ncmsn

1.	1.	Mdo
aspirator	aspirator	Ncmsn
,	,	Z

2.	2.	Mdo
defibrilator	defibrilator	Ncmsn
,	,	Z

3.	3.	Mdo
dijagnostičku	dijagnostički	Agpfsay
svjetiljku	svjetiljka	Ncfsa

4.	4.	Mdo
EKG	ekg	Agpmsayn
uređaj	uređaj	Ncmsan
,	,	Z

5.	5.	Mdo
fonendoskop	fonendoskop	Ncmsan
,	,	Z

6.	6.	Mdo
glukometar	glukometar	Ncmsn
,	,	Z

7.	7.	Mdo
kapnometar	kapnometar	Ncmsn

8.	8.	Mdo
pulsni	pulsni	Agpmsayn
oksimetar	oksimetar	Ncmsan
s	sa	Si
nastavkom	nastavak	Ncmsi
za	za	Sa
odrasle	odrastao	Agpmpay
i	i	Cc
djecu	dijete	Ncnpa
,	,	Z

9.	9.	Mdo
termometar	termometar	Ncmsn
za	za	Sa
mjerenje	mjerenje	Ncnsa
aksilarne	aksilaran	Agpfsgy
i	i	Cc
rektalne	rektalan	Agpfsgy
temperature	temperatura	Ncfsg
,	,	Z

10.	10.	Mdo
tlakomjer	tlakomjer	Ncmsan
s	sa	Si
manžetama	manžeta	Ncfpi
za	za	Sa
odrasle	odrastao	Agpmpay
i	i	Cc
za	za	Sa
djecu	dijete	Ncnpa
,	,	Z

e	e	I
)	)	Z
Medicinske	medicinski	Agpmpay
setove	set	Ncmpa

1.	1.	Mdo
set	set	Ncmsan
za	za	Sa
masovne	masovan	Agpfpay
nesreće	nesreća	Ncfpa
,	,	Z

2.	2.	Mdo
set	set	Ncmsan
za	za	Sa
porod	porod	Ncmsan
,	,	Z

3.	3.	Mdo
set	set	Ncmsan
za	za	Sa
opekline	opeklina	Ncfpa
–	–	Z
opcionalno	opcionalno	Rgp
,	,	Z

4.	4.	Mdo
set	set	Ncmsan
za	za	Sa
održavanje	održavanje	Ncnsa
prohodnosti	prohodnost	Ncfsg
dišnih	dišni	Agpmpgy
putova	put	Ncmpg
i	i	Cc
ventilacije	ventilacija	Ncfsg
kod	kod	Sg
odraslih	odrastao	Agpmpgy
,	,	Z

5.	5.	Mdo
set	set	Ncmsan
za	za	Sa
održavanje	održavanje	Ncnsa
prohodnosti	prohodnost	Ncfsg
dišnih	dišni	Agpmpgy
putova	put	Ncmpg
i	i	Cc
ventilacije	ventilacija	Ncfpa
kod	kod	Sg
djece	dijete	Ncnpg
i	i	Cc
novorođenčadi	novorođenče	Ncnpg
.	.	Z

f	f	Mds
)	)	Z
Osobnu	osoban	Agpfsay
zaštitnu	zaštitni	Agpfsay
opremu	oprema	Ncfsa

1.	1.	Mdo
zaštitne	zaštitni	Agpfsgy
jednokratne	jednokratan	Agpfsgy
rukavice	rukavica	Ncfsg
,	,	Z

2.	2.	Mdo
zaštitne	zaštitni	Agpfsgy
sterilne	sterilan	Agpfsgy
rukavice	rukavica	Ncfsg
,	,	Z

3.	3.	Mdo
zaštitne	zaštitni	Agpfsgy
maske	maska	Ncfsg
,	,	Z

4.	4.	Mdo
zaštitne	zaštitni	Agpfpay
naočale	naočale	Ncfpa
,	,	Z

5.	5.	Mdo
zaštitne	zaštitni	Agpfsgy
pregače	pregača	Ncfsg
,	,	Z

6.	6.	Mdo
posudu	posuda	Ncfsa
za	za	Sa
odlaganje	odlaganje	Ncnsa
oštrih	oštar	Agpmpgy
predmeta	predmet	Ncmpg
,	,	Z

7.	7.	Mdo
posudu	posuda	Ncfsa
za	za	Sa
odlaganje	odlaganje	Ncnsa
infektivnog	infektivan	Agpmsgy
otpada	otpad	Ncmsg
,	,	Z

8.	8.	Mdo
posudu	posuda	Ncfsa
za	za	Sa
odlaganje	odlaganje	Ncnsa
otpada	otpad	Ncmsg
,	,	Z

9.	9.	Mdo
posudu	posuda	Ncfsa
s	sa	Si
dezinfekcijskim	dezinfekcijski	Agpnsiy
sredstvom	sredstvo	Ncnsi
.	.	Z

g	g	Npmsn
)	)	Z
Zavojni	zavojan	Agpmsny
materijal	materijal	Ncmsn
i	i	Cc
opremu	oprema	Ncfsa
za	za	Sa
zbrinjavanje	zbrinjavanje	Ncnsa
ozljeda	ozljeda	Ncfpg
i	i	Cc
njegu	njega	Ncfsa

1.	1.	Mdo
folije	folija	Ncfsg
za	za	Sa
zaštitu	zaštita	Ncfsa
(	(	Z
kao	kao	Cs
astro	astro	Agpfpny
folije	folija	Ncfpn
)	)	Z
,	,	Z

2.	2.	Mdo
gaze	gaza	Ncfsg
,	,	Z

3.	3.	Mdo
jednokratne	jednokratan	Agpfsgy
netkane	netkan	Agpfsgy
plahte	plahta	Ncfsg
za	za	Sa
nosila	nosila	Ncnpa
,	,	Z

4.	4.	Mdo
komprese	kompresa	Ncfsg
,	,	Z

5.	5.	Mdo
ljepljive	ljepljiv	Agpfsgy
trake	traka	Ncfsg
(	(	Z
flastere	flaster	Ncmpa
)	)	Z
,	,	Z

6.	6.	Mdo
mrežaste	mrežast	Agpmpay
zavoje	zavoj	Ncmpa
,	,	Z

7.	7.	Mdo
okluzivne	okluzivan	Agpmpay
zavoje	zavoj	Ncmpa
,	,	Z

8.	8.	Mdo
povesku	povesak	Ncmsl
za	za	Sa
zaustavljanje	zaustavljanje	Ncnsa
krvarenja	krvarenje	Ncnsg
,	,	Z

9.	9.	Mdo
trougle	trougao	Agpfsgy
marame	marama	Ncfsg
,	,	Z

10.	10.	Mdo
vrećice	vrećica	Ncfsg
za	za	Sa
povraćanje	povraćanje	Ncnsa
,	,	Z

11.	11.	Mdo
zavoje	zavoj	Ncmpa
.	.	Z

Timovi	tim	Ncmpn
izvanbolničke	izvanbolnički	Agpfsgy
hitne	hitan	Agpfsgy
medicine	medicina	Ncfsg
moraju	morati	Vmr3p
imati	imati	Vmn
medicinsku	medicinski	Agpfsay
torbu	torba	Ncfsa
.	.	Z

Članak	članak	Ncmsn
10.	10.	Mdo

Cestovno	cestovan	Agpnsny
vozilo	vozilo	Ncnsn
u	u	Sl
kojem	koji	Pi-nsl
se	sebe	Px--sa
obavlja	obavljati	Vmr3s
djelatnost	djelatnost	Ncfsn
izvanbolničke	izvanbolnički	Agpfsgy
hitne	hitan	Agpfsgy
medicine	medicina	Ncfsg
mora	morati	Vmr3s
ispunjavati	ispunjavati	Vmn
Standarde	standard	Ncmpa
opreme	oprema	Ncfsg
i	i	Cc
Standard	Standard	Npmsn
vozila	vozilo	Ncnpg
i	i	Cc
vanjskog	vanjski	Agpmsgy
izgleda	izgled	Ncmsg
vozila	vozilo	Ncnsg
,	,	Z
koje	koji	Pi-nsn
utvrđuje	utvrđivati	Vmr3s
Hrvatski	hrvatski	Agpmsny
zavod	zavod	Ncmsn
za	za	Sa
hitnu	hitan	Agpfsay
medicinu	medicina	Ncfsa

