funkcioniranje	funkcioniranje	Ncnsn
koji	koji	Pi-msan
ta	taj	Pd-fsn
institucija	institucija	Ncfsn
obavlja	obavljati	Vmr3s
,	,	Z
njezine	njezin	Ps3fsg
dioničarske	dioničarski	Agpfsgy
strukture	struktura	Ncfsg
,	,	Z
profila	profil	Ncmsg
rizičnosti	rizičnost	Ncfsg
,	,	Z
veličine	veličina	Ncfsg
,	,	Z
pravnog	pravni	Agpmsgy
oblika	oblik	Ncmsg
i	i	Cc
statusa	status	Ncmsg
,	,	Z
međusobne	međusoban	Agpfsgy
povezanosti	povezanost	Ncfsg
s	sa	Si
ostalim	ostali	Agpfpiy
institucijama	institucija	Ncfpi
ili	ili	Cc
općenito	preopćenito	Rgp
s	sa	Si
financijskim	financijski	Agpmsiy
sustavom	sustav	Ncmsi
,	,	Z
te	te	Cc
institucije	institucija	Ncfpn
neće	htjeti	Var3p
imati	imati	Vmn
negativan	negativan	Agpmsann
učinak	učinak	Ncmsan
na	na	Sa
financijska	financijski	Agpnpay
tržišta	tržište	Ncnpa
,	,	Z
druge	drugi	Mlofsg
institucije	institucija	Ncfsg
ili	ili	Cc
na	na	Sa
uvjete	uvjet	Ncmpa
financiranja	financiranje	Ncnsg
.	.	Z

(	(	Z
7	7	Mdc
)	)	Z
Hrvatska	hrvatski	Agpfsny
narodna	narodni	Agpfsny
banka	banka	Ncfsn
odnosno	odnosno	Rgp
Hrvatska	hrvatski	Agpfsny
agencija	agencija	Ncfsn
za	za	Sa
nadzor	nadzor	Ncmsan
financijskih	financijski	Agpfpgy
usluga	usluga	Ncfpg
dužne	dužan	Agpfpny
su	biti	Var3p
bez	bez	Sg
odgađanja	odgađanje	Ncnsg
obavijestiti	obavijestiti	Vmn
Europsko	europski	Agpnsny
nadzorno	nadzorni	Agpnsay
tijelo	tijelo	Ncnsa
za	za	Sa
bankarstvo	bankarstvo	Ncnsa
svaki	svaki	Pi-msan
put	put	Rgp
kad	kad	Cs
procjene	procjena	Ncfsg
da	da	Cs
nije	biti	Var3s
moguć	moguć	Agpmsnn
niti	niti	Qo
stečajni	stečajni	Agpmsny
postupak	postupak	Ncmsn
niti	niti	Cc
je	biti	Var3s
moguća	moguć	Agpfsny
sanacija	sanacija	Ncfsn
institucije	institucija	Ncfsg
.	.	Z

Procjena	procjena	Ncfsn
mogućnosti	mogućnost	Ncfsg
sanacije	sanacija	Ncfsg
grupe	grupa	Ncfsg
institucija	institucija	Ncfpg
u	u	Sl
Europskoj	europski	Agpfsly
uniji	unija	Ncfsl
kada	kada	Cs
je	biti	Var3s
Hrvatska	hrvatski	Agpfsny
narodna	narodni	Agpfsny
banka	banka	Ncfsn
odnosno	odnosno	Rgp
Hrvatska	hrvatski	Agpfsny
agencija	agencija	Ncfsn
za	za	Sa
nadzor	nadzor	Ncmsan
financijskih	financijski	Agpfpgy
usluga	usluga	Ncfpg
sanacijsko	sanacijski	Agpnsny
tijelo	tijelo	Ncnsn
za	za	Sa
grupu	grupa	Ncfsa

Članak	članak	Ncmsn
11.	11.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Ako	ako	Cs
je	biti	Var3s
Hrvatska	hrvatski	Agpfsny
narodna	narodni	Agpfsny
banka	banka	Ncfsn
odnosno	odnosno	Rgp
Hrvatska	hrvatski	Agpfsny
agencija	agencija	Ncfsn
za	za	Sa
nadzor	nadzor	Ncmsan
financijskih	financijski	Agpfpgy
usluga	usluga	Ncfpg
sanacijsko	sanacijski	Agpnsny
tijelo	tijelo	Ncnsn
za	za	Sa
grupu	grupa	Ncfsa
za	za	Sa
potrebe	potreba	Ncfpa
izrade	izrada	Ncfsg
i	i	Cc
ažuriranja	ažuriranje	Ncnsg
sanacijskog	sanacijski	Agpmsgy
plana	plan	Ncmsg
iz	iz	Sg
članka	članak	Ncmsg
14.	14.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
procjenjuje	procjenjivati	Vmr3s
mogućnost	mogućnost	Ncfsa
provođenja	provođenje	Ncnsg
stečajnog	stečajni	Agpmsgy
postupka	postupak	Ncmsg
odnosno	odnosno	Rgp
sanacije	sanacija	Ncfsg
te	taj	Pd-fsg
grupe	grupa	Ncfsg
institucija	institucija	Ncfpg
u	u	Sl
Europskoj	europski	Agpfsly
uniji	unija	Ncfsl
zajedno	zajedno	Rgp
sa	sa	Si
sanacijskim	sanacijski	Agpnpiy
tijelima	tijelo	Ncnpi
za	za	Sa
institucije	institucija	Ncfpa
kćeri	kći	Ncfsg
.	.	Z

Odluka	odluka	Ncfsn
o	o	Sl
procjeni	procjena	Ncfsl
za	za	Sa
prekograničnu	prekogranični	Agpfsay
grupu	grupa	Ncfsa
donosi	donositi	Vmr3s
se	sebe	Px--sa
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
postupkom	postupak	Ncmsi
odlučivanja	odlučivanje	Ncnsg
iz	iz	Sg
članka	članak	Ncmsg
19.	19.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Pri	pri	Sl
procjeni	procjena	Ncfsl
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
Hrvatska	hrvatski	Agpfsny
narodna	narodni	Agpfsny
banka	banka	Ncfsn
odnosno	odnosno	Rgp
Hrvatska	hrvatski	Agpfsny
agencija	agencija	Ncfsn
za	za	Sa
nadzor	nadzor	Ncmsan
financijskih	financijski	Agpfpgy
usluga	usluga	Ncfpg
dužna	dužan	Agpfsny
je	biti	Var3s
savjetovati	savjetovati	Vmn
se	sebe	Px--sa
s	sa	Si
nadležnim	nadležan	Agpnpiy
tijelima	tijelo	Ncnpi
za	za	Sa
društva	društvo	Ncnpa
kćeri	kći	Ncfsg
i	i	Cc
sanacijskim	sanacijski	Agpnply
tijelima	tijelo	Ncnpl
u	u	Sl
drugim	drugi	Mlofpl
državama	država	Ncfpl
u	u	Sl
kojima	koji	Pi-fpl
članice	članica	Ncfpn
grupe	grupa	Ncfsg
imaju	imati	Vmr3p
značajne	značajan	Agpfpay
podružnice	podružnica	Ncfpa
u	u	Sl
mjeri	mjera	Ncfsl
u	u	Sl
kojoj	koji	Pi-fsl
je	biti	Var3s
to	taj	Pd-nsn
važno	važan	Agpnsny
za	za	Sa
tu	taj	Pd-fsa
podružnicu	podružnica	Ncfsa
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Procjena	procjena	Ncfsn
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
za	za	Sa
prekograničnu	prekogranični	Agpfsay
grupu	grupa	Ncfsa
razmatra	razmatrati	Vmr3s
se	sebe	Px--sa
na	na	Sl
sanacijskim	sanacijski	Agpmply
kolegijima	kolegij	Ncmpl
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Smatra	smatrati	Vmr3s
se	sebe	Px--sa
da	da	Cs
su	biti	Var3p
stečajni	stečajni	Agpmsny
postupak	postupak	Ncmsn
odnosno	odnosno	Rgp
sanacija	sanacija	Ncfsn
grupe	grupa	Ncfsg
institucija	institucija	Ncfpg
u	u	Sl
Europskoj	europski	Agpfsly
uniji	unija	Ncfsl
mogući	moći	Rr
ako	ako	Cs
je	biti	Var3s
stečajni	stečajni	Agpmsny
postupak	postupak	Ncmsn
provediv	provediv	Agpmsnn
i	i	Cc
opravdan	opravdati	Appmsnn
odnosno	odnosno	Rgp
ako	ako	Cs
je	biti	Var3s
provediva	provediv	Agpfsny
i	i	Cc
opravdana	opravdati	Appfsny
sanacija	sanacija	Ncfsn
koju	koji	Pi-fsa
bi	biti	Vaa3s
radi	radi	Sg
izbjegavanja	izbjegavanje	Ncnsg
štetnih	štetan	Agpfpgy
posljedica	posljedica	Ncfpg
na	na	Sa
financijski	financijski	Agpmsayn
sustav	sustav	Ncmsan
Republike	republika	Ncfsg
Hrvatske	Hrvatska	Npfsg
,	,	Z
druge	drugi	Mlofsg
države	država	Ncfsg
članice	članica	Ncfsg
,	,	Z
odnosno	odnosno	Rgp
Europske	europski	Agpfsgy
unije	unija	Ncfsg
u	u	Sl
cjelini	cjelina	Ncfsl
,	,	Z
i	i	Cc
radi	radi	Sg
osiguranja	osiguranje	Ncnsg
kontinuiteta	kontinuitet	Ncmsg
ključnih	ključan	Agpfpgy
funkcija	funkcija	Ncfpg
tih	taj	Pd-fpg
institucija	institucija	Ncfpg
provela	provesti	Vmp-sf
sanacijska	sanacijski	Agpnpay
tijela	tijelo	Ncnpa
primjenom	primjena	Ncfsi
nekog	neki	Pi-msg
od	od	Sg
sanacijskih	sanacijski	Agpmpgy
instrumenata	instrument	Ncmpg
i	i	Cc
ovlasti	ovlast	Ncfsg
,	,	Z
a	a	Cc
da	da	Cs
pri	pri	Sl
tome	taj	Pd-nsl
ne	ne	Qz
koriste	koristiti	Vmr3p
:	:	Z

a	a	Cc
)	)	Z
izvanrednu	izvanredan	Agpfsay
javnu	javan	Agpfsay
financijsku	financijski	Agpfsay
potporu	potpora	Ncfsa
,	,	Z
osim	osim	Sg
sredstava	sredstvo	Ncnpg
sanacijskog	sanacijski	Agpmsgy
fonda	fond	Ncmsg
iz	iz	Sg
članka	članak	Ncmsg
114.	114.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg

b	b	Npmsn
)	)	Z
likvidnosnu	likvidnosni	Agpfsay
pomoć	pomoć	Ncfsa
središnje	središnji	Agpfsgy
banke	banka	Ncfsg
u	u	Sl
izvanrednim	izvanredan	Agpfply
situacijama	situacija	Ncfpl
ili	ili	Cc

c	C	Npmsn
)	)	Z
likvidnosnu	likvidnosni	Agpfsay
pomoć	pomoć	Ncfsa
središnje	središnji	Agpfsgy
banke	banka	Ncfsg
koja	koji	Pi-fsn
nije	biti	Var3s
osigurana	osigurati	Appfsny
uobičajenim	uobičajen	Agpnpiy
sredstvima	sredstvo	Ncnpi
osiguranja	osiguranje	Ncnsg
,	,	Z
nema	nemati	Vmr3s
uobičajeni	uobičajen	Agpmsayn
rok	rok	Ncmsan
dospijeća	dospijeće	Ncnsg
ili	ili	Cc
uobičajene	uobičajen	Agpmpay
kamatne	kamatan	Agpmpay
uvjete	uvjet	Ncmpa
.	.	Z

(	(	Z
5	5	Mdc
)	)	Z
Pri	pri	Sl
procjeni	procjena	Ncfsl
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
procjenjuju	procjenjivati	Vmr3p
se	sebe	Px--sa
barem	barem	Qo
okolnosti	okolnost	Ncfpn
navedene	navesti	Appfpny
u	u	Sl
članku	članak	Ncmsl
10.	10.	Mdo
stavku	stavak	Ncmsl
4.	4.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
,	,	Z
te	te	Cc
sljedeće	sljedeći	Agpfsgy
:	:	Z

1	1	Mdc
)	)	Z
ako	ako	Cs
grupa	grupa	Ncfsn
upotrebljava	upotrebljavati	Vmr3s
jamstva	jamstvo	Ncnsg
unutar	unutar	Sg
grupe	grupa	Ncfsg
,	,	Z
jesu	biti	Var3p
li	li	Qq
ta	taj	Pd-npn
jamstva	jamstvo	Ncnpn
dana	dan	Ncmpg
po	po	Sl
tržišnim	tržišni	Agpmply
uvjetima	uvjet	Ncmpl
,	,	Z
te	te	Cc
je	biti	Var3s
li	li	Qq
sustav	sustav	Ncmsn
upravljanja	upravljanje	Ncnsg
rizicima	rizik	Ncmpd
vezanim	vezan	Agpmpiy
za	za	Sa
ta	taj	Pd-npa
jamstva	jamstvo	Ncnpa
djelotvoran	djelotvoran	Agpmsnn
i	i	Cc
pouzdan	pouzdan	Agpmsnn

2	2	Mdc
)	)	Z
ako	ako	Cs
grupa	grupa	Ncfsn
ima	imati	Vmr3s
sklopljene	sklopiti	Agpmpay
ugovore	ugovor	Ncmpa
o	o	Sl
naizmjeničnim	naizmjeničan	Agpfply
transakcijama	transakcija	Ncfpl
,	,	Z
jesu	biti	Var3p
li	li	Qq
te	te	Cc
transakcije	transakcija	Ncfpn
ugovorene	ugovoriti	Appfpny
po	po	Sl
tržišnim	tržišni	Agpmply
uvjetima	uvjet	Ncmpl
,	,	Z
te	te	Cc
je	biti	Var3s
li	li	Qq
sustav	sustav	Ncmsn
upravljanja	upravljanje	Ncnsg
rizicima	rizik	Ncmpd
vezanim	vezati	Appmply
za	za	Sa
te	taj	Pd-fpa
transakcije	transakcija	Ncfpa
djelotvoran	djelotvoran	Agpmsnn
i	i	Cc
pouzdan	pouzdan	Agpmsnn

3	3	Mdc
)	)	Z
u	u	Sl
kojoj	koji	Pi-fsl
mjeri	mjera	Ncfsl
jamstva	jamstvo	Ncnsg
ili	ili	Cc
transakcije	transakcija	Ncfsg
iz	iz	Sg
točaka	točka	Ncfpg
1.	1.	Mdo
i	i	Cc
2.	2.	Mdo
ovoga	ovaj	Pd-msg
stavka	stavak	Ncmsg
mogu	moći	Vmr3p
povećati	povećati	Vmn
rizik	rizik	Ncmsan
širenja	širenje	Ncnsg
negativnih	negativan	Agpmpgy
učinaka	učinak	Ncmpg
na	na	Sa
ostale	ostali	Agpfpay
članice	članica	Ncfpa
grupe	grupa	Ncfsg

4	4	Mdc
)	)	Z
u	u	Sl
kojoj	koji	Pi-fsl
mjeri	mjera	Ncfsl
pravna	pravni	Agpfsny
struktura	struktura	Ncfsn
grupe	grupa	Ncfsg
onemogućava	onemogućavati	Vmr3s
primjenu	primjena	Ncfsa
instrumenata	instrument	Ncmpg
sanacije	sanacija	Ncfsg
zbog	zbog	Sg

