sustava	sustav	Ncmsg
vodnog	vodni	Agpmsgy
puta	put	Ncmsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
U	u	Sl
slučaju	slučaj	Ncmsl
navedenog	naveden	Agpnsgy
nenamjernog	nenamjeran	Agpnsgy
ispuštanja	ispuštanje	Ncnsg
ili	ili	Cc
bilo	bilo	Qo
kakve	kakav	Pi-fpa
opasnosti	opasnost	Ncfpa
od	od	Sg
takvog	takav	Pd-nsg
ispuštanja	ispuštanje	Ncnsg
,	,	Z
zapovjednik	zapovjednik	Ncmsn
mora	morati	Vmr3s
odmah	odmah	Rgp
o	o	Sl
tome	taj	Pd-nsl
izvijestiti	izvijestiti	Vmn
najbližu	blizak	Agsfsay
lučku	lučki	Agpfsay
kapetaniju	kapetanija	Ncfsa
i	i	Cc
dati	dati	Vmn
točan	točan	Agpmsann
opis	opis	Ncmsan
vrste	vrsta	Ncfsg
i	i	Cc
mjesta	mjesto	Ncnsg
ispuštanja	ispuštanje	Ncnsg
.	.	Z

Članak	članak	Ncmsn
1.16	1.16	Mdc
–	–	Z
Spašavanje	spašavanje	Ncnsn
i	i	Cc
pružanje	pružanje	Ncnsa
pomoći	pomoć	Ncfsg

(	(	Z
1	1	Mdc
)	)	Z
U	u	Sl
slučaju	slučaj	Ncmsl
nesreće	nesreća	Ncfsg
koja	koji	Pi-fsn
ugrožava	ugrožavati	Vmr3s
osobe	osoba	Ncfpa
koje	koji	Pi-fpn
se	sebe	Px--sa
nalaze	nalaziti	Vmr3p
na	na	Sl
plovilu	plovilo	Ncnsl
,	,	Z
zapovjednik	zapovjednik	Ncmsn
mora	morati	Vmr3s
poduzeti	poduzeti	Vmn
sve	sav	Agpfpay
mjere	mjera	Ncfpa
koje	koji	Pi-fpn
mu	on	Pp3msd
stoje	stajati	Vmr3p
na	na	Sl
raspolaganju	raspolaganje	Ncnsl
da	da	Cs
bi	biti	Vaa3s
ih	oni	Pp3-pa
spasio	spasiti	Vmp-sm
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Svaki	svaki	Pi-msn
zapovjednik	zapovjednik	Ncmsn
koji	koji	Pi-msn
se	sebe	Px--sa
sa	sa	Si
svojim	svoj	Agpnsiy
plovilom	plovilo	Ncnsi
ili	ili	Cc
plutajućim	plutajući	Agpnsiy
tijelom	tijelo	Ncnsi
nađe	naći	Vmr3s
u	u	Sl
blizini	blizina	Ncfsl
plovila	plovilo	Ncnsg
ili	ili	Cc
plutajućeg	plutajući	Agpnsgy
tijela	tijelo	Ncnsg
koje	koji	Pi-nsn
je	biti	Var3s
pretrpjelo	pretrpjeti	Vmp-sn
nesreću	nesreća	Ncfsa
koja	koji	Pi-fsn
ugrožava	ugrožavati	Vmr3s
ljudske	ljudski	Agpmpay
živote	život	Ncmpa
ili	ili	Cc
kada	kada	Cs
postoji	postojati	Vmr3s
opasnost	opasnost	Ncfsn
od	od	Sg
zaprečavanja	zaprečavanje	Ncnsg
plovnog	plovan	Agpmsgy
puta	put	Ncmsg
,	,	Z
dužan	dužan	Agpmsnn
je	biti	Var3s
pružiti	pružiti	Vmn
im	oni	Pp3-pd
neposrednu	neposredan	Agpfsay
pomoć	pomoć	Ncfsa
,	,	Z
ukoliko	ukoliko	Cs
time	taj	Pd-nsi
ne	ne	Qz
dovodi	dovoditi	Vmr3s
u	u	Sa
opasnost	opasnost	Ncfsa
svoje	svoj	Px-nsa
plovilo	plovilo	Ncnsa
.	.	Z

Članak	članak	Ncmsn
1.17	1.17	Mdc
–	–	Z
Nasukana	nasukati	Appfsny
ili	ili	Cc
potopljena	potopiti	Appfsny
plovila	ploviti	Vmp-sf

(	(	Z
1	1	Mdc
)	)	Z
Zapovjednik	zapovjednik	Ncmsn
nasukanog	nasukati	Appmsgy
ili	ili	Cc
potopljenog	potopiti	Appnsgy
plovila	ploviti	Vmp-sf
kao	kao	Cs
i	i	Qo
nasukanog	nasukati	Agpnsgy
ili	ili	Cc
pokvarenog	pokvariti	Agpnsgy
plutajućeg	plutajući	Agpnsgy
tijela	tijelo	Ncnsg
dužan	dužan	Agpmsnn
je	biti	Var3s
,	,	Z
što	što	Pi3n-n
je	biti	Var3s
prije	prije	Rgp
moguće	moguć	Agpnsny
,	,	Z
o	o	Sl
tome	taj	Pd-nsl
izvijestiti	izvijestiti	Vmn
najbližu	blizak	Agpfsay
lučku	lučki	Agpfsay
kapetaniju	kapetanija	Ncfsa
.	.	Z

Zapovjednik	zapovjednik	Ncmsn
ili	ili	Cc
član	član	Ncmsn
posade	posada	Ncfsg
nasukanog	nasukati	Appmsgy
ili	ili	Cc
potopljenog	potopiti	Appnsgy
plovila	ploviti	Vmp-sf
kao	kao	Cs
i	i	Qo
pokvarenog	pokvariti	Agpnsgy
plutajućeg	plutajući	Agpnsgy
tijela	tijelo	Ncnsg
mora	morati	Vmr3s
ostati	ostati	Vmn
na	na	Sl
plovilu	plovilo	Ncnsl
ili	ili	Cc
u	u	Sl
blizini	blizina	Ncfsl
mjesta	mjesto	Ncnsg
nezgode	nezgoda	Ncfsg
dok	dok	Cs
mu	on	Pp3msd
nadležno	nadležan	Agpnsny
tijelo	tijelo	Ncnsn
ne	ne	Qz
dopusti	dopustiti	Vmr3s
odlazak	odlazak	Ncmsan
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Ako	ako	Cs
se	sebe	Px--sa
na	na	Sl
plovnom	plovan	Agpmsly
putu	put	Ncmsl
ili	ili	Cc
u	u	Sl
njegovoj	njegov	Ps3fsl
blizini	blizina	Ncfsl
nasuče	nasukati	Vmr3s
ili	ili	Cc
potopi	potopiti	Vmr3s
neko	neki	Pi-nsa
plovilo	plovilo	Ncnsa
ili	ili	Cc
plutajuće	plutajući	Agpnsay
tijelo	tijelo	Ncnsa
,	,	Z
zapovjednik	zapovjednik	Ncmsn
je	biti	Var3s
dužan	dužan	Agpmsnn
,	,	Z
osim	osim	Cs
kad	kad	Cs
je	biti	Var3s
to	taj	Pd-nsn
očigledno	očigledan	Agpnsny
nepotrebno	nepotreban	Agpnsny
,	,	Z
u	u	Sl
najkraćem	kratak	Agpmsly
roku	rok	Ncmsl
i	i	Cc
pridržavajući	pridržavati	Rr
se	sebe	Px--sa
obveze	obveza	Ncfpn
isticanja	isticanje	Ncnsg
znakova	znak	Ncmpg
navedenih	navesti	Appmpgy
u	u	Sl
članku	članak	Ncmsl
3.25	3.25	Mds
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
,	,	Z
o	o	Sl
tom	taj	Pd-msl
događaju	događaj	Ncmsl
izvijestiti	izvijestiti	Vmn
plovila	plovilo	Ncnpa
i	i	Cc
plutajuća	plutajući	Agpnpay
tijela	tijelo	Ncnpa
koja	koji	Pi-npn
se	sebe	Px--sa
približavaju	približavati	Vmr3p
i	i	Qo
to	taj	Pd-nsn
na	na	Sl
pogodnom	pogodan	Agpnsly
mjestu	mjesto	Ncnsl
i	i	Cc
na	na	Sl
dovoljnoj	dovoljan	Agpfsly
udaljenosti	udaljenost	Ncfsl
od	od	Sg
mjesta	mjesto	Ncnsg
nesreće	nesreća	Ncfsg
,	,	Z
kako	kako	Cs
bi	biti	Vaa3s
dolazeća	dolazeći	Agpnpay
plovila	plovilo	Ncnpa
i	i	Cc
plutajuća	plutajući	Agpnpay
tijela	tijelo	Ncnpa
mogla	moći	Vmp-sf
pravodobno	pravodobno	Rgp
poduzeti	poduzeti	Vmn
sve	sav	Agpfpay
potrebne	potreban	Agpfpay
mjere	mjera	Ncfpa
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Ako	ako	Cs
se	sebe	Px--sa
nesreća	nesreća	Ncfsn
dogodi	dogoditi	Vmr3s
tijekom	tijekom	Sg
prolaska	prolazak	Ncmsg
plovila	plovilo	Ncnpg
kroz	kroz	Sa
prevodnicu	prevodnica	Ncfsa
,	,	Z
zapovjednik	zapovjednik	Ncmsn
mora	morati	Vmr3s
odmah	odmah	Rgp
o	o	Sl
tome	taj	Pd-nsl
izvijestiti	izvijestiti	Vmn
službu	služba	Ncfsa
zaduženu	zadužiti	Appfsay
za	za	Sa
prevodnicu	prevodnica	Ncfsa
u	u	Sl
kojoj	koji	Pi-fsl
se	sebe	Px--sa
nesreća	nesreća	Ncfsn
dogodila	dogoditi	Vmp-sf
.	.	Z

Članak	članak	Ncmsn
1.18	1.18	Mds
–	–	Z
Obveza	obveza	Ncfsn
oslobađanja	oslobađanje	Ncnsg
plovnog	plovan	Agpmsgy
puta	put	Ncmsg

(	(	Z
1	1	Mdc
)	)	Z
Ako	ako	Cs
nasukano	nasukati	Appnsny
ili	ili	Cc
potopljeno	potopiti	Agpnsny
plovilo	plovilo	Ncnsn
,	,	Z
plutajuće	plutajući	Agpnsny
tijelo	tijelo	Ncnsn
ili	ili	Cc
neki	neki	Pi-msn
objekt	objekt	Ncmsn
izgubljen	izgubiti	Appmsnn
s	sa	Sg
plovila	plovilo	Ncnsg
ili	ili	Cc
plutajućeg	plutajući	Agpnsgy
tijela	tijelo	Ncnsg
zatvara	zatvarati	Vmr3s
ili	ili	Cc
prijeti	prijetiti	Vmr3s
potpunim	potpun	Agpfpiy
ili	ili	Cc
djelomičnim	djelomičan	Agpnsiy
zaprečavanjem	zaprečavanje	Ncnsi
plovnog	plovan	Agpmsgy
puta	put	Ncmsg
,	,	Z
zapovjednik	zapovjednik	Ncmsn
je	biti	Var3s
dužan	dužan	Agpmsnn
poduzeti	poduzeti	Vmn
sve	sav	Agpnsny
što	što	Pi3n-n
je	biti	Var3s
moguće	moguć	Agpnsny
da	da	Cs
se	sebe	Px--sa
plovni	plovan	Agpmsny
put	put	Ncmsn
oslobodi	osloboditi	Vmr3s
u	u	Sl
najkraćem	kratak	Agsmsly
roku	rok	Ncmsl
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Obvezu	obveza	Ncfsa
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
ima	imati	Vmr3s
i	i	Qo
zapovjednik	zapovjednik	Ncmsn
plovila	plovilo	Ncnsg
ili	ili	Cc
plutajućeg	plutajući	Agpnsgy
tijela	tijelo	Ncnsg
kojem	koji	Pi-msl
prijeti	prijetiti	Vmr3s
opasnost	opasnost	Ncfsn
od	od	Sg
potapanja	potapanje	Ncnsg
ili	ili	Cc
s	sa	Si
kojim	koji	Pi-msi
nije	biti	Var3s
moguće	moguć	Agpnsny
manevrirati	manevrirati	Vmn
.	.	Z

Članak	članak	Ncmsn
1.19	1.19	Mds
–	–	Z
Posebne	poseban	Agpfpny
upute	uputa	Ncfpn

Zapovjednici	zapovjednik	Ncmpn
plovila	plovilo	Ncnsg
i	i	Cc
osobe	osoba	Ncfpa
pod	pod	Si
čijim	čiji	Pi-fpi
se	sebe	Px--sa
nadzorom	nadzor	Ncmsi
nalaze	nalaziti	Vmr3p
plutajući	plutajući	Agpmpny
objekti	objekt	Ncmpn
obvezni	obvezan	Agpmpny
su	biti	Var3p
pridržavati	pridržavati	Vmn
se	sebe	Px--sa
posebnih	poseban	Agpfpgy
uputa	uputa	Ncfpg
koje	koji	Pi-fpn
im	oni	Pp3-pd
daju	dati	Vmr3p
ovlašteni	ovlašten	Agpmpny
službenici	službenik	Ncmpn
nadležnih	nadležan	Agpnpgy
tijela	tijelo	Ncnpg
radi	radi	Sg
omogućavanja	omogućavanje	Ncnsg
sigurne	siguran	Agpfsgy
i	i	Cc
uredne	uredan	Agpfpay
plovidbe	plovidba	Ncfpa
.	.	Z

Ovisno	ovisno	Rgp
o	o	Sl
sukladnosti	sukladnost	Ncfsl
s	sa	Si
odredbama	odredba	Ncfpi
relevantnih	relevantan	Agpmpgy
međunarodnih	međunarodni	Agpmpgy
sporazuma	sporazum	Ncmpg
to	taj	Pd-nsa
će	htjeti	Var3s
se	sebe	Px--sa
također	također	Rgp
primjenjivati	primjenjivati	Vmn
u	u	Sl
slučaju	slučaj	Ncmsl
prekogranične	prekogranični	Agpfsgy
potjere	potjera	Ncfsg
.	.	Z

Članak	članak	Ncmsn
1.20	1.20	Mds
–	–	Z
Nadzor	nadzor	Ncmsn

(	(	Z
1	1	Mdc
)	)	Z
Zapovjednici	zapovjednik	Ncmpn
plovila	plovilo	Ncnsg
i	i	Cc
osobe	osoba	Ncfpa
pod	pod	Si
čijim	čiji	Pi-fpi
se	sebe	Px--sa
nadzorom	nadzor	Ncmsi
nalaze	nalaziti	Vmr3p
plutajući	plutajući	Agpmpny
objekti	objekt	Ncmpn
,	,	Z
obvezni	obvezan	Agpmpny
su	biti	Var3p
ovlaštenim	ovlašten	Agpmpiy
službenicima	službenik	Ncmpi
lučke	lučki	Agpfsgy
kapetanije	kapetanija	Ncfsg
omogućiti	omogućiti	Vmn
i	i	Cc
olakšati	olakšati	Vmn
provjeru	provjera	Ncfsa
o	o	Sl
pridržavanju	pridržavanje	Ncnsl
ovih	ovaj	Pd-npg
Pravila	pravilo	Ncnpg
i	i	Cc
drugih	drugi	Mlompg
važećih	važeći	Agpmpgy
propisa	propis	Ncmpg
,	,	Z
a	a	Cc
posebno	posebno	Rgp
im	oni	Pp3-pd
omogućiti	omogućiti	Vmn
pristup	pristup	Ncmsan
na	na	Sa
plovilo	plovilo	Ncnsa
bez	bez	Sg
odlaganja	odlaganje	Ncnsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Ovlašteni	ovlašten	Agpmpny
službenici	službenik	Ncmpn
lučke	lučki	Agpfsgy
kapetanije	kapetanija	Ncfsg
mogu	moći	Vmr3p
,	,	Z
osim	osim	Cs
u	u	Sl
posebnim	poseban	Agpmply
slučajevima	slučaj	Ncmpl
kad	kad	Cs
se	sebe	Px--sa
primjenjuju	primjenjivati	Vmr3p
odredbe	odredba	Ncfpn
drugih	drugi	Mlompg
propisa	propis	Ncmpg
,	,	Z
posebnom	poseban	Agpfsiy
odlukom	odluka	Ncfsi
zabraniti	zabraniti	Vmn
plovidbu	plovidba	Ncfsa
plovilu	plovilo	Ncnsl
,	,	Z
a	a	Cc
naročito	naročito	Rgp
:	:	Z

a	a	Cc
)	)	Z
kada	kada	Cs
plovilo	plovilo	Ncnsn
nema	nemati	Vmr3s
svjedodžbu	svjedodžba	Ncfsa
o	o	Sl

