koja	koji	Pi-fsn
zadužnice	zadužnica	Ncfpa
kao	kao	Cs
instrumenta	instrument	Ncmsg
osiguranja	osiguranje	Ncnsg
duga	dug	Ncmsg
.	.	Z

Gotovinski	gotovinski	Agpmsny
polog	polog	Ncmsn

Članak	članak	Ncmsn
51.	51.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Gotovinski	gotovinski	Agpmsny
polog	polog	Ncmsn
polaže	polagati	Vmr3s
se	sebe	Px--sa
u	u	Sl
kunama	kuna	Ncfpl
na	na	Sa
evidentni	evidentan	Agpmsayn
račun	račun	Ncmsan
nadležnog	nadležan	Agpmsgy
područnog	područni	Agpmsgy
carinskog	carinski	Agpmsgy
ureda	ured	Ncmsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Na	na	Sa
položeni	položiti	Agpmsayn
iznos	iznos	Ncmsan
gotovinskog	gotovinski	Agpmsgy
pologa	polog	Ncmsg
ne	ne	Qz
plaćaju	plaćati	Vmr3p
se	sebe	Px--sa
kamate	kamata	Ncfpn
.	.	Z

Članak	članak	Ncmsn
52.	52.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Za	za	Sa
korištenje	korištenje	Ncnsa
gotovinskog	gotovinski	Agpmsgy
pologa	polog	Ncmsg
kao	kao	Cs
instrumenta	instrument	Ncmsg
osiguranja	osiguranje	Ncnsg
plaćanja	plaćanje	Ncnsg
duga	dug	Ncmsg
podnosi	podnositi	Vmr3s
se	sebe	Px--sa
pisani	pisan	Agpmsny
zahtjev	zahtjev	Ncmsn
nadležnom	nadležan	Agpmsdy
carinskom	carinski	Agpmsly
uredu	ured	Ncmsl
uz	uz	Sa
istovremenu	istovremen	Agpfsay
uplatu	uplata	Ncfsa
iznosa	iznos	Ncmsg
pologa	polog	Ncmsg
na	na	Sa
račun	račun	Ncmsan
iz	iz	Sg
članka	članak	Ncmsg
51.	51.	Mdo
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Zahtjev	zahtjev	Ncmsn
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
podnosi	podnositi	Vmr3s
se	sebe	Px--sa
na	na	Sl
obrascu	obrazac	Ncmsl
koji	koji	Pi-msn
je	biti	Var3s
tiskan	tiskati	Appmsnn
u	u	Sl
Prilogu	prilog	Ncmsl
15	15	Mdc
ovoga	ovaj	Pd-nsg
Pravilnika	pravilnik	Ncmpg
i	i	Cc
njegov	njegov	Ps3msn
je	biti	Var3s
sastavni	sastavan	Agpmsny
dio	dio	Ncmsn
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Na	na	Sl
temelju	temelj	Ncmsl
podnesenog	podnesen	Agpmsgy
zahtjeva	zahtjev	Ncmsg
nadležni	nadležan	Agpmsny
carinski	carinski	Agpmsny
ured	ured	Ncmsn
provjerava	provjeravati	Vmr3s
izvršenu	izvršen	Agpfsay
uplatu	uplata	Ncfsa
te	te	Cc
izdaje	izdavati	Vmr3s
potvrdu	potvrda	Ncfsa
o	o	Sl
korištenju	korištenje	Ncnsl
gotovinskog	gotovinski	Agpmsgy
pologa	polog	Ncmsg
kao	kao	Cs
instrumenta	instrument	Ncmsg
osiguranja	osiguranje	Ncnsg
plaćanja	plaćanje	Ncnsg
duga	dug	Ncmsg
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Potvrda	potvrda	Ncfsn
iz	iz	Sg
stavka	stavak	Ncmsg
3.	3.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
izdaje	izdavati	Vmr3s
se	sebe	Px--sa
na	na	Sl
obrascu	obrazac	Ncmsl
koji	koji	Pi-msn
je	biti	Var3s
tiskan	tiskati	Appmsnn
u	u	Sl
Prilogu	prilog	Ncmsl
16	16	Mdc
ovoga	ovaj	Pd-nsg
Pravilnika	pravilnik	Ncmpg
i	i	Cc
njegov	njegov	Ps3msn
je	biti	Var3s
sastavni	sastavan	Agpmsny
dio	dio	Ncmsn
.	.	Z

Članak	članak	Ncmsn
53.	53.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Ako	ako	Cs
trošarinski	trošarinski	Agpmsny
dužnik	dužnik	Ncmsn
više	više	Rgp
ne	ne	Qz
želi	željeti	Vmr3s
koristiti	koristiti	Vmn
gotovinski	gotovinski	Agpmsayn
polog	polog	Ncmsan
kao	kao	Cs
instrument	instrument	Ncmsan
osiguranja	osiguranje	Ncnsg
plaćanja	plaćanje	Ncnsg
duga	dug	Ncmsg
o	o	Sl
tome	taj	Pd-nsl
obavještava	obavještavati	Vmr3s
nadležni	nadležan	Agpmsny
carinski	carinski	Agpmsny
ured	ured	Ncmsn
podnošenjem	podnošenje	Ncnsi
pisanog	pisan	Agpmsgy
zahtjeva	zahtjev	Ncmsg
za	za	Sa
povrat	povrat	Ncmsan
gotovinskog	gotovinski	Agpmsgy
pologa	polog	Ncmsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Obrazac	obrazac	Ncmsan
zahtjeva	zahtjev	Ncmpg
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
tiskan	tiskati	Appmsnn
je	biti	Var3s
u	u	Sl
Prilogu	prilog	Ncmsl
17	17	Mdc
ovoga	ovaj	Pd-nsg
Pravilnika	pravilnik	Ncmpg
i	i	Cc
njegov	njegov	Ps3msn
je	biti	Var3s
sastavni	sastavan	Agpmsny
dio	dio	Ncmsn
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Trošarinski	trošarinski	Agpmsny
dužnik	dužnik	Ncmsn
ne	ne	Qz
može	moći	Vmr3s
koristiti	koristiti	Vmn
gotovinski	gotovinski	Agpmsayn
polog	polog	Ncmsan
kao	kao	Cs
instrument	instrument	Ncmsan
osiguranja	osiguranje	Ncnsg
plaćanja	plaćanje	Ncnsg
duga	dug	Ncmsg
od	od	Sg
dana	dan	Ncmpg
podnošenja	podnošenje	Ncnsg
zahtjeva	zahtjev	Ncmpg
za	za	Sa
vraćanje	vraćanje	Ncnsa
pologa	polog	Ncmsg
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Na	na	Sl
temelju	temelj	Ncmsl
podnesenog	podnesen	Agpmsgy
zahtjeva	zahtjev	Ncmsg
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
nadležni	nadležan	Agpmsny
carinski	carinski	Agpmsny
ured	ured	Ncmsn
vraća	vraćati	Vmr3s
gotovinski	gotovinski	Agpmsny
polog	polog	Ncmsn
.	.	Z

(	(	Z
5	5	Mdc
)	)	Z
Ako	ako	Cs
je	biti	Var3s
trošarinski	trošarinski	Agpmsny
dužnik	dužnik	Ncmsn
podnio	podnijeti	Vmp-sm
zahtjev	zahtjev	Ncmsan
za	za	Sa
djelomično	djelomičan	Agpnsay
vraćanje	vraćanje	Ncnsa
položenih	položiti	Agpnpgy
sredstava	sredstvo	Ncnpg
,	,	Z
može	moći	Vmr3s
od	od	Sg
dana	dan	Ncmpg
podnošenja	podnošenje	Ncnsg
zahtjeva	zahtjev	Ncmpg
dalje	daleko	Rgc
koristiti	koristiti	Vmn
gotovinski	gotovinski	Agpmsayn
polog	polog	Ncmsan
kao	kao	Cs
instrument	instrument	Ncmsan
osiguranja	osiguranje	Ncnsg
plaćanja	plaćanje	Ncnsg
duga	dug	Ncmsg
samo	samo	Rgp
u	u	Sl
preostalom	preostao	Agpmsly
iznosu	iznos	Ncmsl
.	.	Z

Članak	članak	Ncmsn
54.	54.	Mdo

U	u	Sl
postupku	postupak	Ncmsl
određivanja	određivanje	Ncnsg
visine	visina	Ncfsg
gotovinskog	gotovinski	Agpmsgy
pologa	polog	Ncmsg
kao	kao	Cs
instrumenta	instrument	Ncmsg
osiguranja	osiguranje	Ncnsg
plaćanja	plaćanje	Ncnsg
duga	dug	Ncmsg
odgovarajuće	odgovarajući	Agpnsny
se	sebe	Px--sa
primjenjuju	primjenjivati	Vmr3p
odredbe	odredba	Ncfpn
članka	članak	Ncmsg
47.	47.	Mdo
stavka	stavak	Ncmsg
1.	1.	Mdo
i	i	Cc
3.	3.	Mdo
ovoga	ovaj	Pd-nsg
Pravilnika	pravilnik	Ncmsg
.	.	Z

XIII	xiii	Mrc
.	.	Z

OSLOBOĐENI	oslobođen	Agpmsny
KORISNIK	korisnik	Ncmsn

Postupak	postupak	Ncmsn
izdavanja	izdavanje	Ncnsg
odobrenja	odobrenje	Ncnsg
za	za	Sa
oslobođenog	oslobođen	Agpmsayy
korisnika	korisnik	Ncmsay

Članak	članak	Ncmsn
55.	55.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Pravna	pravni	Agpfsny
ili	ili	Cc
fizička	fizički	Agpfsny
osoba	osoba	Ncfsn
koja	koji	Pi-fsn
želi	željeti	Vmr3s
poslovati	poslovati	Vmn
u	u	Sl
sustavu	sustav	Ncmsl
odgode	odgoda	Ncfsg
plaćanja	plaćanje	Ncnsg
trošarine	trošarina	Ncfsg
kao	kao	Cs
oslobođeni	oslobođen	Agpmsny
korisnik	korisnik	Ncmsn
mora	morati	Vmr3s
podnijeti	podnijeti	Vmn
zahtjev	zahtjev	Ncmsan
za	za	Sa
izdavanje	izdavanje	Ncnsa
odobrenja	odobrenje	Ncnsg
za	za	Sa
oslobođenog	oslobođen	Agpmsayy
korisnika	korisnik	Ncmsay
carinskom	carinski	Agpmsly
uredu	ured	Ncmsl
nadležnom	nadležan	Agpnsly
prema	prema	Sl
sjedištu	sjedište	Ncnsl
,	,	Z
odnosno	odnosno	Rgp
prebivalištu	prebivalište	Ncnsd
podnositelja	podnositelj	Ncmpg
zahtjeva	zahtjev	Ncmpg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Zahtjev	zahtjev	Ncmsn
za	za	Sa
izdavanje	izdavanje	Ncnsa
odobrenja	odobrenje	Ncnsg
za	za	Sa
oslobođenog	oslobođen	Agpmsayy
korisnika	korisnik	Ncmsay
mora	morati	Vmr3s
sadržavati	sadržavati	Vmn
sljedeće	sljedeći	Agpnsay
:	:	Z

1.	1.	Mdo
podatke	podatak	Ncmpa
o	o	Sl
podnositelju	podnositelj	Ncmsl
zahtjeva	zahtjev	Ncmpg
,	,	Z
i	i	Cc
to	taj	Pd-nsn
:	:	Z
naziv	naziv	Ncmsn
tvrtke	tvrtka	Ncfsg
/	/	Z
obrta	obrt	Ncmsg
,	,	Z
sjedište	sjedište	Ncnsa
i	i	Cc
adresu	adresa	Ncfsa
i	i	Cc
podatke	podatak	Ncmpa
za	za	Sa
kontakt	kontakt	Ncmsan
,	,	Z
mjesto	mjesto	Ncnsa
vođenja	vođenje	Ncnsg
glavnog	glavni	Agpnsgy
knjigovodstva	knjigovodstvo	Ncnsg
,	,	Z
osobni	osoban	Agpmsny
identifikacijski	identifikacijski	Agpmsny
broj	broj	Ncmsn
(	(	Z
OIB	OIB	Npmsn
)	)	Z

2.	2.	Mdo
ime	ime	Ncnsa
i	i	Cc
identifikacijski	identifikacijski	Agpmpny
podaci	podatak	Ncmpn
osobe	osoba	Ncfsg
odgovorne	odgovoran	Agpfpny
za	za	Sa
rad	rad	Ncmsan
pogona	pogon	Ncmsg
oslobođenog	oslobođen	Agpmsgy
korisnika	korisnik	Ncmsg

3.	3.	Mdo
podatak	podatak	Ncmsan
o	o	Sl
lokaciji	lokacija	Ncfsl
pogona	pogon	Ncmsg
koji	koji	Pi-msn
je	biti	Var3s
predviđen	predvidjeti	Appmsnn
za	za	Sa
obavljanje	obavljanje	Ncnsa
djelatnosti	djelatnost	Ncfpg
oslobođenog	oslobođen	Agpmsgy
korisnika	korisnik	Ncmsg

4.	4.	Mdo
detaljan	detaljan	Agpmsann
opis	opis	Ncmsan
djelatnosti	djelatnost	Ncfsg
za	za	Sa
koju	koji	Pi-fsa
nabavlja	nabavljati	Vmr3s
trošarinske	trošarinski	Agpmpay
proizvode	proizvod	Ncmpa
bez	bez	Sg
plaćanja	plaćanje	Ncnsg
trošarine	trošarina	Ncfsg

5.	5.	Mdo
količinu	količina	Ncfsa
trošarinskih	trošarinski	Agpmpgy
proizvoda	proizvod	Ncmpg
po	po	Sl
kategoriji	kategorija	Ncfsl
,	,	Z
vrsti	vrsta	Ncfsl
i	i	Cc
trgovačkom	trgovački	Agpmsly
nazivu	naziv	Ncmsl
trošarinskih	trošarinski	Agpmpgy
proizvoda	proizvod	Ncmpg
,	,	Z
a	a	Cc
prema	prema	Sl
tarifnim	tarifan	Agpfply
oznakama	oznaka	Ncfpl
Kombinirane	kombiniran	Agpfsgy
nomenklature	nomenklatura	Ncfsg
carinske	carinski	Agpfsgy
tarife	tarifa	Ncfsg
,	,	Z
za	za	Sa
razdoblje	razdoblje	Ncnsa
ne	ne	Qz
dulje	dugo	Rgc
od	od	Sg
12	12	Mdc
mjeseci	mjesec	Ncmpg

6.	6.	Mdo
podatke	podatak	Ncmpa
o	o	Sl
planiranoj	planiran	Agpfsly
količini	količina	Ncfsl
proizvoda	proizvod	Ncmpg
za	za	Sa
koje	koji	Pi-mpa
koristi	koristiti	Vmr3s
trošarinske	trošarinski	Agpmpay
proizvode	proizvod	Ncmpa
,	,	Z
odnosno	odnosno	Rgp
energente	energent	Ncmpa
,	,	Z
za	za	Sa
razdoblje	razdoblje	Ncnsa
ne	ne	Qz
dulje	dugo	Rgc
od	od	Sg
12	12	Mdc
mjeseci	mjesec	Ncmpg

7.	7.	Mdo
podatke	podatak	Ncmpa
o	o	Sl
dokumentima	dokument	Ncmpl
iz	iz	Sg
kojih	koji	Pi-mpg
su	biti	Var3p
razvidni	razvidan	Agpmpny
normativi	normativ	Ncmpn
korištenja	korištenje	Ncnsg
pojedinih	pojedini	Agpfpgy
vrsta	vrsta	Ncfpg
trošarinskih	trošarinski	Agpmpgy
proizvoda	proizvod	Ncmpg
za	za	Sa
obavljanje	obavljanje	Ncnsa
djelatnosti	djelatnost	Ncfsg

8.	8.	Mdo
podatke	podatak	Ncmpa
o	o	Sl
opremi	oprema	Ncfsl

