Različitost	različitost	Ncfsn
pretpostavki	pretpostavka	Ncfpg
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
,	,	Z
ne	ne	Qz
nastaju	nastajati	Vmr3p
pravni	pravni	Agpmpny
učinci	učinak	Ncmpn
braka	brak	Ncmsg
.	.	Z

Utvrđivanje	utvrđivanje	Ncnsn
postojanja	postojanje	Ncnsg
braka	brak	Ncmsg

Članak	članak	Ncmsn
24.	24.	Mdo

Pravo	pravo	Ncnsn
na	na	Sa
tužbu	tužba	Ncfsa
radi	radi	Sg
utvrđivanja	utvrđivanje	Ncnsg
postoji	postojati	Vmr3s
li	li	Cs
brak	brak	Ncmsn
ili	ili	Cc
ne	ne	Qz
postoji	postojati	Vmr3s
ima	imati	Vmr3s
svaka	svaki	Pi-fsn
osoba	osoba	Ncfsn
koja	koji	Pi-fsn
za	za	Sa
to	taj	Pd-nsa
ima	imati	Vmr3s
pravni	pravni	Agpmsayn
interes	interes	Ncmsan
te	te	Cc
centar	centar	Ncmsn
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
.	.	Z

2.	2.	Mdo
PRETPOSTAVKE	pretpostavka	Ncfsg
ZA	za	Sa
VALJANOST	valjanost	Ncfsa
BRAKA	brak	Ncmsg

Punoljetnost	punoljetnost	Ncfsn

Članak	članak	Ncmsn
25.	25.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Brak	brak	Ncmsn
ne	ne	Qz
može	moći	Vmr3s
sklopiti	sklopiti	Vmn
osoba	osoba	Ncfsn
koja	koji	Pi-fsn
nije	biti	Var3s
navršila	navršiti	Vmp-sf
osamnaest	osamnaest	Mlc
godina	godina	Ncfpg
života	život	Ncmsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Iznimno	iznimno	Rgp
od	od	Sg
odredbe	odredba	Ncfsg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
,	,	Z
sud	sud	Ncmsn
može	moći	Vmr3s
u	u	Sl
izvanparničnom	izvanparnični	Agpmsly
postupku	postupak	Ncmsl
dopustiti	dopustiti	Vmn
sklapanje	sklapanje	Ncnsa
braka	brak	Ncmsg
osobi	osoba	Ncfsd
koja	koji	Pi-fsn
je	biti	Var3s
navršila	navršiti	Vmp-sf
šesnaest	šesnaest	Mlc
godina	godina	Ncfpg
života	život	Ncmsg
ako	ako	Cs
utvrdi	utvrditi	Vmr3s
da	da	Cs
je	biti	Var3s
mentalno	mentalan	Agpnsny
i	i	Cc
tjelesno	tjelesno	Rgp
zrela	zreti	Vmp-sf
za	za	Sa
brak	brak	Ncmsan
te	te	Cc
da	da	Cs
je	biti	Var3s
sklapanje	sklapanje	Ncnsn
braka	brak	Ncmsg
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Sg
dobrobiti	dobrobit	Ncfsg
te	taj	Pd-fsg
osobe	osoba	Ncfsg
.	.	Z

Poslovna	poslovan	Agpfsny
sposobnost	sposobnost	Ncfsn
i	i	Cc
sposobnost	sposobnost	Ncfsa
za	za	Sa
rasuđivanje	rasuđivanje	Ncnsa

Članak	članak	Ncmsn
26.	26.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Brak	brak	Ncmsn
ne	ne	Qz
može	moći	Vmr3s
sklopiti	sklopiti	Vmn
osoba	osoba	Ncfsn
nesposobna	nesposoban	Agpfsny
za	za	Sa
rasuđivanje	rasuđivanje	Ncnsa
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Osoba	osoba	Ncfsn
lišena	lišiti	Appfsny
poslovne	poslovan	Agpfsgy
sposobnosti	sposobnost	Ncfsg
u	u	Sl
davanju	davanje	Ncnsl
izjava	izjava	Ncfpg
koje	koji	Pi-fpn
se	sebe	Px--sa
odnose	odnositi	Vmr3p
na	na	Sa
osobna	osoban	Agpnpay
stanja	stanje	Ncnpa
,	,	Z
brak	brak	Ncmsn
može	moći	Vmr3s
sklopiti	sklopiti	Vmn
uz	uz	Sa
odobrenje	odobrenje	Ncnsa
skrbnika	skrbnik	Ncmpg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Ako	ako	Cs
skrbnik	skrbnik	Ncmsn
iz	iz	Sg
stavka	stavak	Ncmsg
2.	2.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
odbije	odbiti	Vmr3s
dati	dati	Vmn
odobrenje	odobrenje	Ncnsa
za	za	Sa
sklapanje	sklapanje	Ncnsa
braka	brak	Ncmsg
,	,	Z
osoba	osoba	Ncfsn
lišena	lišiti	Appfsny
poslovne	poslovan	Agpfsgy
sposobnosti	sposobnost	Ncfsg
u	u	Sl
davanju	davanje	Ncnsl
izjava	izjava	Ncfpg
koje	koji	Pi-fpn
se	sebe	Px--sa
odnose	odnositi	Vmr3p
na	na	Sa
osobna	osoban	Agpnpay
stanja	stanje	Ncnpa
može	moći	Vmr3s
sudu	sud	Ncmsd
podnijeti	podnijeti	Vmn
prijedlog	prijedlog	Ncmsan
za	za	Sa
odobrenje	odobrenje	Ncnsa
sklapanja	sklapanje	Ncnsg
braka	brak	Ncmsg
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
člankom	članak	Ncmsi
450.	450.	Mdo
stavkom	stavak	Ncmsi
1.	1.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
.	.	Z

Nepostojanje	nepostojanje	Ncnsn
srodstva	srodstvo	Ncnsg

Članak	članak	Ncmsn
27.	27.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Brak	brak	Ncmsn
ne	ne	Qz
mogu	moći	Vmr3p
međusobno	međusobno	Rgp
sklopiti	sklopiti	Vmn
krvni	krvni	Agpmpny
srodnici	srodnik	Ncmpn
u	u	Sl
ravnoj	ravan	Agpfsly
lozi	loza	Ncfsl
,	,	Z
a	a	Cc
u	u	Sl
pobočnoj	pobočan	Agpfsly
lozi	loza	Ncfsl
sestra	sestra	Ncfpg
i	i	Cc
brat	brat	Ncmsn
,	,	Z
polusestra	polusestra	Ncfsn
i	i	Cc
polubrat	polubrat	Ncmsn
,	,	Z
dijete	dijete	Ncnsn
sa	sa	Si
sestrom	sestra	Ncfsi
ili	ili	Cc
polusestrom	polusestra	Ncfsi
,	,	Z
ili	ili	Cc
bratom	brat	Ncmsi
,	,	Z
ili	ili	Cc
polubratom	polubrat	Ncmsi
svojega	svoj	Px-msg
roditelja	roditelj	Ncmpg
,	,	Z
djeca	dijete	Ncnpn
sestara	sestra	Ncfpg
i	i	Cc
braće	braća	Ncfsg
te	te	Cc
polusestara	polusestra	Ncfpg
i	i	Cc
polubraće	polubraća	Ncfsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Odredba	odredba	Ncfsn
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
primjenjuje	primjenjivati	Vmr3s
se	sebe	Px--sa
i	i	Qo
na	na	Sa
odnose	odnos	Ncmpa
nastale	nastao	Agpmpay
posvojenjem	posvojenje	Ncnsi
.	.	Z

Nepostojanje	nepostojanje	Ncnsn
braka	brak	Ncmsg
,	,	Z
odnosno	odnosno	Rgp
životnog	životan	Agpnsgy
partnerstva	partnerstvo	Ncnsg

Članak	članak	Ncmsn
28.	28.	Mdo

Brak	brak	Ncmsn
ne	ne	Qz
može	moći	Vmr3s
sklopiti	sklopiti	Vmn
osoba	osoba	Ncfsn
koja	koji	Pi-fsn
je	biti	Var3s
u	u	Sl
braku	brak	Ncmsl
ili	ili	Cc
u	u	Sl
životnom	životan	Agpnsly
partnerstvu	partnerstvo	Ncnsl
osoba	osoba	Ncfsn
istog	isti	Agpmsgy
spola	spol	Ncmsg
koje	koji	Pi-nsn
je	biti	Var3s
registrirano	registrirati	Appnsny
sukladno	sukladno	Rgp
posebnom	poseban	Agpmsly
propisu	propis	Ncmsl
.	.	Z

Mogućnost	mogućnost	Ncfsn
poništaja	poništaj	Ncmsg
braka	brak	Ncmsg
koji	koji	Pi-msn
nije	biti	Var3s
valjan	valjati	Appmsnn

Članak	članak	Ncmsn
29.	29.	Mdo

Brak	brak	Ncmsn
sklopljen	sklopiti	Appmsnn
protivno	protivno	Rgp
odredbama	odredba	Ncfpi
članaka	članak	Ncmpg
25.	25.	Mdo
do	do	Sg
28.	28.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
nije	biti	Var3s
valjan	valjan	Agpmsnn
i	i	Cc
na	na	Sa
njega	on	Pp3msa
će	htjeti	Var3s
se	sebe	Px--sa
primijeniti	primijeniti	Vmn
odredbe	odredba	Ncfpn
o	o	Sl
poništaju	poništaj	Ncmsl
braka	brak	Ncmsg
.	.	Z

III	III	Mrc
.	.	Z

OSOBNA	osoban	Agpnpay
PRAVA	pravo	Ncnpa
I	i	Cc
DUŽNOSTI	dužnost	Ncfsg
BRAČNIH	bračni	Agpmpgy
DRUGOVA	drug	Ncmpg

Izbor	izbor	Ncmsn
prezimena	prezime	Ncnsg

Članak	članak	Ncmsn
30.	30.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Prigodom	prigoda	Sg
sklapanja	sklapanje	Ncnsg
braka	brak	Ncmsg
nevjesta	nevjesta	Ncfpg
i	i	Cc
ženik	ženik	Ncmsn
mogu	moći	Vmr3p
se	sebe	Px--sa
sporazumjeti	sporazumjeti	Vmn
:	:	Z

1.	1.	Mdo
da	da	Cs
svatko	svatko	Pi3m-n
zadrži	zadržati	Vmr3s
svoje	svoj	Px-nsa
prezime	prezime	Ncnsa

2.	2.	Mdo
da	da	Cs
kao	kao	Cs
zajedničko	zajednički	Agpnsny
prezime	prezime	Ncnsn
uzmu	uzeti	Vmr3p
prezime	prezime	Ncnsa
jednoga	jedan	Ncmsg
od	od	Sg
njih	oni	Pp3-pg

3.	3.	Mdo
da	da	Cs
kao	kao	Cs
zajedničko	zajednički	Agpnsny
uzmu	uzeti	Vmr3p
oba	oba	Mls
prezimena	prezime	Ncnsg
ili	ili	Cc

4.	4.	Mdo
da	da	Cs
jedan	jedan	Mlcmsn
ili	ili	Cc
oboje	oboje	Mls
uz	uz	Sa
svoje	svoj	Px-nsa
prezime	prezime	Ncnsa
uzmu	uzeti	Agpnsay
i	i	Cc
prezime	prezime	Ncnsa
bračnog	bračni	Agpmsgy
druga	drug	Ncmsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
U	u	Sl
slučaju	slučaj	Ncmsl
sporazuma	sporazum	Ncmsg
o	o	Sl
prezimenu	prezime	Ncnsl
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
točaka	točka	Ncfpg
3.	3.	Mdo
i	i	Cc
4.	4.	Mdo
ovoga	ovaj	Pd-nsg
članka	članak	Ncmsg
nevjesta	nevjesta	Ncfsn
i	i	Cc
ženik	ženik	Ncmsn
odlučit	odlučiti	Vmn
će	htjeti	Var3s
koje	koji	Pi-fpn
će	htjeti	Var3p
prezime	prezime	Ncnsn
upotrebljavati	upotrebljavati	Vmn
na	na	Sl
prvom	prvi	Mlomsl
,	,	Z
a	a	Cc
koje	koji	Pi-fpn
na	na	Sl
drugom	drugi	Agpnsly
mjestu	mjesto	Ncnsl
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Izjave	izjava	Ncfpn
koje	koji	Pi-fpn
sadrže	sadržati	Vmr3p
sporazum	sporazum	Ncmsan
o	o	Sl
izboru	izbor	Ncmsl
prezimena	prezime	Ncnsg
moraju	morati	Vmr3p
biti	biti	Van
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
odredbama	odredba	Ncfpi
posebnog	poseban	Agpmsgy
zakona	zakon	Ncmsg
.	.	Z

Ravnopravnost	ravnopravnost	Ncfsn
,	,	Z
solidarnost	solidarnost	Ncfsn
i	i	Cc
sporazumijevanje	sporazumijevanje	Ncnsa

Članak	članak	Ncmsn
31.	31.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
U	u	Sl
braku	brak	Ncmsl
su	biti	Var3p
bračni	bračni	Agpmpny
drugovi	drug	Ncmpn
ravnopravni	ravnopravan	Agpmpny
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Bračni	bračni	Agpmpny
drugovi	drug	Ncmpn
dužni	dužan	Agpmpny
su	biti	Var3p
jedan	jedan	Mlcmsn
drugomu	drugi	Ncmsd
biti	biti	Van
vjerni	vjeran	Agpmsny
,	,	Z
uzajamno	uzajamno	Rgp
se	sebe	Px--sa
pomagati	pomagati	Vmn
i	i	Cc
uzdržavati	uzdržavati	Vmn
,	,	Z
međusobno	međusobno	Rgp
se	sebe	Px--sa
poštovati	poštovati	Vmn
te	te	Cc
održavati	održavati	Vmn
skladne	skladan	Agpfpay
bračne	bračni	Agpfpay
i	i	Cc
obiteljske	obiteljski	Agpmpay
odnose	odnos	Ncmpa
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Bračni	bračni	Agpmpny
drugovi	drug	Ncmpn
sporazumno	sporazumno	Rgp
odlučuju	odlučivati	Vmr3p
o	o	Sl
rađanju	rađanje	Ncnsl
i	i	Cc
podizanju	podizanje	Ncnsl
djece	dijete	Ncnpg
te	te	Cc
o	o	Sl
obavljanju	obavljanje	Ncnsl
poslova	posao	Ncmpg
u	u	Sl
obiteljskoj	obiteljski	Agpfsly
zajednici	zajednica	Ncfsl
.	.	Z

Obiteljski	obiteljski	Agpmsny
dom	dom	Ncmsn
i	i	Cc
zaštita	zaštita	Ncfsn
prava	pravo	Ncnsg
na	na	Sa
stanovanje	stanovanje	Ncnsa

Članak	članak	Ncmsn
32.	32.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Bračni	bračni	Agpmpny
drugovi	drug	Ncmpn
sporazumno	sporazumno	Rgp
određuju	određivati	Vmr3p
mjesto	mjesto	Ncnsa
stanovanja	stanovanje	Ncnsg
i	i	Cc
obiteljsku	obiteljski	Agpfsay
kuću	kuća	Ncfsa
ili	ili	Cc
stan	stan	Ncmsan
u	u	Sl
kojem	koji	Pi-msl
će	htjeti	Var3s
stanovati	stanovati	Vmn
s	sa	Si
djecom	dijete	Ncnpi
nad	nad	Si
kojom	koji	Pi-fsi
ostvaruju	ostvarivati	Vmr3p
roditeljsku	roditeljski	Agpfsay
skrb	skrb	Ncfsa
i	i	Cc
koji	koji	Pi-msn
predstavlja	predstavljati	Vmr3s
obiteljski	obiteljski	Agpmsayn
dom	dom	Ncmsan
za	za	Sa
njih	oni	Pp3-pa
i	i	Cc
djecu	dijete	Ncnpa
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Bračni	bračni	Agpmsny
drug	drug	Ncmsn
ne	ne	Qz
smije	smjeti	Vmr3s
za	za	Sa
trajanja	trajanje	Ncnpa
braka	brak	Ncmsg
otuđiti	otuđiti	Vmn
ili	ili	Cc
opteretiti	opteretiti	Vmn
obiteljsku	obiteljski	Agpfsay
kuću	kuća	Ncfsa
ili	ili	Cc
stan	stan	Ncmsan
koji	koji	Pi-msn
predstavlja	predstavljati	Vmr3s
bračnu	bračni	Agpfsay
stečevinu	stečevina	Ncfsa
a	a	Cc
ujedno	ujedno	Rgp
je	biti	Var3s
i	i	Qo
obiteljski	obiteljski	Agpmsny
dom	dom	Ncmsn
u	u	Sl
kojem	koji	Pi-msl
stanuje	stanovati	Vmr3s
drugi	drugi	Mlomsn
bračni	bračni	Agpmsny
drug	drug	Ncmsn
i	i	Cc
njihova	njihov	Ps3msg
djeca	dijete	Ncmsg
nad	nad	Si
kojom	koji	Pi-fsi
ostvaruju	ostvarivati	Vmr3p
roditeljsku	roditeljski	Agpfsay
skrb	skrb	Ncfsa
,	,	Z
bez	bez	Sg
pisane	pisan	Agpfsgy
suglasnosti	suglasnost	Ncfsg
drugoga	drugi	Mlomsg
bračnog	bračni	Agpmsgy
druga	drug	Ncmsg
s	sa	Si
ovjerom	ovjera	Ncfsi
potpisa	potpis	Ncmsg
kod	kod	Sg
javnog	javan	Agpmsgy
bilježnika	bilježnik	Ncmsg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Ako	ako	Cs
je	biti	Var3s
jedan	jedan	Mlcmsn
bračni	bračni	Agpmsny
drug	drug	Ncmsn

